date,category,product,unit,monthly_qty,avg_unit_price_TRY,monthly_cost_TRY,n_matched,matched_products
Feb-23 2026,Dairy Products,Yogurt,Kg,59.7,118.79,7091.76,14,EKER YOGURT 65 GR SEFTALI KAYISILI; EKER YOGURT EFSANE 350 GR; EKER YOGURT EFSANE 750GR; EKER YOGURT KOVA 2000 GR; ICIM YOGURT 150 GR DOGAL; ICIM YOGURT 2000 GR DOGAL KAYMAKSIZ; KEBIR YOGURT 1KG KOY TIPI; KEBIR YOGURT 2KG KOY TIPI; PINAR YOGURT %1YAGLI 1200GR; PINAR YOGURT 500 GR; SUTAS YOGURT 2000 GR KAYMAKSIZ; SUTAS YOGURT 500 GR SARIMSAKLI; TORKU TAM YAGLI YOGURT 2000 GR; TORKU YOGURT YARIM YAGLI  2000 GR
Feb-23 2026,Dairy Products,White Cheese,Kg,5.3,378.04,2003.61,8,ALTINKILIC KLASIK BEYAZ PEYNIR KG; GURSUT LUKS TAZE PEYNIRI KG; ICIM BEYAZ PEYNIR 900 GR; ICIM TAZE PEYNIR SADE 180 GR; KIRI TAZE PEYNIR SADE 150 GR; SUTAS BEYAZ PEYNIR 250 GR; SUTAS BEYAZ PEYNIR 500 GR; TAHSILDAROGLU KLASIK BEYAZ PEYNIR KG; TORKU BEYAZ PEYNIR 900 GR; UNAL KLASIK BEYAZ PEYNIR 500 GR
Feb-23 2026,Meat and Protein,Cubed Meat / Lamb Meat,Kg,3.3,979.99,3233.97,1,DANA KUSBASI KG
Feb-23 2026,Meat and Protein,Chicken,Kg,7.0,117.49,822.43,4,DEL.HASPILIC TAB.BUT KG; GEDIK TAB. BAGET KG; GEDIK TAB. BUT KG; GEDIK TAB. SIRTIZ UST BUT (SARMA) KG
Feb-23 2026,Meat and Protein,Fish,Kg,5.1,,,0,N/A
Feb-23 2026,Meat and Protein,Eggs,Piece,60.0,7.74,464.4,7,DEL PAKKÖY GEZEN TAVUK YUMURTASI 30 LU; ISTIRANCA GEZEN TAVUK YUMURTASI 15'LI; KUMBASAR 10 LU YUMURTA M BOY (53-62 GR); KUMBASAR 15 Lİ YUMURTA L BOY (63-72 GR); KUMBASAR 30 LU YUMURTA M BOY (53-62 GR); KUMBASAR 6 LI YUMURTA M BOY (53-62 GR); SAKLIKOY ORGANIK YUMURTA 10'LU
Feb-23 2026,Legumes,Chickpeas,Kg,5.6,159.99,895.94,4,KIMIN KOCBASI NOHUT 1000 GR; OGUT NOHUT KOCBASI 1000 GR; REIS NOHUT 1000 GR; REIS NOHUT GOKCE BEYAZ 1000 GR
Feb-23 2026,Nuts and Seeds,Walnut / Hazelnut / Peanut,Kg,2.7,866.61,2339.85,2,KIMIN CEVIZ ICI 150 GR; KIMIN FINDIK ICI 250 GR
Feb-23 2026,Grains,Bread,Kg,18.0,189.55,3411.9,3,EKMEK ADET 200 GR (KEPEK-SADE-PAPY. ); SICAK TAVA BAZLAMA 250 GR; SICAK TAVA KANEPE EKMEK 200 GR
Feb-23 2026,Fruits,Banana,Kg,16.7,,,0,—
