District,Rooms,Price
Sapanca / Köyler,1+1,4.000 TL
Akyazı / Köyler,2+0,6.000 TL
Sapanca,2+1,7.500 TL
Sapanca,3+1,6.000 TL
Adapazarı / Karaosman,Stüdyo (1+0),6.250 TL
Geyve / Köyler,1+1,3.500 TL
Karasu,2+1,2.000 TL
Adapazarı / Semerciler,3+1,5.900 TL
Pamukova,1+1,5.000 TL
Adapazarı / İstiklal,Stüdyo (1+0),6.750 TL
Karasu,1+1,1.750 TL
Karasu,1+1,2.500 TL
Karasu,2+1,1.750 TL
Karasu,2+1,3.000 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.250 TL
Sapanca,2+1,5.500 TL
Adapazarı / İstiklal,Stüdyo (1+0),5.750 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.250 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Karasu,1+1,2.000 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Hendek / Merkez,1+1,6.000 TL
Sapanca / Köyler,1+1,7.500 TL
Kocaali,3+1,5.000 TL
Adapazarı / İstiklal,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Serdivan,Stüdyo (1+0),6.250 TL
Adapazarı / Köyler,1+1,7.000 TL
Serdivan,3+1,7.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),7.500 TL
Geyve / Alifuatpaşa,Stüdyo (1+0),5.000 TL
Adapazarı / Semerciler,Stüdyo (1+0),7.500 TL
Karasu,2+1,2.500 TL
Serdivan,Stüdyo (1+0),7.850 TL
Adapazarı / Semerciler,Stüdyo (1+0),7.000 TL
Serdivan,3+1,6.000 TL
Kocaali,3+1,5.000 TL
Geyve / Alifuatpaşa,1+1,7.000 TL
Akyazı,1+1,7.500 TL
Adapazarı / Köyler,1+1,6.000 TL
Serdivan,Stüdyo (1+0),6.000 TL
Serdivan,3+0,6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / İstiklal,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),7.500 TL
Adapazarı / Semerciler,10 Üzeri,4.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Sapanca,2+1,4.450 TL
Adapazarı / Semerciler,10 Üzeri,5.000 TL
Adapazarı / Tepekum,Stüdyo (1+0),6.000 TL
Adapazarı / Semerciler,10 Üzeri,7.000 TL
Serdivan,Stüdyo (1+0),7.000 TL
Sapanca / Köyler,1+1,7.000 TL
Adapazarı / Tığcılar,Stüdyo (1+0),5.250 TL
Serdivan,Stüdyo (1+0),5.000 TL
Hendek / Merkez,3+1,6.000 TL
Adapazarı / İstiklal,Stüdyo (1+0),6.500 TL
Karasu,1+1,1.300 TL
Adapazarı / Semerciler,10 Üzeri,4.500 TL
Akyazı / Köyler,1+1,6.000 TL
Serdivan,2+1,7.000 TL
Adapazarı / Semerciler,Stüdyo (1+0),5.000 TL
Adapazarı / İstiklal,Stüdyo (1+0),7.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),5.500 TL
Serdivan,10 Üzeri,5.000 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.750 TL
Adapazarı / Semerciler,Stüdyo (1+0),5.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Adapazarı / Tığcılar,Stüdyo (1+0),5.550 TL
Adapazarı / Semerciler,Stüdyo (1+0),6.500 TL
Akyazı,1+1,9.500 TL
Akyazı,1+1,9.000 TL
Akyazı,1+1,9.250 TL
Erenler,2+0,9.750 TL
Adapazarı / Köyler,1+1,9.000 TL
