tarih,grup_id,urun_adi,fiyat
2026-03-18 00:19:11,49,Asperox Okyanus Maviliği Yüzey Temizleyici 2.5 Lt,129.95
2026-03-18 00:19:11,49,Asperox Doğaya Kaçış Yüzey Temizleyici 2.5 Lt,129.95
2026-03-18 00:19:11,49,CİF SPREY 750 ML ANINDA ETKİ SAKURA,99.95
2026-03-18 00:19:11,49,Yayla Esmerim Baldo Pirinç 1 Kg,149.95
2026-03-18 00:19:11,49,Dardanel Füme Ton Balığı 6 x 75 G,349.95
2026-03-18 00:19:11,49,Sleepy Sensitive Islak Havlu 3x50 Li,79.95
2026-03-18 00:19:11,49,Vanish Kosla Multipower Renkliler İçin Sıvı Leke Çıkarıcı ve Deterjan Güçlendirici 1400 Ml,249.95
2026-03-18 00:19:11,49,Vanish Kosla Multipower Beyazlar İçin Sıvı Leke Çıkarıcı ve Deterjan Güçlendirici 1400 Ml,249.95
2026-03-18 00:19:11,49,Elidor Anında Onarıcı Bakım Şampuanı 650 Ml,199.95
2026-03-18 00:19:11,49,Omo Express Fresh Beyazlar Sıvı Çamaşır Deterjanı 1.48 Lt,249.95
2026-03-18 00:19:11,49,Elidor Güçlü ve Parlak Şampuan 650 Ml,199.95
2026-03-18 00:19:11,49,Fairy Platinum Plus Bulaşık Makinesi Kapsülü 36'lı,399.95
2026-03-18 00:19:11,49,NIVEA MEN Erkek Deep Dimension Amazonia Roll-on 50 Ml ve Black&White Invisible Original Mini Roll-on 25 Ml,214.95
2026-03-18 00:19:11,49,Parex Çilek Kokulu Büzgülü Büyük Boy Çöp Poşeti Torbası 10 Lu,139.95
2026-03-18 00:19:11,49,Parex Mega Comfort Oluklu Bulaşık Sünger 2'li,99.95
2026-03-18 00:19:11,49,Sugar House Mix Mikrofiber Temizlik Bezi 4 lü,137.99
2026-03-18 00:19:11,49,Cif Ultra Anında Etki Kir ve Yağ Çözücü Sprey 750 Ml,99.95
2026-03-18 00:19:11,49,Dalan Family Natural Sıvı Sabun 3 Lt,119.95
2026-03-18 00:19:11,50,Limon Kg,119.9
2026-03-18 00:19:11,50,Portakal Washington Kg,59.9
2026-03-18 00:19:11,50,Yeşillik Tere Adet,9.9
2026-03-18 00:19:11,50,Yeşillik Nane Adet,9.9
2026-03-18 00:19:11,50,Yeşillik Roka Adet,9.9
2026-03-18 00:19:11,50,Yeşillik Dereotu Adet,9.9
2026-03-18 00:19:11,50,Yeşillik Maydanoz Adet,9.9
2026-03-18 00:19:11,50,Patates Kg,24.9
2026-03-18 00:19:11,50,Avokado Adet,79.9
2026-03-18 00:19:11,50,Marul Göbekli Adet,74.9
2026-03-18 00:19:11,50,Kereviz Kg,34.9
2026-03-18 00:19:11,50,Karnabahar Kg,39.9
2026-03-18 00:19:11,50,Ispanak Kg,59.9
2026-03-18 00:19:11,50,Lahana Kırmızı Kg,24.9
2026-03-18 00:19:11,50,Havuç Kg,34.9
2026-03-18 00:19:11,50,Elma Starking Kg,119.9
2026-03-18 00:19:11,50,Muz Yerli Kg,99.9
2026-03-18 00:19:11,50,Elma Golden Kg,119.9
2026-03-18 00:19:11,50,Soğan Kuru Kg,17.9
2026-03-18 00:19:11,52,Perfect Fit Sığır Etli Kısır Kedi Maması 750 Gr,399.95
2026-03-18 00:19:11,52,Perfect Fit Tavuk Etli Yetişkin Kedi Maması 750 Gr,399.95
2026-03-18 00:19:11,52,Perfect Fit Biftekli Yetişkin Kedi Maması 750 Gr,399.95
2026-03-18 00:19:11,52,Whiskas Tavuklu Kısır Kedi Maması 1.4 Kg,549.95
2026-03-18 00:19:11,52,Sheba Delikatesse Jöleli Ton Balıklı Kedi Yaş Mama 85 Gr,58.95
2026-03-18 00:19:11,52,Whiskas Biftekli Kuru Kedi Maması 1.4 Kg,549.95
2026-03-18 00:19:11,52,Whiskas Kümes Hayvanlı Yavru Kedi Yaş Mama 85 Gr,37.95
2026-03-18 00:19:11,52,Whiskas Ton Balıklı Kuru Kedi Maması 1.4 Kg,549.95
2026-03-18 00:19:11,52,Whiskas Ton Balıklı Yaş Kedi Maması 85 Gr,37.95
2026-03-18 00:19:11,52,Whiskas Tavuklu Yaş Kedi Maması 85 Gr,37.95
2026-03-18 00:19:11,52,Whiskas Somonlu Yaş Kedi Maması 85 Gr,37.95
2026-03-18 00:19:11,52,Whiskas Sığırlı Yaş Kedi Maması 85 Gr,37.95
2026-03-18 00:19:11,52,Whiskas Klasik Öğünler Etli Seçim Yavru Kedi Yaş Maması 4x85 Gr,124.95
2026-03-18 00:19:11,52,Whiskas Klasik Öğünler Etli Seçim Yaş Kedi Maması 4x85 Gr,124.95
2026-03-18 00:19:11,52,Whiskas Yavru Tavuklu Kuru Mama 300 Gr,129.95
2026-03-18 00:19:11,52,Whiskas Tavuklu Kuru Mama 300 Gr,129.95
2026-03-18 00:19:11,52,Whiskas Tavuklu Kuru Kedi Maması 1.4 Kg,549.95
2026-03-18 00:19:11,52,Whiskas Biftekli Kuru Kedi Maması 300 Gr,129.95
2026-03-18 00:19:11,52,Whiskas Ton Balıklı Kuru Kedi Maması 300 Gr,129.95
2026-03-18 00:19:11,52,Whiskas Tavuklu ve Gravy Soslu Konserve Kedi Maması 400 Gr,164.95
2026-03-18 00:19:11,52,Whiskas Sığır Etli ve Gravy Soslu Konserve Kedi Maması 400 Gr,164.95
2026-03-18 00:19:11,52,Whiskas Ton Balıklı Konserve Yaş Kedi Maması 400 Gr,164.95
2026-03-18 00:19:11,52,Whiskas Tasty Mix Somonlu ve Havuçlu Yaş Kedi Maması 85 Gr,37.95
2026-03-18 00:19:11,52,Whiskas Tasty Mix Kuzulu ve Hindili Yaş Kedi Maması 85 Gr,37.95
2026-03-18 00:19:11,52,Whiskas Kuzulu Yaş Kedi Maması 85 Gr,37.95
2026-03-18 00:19:11,52,"Whiskas Tasty Mix Kuzulu, Havuçlu ve Tavuklu Yaş Kedi Maması 85 Gr",37.95
2026-03-18 00:19:11,52,Pedigree Tavuklu Konserve Yaş Mama 400 Gr,164.95
2026-03-18 00:19:11,52,Pedigree Biftekli Poşet Yaş Mama 100 Gr,49.95
2026-03-18 00:19:11,52,Dreamies Mix Peynirli ve Somonlu Kedi Ödül Maması 60 Gr,79.95
2026-03-18 00:19:11,52,Dreamies Mix Peynirli Sığır Etli Kedi Ödül Maması 60 Gr,79.95
2026-03-18 00:19:11,52,Pedigree Jumbone Mini Köpek Ödül Maması 160 Gr,119.95
2026-03-18 00:19:11,52,Pedigree Rodeo Biftek Köpek Ödül Maması 70 Gr,99.95
2026-03-18 00:19:11,52,Pedigree Konserve Sığır Etli Köpek Maması 400 Gr,164.95
2026-03-18 00:19:11,52,Pedigree Konserve Tavuklu Yavru Köpek Maması 400 Gr,164.95
2026-03-18 00:19:11,52,Dreamies Somonlu Kedi Ödül Maması 60 Gr,79.95
2026-03-18 00:19:11,52,Dreamies Tavuklu Kedi Ödül Maması 60 Gr,79.95
2026-03-18 00:19:11,54,Varta Pil Long Life Power Alkalin Kalem 4'lü Aa,179.95
2026-03-18 00:19:11,54,Varta Long Life Power Alkalin İnce Pil 4'lü,179.95
2026-03-18 00:19:11,54,Varta Alkalin Kalem Pil Max Power 4 Lü,259.95
2026-03-18 00:19:11,54,Varta Alkalin İnce Pil Max Power 4 Lü,259.95
2026-03-18 00:19:11,54,Varta Longlife Power Alkalin İnce Pil 2 Li,109.95
2026-03-18 00:19:11,54,Varta Longlife Power Alkalin Kalem Pil 2 Li,109.95
2026-03-18 00:19:11,54,Varta Longlife Alkalin İnce Pil AAA 4 Lü,155.95
2026-03-18 00:19:11,54,Varta Pil Longlife Alkalin Kalem Pil AA 4 Lü,155.95
2026-03-18 00:19:11,55,Blade Al Dedodorant 2 150 Ml,149.95
2026-03-18 00:19:11,55,Blade AL Deodorant 150 Ml,149.95
2026-03-18 00:19:11,55,Axe Leather & Cookies Erkek Deodorant Sprey 150 Ml,179.95
2026-03-18 00:19:11,55,Axe Epic Fresh Erkek Deodorant ve Vücut Spreyi 150 Ml,179.95
2026-03-18 00:19:11,55,Rexona Invisible Black White Erkek Deodorant Roll On 50 Ml,199.95
2026-03-18 00:19:11,55,Palette Deluxe Saç Boyası 10-1 Küllü Açık Sarı,449.95
2026-03-18 00:19:11,55,Emotion Natural Breeze Deodorant Roll On 50 Ml,99.99
2026-03-18 00:19:11,55,Rexona Invisible Black White Kadın Deodorant Roll On 50 Ml,199.95
2026-03-18 00:19:11,55,Axe Dark Temptation Erkek Sprey Deodorant 150 Ml,179.95
2026-03-18 00:19:11,55,Rexona Cotton Dry Deodorant Roll-On 50 Ml,199.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Okyanus Ferahlığı Oda Spreyi 500 Ml,199.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Japon Kiraz Çiçeği Oda Spreyi 500 Ml,199.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Gül Suyu 350 Ml,99.95
2026-03-18 00:19:11,55,Elseve Renk Koruyucu Bakım Şampuanı 300 Ml,149.95
2026-03-18 00:19:11,55,Blade Green Dream Erkek Deodorant Roll On 50 Ml,149.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Japon Kiraz Çiçeği Doğal Zeytinyağlı Sıvı Sabun 1.5 Lt,299.95
2026-03-18 00:19:11,55,Rexona Mystic Love %0 Alüminyum Kadın Sprey Deodorant 150 Ml,199.95
2026-03-18 00:19:11,55,Rexona Passion %0 Alüminyum 48 Saat Koruma Kadın Sprey Deodorant 150 Ml,199.95
2026-03-18 00:19:11,55,Palette Göz Alıcı Renkler Saç Boyası 7-1 Küllü Kumral,169.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Doğal Nane Özlü Diş Macunu 90 Ml,189.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Doğal Misvak Özlü Diş Macunu 90 Ml,189.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Doğal Karanfil Özlü Diş Macunu 90 Ml,189.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Doğal Karadut Özlü 2-6 Yaş Çocuk Diş Macunu 60 Ml,149.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Doğal Kakao ve Kahve Özlü Diş Macunu 90 ml,189.95
2026-03-18 00:19:11,55,Eyüp Sabri Tuncer Doğal Bambu Karbonlu Diş Macunu 90 Ml,189.95
2026-03-18 00:19:11,55,Palette Göz Alıcı Renkler Saç Boyası 7-77 Yoğun Bakır,169.95
2026-03-18 00:19:11,55,Palette Göz Alıcı Renkler Saç Boyası 3-65 Çikolata Kahve,169.95
2026-03-18 00:19:11,55,Blade Mountaın Fresh Roll On 50 Ml,149.95
2026-03-18 00:19:11,55,Blade Cool Fresh Roll On 50 Ml,149.95
2026-03-18 00:19:11,55,Palette Kalıcı Doğal Renkler Saç Boyası 3-68 Kızıl Çikolata,169.95
2026-03-18 00:19:11,55,Palette Kalıcı Doğal Renkler Saç Boyası 7-0 Kumral,169.95
2026-03-18 00:19:11,58,Flormar Glitter Yarı Transparan & Parlak Bitişli Simli Oje No:42 Copper,159.99
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:89,94.95
2026-03-18 00:19:11,58,Flormar Glitter Yarı Transparan & Parlak Bitişli Simli Oje No:02,159.99
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:468,94.95
2026-03-18 00:19:11,58,Flormar Calcium Gel Besleyici & Güçlendirici Kalsiyumlu Oje Bazı/Tırnak Cilası,189.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:472,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:385,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:319,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:310,94.95
2026-03-18 00:19:11,58,Flormar Pearly Yarı Transparan & Parlak Bitişli Sedefli Oje No:PL451,139.99
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:077,94.95
2026-03-18 00:19:11,58,Flormar Let's Stop Tırnak Bakım Cilası,189.95
2026-03-18 00:19:11,58,Flormar Moisture Boost Nemlendirici & Besleyici Oje Bazı/Tırnak Cilası,189.95
2026-03-18 00:19:11,58,Flormar No More Breaks Besleyici & Kırılma Karşıtı Oje Bazı/Tırnak Cilası,189.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:0508,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:502,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:501,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:423,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:410,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:405,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:323,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:079,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:058,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:380,94.95
2026-03-18 00:19:11,58,Flormar Pearly Yarı Transparan & Parlak Bitişli Sedefli Oje No:PL390,139.99
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:465,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:464,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:456,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:352,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:313,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:301,94.95
2026-03-18 00:19:11,58,Flormar Nail Enamel Yüksek Pigmentli & Parlak Bitişli Oje No:127,94.95
2026-03-18 00:19:11,59,Lpd Oscar Mangal Kömürü 1.5 Kg,89.95
2026-03-18 00:19:11,59,PİKNİK KULLAN-AT PLASTİK BARDAK OTOMAT 50'Lİ BEYAZ,34.95
2026-03-18 00:19:11,59,Piknik Tabak Orta 10 Lu,29.95
2026-03-18 00:19:11,60,Sera Şeffaf Eldiven L Beden 50'li,59.95
2026-03-18 00:19:11,60,Sera Şeffaf Eldiven M Beden 50'li,59.95
2026-03-18 00:19:11,60,Sera Şeffaf Eldiven S Beden 50'li,59.95
2026-03-18 00:19:11,60,Sera Doğal Hazır Kesilmiş Pişirme Kağıdı 10 Adet,69.95
2026-03-18 00:19:11,60,Sera Airfryer Pişirme Kağıdı 25 Adet,59.95
2026-03-18 00:19:11,60,Sera Orta Boy Çöp Poşeti Torbası 15 li,32.95
2026-03-18 00:19:11,60,Sera Tüy Toplayıcı 30'lu,39.95
2026-03-18 00:19:11,60,Sera Küçük Boy Çöp Poşeti Torbası 30 Lu,32.95
2026-03-18 00:19:11,60,Sera Nergis Kokulu Büzgülü Orta Boy Çöp Poşeti Torbası 15 Li,49.95
2026-03-18 00:19:11,60,Sera Nergis Kokulu Büzgülü Büyük Boy Çöp Poşeti Torbası 10 Lu,49.95
2026-03-18 00:19:11,60,Sera Vanilya Kokulu Büzgülü Büyük Boy Çöp Poşeti Torbası 10 Lu,54.95
2026-03-18 00:19:11,60,Sera Limon Kokulu Büzgülü Büyük Boy Çöp Poşeti Torbası 10 Lu,64.95
2026-03-18 00:19:11,60,Sera Yeni Nesil Pişirme Kağıdı 10'lu,89.95
2026-03-18 00:19:11,60,Sera Fırın Torbası 8 Adet,49.95
2026-03-18 00:19:11,60,Sera Jumbo Boy Çöp Poşeti Torbası 10 Lu,99.95
2026-03-18 00:19:11,60,Sera Battal Boy Çöp Poşeti Torbası 10 Lu,89.95
2026-03-18 00:19:11,60,Sera Büyük Boy Çöp Poşeti Torbası 10 Lu,32.95
2026-03-18 00:19:11,60,Sera Banyo Boy Çöp Poşeti Torbası 30 Lu,29.95
2026-03-18 00:19:11,60,Sera Vanilya Kokulu Orta Boy Büzgülü Çöp Poşeti Torbası 15 Li,54.95
2026-03-18 00:19:11,60,Sera Limon Kokulu Büzgülü Orta Boy Çöp Poşeti Torbası 15 li,64.95
2026-03-18 00:19:11,60,Sera 196 Lı Buz Küpü Buz Torbası 7 Adet,24.95
2026-03-18 00:19:11,60,Sera Kilitli Poşet 12 Li,44.95
2026-03-18 00:19:11,60,Sera Büyük Boy 20 Li Buzdolabı Poşeti,24.95
2026-03-18 00:19:11,60,Sera Orta Boy 20 Li Buzdolabı Poşeti,24.95
2026-03-18 00:19:11,60,Sera Küçük Boy Buzdolabı Poşeti 40 lı,24.95
2026-03-18 00:19:11,60,Sera Orta Boy 20 Li Buzdolabı Poşeti 4 Al 3 Öde,64.95
2026-03-18 00:19:11,60,Sera Streç Film 33 Mt,79.95
2026-03-18 00:19:11,60,Sera Yağlı Pişirme Kağıdı 8 Mt,59.95
2026-03-18 00:19:11,60,Sera Hazır Kesilmiş Yağlı Pişirme Kağıdı 16'lı,59.95
2026-03-18 00:19:11,60,Sera Alüminyum Folyo 8 Mt,69.95
2026-03-18 00:19:11,61,Macromax Focus Otomatik Temizlik Seti,399.95
2026-03-18 00:19:11,61,Macromax Focus Black Otomatik Temizlik Seti,199.99
2026-03-18 00:19:11,61,Macromax Klasik Tırnak Koruyucu Oluklu Bulaşık Süngeri 5'li,79.95
2026-03-18 00:19:11,61,Macromax Mikrofiber Cam Bezi 2'li,119.95
2026-03-18 00:19:11,61,Macromax Airfryer Pişirme Kağıdı 20 Adet,129.95
2026-03-18 00:19:11,61,Macromax Mikrofiber Havlu Paspas,199.95
2026-03-18 00:19:11,61,Macromax Orta Boy Buzdolabı Poşeti 75 li,99.95
2026-03-18 00:19:11,61,Macromax Buzdolabı Poşeti Küçük Boy 100 li,99.95
2026-03-18 00:19:11,61,Macromax Profesyonel Çöp Poşeti Torbası Battal Boy 10 lu,99.95
2026-03-18 00:19:11,61,Macromax Streç Film 100 Mt Kesme Bıçağı Hediyeli,199.95
2026-03-18 00:19:11,61,Macromax Buzdolabı Poşeti Büyük Boy 50 li,99.95
2026-03-18 00:19:11,61,Macromax Profesyonel Çöp Poşeti Torbası Jumbo Boy 10 lu,129.95
2026-03-18 00:19:11,61,Macromax Çift Kilitli Poşet 12'li,89.95
2026-03-18 00:19:11,61,Macromax Klasik Yeşil Düz Sünger 5'li,79.95
2026-03-18 00:19:11,64,Pınar Sucuk Şölen 180 Gr,219.95
2026-03-18 00:19:11,64,Torku Yarım Yağlı Yoğurt 2 Kg,129.95
2026-03-18 00:19:11,64,Binnur Klasik Beyaz Peynir Kg,399.95
2026-03-18 00:19:11,64,Solo Peçete Süper 200 Lü,99.95
2026-03-18 00:19:11,64,Süperfresh Milföy 1 Kg,189.9
2026-03-18 00:19:11,64,Sütaş Süzme Peynir 500 Gr,159.95
2026-03-18 00:19:11,65,Semiz Otu Demet,39.9
2026-03-18 00:19:11,65,Portakal Sıkmalık Kg,39.9
2026-03-18 00:19:11,65,Kavun Kg,224.9
2026-03-18 00:19:11,65,Sarımsak Yerli Demet 250 Gr,114.9
2026-03-18 00:19:11,65,Taze Zencefil Adet 250 Gr,99.9
2026-03-18 00:19:11,65,Turp Fındık Demet,34.9
2026-03-18 00:19:11,65,Deniz Börülcesi Adet,24.9
2026-03-18 00:19:11,65,Domates Salkım Kg,109.9
2026-03-18 00:19:11,65,Elma Fuji Kg,139.9
2026-03-18 00:19:11,65,Patlıcan Topan Kg,184.9
2026-03-18 00:19:11,65,Soğan Taze Kg,114.9
2026-03-18 00:19:11,65,Mantar İstiridye Paket 350 Gr,129.9
2026-03-18 00:19:11,65,Yeşillik Nane Adet,9.9
2026-03-18 00:19:11,65,Yeşillik Roka Adet,9.9
2026-03-18 00:19:11,65,Yeşillik Dereotu Adet,9.9
2026-03-18 00:19:11,65,Yeşillik Maydanoz Adet,9.9
2026-03-18 00:19:11,65,Domates Pembe Kg,119.9
2026-03-18 00:19:11,65,Patates Kg,24.9
2026-03-18 00:19:11,65,Reyhan Adet,37.9
2026-03-18 00:19:11,65,Avokado Adet,79.9
2026-03-18 00:19:11,65,Biber Köy Kg,239.9
2026-03-18 00:19:11,65,Hindistan Cevizi Adet,122.9
2026-03-18 00:19:11,65,Ananas Adet,149.9
2026-03-18 00:19:11,65,Marul Göbekli Adet,74.9
2026-03-18 00:19:11,65,Patlıcan Kg,169.9
2026-03-18 00:19:11,65,Salatalık Silor Kg,99.9
2026-03-18 00:19:11,65,Marul Kıvırcık Adet,79.9
2026-03-18 00:19:11,65,Marul Aysberk Adet,99.9
2026-03-18 00:19:11,65,Domates Çeri Kg,164.9
2026-03-18 00:19:11,65,Fasulye Çalı Taze Kg,199.99
2026-03-18 00:19:11,65,Armut Santamaria Kg,149.9
2026-03-18 00:19:11,65,Patates Taze Küçük Kg,39.9
2026-03-18 00:19:11,65,Domates Sırık Kg,109.9
2026-03-18 00:19:11,65,Çilek Kg,189.9
2026-03-18 00:19:11,65,Soğan Yahnilik Adet,64.9
2026-03-18 00:19:11,65,Elma Granny Smith Kg,139.9
2026-03-18 00:19:11,66,Kivi Kg,189.9
2026-03-18 00:19:11,66,Armut Deveci Kg,124.9
2026-03-18 00:19:11,66,Cennet Elması Kg,49.99
2026-03-18 00:19:11,66,Portakal Sıkmalık Kg,39.9
2026-03-18 00:19:11,66,Kavun Kg,224.9
2026-03-18 00:19:11,66,Portakal Washington Kg,59.9
2026-03-18 00:19:11,66,Ayva Kg,149.99
2026-03-18 00:19:11,66,Mandalina Murcot Kg,59.9
2026-03-18 00:19:11,66,Yaban Mersini Paket-Blueberry 125Gr,239.9
2026-03-18 00:19:11,66,Kumkuat Tropik Meyve Adet 300 Gr,54.9
2026-03-18 00:19:11,66,Pomelo Tropik Meyve Adet,189.9
2026-03-18 00:19:11,66,Elma Fuji Kg,139.9
2026-03-18 00:19:11,66,Greyfurt Kg,57.9
2026-03-18 00:19:11,66,Mango Adet,99.9
2026-03-18 00:19:11,66,Mayhoş Nar Kg,179.9
2026-03-18 00:19:11,66,Hindistan Cevizi Adet,122.9
2026-03-18 00:19:11,66,Ananas Adet,149.9
2026-03-18 00:19:11,66,Armut Santamaria Kg,149.9
2026-03-18 00:19:11,66,Elma Granny Smith Kg,139.9
2026-03-18 00:19:11,66,Elma Starking Kg,119.9
2026-03-18 00:19:11,66,Muz Yerli Kg,99.9
2026-03-18 00:19:11,66,Elma Golden Kg,119.9
2026-03-18 00:19:11,66,Muz İthal Kg,159.9
2026-03-18 00:19:11,67,Limon Kg,119.9
2026-03-18 00:19:11,67,Pazı Adet,24.9
2026-03-18 00:19:11,67,Balkabağı Kg,39.9
2026-03-18 00:19:11,67,Pancar Kg,49.9
2026-03-18 00:19:11,67,Kırmızı Turp Kg,32.9
2026-03-18 00:19:11,67,Sarımsak Yerli Demet 250 Gr,114.9
2026-03-18 00:19:11,67,Beyaz Turp Kg,32.9
2026-03-18 00:19:11,67,Patates Tatlı Tropik Sebze Kg,124.9
2026-03-18 00:19:11,67,Biber Şili Acı Kg,199.9
2026-03-18 00:19:11,67,Taze Zencefil Adet 250 Gr,99.9
2026-03-18 00:19:11,67,Turp Fındık Demet,34.9
2026-03-18 00:19:11,67,Deniz Börülcesi Adet,24.9
2026-03-18 00:19:11,67,Domates Salkım Kg,109.9
2026-03-18 00:19:11,67,Brüksel Lahana Paket,99.9
2026-03-18 00:19:11,67,Marul Lolorosso,99.9
2026-03-18 00:19:11,67,Patlıcan Topan Kg,184.9
2026-03-18 00:19:11,67,Lime Tropik 3'lü Paket,99.9
2026-03-18 00:19:11,67,Soğan Taze Kg,114.9
2026-03-18 00:19:11,67,Mantar İstiridye Paket 350 Gr,129.9
2026-03-18 00:19:11,67,Yeşillik Tere Adet,9.9
2026-03-18 00:19:11,67,Yeşillik Nane Adet,9.9
2026-03-18 00:19:11,67,Yeşillik Roka Adet,9.9
2026-03-18 00:19:11,67,Yeşillik Dereotu Adet,9.9
2026-03-18 00:19:11,67,Yeşillik Maydanoz Adet,9.9
2026-03-18 00:19:11,67,Soğan Beyaz Kg,64.9
2026-03-18 00:19:11,67,Domates Pembe Kg,119.9
2026-03-18 00:19:11,67,Patates Kg,24.9
2026-03-18 00:19:11,67,Reyhan Adet,37.9
2026-03-18 00:19:11,67,Avokado Adet,79.9
2026-03-18 00:19:11,67,Biber Köy Kg,239.9
2026-03-18 00:19:11,67,Marul Göbekli Adet,74.9
2026-03-18 00:19:11,67,Patlıcan Kg,169.9
2026-03-18 00:19:11,67,Salatalık Silor Kg,99.9
2026-03-18 00:19:11,67,Mantar Kültür Paket 350 Gr,79.9
2026-03-18 00:19:11,67,Marul Kıvırcık Adet,79.9
2026-03-18 00:19:11,67,Marul Aysberk Adet,99.9
2026-03-18 00:19:11,69,"Çamlıca Gazoz 2,5 Lt",69.95
2026-03-18 00:19:11,69,Çamlıca Portakallı Gazoz 2.5 Lt,69.95
2026-03-18 00:19:11,69,Çamlıca Gazoz 1.5 Lt,54.95
2026-03-18 00:19:11,69,Çamlıca Portakallı Gazoz 1.5 Lt,54.95
2026-03-18 00:19:11,69,Ülker Antep Fıstıklı Milfoy 28 Gr,20.0
2026-03-18 00:19:11,69,Cola Turka 1 Lt,49.95
2026-03-18 00:19:11,69,Cola Turka 2.5 Lt,69.95
2026-03-18 00:19:11,69,Cornflakes Mısır Gevreği 400 Gr,175.0
2026-03-18 00:19:11,69,Cola Turka 330 Ml,34.95
2026-03-18 00:19:11,69,Ülker Kremini Vişneli Şeker 44 Gr,25.0
2026-03-18 00:19:11,69,Hero Baby Armut Ananas Şeftali Kavanoz Mama 120 Ge,42.5
2026-03-18 00:19:11,69,Ülker Bitter Kare Çikolata %60 Kakaolu 60 Gr,69.95
2026-03-18 00:19:11,69,Ülker Bitter Damla Çikolata 120 Gr,139.95
2026-03-18 00:19:11,69,Caramio Bitter Baton Çikolata 35 Gr,14.95
2026-03-18 00:19:11,69,Ülker Çizi Peynirli Kraker 4'lü 280 Gr,56.0
2026-03-18 00:19:11,69,Ülker Bütün Antep Fıstıklı Sütlü Baton Çikolata 30 Gr,52.5
2026-03-18 00:19:11,69,Ülker Albeni Tane Tane 29 Gr,28.0
2026-03-18 00:19:11,69,Ülker Bütün Antep Fıstıklı %60 Bitter Çikolata 65 Gr,104.95
2026-03-18 00:19:11,69,Alpella 3Gen Beyaz Gofret 28 Gr,16.0
2026-03-18 00:19:11,69,Ülker Çokokrem 400 Gr,112.5
2026-03-18 00:19:11,69,Hero Baby Şeftali Muz Püreli Kavanoz Mama 125 Gr,42.5
2026-03-18 00:19:11,69,Ülker Kremalı Rondo Çilekli Bisküvi 61 Gr,13.0
2026-03-18 00:19:11,69,Ülker Metro Sütlü Çikolatalı Kaplı Karamel & Nugalı Bar 36 Gr,17.0
2026-03-18 00:19:11,69,Biskrem Kakaolu 100 Gr,25.0
2026-03-18 00:19:11,69,Dankek Pöti Muffin Kek Meyveli 35 Gr,10.0
