grup_id,urun_adi,fiyat
87,Dankek Pöti Muffin Kek Meyveli 35 Gr,10.0
87,"Ülker Çilekli Kanky Bulut Kornet Gofret 26,5 Gr",19.0
87,Ülker 8 Kek Mini Muzlu 162 Gr,44.95
87,Ülker Çilekli Mini Dankek Tart 150 Gr,54.95
87,Ülker Çilekli Mini Kekstra 150 Gr,54.95
87,Ülker Olala Tiramisu Dolgulu Kek 45 Gr,25.0
87,Ülker Dankek Mousse Kek 45 Gr,25.0
87,Ülker Çokonat Baklava 30 Gr,25.0
87,Ülker Dido Trio Colors Çilekli 36.5 Gr,22.0
87,Ülker Muzlu Mini Halley 66 Gr,22.0
87,Ülker Kakao Kremalı Bisküvi 61 Gr,13.0
87,Hanımeller Zeytinli Biberiyeli Tuzlu Kurabiye 81 Gr,20.0
87,Ülker Çizi Çıtır Atıştırmalık Tulum Peynir & Köz Biber 80 Gr,30.0
87,Ülker Altınbaşak Tahıl Cipsi 50 Gr,22.0
87,Ülker Çizi Çıtır Atıştırmalık Peynir & Soğan 80 Gr,30.0
88,Proline Sabun Kokulu Topaklanan Bentonit Kedi Kumu 5 Lt,99.99
88,Proline Pudra Kokulu Topaklanan Bentonit Kedi Kumu 5 Lt,99.99
88,Enjoy Kuzu Etli ve Pirinçli Yetişkin Kuru Köpek Maması 10 Kg,699.99
88,Jungle Bentonit İnce Natural Kedi Kumu 5 Lt,99.99
89,Superfresh Peynirli Kat Kat Börek 500 Gr,142.9
89,Süperfresh Pizza 4 Lü King 780 Gr,349.9
90,Sütaş Yayık Tereyağ 450 Gr,449.95
90,Tukaş Çilek Reçeli 380 Gr,109.95
90,Torku Macar Salam Dilim 50 Gr,49.95
90,Torku Dana Sucuk 180 Gr,199.95
90,Tukaş Reçel Ahududu 380 Gr,89.95
90,Salatalık Silor Kg,44.9
90,Tukaş Vişne Reçeli 380 Gr,129.95
90,Tukaş Kayısı Reçeli 380 Gr,89.95
90,Tukaş Böğürtlen Reçeli 380 Gr,89.95
90,Domates Çeri Kg,74.9
90,Biber Kıl Acı Kg,99.9
90,Biber Kıl Tatlı Kg,99.9
91,Sütaş Dil Peyniri 200 Gr,169.95
91,Sütaş Örgü Peyniri 200 Gr,169.95
91,Sütaş Çeçil Peyniri 200 Gr,169.95
94,Torku Mini Kokteyl Dana Sosis 100 Gr,114.95
94,Torku Yarım Yağlı Yoğurt 750 Ml,69.95
94,Torku Tam Yağlı Tost Peyniri 600 Gr,289.95
94,Torku Labne 400 Gr,129.95
94,Torku Kavurma Dilimli 100 Gr,239.95
94,Torku Macar Salam Dilim 50 Gr,49.95
94,Torku Dana Sucuk 180 Gr,199.95
95,Pınar Cheddarlı Krem Peynir 270 Gr,134.95
95,Pınar Doyum Büfe Salam 500 Gr,179.95
95,Pınar Sucuk Şölen 180 Gr,239.95
95,Pınar Süzme Az Yağlı Az Tuzlu Peynir 500 Gr,179.95
95,Pınar Salam Hindi Büyük Dilim Aç Bitir 60 Gr,39.95
95,Pınar Denge Laktozsuz Süt 1 Lt,79.95
95,Pınar Sosis Aç Bitir 180 Gr,85.95
97,Maret Tekli Küvet Sucuk 300 Gr,389.9
97,Klorak Ultra Yoğun Çamaşır Suyu 1850 Ml,89.95
97,Rinso Argan Özü Renkliler Sıvı Çamaşır Deterjan 3 Lt,179.99
97,Maylo 3 Katlı Tuvalet Kağıdı 32'li,429.95
97,Nutella 750 Gr,272.5
97,Rinso Komple Bakım Serisi Renkliler İçin Sıvı Çamaşır Deterjanı 3 Lt,179.99
97,Çaykur Tiryaki Çayı 1 Kg,295.95
97,Portakal Washington Kg,29.99
97,Fairy Losyon Sıvı Bulaşık Deterjanı 1500 Ml,149.99
97,Rinso Siyahlar Sıvı Çamaşır Deterjanı 3 Lt,179.99
97,Dana Kıymalık Kg,849.95
97,Toz Şeker Kg,39.99
97,İçim Süzme Peynir 900 Gr,249.95
97,Sütaş Kaymaksız Yoğurt 1 Kg,87.5
97,Patates Kg,37.9
97,Avokado Adet,49.99
97,Şenpiliç Kalçalı But Kg,125.0
97,Dana Az Yağlı Kuşbaşı Kg,879.95
97,Şenpiliç Piliç Bütün Poşet Kg,125.0
97,Elma Starking Kg,124.9
97,BAKLIYAT PIRINC OSMANCIK LUX KG,89.95
98,Sütaş Yayık Tereyağ 450 Gr,449.95
98,Sütaş Şişe Ayran 2 Lt,99.5
98,Sütaş Süzme Peynir 900 Gr,299.95
98,Sütaş Kaymaksız Yoğurt Kova 2 Kg,179.95
98,Sütaş Beyaz Peynir 500 Gr,174.95
99,Eker Süzme Yoğurt 900 Gr,214.5
99,Eker Kaşar Peyniri 600 Gr,364.5
99,"Eker Kaymaksız Yoğurt 1,5 Kg",104.5
100,Proline Sabun Kokulu Topaklanan Bentonit Kedi Kumu 5 Lt,99.99
100,Proline Pudra Kokulu Topaklanan Bentonit Kedi Kumu 5 Lt,99.99
100,Enjoy Kuzu Etli ve Pirinçli Yetişkin Kuru Köpek Maması 10 Kg,699.99
