Date_Scraped,Source,Category,Title,Price,URL
2026-09-02,akakce.com,Motosiklet,Apec PS5 125 cc Scooter Motosiklet,"62.400,00 TL +4 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-apec-ps5-125-cc-fiyati,414968063.html"
2026-09-02,akakce.com,Motosiklet,Arora Safari Pro 125 cc Scooter Motosiklet,"75.600,00 TL TEK FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-safari-pro-125-cc-scooter-fiyati,291496998.html"
2026-09-02,akakce.com,Motosiklet,Apec PS3 49.4 cc Scooter Motosiklet,"52.469,01 TL +5 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-apec-49-4-cc-benzinli-moped-fiyati,31470228.html"
2026-09-02,akakce.com,Motosiklet,Arora Beatrix 150 cc Scooter Motosiklet,"116.990,00 TL +5 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-beatrix-150-cc-benzinli-fiyati,417533887.html"
2026-09-02,akakce.com,Motosiklet,Arora Cappucino 50 cc Scooter Motosiklet,"98.888,00 TL +4 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-cappucino-50-cc-b-sinifi-ehliyet-mtv-yok-fiyati,1749139067.html"
2026-09-02,akakce.com,Motosiklet,Yuki Hammer 50 cc Scooter Motosiklet,"96.900,00 TL +2 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-yuki-hammer-50-benzinli-scooter-fiyati,527631789.html"
2026-09-02,akakce.com,Motosiklet,Arora Sonic 125 cc ATV Motosiklet,"79.990,00 TL +1 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-sonic-125-cc-atv-fiyati,1360362833.html"
2026-09-02,akakce.com,Motosiklet,Motolux Cappadocia Chopper 125 cc Motosiklet,"104.990,00 TL +2 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-motolux-cappadocia-chopper-125-cc-fiyati,1097365954.html"
2026-09-02,akakce.com,Motosiklet,Kuba Hussar 135 ATV 125 cc Motosiklet,"106.148,70 TL +2 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-kuba-hussar-135-atv-beyaz-fiyati,1568242769.html"
2026-09-02,akakce.com,Motosiklet,Mondial Virago 50 cc Scooter Motosiklet,"65.000,00 TL TEK FİYAT","https://www.akakce.com/motosiklet/en-ucuz-mondial-50-virago-i-fiyati,399058138.html"
2026-09-02,akakce.com,Motosiklet,Arora Fırtına 50 Cub 50 cc Motosiklet,"47.990,00 TL +14 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-firtina-50-cub-fiyati,746819282.html"
2026-09-02,akakce.com,Motosiklet,Arora Hunter 300 T3 Onroad 176 cc ATV Motosiklet,"229.989,99 TL +2 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-hunter-300-t3-onroad-atv-fiyati,266104834.html"
2026-09-02,akakce.com,Motosiklet,Kuba Hussar 220 Pro Atv,"169.900,00 TL +4 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-kuba-hussar-220-pro-atv-fiyati,597876255.html"
2026-09-02,akakce.com,Motosiklet,CFmoto 250SR Sport Racing 250 cc Motosiklet,"206.000,01 TL +7 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-cfmoto-250-sr-fiyati,665577097.html"
2026-09-02,akakce.com,Motosiklet,Musatti Kai-Zen Chopper 249 cc Motosiklet,"315.000,00 TL TEK FİYAT","https://www.akakce.com/motosiklet/en-ucuz-musatti-kai-zen-chopper-249-cc-fiyati,1238364827.html"
2026-09-02,akakce.com,Motosiklet,Musatti Rajon 50X 49 cc Scooter Motosiklet,"98.009,01 TL +2 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-musatti-rajon-50x-49-cc-scooter-fiyati,1238280771.html"
2026-09-02,akakce.com,Motosiklet,Arora AR125 Sport Touring 125 cc Motosiklet,"142.990,00 TL TEK FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-ar125-sport-touring-125-cc-fiyati,1141682333.html"
2026-09-02,akakce.com,Motosiklet,Arora CK250 249 cc Touring Motosiklet,"129.990,00 TL +5 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-ck250-249-cc-touring-fiyati,1138614207.html"
2026-09-02,akakce.com,Motosiklet,Rebat AFL80 52 cc Mini ATV Motosiklet,"36.620,10 TL +2 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-rebat-afl80-52-cc-mini-atv-fiyati,1621204929.html"
2026-09-02,akakce.com,Motosiklet,Arora Max Pro 125 cc Scooter Motosiklet,"160.000,00 TL +1 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-max-pro-scooter-fiyati,694914560.html"
2026-09-02,akakce.com,Motosiklet,Mondial Cross X-Treme Maxx 200i Cross 197 cc Motosiklet,"118.999,00 TL +1 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-mondial-x-treme-maxx-200-i-yesil-motorsiklet-fiyati,1627175480.html"
2026-09-02,akakce.com,Motosiklet,Revolt RT3 Touring 125 cc Motosiklet,"62.500,00 TL +3 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-revolt-rt3-125-cc-benzinli-fiyati,743015280.html"
2026-09-02,akakce.com,Motosiklet,Kuba TK-03 50 cc Motosiklet,"85.489,00 TL +10 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-kuba-tk-03-50-cc-fiyati,1729531607.html"
2026-09-02,akakce.com,Motosiklet,Mondial Strada 125 cc Scooter Motosiklet,"138.999,00 TL +3 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-mondial-strada-125-scooter-fiyati,527631765.html"
2026-09-02,akakce.com,Motosiklet,Arora Cappucino S50 50 cc Scooter Motosiklet,"77.499,00 TL +8 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-cappucino-s50-50-cc-scooter-fiyati,1326951949.html"
2026-09-02,akakce.com,Motosiklet,Arora Max-T Easy 124 cc Scooter Motosiklet,"95.990,00 TL +1 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-max-t-easy-125-cc-fiyati,716449390.html"
2026-09-02,akakce.com,Motosiklet,RKS K-Light 250 Chopper Cruiser 250 cc Motosiklet,"228.888,00 TL +1 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-rks-k-light-250-chopper-fiyati,369708807.html"
2026-09-02,akakce.com,Motosiklet,Arora Malibu Pro 125 cc Scooter Motosiklet,"99.990,00 TL +1 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-malibu-pro-125-cc-fiyati,743010649.html"
2026-09-02,akakce.com,Motosiklet,Enbest Pro A02 Mini Cross 50 cc Motosiklet,"32.000,00 TL +14 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-enbest-pro-a02-mini-cross-50-cc-fiyati,871672191.html"
2026-09-02,akakce.com,Motosiklet,Arora Hector Pro 450 T3 287 cc ATV Motosiklet,"399.990,00 TL +2 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-hector-pro-450-t3-287-cc-atv-fiyati,1604058830.html"
2026-09-02,akakce.com,Motosiklet,Volta Revolt RSX7 150 cc Scooter Motosiklet,"144.000,00 TL TEK FİYAT","https://www.akakce.com/motosiklet/en-ucuz-volta-revolt-rsx7-150-cc-scooter-fiyati,1125718128.html"
2026-09-02,akakce.com,Motosiklet,Arora CG50 AR50 Modifiye 49 cc Motosiklet,"58.790,20 TL +3 FİYAT","https://www.akakce.com/motosiklet/en-ucuz-arora-cg50-ar50-modifiye-motorsiklet-fiyati,1016547983.html"
2026-09-02,akakce.com,Bisiklet,Belderia X7 MD 7 Vites 20 Jant Katlanır Bisiklet,"8.899,00 TL +5 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-belderia-x7-20-jant-7-vites-unisex-katlanir-siyah-neon-yesil-fiyati,1596023740.html"
2026-09-02,akakce.com,Bisiklet,Bisan TRX 8100 V 21 Vites 28 Jant Erkek Şehir Bisikleti,"11.999,00 TL +45 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-bisan-trx-8100-v-28-jant-21-vites-fiyati,688531934.html"
2026-09-02,akakce.com,Bisiklet,Kron XC 75 V 21 Vites 24 Jant Erkek Dağ Bisikleti,"12.400,53 TL +56 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc75-24-cocuk-erkek-v-fren-aluminyum-21-vites-onay-fiyati,1694121235.html"
2026-09-02,akakce.com,Bisiklet,Kron TX 75 MD 21 Vites 28 Jant Erkek Şehir Bisikleti,"11.091,63 TL +9 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-tx-75-md-28-jant-21-vites-erkek-fiyati,681592330.html"
2026-09-02,akakce.com,Bisiklet,Kron XC 150 Pro HD 9 Vites 27.5 Jant Erkek Dağ Bisikleti,"21.070,00 TL +7 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-150-pro-hd-9-vites-27-5-jant-erkek-dag-i-fiyati,1449926920.html"
2026-09-02,akakce.com,Bisiklet,Belderia Pexma V 12 Jant Çocuk Bisikleti,"2.299,00 TL +6 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-belderia-pexma-12-jant-fiyati,462665592.html"
2026-09-02,akakce.com,Bisiklet,Kron XC 75 MD 21 Vites 26 Jant Erkek Dağ Bisikleti,"12.740,00 TL +35 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-75-md-26-jant-21-vites-fiyati,684351094.html"
2026-09-02,akakce.com,Bisiklet,Kron XC 150 Pro HD 9 Vites 29 Jant Erkek Dağ Bisikleti,"23.440,00 TL +15 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-150-pro-hd-9-vites-29-jant-dag-i-fiyati,1200114458.html"
2026-09-02,akakce.com,Bisiklet,Bianchi Magma 29.3 HD 21 Vites 29 Jant Erkek Dağ Bisikleti,"19.305,39 TL +19 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-bianchi-magma-29-3-hd-21-vites-29-jant-erkek-dag-fiyati,1190587583.html"
2026-09-02,akakce.com,Bisiklet,Belderia Pexma Titan V 21 Vites 26 Jant Erkek Şehir Bisikleti,"5.599,00 TL +4 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-belderia-pexma-26-jant-fiyati,1436814668.html"
2026-09-02,akakce.com,Bisiklet,Carraro Sportive 225 HD 24 Vites 28 Jant Erkek Şehir Bisikleti,"24.748,00 TL +23 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-carraro-sportive-225-28-jant-24-vites-erkek-fiyati,2040085.html"
2026-09-02,akakce.com,Bisiklet,Bianchi Magma 27.X Essa HD 8 Vites 27.5 Jant Dağ Bisikleti,"32.592,59 TL +5 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-bianchi-magma-27-x-essa-hd-8-vites-27-5-jant-dag-i-fiyati,1359472492.html"
2026-09-02,akakce.com,Bisiklet,Rookie Venti V 21 Vites 20 Jant Çocuk Bisikleti,"6.299,99 TL +6 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-rookie-venti-20-jant-21-vites-amortisorlu-cocuk-i-fiyati,1350472056.html"
2026-09-02,akakce.com,Bisiklet,Kron XC 75 MD 21 Vites 29 Jant Erkek Dağ Bisikleti,"15.966,50 TL +20 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-75-md-29-jant-21-vites-dag-i-fiyati,1050883564.html"
2026-09-02,akakce.com,Bisiklet,16 JANT BİSİKLET ÇOCUK BİSİKLETİ,"9.181,79 TL +37 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-16-jant-cocuk-i-fiyati,1028162482.html"
2026-09-02,akakce.com,Bisiklet,Salcano XRS077 14 Vites 28 Jant Yarış Bisikleti,"12.150,00 TL +1 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-salcano-xrs077-28-jant-14-vites-yol-yaris-bisikleti-fiyati,436986460.html"
2026-09-02,akakce.com,Bisiklet,Yatar Vitesli Fat Bike 20-26 Jant 3 Tekerli Katlanır Bisiklet,"128.885,00 TL +1 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-fat-bike-yatar-3-tekerli-katlanir-vitesli-20-26-jant-fiyati,654542041.html"
2026-09-02,akakce.com,Bisiklet,Salcano XRS044 Claris 16 Vites 28 Jant Yarış Bisikleti,"21.150,00 TL +8 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-salcano-xrs044-claris-yaris-i-fiyati,328371655.html"
2026-09-02,akakce.com,Bisiklet,Carraro Gravel G0 Claris MD 16 Vites 28 Jant Yol Bisikleti,"38.250,00 TL +10 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-carraro-gravel-g0-claris-md-28-jant-16-vites-yol-bisikleti-fiyati,755943296.html"
2026-09-02,akakce.com,Bisiklet,Kron XC 75 MD 21 Vites 24 Jant Erkek Dağ Bisikleti,"12.740,00 TL +39 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-75-md-24-jant-21-vites-dag-i-fiyati,1280048862.html"
2026-09-02,akakce.com,Bisiklet,Ümit Alpina 2047 V 20 Jant Çocuk Bisikleti,"4.801,50 TL +69 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-umit-2047-alpina-20-jant-cocuk-i-fiyati,4648274.html"
2026-09-02,akakce.com,Bisiklet,Mosso Marine Acr Hyd 21 Vites 26 Jant Katlanır Bisiklet,"20.475,00 TL +15 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-mosso-marine-acr-hyd-21-vites-26-jant-katlanir-fiyati,986862441.html"
2026-09-02,akakce.com,Bisiklet,Kron TX 150 HD 24 Vites 28 Jant Erkek Şehir Bisikleti,"20.890,00 TL +12 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-tx-150-hd-28-jant-24-vites-erkek-fiyati,69922867.html"
2026-09-02,akakce.com,Bisiklet,Mosso Legarda 2321 MDM V 21 Vites 28 Jant Erkek Şehir Bisikleti,"11.845,27 TL +36 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-mosso-legarda-2321-mdm-v-28-jant-21-vites-erkek-sehir-i-fiyati,208748336.html"
2026-09-02,akakce.com,Bisiklet,Kron XC 100 HD 21 Vites 29 Jant Erkek Dağ Bisikleti,"17.640,00 TL +28 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc100-hd-29-jant-21-vites-erkek-fiyati,423654661.html"
