Date_Scraped,Source,Category,Title,Price,URL
2026-08-25,akakce.com,Bisiklet,Kron XC 150 Pro HD 9 Vites 27.5 Jant Erkek Dağ Bisikleti,"20.425,00 TL +15 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-150-pro-hd-9-vites-27-5-jant-erkek-dag-i-fiyati,1449926920.html"
2026-08-25,akakce.com,Bisiklet,Kron XC 75 V 21 Vites 24 Jant Erkek Dağ Bisikleti,"12.157,38 TL +58 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc75-24-cocuk-erkek-v-fren-aluminyum-21-vites-onay-fiyati,1694121235.html"
2026-08-25,akakce.com,Bisiklet,Rookie Venti V 21 Vites 20 Jant Çocuk Bisikleti,"5.977,62 TL +5 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-rookie-venti-20-jant-21-vites-amortisorlu-cocuk-i-fiyati,1350472056.html"
2026-08-25,akakce.com,Bisiklet,Belderia Pexma Titan V 21 Vites 26 Jant Erkek Şehir Bisikleti,"5.599,00 TL +4 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-belderia-pexma-26-jant-fiyati,1436814668.html"
2026-08-25,akakce.com,Bisiklet,Kron XC 75 MD 21 Vites 29 Jant Erkek Dağ Bisikleti,"14.820,00 TL +28 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-75-md-29-jant-21-vites-dag-i-fiyati,1050883564.html"
2026-08-25,akakce.com,Bisiklet,Kron XC 75 MD 21 Vites 26 Jant Erkek Dağ Bisikleti,"12.740,00 TL +43 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-75-md-26-jant-21-vites-fiyati,684351094.html"
2026-08-25,akakce.com,Bisiklet,Ümit Alpina 1647 V 16 Jant Çocuk Bisikleti,"4.958,80 TL +46 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-umit-1647-alpina-bmx-16-jant-fiyati,4648275.html"
2026-08-25,akakce.com,Bisiklet,Kron XC 150 Pro HD 9 Vites 29 Jant Erkek Dağ Bisikleti,"23.440,00 TL +19 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-150-pro-hd-9-vites-29-jant-dag-i-fiyati,1200114458.html"
2026-08-25,akakce.com,Bisiklet,Bianchi Magma 27.X Essa HD 8 Vites 27.5 Jant Dağ Bisikleti,"29.650,00 TL +9 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-bianchi-magma-27-x-essa-hd-8-vites-27-5-jant-dag-i-fiyati,1359472492.html"
2026-08-25,akakce.com,Bisiklet,Kron XC 75 MD 21 Vites 24 Jant Erkek Dağ Bisikleti,"12.740,00 TL +42 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-75-md-24-jant-21-vites-dag-i-fiyati,1280048862.html"
2026-08-25,akakce.com,Bisiklet,Bianchi Magma 29.3 HD 21 Vites 29 Jant Erkek Dağ Bisikleti,"19.305,39 TL +24 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-bianchi-magma-29-3-hd-21-vites-29-jant-erkek-dag-fiyati,1190587583.html"
2026-08-25,akakce.com,Bisiklet,Carraro Sportive 225 HD 24 Vites 28 Jant Erkek Şehir Bisikleti,"24.218,00 TL +22 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-carraro-sportive-225-28-jant-24-vites-erkek-fiyati,2040085.html"
2026-08-25,akakce.com,Bisiklet,Kron XC 100 HD 21 Vites 29 Jant Erkek Dağ Bisikleti,"17.640,00 TL +40 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc100-hd-29-jant-21-vites-erkek-fiyati,423654661.html"
2026-08-25,akakce.com,Bisiklet,Salcano XRS044 Claris 16 Vites 28 Jant Yarış Bisikleti,"23.000,00 TL TEK FİYAT","https://www.akakce.com/bisiklet/en-ucuz-salcano-xrs044-claris-yaris-i-fiyati,328371655.html"
2026-08-25,akakce.com,Bisiklet,Kron El Nino HD 11 Vites 29 Jant Erkek Dağ Bisikleti,"70.874,90 TL +15 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-el-nino-hd-11-vites-29-jant-erkek-dag-i-fiyati,1237860889.html"
2026-08-25,akakce.com,Bisiklet,Ümit Stitch Atb 1641 V 16 Jant Kız Çocuk Bisikleti,"6.827,36 TL +52 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-umit-1641-stitch-atb-girls-16-jant-kiz-fiyati,1082243.html"
2026-08-25,akakce.com,Bisiklet,Salcano XRS077 14 Vites 28 Jant Yarış Bisikleti,"11.500,00 TL +1 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-salcano-xrs077-28-jant-14-vites-yol-yaris-bisikleti-fiyati,436986460.html"
2026-08-25,akakce.com,Bisiklet,Mosso Legarda 2321 MDM V 21 Vites 28 Jant Erkek Şehir Bisikleti,"12.440,63 TL +22 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-mosso-legarda-2321-mdm-v-28-jant-21-vites-erkek-sehir-i-fiyati,208748336.html"
2026-08-25,akakce.com,Bisiklet,Corelli Snoop 5.1 HD 21 Vites 27.5 Jant Erkek Dağ Bisikleti,"14.790,00 TL +5 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-corelli-snoop-5-1-hd-27-5-jant-21-vites-fiyati,645024757.html"
2026-08-25,akakce.com,Bisiklet,Carraro Gravel G0 Claris MD 16 Vites 28 Jant Yol Bisikleti,"38.250,00 TL +9 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-carraro-gravel-g0-claris-md-28-jant-16-vites-yol-bisikleti-fiyati,755943296.html"
2026-08-25,akakce.com,Bisiklet,Ümit Alpina 2047 V 20 Jant Çocuk Bisikleti,"4.772,50 TL +77 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-umit-2047-alpina-20-jant-cocuk-i-fiyati,4648274.html"
2026-08-25,akakce.com,Bisiklet,Mosso Marine Acr Hyd 21 Vites 26 Jant Katlanır Bisiklet,"22.549,62 TL +9 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-mosso-marine-acr-hyd-21-vites-26-jant-katlanir-fiyati,986862441.html"
2026-08-25,akakce.com,Bisiklet,Kron XC 75 MD 21 Vites 27.5 Jant Erkek Dağ Bisikleti,"14.789,91 TL +30 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-xc-75-md-27-5-21-vites-fiyati,680857968.html"
2026-08-25,akakce.com,Bisiklet,Kron TX 150 HD 24 Vites 28 Jant Erkek Şehir Bisikleti,"20.425,00 TL +13 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-kron-tx-150-hd-28-jant-24-vites-erkek-fiyati,69922867.html"
2026-08-25,akakce.com,Bisiklet,Tunca Baffy 15 Jant Çocuk Bisikleti,"2.787,00 TL +21 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-tunca-baffy-15-jant-fiyati,680214917.html"
2026-08-25,akakce.com,Bisiklet,Bisan RX 9500 105 22 Vites 28 Jant Yol Bisikleti,"48.000,00 TL +16 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-bisan-rx-9500-28-jant-11-vites-yol-i-fiyati,1112733223.html"
2026-08-25,akakce.com,Bisiklet,Salcano Hector V 21 Vites 26 Jant Erkek Dağ Bisikleti,"10.950,00 TL +33 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-salcano-hector-26-v-26-jant-21-vites-erkek-fiyati,460312.html"
2026-08-25,akakce.com,Bisiklet,Mito Badkid V 16 Jant Çocuk Bisikleti,"3.879,03 TL +4 FİYAT","https://www.akakce.com/bisiklet/en-ucuz-umit-mito-badkid-16-jant-cocuk-i-fiyati,1104118905.html"
