date,category,product,unit,monthly_qty,avg_unit_price_TRY,avg_monthly_cost_TRY,median_unit_price_TRY,median_monthly_cost_TRY,min_unit_price_TRY,min_monthly_cost_TRY,n_matched,matched_products
Apr2 2026,Dairy Products,White Cheese,Kg,5.7,378.01,2154.66,350.0,1995.0,213.27,1215.64,30,Tahsildaroğlu Klasik İnek Beyaz Peyni…; Ekici Klasik Beyaz Peynir 250 G; Muratbey Sürmeli Taze Peynir 400 Gr; Ekici Lokum Kıvamında Beyaz Peynir 50…; Nur Ceylan Tam Yağlı Sert Beyaz Peyni…; Kebir Beyaz Peynir 800 g; İçim Tam Yağlı Beyaz Peynir 500 g; İçim Süzme Beyaz Peynir 500 g; İçim Beyaz Peynir 900 g; Ekici Beyaz Peynir Lokum Kıvamında Kg; Tahsildaroğlu Açık Beyaz Peynir Enhoş…; Sütaş Beyaz Peynir Klasik 500 Gr; Teksüt Tam Yağlı Beyaz Peynir 500 Gr; Ayca Tam Yağlı Beyaz Peynir 500 Gr; Ayca Özel Tam Yağlı Beyaz Peynir 800 …; İçim Süzme Beyaz Peynir 250 Gr; Eker Klasik Beyaz Peynir 500 g; Nur Ceylan Tam Yağlı Yumuşak Beyaz Pe…; Torku Tam Yağlı Taze Beyaz Peynir 900…; Sütaş Beyaz Peynir 900 g; Sütaş Tam Yağlı Beyaz Peynir 500 g; Gürsüt Tadım Beyaz Peynir Yarım Yağlı…; Ekici Tam Yağlı Beyaz Peynir 800 gr; Yörükoğlu Beyaz Peynir 900 Gr; Yörükoğlu Taze Beyaz Peynir 600 Gr; Teksüt Beyaz Peynir Süzme 750 Gr; Ayca Beyaz Peynir 800 gr; Sütaş Beyaz Peynir 250 g; Sütaş Klasik Beyaz Peynir Olgunlaştır…; Ekici Süzme Beyaz Peynir 400 Gr
Apr2 2026,Meat and Protein,Cubed Meat / Lamb Meat,Kg,4.6,1117.49,5140.45,1249.99,5749.95,429.99,1977.95,4,Kıvırcık Kuzu Kuşbaşı Kg; Akdeniz Toros Dana Kuşbaşı 500 g Donu…; Dana Kuşbaşı Yemeklik Kg; Akdeniz Toros Bonfile Kuşbaşı Kuru Yo…
Apr2 2026,Meat and Protein,Chicken,Kg,10.3,310.87,3201.96,279.99,2883.9,189.99,1956.9,17,Akdeniz Toros Piliç Bütün Poşetli Kur…; Akdeniz Toros Piliç Fırınlık Üst But …; Akdeniz Toros Piliç Bonfile Kuru Yolu…; Akdeniz Toros Donuk Piliç Eko Kanat Kg; Akdeniz Toros Piliç Kuru Yolum Donuk …; Akdeniz Toros Piliç Baget Kuru Yolum …; Akdeniz Toros Piliç Donuk Fırınlık Üs…; Akdeniz Toros Donuk Bütün Tavuk Kuru …; Akdeniz Toros Piliç Sırtsız Kemikli G…; Akdeniz Toros Donuk Piliç Pirzola Kur…; Akdeniz Toros Piliç Donuk Kanat Kuru …; Akdeniz Toros Gezen Tavuk (Donuk) Büt…; Akdeniz Toros Piliç Derisiz Kemiksiz …; Akdeniz Toros Piliç Pirzola Kuru Yolu…; Akdeniz Toros Piliç Kanat Kuru Yolum …; Akdeniz Toros Piliç But Kuru Yolum Kg; Donuk Piliç Kuru Yolum Sırtsız Kemikl…
Apr2 2026,Meat and Protein,Fish,Kg,6.9,,,,,,,0,—
Apr2 2026,Meat and Protein,Eggs,Piece,120.0,7.72,926.4,7.83,939.6,4.53,543.6,15,Anadolu Vitamin Yumurta 30'lu M; Anadolu Vitamin Yumurta 30'lu M; Anadolu Vitamin Yumurta L Boy 30’lu; Keskinoğlu Yumurta L Boy 30'lu; Keskinoğlu Yumurta 10'lu; Anadolu Yumurta 15'li; Nezir Gezen Yumurta 15'li; Keskinoğlu Yumurta L Boy 20'li; Keskinoğlu Yumurta (M) 30'lu; Keskinoğlu Gezgin Tavuk Yumurtası 10'…; Ferikyum Gezen Tavuk Yumurtası 15'li; Keskinoğlu Yumurta 30'lu S; Ferikyum Yumurta Gezen Ferikyum 10'Lu; Akdeniz Yumurta L Boy 30'lu; Keskinoğlu Yumurta 6'lı (M)
Apr2 2026,Legumes,Chickpeas,Kg,1.8,143.52,258.34,139.95,251.91,99.99,179.98,7,Dinçer Beyaz Nohut 1 Kg; Happy Life Organik Nohut 500 gr; Duru Koçbaşı Nohut 8 Mm 1 Kg; Nohut Lüx 12 Ml Beyaz Kg; Dinçer Nohut Lüks 9 mm 1 Kg; Reis Koçbaşı Nohut 1000 g; Nohut Kg
Apr2 2026,Nuts and Seeds,Walnut / Hazelnut / Peanut,Kg,2.7,977.71,2639.82,1066.33,2879.09,230.38,622.03,21,Peyman Bahçeden Kavrulmuş Fındık 160 …; Tadım Ceviz İçi 150 Gr; Tadım Kavrulmuş Tuzlu Yer Fıstığı 90 …; Tadım Kavrulmuş Fındık İçi 180 g; Tadım Tuzlu Yer Fıstığı 180 g; Peyman Bahçeden İç Ceviz 140 g; Peyman Bahçeden Kavrulmuş Yer Fıstığı…; Tadım Kavrulmuş Fındık İçi 90 Gr; Mumcu Kuruyemiş Ceviz İçi 150 Gr; Fiskobirlik Fındık İçi 250 Gr; Master Nut Fındık İçi 130 Gr; Master Nut Master Nut Kavrul.tuzlu Fı…; Kavrulmuş Kabuklu Yer Fıstığı 250 Gr; Master Farm Ceviz İçi 150 gr; Peyman Nutzz Popcorn Yer Fıstığı Ve B…; Master Nut Yer Fıstığı İç Tuzlu 160 Gr; Master Nut Yer Fıstığı Kızartıl Acılı…; Master Nut Yer Fıstığı Kızartılmış Tu…; Mumcu Fındık İçi 90 gr; Mumcu Yer Fıstığı Soyulmuş 180 Gr; Orgibite Kavrulmuş Tuzlu Yer Fıstığı …
Apr2 2026,Grains,Bread,Kg,18.0,178.89,3220.02,200.0,3600.0,85.87,1545.66,16,Untad Premium 12 Tahıllı Ekmek 480 g; Uno Fırından Tam Çavdarlı Ekmek 450 g; Ekmek Odun 230 Gr; Untad Otantik Cok Tahilli Keten Toh.E…; Untad Otantik Eksi Mayali Ekmek 540 Gr; Untad Ekmek Light 500 Gr; Untad Ekmek Kepekli 500 Gr; Uno Tam Buğday Unlu Ekmek 450 G; Uno Premium Çok Tahıllı Ekmek 400 g; Uno Premium Çavdarlı ve Karabuğdaylı …; İhe Ekmek Altın Çörek Fındıklı Ve Üzü…; İhe Ekmek Dilimli Çavdar 400 Gr; İhe Ekmek Tuzsuz Tam Buğday Unlu 400 …; İhe Ekmek Çok Tahıllı Tahıl Ambarı 50…; İhe Ekmek Tam Buğday 400 Gr; İhe Ekmek Organik Tam Buğday 500 Gr
Apr2 2026,Fruits,Banana,Kg,16.7,144.99,2421.33,144.99,2421.33,119.99,2003.83,2,Muz Yerli Kg; Muz İthal Kg
Apr2 2026,Fruits,Seasonal Fruit,Kg,12.9,251.99,3250.67,129.99,1676.87,59.99,773.87,5,Çilek Kg; Şeftali Kg; Kivi Kg; Karpuz Kg; Kuru Kayısı Kg
Apr2 2026,Vegetables,Onion,Kg,18.0,101.66,1829.88,119.99,2159.82,34.99,629.82,3,Soğan Kuru Kg; Soğan Kırmızı Kg; Soğan Arpacık Kg
Apr2 2026,Vegetables,Eggplant / Zucchini,Kg,23.1,59.99,1385.77,59.99,1385.77,49.99,1154.77,3,Patlıcan Kg; Patlıcan Bostan Kg; Kabak Girit Kg
Apr2 2026,Vegetables,Other Vegetables,Kg,11.8,226.25,2669.75,226.25,2669.75,174.94,2064.29,2,Tat Taze Fasulye 800 Gr; Superfresh Taze Fasulye 450 Gr
Apr2 2026,Oils,Olive Oil,Liter,1.1,482.32,530.55,433.32,476.65,326.65,359.31,25,Ahsaf Zeytinyağı Riviera 2 Lt Teneke; Zeytinyağı Riviera Maraska 750 Ml; Tariş Sızma Naturel Zeytinyağı Teneke…; Ahsaf Zeytinyağı Riviera 500 Ml Pet; Ahsaf Zeytinyağı Riviera 1 Lt Pet; Ahsaf Zeytinyağı Sızma 500 Ml Pet; Ahsaf Zeytinyağı Sızma 1 Lt Pet; Ahsaf Zeytinyağı Sızma 2 Lt Teneke; Komili Sızma Zeytinyağı 500 ml; Tariş Riviera Zeytinyağı 500 Ml; Komili Riviera Zeytinyağı 1 Lt; Komili Zeytinyağı Riviera 500 Ml Pet; Tariş Riviera Zeytinyağı Teneke 1 lt; Komili Riviera Zeytinyağı Pet 2 lt; Komili Sızma Zeytinyağı 1 lt; +Arko Nem Değerli Yağlar Zeytinyağı 6…; Tariş Sızma Naturel Zeytinyağı Teneke…; Tariş Zeytinyağı Naturel Sızma 750 Ml; Tariş Zeytinyağı 915 Natürel Sızma 2 …; Ahsaf Zeytinyağı Riviera 3 Lt Teneke; Ahsaf Zeytinyağı Sızma 3 Lt Teneke; Komili Zeytinyağı 3 Lt; Komili Yağ Riviera Zeytinyağı 3 Lt; Tariş Riviera Teneke Zeytinyağı 2 Lt; Komili Sızma Zeytinyağı 2 lt
Apr2 2026,Other Food Products,Grissini,Kg,2.1,433.0,909.3,520.0,1092.0,262.5,551.25,5,Ülker Altınbaşak Grissini Kepekli 125…; Ülker Altınbaşak Grissini 125 Gr; Halk Ekmek Grissini Kepekli 200 gr; İhe Grissini Çörekotlu 200 Gr; Ülker Altınbaşak Grissini Çavdarlı Ka…
