date,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d
2026-04-29,,,,,,,,
2026-04-30,0.0,0.0,,,,,,
2026-05-01,-0.679106,-0.099436,,,,,,
2026-05-02,0.0,0.0,,,,,,
2026-05-03,0.16573,0.033948,,,,,,
2026-05-04,-0.264076,-0.051212,,,,,,
2026-05-05,0.084623,0.022122,,,,,,
2026-05-06,-0.242071,-3.460119,-0.883178,-3.3214,,,,
2026-05-07,-0.349505,0.03676,-1.233269,-3.23312,,,,
2026-05-08,-0.177051,-0.090856,-0.841642,-3.359977,,,,
2026-05-09,-1.012131,-0.154423,-1.927756,-3.449213,,,,
2026-05-10,0.825087,5.149392,-1.332316,0.218754,,,,
2026-05-11,8.811205,1.383363,5.833325,1.276092,,,,
2026-05-12,-0.023314,-0.007107,5.582265,1.236526,,,,
2026-05-13,0.145236,0.002749,6.090461,5.612096,,,,
2026-05-14,0.304437,0.060678,6.683418,5.674407,4.786995,1.081355,,
2026-05-15,-0.047089,0.002448,6.730025,5.649376,4.725562,1.086932,,
2026-05-16,0.24443,1.737259,10.32627,7.098311,6.386012,2.461672,,
2026-05-17,-0.000879,-5.7e-05,9.607193,2.580445,6.397381,2.479595,,
2026-05-18,0.130518,-0.226251,0.726638,0.932187,6.461771,2.225491,,
2026-05-19,0.090403,0.020938,0.852068,0.968468,6.733832,2.206713,,
2026-05-20,0.030648,0.003286,0.768672,1.638911,6.649516,2.088336,,
2026-05-21,-0.031628,0.369051,0.366748,2.460782,6.997843,6.439063,,
