Product Name,Product Cost,Product Original Cost,Discount Amount,Discount Rate,Currency,Product ID,Stock Quantity,In Stock,Main Category,Top Category,Category ID,Category Path,Source Category,Source Category URL,Product URL,Image URL,Color,Size,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Baci Milano Dolce Vita Çok Renkli Kahve Fincan Takımı,4299.0,4299.0,0.0,0.0,TRY,7211916,200,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-dolce-vita-cok-renkli-kahve-fincan-takimi,https://cdn.karaca.com/image/000001000241247001/baci-milano-dolce-vita-cok-renkli-kahve-fincan-takimi-000001000241247001.jpg,,,05,,0.0,0.0,
Baci Milano Mamma Mia Atlıkarınca Desenli Tabaklı Kupa Yeşil,1599.0,1599.0,0.0,0.0,TRY,7204367,56,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-mamma-mia-atlikarinca-desenli-tabakli-kupa-yesil,https://cdn.karaca.com/image/cdndata/23/202409/000001000194586001/8059793465437-100.jpg,,,05,,,,
Baci Milano Mamma Mia Geyik ve Nar Desenli 2'li Kahve Fincan Seti,2599.0,2599.0,0.0,0.0,TRY,7204267,110,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-mamma-mia-geyik-ve-nar-desenli-2li-kahve-fincan-seti,https://cdn.karaca.com/image/cdndata/23/202409/000001000194705001/8059793465666-100.jpg,,,05,,,,
Baci Milano Mamma Mia Hand Kapaklı Kupa 9x12 cm,1599.0,1599.0,0.0,0.0,TRY,7199323,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-mamma-mia-hand-bardak-porselen-9x12-cm,https://cdn.karaca.com/image/000001000161448001/baci-milano-mamma-mia-hand-bardak-porselen-9-x12-cm-000001000161448001.webp,,,05,,0.0,0.0,
Baci Milano Mamma Mia Jolly Days Yazılı ve Tabaklı Kupa,1599.0,1599.0,0.0,0.0,TRY,7204351,54,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-mamma-mia-jolly-days-yazili-ve-tabakli-kupa,https://cdn.karaca.com/image/cdndata/23/202409/000001000194585001/8059793465420-100.jpg,,,05,,,,
Baci Milano Mamma Mia Yılbaşı Temalı Tabaklı Fincan Kırmızı,1199.0,1199.0,0.0,0.0,TRY,7204130,238,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-mamma-mia-yilbasi-temali-tabakli-fincan-kirmizi,https://cdn.karaca.com/image/cdndata/23/202409/000001000194587001/8059793465444-100.jpg,,,05,,,,
Baci Milano Mamma Mia Yılbaşı Temalı Tabaklı Fincan Yeşil,1199.0,1199.0,0.0,0.0,TRY,7204111,238,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-mamma-mia-yilbasi-temali-tabakli-fincan-yesil,https://cdn.karaca.com/image/cdndata/23/202409/000001000194588001/8059793465451-100.jpg,,,05,,,,
Baci Milano Mamma Mia Çiçek Desenli Tabaklı Fincan 9 cm x 12 cm,1599.0,1599.0,0.0,0.0,TRY,7199327,76,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-mamma-mia-cicek-desenli-tabakli-fincan-9-cm-x-12-cm,https://cdn.karaca.com/image/banner/perabulvari/000001000161466001-1.jpg,,,05,,,,
Baci Milano Optical 2'li Kahve Fincan Seti,2899.0,2899.0,0.0,0.0,TRY,7170616,16,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-optical-2li-kahve-fincan-seti,https://cdn.karaca.com/image/cdndata/876/202302/555.01.01.0039/8057143587006-39.jpg,,,05,,0.0,0.0,
Baci Milano Portofino Kahve Fincanı ve Tabağı,2899.0,2899.0,0.0,0.0,TRY,7172615,126,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/baci-milano-portofino-kahve-fincani-ve-tabagi,https://cdn.karaca.com/image/cdndata/876/202303/555.01.01.0698/8056209638966-13.jpg,,,05,,0.0,0.0,
Bambum Cortado Bambum Fincan Seti B2843,412.5,550.0,137.5,25.0,TRY,7261162,293,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/bambum-cortado-bambum-fincan-seti-b2843,https://cdn.karaca.com/image/marketplace-mirakll/7261162/f4bbf2f637f01dc5274a-0.jpg,,,05,,0.0,0.0,
Bambum Melsa - 6 Kişilik Kahve Fincan Takımı,499.0,499.0,0.0,0.0,TRY,7281339,1581,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/bambum-melsa-6-kisilik-kahve-fincan-takimi,https://cdn.karaca.com/image/marketplace-mirakll/7281339/93b281e5cdae26658882-0.jpg,,,05,,0.0,0.0,
Bambum Sette - 6'lı Espresso Fincanı 100 Ml,352.5,470.0,117.5,25.0,TRY,7261227,713,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/bambum-sette-6li-espresso-fincani-100-ml,https://cdn.karaca.com/image/marketplace-mirakll/7261227/babbb2d8306026941ace-0.jpg,,,05,,0.0,0.0,
Beige & Stone 2’li Mottolu (cooler Than The Coolest - Coolestest) Türk Kahvesi & Espresso Seramik Bardak Seti,503.99,629.99,126.0,20.0,TRY,7270037,10,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/beige-stone-2li-mottolu-cooler-than-the-coolest-coolestest-turk-kahvesi-espresso-seramik-bardak-seti,https://cdn.karaca.com/image/marketplace-mirakll/7270037/53040a5a0ae1f3c93106-0.jpg,Krem,,05,,0.0,0.0,
Beige & Stone 2’li Mottolu (yours - Mi̇ne) Türk Kahvesi & Espresso Seramik Bardak Seti,479.99,599.99,120.0,20.0,TRY,7270041,100,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/beige-stone-2li-mottolu-yours-mine-turk-kahvesi-espresso-seramik-bardak-seti,https://cdn.karaca.com/image/marketplace-mirakll/7270041/fa97a2e38a6eb3374c1b-0.jpg,Krem,,05,,0.0,0.0,
Bernardo Hermes 6 Kişilik Fincan Takımı,1098.0,1098.0,0.0,0.0,TRY,7267121,333,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/bernardo-hermes-6-kisilik-fincan-takimi,https://cdn.karaca.com/image/marketplace-mirakll/7267121/64ec0a30064c0fb04693-0.jpg,,,05,,100.0,100.0,
Bernardo Supra 6 Kişilik Fincan Takımı Altın,1798.0,1798.0,0.0,0.0,TRY,7267107,273,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/bernardo-supra-6-kisilik-fincan-takimi-altin,https://cdn.karaca.com/image/marketplace-mirakll/7267107/2fef06cc2e2887ac23db-0.jpg,,,05,,100.0,100.0,
Bialetti Set 2'li Espresso Kalpli Fincan Seti,649.0,649.0,0.0,0.0,TRY,7227072,69,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/bialetti-set-2li-espresso-kalpli-fincan-seti,https://cdn.karaca.com/image/marketplace-mirakll/7227072/4ad95a5e9ed8713735b6-0.jpg,,,05,,0.0,0.0,
Egan Italy Le Casette 2'li Kahve Fincanı Seti Sarı,1559.0,1559.0,0.0,0.0,TRY,7215047,52,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/egan-italy-le-casette-2li-kahve-fincani-seti-sari,https://cdn.karaca.com/image/cdndata/201/202503/000001000246693001/8050847751025-100.jpg,,,05,,24.999999999999993,24.999999999999993,
Egan Italy Le Casette 2'li Kahve Fincanı ve Şekerlik Seti Kırmızı,2799.0,2799.0,0.0,0.0,TRY,7197104,39,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/egan-italy-le-casette-2li-kahve-fincani-ve-sekerlik-seti-kirmizi,https://cdn.karaca.com/image/cdndata/986/202403/555.14.01.0049/8059018038644-470.jpg,,,05,,25.00000000000001,25.00000000000001,
Egan Italy Le Casette 2'li Kahve Fincanı ve Şekerlik Seti Sarı,2799.0,2799.0,0.0,0.0,TRY,7197102,41,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/egan-italy-le-casette-2li-kahve-fincani-ve-sekerlik-seti-sari,https://cdn.karaca.com/image/cdndata/986/202403/555.14.01.0047/8059018038668-450.jpg,,,05,,25.00000000000001,25.00000000000001,
Egan Italy Le Casette 2'li Kahve Fincanı ve Şekerlik Seti Yeşil,2799.0,2799.0,0.0,0.0,TRY,7197115,53,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/egan-italy-le-casette-2li-kahve-fincani-ve-sekerlik-seti-yesil,https://cdn.karaca.com/image/cdndata/986/202403/555.14.01.0062/8059018038651-600.jpg,,,05,,25.00000000000001,25.00000000000001,
Egan Italy Love Sweet Love 2’li Kırmızı Espresso Fincan Seti,1299.0,1299.0,0.0,0.0,TRY,7204257,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/egan-italy-love-sweet-love-2li-kirmizi-espresso-fincan-seti,https://cdn.karaca.com/image/cdndata/201/202409/000001000187097001/8058150801598-100.jpg,,,05,,0.0,0.0,
Emsan Alberon New Bone 6 Kişilik Kahve Fincan Takımı 90 ml Yeşil,699.99,699.99,0.0,0.0,TRY,7278944,40,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-alberon-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-yesil,https://cdn.karaca.com/image/000001000260120001/emsan-alberon-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-yesil-000001000260120001.jpg,,,05,,,,
Emsan Arvin New Bone 6 Kişilik Kahve Fincan Takımı 90 ml Kırmızı,699.99,699.99,0.0,0.0,TRY,7278889,37,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-arvin-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-kirmizi,https://cdn.karaca.com/image/000001000260121001/emsan-arvin-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-kirmizi-000001000260121001.jpg,,,05,,,,
Emsan Atlıkarınca 6 Kişilik Kahve Fincan Takımı 80 ml,999.99,999.99,0.0,0.0,TRY,7201487,213,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-atlikarinca-6-kisilik-kahve-fincan-takimi-80-ml,https://cdn.karaca.com/image/cdndata/3/202409/000001000009187001/8699343535427-1.jpg,,,05,,0.0,0.0,
Emsan Belmond New Bone 6 Kişilik Kahve Fincan Takımı 90 ml Turuncu,699.99,699.99,0.0,0.0,TRY,7279009,36,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-belmond-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-turuncu,https://cdn.karaca.com/image/000001000260119001/emsan-belmond-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-turuncu-000001000260119001.jpg,,,05,,,,
Emsan Bold New Bone 6 Kişilik Kahve Fincan Takımı 90 ml Siyah,699.99,699.99,0.0,0.0,TRY,7278882,32,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-bold-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-siyah,https://cdn.karaca.com/image/000001000260118001/emsan-bold-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-siyah-000001000260118001.jpg,,,05,,,,
Emsan Cheerful 6'lı Kahve Fincan Takımı 100 ml,999.99,1299.0,299.01,23.02,TRY,7258102,18,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-cheerful-6li-kahve-fincan-takimi-100-ml,https://cdn.karaca.com/image/000001000241566001/emsan-cheerful-6-li-kahve-fincan-takimi-100-ml-000001000241566001-13.jpg,,,05,,0.0,0.0,
Emsan Destiny 6'lı Kahve Fincan Takımı 100 ml,999.99,1299.0,299.01,23.02,TRY,7258103,9,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-destiny-6li-kahve-fincan-takimi-100-ml,https://cdn.karaca.com/image/000001000241568001/emsan-destiny-6-li-kahve-fincan-takimi-100-ml-000001000241568001.jpg,,,05,,0.0,0.0,
Emsan Dora 6 Kişilik Kahve Fincan Takımı 80 ml,1299.0,1299.0,0.0,0.0,TRY,7201491,9,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-dora-6-kisilik-kahve-fincan-takimi-80-ml,https://cdn.karaca.com/image/cdndata/3/202409/000001000009189001/8699343535434-2.jpg,,,05,,0.0,0.0,
Emsan Fernanda New Bone 6 Kişilik Kahve Fincan Takımı 90 ml Bordo,699.99,699.99,0.0,0.0,TRY,7177061,51,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-fernanda-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-bordo,https://cdn.karaca.com/image/cdndata/3/202308/000001000007455001/8699343514446-1.jpg,,,05,,0.0,0.0,
Emsan Fernanda New Bone 6 Kişilik Kahve Fincan Takımı 90 ml Siyah,699.99,699.99,0.0,0.0,TRY,7177062,68,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-fernanda-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-siyah,https://cdn.karaca.com/image/banner/karaca/000001000007455002-1.jpg,,,05,,0.0,0.0,
Emsan Florea 6'lı Kahve Fincan Takımı Platin 90 ml,1499.0,1799.0,300.0,16.68,TRY,7262280,37,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-florea-6li-kahve-fincan-takimi-platin-90-ml,https://cdn.karaca.com/image/000001000242135001/emsan-florea-6-li-kahve-fincan-takimi-platin-90-ml-000001000242135001.jpg,,,05,,0.0,0.0,
Emsan Hatrı Var Amber 80 ml 6'lı Kahve Fincanı Takımı,699.99,699.99,0.0,0.0,TRY,7219308,161,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-hatri-var-amber-80-ml-6li-kahve-fincani-takimi,https://cdn.karaca.com/image/cdndata/3/202506/000001000237231001/8699343585231-500.jpg,,,05,,0.0,0.0,
Emsan Hatrı Var Gökkuşağı 80 ml 6'lı Kahve Fincan Takımı,699.99,699.99,0.0,0.0,TRY,7219306,214,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-hatri-var-gokkusagi-80-ml-6li-kahve-fincan-takimi,https://cdn.karaca.com/image/cdndata/3/202506/000001000237232001/8699343585248-500.jpg,,,05,,0.0,0.0,
Emsan Kardelen 6'lı Kahve Fincan Takımı Gold 90 ml,1499.0,1799.0,300.0,16.68,TRY,7262279,23,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-kardelen-6li-kahve-fincan-takimi-gold-90-ml,https://cdn.karaca.com/image/000001000242136001/emsan-kardelen-6-li-kahve-fincan-takimi-gold-90-ml-000001000242136001.jpg,,,05,,0.0,0.0,
Emsan Mizu 6'lı Kahve Fincan Takımı Gold 90 ml,1499.0,1799.0,300.0,16.68,TRY,7262278,48,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-mizu-6li-kahve-fincan-takimi-gold-90-ml,https://cdn.karaca.com/image/000001000242134001/emsan-mizu-6-li-kahve-fincan-takimi-gold-90-ml-000001000242134001.jpg,,,05,,0.0,0.0,
Emsan Muhabbet Amber 6'lı Cam Kahve Fincanı 100 ml,699.99,699.99,0.0,0.0,TRY,7267745,52,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-muhabbet-amber-6li-cam-kahve-fincani-100-ml,https://cdn.karaca.com/image/000001000240920001/emsan-muhabbet-amber-6-li-cam-kahve-fincani-100-ml-000001000240920001.jpg,,,05,,0.0,0.0,
Emsan Seren New Bone 6 Kişilik Kahve Fincan Takımı 90 ml Yeşil,699.99,699.99,0.0,0.0,TRY,7278883,39,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-seren-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-yesil,https://cdn.karaca.com/image/000001000260122001/emsan-seren-new-bone-6-kisilik-kahve-fincan-takimi-90-ml-yesil-000001000260122001.jpg,,,05,,,,
Emsan Sonsuz Aşk 2 Kişilik Kahve Fincanı Takımı Kırmızı 100 ml,699.99,699.99,0.0,0.0,TRY,3838254,66,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-sonsuz-ask-2-kisilik-kahve-fincan-takimi-kirmizi,https://cdn.karaca.com/image/banner/karaca/urun/c123x121cccc.jpg,,,05,,0.0,40.00080001600032,
Emsan Zen 6'lı Kahve Fincan Takımı Platin 80 ml,1499.0,1799.0,300.0,16.68,TRY,7262277,58,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-zen-6li-kahve-fincan-takimi-platin-80-ml,https://cdn.karaca.com/image/000001000242133001/emsan-zen-6-li-kahve-fincan-takimi-platin-80-ml-000001000242133001.jpg,,,05,,0.0,0.0,
Emsan İstiridye 2 Kişilik Porselen Kahve Fincanı Takımı Beyaz 90 ml,599.99,599.99,0.0,0.0,TRY,7157828,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-istiridye-2-kisilik-porselen-kahve-fincani-takimi-beyaz,https://cdn.karaca.com/image/cdndata/182/202210/600.15.01.2609/8699343502962-200.jpg,,,05,,,,
Emsan İstiridye 2 Kişilik Porselen Kahve Fincanı Takımı Mavi 90 ml,499.99,599.99,100.0,16.67,TRY,7157820,2387,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/emsan-istiridye-2-kisilik-porselen-kahve-fincani-mavi,https://cdn.karaca.com/image/cdndata/182/202210/600.15.01.2607/8699343502948-200.jpg,,,05,,0.0,0.0,
Fern&Co Circus Collection 2 Li Türk Kahvesi Seti / Hediye Kutulu,2990.0,2990.0,0.0,0.0,TRY,7227235,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-circus-collection-2-li-turk-kahvesi-seti-hediye-kutulu,https://cdn.karaca.com/image/marketplace-mirakll/7227235/9c81b2a9bb555382a0b4-0.jpg,,,05,,0.0,0.0,
Fern&Co Circus Collection Türk Kahvesi Fincanı,1290.0,1290.0,0.0,0.0,TRY,7227251,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-circus-collection-turk-kahvesi-fincani,https://cdn.karaca.com/image/marketplace-mirakll/7227251/8c104001c3113fbbc71d-0.jpg,,,05,,0.0,0.0,
Fern&Co Citrus Collection Porselen 2 Li Türk Kahvesi Seti /hediye Kutulu,2990.0,2990.0,0.0,0.0,TRY,7229150,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-citrus-collection-porselen-2-li-turk-kahvesi-seti-hediye-kutulu,https://cdn.karaca.com/image/marketplace-mirakll/7229150/d27a3ba7be70a63e8b87-0.jpg,,,05,,0.0,0.0,
Fern&Co Fleur De Mimosa Collection Eau-de-nil Türk Kahvesi Fincanı,1290.0,1290.0,0.0,0.0,TRY,7227559,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-fleur-de-mimosa-collection-eau-de-nil-turk-kahvesi-fincani,https://cdn.karaca.com/image/marketplace-mirakll/7227559/523704564ca6ce7c46d3-0.jpg,,,05,,0.0,0.0,
Fern&Co Fleur De Mimosa Collection Rose Poudre Türk Kahvesi Fincanı,1290.0,1290.0,0.0,0.0,TRY,7229192,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-fleur-de-mimosa-collection-rose-poudre-turk-kahvesi-fincani,https://cdn.karaca.com/image/marketplace-mirakll/7229192/2751e85cbb755e0d5fd8-0.jpg,,,05,,0.0,0.0,
Fern&Co Joy Collection 2 Li Türk Kahvesi Fincanı Set /hediye Kutulu,2990.0,2990.0,0.0,0.0,TRY,7229110,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-joy-collection-2-li-turk-kahvesi-fincani-set-hediye-kutulu,https://cdn.karaca.com/image/marketplace-mirakll/7229110/204170857e63ea58095b-0.jpg,,,05,,0.0,0.0,
Fern&Co Joy Collection Feast Türk Kahvesi Fincanı,1290.0,1290.0,0.0,0.0,TRY,7229190,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-joy-collection-feast-turk-kahvesi-fincani,https://cdn.karaca.com/image/marketplace-mirakll/7229190/94a9df290dfb53a1d6a0-0.jpg,,,05,,0.0,0.0,
Fern&Co Mai Collection 2 Li Türk Kahvesi Fincanı Seti/ Hediye Kutulu,2990.0,2990.0,0.0,0.0,TRY,7227552,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-mai-collection-2-li-turk-kahvesi-fincani-seti-hediye-kutulu,https://cdn.karaca.com/image/marketplace-mirakll/7227552/339756158605d0ac33f6-0.jpg,,,05,,0.0,0.0,
Fern&Co Red Berry Collection Porselen 2 Li Türk Kahvesi Seti / Hediye Kutulu,2990.0,2990.0,0.0,0.0,TRY,7227557,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-red-berry-collection-porselen-2-li-turk-kahvesi-seti-hediye-kutulu,https://cdn.karaca.com/image/marketplace-mirakll/7227557/78c1b4546f6b83f5fa10-0.jpg,,,05,,0.0,0.0,
Fern&Co Red Berry Collection Porselen Türk Kahvesi Fincanı,1290.0,1290.0,0.0,0.0,TRY,7229169,1,Yes,Sofra,Kahve Fincan Takımı,1411116,Sofra > Kahve Fincan Takımı,Kahve Fincan Takımı,https://www.karaca.com/kahve-fincan-takimi,https://www.karaca.com/urun/fernco-red-berry-collection-porselen-turk-kahvesi-fincani,https://cdn.karaca.com/image/marketplace-mirakll/7229169/55dd1c1b08f2c645aded-0.jpg,,,05,,0.0,0.0,
