date,category,product,unit,monthly_qty,avg_unit_price_TRY,monthly_cost_TRY,n_matched,matched_products
Feb 2026,Dairy Products,Yogurt,Kg,59.7,133.12,7947.26,12,Sütaş Kaymak Gibi Kaymaksız Yoğurt 1250 G; Sek Çiftlik Kaymaksız Yoğurt 900 G; Eker Efsane Yoğurt  350 G; Eker Efsane Yoğurt 750 G; Sütaş Light Yoğurt 650 G; Sek Çiftlik Gurme Kaymaksız Yoğurt 750 G; Sek Yarım Yağlı Yoğurt 1500 G; Pınar Yoğurt Lezzetin Alası 1Kg; Torku Tam Yağlı Çiftçi Doğal Yoğurt 750 G; Sek Light Yoğurt 500 G; Belkıs Manda Sütlü Yoğurt Kg; Pınar Yoğurt 150 G
Feb 2026,Dairy Products,White Cheese,Kg,5.7,784.67,4472.62,24,Elta Ada Organik Tam Yağlı Taze Beyaz Peynir …; Raya Organik Jersey Sütünden Tam Yağlı Taze B…; Pınar Labne Tam Yağlı Taze Peynir 180G; Bahçıvan Dilimli Beyaz Peynir 420 G; Ünal Dilimli Klasik Beyaz Peynir 450 G; Ekici Beyaz Peynir Kg; Kiri Tam Yağlı Taze Peynir 300 G; Cibus Mascarpone Tam Yağlı Taze Peynir 350 G; Bahçıvan Serpme Beyaz Peynir 200 G; Tahsidaroğlu Klasik İnek Beyaz Peynir 1000 G; Kiri Kekikli Tam Yağlı Taze Peynır 150 G; Kiri Labne Tam Yağlı Taze Peynir 300 G; H.ö.444 Olgn.tam Yağlı Kuru Dom.beyaz Peynir …; Gündoğdu Tam Yağlı Olgunlaştırılmış Beyaz Pey…; Akpınar Taze Beyaz Peynir Kg; Yardımcı Edirne Tam Yağlı Beyaz Peynir Kg; Bahçıvan Olgunlaştırılmış Gurme Beyaz Peynir …; Awassi Feta Tam Yağlı Olgunlaştırılmış Beyaz …; Ariste Dilimli Beyaz Peynir 250 G; Köseli Tam Yağlı Olgunlaştırılmış Beyaz Peyni…; Taciroğlu Çikolatalı Yarım Yağlı Taze Peynir …; Tangala Taze Peynir Patmol Amber 170 G; Kiri Labne Tam Yağlı Taze Peynir 150 G; Urfarm Feta Tam Yağlı Olgunlaştırılmış Beyaz …
Feb 2026,Meat and Protein,Cubed Meat / Lamb Meat,Kg,4.6,1151.71,5297.87,2,Kuzu Kuşbaşı Trakya Kıvırcık Kg; Dana Rosto Kuşbaşı Biga Yöresi Kg
Feb 2026,Meat and Protein,Chicken,Kg,10.3,584.36,6018.91,12,Bolez Köylüm Piliç Bonfile Kg; Banvit Piliç Bonfile Kg; Orvital Organik Bütün Piliç Kg; Bolez Köylüm Piliç Baget Kg; Bolez Köylüm Piliç Kanat Kg; Banvit Piliç Pirzola Kg; Orvital Organik Dondurulmuş Piliç But Pirzola…; Orvital Organik Dondurulmuş Piliç Baget 550 G; Orvital Organik Dondurulmuş Piliç Kanat 450 G; Keskinoğlu Dondurulmuş Piliç Fileturka 700 G; Orvital Organik Poşetli Donuk Bütün Piliç Kg; Tandoori Tavuk Şiş Kg
Feb 2026,Meat and Protein,Fish,Kg,6.9,1808.34,12477.55,20,Norveç Somon Fileto Kg; Norveç Somon Hazır Fileto Kg; Norveç Somon Dilim Kg; Levrek 1200/1300 g; Levrek 600/800 g; Kocaman Hamsi Marine Sarımsaklı 200 G; Leroy Asc Somon Carpaccio 100 G; Admirals Somon Marıne Gravlax 100 G; Levrek 1300/1500 g; Levrek 1500/1800 g; Balık Dünyası Dondurulmuş Halka Kalamar 1 Kg; Conker Somon Lakerda 100 G; Kocaman Marine Hamsi 200 G; Leroy Asc Somon Marine 100 G; Conker Somon Pastrami Çemenli Somon 100 G; Balık Dünyası Dondurulmuş Yerli Et Karides 10…; Norveç Somon Bütün 4-5 Kg; Susamlı Teriyaki Somon Kg; Kallimanis Somon Fileto 300 G; Bağdat Balık Çeşnisi Değirmen 42 G
Feb 2026,Meat and Protein,Eggs,Piece,120.0,10.38,1245.6,6,Naturaköy Gezen Tavuk 15'Li Yumurta; Doğalım Cage Free 15Li Medium Yumurta 53-62 G; Naturaköy Gezen Tavuk 6'Lı Yumurta; Green Ranch M Boy Yumurta 10'lu (53 - 62 G); M Life Kafessiz 10'lu M Boy Yumurta (53-62g); Keskinoğlu Free Range M 10'lu Yumurta
Feb 2026,Legumes,Chickpeas,Kg,1.8,189.95,341.91,1,Reis Koçbaşı Nohut 1 Kg
Feb 2026,Nuts and Seeds,Walnut / Hazelnut / Peanut,Kg,2.7,774.71,2091.72,15,Tadım Ceviz İçi 150 G; Ceviz İçi Kelebek Yerli Kg; Jumbo Yer Fıstığı Tuzlu Kg; Peyman Bahçeden İç Ceviz 140 G; Tadım Tuzlu Yer Fıstığı 180 G; Çifte Kavrulmuş Fındık Kg; Master Nut Kızartılmış Yer Fıstığı Tuzlu 150 …; Tadım Fırınlanmış Tuzsuz Yer Fıstığı 180 G; Tadım İşlenmiş Yer Fıstığı 180 G; Tadım Kabuklu Yer Fıstığı 250 G; Lorenz Nic Nac's Çıtır Kaplamalı Kavrulmuş Ye…; By İzzet Ceviz İçi 150 G; Şenocak Kavrulmuş Fındık 250G; Emsal Osmaniye Kabuklu Yer Fıstığı 250 G; Avşarlar Çiğ Fındık İçi 250 G
Feb 2026,Grains,Bread,Kg,18.0,464.47,8360.46,20,İstanbul Organik Halk Ekmek 500 G; Mayaköy Organik Tahıllı Ekmek 400G; Backhaus Ekşi Mayalı Baget Ekmek 270 G; Siyez Evi Klasik Ekşi Mayalı Ekmek 600 g; Siyez Evi Ekşi Mayalı Tam Buğday Ekmek 600 g; Klasik Ekşı Mayalı Ekmek 900 g; Backhaus Alman Çavdar Ekmek 220 G; Siyez Evi Sarı Buğday Ekmek Ekşi Mayalı; Siyez Evi Ekşi Mayalı Alman Çavdar Ekmek; Siyez Evi Siyez Üç Tohumlu Ekmek; Tam Buğday Ekşı Mayalı Ekmek; Zeytınlı Ekşı Mayalı Ekmek; Ekmek Dünyası Favori Çıtır Susamlı Simit 150 …; İhe Altınçerez Fındıklı Ve Üzümlü Ekmek 60 G; Backhaus Dinkelberger Ekmek 1 Kg; Backhaus König Ludwig Ekmek 1 Kg; İhe Tahıl Ambarı Çok Tahıllı Ekmek 500 G; MesteMacher Çavdar Yulaf Tahıllı ve Buğday Ru…; Melba Toast Kıtır Ekmek 100 G; Divan Brucato Kıtır Ekmek 45 G
Feb 2026,Fruits,Banana,Kg,16.7,214.95,3589.66,2,Organik Muz Yerli; Muz İthal Kg
