product_name,price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
AF-G Sepet Grubu Siyah,1399.99,05,0.0,0.0,0.0,0.0
AF-G Sepet Grubu Siyah-Bakır,1499.99,05,0.0,0.0,0.0,0.0
AF-G Sepet Grubu Siyah-Krom,1499.99,05,0.0,0.0,0.0,0.0
AQUA OPTIMA Su Arıtma Filtresi Beyaz,399.99,05,0.0,0.0,-50.000625007812594,-50.000625007812594
Abrazo Yılbaşı Ağacı Süsü 8 cm Kırmızı,199.99,05,0.0,,-80.00080000800008,-80.00080000800008
Abstract Flowers Kolay Ütülenir Tek Kişilik Çarşaflı Nevresim Takımı 160x220 cm Yeşil-Mavi,1199.99,05,0.0,42.857653067298415,42.857653067298415,42.857653067298415
"Acalis Akasya-Cam 4 Parça Sunumluk 33x10,5x6 cm Şeffaf",329.99,05,0.0,0.0,-14.286085352866307,0.0
Acoral Paslanmaz Çelik Rende 21 cm Gri,349.99,05,0.0,,-80.00045714546941,-80.00045714546941
Acorn Branch Tek Dal Yapay Çiçek 76 cm Yeşil,499.99,05,0.0,,-80.00032000128,-80.00032000128
Adara Mum Siyah-Gold,254.97,05,0.0,,-80.00078437524512,-80.00078437524512
Adel Pamuk Runner Bej,449.99,05,0.0,,-80.0003555571358,-80.0003555571358
Adela Ahşap Masa Saati Naturel,1259.99,05,0.0,0.0,-12.500086806158375,-86.00009555566173
Adelaide Sedefli Rattan Tepsi Kahverengi,959.99,05,0.0,,-84.00014000023333,-84.00014000023333
Adelina 2li Misafir Peçetesi Beyaz-Gold,399.99,05,0.0,,-80.000400002,-80.000400002
Adelina Masa Örtüsü 150x200 cm Beyaz-Gold,1439.99,05,0.0,0.0,0.0,33.33364197816646
Adelina Runner 40x140 cm Beyaz-Gold,479.99,05,0.0,0.0,0.0,-84.00028000093334
Aden Pamuk Runner Bej,449.99,05,0.0,,-80.0003555571358,-80.0003555571358
"Aden Yılbaşı Ağacı Süsü 11,5 cm Kırmızı",199.99,05,0.0,,-80.00080000800008,-80.00080000800008
"Ador Yılbaşı Ağacı Süsü 11,5 cm Kırmızı",199.99,05,0.0,,-80.00080000800008,-80.00080000800008
Adora Cam Vazo 23 cm Kahverengi,1399.99,05,0.0,,-80.00011428587756,-80.00011428587756
"Adora Cam Vazo 28,5 cm Krem",1049.99,05,0.0,0.0,0.0,-12.500104167534728
Adra Cam Vazo Amber,1439.99,05,0.0,0.0,0.0,-11.111179698640115
"Adra Rende 12x8,2x18,5 cm Turuncu",169.99,05,-57.50143753593839,,-91.50045750228752,-91.50045750228752
"Adra Rende 12x8,2x18,5 cm Yeşil",169.99,05,-57.50143753593839,,-91.50045750228752,-91.50045750228752
Adrea Paslanmaz Çelik Süzgeç 40 cm Gri,539.99,05,0.0,0.0,0.0,-82.00027333424445
Adrian Yılbaşı Ağacı Süsü 11 cm Kırmızı,199.99,05,0.0,,-80.00080000800008,-80.00080000800008
After Rain Çubuklu Oda Kokusu 100 ml,639.99,05,0.0,,-80.00025000078126,-80.00025000078126
Aidan Rattan Peçete Halkası Kahve,129.99,05,-13.328443792505656,,-82.66684445629708,-82.66684445629708
Air Plus Klimalı Yastık 50x70 cm Beyaz-Gold,499.99,05,0.0,,-71.4289795941691,-71.4289795941691
Akasya Dekoratif Tepsi Koyu Kahverengi,314.99,05,0.0,0.0,-12.50034723186755,-86.000382223921
Akuante Dekoratif Tepsi 30x42 cm Multicolor,559.99,05,0.0,0.0,-12.500195315551805,-86.00021500053751
Alas Fırın Eldiveni ve Tutacak Seti Bej,449.99,05,0.0,,-80.0003555571358,-80.0003555571358
Alas Pamuk Mutfak Önlüğü Lacivert,499.99,05,0.0,,-80.00032000128,-80.00032000128
Alba Bloom King Size Çok Amaçlı Örtü 220x240 cm Mavi,999.99,05,0.0,,-77.77795061766804,-77.77795061766804
Alba Bloom Tek Kişilik Çok Amaçlı Örtü 160x220 cm Mavi,799.99,05,0.0,,-77.14307755165015,42.85790817693173
Alba Bloom Çift Kişilik Çok Amaçlı Örtü 200x220 cm Mavi,899.99,05,0.0,,-77.50019375048439,-77.50019375048439
