item_name,price,category,date,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Border Check Pamuk Banyo Havlusu 70x140 cm Somon,2499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Border Check Pamuk El Havlusu 30x40 cm Fildişi,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Border Check Pamuk El Havlusu 30x40 cm Petrol,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Border Check Pamuk El Havlusu 30x40 cm Sarı,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Border Check Pamuk El Havlusu 30x40 cm Somon,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Border Check Pamuk Yüz Havlusu 50x80 cm Fildişi,1049.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Border Check Pamuk Yüz Havlusu 50x80 cm Petrol,1299.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Border Check Pamuk Yüz Havlusu 50x80 cm Sarı,1049.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Border Check Pamuk Yüz Havlusu 50x80 cm Somon,1399.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble %100 Pamuk Banyo Havlusu 70x140 cm Ekru,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble %100 Pamuk Banyo Havlusu 70x140 cm Lila,1749.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble %100 Pamuk Yüz Havlusu 50x80 cm Ekru,1049.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble %100 Pamuk Yüz Havlusu 50x80 cm Lila,1299.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk Banyo Havlusu 70x140 cm Açık Yeşil,1599.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk Banyo Havlusu 70x140 cm Mint,1749.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk Bornoz Açık Yeşil,4499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk Bornoz Ekru,799.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk Bornoz Mint,5749.99,Banyo,2026-05-29,05,27.777839506310016,27.777839506310016,0.0,
Bubble Pamuk El Havlusu 30x40 cm Açık Yeşil,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk El Havlusu 30x40 cm Ekru,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk El Havlusu 30x40 cm Lila,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk El Havlusu 30x40 cm Mint,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk Yüz Havlusu 50x80 cm Açık Yeşil,1049.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Bubble Pamuk Yüz Havlusu 50x80 cm Mint,1299.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Calm Daisy Pamuk Yüz Havlusu 50x80 cm Beyaz,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Calm Daisy Pamuk Yüz Havlusu 50x80 cm Sarı,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Candy Cane Pamuk Nakışlı Yüz Havlusu 50x80 cm Beyaz,1399.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Candy Rejenere Çizgili Peştamal 90x150 cm Turuncu-Açık Mavi,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer %100 Pamuk Ayak Havlusu 50x70 cm Bej,1249.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer %100 Pamuk Ayak Havlusu 50x70 cm Beyaz,1199.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer %100 Pamuk Ayak Havlusu 50x70 cm Gri,1249.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer %100 Pamuk Banyo Havlusu 80x150 cm Gri,559.99,Banyo,2026-05-29,05,,0.0,-84.00024000068572,
Chequer %100 Pamuk Yüz Havlusu 50x80 cm Bej,1749.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer %100 Pamuk Yüz Havlusu 50x80 cm Gri,239.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk Ayak Havlusu 50x70 cm Mavi,1199.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk Banyo Havlusu 80x150 cm Bej,479.99,Banyo,2026-05-29,05,0.0,0.0,-84.00028000093334,
Chequer Pamuk Banyo Havlusu 80x150 cm Beyaz,2499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk Banyo Havlusu 80x150 cm Mavi,2999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk Bornoz Bej,1079.99,Banyo,2026-05-29,05,0.0,0.0,-82.00013666689445,
Chequer Pamuk Bornoz Beyaz,959.99,Banyo,2026-05-29,05,0.0,-84.00014000023333,-84.00014000023333,
Chequer Pamuk Bornoz Gri,5999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk Bornoz Mavi,6999.99,Banyo,2026-05-29,05,0.0,0.0,525.0046875418531,
Chequer Pamuk El Havlusu 30x45 cm Bej,1249.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk El Havlusu 30x45 cm Beyaz,1149.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk El Havlusu 30x45 cm Gri,1149.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk El Havlusu 30x45 cm Mavi,1149.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk Yüz Havlusu 50x80 cm Beyaz,1399.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chequer Pamuk Yüz Havlusu 50x80 cm Mavi,223.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chic Diamond Pamuk Ayak Havlusu 50x70 cm Açık Yeşil,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chic Diamond Pamuk Ayak Havlusu 50x70 cm Fildişi,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chic Diamond Pamuk Banyo Havlusu 80x150 cm Açık Yeşil,4249.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chic Diamond Pamuk Banyo Havlusu 80x150 cm Fildişi,479.99,Banyo,2026-05-29,05,0.0,0.0,-84.00028000093334,
Chic Diamond Pamuk Bornoz Açık Yeşil,6999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chic Diamond Pamuk Bornoz Fildişi,1259.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chic Diamond Pamuk El Havlusu 30x45 cm Açık Yeşil,1049.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chic Diamond Pamuk El Havlusu 30x45 cm Fildişi,1049.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chic Diamond Pamuk Yüz Havlusu 50x80 cm Açık Yeşil,287.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Chic Diamond Pamuk Yüz Havlusu 50x80 cm Fildişi,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Classy Diamond Pamuklu Bukle Banyo Paspası Seti Bej,2499.99,Banyo,2026-05-29,05,0.0,0.0,,
CloudSoft Pamuk Banyo Havlusu 90x150 cm Beyaz,4999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
CloudSoft Pamuk Yüz Havlusu 50x80 cm Beyaz,349.99,Banyo,2026-05-29,05,0.0,0.0,-12.500312507812694,
Color Wave Pamuklu İpliği Boyalı Plaj Havlusu 90x150 cm Yeşil,719.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Colorful Lines Pamuklu El Havlusu Ekru - Yeşil,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Coral Pamuklu Torba Peştemal 90x150 cm Fuşya-Turuncu,2499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Corallo Kaydırmaz Taban Banyo Paspası Seti 60x90 + 40x60 cm Mavi-Beyaz,4499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Crispy Colorful Pamuklu Yüz Havlusu 50x80 cm Mavi,1999.99,Banyo,2026-05-29,05,0.0,0.0,,
Curve Pamuk Bornoz Bej,909.99,Banyo,2026-05-29,05,0.0,0.0,-12.500120193463399,
Curve Pamuk Bornoz Mavi,783.99,Banyo,2026-05-29,05,0.0,-87.9385968286105,-32.99173497209378,
Curve Pamuk Yüz Havlusu 50x70 cm Bej,999.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Curve Pamuk Yüz Havlusu 50x70 cm Mavi,999.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Curveline Kaydırmaz Taban Banyo Paspası Seti 60x80 cm + 40x60 cm Mavi,319.99,Banyo,2026-05-29,05,0.0,-84.0004200021,,
Curveline Kaydırmaz Taban Banyo Paspası Seti Bej,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Daina 3lü Banyo Seti Bej,7499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Daisy Bouquet Pamuk Nakışlı Yüz Havlusu 50x80 cm Ekru,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Daisy Line Pamuk Yüz Havlusu 50x80 cm Beyaz,1749.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Deluxe Low Twist Pamuklu El Havlusu 30x50 cm Mavi,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Deluxe Pamuklu Low Twist El Havlusu 30x50 cm Bej,999.99,Banyo,2026-05-29,05,0.0,,,
Deluxe Pamuklu Low Twist El Havlusu 30x50 cm Beyaz,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Diana Cam Banyo Sıvı Sabunluk Şeffaf,1399.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Dina 3lü Banyo Seti Antrasit,899.99,Banyo,2026-05-29,05,0.0,0.0,12.500156251953149,
Dolly Çizgili Peştamal 90x150 cm Mavi-Turuncu,1399.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Dottie Pamuk Banyo Havlusu 80x150 cm Antrasit,511.99,Banyo,2026-05-29,05,0.0,0.0,-84.00026250082033,
Dottie Pamuk El Havlusu 30x45 cm Antrasit,1299.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Dottie Pamuk Yüz Havlusu 50x80 cm Antrasit,1399.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Falbelo Pamuklu Yuvarlak Banyo Paspası Pembe,909.99,Banyo,2026-05-29,05,0.0,0.0,-12.500120193463399,
Fancy Katlanabilir 2 Bölmeli Bambu Çamaşır Sepeti Bej,629.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Fancy Katlanabilir Çamaşır Sepeti Bej,5499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Felis Pamuk Yüz Havlusu 50x80 cm Ekru-Kahve,1749.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Floral Check Pamuk Yüz Havlusu 50x80 cm Beyaz,1749.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Floral Line Pamuk Nakışlı Yüz Havlusu 50x80 cm Beyaz,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Florina Pamuk Yüz Havlusu 50x80 cm Beyaz,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Flower Bud Pamuklu Nakışlı Banyo Havlusu 90x150 cm Beyaz,3499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Flower Touch Pamuklu Jakarlı Yüz Havlusu 50x80 cm Lila,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Fluffy Cotton Plus Pamuklu Banyo Havlusu 70x140 cm Bej,2499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Fluffy Cotton Plus Pamuklu Banyo Havlusu 70x140 cm Gri,2499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Fluffy Cotton Plus Pamuklu El Havlusu 30x45 cm Gri,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Fluffy Cotton Plus Pamuklu Yüz Havlusu 50x80 cm Bej,1299.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Fluffy Cotton Plus Pamuklu Yüz Havlusu 50x80 cm Sage,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Frame Pamuk Bornoz Beyaz,1039.99,Banyo,2026-05-29,05,0.0,0.0,-84.00012923096804,
Frame Pamuk Bornoz Gri,1039.99,Banyo,2026-05-29,05,0.0,0.0,-84.00012923096804,
Frame Pamuk Yüz Havlusu 50x70 cm Beyaz,999.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Frame Pamuk Yüz Havlusu 50x70 cm Gri,999.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Funny Stripe Pamuklu Baskılı Plaj Havlusu 90x150 cm Pembe,639.99,Banyo,2026-05-29,05,0.0,-84.00021000052502,-84.00021000052502,
Gina Bambu Çamaşır Sepeti Açık Kahve,2499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Glossy Kaydırmaz Taban Banyo Paspası Seti 60x90 + 40x60 cm Beyaz,1039.99,Banyo,2026-05-29,05,0.0,-84.00012923096804,,
Glossy Kaydırmaz Taban Banyo Paspası Seti 60x90 + 40x60 cm Yeşil,1039.99,Banyo,2026-05-29,05,0.0,-84.00012923096804,,
Golden Pine Pamuk Nakışlı Yüz Havlusu 50x80 cm Beyaz,2199.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Grid Pamuk Yüz Havlusu 50x70 cm Hardal,999.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Grid Pamuk Yüz Havlusu 50x70 cm Koyu Yeşil,999.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Grid Pamuk Yüz Havlusu 50x70 cm Somon,999.95,Banyo,2026-05-29,05,0.0,0.0,0.0,
Gridline Kaydırmaz Taban Banyo Paspası Seti Beyaz,314.99,Banyo,2026-05-29,05,0.0,0.0,-12.50034723186755,
Gridline Kaydırmaz Taban Banyo Paspası Seti Gri,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Gridline Kaydırmaz Taban Banyo Paspası Seti Hardal,319.99,Banyo,2026-05-29,05,0.0,-84.0004200021,-84.0004200021,
Gridline Kaydırmaz Taban Banyo Paspası Seti Koyu Yeşil,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Gridline Kaydırmaz Taban Banyo Paspası Seti Somon,1749.99,Banyo,2026-05-29,05,-12.5000625003125,-12.5000625003125,-12.5000625003125,
Honeycomb Pamuklu Peştemal 90x150 cm Açık Bej-Lacivert-Kiremit,384.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Jeylo Pamuklu Plaj Havlusu 90x150 cm Ekru-Sarı,2999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Bambu Banyo Havlusu 70x140 cm Açık Bej,489.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Bambu Banyo Havlusu 70x140 cm Ekru,489.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Bambu Banyo Havlusu 70x140 cm Pembe,489.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Bambu El Havlusu 30x50 cm Açık Bej,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Bambu El Havlusu 30x50 cm Ekru,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Touch Pamuk Jakarlı Banyo Havlusu 90x150 cm Ekru,559.99,Banyo,2026-05-29,05,0.0,0.0,-84.00024000068572,
Leafy Touch Pamuk Jakarlı Banyo Havlusu 90x150 cm Yeşil,419.99,Banyo,2026-05-29,05,0.0,0.0,-14.286005836853812,
Leafy Touch Pamuk Jakarlı El Havlusu 30x40 cm Ekru,1049.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Touch Pamuk Jakarlı El Havlusu 30x40 cm Yeşil,1049.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Touch Pamuk Jakarlı Yüz Havlusu 50x80 cm Ekru,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Touch Pamuk Jakarlı Yüz Havlusu 50x80 cm Yeşil,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leafy Touch Pamuk Yüz Havlusu 50x80 cm Açık Yeşil,2249.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Leggy Pamuklu Bornoz S-M Beyaz,8999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Linda Pamuklu Nakışlı Banyo Havlusu 90x150 cm Beyaz,3499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Linelike Pamuklu Çizgili Plaj Havlusu 90x150 cm Ekru-Yeşil-Sarı,3024.91,Banyo,2026-05-29,05,0.0,0.0,0.0,
Lines Pamuk Bornoz Gül Kurusu,1039.99,Banyo,2026-05-29,05,0.0,0.0,-84.00012923096804,
Lines Pamuk Bornoz Ortanca Lila,6499.99,Banyo,2026-05-29,05,0.0,0.0,525.0050481254627,
Lines Pamuk Yüz Havlusu 50x70 cm Gül Kurusu,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Lines Pamuk Yüz Havlusu 50x70 cm Ortanca Lila,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Liny Pamuklu Çizgili Plaj Havlusu 90x150 cm Ekru-Mavi-Turuncu,3024.91,Banyo,2026-05-29,05,0.0,0.0,0.0,
Lisa Pamuklu Nakışlı Banyo Havlusu 90x150 cm Beyaz,559.99,Banyo,2026-05-29,05,0.0,-84.00024000068572,-84.00024000068572,
Macaroni Kaydırmaz Taban Banyo Paspası 50x80 cm Yeşil,539.99,Banyo,2026-05-29,05,0.0,0.0,-82.00027333424445,
Macaroni Kaydırmaz Taban Banyo Paspası Seti 60x90 + 40x60 cm Bej,959.99,Banyo,2026-05-29,05,0.0,0.0,-84.00014000023333,
Macaroni Kaydırmaz Taban Banyo Paspası Seti 60x90 + 40x60 cm Mavi,639.99,Banyo,2026-05-29,05,0.0,0.0,-11.111265434242142,
Macaroni Kaydırmaz Taban Banyo Paspası Seti 60x90 + 40x60 cm Yeşil,779.99,Banyo,2026-05-29,05,0.0,0.0,-14.285871273310697,
Marble 3lü Banyo Seti Beyaz,839.99,Banyo,2026-05-29,05,0.0,0.0,-12.500130209689683,
Mayra Rejenere Çizgili Peştamal 90x150 cm Fuşya-Mavi,239.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Mayra Çizgili Peştamal 90x150 cm Turuncu-Sarı,999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Melange Pamuk Banyo Havlusu 80x150 cm Bej Melanj,559.99,Banyo,2026-05-29,05,0.0,-84.00024000068572,-84.00024000068572,
Melange Pamuk El Havlusu 30x45 cm Bej Melanj,183.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Melange Pamuk Yüz Havlusu 50x80 cm Bej Melanj,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Melinda Bambu Yüz Havlusu 50x90 cm Beyaz,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Mini Daisy Pamuk Nakışlı Yüz Havlusu 50x80 cm Ekru,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Modern Line Pamuklu Peştemal 90x150 cm Açık Bej-Kiremit,2299.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Mono Stripe Pamuk Ayak Havlusu 50x70 cm Beyaz - Bej,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Mono Stripe Pamuk Ayak Havlusu 50x70 cm Beyaz - Gri,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Mono Stripe Pamuk Ayak Havlusu 50x70 cm Beyaz - Mavi,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Mono Stripe Pamuk Ayak Havlusu 50x70 cm Beyaz - Pembe,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Mono Stripe Pamuk Ayak Havlusu 50x70 cm Beyaz - Yeşil,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Mono Stripe Pamuk Bornoz Beyaz - Bej,1399.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Mono Stripe Pamuk Bornoz Beyaz - Gri,9999.99,Banyo,2026-05-29,05,0.0,0.0,525.003281270508,
Mono Stripe Pamuk Bornoz Beyaz - Mavi,9999.99,Banyo,2026-05-29,05,0.0,0.0,525.003281270508,
Mono Stripe Pamuk Bornoz Beyaz - Pembe,9999.99,Banyo,2026-05-29,05,0.0,0.0,525.003281270508,
Mono Stripe Pamuk Bornoz Beyaz - Yeşil,9999.99,Banyo,2026-05-29,05,0.0,0.0,614.2901020721577,
Moonstar Pamuklu Nakışlı Yüz Havlusu 50x80 cm Ekru,479.99,Banyo,2026-05-29,05,0.0,-84.00028000093334,-84.00028000093334,
Morning Daisy Pamuk Yüz Havlusu 50x80 cm Pudra,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Myla Cam Banyo Sıvı Sabunluk Amber,1749.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Myla Cam Banyo Sıvı Sabunluk Şeffaf,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Natural Pamuk Banyo Havlusu Bej,2499.99,Banyo,2026-05-29,05,0.0,0.0,,
Natural Stripe Pamuklu Banyo Havlusu 90x150 cm Beyaz,3499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Natural Stripe Pamuklu Yüz Havlusu 50x90 cm Beyaz,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Nevana Cam Banyo Sıvı Sabunluk Amber,1749.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Ornate Stripe Pamuklu İpliği Boyalı Yüz Havlusu 50x80 cm Ekru - Pembe,1999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Paige Makarna Banyo Paspası Kahve,399.99,Banyo,2026-05-29,05,0.0,-84.00033600134401,,
Paige Makarna Banyo Paspası Yeşil,2249.99,Banyo,2026-05-29,05,0.0,0.0,,
Panera Pamuk Ayak Havlusu 50x85 cm Mor,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Panera Pamuk Ayak Havlusu 50x85 cm Sage,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Panera Pamuk Ayak Havlusu 50x85 cm Sisli Kahve,1499.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Panera Pamuk Banyo Havlusu 90x150 cm Mor,447.99,Banyo,2026-05-29,05,0.0,0.0,-84.00030000107144,
Panera Pamuk Banyo Havlusu 90x150 cm Sage,494.99,Banyo,2026-05-29,05,0.0,0.0,12.50028409736585,
Panera Pamuk Banyo Havlusu 90x150 cm Sisli Kahve,2999.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Panera Pamuk El Havlusu 30x45 cm Mor,1049.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Panera Pamuk El Havlusu 30x45 cm Sage,1049.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Panera Pamuk El Havlusu 30x45 cm Sisli Kahve,1049.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
Panera Pamuk Yüz Havlusu 50x85 cm Mor,1399.99,Banyo,2026-05-29,05,0.0,0.0,0.0,
