item_name,price,category,date,tuik_category,per_item_inflation_2026-05-23
DGR3010 Hazne 1500 ml Siyah,299.99,Küçük Ev Aletleri,2026-05-24,05,0.0
ELB Parçalayıcı Ayak Siyah,279.99,Küçük Ev Aletleri,2026-05-24,05,0.0
ELM 3001 HAMUR KARIŞTIRICI - SAĞ,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
ELM 3001 HAMUR KARIŞTIRICI - SOL,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
ELM 3010 Çırpıcı Tel,649.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Elm 3010 Yoğurucu Tel,499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home AIF 2030 XL Sıcak Tutma Hazneli Air Fryer 1500W Siyah-Krom,8499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home AIF 2030 XL Sıcak Tutma Hazneli Airfryer 1500W Siyah,6999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home AIF 2030 XL Sıcak Tutma Hazneli Airfryer 1500W Siyah-Bakır,9999.98,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home CMK 6001 Cam Çay Makinesi ve Kettle Siyah,5399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home CMK 6001 Cam Çay Makinesi ve Kettle Siyah-Bakır,5399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home CMK 6001 Cam Çay Makinesi ve Kettle Siyah-Krom,5399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home CMK 6010 Inox Çay Makinesi ve Kettle Beyaz-Krom,5399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home CMK 6010 Inox Çay Makinesi ve Kettle Siyah,5399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home CMK 6010 Inox Çay Makinesi ve Kettle Siyah-Bakır,5399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home CMK 6010 Inox Çay Makinesi ve Kettle Siyah-Krom,5399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home CMK 6030 Çay Makinesi ve Kettle 2 Litre Antrasit,3599.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home CMK 6030 Çay Makinesi ve Kettle 2 Litre Mint,3599.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home DGR 3001 Plastik Doğrayıcı Kırmızı,1104.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home DGR 3001 Plastik Doğrayıcı Siyah,1104.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home DGR 3010 Doğrayıcı 1500 ml Siyah,1274.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home EKM 5001 Dijital Ekmek Kızartma Makinesi 920W Siyah-Krom,2399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home ELB 3001 4 Bıçaklı El Blenderı 1500W Beyaz-Krom,1274.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home ELB 3001 4 Bıçaklı El Blenderı Siyah-Krom,1274.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home ELM 3001 El Mikserı 600 W Kırmızı,1104.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home ELM 3001 El Mikserı 600 W Siyah,1104.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home ELM 3010 El Mikseri 500W Siyah-Krom,1104.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home ESM 6001 Espresso Makinesi Siyah,9399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
"English Home FKM 6001 Coffee Talks Filtre Kahve Makinesi 1,5 LT Siyah",3999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
"English Home FKM 6010 Coffee Talks Intelligent Filtre Kahve Makinesi 1,8L Siyah",5599.99,Küçük Ev Aletleri,2026-05-24,05,0.0
"English Home FKM 6020 Coffee Talks Expert Filtre Kahve Makinesi 1,35 Litre Siyah",9999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home KBL 3001 Shake Away Smoothie Blender Beyaz-Bakır,1529.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home KBL 3001 Shake Away Smoothie Blender Siyah-Krom,1529.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home KBL 3010 Shake Away Smoothie Blender Beyaz-Bakır,2549.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home KBL 3010 Shake Away Smoothie Blender Kırmızı,2549.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home KBL 3010 Shake Away Smoothie Blender Lacivert,2549.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home KBL 3010 Shake Away Smoothie Blender Siyah-Krom,2549.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home MBS 3001 4 Bıçaklı Mini Blender Seti Siyah-Krom,1699.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home MBS 3010 4 Bıçaklı Mini Blender Seti 1500W Beyaz-Krom,2124.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home RMB 3001 4 Bıçaklı Multi Blender Seti 1500W Beyaz-Krom,2294.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home RMB 3001 4 Bıçaklı Multi Blender Seti Siyah-Krom,2294.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home SBL 3001 Cam Sürahi Blender 1750 ml Beyaz-Krom,2974.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home SBL 3001 Cam Sürahi Blender 1750 ml Siyah-Krom,2974.99,Küçük Ev Aletleri,2026-05-24,05,0.0
"English Home SMR 3001 Hammurix Hamur Yoğurma Makinesi 5,5 L Siyah-Krom",11999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
"English Home SMR 3001 Hammurix Stand Mikseri 5,5 L Mint",11999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home SMR 3002 Kıyma Aparatı Uyumlu Stand Mikseri 7 L Kırmızı,14999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
"English Home SUI 6001 Inox Su Isıtıcı 1,7L Siyah",2399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6001 Çelik Cezve Çift Taşım Türk Kahvesi Makinesi Beyaz-Bakır,3399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6001 Çelik Cezve Çift Taşım Türk Kahvesi Makinesi Siyah-Krom,3399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6002 Çift Taşım Türk Kahvesi Makinesi Siyah-Bakır,2799.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6002 Çift Taşım Türk Kahvesi Makinesi Siyah-Krom,2599.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6011 Sütlü Türk Kahvesi Makinesi Siyah-Bakır,3399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6020 Çift Hazneli İkili Türk Kahvesi Makinesi Siyah-Bakır,13999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6020 Çift Hazneli İkili Türk Kahvesi Makinesi Siyah-Krom,13999.98,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6030 Çift Taşım Türk Kahvesi Makinesi Siyah-Bakır,2799.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6030 Çift Taşım Türk Kahvesi Makinesi Siyah-Krom,2799.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6031 Çelik Cezve Çift Taşım Türk Kahvesi Makinesi Beyaz-Bakır,3399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6031 Çelik Cezve Çift Taşım Türk Kahvesi Makinesi Siyah-Krom,3399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6040 Sütlü Türk Kahvesi Makinesi Antrasit,3399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TKM 6040 Sütlü Türk Kahvesi Makinesi Siyah-Krom,3199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TMK 5001 Mini Tost ve Waffle Makinesi Siyah,4799.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TMK 5001 Mini Waffle ve Tost Makinesi 900W Yeşil,4799.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TMK 5010 Çıkarılabilir Plakalı Tost Makinesi Siyah-Krom,4799.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TMK 5030 Izgara ve Tost Makinesi Inox,8199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TMK 5050 Teflon Çıkarılabilir Plakalı Tost Makinesi 1800W Antrasit,4599.99,Küçük Ev Aletleri,2026-05-24,05,0.0
English Home TMK 5050 Teflon Çıkarılabilir Plakalı Tost Makinesi 1800W Kırmızı,4599.99,Küçük Ev Aletleri,2026-05-24,05,0.0
FKM 6020 Fırça,139.99,Küçük Ev Aletleri,2026-05-24,05,0.0
FKM 6020 Süzgeç,649.99,Küçük Ev Aletleri,2026-05-24,05,0.0
KBL 3001 Doğrayıcı Bıçak Grubu Gri,279.99,Küçük Ev Aletleri,2026-05-24,05,0.0
KBL 3001 Shake Away Kişisel Blender Şişe Kapağı Beyaz,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
KBL 3001 Shake Away Kişisel Blender Şişe Kapağı Siyah,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
KBL 3001 Shake Away Kişisel Blender Şişe Şeffaf,229.98,Küçük Ev Aletleri,2026-05-24,05,0.0
KBL 3001 Şişe Siyah,229.99,Küçük Ev Aletleri,2026-05-24,05,0.0
KBL 3010 Bıçak Grubu Kırmızı,289.99,Küçük Ev Aletleri,2026-05-24,05,0.0
MBS 3001 - RMB 3001 Çırpıcı Top Beyaz,279.99,Küçük Ev Aletleri,2026-05-24,05,0.0
MBS 3001 - RMB 3001 Çırpıcı Top Siyah,179.99,Küçük Ev Aletleri,2026-05-24,05,0.0
MBS 3001 Dişli Kutusu Beyaz,169.99,Küçük Ev Aletleri,2026-05-24,05,0.0
MBS 3001 Dişli Kutusu Siyah,179.99,Küçük Ev Aletleri,2026-05-24,05,0.0
MBS 3001 Doğrayıcı Hazne,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
MBS 3010 Dişli Kutusu Siyah,279.99,Küçük Ev Aletleri,2026-05-24,05,0.0
MBS 3010 Hazne,229.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Nespresso C40 Inissia Kapsül Espresso Makinesi Kırmızı,9999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Nespresso F121 Latissima One Süt Çözümlü Espresso Makinesi Beyaz,19999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Nespresso F541 Gran Latissima Süt Çözümlü Espresso Makinesi Siyah,27999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips 3000 Serisi STH3020/10 Taşınabilir Buharlı Düzleştirici Beyaz,3499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips 4000 Serisi FC9332/07 Toz Torbasız Süpürge + Philips HD7301/00 Çay Makinesi Hediye,12999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips 5000 Serisi DST5020/30 Buharlı Ütü 2400W Mor,2499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips 5000 Serisi DST5030/80 2400 W Buharlı Ütü + Omuz Çantası,3999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips 6000 Serisi XC6456/10 Şarjlı Dikey Süpürge,14999.0,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips 7000 Serisi Marathon Daily XB7151/07 Toz Torbasız Süpürge,15999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips 7000 Serisi STH7060/80 Taşınabilir Buharlı Düzleştirici Siyah,5499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips Aqua Plus 8000 Serisi XC8054/01 Islak Kuru Şarjlı Dikey Süpürge,29999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips Azur 7500 Serisi DST7510/80 Buharlı Ütü 3200W Siyah,6499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips Azur 8000 Serisi 3000W DST8040/30 Buharlı Ütü Mor,9999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips Daily Collection HD7461/20 Filtre Kahve Makinesi,4499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips LatteGo 2300 Serisi EP2331/10 Tam Otomatik Espresso Makinesi,27999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips LatteGo 5500 Serisi EP5547/90 Tam Otomatik Espresso Makinesi,39999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips OneUp 5000 Serisi XV5113/01 Elektrikli Mop,9299.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Philips PerfectCare Compact Essential GC6842/30 Buhar Kazanlı Ütü Mor,8499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
RMB 3001 Besin İtici,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
RMB 3001 Büyük Rende,179.99,Küçük Ev Aletleri,2026-05-24,05,0.0
RMB 3001 Dilimleme Aparatı,179.99,Küçük Ev Aletleri,2026-05-24,05,0.0
RMB 3001 Küçük Rende,179.99,Küçük Ev Aletleri,2026-05-24,05,0.0
SMR 3001 Metal Tas Saplı,1104.99,Küçük Ev Aletleri,2026-05-24,05,0.0
SMR3002 Kıyma Aparatı,1499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Sbl 3001 Bıçak Grubu  Kea Yedek Parça Beyaz,319.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Sbl 3001 Bıçak Grubu  Kea Yedek Parça Kırmızı,319.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Sbl 3001 Bıçak Grubu  Kea Yedek Parça Lacivert,319.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Sbl 3001 Bıçak Grubu  Kea Yedek Parça Siyah,319.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Sbl 3001 Hazne Kapağı  Kea Yedek Parça Beyaz,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Sbl 3001 Hazne Kapağı  Kea Yedek Parça Lacivert,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Sbl 3001 Hazne Kapağı  Kea Yedek Parça Siyah,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Silikon Tutamak  Kea Yedek Parça Beyaz,169.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Silikon Tutamak  Kea Yedek Parça Kırmızı,169.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Silikon Tutamak  Kea Yedek Parça Lacivert,249.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Silikon Tutamak  Kea Yedek Parça Siyah,169.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TKM 6002 Cezve Kırmızı,900.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TKM 6002 Cezve Siyah-Bakır,899.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TKM 6010 - TKM 6011 Kahve Ölçü Kaşığı,159.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TKM 6011 CEZVE Antrasit,1055.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TKM 6011 CEZVE Kırmızı,865.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TKM 6011 Cezve Siyah-Bakır,919.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TKM 6011 Cezve Siyah-Krom,919.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TKM ÖLÇEK KAŞIĞI SİYAH - TEK TARAFLI,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TMK 5001 Tost Plakası Kea Yedek Parça Siyah,299.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TMK 5010 Tost Plakası  Kea Yedek Parça,349.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TMK 5020 Teflon Plaka,473.99,Küçük Ev Aletleri,2026-05-24,05,0.0
TMK 5040 Teflon Plaka,741.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Tkm İnox Cezve Komple - Tek Tuş Mdl  Kea Yedek Parça Inox,995.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Tmk 5001 Alt Waffle Plakası  Kea Yedek Parça Siyah,249.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Tmk 5001 Üst Waffle Plakası  Kea Yedek Parça Siyah,249.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Tmk 5030 Rezistanslı Plaka  Kea Yedek Parça Siyah,1399.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Westinghouse Retro Ekmek Kızartma Makinesi Krem,5599.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Westinghouse Retro Ekmek Kızartma Makinesi Siyah,4999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Westinghouse Retro El Blenderı Krem,3999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Westinghouse Retro El Blenderı Kırmızı,4199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Westinghouse Retro El Blenderı Siyah,3999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Westinghouse Retro Standlı El Mikseri Krem,7499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Westinghouse Retro Standlı El Mikseri Kırmızı,8999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Westinghouse Retro Standlı El Mikseri Pembe,9999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Westinghouse Retro Standlı El Mikseri Siyah,6999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
"Westinghouse Retro Su Isıtıcı 1,7 Lt Siyah",7499.99,Küçük Ev Aletleri,2026-05-24,05,0.0
"Westinghouse Retro Su Isıtıcı 1,7L Kırmızı",7999.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Şişe Kapağı  Kea Yedek Parça Beyaz,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Şişe Kapağı  Kea Yedek Parça Kırmızı,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Şişe Kapağı  Kea Yedek Parça Lacivert,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Şişe Kapağı  Kea Yedek Parça Siyah,199.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Şişe Kapağı Kea Yedek Parça Şeffaf,159.99,Küçük Ev Aletleri,2026-05-24,05,0.0
Acoral Paslanmaz Çelik Rende 21 cm Gri,1749.99,Mutfak,2026-05-24,05,0.0
Adelina 2li Misafir Peçetesi Beyaz-Gold,1999.99,Mutfak,2026-05-24,05,0.0
"Adly 3 Parça Saklama Kabı 700 ml – 1,4 L – 2 L Yeşil-Krem",2249.99,Mutfak,2026-05-24,05,0.0
"Adra Rende 12x8,2x18,5 cm Turuncu",1999.99,Mutfak,2026-05-24,05,0.0
"Adra Rende 12x8,2x18,5 cm Yeşil",1999.99,Mutfak,2026-05-24,05,0.0
Adra Süzgeç 3 L Yeşil,1149.99,Mutfak,2026-05-24,05,0.0
Adrea Paslanmaz Çelik Süzgeç 40 cm Gri,539.99,Mutfak,2026-05-24,05,0.0
Aidan Rattan Peçete Halkası Kahve,749.95,Mutfak,2026-05-24,05,0.0
Alas Fırın Eldiveni ve Tutacak Seti Bej,2249.99,Mutfak,2026-05-24,05,0.0
Alas Pamuk Mutfak Önlüğü Lacivert,2499.99,Mutfak,2026-05-24,05,0.0
Alexi Mutfak Gereci Yeşil,279.99,Mutfak,2026-05-24,05,0.0
"Alexi Salata Kurutucu Mutfak Gereci 25,6x25,6x14,2 cm Turuncu",1749.99,Mutfak,2026-05-24,05,0.0
Alexy Soyacak 20 cm Mavi,1999.99,Mutfak,2026-05-24,05,0.0
Alfred Plastik Kavanoz Yeşil,699.95,Mutfak,2026-05-24,05,0.0
Alice Saklama Kabı Turuncu,1999.99,Mutfak,2026-05-24,05,0.0
Alice Saklama Kabı Zeytin Yeşili,1199.99,Mutfak,2026-05-24,05,0.0
Aligne Pamuk Kurulama Bezi 30x50 cm Antrasit,999.99,Mutfak,2026-05-24,05,0.0
Alina Cam 4lü Baharatlık Şeffaf,494.99,Mutfak,2026-05-24,05,0.0
Alina Cam Baharatlık Bordo,649.95,Mutfak,2026-05-24,05,0.0
Aline 3lü Ölçü Kabı Mutfak Gereci 8x8x9 cm Şeffaf,1299.95,Mutfak,2026-05-24,05,0.0
Aline 5’li Ölçü Kaşığı Mutfak Gereci 23X16 cm Yeşil,849.95,Mutfak,2026-05-24,05,0.0
Aline Plastik 4lü Saklama Kabı 280 ml Yeşil-Mavi,1049.99,Mutfak,2026-05-24,05,0.0
Aline Soyacak 28 cm Mavi,1999.99,Mutfak,2026-05-24,05,0.0
Alissa 5li Rende 24x11 cm Renkli,1999.99,Mutfak,2026-05-24,05,0.0
"Alissa El Rondosu Mutfak Gereci 13,2x13,2x15,3 cm Turuncu",1499.99,Mutfak,2026-05-24,05,0.0
Alissa Soyacak 14 cm Turuncu,1999.99,Mutfak,2026-05-24,05,0.0
Alissa Soyacak 14 cm Yeşil,1999.99,Mutfak,2026-05-24,05,0.0
All Fresh Inox Paslanmaz Çelik Erzak Kabı Silver,2499.99,Mutfak,2026-05-24,05,0.0
Allure Hasır Ekmek Sepeti Bej,419.99,Mutfak,2026-05-24,05,0.0
Aluna Metal Ekmek Sepeti Bej,1749.99,Mutfak,2026-05-24,05,0.0
"Alvin Paslanmaz Çelik Rende 24,5 cm Mavi",359.99,Mutfak,2026-05-24,05,0.0
Amara Spagetti Kaşığı 32 cm Kırmızı,699.95,Mutfak,2026-05-24,05,0.0
Amity Metal Maşa Gri,1399.99,Mutfak,2026-05-24,05,0.0
Amity Paslanmaz Çelik Maşa 26 cm Siyah,1749.99,Mutfak,2026-05-24,05,0.0
Amity Silikon Spatula 30 cm Renkli,1149.99,Mutfak,2026-05-24,05,0.0
Amorf Air Kayın Kesme Tahtası Kahve,439.99,Mutfak,2026-05-24,05,0.0
Amour Porselen Isıtıcılı Demlik Seti 850 ml Beyaz,4499.99,Mutfak,2026-05-24,05,0.0
Ancel Fırın Eldiveni ve Tutacak Seti Lacivert,2249.99,Mutfak,2026-05-24,05,0.0
Andy Saklama Kabı Şeffaf,899.99,Mutfak,2026-05-24,05,0.0
"Angelina Çelik 6lı Bıçak 19,5 cm Pembe",1749.99,Mutfak,2026-05-24,05,0.0
Antoine Cam Tereyağlık,1999.99,Mutfak,2026-05-24,05,0.0
Apple 20li Kağıt Peçete Kırmızı,1049.99,Mutfak,2026-05-24,05,0.0
Aqualis 20li Kağıt Peçete 33x33 cm Mavi-Beyaz,1049.99,Mutfak,2026-05-24,05,0.0
Aqualuna Fırın Eldiveni ve Tutacak Seti Mavi - Yeşil,2249.99,Mutfak,2026-05-24,05,0.0
Aquatine Pamuk Kurulama Bezi 30x50 cm Beyaz - Mavi,799.95,Mutfak,2026-05-24,05,0.0
Arian Borosilikat Saklama Kabı Şeffaf,153.99,Mutfak,2026-05-24,05,0.0
Arian Nova Borosilikat Saklama Kabı Şeffaf,1499.99,Mutfak,2026-05-24,05,0.0
Arnie Cam Kesme Tahtası 20x30 cm Sarı-Yeşil-Mavi-Kırmızı,1399.99,Mutfak,2026-05-24,05,0.0
Arnie Cam Kesme Tahtası Renkli,2249.99,Mutfak,2026-05-24,05,0.0
Arnie Çelik Rende 23x7 cm Bordo,1999.99,Mutfak,2026-05-24,05,0.0
Arzu Sabancı Splash 2li Misafir Peçetesi Krem-Turuncu,2749.99,Mutfak,2026-05-24,05,0.0
Aspen Paslanmaz Çelik Rende 24 cm Natural,1249.99,Mutfak,2026-05-24,05,0.0
"Aster Paslanmaz Çelik Rende 10,5x27,9x3,6 cm Yeşil",1249.99,Mutfak,2026-05-24,05,0.0
Aster Plastik El Rondosu Mutfak Gereci 13x11 cm Yeşil,1499.99,Mutfak,2026-05-24,05,0.0
"Aurelia Paslanmaz Çelik 5li Servis Seti 20,5x22,8x21,8x23,5x22 cm Gold",6499.99,Mutfak,2026-05-24,05,0.0
"Aurelia Paslanmaz Çelik 5li Servis Seti 20,5x22,8x21,8x23,5x22 cm Silver",779.99,Mutfak,2026-05-24,05,0.0
Autumn Flower 20li Kağıt Peçete Renkli,1049.99,Mutfak,2026-05-24,05,0.0
Avery Borosilikat Kavanoz 430 ml Şeffaf,2249.99,Mutfak,2026-05-24,05,0.0
Axel Akrilik Mini Süzgeç 15 cm Antrasit,999.99,Mutfak,2026-05-24,05,0.0
Axel Akrilik Mini Süzgeç 15 cm Şeffaf,999.99,Mutfak,2026-05-24,05,0.0
Axel Akrilik Süzgeç,1149.99,Mutfak,2026-05-24,05,0.0
Axel Akrilik Süzgeç Antrasit,1199.99,Mutfak,2026-05-24,05,0.0
Azure Bloom Emaye Bakraç 16 cm Lacivert,479.99,Mutfak,2026-05-24,05,0.0
Azure Bloom Emaye Cezve 10 cm Beyaz,439.99,Mutfak,2026-05-24,05,0.0
Azure Bloom Emaye Cezve 10 cm Lacivert,439.99,Mutfak,2026-05-24,05,0.0
Bake&Serve Cam Fırın Kabı Kırmızı,319.99,Mutfak,2026-05-24,05,0.0
Bake&Serve Cam Fırın Kabı Şeffaf,359.99,Mutfak,2026-05-24,05,0.0
Bakers Choice Karbon Çelik Kek Kalıbı Kırmızı,3499.99,Mutfak,2026-05-24,05,0.0
"Baker’s Choice Flower Karbon Çelik Kek Kalıbı 26 x 6,8 cm Kırmızı",439.99,Mutfak,2026-05-24,05,0.0
"Baker’s Choice Karbon Çelik Fırın Kabı 24 x 32 x 4,7cm Kırmızı",2499.99,Mutfak,2026-05-24,05,0.0
Baker’s Choice Karbon Çelik Tart Kek Kalıbı 28 x 4 cm Kırmızı,2749.99,Mutfak,2026-05-24,05,0.0
Balang Cam Kavanoz Şeffaf,1149.99,Mutfak,2026-05-24,05,0.0
Baldwin Borosilikat Saklama Kabı Kahve,1499.99,Mutfak,2026-05-24,05,0.0
Baldwin Borosilikat Yağdanlık Şeffaf,359.99,Mutfak,2026-05-24,05,0.0
Be Kind Kağıt 20li Kağıt Peçete 33x33 cm Turuncu,1049.99,Mutfak,2026-05-24,05,0.0
Bella Plastik 2li Mutfak Düzenleyici 3 L – 5 L Şeffaf,439.99,Mutfak,2026-05-24,05,0.0
Belle Band Cam Baharatlık 290 ml Natural,1399.99,Mutfak,2026-05-24,05,0.0
Belle Cam Kavanoz Natural,1399.99,Mutfak,2026-05-24,05,0.0
Belle Cam Saklama Kabı Natural,279.99,Mutfak,2026-05-24,05,0.0
Beloved Porselen Isıtıcılı Demlik Seti 850 ml Beyaz,809.99,Mutfak,2026-05-24,05,0.0
Berghoff Dina Entity Paslanmaz Çelik 6 Parça Bloklu Bıçak Seti 34x80 cm Gri,4100.0,Mutfak,2026-05-24,05,0.0
Berghoff Dina Pica Paslanmaz Çelik 7 Parça Bloklu Bıçak Seti 34x80 cm Siyah,2799.99,Mutfak,2026-05-24,05,0.0
"Berghoff Essentials Paslanmaz Çelik 4 Yönlü Rende 18,5 cm Siyah",549.99,Mutfak,2026-05-24,05,0.0
Berghoff LEO Phantom Derin Tencere 24 cm Siyah,15999.99,Mutfak,2026-05-24,05,0.0
Berghoff LEO Phantom Seramik Tava Latte,2899.99,Mutfak,2026-05-24,05,0.0
Berghoff LEO Phantom Seramik Tencere Latte,5669.99,Mutfak,2026-05-24,05,0.0
Berghoff LEO Phantom Seramik Tencere Siyah,15999.99,Mutfak,2026-05-24,05,0.0
"Berghoff Leo Balance Sage Tencere 24x11,5 cm Ada Çayı Yeşili",13999.99,Mutfak,2026-05-24,05,0.0
Berlin CeraWell 5 Parça Tencere Seti 24-28-28 cm Yeşil,22499.99,Mutfak,2026-05-24,05,0.0
Berlin CeraWell Tava Yeşil,5999.99,Mutfak,2026-05-24,05,0.0
