Asus P1403CVA-C716512G0D016 Core7 240H 64GB 2TBS,89999.0
Asus P1403CVA-C716512G0D015 Core7 240H 64GB 1TBS,89999.0
Asus P1403CVA-C716512G0D014 Core7 240H 64GB 1TBS,89999.0
Asus P1403CVA-C716512G0D013 Core7 240H 64GB 512S,89999.0
Asus P1403CVA-C716512G0D012 Core7 240H 64GB 512S,89999.0
Asus P1403CVA-C716512G0D011 Core7 240H 32GB 2TBS,84099.0
Asus P1403CVA-C716512G0D010 Core7 240H 32GB 2TBS,83799.0
Asus P1403CVA-C716512G0D008 Core7 240H 32GB 1TBS,89999.0
Asus P1403CVA-C716512G0D009 Core7 240H 32GB 1TBS,89999.0
Asus P1403CVA-C716512G0D007 Core7 240H 32GB 1TBS,89999.0
Asus P1403CVA-C716512G0D006 Core7 240H 32GB 512S,89999.0
Asus P1403CVA-C716512G0D005 Core7 240H 32GB 512S,89999.0
Asus P1403CVA-C716512G0D004 Core7 240H 16GB 2TBS,89999.0
Asus P1403CVA-C716512G0D002 Core7 240H 16GB 1TBS,89999.0
Asus P1403CVA-C716512G0D003 Core7 240H 16GB 2TBS,89999.0
Asus P1403CVA-C716512G0D001 Core7 240H 16GB 512S,89999.0
Asus P1403CVA-C716512G0D Core7 240H 16GB 512SSD,89999.0
"Reeder E19 i5-12450H 8GB 256SSD 15.6"" FHD F",21899.0
HP ProBook 4 G11 D0QX9AT Ryzen5 220 8GB 512SSD 1,33794.0
Asus ExpertBook B9406CAA-UX764 1TBSSD UltraX7-35,152800.0
LENOVO Ideapad Slim3 82X700G1TX i3 1315U 8GB 512,26099.0
Lenovo Yoga Slim 7 83CV00E4TR Ultra5 125H 16GB 5,52359.0
HP ProBook 440 G8 B2PH4ES i5-1334U 8GB 512SSD 14,38486.0
Lenovo ThinkBook 16P 21R0001JTX023 Ultra9 275HX,142899.0
Acer Nitro V15 ANV15-52 NH.QZ7EY.001 i5-13420H R,49799.0
HP ProBook 4 G1iR 14 B9ZL0ET Core5 120U 24GB 512,54999.0
"HP EliteBook 640 G11 14"" Notebook – Intel C",50386.9
Asus TUF Gaming A15 FA506NCR-HN007W Ryzen7 7435H,41199.0
HP ProBook 4 G11 CV0E7AT Ryzen5-220 8GB 512SSD 1,31019.0
HP ZBook Power ZX 16 G1i B30HNES Ultra7-265H 32G,154321.0
"HP 250 G10 B9YT2ET i7-1355U 15.6"" FHD Dizüs",35599.0
HP ProBook 4 G1i C9FH0ET Ultra5 225U 16GB 512SSD,40889.0
Lenovo LOQ 83JE00EWTR i7-13650HX 24GB 1TBSSD RTX,80799.0
HP ProBook 450 G10 725Q0EA i7-1355U 16GB 512SSD,46867.0
"Lenovo ThinkBook 16 21KG00Y5TR i5-1335U 14""",45501.0
Dell Pro 15 Essential PV15250 Core3-100U 15.6&qu,21062.0
Asus Vivobook S16 UM5606WA-RK295W RyzenAI9 Hx370,93417.0
Asus ExpertBook B3 Flip B3402FVA-I58512B2D006 i5,36429.0
Dell Pro 15 Essential PV15255 Ryzen5 7520U 15.6&,23899.0
Asus ExpertBook B1503CVA-S75438 i7-13620H 15.6&q,35275.0
"Lenovo ThinkBook 16 21KH00V1TR i7-13700H 16""",48590.0
Asus ExpertBook P3 PM3406CKA-R516512G0D Ryzen AL,43674.0
MSI Cyborg 17 B13WFKG-210XTR i7-13620H RTX5060,81399.0
Dell Pro 14 BTO113_PC14250_W007 Ultra5 235U 64GB,45099.0
Asus ExpertBook B1 B1503CVA-C78G512B4D Core7 150,38199.0
DELL Pro 15 Essential PV15255 Ryzen 5 7520U 8GB,27249.9
Lenovo ThinkPad X1 Nano 20UQS12G0000TT i7-1180G7,44937.0
Lenovo Slim 7i 82VB0000US00TT02 i7-12700H 32GB 2,67079.0
Dell Alienware M18 7845HX00TT05 Ryzen9 7845HX 64,131427.0
HP 17-CP3045CL Ryzen7 7730U 16GB 512SSD+1TB 17.3,47827.0
Asus ZenBook 14 UM3402YA-WS74T Ryzen7 7730U 16GB,44459.0
"Dell Pro 16 BTO108_PC16250 Ultra7 255U 16""",68999.0
"Dell Pro 14 BTO107_PC14250 Ultra7 255U 14""",49999.0
