2026-03-27 21:01:28,0,70MAI TP05 Şarjlı Akıllı Araç Hava Kompresörü,1390.00
2026-03-27 21:01:32,0,Ahşap Kollu Katlanır Kamp Piknik Sandalyesi 2 li Kırmızı,725.00
2026-03-27 21:01:38,0,Ahşap Kollu Katlanır Kamp Piknik Sandalyesi 2 li Lacivert,725.00
2026-03-27 21:01:42,0,Ahşap Kollu Katlanır Kamp Piknik Sandalyesi 2 li Yeşil,725.00
2026-03-27 21:01:46,0,Al-Fa Tools AF-MS03 Maket Bıçağı Seti 8 parça,230.00
2026-03-27 21:01:52,0,Black&Decker KA274EKA 310W Titreşimli Zımpara,1750.00
2026-03-27 21:01:57,0,Black+Decker BDCDD12K-QW Li/Ion Akülü Vidalama,1925.00
2026-03-27 21:02:02,0,﻿﻿Black+Decker BEHTS451-QS Çit Budama Makinesi,2750.00
2026-03-27 21:02:07,0,Black+Decker BEMW451-QS Elektrikli Çim Biçme Makinesi,2250.00
2026-03-27 21:02:11,0,Black+Decker BEMW451BH-QS Elektrikli Çim Biçme Makinesi,2290.00
2026-03-27 21:02:17,0,Black+Decker BEMW461BH-QS Elektrikli Çim Biçme Makinesi,3250.00
2026-03-27 21:02:21,0,Black+Decker BEMW471BH-QS Elektrikli Çim Biçme Makinesi,4000.00
2026-03-27 21:02:26,0,Black+Decker BEW230K-QS Elektrikli Zımpara,1350.00
2026-03-27 21:02:31,0,Black+Decker BXPW1700E-TR Basınçlı Yıkama Makinesi,4690.00
2026-03-27 21:02:35,0,Black+Decker GL250 Kenar Kesme,800.00
2026-03-27 21:02:40,0,Black+Decker GL360SB Kenar Kesme,800.00
2026-03-27 21:02:45,0,Black+Decker KS801SE-QS Dekupaj Testere,1850.00
2026-03-27 21:02:49,0,Black+Decker MT300KA-QS Raspalama Makinesi,5500.00
2026-03-27 21:02:55,0,Bolat Atak BY-570 Motorlu Yan Tırpan,9100.00
2026-03-27 21:03:00,0,Bolat BS-520 Sırt Tipi Motorlu Tırpan,4800.00
2026-03-27 21:03:05,0,Bolat BY-520 Motorlu Yan Tırpan,5350.00
2026-03-27 21:03:09,0,Bolat F-768 Sırt Tipi Benzinli İlaçlama Makinesi,4750.00
2026-03-27 21:03:13,0,Bolat SB-10 1 inç Benzinli Su Motoru,3590.00
2026-03-27 21:03:18,0,Bolat SB-230 2 inç Benzinli Su Motoru,5890.00
2026-03-27 21:03:24,0,Bolat SB-330 Benzinli 3 inç Su Motoru,6400.00
2026-03-27 21:03:29,0,Bosch 73 Parça Toolbox Aksesuar Seti - 2607011660,880.00
2026-03-27 21:03:34,0,Bosch Advanced Aquatak 160 Basınçlı Yıkama Makinesi - 06008A7800,14350.00
2026-03-27 21:03:39,0,Bosch ARM 32 Elektrikli Çim Biçme Makinesi - 0600885B03,5550.00
2026-03-27 21:03:46,0,Bosch ARM 34 Elektrikli Çim Biçme Makinesi - 06008A6101,7450.00
2026-03-27 21:03:51,0,Bosch ARM 36 Çim Biçme Makinesi - 06008A6200,9150.00
2026-03-27 21:03:56,0,Bosch ARM 37 Elektrikli Çim Biçme Makinesi - 06008A6201,9950.00
2026-03-27 21:04:01,0,Bosch ART 24 Kenar Kesme Makinesi - 06008A5800,1650.00
2026-03-27 21:04:06,0,Bosch ART 27 Kenar Kesme Makinesi - 06008A5200,3825.00
2026-03-27 21:04:11,0,Bosch ART 30 Kenar Kesme Makinesi - 06008A5400,2250.00
