product_name,price
Caudalie Ange Des Vignes Parfum 50 ml,1485.0
Caudalie Rose de Vigne Gül Aromalı Parfüm 50ml,1485.0
Caudalie The Des Vignes Beyaz Misk ve Zencefil Aromalı Vücut Kokusu 100ml,2227.5
Caudalie The Des Vignes Beyaz Misk ve Zencefil Aromalı Vücut Kokusu 50ml,1485.0
Caudalie Vignes Bergamot Aromalı Parfüm 50 ml,1485.0
Clarins Roll-on Deodorant Multi-Soin 50 gr.,1834.0
Cream Co. Aura Bronze Eau de Parfüm 50 ml,509.9
Cream Co. Aura Rouge Eau de Parfüm 50 ml,509.9
Davines Love Conditioner 1000 ml,5950.0
Davines Love Curl Conditioner 1000 ml,5950.0
Davines Love Curl Crema 500 ml,2635.0
Davines Love Milk for Frizzy Hair 150 ml,2210.0
Davines Love Smoothing Serum 150 ml,2210.0
Davines Minu Conditioner 1000ml,5950.0
Davines Minu Milk for Coloured Hair 150 ml,2210.0
Davines Minu Shampoo 1000 ml,5015.0
Decubal Basic Deodorant Roll-on 50 ml,800.0
Elseve Collagen Lifter Hacim Veren Saç Spreyi 200 ml,489.95
Elseve Collagen Lifter Saç Kremi 250 ml,223.96
Elseve Collagen Lifter Şampuan 300 ml,209.95
Elseve Dream Long Bakım Şampuanı 700 ml,299.94
Elseve Glycolic Gloss Saç Bakım Maskesi 300 ml,349.96
Elseve Komple Direnç Dökülme Karşıtı Şampuan 700 ml,299.94
Elseve Mucizevi Yağ Besleyici Bakım Şampuanı 700 ml,299.94
Elseve Mucizevi Yağ Besleyici Saç Bakım Maskesi 300 ml,349.96
Eyüp Sabri Tuncer Active Women Spray Deodorant 200 ml,255.0
Eyüp Sabri Tuncer Floral Women Spray Deodorant 200 ml,255.0
Eyüp Sabri Tuncer Fresh Women Spray Deodorant 200 ml,255.0
Eyüp Sabri Tuncer Soft Women Spray Deodorant 200 ml,255.0
Eyüp Sabri Tuncer Sport Men Spray Deodorant 200 ml,255.0
Foamie Magnesium Active Ferah Kokulu Katı Deodorant - Rain In The Woods 40 gr,449.0
Kerastase Blond Absolu Blonde Guard Bakım Spreyi 190 ml,2512.0
Kerastase Chronologiste Gece Bakım Serumu 30 ml,2504.0
Kerastase Gloss Absolu Frizz Glaze Cream 240 ml,3056.0
Lazartigue Exfoliate Saç Peelingi 75 ml,3340.5
Loreal Paris Excellence Creme Çikolata Kahve 6.35 Saç Boyası,469.5
Loreal Professionnel Repair Shine Kit,1490.0
Loreal Professionnel Repair Strength Hair Kit,1490.0
Nivea Fresh Sensation Kadın Deodorant 150 ml,233.96
Nivea Kadın Sprey Deodorant Fresh Natural 150 ml - Ter Kokusuna Karşı 48 Saat Koruma,233.96
Olaplex Shape Set Hairspray Full Size 245 ml,3150.0
Olaplex 7 Shine Serum Oil Mist 80 ml,3450.0
Plantur39 Fito-Kafein Saç Bakım Toniği 200 ml,1300.0
Plantur39 Fito-Kafein Şampuan 250 ml (Boyalı saçlar),1200.0
Propia Keralith Dökülme Karşıtı Saç Bakım Seti,2987.0
Propia Keralith Dökülme Karşıtı Serum ve Şampuan Bakım Seti,2268.0
Ref Curl Cream N°234 150 ml,1395.0
Rexona Musk Flower Fresh Deodorant 150 ml,200.0
Rogaine Pre-Growth Shampoo 248 ml,1850.0
Sebamed Hassas Ciltler İçin Balsam Deo Deodorant 150 ml,609.6
Sebamed Hassas Ciltler İçin Fresh Deo Deodorant 150 ml,609.6
Tangle Teezer Mini Ultimate Detangler Champagne Gold Chrome Saç Fırçası-Tarak Mini Boy,1518.0
Tangle Teezer Mini Ultimate Detangler Satin Pink Chrome Saç Fırçası-Tarak Mini Boy,1265.0
Tangle Teezer The Complete Carebrush Curly To Coily - Siyah,1890.0
Tangle Teezer The Complete Carebrush Fine - Turkuaz,1890.0
Tangle Teezer The Complete Carebrush Straight To Wavy - Pembe,1890.0
UnBe. No Drama Kadın Parfüm Edp 10 ml,399.92
UnBe. No Drama Kadın Parfüm Edp 100 ml,1599.2
UnBe. No Excuse Erkek Parfüm Edp 100 ml,1599.2
UnBe. No Filter Kadın Parfüm Edp 10 ml,399.92
UnBe. No Filter Kadın Parfüm Edp 100 ml,1599.2
UnBe. No Regrets Kadın Parfüm Edp 10 ml,399.92
UnBe. No Rules Erkek Parfüm Edp 10 ml,399.92
UnBe. No Rules Erkek Parfüm Edp 100 ml,1599.2
UnBe. No Tears Kadın Parfüm Edp 10 ml,399.92
UnBe. No Tears Kadın Parfüm Edp 100 ml,1599.2
Unbe No Excuse Erkek Parfümü Edp 10 ml,399.92
Wild Antiperspirant Roll On Aqua Case - Fresh Cotton - Sea Salt Refill Terleme Karşıtı Deodorant 50 ml,1274.15
Wild Antiperspirant Roll On Cath Kidston Marble Ditsy Case - Coconut - Vanilla Refill Terleme Karşıtı 50 ml,1274.92
Wild Honey-Cactus Flower Refillable Roll On Deodorant 50 ml,1274.15
Wild Honey-Cactus flower Refillable Deodorant 40 g,1274.15
Wild Natural Stick Deodorant Kutu - Refill Fresh - Aqua Case -Fresh Cotton - Sea Salt 40 gr,1104.16
