date,category,product,unit,monthly_qty,avg_unit_price_TRY,avg_monthly_cost_TRY,median_unit_price_TRY,median_monthly_cost_TRY,min_unit_price_TRY,min_monthly_cost_TRY,n_matched,matched_products
Mar 2026,Fruits,Seasonal Fruit,Kg,12.9,196.06,2529.17,114.5,1477.05,49.5,638.55,6,Portakal Kg; Starking Elma Kg; Kivi Kg; Granny Smith Elma Kg; Perfect Delights Soft İncir 150 G; Perfect Delights Soft Erik 200 G
Mar 2026,Vegetables,Onion,Kg,18.0,16.9,304.2,16.9,304.2,16.9,304.2,1,Soğan Kg
Mar 2026,Vegetables,Eggplant / Zucchini,Kg,23.1,124.5,2875.95,124.5,2875.95,79.5,1836.45,2,Patlıcan Kg; Kabak Kg
Mar 2026,Vegetables,Other Vegetables,Kg,11.8,,,,,,,0,—
Mar 2026,Oils,Olive Oil,Liter,1.1,268.44,295.28,255.0,280.5,147.0,161.7,15,Verde Riviera Zeytinyağı 5 L; Orkide Natürel Sızma Zeytinyağı 3 L; Yudum Egemden Sızma Zeytinyağı 3 L; Zeo Riviera Zeytinyağı 2 L; Yudum Egemden Natürel Sızma Zeytinyağ…; Yudum Egemden Riviera Zeytinyağı 1 L; Orkide Riviera Zeytinyağı 2 L; Güven Asa Natürel Sızma Zeytinyağı 3 L; Zeo Sızma Zeytinyağı 1 L; Yudum Egemden Sızma Zeytinyağı 1 L; Yudum Şef Gibi Sızma Zeytinyağı 500 ml; Üstad Erken Hasat Soğuk Sıkım Zeytiny…; Kırlangıç Naturel Sızma Zeytinyağı 1 L; Kırlangıç Riviera Zeytinyağı 1 L; Dubai Fusion Sarımsak ve Zeytinyağı N…
Mar 2026,Other Food Products,Grissini,Kg,2.1,316.8,665.28,279.2,586.32,279.2,586.32,3,Nimet Kepekli Grissini 125 G; Ülker Altınbaşak Çavdarlı Karabuğdayl…; Nimet Sade Grissini 125 G
Apr 2026,Dairy Products,Yogurt,Kg,59.7,66.89,3993.33,58.67,3502.6,32.78,1956.97,38,"Üstad Gurme Yoğurt 750 G; Birşah Tam Kıvamında Homojenize Yoğur…; Birşah Tam Kıvamında Homojenize Yoğur…; Birşah Tam Kıvamında Homojenize Yoğur…; Birşah Tam Kıvamında Yoğurt 1,5 KG; Birşah Tam Yağlı Homojenize Yoğurt 3 …; Birşah Tam Yağlı Homojenize Yoğurt 3 …; Birşah Yarım Yağlı Homojenize Yoğurt …; Sek Az Yağlı Yoğurt 3 Kg; Sek Yarım Yağlı Yoğurt 750 G; Yörsan Tam Yağlı Yoğurt 1 Kg; Birşah Tam Kıvamında Homojenize Yoğur…; Birşah Tam Kıvamında Yoğurt 1500 G; Yörükoğlu Az Yağlı Yoğurt 9 Kg; Eker Yarım Yağlı Bidon Yoğurt 2 Kg; Kebir Bidon Yoğurt 1500 G; Sek Az Yağlı Yoğurt 9 KG; Torku Yoğurt 5 Kg; Yörükoğlu Yarım Yağlı Yoğurt 2 Kg; Torku Yarım Yağlı Yoğurt 2 Kg; Torku Yarım Yağlı Yoğurt 750 Ml; Eker Yoğurt 200 G; Eker Efsane Yoğurt 4x250 G; Torku Yoğurt 200 G; Birşah Tam Yağlı Homojenize Yoğurt 3 …; Birşah Yarım Yağlı Homojenize Yoğurt …; Birşah Yarım Yağlı Homojenize Yoğurt …; Birşah Tam Yağlı Homojenize Yoğurt 1,…; Birşah Tam Yağlı Homojenize Yoğurt 50…; Torku Yarım Yağlı Yoğurt 1 Kg; İçim Yarım Yağlı Yoğurt 5 Kg; Eker Yarım Yağlı Yoğurt 5 Kg; İçim Yoğurt 1200 G; Yörsan Bidon Yoğurt 2 Kg; Yörsan Yarım Yağlı Yoğurt 5 Kg; Yörükoğlu Az Yağlı Yoğurt 3 Kg; Yörsan Yarım Yağlı Homojenize Bidon Y…; Torku Az Yağlı Yoğurt 9 Kg"
Apr 2026,Dairy Products,White Cheese,Kg,5.7,288.11,1642.23,248.75,1417.88,119.33,680.18,53,Üstad Tam Yağlı Olgunlaştırılmış Beya…; Peynes Süzme Yarım Yağlı Taze Beyaz P…; Muratbey Sürmeli Tam Yağlı Taze Peyni…; Bahçıvan Yarım Yağlı Süzme Beyaz Peyn…; Pınar Kahvaltı Keyfi Tam Yağlı Beyaz …; Ahir Beyaz Peynir 250 G; Bozbeyi 3 Tat Klasik Peynir 525 G; Torku Yarım Yağlı Süzme Beyaz Peynir …; Taciroğlu İnek Klasik Beyaz Peynir 50…; Peynes Tam Yağlı Taze Beyaz Peynir 75…; Sek Dilimli Klasik İnek Beyaz Peyniri…; Kaanlar Az Yağlı Taze Peynir 1 Kg; Kuzucu Az Yağlı Beyaz Peynir 1 Kg; Teksüt Tam Yağlı Yumuşak Kıvamlı Beya…; Bozbeyi İnek Gurme Klasik Peynir 600 G; Bozbeyi Lokum Klasik Beyaz Peyniri 35…; Bozbeyi 3 Tat Klasik Peynir 525 G; Pınar Tam Yağlı Süzme Beyaz Peynir 25…; Ahir Yarım Yağlı Beyaz Peynir 1500 G; Ahir Yarım Yağlı Beyaz Peynir 1 Kg; Peynes Süzme Tam Yağlı Taze Beyaz Pey…; Yörükoğlu Süzme Beyaz Peynir 400 G; Ahir Yarım Yağlı Taze Beyaz Peynir 90…; Tahsildaroğlu Olgunlaştırılmış Kırık …; Ahir Tam Yağlı Taze Beyaz Peynir 750 G; İçim Tam Yağlı Taze Beyaz Peynir 900 G; Pınar Tam Yağlı Süzme Beyaz Peynir 1 …; Kaanlar Olgunlaştırılmış Klasik İnek …; Sütaş Tam Yağlı Beyaz Peynir 700 G; Ahir Tam Yağlı Taze Beyaz Peynir 1 Kg; Peynes Süzme Tam Yağlı Taze Beyaz Pey…; Ahir Yarım Yağlı Beyaz Peynir 650 G; Torku Tam Yağlı Süzme Beyaz Peynir 45…; Torku Tam Yağlı Beyaz Peynir 1 Kg; Kaanlar Trakya Tam Yağlı Beyaz Peynir…; Ahir Az Yağlı Taze Peynir 1 Kg; Sütaş Yarım Yağlı Süzme Beyaz Peynir …; Kaanlar Beyaz Peynir 1 Kg; Sek Tam Yağlı Beyaz Peynir 800 G; Sek Tam Yağlı Olgunlaştırılmış Beyaz …; Kaanlar Tam Yağlı Taze Beyaz Peynir 4…; Yörsan Tam Yağlı Beyaz Peynir 750 G; Ekici Beyaz Peynir 800 G; Tahsildaroğlu Tam Yağlı Beyaz Peynir …; Bahçıvan Tam Yağlı Taze Beyaz Peynir …; Ünal Klasik Dilimli Beyaz Peynir 450 G; Altınkılıç Tam Yağlı Olgunlaştırılmış…; Yörsan Tam Yağlı Süzme Beyaz Peynir 1…; Teksüt Tam Yağlı Beyaz Peynir 900 G; Taciroğlu Tam Yağlı Taze Tava Beyaz P…; Sek Közlenmiş ve Acı Biberli Taze Pey…; Peysan Biberli Tam Yağlı Taze Peynir …; Kiri Kekikli Tam Yağlı Taze Peynir 15…
Apr 2026,Meat and Protein,Cubed Meat / Lamb Meat,Kg,4.6,772.5,3553.5,772.5,3553.5,772.5,3553.5,1,Kombinet Dana Kuşbaşı 400 G
Apr 2026,Meat and Protein,Chicken,Kg,10.3,188.6,1942.58,179.0,1843.7,69.5,715.85,119,"Keskinoğlu Bütün Tavuk 1640 G; Besler Poşetli Bütün Tavuk 1650 G; Erpiliç Poşetli Bütün Piliç Dondurulm…; Besler Tavuk Bonfile 500 G; Besler Tavuk Kanat 550 G; Besler Tavuk Pirzola 500 G; İmren Poşetli Bütün Tavuk 1750 G; Banvit Piliç Baget Dondurulmuş 1,5 Kg; Lezita Dondurulmuş Piliç Bonfile 700 G; Lezita Piliç But Izgara Dondurulmuş 1…; Gedik Tavuk Kalçalı But 750 G; Gedik Tavuk Bonfile 750 G; Gedik Tavuk Baget 1200 G; Gedik Tavuk Kanat 750 G; Gedik Tavuk Pirzola 750 G; Gedik Tavuk Izgara Tavalık But 750 G; Lezita Dondurulmuş Tavuk Pirzola 1350…; Gedik Bütün Tavuk Poşet 1800 G; Hastavuk Poşetli Bütün Tavuk 1600 G; Hastavuk Dondurulmuş Poşetli Bütün Pi…; Doyfarm Kalçalı Tavuk But 1 Kg; Banvit Bütün Tavuk 1425 G; Lezita Poşetli Bütün Tavuk 1600 G; Keskinoğlu Dondurulmuş Poşetli Bütün …; Lezita Poşetli Bütün Piliç Dondurulmu…; Keskinoğlu Piliç Bütün Poşet Dondurul…; Aspiliç Poşetli Bütün Piliç Dondurulm…; Lezita Fırınlık Tavuk Dondurulmuş 330…; Bupiliç Bütün Tavuk 1,3 Kg; Doyfarm Poşetli Bütün Tavuk 1700 G; Bakpiliç Tavuk Bonfile 600 G; Bakpiliç Tavuk Baget 850 G; Bakpiliç Izgara Tavalık Tavuk But 600…; Bakpiliç Tavuk Kanat 550 G; Bakpiliç Tavuk But İncik 600 G; Bakpiliç Tavuk Pirzola 600 G; Bakpiliç Kalçalı Tavuk But 825 G; Bakpiliç Poşetli Bütün Tavuk 1800 G; Hastavuk Bütün Tavuk 1600 G; Gedik Dondurulmuş Bütün Piliç 2 Kg; Bupiliç Poşetli Bütün Tavuk 1,7 Kg; Lezita Bütün Tavuk 1,5 Kg; Keskinoğlu Bütün Tavuk 1350 G; Banvit Bütün Poşet Piliç Dondurulmuş …; Besler Tavuk Baget 1 Kg; Bupiliç Tavuk Baget 1 Kg; Aspiliç Dondurulmuş Piliç Izgara But …; İmren Izgara Tavalık Tavuk But 600 G; Doyfarm Tavuk Kanat 500 G; Bupiliç Tavuk Kanat 500 G; Hastavuk Dondurulmuş Tavuk Baget 1200…; Hastavuk Izgara Tavalık Tavuk But 650…; Doyfarm Tavuk But İncik 600 G; Besler Izgara Tavalık Tavuk But 500 G; Hastavuk Kalçalı Tavuk But 700 G; Bupiliç Kalçalı Tavuk But 1 Kg; Besler Tavuk Kalçalı But 750 G; Keskinoğlu Kalçalı Tavuk But 650 G; Lezita Tavuk Kalçalı But 1100 G; Lezita Tavuk But İncik 650 G; Besler Tavuk But İncik 750 G; Bupiliç Tavuk But İncik 700 G; Keskinoğlu Tavuk İncik But 600 G; İmren Tavuk Kanat 500 G; Erpiliç Piliç Izgara But Dondurulmuş …; Doyfarm Izgara Tavalık Tavuk But 750 G; Keskinoğlu Izgara Tavalık Tavuk But 6…; Doyfarm Tavuk Baget 1250 G; Lezita Tavuk Baget 1150 G; Lezita Dondurulmuş Piliç Izgara Kanat…; Lezita Tavuk Kanat 600 G; Lezita Piliç Baget Dondurulmuş 1 Kg; Doyfarm Tavuk Bonfile 750 G; Bupiliç Tavuk Pirzola 700 G; Keskinoğlu Tavuk Kanat 650 G; Lezita Tavuk Pirzola 700 G; İmren Tavuk Bonfile 850 G; Bupiliç Izgara Tavalık Tavuk But 600 G; Keskinoğlu Tavuk Pirzola 650 G; Keskinoğlu Tavuk Bonfile 675 G; Hastavuk Tavuk Kanat 550 G; Hastavuk Tavuk Bonfile 700 G; İmren Tavuk Baget 1 Kg; Lezita Bütün Poşet Piliç Dondurulmuş …; Lezita Izgara Tavalık Tavuk But 620 G; Pamukkale Kanat Piliç Dondurulmuş 125…; Hastavuk Tavuk Pirzola 600 G; Hastavuk Dondurulmuş Piliç Bonfile 1 …; Doyfarm Tavuk Pirzola 750 G; İmren Tavuk Kalçalı But 1 Kg; İmren Tavuk Pirzola 1 Kg; Bupiliç Tavuk Bonfile 600 G; Lezita Tavuk Bonfile 650 G; Hastavuk Tavuk Baget 1150 G; Keskinoğlu Tavuk Baget 850 G; İmren Tavuk But İncik 650 G; Aspiliç Dondurulmuş Piliç Bonfile 1 Kg; Gedik Burger Piliç 1 Kg; Hastavuk Piliç Bütün Göğüs Dondurulmu…; Şenpiliç Piliç Kök Kanat Dondurulmuş …; Yıldız Çiftliği Piliç Pirzola Donduru…; Bakpiliç Parmak Tavuk Bonfile Tabak 6…; Gedik Poşetli Bütün Piliç Dondurulmuş…; Gedik Parmak Tavuk Bonfile Tabak 725 G; Keskinoğlu Parmak Tavuk Bonfile Tabak…; Keskinoğlu Tavuk Kanat Tabak 810 G; Keskinoğlu Tavuk Bonfile Tabak 870 G; Keskinoğlu Tavuk But Izgara Tava 810 G; Keskinoğlu Baget Tavuk Tabak 830 G; Keskinoğlu Tavuk Kalçalı But Tabak 84…; Keskinoğlu Tavuk Pirzola Tabak 800 G; Gedik Izgara Tava Tavuk But 725 G; Gedik Tavuk Bonfile 725 G; Gedik Kalçalı Tavuk But 725 G; Gedik Tavuk Pirzola 725 G; Gedik Tavuk Kanat 725 G; Gedik Tavuk Baget 725 G; Banvit Piliç Bonfile Dondurulmuş 900 G; Tada Salsa Soslu Patatesli Tavuk 250 G"
Apr 2026,Meat and Protein,Fish,Kg,6.9,242.17,1670.97,209.0,1442.1,190.0,1311.0,6,Balık Dünyası Somon Dilim Dondurulmuş…; Balık Dünyası Dondurulmuş Temizlenmiş…; Erba Dilimli Somon Dondurulmuş 500 G; Balık Dünyası Dondurulmuş Temizlenmiş…; Balık Dünyası Sardalya Dondurulmuş 50…; Oyuncak Havuzlu Balık Yakalama
