Listing_ID,City,District,Rooms,Price
1279806485,Zonguldak,SoğuksuBahçelievler Mh.,2+1,25000.0
1302439167,Zonguldak,SoğuksuBahçelievler Mh.,3+1,35000.0
1296646152,Zonguldak,SoğuksuBahçelievler Mh.,2+1,26000.0
1295997465,Zonguldak,RüzgarlımeşeYeşil Mh.,3+1,29000.0
1288038611,Zonguldak,SoğuksuBahçelievler Mh.,3+1,26000.0
1298411446,Zonguldak,SoğuksuBahçelievler Mh.,1+1,12000.0
1302577463,Zonguldak,SoğuksuBahçelievler Mh.,1+1,25000.0
1244436317,Zonguldak,Soğuksuİncivez Mh.,1+1,2500.0
1305340189,Zonguldak,Soğuksuİncivez Mh.,1+1,10000.0
1299771121,Zonguldak,Soğuksuİncivez Mh.,1+1,16000.0
1305311178,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,2+1,20000.0
1299557574,Zonguldak,SoğuksuTerakki Mah.,3+0,15000.0
1270289590,Zonguldak,Soğuksuİncivez Mh.,1+1,17500.0
1288666267,Zonguldak,SoğuksuTerakki Mah.,1+1,15500.0
1281439959,Zonguldak,Soğuksuİncivez Mh.,1+1,13000.0
1180594524,Zonguldak,Soğuksuİncivez Mh.,1+1,12000.0
1296711294,Zonguldak,SoğuksuBahçelievler Mh.,2+1,19000.0
1305147585,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,2+1,21500.0
1293852894,Zonguldak,SoğuksuBahçelievler Mh.,3+1,25000.0
1276776896,Zonguldak,RüzgarlımeşeTepebaşı Mh.,3+1,45000.0
1272982769,Zonguldak,SoğuksuBahçelievler Mh.,1+1,15000.0
1304870172,Zonguldak,SoğuksuTerakki Mah.,1+1,12000.0
1268269911,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,2+1,20000.0
1252601934,Zonguldak,SoğuksuBahçelievler Mh.,2+1,15000.0
1278225190,Zonguldak,Soğuksuİncivez Mh.,1+1,11000.0
1299403016,Zonguldak,Soğuksuİncivez Mh.,1+1,13500.0
1274315886,Zonguldak,SoğuksuBahçelievler Mh.,3+1,25000.0
1249494872,Zonguldak,Soğuksuİncivez Mh.,1+1,13000.0
1287153695,Zonguldak,SoğuksuBahçelievler Mh.,2+1,22000.0
1298701725,Zonguldak,SoğuksuTerakki Mah.,1+1,13500.0
1298843928,Zonguldak,SoğuksuBahçelievler Mh.,1+1,18000.0
1299141683,Zonguldak,RüzgarlımeşeTepebaşı Mh.,3+1,28000.0
1242946039,Zonguldak,SoğuksuBahçelievler Mh.,2+1,24500.0
1293424521,Zonguldak,SoğuksuBahçelievler Mh.,1+1,14500.0
1293044849,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,Stüdyo (1+0),14000.0
1270514150,Zonguldak,Soğuksuİncivez Mh.,1+1,14000.0
1299355510,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,3+1,27500.0
1293577599,Zonguldak,SoğuksuTerakki Mah.,1+1,17500.0
1094877256,Zonguldak,SoğuksuOn Temmuz Mah.,1+1,23500.0
1304940800,Zonguldak,YeniçarşıMithatpaşa Mh.,2+1,12000.0
1304937159,Zonguldak,Soğuksuİncivez Mh.,1+1,13000.0
1293594230,Zonguldak,SoğuksuBahçelievler Mh.,1+1,25000.0
1302081928,Zonguldak,SoğuksuTerakki Mah.,1+1,30000.0
1304887142,Zonguldak,SoğuksuBahçelievler Mh.,3+1,30000.0
1301482137,Zonguldak,SoğuksuBahçelievler Mh.,2+1,26000.0
1299195751,Zonguldak,SoğuksuTerakki Mah.,2+1,25000.0
1287928777,Zonguldak,RüzgarlımeşeTepebaşı Mh.,2+1,10000.0
1271028799,Zonguldak,SoğuksuTerakki Mah.,2+1,8000.0
1266268274,Zonguldak,SoğuksuTerakki Mah.,2+1,18000.0
1301984289,Zonguldak,SoğuksuBahçelievler Mh.,1+1,12000.0
1275954592,Zonguldak,SoğuksuBahçelievler Mh.,3+1,25000.0
1297123313,Zonguldak,Soğuksuİncivez Mh.,1+1,12000.0
1266105847,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,2+1,17000.0
1278482571,Zonguldak,RüzgarlımeşeTepebaşı Mh.,3+1,25000.0
1292896283,Zonguldak,SoğuksuBahçelievler Mh.,2+1,30000.0
1233294704,Zonguldak,RüzgarlımeşeYeşil Mh.,2+1,12500.0
1304686192,Zonguldak,YeniçarşıMithatpaşa Mh.,2+1,17500.0
1301872208,Zonguldak,RüzgarlımeşeTepebaşı Mh.,2+1,20500.0
1304627959,Zonguldak,SoğuksuBahçelievler Mh.,3+1,25000.0
1254761441,Zonguldak,SoğuksuBahçelievler Mh.,2+1,17500.0
1264422640,Zonguldak,SoğuksuBahçelievler Mh.,2+1,20000.0
1304594621,Zonguldak,SoğuksuBahçelievler Mh.,1+1,15500.0
1301990940,Zonguldak,SoğuksuBahçelievler Mh.,1+1,17500.0
1301777159,Zonguldak,Soğuksuİncivez Mh.,1+1,16000.0
1304538487,Zonguldak,Soğuksuİncivez Mh.,1+1,18000.0
1304533201,Zonguldak,SoğuksuTerakki Mah.,1+1,15000.0
1290591715,Zonguldak,SoğuksuBahçelievler Mh.,3+1,25000.0
1280516826,Zonguldak,SoğuksuBahçelievler Mh.,1+1,17000.0
846763662,Zonguldak,Soğuksuİncivez Mh.,1+1,15000.0
1272601665,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,2+1,20000.0
1304411849,Zonguldak,RüzgarlımeşeTepebaşı Mh.,2+1,32000.0
1295915834,Zonguldak,SoğuksuBahçelievler Mh.,2+1,26000.0
1293199506,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,4+1,19000.0
1291246186,Zonguldak,Soğuksuİncivez Mh.,1+1,15000.0
1302001662,Zonguldak,Soğuksuİncivez Mh.,1+1,13000.0
1301490544,Zonguldak,Soğuksuİncivez Mh.,1+1,15000.0
1295406362,Zonguldak,SoğuksuBahçelievler Mh.,3+1,27000.0
1301773226,Zonguldak,Soğuksuİncivez Mh.,1+1,15000.0
1298771684,Zonguldak,Soğuksuİncivez Mh.,1+1,17000.0
1295191253,Zonguldak,Soğuksuİncivez Mh.,1+1,15000.0
1304272934,Zonguldak,SoğuksuTerakki Mah.,2+1,13000.0
1304268737,Zonguldak,SoğuksuTerakki Mah.,2+1,20000.0
1271820288,Zonguldak,Soğuksuİncivez Mh.,2+1,17000.0
1298708674,Zonguldak,İkincimakasBaştarla Mh.,2+1,20000.0
1298705562,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,2+1,20000.0
1277638173,Zonguldak,RüzgarlımeşeMeşrutiyet Mh.,3+1,30000.0
1298865963,Zonguldak,SoğuksuBahçelievler Mh.,1+1,18000.0
1263863064,Zonguldak,RüzgarlımeşeYeni Mah.,2+1,20000.0
1279704336,Zonguldak,SoğuksuBahçelievler Mh.,3+1,25500.0
1293003090,Zonguldak,SoğuksuBahçelievler Mh.,3+1,30000.0
1265832785,Zonguldak,SoğuksuOn Temmuz Mah.,2+0,25000.0
