product_name,price,product_id,regular_price,is_discounted,discount_pct,category,product_url,image_url,in_stock,scrape_date,scrape_timestamp
Chupa Chups Crazy Dips Çilek Aromalı 14 Gr,21.5,18014,,False,,Atıştırmalık,https://www.hapeloglu.com/chupa-chups-crazy-dips-çilek-aromalı-14-gr-18014,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/chupa-chups-crazy-dips-cilek-aromali-1-a0c682.jpg,True,2026-08-16,2026-08-16T04:03:53
Chupa Chups Saplı Şeker XXL,21.5,1225,,False,,Atıştırmalık,https://www.hapeloglu.com/chupa-chups-sapli-seker-xxl-1225,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/chupa-chups-sapli-seker-xxl--fe71-.jpg,True,2026-08-16,2026-08-16T04:03:53
Chupa Chups Şeker Melody Pops Çilek,18.0,1228,,False,,Atıştırmalık,https://www.hapeloglu.com/chupa-chups-seker-melody-pops-cilek-1228,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/chupa-chups-seker-melody-pops-cilek-990b98.jpg,True,2026-08-16,2026-08-16T04:03:53
Cips Crunch ve Stick Kg,145.0,12827,,False,,Atıştırmalık,https://www.hapeloglu.com/cips-crunch-ve-stick-kg-12827,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/buyuk/cips-crunch-ve-stick-kg-e3c-b5.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Ketçap 160 g,80.0,17993,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-ketçap-145-gr-17993,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-ketcap-145-gr-ac4227.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Ketçaplı 104 Gr,60.0,6292,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-ketcapli-108-gr-6292,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-ketcapli-108-gr-616b-4.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Kokoreç Tadında 125 g,60.0,19969,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-kokoreç-tadında-125-g-19969,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-kokorec-tadinda-125-g--fb334.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Orijinal Deniz Tuzlu Süper 104 Gr,60.0,4717,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-orijinal-deniz-tuzlu-super-104-gr-4717,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-orijinal-deniz-tuzlu-super-104-g-24c4-e.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Orıgınal Deniz Tuzlu Mega Paket 195 g,69.5,19968,90.0,True,22.8,Atıştırmalık,https://www.hapeloglu.com/cipso-orıgınal-deniz-tuzlu-195-g-19968,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-original-deniz-tuzlu-mega-paket--b4fe79.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Patates Cipsi Klasik Sade Mega Paket 195 g,69.5,20036,90.0,True,22.8,Atıştırmalık,https://www.hapeloglu.com/cipso-patates-cipsi-klasik-sade-mega-paket-195-g-20036,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-patates-cipsi-klasik-sade-mega-p-9a-91a.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Peynir Soğan Aromalı 160 Gr,80.0,17099,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-peynir-soğan-aromalı-160-gr-17099,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-peynir-sogan-aromali-160-gr-c738f4.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Peynir Soğan Aromalı 160 Gr %20 Daha Fazla,80.0,18057,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-peynir-soğan-aromalı-160-gr-20-daha-fazla-18057,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-peynir-sogan-aromali-160-gr-20-d-520285.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Peynir Ve Soğan 104 Gr,60.0,17098,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-peynir-ve-soğan-104-gr-17098,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-peynir-ve-sogan-104-gr-38-be2.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Sosisli Tadında 125 g,60.0,19966,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-sosisli-tadında-125-g-19966,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-sosisli-tadinda-125-g-a33ea-.jpg,True,2026-08-16,2026-08-16T04:03:53
Cipso Süper Yoğurt Ve Mevsim Yeşillikleri 104 Gr,60.0,7306,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-super-yogurt-ve-mevsim-yesillikleri-104-gr-7306,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-super-yogurt-ve-mevsim-yesillikl-c8a-41.jpeg,True,2026-08-16,2026-08-16T04:03:53
Cipso İnce Klasik 104 g,60.0,15703,,False,,Atıştırmalık,https://www.hapeloglu.com/cipso-ince-klasik-104-gr-15703,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/cipso-ince-klasik-104-gr-53-832.jpg,True,2026-08-16,2026-08-16T04:03:53
Damla Meyveli Jelibon Kg,200.0,479,,False,,Atıştırmalık,https://www.hapeloglu.com/bebeto-meyveli-jelibon-kg-479,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/bebeto-meyveli-jelibon-kg-3-58f4.jpg,True,2026-08-16,2026-08-16T04:03:53
Dankek 8 Kek Orman Meyveli 55 Gr,14.0,9499,,False,,Atıştırmalık,https://www.hapeloglu.com/dankek-8-kek-orman-meyveli-55-gr-9499,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dankek-8-kek-orman-meyveli-55-gr-f-8fe9.jpeg,True,2026-08-16,2026-08-16T04:03:53
Dankek 8 Kek Orman Meyveli Mini 162 Gr,59.5,17269,,False,,Atıştırmalık,https://www.hapeloglu.com/dankek-8-kek-orman-meyveli-mini-162-gr-17269,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/buyuk/dankek-8-kek-orman-meyveli-mini-162-gr-8-b179.jpg,True,2026-08-16,2026-08-16T04:03:53
Dankek 8 Kek Çikolatalı Duble 55Gr,14.0,8159,,False,,Atıştırmalık,https://www.hapeloglu.com/dankek-8-kek-cikolatali-duble-55gr-8159,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dankek-8-kek-cikolatali-duble-55gr-89cd4e.jpg,True,2026-08-16,2026-08-16T04:03:53
Dankek 8 Kek Çikolatalı Muzlu 55Gr,14.0,895,,False,,Atıştırmalık,https://www.hapeloglu.com/dankek-8-kek-cikolatali-muzlu-55gr-895,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dankek-8-kek-cikolatali-muzlu-55gr-3d2050.jpg,True,2026-08-16,2026-08-16T04:03:53
Dankek 8 Kek Çikolatalı Çilekli 55Gr,14.0,814,,False,,Atıştırmalık,https://www.hapeloglu.com/dankek-8-kek-cikolatali-cilekli-55gr-814,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dankek-8-kek-cikolatali-cilekli-55gr-9c3ea9.jpg,True,2026-08-16,2026-08-16T04:03:53
Dankek Mousse Çikolatalı 45 Gr,24.9,12909,,False,,Atıştırmalık,https://www.hapeloglu.com/dankek-mousse-cikolatali-45-gr-12909,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dankek-mousse-cikolatali-45-gr-a4f-07.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Extreme Mexicano Acı Baharatlı 101 g,60.0,5506,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-extreme-mexicano-aci-baharatli-131-gr-5506,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/doritos-extreme-mexicano-aci-baharatli-4-877d.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Hot Corn Acı Biber 100 Gr,60.0,5507,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-hot-corn-aci-biber-140-gr-5507,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/doritos-hot-corn-aci-biber-140-gr-beaa2d.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Hot Corn Acı Biberli Mısır Cipsi 145 g,80.0,9282,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-hot-corn-aci-biberli-misir-cipsi-162-g-9282,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/doritos-hot-corn-aci-biberli-misir-cip-6ccf96.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Nacho Süper Boy 135 Gr,60.0,5508,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-nacho-super-boy-135-gr-5508,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/doritos-nacho-super-boy-135-gr-5-4c9f.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Parti Nacho Peynirli 145 Gr,80.0,10928,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-parti-nacho-peynirli-162-gr-10928,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/buyuk/doritos-parti-nacho-peynirli-162-gr-9f-495.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Storm Bi Tık Acı 125 g,60.0,19735,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-storm-bi-tık-acı-125-g-19735,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/doritos-storm-bi-tik-aci-125-g-3dd143.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Storm Flamin Hot Lime 125 g,60.0,19727,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-storm-flamin-hot-lime-125-g-19727,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/buyuk/doritos-storm-flamin-hot-lime-125-g-281-45.jpeg,True,2026-08-16,2026-08-16T04:03:53
Doritos Taco 101 Gr,60.0,7255,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-taco-116-gr-7255,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/buyuk/doritos-taco-116-gr-5a46e-.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Taco Parti Boy 145 Gr,80.0,6609,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-taco-parti-boy-170-gr-6609,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/doritos-taco-parti-boy-170-gr--bfe7-.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Turca Haşhaşlı ve Kuru Domates Çeşnili 101 Gr,60.0,9284,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-turca-hashasli-ve-kuru-domates-cesnili-108-gr-9284,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/buyuk/doritos-turca-hashasli-ve-kuru-domates-d8-49c.jpg,True,2026-08-16,2026-08-16T04:03:53
Doritos Twist Cheddar Peyniri Aromalı 115 g,60.0,19737,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-twist-cheddar-peyniri-aromalı-115-g-19737,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/doritos-twist-cheddar-peyniri-aromali--a9198-.jpeg,True,2026-08-16,2026-08-16T04:03:53
Doritos Twist Közlenmiş Kırmızı Biberli 115 g,60.0,19729,,False,,Atıştırmalık,https://www.hapeloglu.com/doritos-twist-közlenmiş-kırmızı-biberli-115-g-19729,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/buyuk/doritos-twist-kozlenmis-kirmizi-biberl--c4ec-.jpg,True,2026-08-16,2026-08-16T04:03:53
Doğal Chipsm Barbekü Soslu  60 Gr,31.5,11607,,False,,Atıştırmalık,https://www.hapeloglu.com/dogal-chipsm-barbeku-soslu-60-gr-11607,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dogal-chipsm-barbeku-soslu-60-gr-d-b89d.jpg,True,2026-08-16,2026-08-16T04:03:53
Doğal Chipsm Cheddar Soslu 60 Gr,31.5,11601,,False,,Atıştırmalık,https://www.hapeloglu.com/dogal-chipsm-cheddar-soslu-60-gr-11601,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dogal-chipsm-cheddar-soslu-60-gr-32ed97.jpg,True,2026-08-16,2026-08-16T04:03:53
Doğal Chipsm Kajun Soslu 60 Gr,31.5,11602,,False,,Atıştırmalık,https://www.hapeloglu.com/dogal-chipsm-kajun-soslu-60-gr-11602,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dogal-chipsm-kajun-soslu-60-gr-002ba4.jpg,True,2026-08-16,2026-08-16T04:03:53
Doğal Chipsm Pirinç Cipsi Deniz Tuzlu Vegan 65 Gr,36.9,18276,,False,,Atıştırmalık,https://www.hapeloglu.com/chipsm-pirinç-cipsi-deniz-tuzlu-vegan-65-gr-18276,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dogal-chipsm-pirinc-cipsi-deniz-tuzlu--a9dcdb.jpg,True,2026-08-16,2026-08-16T04:03:53
Doğal Chipsm Pirinç Cipsi Sumak Çeşnili Zeytin Aromalı Vegan 65 Gr,36.9,18277,,False,,Atıştırmalık,https://www.hapeloglu.com/chipsm-pirinç-cipsi-sumak-çeşnili-zeytin-aromalı-vegan-65-gr-18277,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dogal-chipsm-pirinc-cipsi-sumak-cesnil-1c9-a4.jpg,True,2026-08-16,2026-08-16T04:03:53
Doğal Chipsm Süt Mısır Soslu 60 Gr,31.5,11604,,False,,Atıştırmalık,https://www.hapeloglu.com/dogal-chipsm-sut-misir-soslu-60-gr-11604,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dogal-chipsm-sut-misir-soslu-60-gr-8-195a.jpg,True,2026-08-16,2026-08-16T04:03:53
Doğal Chipsm Thai Sweet Chili Soslu 60 Gr,31.5,11603,,False,,Atıştırmalık,https://www.hapeloglu.com/dogal-chipsm-thai-sweet-chili-soslu-60-gr-11603,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dogal-chipsm-thai-sweet-chili-soslu-60-4c5a-b.png,True,2026-08-16,2026-08-16T04:03:53
Dökme Gofret Kg,99.0,449,,False,,Atıştırmalık,https://www.hapeloglu.com/dokme-gofret-kg-449,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/dokme-gofret-kg-94e-19.jpg,True,2026-08-16,2026-08-16T04:03:53
Elit  Kokteyl Kg,840.0,441,,False,,Atıştırmalık,https://www.hapeloglu.com/elit-kokteyl-kg.-441,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/elit-kokteyl-kg-20b-3b.png,True,2026-08-16,2026-08-16T04:03:53
Elit Çikolata 20 Gr Nazar Boncuğu,33.5,2428,,False,,Atıştırmalık,https://www.hapeloglu.com/elit-cikolata-20-gr-nazar-boncugu-2428,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/elit-cikolata-20-gr-nazar-boncugu-8f6da5.jpg,True,2026-08-16,2026-08-16T04:03:53
Elit Çikolata Fındık Krema Dolgulu Sütlü 35 g,38.5,12434,,False,,Atıştırmalık,https://www.hapeloglu.com/elit-cikolata-findik-krema-dolgulu-sutlu-35-gr-12434,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/elit-cikolata-findik-krema-dolgulu-sut-0fdb-4.jpg,True,2026-08-16,2026-08-16T04:03:53
Elit Çikolata Çilek Aromalı Krema Dolgulu Sütlü 35 Gr,38.5,12438,,False,,Atıştırmalık,https://www.hapeloglu.com/elit-cikolata-cilek-aromali-krema-dolgulu-sutlu-35-gr-12438,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/elit-cikolata-cilek-aromali-krema-dolg-c09-8a.jpg,True,2026-08-16,2026-08-16T04:03:53
Elma Kurusu kg,535.0,11248,,False,,Atıştırmalık,https://www.hapeloglu.com/elma-kurusu-kg-11248,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/elma-kurusu-kg-8d-8ab.png,True,2026-08-16,2026-08-16T04:03:53
Eti Ahenk Gofret 50 gr Sütlü Çikolatalı,30.0,1314,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-ahenk-gofret-50-gr-sutlu-cikolatali-1314,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-ahenk-gofret-50-gr-sutlu-cikolatal-6a7-8c.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Antep Fıstıklı Çubuk Çikolata 17 Gr,22.0,8914,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-antep-fistikli-cubuk-cikolata-17-gr-8914,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-antep-fistikli-cubuk-cikolata-17-g--f32d-.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Antep Fıstıklı Çubuk Çikolata 34 Gr,43.0,1350,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-antep-fistikli-cubuk-cikolata-34-gr-1350,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-antep-fistikli-cubuk-cikolata-34-g-181948.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Balık Kraker 40 g,11.0,1435,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-balik-kraker-50-gr-1435,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-balik-kraker-50-gr-a-b7a6.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Balık Kraker 85 Gr,21.0,1457,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-balik-kraker-135-gr-1457,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-balik-kraker-135-gr--beae-.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Balık Kraker Mısırlı 40 gr Mini,14.0,1327,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-balik-kraker-misirli-40-gr-mini-1327,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-balik-kraker-misirli-40-gr-mini-ebd-1a.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Balık Kraker Mısırlı 70 gr Mini,22.0,8922,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-balik-kraker-misirli-70-gr-mini-8922,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/buyuk/eti-balik-kraker-misirli-70-gr-mini-80b-84.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Benimo Bitter Çikolatalı 80 Gr,35.0,8921,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-benimo-bitter-cikolatali-80-gr-8921,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-benimo-bitter-cikolatali-80-gr-78-695.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Benimo Kombo Cookie 84 g,33.0,19771,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-benimo-kombo-cookie-84-g-19771,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-benimo-kombo-cookie-84-g--8cbf3.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Benimo Kombo Fındıklı Kremalı 84 g,33.0,20005,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-benimo-kombo-fındıklı-kremalı-84-g-20005,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-benimo-kombo-findikli-kremali-84-g-1-487a.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Benimo Kombo Stick 56 g,28.0,19012,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-benimo-kombo-stick-56-g-19012,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-benimo-kombo-stick-56-g-3d5a-4.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Benimo Çikolatalı 80 Gr,35.0,1320,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-benimo-cikolatali-80-gr-1320,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-benimo-cikolatali-80-gr-95b1-2.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Benim’o Kombo Kremalı Bisküvi 96 g,33.0,19890,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-benim’o-kombo-kremalı-bisküvi-96-g-19890,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-benim-o-kombo-kremali-biskuvi-96-g-478e-a.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Bidolu Gofret Yer Fıstıklı Fındık Kremalı 81 Gr,40.0,8899,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-bidolu-gofret-yer-fistikli-findik-kremali-81-gr-8899,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-bidolu-gofret-yer-fistikli-findik--cd1e22.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Bidolu Gofret Yer Fıstıklı Fındıklı 36 Gr,20.0,1437,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-bidolu-gofret-yer-fistikli-findikli-36-gr-1437,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-bidolu-gofret-yer-fistikli-findikl-6d5b76.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Bidolu Gofret Yer Fıstıklı Kakao Kremalı 81 Gr,40.0,8910,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-bidolu-gofret-yer-fistikli-kakao-kremali-81-gr-8910,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/buyuk/eti-bidolu-gofret-yer-fistikli-kakao-k-4e2-88.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Bidolu Gofret Yer Fıstıklı Kakaolu 36 Gr,20.0,1385,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-bidolu-gofret-yer-fistikli-kakaolu-36-gr-1385,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-bidolu-gofret-yer-fistikli-kakaolu-db01e4.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Bol Fındıklı Çikolata 30 Gr,37.5,1388,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-bol-findikli-cikolata-30-gr-1388,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-bol-findikli-cikolata-30-gr-03bdff.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Browni Gold Vişneli 45 Gr,15.0,1346,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-browni-gold-visneli-45-gr-1346,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-browni-gold-visneli-45-gr-c3-bb4.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Browni Gold Çikolatalı 45 Gr,15.0,1363,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-browni-gold-cikolatali-45-gr-1363,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-browni-gold-cikolatali-45-gr-6e3f2d.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Browni Kakao Soslı Çikolatalı Kek 180 Gr,59.9,1342,69.0,True,13.2,Atıştırmalık,https://www.hapeloglu.com/eti-browni-kakao-sosli-cikolatali-kek-180-gr-1342,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-browni-kakao-sosli-cikolatali-kek--46-376.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Browni Patisserie Çikolata Soslu Kek 165 Gr,94.0,9523,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-browni-patisserie-cikolata-soslu-kek-165-gr-9523,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-browni-patisserie-cikolata-soslu-k--abe3-.jpg,True,2026-08-16,2026-08-16T04:03:53
Eti Browni Selection Fındıklı Çikolatalı Kek 285 g,120.0,18972,,False,,Atıştırmalık,https://www.hapeloglu.com/eti-browni-selection-fındıklı-çikolatalı-kek-285-g-18972,https://static.ticimax.cloud/36626/Uploads/UrunResimleri/thumb/eti-browni-selection-findikli-cikolata-61-997.jpg,True,2026-08-16,2026-08-16T04:03:53
