Category,Name,Current Price,Original Price
El Aletleri,Total LI-ION AKÜLÜ EKSANTRİK ZIMPARA SOLO TROSLI2001,"2.973,90 TL","2.973,90 TL"
El Aletleri,Total LI-ION AKÜLÜ DAİRE TESTERE TSLI1851,"4.748,65 TL","4.748,65 TL"
El Aletleri,Total LI-ION AKÜLÜ CIRCIRLI SOMUN SÖKME (SOLO) TDRLI2060151,"3.117,80 TL","3.117,80 TL"
El Aletleri,Total LI-ION AKÜLÜ ÇOK AMAÇLI KESİCİ (SOLO) TMLI2022,"2.158,48 TL","2.158,48 TL"
El Aletleri,Total LI-ION AKÜLÜ SOMUN SÖKME 1350NM (SOLO) TIWLI201351,"17.987,33 TL","17.987,33 TL"
El Aletleri,Total LI-ION AKÜLÜ KIRICI DELİCİ 4.5J SOLO TRHLI20288,"7.626,63 TL","7.626,63 TL"
El Aletleri,Total LI-ION AKÜLÜ SOMUN SÖKME (SOLO) TIWLI20851,"7.194,93 TL","7.194,93 TL"
El Aletleri,Total LI-ION AKÜLÜ SOMUN SIKMA 500Nm (SOLO) TIWLI20501,"4.556,79 TL","4.556,79 TL"
El Aletleri,Total LI-ION AKÜLÜ DARBELİ MATKAP 66NM (SOLO) TIDLI206681,"3.789,33 TL","3.789,33 TL"
El Aletleri,Total Li-Ion Akülü Çim Biçme Makinesi TLMLI20186,"23.935,13 TL","23.935,13 TL"
El Aletleri,Total LI-ION AKÜLÜ TIRPAN TSTLI202521,"14.150,03 TL","14.150,03 TL"
El Aletleri,Total Li-Ion Akülü Çit Kesme Makinesi THTLI20461,"4.604,76 TL","4.604,76 TL"
El Aletleri,Total Li-Ion Akülü Kenar Ot Kesme Makinesi TGTLI20301,"3.789,33 TL","3.789,33 TL"
El Aletleri,Total LI-ION AKÜLÜ TELESKOPİK YÜKSEK DAL KESME MAKİNESİ TPSLI200815,"11.463,92 TL","11.463,92 TL"
El Aletleri,Total Lİ-ION AKÜLÜ 40V ZİNCİRLİ TESTERE TGSLI401682,"15.349,18 TL","15.349,18 TL"
El Aletleri,"Total LI-ION AKÜLÜ AVANTAJ SET - DAİRE TESTERE, ÇİVİ TABANCASI TOSLI240866E","15.828,85 TL","15.828,85 TL"
El Aletleri,Total LI-ION AKÜLÜ SET - TMLI2022 ÇOK AMAÇLI KESİCİ & TSHSLI2014 TİTREŞİMLİ ZIMPARA TCKLI20276E,"5.707,98 TL","5.707,98 TL"
El Aletleri,Total Li-Ion Akülü El Süpürgesi TVLI20126,"6.475,44 TL","6.475,44 TL"
El Aletleri,Total Şarjlı Askılı Çalışma Işığı TWLI35261,"1.438,99 TL","1.438,99 TL"
El Aletleri,Total Li-Ion Akülü Led Lamba TWLI20258,"4.556,79 TL","4.556,79 TL"
El Aletleri,Total LI-ION AKÜLÜ ÜFLEME MAKİNESİ TABLI204282,"7.146,96 TL","7.146,96 TL"
El Aletleri,Total LI-ION AKÜLÜ BOYA TABANCASI TSGLI20042E,"4.268,99 TL","4.268,99 TL"
El Aletleri,Total LI-ION AKÜLÜ POLİSAJ MAKİNESİ TAPLI20181E,"7.626,63 TL","7.626,63 TL"
El Aletleri,Total LI-ION AKÜLÜ TİTREŞİMLİ ZIMPARA TSHSLI20141,"3.117,80 TL","3.117,80 TL"
El Aletleri,Total LI-ION AKÜLÜ ÇİVİ TABANCASI F15-50 TCBNLI2016,"11.272,06 TL","11.272,06 TL"
El Aletleri,Total LI-ION AKÜLÜ TİLKİ KUYRUĞU TESTETESİ TRSLI11521,"5.228,32 TL","5.228,32 TL"
El Aletleri,Total Li-Ion Akülü Çivi Tabancası F15-35 TCBNLI3508,"8.633,92 TL","8.633,92 TL"
El Aletleri,Total LI-ION AKÜLÜ DAİRE TESTERE TSLI14021,"5.947,81 TL","5.947,81 TL"
El Aletleri,Total LI-ION AKÜLÜ KÖMÜRSÜZ KIRICI DELİCİ 2x5.0AH TRHLI2022875,"12.423,25 TL","12.423,25 TL"
El Aletleri,Total LI-ION AKÜLÜ SOMUN SIKMA MAKİNESİ 500Nm TIWLI2050E,"9.065,61 TL","9.065,61 TL"
El Aletleri,Total LI-ION AKÜLÜ DARBELİ VİDALAMA 285Nm TIRLI2028,"6.667,30 TL","6.667,30 TL"
El Aletleri,Total LI-ION AKÜLÜ KÖMÜRSÜZ DARBELİ MATKAP 5 AH TIDLI206028,"9.545,27 TL","9.545,27 TL"
El Aletleri,Total LI-ION AKÜLÜ KÖMÜRSÜZ TAŞLAMA 2x5.0AH TAGLI211545,"9.545,27 TL","9.545,27 TL"
El Aletleri,Total LI-ION AKÜLÜ DARBELİ VİDALAMA 16V TIRLI16178E,"5.707,98 TL","5.707,98 TL"
El Aletleri,Total LI-ION AKÜLÜ KÖMÜRSÜZ MATKAP TDLI16682,"4.748,65 TL","4.748,65 TL"
El Aletleri,Total ŞARJLI VİDALAMA TSDLI04062,"1.678,82 TL","1.678,82 TL"
El Aletleri,Total KATLANABİLİR ŞARJLI VİDALAMA TSDLI04425,"1.343,05 TL","1.343,05 TL"
El Aletleri,Total LI-ION 12V AKÜLÜ DARBELİ VİDALAMA TIDLI122028,"3.549,50 TL","3.549,50 TL"
El Aletleri,Total LI-ION AKÜLÜ DARBESİZ MATKAP TYPE-C TDLI122028,"2.877,97 TL","2.877,97 TL"
El Aletleri,Rown RN0009 Daire Testere,"2.199,00 TL","2.199,00 TL"
El Aletleri,Max Extra MX 4596 Dekupaj Testere,"2.299,00 TL","2.299,00 TL"
El Aletleri,Max Extra MX9117E Devir Ayarlı Avuç Taşlama,"1.499,00 TL","1.499,00 TL"
El Aletleri,Rown RN8601 Hava Üfleme Körüğü,"2.599,00 TL","2.599,00 TL"
El Aletleri,Sgs X-Plus 60 Seramik ve Granit Kesme Makinası,"4.999,00 TL","4.999,00 TL"
El Aletleri,Rown RN8705 Polisaj Makinası,"1.599,00 TL","1.599,00 TL"
El Aletleri,Rown RN5050 Pasta Cila Polisaj Makinesi,"1.849,00 TL","1.849,00 TL"
El Aletleri,Max Extra MXP09G Lazer Hizalama Cihazı,"7.999,00 TL","7.999,00 TL"
El Aletleri,Max Extra MXP05G Lazer Terazi Şakül,"7.999,00 TL","7.999,00 TL"
El Aletleri,SIA 7990 Sünger Zımpara Süperfine-180 Kum 69x98x27 mm,"8,64 TL","8,64 TL"
El Aletleri,SIA 7990 Sünger Zımpara Fine-100 Kum 69x98x27 mm,"8,64 TL","8,64 TL"
El Aletleri,SIA 7990 Sünger Zımpara Coarse-36 Kum 69x98x27 mm,"0,00 TL","0,00 TL"
El Aletleri,SIA Siarexx 1960 Üçgen Zımpara 93x93 mm 120 Kum 6 Delik,"3,05 TL","3,05 TL"
El Aletleri,SIA Siarexx 1960 Üçgen Zımpara 93x93 mm 80 Kum 6 Delik,"3,05 TL","3,05 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 400 Kum,"6,10 TL","6,10 TL"
El Aletleri,SIA Siarexx 1960 Üçgen Zımpara 93x93 mm 60 Kum 6 Delik,"3,05 TL","3,05 TL"
El Aletleri,SIA Siarexx 1960 Üçgen Zımpara 93x93 mm 150 Kum 6 Delik,"3,05 TL","3,05 TL"
El Aletleri,Makita A-7808 Sunta Kesme 180MM,"679,00 TL","679,00 TL"
El Aletleri,BOSCH Eco For Wood 190 mm 24 Diş Ahşap Daire Testere Bıçağı,"128,13 TL","128,13 TL"
El Aletleri,BOSCH ACZ 85 RT3 CT Derz Arası Temizleme İçin Raspa Bıçağı,"0,00 TL","0,00 TL"
El Aletleri,BOSCH 28 mm Altıgen Şaftlı Yassı Keski 35x400 mm (Kırıcı Makinalar için),"559,32 TL","559,32 TL"
El Aletleri,BOSCH 28 mm Altıgen Şaftlı Yassı Keski 35x400 mm (Kırıcı Makinalar için),"559,32 TL","559,32 TL"
El Aletleri,33 Mm Granit Mermer Delme Panç,"699,00 TL","699,00 TL"
El Aletleri,105 Mm Granit Mermer Delme Panç,"2.039,00 TL","2.039,00 TL"
El Aletleri,90 Mm Granit Mermer Delme Panç,"1.639,00 TL","1.639,00 TL"
El Aletleri,110 Mm Mermer Delme Panç,"2.239,00 TL","2.239,00 TL"
El Aletleri,100 Mm Mermer Delme Panç,"1.889,00 TL","1.889,00 TL"
El Aletleri,80 Mm Mermer Delme Panç,"1.389,00 TL","1.389,00 TL"
El Aletleri,30 Mm Mermer Delme Panç,"749,00 TL","749,00 TL"
El Aletleri,38 Mm Mermer Delme Panç,"809,00 TL","809,00 TL"
El Aletleri,40 Mm Mermer Delme Panç,"849,00 TL","849,00 TL"
El Aletleri,50 Mm Mermer Delme Panç,"1.049,00 TL","1.049,00 TL"
El Aletleri,45 Mm Mermer Delme Panç,"899,00 TL","899,00 TL"
El Aletleri,MK0289-15 Seramik Mermer Delme Panç 35 mm,"799,00 TL","799,00 TL"
El Aletleri,MK0289-35 Seramik Mermer Delme Panç 55 mm,"999,00 TL","999,00 TL"
El Aletleri,MK0289-45 Seramik Mermer Delme Panç 65 mm,"1.149,00 TL","1.149,00 TL"
El Aletleri,EGESAN 180 mm 80 Kum Fiber Disk Zımpara,"0,00 TL","0,00 TL"
El Aletleri,EGESAN 180 mm 60 Kum Fiber Disk Zımpara,"0,00 TL","0,00 TL"
El Aletleri,EGESAN 180 mm 40 Kum Fiber Disk Zımpara,"0,00 TL","0,00 TL"
El Aletleri,EGESAN 180 mm 36 Kum Fiber Disk Zımpara,"0,00 TL","0,00 TL"
El Aletleri,EGESAN 180 mm 24 Kum Fiber Disk Zımpara,"0,00 TL","0,00 TL"
El Aletleri,EGESAN 180 mm 16 Kum Fiber Disk Zımpara,"0,00 TL","0,00 TL"
El Aletleri,BOSCH AII 65 APB Ahşap-Metal İçin Raspa Bıçağı (2608661907),"154,58 TL","154,58 TL"
El Aletleri,BOSCH AII 65 APB Ahşap-Metal İçin Raspa Bıçağı (2608664474),"135,25 TL","135,25 TL"
El Aletleri,BOSCH AVZ 70 RT4 Derz Temizleme İçin Raspa Bıçağı (2608900042),"284,75 TL","284,75 TL"
El Aletleri,BOSCH SDS-Plus Long Life Geniş Fayans Keskisi 40x260 mm,"240,00 TL","240,00 TL"
El Aletleri,EGESAN 180 mm 120 Kum Fiber Disk Zımpara,"0,00 TL","0,00 TL"
El Aletleri,METABO LC 40 Şarj Cihazı 10.8 Volt,"0,00 TL","0,00 TL"
El Aletleri,BOSCH 150 mm Universal Beton-Yapı Malzemeleri için Elmas Testere,"203,39 TL","203,39 TL"
El Aletleri,BOSCH S 922 EHM Paslanmaz İçin Tilki Kuyruğu Testere Ucu 150 mm,"0,00 TL","0,00 TL"
El Aletleri,BOSCH S 3456 XF Çivili Ahşap - Metal Kesimi İçin Tilki Kuyruğu Testere Ucu 200 mm,"457,63 TL","457,63 TL"
El Aletleri,BOSCH M 3456 XF Metal-Ahşap Kesimi İçin Tilki Kuyruğu Testere Ucu (PFZ 500 E İçin),"176,95 TL","176,95 TL"
El Aletleri,Lenox Çok Amaçlı Pense,"1.499,00 TL","1.499,00 TL"
El Aletleri,EGESAN 180 mm 100 Kum Fiber Disk Zımpara,"0,00 TL","0,00 TL"
El Aletleri,BOSCH M 1122 EF Metal Kesimi İçin Tilki Kuyruğu Testere Ucu (PFZ 500 E İçin),"174,91 TL","174,91 TL"
El Aletleri,Total 7.5 AH 20V LİON BATARYA TFBLI2075,"4.940,52 TL","4.940,52 TL"
El Aletleri,Total LI-ION AKÜLÜ ÇALIŞMA IŞIĞI TWLI2088E,"6.187,64 TL","6.187,64 TL"
El Aletleri,Total LI-ION AKÜLÜ SICAK HAVA TABANCASI LED EKRANLI TBLI20035,"6.187,64 TL","6.187,64 TL"
El Aletleri,Total LI-ION AKÜLÜ SICAK HAVA TABANCASI TBLI20025,"4.652,72 TL","4.652,72 TL"
El Aletleri,Total LI-ION AKÜLÜ ALÇIPAN VİDALAMA MAKİNESİ TDSLI204200-1,"8.585,95 TL","8.585,95 TL"
El Aletleri,SIA 7990 Sünger Zımpara Medium-60 Kum 69x98x27 mm,"10,68 TL","10,68 TL"
El Aletleri,NORTON A296 150 mm 7 Delikli Cırt Velcro Zımpara 220 Kum,"0,00 TL","0,00 TL"
El Aletleri,SIA 1960 SIAREXX Deliksiz Alçı Duvar Zımparası 225 mm 100 Kum,"9,14 TL","9,14 TL"
El Aletleri,SIA 1960 SIAREXX Deliksiz Alçı Duvar Zımparası 225 mm 150 Kum,"10,60 TL","10,60 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 1000 Kum,"6,10 TL","6,10 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 800 Kum,"6,10 TL","6,10 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 1500 Kum,"6,61 TL","6,61 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 2500 Kum,"6,61 TL","6,61 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 1200 Kum,"6,10 TL","6,10 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 320 Kum,"6,10 TL","6,10 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 180 Kum,"6,10 TL","6,10 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 80 Kum,"6,61 TL","6,61 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 120 Kum,"6,10 TL","6,10 TL"
El Aletleri,SİA 1713 SIAWAT 230 x 280 mm Su Zımparası 600 Kum,"6,10 TL","6,10 TL"
El Aletleri,NEXON B Tip Silindir Elmas - Karbür Kalıpçı Freze Ucu 4 mm (Dremel Uyumlu),"0,00 TL","0,00 TL"
El Aletleri,DW M Tipi Üçgen Elmas - Karbür Kalıpçı Freze Ucu 4.0 mm (Dremel Uyumlu),"82,37 TL","82,37 TL"
El Aletleri,NEXON F Tipi Elmas - Karbür Kalıpçı Freze Ucu 3 mm (Dremel Uyumlu),"50,85 TL","50,85 TL"
El Aletleri,DW D Tipi Top Başlı Elmas - Karbür Kalıpçı Freze Ucu 3.0 mm (Dremel Uyumlu),"92,54 TL","92,54 TL"
El Aletleri,DW F Tipi Oval Elmas - Karbür Kalıpçı Freze Ucu 4.0 mm (Dremel Uyumlu),"80,34 TL","80,34 TL"
El Aletleri,NEXON B Tipi Silindir Kesici Başlı Elmas - Karbür Kalıpçı Freze Ucu 3.0 mm (Dremel Uyumlu),"92,54 TL","92,54 TL"
El Aletleri,DW C Tipi Yuvarlak Başlı Silindir Elmas - Karbür Kalıpçı Freze Ucu 4.0 mm (Dremel Uyumlu),"89,49 TL","89,49 TL"
El Aletleri,NEXON C Tip Yuvarlak Başlı Silindir Elmas - Karbür Kalıpçı Freze Ucu 3 mm (Dremel Uyumlu),"0,00 TL","0,00 TL"
El Aletleri,BOSCH Eco For Wood 190 mm 48 Diş Ahşap Daire Testere Bıçağı,"168,81 TL","168,81 TL"
