date,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d
2026-03-02,,,,,,,,
2026-03-03,0.2929954187638266,0.2929954187638266,,,,,,
2026-03-04,-0.0912029245468865,-0.0912029245468865,,,,,,
2026-03-05,-0.1332905775688618,-0.1332905775688618,,,,,,
2026-03-06,0.3436525069741512,0.3436525069741512,,,,,,
2026-03-07,0.1160640146871504,0.1160640146871504,,,,,,
2026-03-08,-0.1326511829424677,-0.1326511829424677,,,,,,
2026-03-09,-0.1473416479663689,-0.1473416479663689,0.1819764586748378,0.1819764586748378,,,,
2026-03-10,0.3253701206973871,0.3253701206973871,0.2239322403317472,0.2239322403317472,,,,
2026-03-11,-0.4290939192219394,-0.4290939192219394,-0.1185208191874649,-0.118520819187465,,,,
2026-03-12,0.1248324317025788,0.1248324317025788,0.0543019086838838,0.0543019086838838,,,,
2026-03-13,0.0,0.0,-0.3232693319427984,-0.3232693319427984,,,,
2026-03-14,-0.055081855045025,-0.055081855045025,-0.6357583450830102,-0.6357583450830102,,,,
2026-03-15,0.1499975048301337,0.1499975048301338,-0.3113574289247522,-0.3113574289247522,,,,
2026-03-16,-0.1809921577493624,-0.1809921577493624,-0.4085989697902392,-0.4085989697902392,,,,
2026-03-17,-0.2778062281510662,-0.2778062281510662,-0.9921665633235884,-0.9921665633235884,-0.5794322900981892,-0.5794322900981892,,
2026-03-18,0.4618282630074775,0.4618282630074775,-0.0339164746411702,-0.0339164746411702,-0.3185610671477519,-0.3185610671477519,,
2026-03-19,-0.4164571258679597,-0.4164571258679597,-0.3028926934816106,-0.3028926934816106,-0.3844095854855697,-0.3844095854855697,,
2026-03-20,0.03978950903674,0.03978950903674,-0.3041887375335564,-0.3041887375335564,-0.4380970135790736,-0.4380970135790736,,
2026-03-21,0.1108018031838399,0.1108018031838399,-0.1234112222224004,-0.1234112222224004,-0.6916916381022372,-0.6916916381022372,,
2026-03-22,-0.1300668184263528,-0.1300668184263528,-0.3611681738716135,-0.3611681738716135,-1.004369847558318,-1.004369847558318,,
2026-03-23,0.3191996988901296,0.3191996988901296,0.1127592694571706,0.1127592694571706,-0.6077370350440049,-0.6077370350440049,,
2026-03-24,-0.3795446845788568,-0.3795446845788568,-0.0395345355796233,-0.0395345355796233,-0.7907739764142185,-0.7907739764142185,,
2026-03-25,-0.0189609456812207,-0.0189609456812207,-0.3783531152557923,-0.3783531152557923,-1.2258077232165607,-1.2258077232165607,,
