District,Rooms,Price
Toroslar / Halkkent,2+1,9000
Mezitli,2+1,10000
Erdemli / Merkez,2+1,10000
Toroslar / Akbelen,1+1,10000
Erdemli / Merkez,2+1,7000
Erdemli / Beldeler,1+1,3750
Erdemli / Merkez,1+1,2000
Silifke / Köyler,2+1,10000
Erdemli / Arpaçbahşiş,1+1,10000
Erdemli / Limonlu,2+1,7000
Yenişehir / Cumhuriyet,3+1,9800
Akdeniz / Mithatpaşa,3+1,6500
Anamur / İskele,2+1,5000
Erdemli / Merkez,1+1,2000
Aydıncık / Köyler,2+1,10000
Erdemli / Çeşmeli,3+1,7000
Akdeniz / Barış,3+1,10000
Yenişehir / Barbaros,2+1,10000
Erdemli / Beldeler,1+1,3000
Erdemli / Merkez,2+1,3000
Akdeniz / Camiişerif,2+1,10000
Akdeniz / Nusratiye,1+1,10000
Erdemli / Merkez,1+1,10000
Silifke / Taşucu,2+1,3000
Erdemli / Akdeniz,1+1,2000
Erdemli / Beldeler,1+1,3000
Silifke / Taşucu,3+1,10000
Toroslar / Akbelen,1+1,10000
Erdemli / Çeşmeli,2+1,7000
Yenişehir / Köyler,1+1,10000
Akdeniz / Camiişerif,1+1,10000
Toroslar / Akbelen,2+1,10000
Yenişehir / Cumhuriyet,Stüdyo (1+0),10000
Akdeniz / Çankaya,Stüdyo (1+0),9500
Aydıncık,2+1,4000
Erdemli / Arpaçbahşiş,1+1,10000
Toroslar / Ayvagediği,2+1,9000
Erdemli / Merkez,2+1,5000
Akdeniz / Çankaya,2+1,10500
Erdemli / Beldeler,1+1,4500
Yenişehir / Hürriyet,2+1,10000
Toroslar,2+1,10000
Yenişehir / Cumhuriyet,1+1,10000
Erdemli / Kocahasanlı,1+1,10000
Erdemli / Beldeler,2+1,3500
Erdemli / Beldeler,2+1,3000
Toroslar / Halkkent,2+1,10000
Gülnar / Ovacık,2+0,10500
Akdeniz / Barış,3+1,10000
Yenişehir / Bahçelievler,Stüdyo (1+0),10000
Erdemli / Kocahasanlı,1+1,10000
Erdemli / Beldeler,1+1,3000
Akdeniz / Nusratiye,2+1,9000
Erdemli / Alata,1+1,2000
Silifke / Atakent,2+1,10000
Erdemli / Beldeler,1+1,2500
Bozyazı,3+1,4500
Erdemli / Arpaçbahşiş,1+1,10000
Toroslar / Çavuşlu,1+1,8500
Toroslar / Çavuşlu,3+1,7500
Toroslar,2+1,10000
Erdemli / Kargıpınarı,1+1,2500
Akdeniz / Barış,Stüdyo (1+0),10000
Toroslar / Sağlık,1+1,9000
Erdemli / Limonlu,1+1,10000
Erdemli / Arpaçbahşiş,1+1,5000
Silifke / Taşucu,2+1,3750
Yenişehir / Cumhuriyet,1+1,10000
Erdemli / Çeşmeli,3+1,6500
Erdemli / Merkez,1+1,2500
Erdemli / Merkez,2+1,3000
Erdemli / Beldeler,3+1,5000
Erdemli / Arpaçbahşiş,1+1,10000
Erdemli / Merkez,1+1,2000
Silifke / Atakent,1+1,3000
Silifke / Atakent,2+1,8500
Erdemli / Beldeler,1+1,3999
Erdemli / Merkez,1+1,10000
Bozyazı / Tekmen,3.5+1,6000
Akdeniz / Mithatpaşa,2+1,9000
Silifke / Taşucu,2+1,6000
Erdemli / Kocahasanlı,1+1,10000
Erdemli / Merkez,2+1,1000
Silifke / Atakent,3+1,10500
Erdemli / Merkez,1+1,10000
Toroslar / Sağlık,2+1,12000
Yenişehir / Bahçelievler,2+1,12000
Mezitli,1+1,12500
Yenişehir / Çiftlikköy,1+1,11500
Mezitli,Stüdyo (1+0),12500
Yenişehir / Çiftlikköy,2+1,12000
Toroslar / Akbelen,3+1,11000
Gülnar / Merkez,3+1,11000
Erdemli / Merkez,1+1,12000
Yenişehir / Çiftlikköy,1+1,12000
Akdeniz / Barış,1+1,12000
Yenişehir / Egriçam,2+1,12000
Akdeniz / Nusratiye,3+1,12000
Toroslar / Çavuşlu,3+1,11000
Toroslar / Sağlık,2+1,12000
Erdemli / Arpaçbahşiş,1+1,12000
Mezitli,1+1,12000
Yenişehir / Cumhuriyet,1+1,11000
Yenişehir / Egriçam,2+1,12000
Erdemli / Arpaçbahşiş,1+1,11000
Mezitli,1+1,12000
Yenişehir / Çiftlikköy,1+1,12000
Yenişehir / Egriçam,2+1,12000
Akdeniz / Çankaya,1+1,12000
Silifke / Saray,3+1,11000
Toroslar / Sağlık,2+1,12000
Mezitli,1+1,12000
Yenişehir / Cumhuriyet,1+1,11000
Silifke / Gazi,1+1,11000
Toroslar / Halkkent,2+1,12500
Silifke / Taşucu,1+1,12000
Toroslar / Akbelen,2+1,12500
Yenişehir / Çiftlikköy,1+1,12000
Erdemli / Merkez,1+1,11000
Akdeniz / Yenitaşkent,1+1,12500
Silifke / Taşucu,1+1,11000
Yenişehir / Çiftlikköy,1+1,11500
Toroslar / Halkkent,2+1,11000
Erdemli / Çeşmeli,1+1,12000
Mezitli,2+1,12500
Erdemli / Merkez,1+1,12000
Erdemli / Merkez,1+1,12500
Tarsus / Gülek,Stüdyo (1+0),11000
Yenişehir / Barbaros,1+1,12000
Akdeniz / Camiişerif,2+1,12000
Erdemli / Akdeniz,1+1,12000
Erdemli / Kocahasanlı,2+1,12000
Akdeniz / Çankaya,2+1,12200
Erdemli / Merkez,1+1,12000
Silifke / Saray,2+1,12000
Erdemli / Merkez,1+1,12500
Akdeniz / Nusratiye,1+1,11000
Akdeniz / Barış,3+1,12500
Yenişehir / Bahçelievler,2+1,11000
Toroslar / Akbelen,2+1,12000
Akdeniz / Yenitaşkent,,12500
Erdemli / Beldeler,1+1,12000
Akdeniz / Barış,2+0,12500
Toroslar / Halkkent,2+1,12500
Silifke / Taşucu,1+1,12000
Yenişehir / Cumhuriyet,2+1,12000
Toroslar / Sağlık,2+1,11000
Yenişehir / Gazi,3+1,12000
Toroslar / Köyler,1+1,12500
Akdeniz / Barış,2+1,12000
Yenişehir / Egriçam,Stüdyo (1+0),12000
Toroslar / Halkkent,2+1,12500
Akdeniz / Çay,3+1,12000
Toroslar / Çavuşlu,2+1,12500
Akdeniz / Barış,2+1,12000
Toroslar / Akbelen,3+1,11000
Akdeniz / Camiişerif,3+1,12000
Toroslar,2+1,12000
Erdemli / Beldeler,1+1,12000
Akdeniz / Barış,3+1,11000
Mezitli / Tece,1+1,12000
Erdemli / Merkez,1+1,12000
Erdemli / Akdeniz,1+1,12000
Aydıncık,2+1,12500
Toroslar / Sağlık,2+1,12000
Toroslar / Çavuşlu,2+1,12000
Yenişehir / Egriçam,1+1,12000
Toroslar / Akbelen,2+1,12000
Erdemli / Akdeniz,1+1,12000
Aydıncık,2+1,12500
Mezitli / Davultepe,1+1,12500
Mezitli,1+1,12500
Erdemli / Beldeler,1+1,12000
Toroslar / Akbelen,3+1,12000
Toroslar / Halkkent,2+1,12500
Akdeniz / Çankaya,2+1,11000
Yenişehir / Çiftlikköy,1+1,12450
Toroslar / Halkkent,2+1,12999
Yenişehir / Cumhuriyet,1+1,12500
Erdemli / Kocahasanlı,1+1,12000
Toroslar / Yalınayak,2+1,12000
Erdemli / Alata,1+1,12000
Yenişehir / Bahçelievler,2+1,12000
Toroslar,3+1,12500
Mezitli,1+1,12500
Erdemli / Köyler,2+1,11000
Erdemli / Çeşmeli,1+1,11000
Toroslar / Halkkent,2+1,11000
Yenişehir / Egriçam,2+1,12000
Erdemli / Merkez,1+1,12000
Erdemli / Limonlu,2+1,12000
Toroslar / Akbelen,2+1,11000
Erdemli / Merkez,1+1,12000
Yenişehir / Cumhuriyet,1+1,12500
Erdemli / Arpaçbahşiş,1+1,11000
Toroslar / Halkkent,2+1,12500
Erdemli / Kocahasanlı,1+1,12000
Erdemli / Akdeniz,3+1,12750
