category,product_name,price_tl,unit,date
Temel Gıda,Superfresh Falafel 360 gr,129.95,Kg,2026-03-15
Temel Gıda,Superfresh Frambuaz 300 gr,499.95,Kg,2026-03-15
Temel Gıda,Superfresh Ispanak 450 gr,99.95,Kg,2026-03-15
Temel Gıda,Superfresh Kayseri Mantı 400 g,149.95,Adet,2026-03-15
Temel Gıda,Superfresh Küp Soğan 450 gr,79.95,Kg,2026-03-15
Temel Gıda,Superfresh Mantı 1 kg,339.95,Kg,2026-03-15
Temel Gıda,Superfresh Mısır 3x200 gr,136.95,Kg,2026-03-15
Temel Gıda,Superfresh Mısır 450 gr,119.95,Kg,2026-03-15
Temel Gıda,Superfresh Milfoy 500 gr,116.95,Kg,2026-03-15
Temel Gıda,Superfresh Milföy 1000 gr,119.95,Kg,2026-03-15
Temel Gıda,Superfresh Mozzarella Çubukları 280 gr,264.95,Kg,2026-03-15
Temel Gıda,Superfresh Orman Meyveleri 300 gr,339.95,Kg,2026-03-15
Temel Gıda,Superfresh Patates 1 kg,139.95,Kg,2026-03-15
Temel Gıda,Superfresh Patates Elma Dilim 1 kg,139.95,Kg,2026-03-15
Temel Gıda,Superfresh Patates Jumbo 1 kg,139.95,Kg,2026-03-15
Temel Gıda,Superfresh Patatesli Garnitür 450 gr,79.95,Kg,2026-03-15
Temel Gıda,Superfresh Peynirli Kat Kat Börek 400 gr,129.95,Kg,2026-03-15
Temel Gıda,Superfresh Vişne 350 gr,469.95,Kg,2026-03-15
Temel Gıda,Superfresh Zeytinyağlı Ton Balık 2x140 gr ,399.95,Kg,2026-03-15
Temel Gıda,Superfresh Zeytinyağlı Ton Balık 3x75 gr ,379.95,Kg,2026-03-15
Temel Gıda,Billur Tuz Deniz Öğütme 500 gr,69.95,Kg,2026-03-15
Temel Gıda,Billur Tuz Pls 500gr,49.95,Kg,2026-03-15
Temel Gıda,Billur Tuz Tuzluklu 500 gr,59.95,Kg,2026-03-15
Temel Gıda,Billur Tuzluklu İyotsuz Tuz 250 gr,42.95,Kg,2026-03-15
Temel Gıda,Burcu Sos Ranch 290 gr,54.95,Kg,2026-03-15
Temel Gıda,Şampiyon İşkembe Çorbası 300 gr,169.95,Kg,2026-03-15
Temel Gıda,Şampiyon Kelle Paça Çorbası 300 gr,224.95,Kg,2026-03-15
Temel Gıda,Burcu Sos Yakan 300 gr,54.95,Kg,2026-03-15
Temel Gıda,Tamek Barbekü Sos 260 gr,84.95,Kg,2026-03-15
Temel Gıda,Tamek Bezelye 670 gr,74.95,Kg,2026-03-15
Temel Gıda,TAMEK BEZELYE 830GR,84.95,Kg,2026-03-15
Temel Gıda,Tamek Biber Salça 540 gr,109.95,Kg,2026-03-15
Temel Gıda,Tamek Domates Rendesi 675 gr,69.95,Kg,2026-03-15
Temel Gıda,Tamek Domates Rendesi 685 gr,69.95,Kg,2026-03-15
Temel Gıda,Tamek Domates Salçası 830 gr,74.95,Kg,2026-03-15
Temel Gıda,Tamek Garnitür Cam 550 gr,79.95,Kg,2026-03-15
Temel Gıda,Tamek Haşlanmış Barbunya 800 gr,89.95,Kg,2026-03-15
Temel Gıda,Tamek Haşlanmış Fasulye 800 gr,79.95,Kg,2026-03-15
Temel Gıda,Tamek Haşlanmış Nohut 800 gr,79.95,Kg,2026-03-15
Temel Gıda,Tamek Ketçap Acı 600 gr,89.95,Kg,2026-03-15
Temel Gıda,Tamek Ketçap Tatlı 355 gr,69.95,Kg,2026-03-15
Temel Gıda,Tamek Ketçap Tatlı 600 gr,89.95,Kg,2026-03-15
Temel Gıda,Tamek Mısır 3*210 gr,114.95,Kg,2026-03-15
Temel Gıda,Tamek Ranch Sos 220 gr,84.95,Kg,2026-03-15
Temel Gıda,Burcu Sumaklı Kuru Patlıcan Dolma 200 gr,94.95,Kg,2026-03-15
Temel Gıda,Burcu Zeytinyağlı Enginar 200 gr,54.95,Kg,2026-03-15
Temel Gıda,Tarihi Odun Pazarı %100 Limon Suyu 500 ml,59.95,Litre,2026-03-15
Temel Gıda,Tarihi Odun Pazarı Ananas Sirkesi Cam 500 Ml,99.95,Litre,2026-03-15
Temel Gıda,Tarihi Odun Pazarı Beyaz Sirke 2 lt,24.95,Litre,2026-03-15
Temel Gıda,Tarihi Odun Pazarı Detoks Sirkesi Cam 500 Ml,99.95,Litre,2026-03-15
Temel Gıda,Tarihi Odun Pazarı Elma Sirkesi 750 ml,29.95,Litre,2026-03-15
Temel Gıda,Tarihi Odun Pazarı Form Sirkesi Cam 500 Ml,99.95,Litre,2026-03-15
Temel Gıda,Tarihi Odun Pazarı Nar Ekşisi %100 Cam 250 ml,99.95,Litre,2026-03-15
Temel Gıda,Tarihi Odun Pazarı Sandaloz Sakızlı Elma Alıç Sirkesi Cam 500 Ml,99.95,Litre,2026-03-15
Temel Gıda,Tarihi Odun Pazarı Üzüm Sirkesi 2 lt,59.95,Litre,2026-03-15
Temel Gıda,Tarihi Odun Pazarı Üzüm Sirkesi 750 ml,29.95,Litre,2026-03-15
Temel Gıda,Tariş Kuzey Ege Sızma Zeytinyağ Tnk 2 lt ,1149.95,Litre,2026-03-15
Temel Gıda,Tariş Sızma Zeytinyağı 500 ml,324.95,Litre,2026-03-15
Temel Gıda,Tariş Sızma Zeytinyağı Cam 1 lt,599.95,Litre,2026-03-15
Temel Gıda,Tat Acılı Meksika Fasulye 200 gr,69.95,Kg,2026-03-15
Temel Gıda,Tat Barbunya Pilaki 400 gr,74.95,Kg,2026-03-15
Temel Gıda,Tat Basmati Pirinç 1 kg,109.95,Kg,2026-03-15
Temel Gıda,Tat Bezelye Cam 680 gr,79.95,Kg,2026-03-15
Temel Gıda,Tat Biber Salçası Acı 550 gr,124.95,Kg,2026-03-15
Temel Gıda,Tat Biber Salçası Tatlı 550 gr,124.95,Kg,2026-03-15
Temel Gıda,Tat Domates Püresi 200 gr,29.95,Kg,2026-03-15
Temel Gıda,Tat Domates Rendesi 685 gr,79.95,Kg,2026-03-15
Temel Gıda,Tat Domates Salçası 1500 gr,224.95,Kg,2026-03-15
Temel Gıda,Tat Domates Salçası 830 gr,79.95,Kg,2026-03-15
Temel Gıda,Tat Domates Salçası Cam 710 gr,89.95,Kg,2026-03-15
Temel Gıda,Tat Domates Suyu Cam 1 lt,94.95,Litre,2026-03-15
Temel Gıda,Tat Etli Kurufasulye 400 gr,49.95,Kg,2026-03-15
Temel Gıda,Tat Fasulye Pilaki 400 gr,74.95,Kg,2026-03-15
Temel Gıda,Tat Garnitür Cam 550 gr,79.95,Kg,2026-03-15
Temel Gıda,Tat İkili Set Ketçap Tatlı 650 gr + Mayonez 560 gr,199.95,Kg,2026-03-15
Temel Gıda,Tat Ketçap Acı 390 gr,79.95,Kg,2026-03-15
Temel Gıda,Tat Ketçap Acı 650 gr,99.95,Kg,2026-03-15
Temel Gıda,Tat Ketçap Kajun 380 gr,99.95,Kg,2026-03-15
Temel Gıda,Tat Ketçap Pickle 390 gr,99.95,Kg,2026-03-15
Temel Gıda,Tat Ketçap Sweet Chili 390 gr,99.95,Kg,2026-03-15
Temel Gıda,Tat Ketçap Tatlı 390 gr,79.95,Kg,2026-03-15
Temel Gıda,Tat Ketçap Tatlı 650 gr,99.95,Kg,2026-03-15
Temel Gıda,Tat Köy Domates Salçası 560 gr,129.95,Kg,2026-03-15
Temel Gıda,Tat Köy Domates&Biber Salçası Tatlı 560 gr,149.95,Kg,2026-03-15
Temel Gıda,Tat Mayonez 205 gr,79.95,Kg,2026-03-15
Temel Gıda,Tat Mayonez 330 gr,119.95,Kg,2026-03-15
Temel Gıda,Tat Mayonez 550 gr,149.95,Kg,2026-03-15
Temel Gıda,Tat Mayonez Sarımsaklı 205 gr,89.95,Kg,2026-03-15
Temel Gıda,Tat Menemen Harcı 340 gr,69.95,Kg,2026-03-15
Temel Gıda,Tat Mısır 3x210 gr,119.95,Kg,2026-03-15
Temel Gıda,Tat Patlıcan Salatası 520 gr,139.95,Kg,2026-03-15
Temel Gıda,Tat Ranch Sos 220 gr,89.95,Kg,2026-03-15
Temel Gıda,Tat Sos Barbekü 250 gr,89.95,Kg,2026-03-15
Temel Gıda,Tat Sos Burger 210 gr,89.95,Kg,2026-03-15
Temel Gıda,Tat Sriracha Mayonez 350 gr,139.95,Kg,2026-03-15
Temel Gıda,Tat Turşu Acı Biber 330 gr,99.95,Kg,2026-03-15
Temel Gıda,Tat Turşu Biberiye 330 gr,99.95,Kg,2026-03-15
Temel Gıda,Tat Turşu Jalapeno Biber 330 gr,99.95,Kg,2026-03-15
Temel Gıda,Tat Turşu Kırmızı Pancar 680 gr,159.95,Kg,2026-03-15
Temel Gıda,Tat Turşu Kornişon 350 gr,109.95,Kg,2026-03-15
Temel Gıda,Tat Turşu Kornişon 680 gr,169.95,Kg,2026-03-15
Temel Gıda,Tat Yasemin Pirinç 1 kg,89.95,Kg,2026-03-15
Temel Gıda,Tat Zeytinyağlı Yaprak Sarma 200 gr,124.95,Kg,2026-03-15
Temel Gıda,Tat Zeytinyağlı Yaprak Sarma 200 gr,159.95,Kg,2026-03-15
Temel Gıda,Tazedo Donuk Etli Kafkas Mantı 500 gr,299.95,Kg,2026-03-15
Temel Gıda,Tazedo Donuk Etli Özbek Mantı 500 gr,239.95,Kg,2026-03-15
Temel Gıda,Tazedo Donuk İçli Köfte Dana Kıymalı 480 gr,279.95,Kg,2026-03-15
Temel Gıda,Tazedo Donuk Kaşık Mantı 500 gr,219.95,Kg,2026-03-15
Temel Gıda,Tazedo Donuk Pelmeni Mantı 500 gr,279.95,Kg,2026-03-15
Temel Gıda,Burcu Zeytinyağlı Yaprak Sarma 200 gr,99.95,Kg,2026-03-15
Temel Gıda,Tellioğlu Baklavalık Böreklik Un 2 kg,74.95,Kg,2026-03-15
Temel Gıda,Tellioğlu Semolina İrmik 1 kg,49.95,Kg,2026-03-15
Temel Gıda,Tellioğlu Siyez Un 1 kg,79.95,Kg,2026-03-15
Temel Gıda,Tellioğlu Tam Buğday Un 2 kg,74.95,Kg,2026-03-15
Temel Gıda,Tellioğlu Un 2 kg,44.95,Kg,2026-03-15
Temel Gıda,Tellioğlu Un 5 kg,159.95,Kg,2026-03-15
Temel Gıda,Testami Köri Çeşnili Noodle 75 gr ,9.95,Kg,2026-03-15
Temel Gıda,Testami Sebze Çeşnili Noodle 75 gr,9.95,Kg,2026-03-15
Temel Gıda,Testami Tavuk Aromalı Noodle 70 gr,9.95,Kg,2026-03-15
Temel Gıda,Tukaş Ajvar Tatlı 350 gr,54.95,Kg,2026-03-15
Temel Gıda,Tukaş Barbunya Pilaki 400 gr,47.5,Kg,2026-03-15
Temel Gıda,Tukaş Basilico Sos 360 gr,44.95,Kg,2026-03-15
Temel Gıda,Tukaş Bezelye 680 gr,67.5,Kg,2026-03-15
Temel Gıda,Tukaş Biber Salçası Acı 1650 gr,199.95,Kg,2026-03-15
Temel Gıda,Tukaş Biber Salçası Tatlı 1650 gr,149.95,Kg,2026-03-15
Temel Gıda,Tukaş Biberiye Turşu 335 gr,79.95,Kg,2026-03-15
Temel Gıda,Tukaş Domates Salçası 1650 gr,179.95,Kg,2026-03-15
Temel Gıda,Tukaş Domates Salçası 700 gr,54.95,Kg,2026-03-15
Temel Gıda,Tukaş Domates Salçası 830 gr,54.95,Kg,2026-03-15
Temel Gıda,Tukaş Fasulye Pilaki 400 gr,47.5,Kg,2026-03-15
Temel Gıda,Tukaş Garnitür 560 gr,54.95,Kg,2026-03-15
Temel Gıda,Tukaş Haşlanmış Fasulye 800 gr,67.5,Kg,2026-03-15
Temel Gıda,Tukaş Haşlanmış Nohut 800 gr,67.5,Kg,2026-03-15
Temel Gıda,Tukaş Jalapeno Turşu 335 gr,79.95,Kg,2026-03-15
Temel Gıda,Tukaş Karışık Turşu 1650 gr,99.95,Kg,2026-03-15
Temel Gıda,Tukaş Ketçap 650 gr + Mayonez 550 gr,99.95,Kg,2026-03-15
Temel Gıda,Tukaş Kornişon Turşu No:0 330 gr,79.95,Kg,2026-03-15
Temel Gıda,Tukaş Közlenmiş Biber 680 gr,99.95,Kg,2026-03-15
Temel Gıda,Tukaş Közlenmiş Patlıcan 650 gr,69.95,Kg,2026-03-15
Temel Gıda,Tukaş Mısır 3x150 gr,74.95,Kg,2026-03-15
Temel Gıda,Tukaş Napoliten Sos 360 gr,44.95,Kg,2026-03-15
Temel Gıda,Tukaş Ranch Sos 335 gr,54.95,Kg,2026-03-15
Temel Gıda,Tukaş Rendelenmiş Domates 700 gr,39.95,Kg,2026-03-15
Temel Gıda,Tukaş Yakan Biber Turşu 335 gr,79.95,Kg,2026-03-15
Temel Gıda,Tukaş Yaprak Sarma 400 gr,87.5,Kg,2026-03-15
Temel Gıda,Tuzot Klasik Sebzeli Çeşni 200 gr,89.95,Kg,2026-03-15
Temel Gıda,Uno Büyük Tost Ekmeği 550 gr,69.9,Kg,2026-03-15
Temel Gıda,Uno Denge Tam Buğdaylı Chia Tohumlu 350 gr,69.9,Kg,2026-03-15
Temel Gıda,Uno Denge Tambuğdaylı ve Çiya Tohumlu Grissuno 150 gr,82.5,Kg,2026-03-15
Temel Gıda,Uno Fırından Tam Buğday Ekmeği 450 gr,85.0,Kg,2026-03-15
Temel Gıda,Uno Fırından Tam Çavdarlı Ekmek 450 gr,85.0,Kg,2026-03-15
Temel Gıda,Uno Geleneksel Lavaş 15 cm 250 gr,99.5,Kg,2026-03-15
Temel Gıda,Uno Geleneksel Lavaş 25 cm 390 gr,79.9,Kg,2026-03-15
Temel Gıda,Uno Gurme Hamburger Ekmeği 440 gr,84.9,Kg,2026-03-15
Temel Gıda,Uno Gurme Susamlı Sandvic Ekmeği 400 gr,79.9,Kg,2026-03-15
Temel Gıda,Uno İki Katlı Tahıllı Tava Ekmeği 470 gr,85.0,Kg,2026-03-15
Temel Gıda,Uno Jumbo Tost ekmeği 835 gr,75.0,Kg,2026-03-15
Temel Gıda,Uno Otantik Tava Ekmeği 470 gr,85.0,Kg,2026-03-15
Temel Gıda,Uno Pastaban Kakaolu 3 Kat 320 gr,130.0,Kg,2026-03-15
Temel Gıda,Uno Pastaban Sade 3 Kat 320 gr,130.0,Kg,2026-03-15
Temel Gıda,Uno Premium Çavdarlı & Karabuğdaylı Ekmek 350 gr,69.9,Kg,2026-03-15
Temel Gıda,Uno Premium Çok Tahıllı ve Siyez Buğdaylı 400 gr,69.9,Kg,2026-03-15
Temel Gıda,Uno Premium Susamlı Büyük Hamburger 4'lu 340 gr,80.0,Kg,2026-03-15
Temel Gıda,Uno Sandvic Tam Buğdaylı 4lu 280 gr,75.0,Kg,2026-03-15
Temel Gıda,Uno Sandviç Yatay 5'li 325 gr,75.0,Kg,2026-03-15
Temel Gıda,Uno Süper Sandviç Klasik 400 GR,95.0,Kg,2026-03-15
Temel Gıda,Uno Süper Tost Çavdarlı 500 Gr,74.9,Kg,2026-03-15
Temel Gıda,Uno Süper Tost Ekmeği 470 gr,74.9,Kg,2026-03-15
Temel Gıda,Uno Tam Buğday Unlu Tava Ekmeği 450 gr,85.0,Kg,2026-03-15
Temel Gıda,Uno Tam Buğdaylı Lavaş 25cm 325 gr,79.9,Kg,2026-03-15
Temel Gıda,Uno Tam Buğdaylı Unlu Lavaş 15 cm 250 gr,99.5,Kg,2026-03-15
Temel Gıda,Uno Tandır Lavaş 282 gr,69.9,Kg,2026-03-15
Temel Gıda,Untad Büyük Tost Ekmeği 670 gr,98.5,Kg,2026-03-15
Temel Gıda,Untad Kepek Ekmeği 460 gr,83.5,Kg,2026-03-15
Temel Gıda,Untad Lavaş Ekmek Tam Buğdaylı 8x25 cm,120.0,Adet,2026-03-15
Temel Gıda,Untad Light Ekmek Form 500 gr,97.5,Kg,2026-03-15
Temel Gıda,Untad Otantik %100 Tam Buğdaylı Eşki Mayalı Ekmek 540 Gr,69.95,Kg,2026-03-15
Temel Gıda,Untad Otantik Çavdarlı Ekmek 480 Gr,64.95,Kg,2026-03-15
Temel Gıda,Untad Otantik Çok Tahıllı Keten Tohumlu Ekmek 540 Gr,69.95,Kg,2026-03-15
Temel Gıda,Untad Otantik Tam Buğdaylı Ekmek 480 Gr,69.95,Kg,2026-03-15
Temel Gıda,Untad Pastaaltı Kakaolu 280 gr,129.5,Kg,2026-03-15
Temel Gıda,Untad Pastaaltı Sade 280 gr,129.5,Kg,2026-03-15
Temel Gıda,Untad Premium 12 Tahıllı Ekmek 480 gr,99.5,Kg,2026-03-15
Temel Gıda,Untad Premium Çavdar Ekmek 500 gr,99.5,Kg,2026-03-15
Temel Gıda,Untad Premium Gurme Büyük Hamburger 4x120 gr,110.0,Kg,2026-03-15
Temel Gıda,Untad Premium Gurme Büyük Sandvıç 4x115 gr,110.0,Kg,2026-03-15
Temel Gıda,Untad Premium Kara Buğdaylı Köy Ekmeği 450 gr,64.95,Kg,2026-03-15
Temel Gıda,Untad Premium Susamlı Hamburger 6x85 gr,119.5,Kg,2026-03-15
Temel Gıda,Untad Premium Tam Buğdaylı Sandviç Ekmek 375 gr,92.5,Kg,2026-03-15
Temel Gıda,Untad Sandviç Ekonomik Paket 6x65 gr,89.5,Kg,2026-03-15
Temel Gıda,Untad Tam Buğday Ekmeği 400 gr,82.5,Kg,2026-03-15
Temel Gıda,Untad Tandır Ekmeği 276 gr,49.95,Kg,2026-03-15
Temel Gıda,Untad Tortilla Lavaş 300 gr,79.95,Kg,2026-03-15
Temel Gıda,Untad Tortilla Lavaş 560 gr,120.0,Kg,2026-03-15
Temel Gıda,Ülker Kakao 25 gr,29.95,Kg,2026-03-15
Temel Gıda,Ülker Kakao 50 gr,44.95,Kg,2026-03-15
Temel Gıda,Arbella Tagliatelle 400 gr,39.95,Kg,2026-03-15
Temel Gıda,Ümran Meyveli Tatlı Kurabiye 300 gr,69.95,Kg,2026-03-15
Temel Gıda,Ancora Erik Ekşisi 350 gr,79.95,Kg,2026-03-15
Temel Gıda,Ancora Organik Nar Ekşisi %100 350 gr,119.95,Kg,2026-03-15
Temel Gıda,Biryağ Ayçiçek Yağı 1 Lt,119.95,Litre,2026-03-15
Temel Gıda,Ancora Vişne Ekşisi 350 gr,79.95,Kg,2026-03-15
Temel Gıda,Vefa Sirke Elma 500 ml,49.95,Litre,2026-03-15
Temel Gıda,Vefa Sirke Üzüm 1 lt,69.95,Litre,2026-03-15
Temel Gıda,Vefa Sirke Üzüm 2 lt,99.95,Litre,2026-03-15
Temel Gıda,Vefa Sirke Üzüm 500 ml,39.95,Litre,2026-03-15
Temel Gıda,Veg & Bones İşkembe Çorbası 480 ml,74.95,Litre,2026-03-15
Temel Gıda,Veg&Bones Dana İlikli Kemik Suyu 480 ml,47.95,Litre,2026-03-15
Temel Gıda,Veg&Bones Kelle Paça Çorbası 480 ml,92.95,Litre,2026-03-15
Temel Gıda,Veg&Bones Paça İlikli Kemik Suyu 480 ml,47.95,Litre,2026-03-15
Temel Gıda,Veg&Bones Tavuk Suyu 480 ml,47.95,Litre,2026-03-15
Temel Gıda,Bağdat Köri 70 gr,64.95,Kg,2026-03-15
Temel Gıda,Chefline Egg Noddle 350 gr,89.95,Kg,2026-03-15
Temel Gıda,Barilla İnce Uzun Makarna 500 gr,39.95,Kg,2026-03-15
Temel Gıda,Biber Salçası Acı kg,224.95,Kg,2026-03-15
Temel Gıda,Biber Salçası Tatlı kg,224.95,Kg,2026-03-15
Temel Gıda,Dardanel Ton 2x140 gr,384.95,Kg,2026-03-15
Temel Gıda,Dardanel Ton 3x75 gr,364.95,Kg,2026-03-15
Temel Gıda,Dardanel Ton 4x75 gr,364.95,Kg,2026-03-15
Temel Gıda,Dardanel Ton Eko Hediyeli 4x140 gr ,403.95,Kg,2026-03-15
Temel Gıda,Dardanel Ton Light 2x140 gr,384.95,Kg,2026-03-15
Temel Gıda,Dardanel Ton Zeytinyağlı 2x140 gr ,424.95,Kg,2026-03-15
Temel Gıda,Dardanel Ton Zeytinyağlı 3x75 gr,399.95,Kg,2026-03-15
Temel Gıda,Dr.Oetker Kakao 100 gr,124.95,Kg,2026-03-15
Temel Gıda,Dr.Oetker Çikolata Sosu 123 gr,44.95,Kg,2026-03-15
Temel Gıda,Dardanel Ton Ayçiçek Yağlı 6x75 gr,486.95,Kg,2026-03-15
Temel Gıda,Dardanel Ton Eko 4x75 gr,259.95,Kg,2026-03-15
Temel Gıda,f&s bamya kızartmalık Kavanoz 800 Gr,134.95,Kg,2026-03-15
Temel Gıda,Doytat Kajun 60 gr,54.95,Kg,2026-03-15
Temel Gıda,Doytat Pul Biber 70 gr,74.95,Kg,2026-03-15
Temel Gıda,Dr.Oetker Jelatin 6 gr,13.45,Kg,2026-03-15
Temel Gıda,Dr.Oetker Kekun Kakaolu 350 gr,81.45,Kg,2026-03-15
Temel Gıda,Dudomi Kremalı Körili Tavuk Noodle 80 gr Bardak ,39.95,Adet,2026-03-15
Temel Gıda,Dr.Oetker Krep 177 gr,23.45,Kg,2026-03-15
Temel Gıda,Günlük Ekmek,15.0,Adet,2026-03-15
Temel Gıda,Eti Etimek Tuzsuz 148 gr,50.0,Kg,2026-03-15
Temel Gıda,Hasata Kadim Börülce 500 gr,79.95,Kg,2026-03-15
Temel Gıda,Fersan Sirke Elma 1 lt,104.95,Litre,2026-03-15
Temel Gıda,Filiz Tel Şehriye 500 gr,30.95,Kg,2026-03-15
Temel Gıda,Heinz Acı Sos 160 gr,139.95,Kg,2026-03-15
Temel Gıda,Knorr Bulyon Et 12 lt 240 gr,86.95,Kg,2026-03-15
Temel Gıda,Knorr Karabiber 60 gr,78.7,Kg,2026-03-15
Temel Gıda,Komili Mısır Yağı 1 lt,124.95,Litre,2026-03-15
Temel Gıda,Nihas reyhan 30 gr,39.95,Kg,2026-03-15
Temel Gıda,Muhlamacı Mısır Unu 1kg,59.95,Kg,2026-03-15
Temel Gıda,Onefis Lahmacun 340 gr,169.95,Kg,2026-03-15
Temel Gıda,Pakmaya Sakızlı Muhallebi 152 gr,27.95,Kg,2026-03-15
Temel Gıda,Pakmaya Ekşi Maya 30 gr,25.95,Kg,2026-03-15
Temel Gıda,Pakmaya Mısır Nişastası 200 gr,34.95,Kg,2026-03-15
Temel Gıda,Reis Başakbaşı Bulgur 1 kg,69.95,Kg,2026-03-15
Temel Gıda,Pek Food Bohça Mantı 350 gr,149.95,Kg,2026-03-15
Temel Gıda,Pek Food Lahmacun Klasik 400 gr,199.95,Kg,2026-03-15
Temel Gıda,Pek Food Milföy Hamuru 1 kg,134.95,Kg,2026-03-15
Temel Gıda,Pek Food Pizza Karışık 545 gr,149.95,Kg,2026-03-15
Temel Gıda,Pekşeker Küp Şeker 1000 gr,57.5,Kg,2026-03-15
Temel Gıda,Pekşeker Toz Şeker 3000 gr,154.95,Kg,2026-03-15
Temel Gıda,Pekşeker Toz Şeker 5000 gr,254.95,Kg,2026-03-15
Temel Gıda,Pınar Donuk İnegöl Köfte Eko 390 gr,459.95,Kg,2026-03-15
Temel Gıda,Simit Adet,17.95,Adet,2026-03-15
Temel Gıda,Sinangil Kemalpaşa Tatlısı 150 Gr,59.95,Kg,2026-03-15
Temel Gıda,"Safir Tuz 1,5 kg ",32.5,Kg,2026-03-15
Temel Gıda,Superfresh Pizza King Extra XL Karışık 475 gr,229.95,Kg,2026-03-15
Temel Gıda,Superfresh Pizza Tost Boy 200 gr,114.95,Kg,2026-03-15
Temel Gıda,Superfresh Pizza Tost Boy Cheddarlı 200 gr,114.95,Kg,2026-03-15
Temel Gıda,Superfresh Rulo Ispanaklı Börek 500 gr,139.95,Kg,2026-03-15
Temel Gıda,Superfresh Rulo Patatesli Börek 500 gr,139.95,Kg,2026-03-15
Temel Gıda,Superfresh Rulo Sosisliı Börek 420 gr,139.95,Kg,2026-03-15
Temel Gıda,Superfresh Simit 400 gr 4 lü,149.95,Adet,2026-03-15
Temel Gıda,Superfresh Sivri Bamya 450 gr,189.95,Kg,2026-03-15
Temel Gıda,Superfresh Soğan Halka Kroket 450 gr,99.95,Kg,2026-03-15
Temel Gıda,Superfresh Süper Ton Balık 3x75 gr ,249.95,Kg,2026-03-15
Temel Gıda,Superfresh Taze Fasulye 450 gr,124.95,Kg,2026-03-15
Temel Gıda,Superfresh Tereyağlı Milföy 1000 gr,214.95,Kg,2026-03-15
Temel Gıda,Superfresh Ton Balık 2x135 gr,289.95,Kg,2026-03-15
Temel Gıda,Superfresh Ton Balık 2x140 gr,369.95,Kg,2026-03-15
Temel Gıda,Superfresh Ton Balık 3x140 gr,349.95,Kg,2026-03-15
Temel Gıda,Superfresh Ton Balık 3x75 gr,349.95,Kg,2026-03-15
Temel Gıda,Superfresh Ton Balık Light 2x150 gr,369.95,Kg,2026-03-15
Temel Gıda,Superfresh Ton Balık Mısır Hediyeli 3x75 gr ,349.95,Kg,2026-03-15
Temel Gıda,Superfresh Ton Mix Mısırlı 2x150 gr,199.95,Kg,2026-03-15
Temel Gıda,Sinangil Un 1 kg,44.95,Kg,2026-03-15
Temel Gıda,Tat Hardal 230 gr,99.95,Kg,2026-03-15
Temel Gıda,Tamek Ketçap 600 gr + Tamek Mayonez 540 gr,199.95,Kg,2026-03-15
Temel Gıda,Superfresh Pizza King Ekonomik 4'lü 780 gr,229.95,Kg,2026-03-15
Temel Gıda,Tirmata Panko 200 gr,39.95,Kg,2026-03-15
Temel Gıda,Tukaş Mayonez 335 gr,47.5,Kg,2026-03-15
Temel Gıda,Tamek Mayonez 540 gr,129.95,Kg,2026-03-15
Temel Gıda,Tat Doğranmış Domates 400 gr,54.95,Kg,2026-03-15
Temel Gıda,Tellioğlu Un 1 kg,27.95,Kg,2026-03-15
Temel Gıda,Tukaş Karışık Turşu 670 gr,89.95,Kg,2026-03-15
Temel Gıda,Tukaş Ketçap 400 gr,42.5,Kg,2026-03-15
Temel Gıda,Yayla Acı Miks Salata 120 gr,62.5,Kg,2026-03-15
Temel Gıda,Yayla Arabiata Soslu Makarna 250 gr,64.95,Kg,2026-03-15
Temel Gıda,Yayla Aşure 200 gr,57.5,Kg,2026-03-15
Temel Gıda,Yayla Barbunya Pilaki 400 gr,77.5,Kg,2026-03-15
Temel Gıda,Yayla Chialı Salata Toping 150 gr ,54.95,Kg,2026-03-15
Temel Gıda,Wefood Glutensiz Fesleğenli Kraker 40 gr,65.0,Kg,2026-03-15
Temel Gıda,Wefood Glutensiz Granola Kakao ve Fındık 60 gr,65.0,Kg,2026-03-15
Temel Gıda,Wefood Glutensiz Granola Kırmızı Meyve ve Badem 60 gr,65.0,Kg,2026-03-15
Temel Gıda,Wefood Glutensiz Grisini Çörek Otu &Chialı 40 gr,65.0,Kg,2026-03-15
Temel Gıda,Wefood Glutensiz Grisini Pancarlı 40 gr,65.0,Kg,2026-03-15
Temel Gıda,Wefood Glutensiz İnce Öğütülmüş Yulaf Ezmesi 300 gr,110.0,Kg,2026-03-15
Temel Gıda,Wefood Glutensiz Tahinli Kraker 40 gr,65.0,Kg,2026-03-15
Temel Gıda,Wefood Glutensiz Yulaf Ezmesi 300 gr,110.0,Kg,2026-03-15
Temel Gıda,Wefood Glutensiz Zeytinli Kekikli Kraker 40 gr,65.0,Kg,2026-03-15
Temel Gıda,Wefood Karabuğday Patlağı 100 gr,65.0,Kg,2026-03-15
Temel Gıda,Wefood Pirinç Patlağı 100 gr,65.0,Kg,2026-03-15
Temel Gıda,Wefood Tahıllı Patlak 100 gr,65.0,Kg,2026-03-15
Temel Gıda,Yayla Ekşi Miks Salata 120 gr,62.5,Kg,2026-03-15
Temel Gıda,Yayla Etli Nohut Yemeği 250 gr,134.95,Kg,2026-03-15
Temel Gıda,Yayla Gurme Basmati Pirinç 500 gr,49.95,Kg,2026-03-15
Temel Gıda,Yayla Gurme Belluga Mercimek 500 gr,54.95,Kg,2026-03-15
