Date,Price,District,Rooms
2026-03-28,26000,Merkez,2+0
2026-03-28,19000,"Merkez
Çarşı",1+1
2026-03-28,17500,"Merkez
Hükümet",3+1
2026-03-28,10000,"Merkez
Hükümet",3+1
2026-03-28,16000,"Merkez
Hükümet",2+1
2026-03-28,15500,"Merkez
Hükümet",3+1
2026-03-28,14500,"Merkez
Hükümet",3+1
2026-03-28,12000,"Merkez
Hükümet",2+1
2026-03-28,10500,"Merkez
Hükümet",3+1
2026-03-28,13500,"Merkez
Hükümet",3+1
2026-03-28,20000,"Merkez
Hükümet",2+1
2026-03-28,7000,Merkez,3+1
2026-03-28,17000,Merkez,1+1
2026-03-28,20000,"Merkez
Hükümet",3+1
2026-03-28,22000,"Merkez
Hükümet",3+1
2026-03-28,18000,Merkez,3+1
2026-03-28,20000,"Merkez
Hükümet",2+1
2026-03-28,17000,"Merkez
Hükümet",2+1
2026-03-28,17500,Merkez,3+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,13000,"Merkez
Hükümet",3+1
2026-03-28,21500,Merkez,3+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,17500,"Merkez
Hükümet",2+1
2026-03-28,23000,Merkez,2+0
2026-03-28,20000,Merkez,2+1
2026-03-28,22000,Merkez,4+1
2026-03-28,14000,Merkez,3+1
2026-03-28,23000,Merkez,1+1
2026-03-28,15500,"Merkez
Çarşı",1+1
2026-03-28,25000,Merkez,4+1
2026-03-28,20000,"Merkez
Çarşı",2+1
2026-03-28,17750,"Merkez
Hükümet",3+1
2026-03-28,10000,"Merkez
Hükümet",3+1
2026-03-28,8500,Merkez,3+1
2026-03-28,15000,"Merkez
Çarşı",3+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,19000,"Merkez
Hükümet",3+1
2026-03-28,9500,"Merkez
Hükümet",3+1
2026-03-28,17000,Merkez,1+1
2026-03-28,17500,"Merkez
Hükümet",1+1
2026-03-28,17000,"Merkez
Hükümet",1+1
2026-03-28,16500,Merkez,1+1
2026-03-28,22000,Merkez,3+1
2026-03-28,11500,"Merkez
Çarşı",3+1
2026-03-28,27000,Merkez,2+1
2026-03-28,15000,"Merkez
Hükümet",1+1
2026-03-28,17000,Merkez,1+1
2026-03-28,14000,"Merkez
Çarşı",2+1
2026-03-28,17500,Merkez,1+1
2026-03-28,15000,Kaman,1+1
2026-03-28,16000,"Merkez
Hükümet",1+1
2026-03-28,15000,"Merkez
Hükümet",1+1
2026-03-28,19000,Merkez,1+1
2026-03-28,16500,"Merkez
Hükümet",2+1
2026-03-28,17000,Merkez,3+1
2026-03-28,15000,Merkez,1+1
2026-03-28,30000,Merkez,3+1
2026-03-28,10500,Merkez,3+1
2026-03-28,13000,Merkez,3+1
2026-03-28,7000,"Merkez
Hükümet",3+1
2026-03-28,20000,"Merkez
Hükümet",3+1
2026-03-28,12500,Merkez,1+1
2026-03-28,16000,"Merkez
Çarşı",3+1
2026-03-28,15500,"Merkez
Hükümet",3+1
2026-03-28,17500,"Merkez
Hükümet",3+1
2026-03-28,12000,"Merkez
Çarşı",3+1
2026-03-28,19999,"Merkez
Hükümet",4+1
2026-03-28,16000,Kaman,2+1
2026-03-28,14000,"Merkez
Hükümet",2+1
2026-03-28,30000,"Merkez
Hükümet",2+1
2026-03-28,16000,"Merkez
Çarşı",1+1
2026-03-28,18000,"Merkez
Hükümet",3+1
2026-03-28,30750,Merkez,3+1
2026-03-28,12750,Merkez,4+1
2026-03-28,21000,"Merkez
Hükümet",3+1
2026-03-28,8000,Merkez,3+1
2026-03-28,15999,"Merkez
Hükümet",3+1
2026-03-28,22000,Merkez,2+1
2026-03-28,16500,"Merkez
Hükümet",1+1
2026-03-28,12000,Merkez,3+1
2026-03-28,14000,"Merkez
Hükümet",3+1
2026-03-28,11000,"Merkez
Hükümet",3+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,18500,Merkez,2+0
2026-03-28,17000,Merkez,2+1
2026-03-28,23000,Merkez,1+1
2026-03-28,14500,"Merkez
Hükümet",3+1
2026-03-28,12500,Merkez,3+1
2026-03-28,18500,Merkez,1+1
2026-03-28,18000,"Merkez
Çarşı",1+1
2026-03-28,27000,"Merkez
Çarşı",1+1
2026-03-28,18000,Merkez,1+1
2026-03-28,9500,"Merkez
Hükümet",Stüdyo (1+0)
2026-03-28,13000,"Kaman
Kurancılı",3+1
2026-03-28,15500,Merkez,2+1
2026-03-28,16500,Merkez,3+1
2026-03-28,16500,Merkez,3+1
2026-03-28,16000,"Merkez
Çarşı",3+1
2026-03-28,20000,Kaman,3+1
2026-03-28,11500,"Merkez
Hükümet",2+1
2026-03-28,20000,Merkez,3+1
2026-03-28,14500,Merkez,3+1
2026-03-28,21000,"Merkez
Hükümet",4+1
2026-03-28,17000,Merkez,1+1
2026-03-28,17500,Merkez,2+0
2026-03-28,16000,"Merkez
Hükümet",3+1
2026-03-28,18500,Merkez,2+1
2026-03-28,17500,"Merkez
Hükümet",1+1
2026-03-28,15500,"Merkez
Hükümet",2+1
2026-03-28,8500,"Merkez
Hükümet",2+1
2026-03-28,19000,"Merkez
Hükümet",3+1
2026-03-28,17000,Merkez,1+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,22000,Merkez,3+1
2026-03-28,15500,"Merkez
Hükümet",3+1
2026-03-28,25000,Merkez,1+1
2026-03-28,12500,"Merkez
Hükümet",3+1
2026-03-28,19500,Merkez,3+1
2026-03-28,16000,"Merkez
Hükümet",4+1
2026-03-28,35000,"Merkez
Hükümet",3+1
2026-03-28,9500,"Merkez
Hükümet",2+1
2026-03-28,14500,"Merkez
Hükümet",4+1
2026-03-28,18000,"Merkez
Hükümet",1+1
2026-03-28,12000,Kaman,2+1
2026-03-28,17500,"Merkez
Hükümet",3+1
2026-03-28,15000,"Merkez
Çarşı",3+1
2026-03-28,13500,"Merkez
Hükümet",3+1
2026-03-28,15000,Merkez,2+1
2026-03-28,17500,"Merkez
Hükümet",1+1
2026-03-28,20000,"Merkez
Çarşı",2+0
2026-03-28,17000,"Merkez
Hükümet",3+1
2026-03-28,17000,Merkez,2+1
2026-03-28,16000,"Merkez
Çarşı",1+1
2026-03-28,10000,Merkez,3+1
2026-03-28,10250,"Merkez
Hükümet",2+1
2026-03-28,14000,"Merkez
Hükümet",2+1
2026-03-28,16500,"Merkez
Çarşı",1+1
2026-03-28,20000,"Merkez
Hükümet",1+1
2026-03-28,21000,"Merkez
Hükümet",3+1
2026-03-28,22500,Merkez,1+1
2026-03-28,29000,"Merkez
Çarşı",2+1
2026-03-28,15000,Merkez,1+1
2026-03-28,15250,"Merkez
Hükümet",2+1
2026-03-28,18000,"Merkez
Hükümet",1+1
2026-03-28,16000,"Merkez
Hükümet",3+1
2026-03-28,14500,Merkez,3+1
2026-03-28,25000,Merkez,3+1
2026-03-28,11000,Merkez,3+1
2026-03-28,15500,"Merkez
Hükümet",2+1
2026-03-28,8500,"Merkez
Hükümet",3+1
2026-03-28,15000,Merkez,3+1
2026-03-28,13500,"Merkez
Çarşı",1+1
2026-03-28,14000,Kaman,3+1
2026-03-28,8500,"Merkez
Hükümet",2+1
2026-03-28,11000,"Merkez
Hükümet",3+1
2026-03-28,11000,"Merkez
Hükümet",2+1
2026-03-28,17500,Merkez,3+1
2026-03-28,15500,"Merkez
Hükümet",2+1
2026-03-28,9500,"Merkez
Hükümet",3+1
2026-03-28,17000,"Merkez
Çarşı",1+1
2026-03-28,17000,Merkez,1+1
2026-03-28,20000,Merkez,1+1
2026-03-28,22500,Merkez,1+1
2026-03-28,15500,"Merkez
Çarşı",3+1
2026-03-28,17500,"Merkez
Hükümet",3+1
2026-03-28,17500,"Merkez
Hükümet",1+1
2026-03-28,14250,Merkez,3+1
2026-03-28,17000,"Merkez
Hükümet",2+1
2026-03-28,8000,Merkez,3+1
2026-03-28,27000,"Merkez
Hükümet",2+1
2026-03-28,17500,Merkez,1+1
2026-03-28,14500,"Merkez
Hükümet",3+1
2026-03-28,8250,"Merkez
Hükümet",2+1
2026-03-28,23000,"Merkez
Hükümet",2+1
2026-03-28,19000,"Merkez
Çarşı",1+1
2026-03-28,10000,Merkez,3.5+1
2026-03-28,19000,"Merkez
Çarşı",1+1
2026-03-28,17500,"Merkez
Çarşı",1+1
2026-03-28,18500,"Merkez
Hükümet",3+1
2026-03-28,15000,Çiçekdağı,2+1
2026-03-28,22000,Merkez,3+1
2026-03-28,15500,Merkez,1+1
2026-03-28,13000,Mucur,3+1
2026-03-28,17500,Merkez,1+1
2026-03-28,15000,"Merkez
Çarşı",2+1
2026-03-28,14500,"Merkez
Çarşı",2+1
2026-03-28,16500,Merkez,1+1
2026-03-28,14500,Merkez,2+1
2026-03-28,9000,Çiçekdağı,3+1
2026-03-28,34000,Merkez,3+1
2026-03-28,19500,"Merkez
Hükümet",3+1
2026-03-28,13000,Çiçekdağı,3+1
2026-03-28,13500,"Merkez
Hükümet",3+1
2026-03-28,14000,"Merkez
Hükümet",3+1
2026-03-28,17000,"Merkez
Hükümet",2+1
2026-03-28,12500,"Merkez
Hükümet",1+1
2026-03-28,17250,"Merkez
Çarşı",1+1
2026-03-28,16000,"Merkez
Hükümet",3+1
2026-03-28,19500,Merkez,1+1
2026-03-28,18000,Merkez,1+1
2026-03-28,17500,Merkez,1+1
2026-03-28,23500,"Merkez
Hükümet",3+1
2026-03-28,7000,"Merkez
Hükümet",3+1
2026-03-28,10000,"Merkez
Hükümet",2+1
2026-03-28,19500,"Merkez
Çarşı",1+1
2026-03-28,20000,Kaman,4+1
2026-03-28,16000,"Merkez
Hükümet",3+1
2026-03-28,16000,Merkez,3+1
2026-03-28,18750,"Merkez
Çarşı",2+1
2026-03-28,15000,Çiçekdağı,2+1
2026-03-28,16000,"Merkez
Hükümet",3+1
2026-03-28,14000,"Merkez
Hükümet",1+1
2026-03-28,11500,Çiçekdağı,3+1
2026-03-28,30000,"Merkez
Hükümet",5+1
2026-03-28,16000,Merkez,3+1
2026-03-28,14000,"Merkez
Çarşı",3+1
2026-03-28,20000,Merkez,4+1
2026-03-28,22500,Merkez,3+1
2026-03-28,16000,"Merkez
Hükümet",1+1
2026-03-28,16500,Merkez,2+1
2026-03-28,9000,Mucur,2+1
2026-03-28,10000,"Merkez
Hükümet",3+1
2026-03-28,15500,"Merkez
Çarşı",3+1
2026-03-28,16000,"Merkez
Hükümet",3+1
2026-03-28,13500,"Merkez
Hükümet",2+1
2026-03-28,17000,Merkez,1+1
2026-03-28,10000,Merkez,3+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,13500,"Merkez
Çarşı",3+1
2026-03-28,20000,Merkez,4+1
2026-03-28,17000,Merkez,3+1
2026-03-28,18500,"Merkez
Çarşı",1+1
2026-03-28,7500,Merkez,3+1
2026-03-28,16500,"Merkez
Çarşı",1+1
2026-03-28,25000,Merkez,2+1
2026-03-28,20000,"Merkez
Hükümet",4+1
2026-03-28,17500,Merkez,2+1
2026-03-28,16500,"Merkez
Hükümet",3+1
2026-03-28,23000,Merkez,3+1
2026-03-28,15000,"Merkez
Hükümet",2+1
2026-03-28,22000,"Merkez
Hükümet",3+1
2026-03-28,15500,"Merkez
Hükümet",3+1
2026-03-28,13000,"Merkez
Hükümet",1+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,13000,Merkez,1+1
2026-03-28,20000,Merkez,3+1
2026-03-28,17000,"Merkez
Hükümet",3+1
2026-03-28,16000,"Merkez
Hükümet",2+1
2026-03-28,19500,"Merkez
Hükümet",3+1
2026-03-28,17750,Merkez,1+1
2026-03-28,16500,Merkez,1+1
2026-03-28,14000,Merkez,1+1
2026-03-28,16000,"Merkez
Hükümet",2+1
2026-03-28,12250,"Merkez
Çarşı",2+1
2026-03-28,20000,"Merkez
Hükümet",3+1
2026-03-28,14000,"Merkez
Hükümet",3+1
2026-03-28,20000,"Merkez
Hükümet",3+1
2026-03-28,25000,"Merkez
Çarşı",2+1
2026-03-28,20000,Merkez,1+1
2026-03-28,14750,"Merkez
Hükümet",3+1
2026-03-28,18000,"Merkez
Hükümet",2+1
2026-03-28,15500,"Merkez
Çarşı",3+1
2026-03-28,22000,Merkez,3+1
2026-03-28,22000,"Merkez
Hükümet",3+1
2026-03-28,20000,Merkez,2+1
2026-03-28,15500,Merkez,2+1
2026-03-28,10500,"Merkez
Hükümet",2+1
2026-03-28,15000,"Merkez
Hükümet",2+1
2026-03-28,15000,Çiçekdağı,2+1
2026-03-28,18000,Merkez,1+1
2026-03-28,15000,"Merkez
Çarşı",1+1
2026-03-28,12500,"Merkez
Hükümet",2+1
2026-03-28,16000,Merkez,1+1
2026-03-28,8500,Merkez,1+1
2026-03-28,12500,"Merkez
Hükümet",1+1
2026-03-28,16750,"Merkez
Hükümet",3+1
2026-03-28,18750,"Merkez
Hükümet",4+1
2026-03-28,20000,"Merkez
Hükümet",1+1
2026-03-28,17500,"Merkez
Çarşı",2+1
2026-03-28,13500,"Merkez
Hükümet",3+1
2026-03-28,13000,"Merkez
Çarşı",1+1
2026-03-28,17000,"Merkez
Hükümet",3+1
2026-03-28,20000,"Merkez
Hükümet",3+1
2026-03-28,14500,"Merkez
Hükümet",3+1
2026-03-28,12500,"Merkez
Hükümet",5+1
2026-03-28,12500,"Merkez
Hükümet",1+1
2026-03-28,18500,"Merkez
Çarşı",2+1
2026-03-28,14000,"Merkez
Hükümet",1+1
2026-03-28,26500,"Merkez
Hükümet",2+1
2026-03-28,14000,"Merkez
Hükümet",3+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,17000,Merkez,3+1
2026-03-28,15500,"Merkez
Hükümet",3+1
2026-03-28,15000,"Merkez
Çarşı",3+1
2026-03-28,12000,"Merkez
Hükümet",3+1
2026-03-28,16500,"Çiçekdağı
Köseli",3+1
2026-03-28,17850,Merkez,1+1
2026-03-28,20500,"Merkez
Çarşı",1+1
2026-03-28,11500,"Merkez
Hükümet",3+1
2026-03-28,12750,"Merkez
Hükümet",4+1
2026-03-28,10500,"Merkez
Hükümet",2+1
2026-03-28,19500,"Merkez
Çarşı",2+1
2026-03-28,19500,"Merkez
Çarşı",2+1
2026-03-28,17500,Merkez,2+1
2026-03-28,20000,Merkez,1+1
2026-03-28,15000,"Merkez
Çarşı",1+1
2026-03-28,10000,"Merkez
Hükümet",2+1
2026-03-28,10000,Kaman,1+1
2026-03-28,12750,"Merkez
Hükümet",2+1
2026-03-28,17000,Merkez,1.5+1
2026-03-28,15000,"Merkez
Çarşı",1+1
2026-03-28,12500,"Merkez
Hükümet",3+1
2026-03-28,16500,"Merkez
Hükümet",3+1
2026-03-28,17500,"Merkez
Çarşı",2+1
2026-03-28,15500,"Merkez
Çarşı",1+1
2026-03-28,13000,Merkez,3+1
2026-03-28,14000,"Merkez
Hükümet",3+1
2026-03-28,27000,"Merkez
Hükümet",4+1
2026-03-28,14999,"Merkez
Hükümet",3+1
2026-03-28,17000,"Merkez
Çarşı",1+1
2026-03-28,21000,Merkez,2+1
2026-03-28,28000,Merkez,3+1
2026-03-28,12000,"Merkez
Hükümet",3+1
2026-03-28,19000,"Merkez
Çarşı",1+1
2026-03-28,10000,"Merkez
Hükümet",3+1
2026-03-28,15000,"Merkez
Çarşı",2+1
2026-03-28,17000,"Merkez
Hükümet",3+1
2026-03-28,17000,"Merkez
Hükümet",1+1
2026-03-28,21000,Merkez,1+1
2026-03-28,15500,"Merkez
Hükümet",3+1
2026-03-28,23000,Merkez,1+1
2026-03-28,14000,Kaman,3+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,27000,"Merkez
Çarşı",4+1
2026-03-28,12500,Merkez,3+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,12000,Merkez,1+1
2026-03-28,14000,"Merkez
Hükümet",3+1
2026-03-28,17000,"Merkez
Çarşı",1+1
2026-03-28,18500,"Merkez
Hükümet",3+1
2026-03-28,29000,Merkez,2+1
2026-03-28,17500,"Merkez
Hükümet",3+1
2026-03-28,13000,"Merkez
Hükümet",2+1
2026-03-28,12000,"Merkez
Hükümet",3+1
2026-03-28,12750,"Merkez
Çarşı",1+1
2026-03-28,12500,"Merkez
Çarşı",1+1
2026-03-28,18000,"Merkez
Hükümet",3+1
2026-03-28,31000,"Merkez
Çarşı",2+1
2026-03-28,17500,Merkez,1+1
2026-03-28,15000,"Merkez
Hükümet",3+1
2026-03-28,15500,"Merkez
Hükümet",3+1
2026-03-28,13000,"Merkez
Hükümet",3+1
2026-03-28,13500,Merkez,1+1
2026-03-28,17000,Merkez,1+1
2026-03-28,16750,Merkez,1+1
2026-03-28,10000,"Merkez
Hükümet",3+1
2026-03-28,16500,Merkez,3+1
2026-03-28,11000,"Merkez
Hükümet",3+1
2026-03-28,17000,Kaman,4+1
2026-03-28,15500,Merkez,1+1
2026-03-28,17000,Merkez,1+1
2026-03-28,21000,"Merkez
Çarşı",4+1
