Date,Price,District,Rooms
2026-04-18,15500,"Merkez
Hükümet",3+1
2026-04-18,27000,Merkez,2+1
2026-04-18,15000,"Merkez
Çarşı",3+1
2026-04-18,10000,Merkez,3+1
2026-04-18,10500,"Merkez
Hükümet",2+1
2026-04-18,14250,Merkez,3+1
2026-04-18,14250,"Merkez
Çarşı",3+1
2026-04-18,10500,Merkez,1+1
2026-04-18,10000,"Merkez
Hükümet",3+1
2026-04-18,12000,"Merkez
Hükümet",2+1
2026-04-18,14000,Merkez,1+1
2026-04-18,27000,"Merkez
Hükümet",2+1
2026-04-18,17000,"Merkez
Hükümet",3+1
2026-04-18,17500,"Merkez
Hükümet",3+1
2026-04-18,20000,Kaman,4+1
2026-04-18,17250,"Merkez
Çarşı",1+1
2026-04-18,19250,"Merkez
Hükümet",4+1
2026-04-18,16000,"Merkez
Hükümet",3+1
2026-04-18,18000,Merkez,1+1
2026-04-18,10000,"Merkez
Hükümet",3+1
2026-04-18,14000,"Merkez
Hükümet",3+1
2026-04-18,6500,"Merkez
Hükümet",3+1
2026-04-18,23500,"Merkez
Hükümet",3+1
2026-04-18,18000,"Merkez
Hükümet",2+1
2026-04-18,16500,Merkez,2+1
2026-04-18,18250,Merkez,1+1
2026-04-18,11500,"Merkez
Hükümet",3+1
2026-04-18,29000,Merkez,2+1
2026-04-18,20000,"Merkez
Hükümet",1+1
2026-04-18,17000,"Merkez
Hükümet",1+1
2026-04-18,25000,"Merkez
Çarşı",2+1
2026-04-18,19500,"Merkez
Hükümet",3+1
2026-04-18,19000,"Merkez
Çarşı",1+1
2026-04-18,15000,"Merkez
Hükümet",3+1
2026-04-18,15000,"Merkez
Hükümet",2+1
2026-04-18,14000,"Merkez
Çarşı",3+1
2026-04-18,22500,Merkez,3+1
2026-04-18,20000,"Merkez
Hükümet",3+1
2026-04-18,15500,"Merkez
Çarşı",3+1
2026-04-18,13500,"Merkez
Hükümet",4+1
2026-04-18,16000,"Merkez
Hükümet",2+1
2026-04-18,16500,Merkez,1+1
2026-04-18,15000,"Merkez
Hükümet",3+1
2026-04-18,16000,Merkez,1+1
2026-04-18,10000,"Merkez
Hükümet",3+1
2026-04-18,17500,Merkez,2+1
2026-04-18,19000,Merkez,3+1
2026-04-18,19500,Merkez,4+1
2026-04-18,17500,Merkez,2+1
2026-04-18,22000,Merkez,3+1
2026-04-18,13500,"Merkez
Çarşı",3+1
2026-04-18,17000,"Merkez
Hükümet",1+1
2026-04-18,20000,"Merkez
Çarşı",1+1
2026-04-18,16000,Merkez,1+1
2026-04-18,13000,Merkez,1+1
2026-04-18,14000,"Merkez
Çarşı",1+1
2026-04-18,11000,"Merkez
Hükümet",2+1
2026-04-18,12250,"Merkez
Çarşı",2+1
2026-04-18,24500,Merkez,1+1
2026-04-18,13000,"Merkez
Hükümet",1+1
