Date,Price,District,Rooms
2026-04-06,18750,"Merkez
Çarşı",1+1
2026-04-06,16500,Kaman,3+1
2026-04-06,22500,Merkez,3+1
2026-04-06,11500,"Merkez
Çarşı",3+1
2026-04-06,16500,"Merkez
Hükümet",3+1
2026-04-06,10000,Merkez,3+1
2026-04-06,10500,"Merkez
Hükümet",2+1
2026-04-06,12000,Merkez,3+1
2026-04-06,15850,"Merkez
Hükümet",4+1
2026-04-06,16000,"Merkez
Hükümet",2+1
2026-04-06,21000,"Merkez
Hükümet",3+1
2026-04-06,14500,"Merkez
Hükümet",3+1
2026-04-06,13000,Merkez,2+0
2026-04-06,9500,"Merkez
Hükümet",3+1
2026-04-06,10250,"Merkez
Hükümet",2+1
2026-04-06,16500,"Merkez
Çarşı",1+1
2026-04-06,14250,Merkez,3+1
2026-04-06,9250,Merkez,3+1
2026-04-06,11000,"Merkez
Hükümet",2+1
2026-04-06,10000,"Merkez
Hükümet",2+1
2026-04-06,12000,"Merkez
Hükümet",3+1
2026-04-06,20000,"Merkez
Çarşı",3+1
2026-04-06,13500,Merkez,2+1
2026-04-06,11500,"Merkez
Hükümet",3+1
2026-04-06,18500,"Merkez
Çarşı",2+1
2026-04-06,11000,"Merkez
Hükümet",3+1
2026-04-06,10500,Merkez,1+1
2026-04-06,25000,Merkez,3+1
2026-04-06,8500,"Merkez
Hükümet",2+1
2026-04-06,17000,"Merkez
Hükümet",2+1
2026-04-06,15000,"Merkez
Hükümet",3+1
2026-04-06,8000,"Merkez
Hükümet",3+1
2026-04-06,25000,"Merkez
Çarşı",2+1
2026-04-06,25000,Merkez,2+1
2026-04-06,27000,"Merkez
Hükümet",2+1
2026-04-06,11000,"Merkez
Çarşı",2+1
2026-04-06,8000,"Merkez
Hükümet",2+0
2026-04-06,17500,"Merkez
Hükümet",3+1
2026-04-06,16500,"Merkez
Hükümet",3+1
2026-04-06,16500,"Merkez
Hükümet",1+1
2026-04-06,19000,"Merkez
Hükümet",3+1
2026-04-06,13000,"Merkez
Çarşı",3+1
2026-04-06,22000,"Merkez
Hükümet",3+1
2026-04-06,10000,"Merkez
Hükümet",3+1
2026-04-06,16000,"Merkez
Hükümet",1+1
2026-04-06,25000,"Merkez
Hükümet",2+1
2026-04-06,14000,Çiçekdağı,3+1
2026-04-06,17500,"Merkez
Çarşı",1+1
2026-04-06,15500,"Merkez
Hükümet",1+1
2026-04-06,18500,"Merkez
Hükümet",4+1
2026-04-06,19950,"Merkez
Hükümet",4+1
2026-04-06,22000,"Merkez
Hükümet",6+1
2026-04-06,12500,"Merkez
Hükümet",1+1
2026-04-06,8000,Merkez,3+1
2026-04-06,16500,"Merkez
Çarşı",1+1
2026-04-06,11500,"Merkez
Hükümet",3+1
2026-04-06,14000,"Merkez
Hükümet",3+1
2026-04-06,15500,"Merkez
Hükümet",3+1
2026-04-06,17500,"Merkez
Çarşı",1+1
2026-04-06,13500,"Merkez
Hükümet",3+1
2026-04-06,16500,"Merkez
Hükümet",3+1
2026-04-06,18000,"Merkez
Hükümet",3+1
2026-04-06,17250,"Merkez
Hükümet",2+1
2026-04-06,18000,"Merkez
Hükümet",3+1
2026-04-06,17000,"Merkez
Hükümet",3+1
2026-04-06,15000,Merkez,3+1
2026-04-06,15500,"Merkez
Hükümet",1+1
2026-04-06,12000,"Merkez
Hükümet",2+1
2026-04-06,15000,"Merkez
Çarşı",2+1
2026-04-06,18000,Merkez,1+1
2026-04-06,16500,Merkez,1+1
2026-04-06,19500,"Merkez
Çarşı",1+1
2026-04-06,17000,"Merkez
Hükümet",3+1
2026-04-06,17500,Merkez,2+1
2026-04-06,16000,"Merkez
Hükümet",3+1
2026-04-06,17500,"Merkez
Hükümet",3+1
2026-04-06,16000,Merkez,3+1
2026-04-06,16000,Merkez,3+1
2026-04-06,23000,Merkez,3+1
2026-04-06,13250,"Merkez
Hükümet",3+1
2026-04-06,13000,"Merkez
Hükümet",2+1
2026-04-06,14000,"Merkez
Hükümet",3+1
2026-04-06,15000,"Merkez
Hükümet",4+1
2026-04-06,18000,Kaman,4+1
2026-04-06,15000,"Merkez
Hükümet",5+1
2026-04-06,18000,Merkez,1+1
2026-04-06,13500,Merkez,3+1
2026-04-06,7000,"Merkez
Hükümet",3+1
2026-04-06,10000,"Merkez
Hükümet",2+1
2026-04-06,22000,"Merkez
Çarşı",2+1
2026-04-06,19000,"Merkez
Hükümet",3+1
2026-04-06,20000,"Merkez
Hükümet",1+1
2026-04-06,12750,Merkez,2+1
