Date,Price,District,Rooms
2026-04-21,11500,"Merkez
Çarşı",3+1
2026-04-21,10000,Merkez,3+1
2026-04-21,10500,"Merkez
Hükümet",2+1
2026-04-21,14250,Merkez,3+1
2026-04-21,10500,"Merkez
Hükümet",3+1
2026-04-21,14250,"Merkez
Çarşı",3+1
2026-04-21,9250,Merkez,3+1
2026-04-21,13500,"Merkez
Hükümet",3+1
2026-04-21,19000,"Merkez
Hükümet",3+1
2026-04-21,18500,"Merkez
Hükümet",3+1
2026-04-21,10000,Çiçekdağı,3+1
2026-04-21,18000,Merkez,3+1
2026-04-21,17000,"Merkez
Hükümet",3+1
2026-04-21,10500,Merkez,1+1
2026-04-21,25000,Merkez,3+1
2026-04-21,15000,"Merkez
Hükümet",3+1
2026-04-21,19000,"Merkez
Hükümet",4+1
2026-04-21,9000,"Merkez
Hükümet",3+1
2026-04-21,15000,Merkez,3+1
2026-04-21,11000,"Merkez
Hükümet",3+1
2026-04-21,14000,"Merkez
Hükümet",3+1
2026-04-21,8500,"Merkez
Hükümet",2+1
2026-04-21,25000,Merkez,1+1
2026-04-21,18000,"Merkez
Hükümet",2+0
2026-04-21,20000,"Merkez
Hükümet",3+1
2026-04-21,17000,"Merkez
Hükümet",2+1
2026-04-21,19500,"Merkez
Hükümet",2+1
2026-04-21,13000,"Merkez
Hükümet",2+1
2026-04-21,15500,"Merkez
Hükümet",2+1
2026-04-21,17500,"Merkez
Hükümet",3+1
2026-04-21,13500,"Merkez
Hükümet",2+1
2026-04-21,15000,"Merkez
Hükümet",1+1
2026-04-21,17500,Merkez,1+1
2026-04-21,13500,"Merkez
Hükümet",3+1
2026-04-21,17000,"Merkez
Hükümet",1+1
2026-04-21,10000,"Merkez
Hükümet",3+1
2026-04-21,25000,"Merkez
Hükümet",2+1
2026-04-21,6000,"Merkez
Hükümet",3+1
2026-04-21,17500,Merkez,1+1
2026-04-21,7500,Merkez,3+1
2026-04-21,19950,"Merkez
Hükümet",4+1
2026-04-21,13750,"Merkez
Hükümet",3+1
2026-04-21,8000,"Merkez
Hükümet",2+1
2026-04-21,16000,"Merkez
Hükümet",1+1
2026-04-21,31000,"Merkez
Çarşı",2+1
2026-04-21,15500,"Merkez
Hükümet",3+1
2026-04-21,21000,Merkez,1+1
2026-04-21,17500,"Merkez
Hükümet",1+1
2026-04-21,23000,"Merkez
Hükümet",3+1
2026-04-21,16000,"Merkez
Hükümet",3+1
2026-04-21,18000,"Merkez
Çarşı",1+1
2026-04-21,17500,"Merkez
Çarşı",1+1
2026-04-21,17000,Merkez,1+1
2026-04-21,14500,"Merkez
Hükümet",3+1
2026-04-21,13000,"Merkez
Hükümet",3+1
2026-04-21,22000,"Merkez
Hükümet",3+1
2026-04-21,15500,"Merkez
Çarşı",3+1
2026-04-21,22000,Merkez,2+1
2026-04-21,13000,"Merkez
Hükümet",3+1
2026-04-21,15000,Çiçekdağı,2+1
2026-04-21,22000,Merkez,3+1
2026-04-21,14500,"Merkez
Çarşı",2+1
2026-04-21,12000,"Merkez
Hükümet",3+1
2026-04-21,12000,"Merkez
Hükümet",2+1
2026-04-21,14000,Merkez,1+1
2026-04-21,27000,"Merkez
Hükümet",2+1
2026-04-21,15500,"Merkez
Hükümet",1+1
2026-04-21,17000,"Merkez
Hükümet",3+1
2026-04-21,17500,"Merkez
Hükümet",3+1
2026-04-21,12500,"Merkez
Hükümet",2+1
2026-04-21,20000,Kaman,4+1
2026-04-21,17250,"Merkez
Çarşı",1+1
2026-04-21,19250,"Merkez
Hükümet",4+1
2026-04-21,16000,"Merkez
Hükümet",3+1
2026-04-21,17750,Merkez,1+1
2026-04-21,17500,Merkez,2+0
2026-04-21,10000,"Merkez
Hükümet",3+1
2026-04-21,14000,"Merkez
Hükümet",3+1
2026-04-21,23500,"Merkez
Hükümet",3+1
2026-04-21,18000,"Merkez
Hükümet",2+1
2026-04-21,16500,Merkez,2+1
2026-04-21,18250,Merkez,1+1
2026-04-21,11500,"Merkez
Hükümet",3+1
2026-04-21,20000,"Merkez
Hükümet",1+1
2026-04-21,17000,"Merkez
Hükümet",1+1
2026-04-21,29000,Merkez,2+1
2026-04-21,19500,"Merkez
Hükümet",3+1
2026-04-21,19000,"Merkez
Çarşı",1+1
2026-04-21,16000,"Merkez
Hükümet",1+1
2026-04-21,14000,"Merkez
Çarşı",3+1
2026-04-21,15500,"Merkez
Çarşı",3+1
2026-04-21,13500,"Merkez
Hükümet",4+1
2026-04-21,16000,"Merkez
Hükümet",2+1
2026-04-21,16500,Merkez,1+1
2026-04-21,16000,Merkez,1+1
2026-04-21,10000,"Merkez
Hükümet",3+1
2026-04-21,6500,"Merkez
Hükümet",3+1
2026-04-21,17500,Merkez,2+1
2026-04-21,19000,Merkez,3+1
2026-04-21,19500,Merkez,4+1
2026-04-21,17500,Merkez,2+1
2026-04-21,22000,Merkez,3+1
2026-04-21,20000,"Merkez
Çarşı",1+1
2026-04-21,25000,"Merkez
Çarşı",2+1
2026-04-21,16000,Merkez,1+1
2026-04-21,13000,Merkez,1+1
2026-04-21,14000,"Merkez
Çarşı",1+1
2026-04-21,15000,"Merkez
Hükümet",2+1
2026-04-21,10500,"Merkez
Hükümet",2+1
2026-04-21,12250,"Merkez
Çarşı",2+1
2026-04-21,24500,Merkez,1+1
2026-04-21,13000,"Merkez
Hükümet",1+1
2026-04-21,21500,Merkez,2+0
2026-04-21,20000,"Merkez
Hükümet",3+1
2026-04-21,10500,"Merkez
Hükümet",3+1
2026-04-21,22000,Merkez,1+1
2026-04-21,15000,"Merkez
Hükümet",3+1
2026-04-21,17750,Merkez,1+1
2026-04-21,19500,Merkez,1+1
2026-04-21,15000,"Merkez
Hükümet",3+1
2026-04-21,12500,Merkez,3+1
2026-04-21,20500,"Merkez
Çarşı",1+1
2026-04-21,18000,Merkez,3+1
2026-04-21,13500,"Merkez
Hükümet",3+1
2026-04-21,11000,Merkez,3+1
2026-04-21,13500,"Merkez
Çarşı",3+1
2026-04-21,17000,"Merkez
Hükümet",1+1
2026-04-21,19500,"Merkez
Çarşı",1+1
2026-04-21,25000,Merkez,3+1
2026-04-21,14750,"Merkez
Hükümet",3+1
2026-04-21,15000,"Merkez
Çarşı",1+1
2026-04-21,15750,Merkez,1+1
