product_name,price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Galaxy Tab A11+ (Wi-Fi),15499.0,8,0.0,0.0,3.333555570371358,
Galaxy Tab A11+ (Wi-Fi),12499.0,8,0.0,0.0,4.167013917826486,
Galaxy Tab A11+ (Wi-Fi),12499.0,8,0.0,0.0,4.167013917826486,
Galaxy Tab A11+ (Wi-Fi),15499.0,8,0.0,0.0,3.333555570371358,
Galaxy Tab Active5 Pro 5G Enterprise Edition,39999.0,8,0.0,0.0,,
Galaxy Tab A11,11999.0,8,0.0,0.0,9.091735612328392,
Galaxy Tab A11 (Wi-Fi),8999.0,8,0.0,0.0,0.0,
Galaxy Tab A11 (Wi-Fi),6999.0,8,0.0,0.0,16.669444907484582,
Galaxy Tab A11 (Wi-Fi),9999.0,8,0.0,0.0,11.1123458162018,
Galaxy Tab S10 Lite (Wi-Fi),24499.0,8,0.0,0.0,6.5220226966389845,
Galaxy Tab S10 Lite (Wi-Fi),20499.0,8,0.0,0.0,7.8951523764408655,
Galaxy Tab S10 Lite (Wi-Fi),20499.0,8,0.0,0.0,7.8951523764408655,
Galaxy Tab S10 Lite (Wi-Fi),24499.0,8,0.0,0.0,6.5220226966389845,
Galaxy Tab S10 Lite (Wi-Fi),20499.0,8,0.0,0.0,7.8951523764408655,
Galaxy Tab S10 Lite (Wi-Fi),24499.0,8,0.0,0.0,6.5220226966389845,
Galaxy Tab S10 Lite 5G,27499.0,8,,0.0,5.7694526712565875,
Galaxy Tab S10 Lite 5G,23499.0,8,0.0,0.0,,
Galaxy Tab S11 Ultra (Wi-Fi),64999.0,8,0.0,0.0,0.0,
Galaxy Tab S11 Ultra (Wi-Fi),76999.0,8,0.0,0.0,0.0,
Galaxy Tab S11 Ultra (Wi-Fi),76999.0,8,0.0,0.0,0.0,
Galaxy Tab S11 Ultra 5G,84999.0,8,0.0,0.0,0.0,
Galaxy Tab S11 Ultra 5G,72999.0,8,0.0,0.0,0.0,
Galaxy Tab S11 (Wi-Fi),49999.0,8,0.0,0.0,0.0,
Galaxy Tab S11 (Wi-Fi),44999.0,8,0.0,0.0,0.0,
Galaxy Tab S11 (Wi-Fi),44999.0,8,0.0,0.0,0.0,
Galaxy Tab S11 (Wi-Fi),49999.0,8,0.0,0.0,0.0,
Galaxy Tab S11 5G,57999.0,8,0.0,0.0,,
Galaxy Tab S11 5G,52999.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE+ (Wi-Fi),42499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE+ (Wi-Fi),35499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE+ (Wi-Fi),35499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE+ (Wi-Fi),42499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE+ (Wi-Fi),35499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE+ (Wi-Fi),42499.0,8,0.0,0.0,,
Galaxy Tab S10 FE (Wi-Fi),34499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE (Wi-Fi),27499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE (Wi-Fi),27499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE (Wi-Fi),34499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE (Wi-Fi),27499.0,8,0.0,0.0,0.0,
Galaxy Tab S10 FE (Wi-Fi),34499.0,8,0.0,0.0,0.0,
Hava Temizleyici Filtresi,2299.0,5,0.0,0.0,,
Hava Temizleyici AX5500,17499.0,5,0.0,0.0,0.0,
Slim Fit Wall Mount (2023),5699.0,9,0.0,0.0,0.0,
"65"" The Frame TV için Modern Özelleştirilebilir Çerçeve",4999.0,9,0.0,0.0,0.0,
Büyük Boy Duvar Askı Aparatı,6499.0,9,0.0,0.0,0.0,
Modern Kişiselleştirilebilir Çerçeve (21/22 The Frame TV),4299.0,9,0.0,0.0,0.0,
"Galaxy Watch Ultra (2025) (Bluetooth, 47 mm)",27999.0,8,0.0,0.0,0.0,
"Galaxy Watch Ultra (2025) (Bluetooth, 47 mm)",27999.0,8,,,,
"Galaxy Watch Ultra (2025) (Bluetooth, 47 mm)",27999.0,8,,,0.0,
"Galaxy Watch8 Classic (Bluetooth, 46 mm)",19999.0,8,0.0,0.0,0.0,
