ProductName,Total_Period_Change_%,2026-03_Change_%,2026-04_Change_%
20000014900510,0.0,0.0,0.0
20000014901029,0.0,0.0,0.0
20000014901035,0.0,0.0,0.0
20000014901084,0.0,0.0,0.0
20000014901089,0.0,0.0,0.0
20000014901091,0.0,0.0,0.0
20000014901119,0.0,0.0,0.0
20000014901129,0.0,0.0,0.0
20000014901171,0.0,0.0,0.0
20000014901190,0.0,0.0,0.0
20000014901226,0.0,0.0,0.0
20000014901502,0.0,0.0,0.0
20000014901509,0.0,0.0,0.0
20000014901510,0.0,0.0,0.0
20000014901523,0.0,0.0,0.0
20000014901756,0.0,0.0,0.0
20000014901810,0.0,0.0,0.0
20000014901812,0.0,0.0,0.0
20000014901819,0.0,0.0,0.0
20000014901820,0.0,0.0,0.0
20000014901829,0.0,0.0,0.0
20000014901875,0.0,0.0,0.0
20000014901902,0.0,0.0,0.0
20000014901918,0.0,0.0,0.0
20000014901952,0.0,0.0,0.0
20000014901989,0.0,0.0,0.0
20000014903009,0.0,0.0,0.0
20000014909632,0.0,0.0,0.0
20000014909645,0.0,0.0,0.0
20000014909667,0.0,0.0,0.0
20000014909676,0.0,0.0,0.0
20000016000009,0.0,0.0,0.0
20000016000010,0.0,0.0,0.0
20000016000011,0.0,0.0,0.0
20000016000014,0.0,0.0,0.0
20000016000016,0.0,0.0,0.0
20000016000240,0.0,0.0,0.0
20000016000246,0.0,0.0,0.0
20000016000247,0.0,0.0,0.0
20000016010048,0.0,0.0,0.0
20000016010049,0.0,0.0,0.0
20000016010071,0.0,0.0,0.0
20000016010074,0.0,0.0,0.0
20000016010077,0.0,0.0,0.0
20000016010078,0.0,0.0,0.0
20000016010079,0.0,0.0,0.0
20000016010089,0.0,0.0,0.0
20000016010092,0.0,0.0,0.0
20000016010402,0.0,0.0,0.0
20000016010404,0.0,0.0,0.0
20000016010426,0.0,0.0,0.0
20000016011209,0.0,0.0,0.0
20000016011264,0.0,0.0,0.0
20000016011290,0.0,0.0,0.0
20000016011291,0.0,0.0,0.0
20000016011294,0.0,0.0,0.0
20000016011304,0.0,0.0,0.0
20000016011306,0.0,0.0,0.0
20000016011334,0.0,0.0,0.0
20000016011339,0.0,0.0,0.0
20000016011344,0.0,0.0,0.0
20000016011348,0.0,0.0,0.0
20000016011360,0.0,0.0,0.0
20000016011377,0.0,0.0,0.0
20000016011378,0.0,0.0,0.0
20000016011516,0.0,0.0,0.0
20000016011912,0.0,0.0,0.0
20000016011941,0.0,0.0,0.0
20000016011953,0.0,0.0,0.0
20000016011964,0.0,0.0,0.0
20000016011980,0.0,0.0,0.0
20000016011981,0.0,0.0,0.0
20000016011983,0.0,0.0,0.0
20000016011984,0.0,0.0,0.0
20000016011992,0.0,0.0,0.0
20000016011994,0.0,0.0,0.0
20000016011995,0.0,0.0,0.0
20000016011996,0.0,0.0,0.0
20000016011999,0.0,0.0,0.0
20000016012000,0.0,0.0,0.0
20000016012007,0.0,0.0,0.0
20000016012012,0.0,0.0,0.0
20000016012013,0.0,0.0,0.0
20000016012027,0.0,0.0,0.0
20000016012037,0.0,0.0,0.0
20000016012041,0.0,0.0,0.0
20000016020000,0.0,0.0,0.0
20000016020036,0.0,0.0,0.0
20000016020039,0.0,0.0,0.0
20000016020053,0.0,0.0,0.0
20000016020054,0.0,0.0,0.0
20000016020057,0.0,0.0,0.0
20000016020058,0.0,0.0,0.0
20000016020059,0.0,0.0,0.0
20000016020062,0.0,0.0,0.0
20000016020067,0.0,0.0,0.0
20000016020196,0.0,0.0,0.0
20000016020197,0.0,0.0,0.0
20000016020198,0.0,0.0,0.0
20000016020236,0.0,0.0,0.0
20000016020245,0.0,0.0,0.0
20000016021000,0.0,0.0,0.0
20000016021005,0.0,0.0,0.0
20000016021010,0.0,0.0,0.0
20000016021155,0.0,0.0,0.0
20000016021163,0.0,0.0,0.0
20000016021186,0.0,0.0,0.0
20000016021200,0.0,0.0,0.0
20000016021204,0.0,0.0,0.0
20000016021220,0.0,0.0,0.0
20000016021222,0.0,0.0,0.0
20000016021235,0.0,0.0,0.0
20000016021241,0.0,0.0,0.0
20000016021245,0.0,0.0,0.0
20000016021246,0.0,0.0,0.0
20000016021247,0.0,0.0,0.0
20000016021248,0.0,0.0,0.0
20000016021249,0.0,0.0,0.0
20000016021256,0.0,0.0,0.0
20000016021258,0.0,0.0,0.0
20000016021261,0.0,0.0,0.0
20000016021295,0.0,0.0,0.0
20000016021296,0.0,0.0,0.0
20000016021297,0.0,0.0,0.0
20000016021300,0.0,0.0,0.0
20000016021301,0.0,0.0,0.0
20000016021308,0.0,0.0,0.0
20000016021309,0.0,0.0,0.0
20000016021310,0.0,0.0,0.0
20000016021311,0.0,0.0,0.0
20000016021312,0.0,0.0,0.0
20000016021314,0.0,0.0,0.0
20000016021315,0.0,0.0,0.0
20000016021320,0.0,0.0,0.0
20000016021330,0.0,0.0,0.0
20000016021334,0.0,0.0,0.0
20000016200026,0.0,0.0,0.0
20000016200033,0.0,0.0,0.0
20000016200034,0.0,0.0,0.0
20000016200036,0.0,0.0,0.0
20000016200040,0.0,0.0,0.0
20000016200041,0.0,0.0,0.0
20000016200043,0.0,0.0,0.0
20000016200045,0.0,0.0,0.0
20000016200046,0.0,0.0,0.0
20000016200204,0.0,0.0,0.0
20000016200205,0.0,0.0,0.0
20000016200209,0.0,0.0,0.0
20000016200210,0.0,0.0,0.0
20000016200212,0.0,0.0,0.0
20000016200214,0.0,0.0,0.0
20000016200224,0.0,0.0,0.0
20000016200230,0.0,0.0,0.0
20000016200305,0.0,0.0,0.0
20000016200310,0.0,0.0,0.0
20000016200351,0.0,0.0,0.0
20000016200355,0.0,0.0,0.0
20000016200404,0.0,0.0,0.0
20000016200430,0.0,0.0,0.0
20000016200433,0.0,0.0,0.0
20000016200460,0.0,0.0,0.0
20000016200470,0.0,0.0,0.0
20000016200476,0.0,0.0,0.0
20000016200641,0.0,0.0,0.0
20000016200642,0.0,0.0,0.0
20000016200768,0.0,0.0,0.0
20000016200769,0.0,0.0,0.0
20000016200771,0.0,0.0,0.0
20000016200772,0.0,0.0,0.0
20000016200773,0.0,0.0,0.0
20000016200774,0.0,0.0,0.0
20000016200775,0.0,0.0,0.0
20000016200784,0.0,0.0,0.0
20000016200785,0.0,0.0,0.0
20000016200786,0.0,0.0,0.0
20000016200787,0.0,0.0,0.0
20000016200788,0.0,0.0,0.0
20000016200789,0.0,0.0,0.0
20000016200794,0.0,0.0,0.0
20000016200795,0.0,0.0,0.0
20000016200796,0.0,0.0,0.0
20000016200797,0.0,0.0,0.0
20000016200798,0.0,0.0,0.0
20000016200799,0.0,0.0,0.0
20000016200814,0.0,0.0,0.0
20000016200815,0.0,0.0,0.0
20000016200830,0.0,0.0,0.0
20000016200900,0.0,0.0,0.0
20000016200908,0.0,0.0,0.0
20000016200936,0.0,0.0,0.0
20000016200939,0.0,0.0,0.0
20000016200941,0.0,0.0,0.0
20000016200942,0.0,0.0,0.0
20000016200954,0.0,0.0,0.0
20000016210166,0.0,0.0,0.0
20000016290018,0.0,0.0,0.0
20000016290021,0.0,0.0,0.0
20000016290023,0.0,0.0,0.0
20000016290024,0.0,0.0,0.0
20000016290032,0.0,0.0,0.0
20000016290040,0.0,0.0,0.0
20000016290041,0.0,0.0,0.0
20000016290042,0.0,0.0,0.0
20000016290043,0.0,0.0,0.0
20000016290044,0.0,0.0,0.0
20000016290047,0.0,0.0,0.0
20000016290200,0.0,0.0,0.0
20000016290201,0.0,0.0,0.0
20000016290505,0.0,0.0,0.0
20000016290510,0.0,0.0,0.0
20000016290753,0.0,0.0,0.0
20000016290755,0.0,0.0,0.0
20000016290757,0.0,0.0,0.0
20000016290758,0.0,0.0,0.0
20000016290763,0.0,0.0,0.0
20000016300013,0.0,0.0,0.0
20000016300015,0.0,0.0,0.0
20000016300017,0.0,0.0,0.0
20000016300018,0.0,0.0,0.0
20000016300021,0.0,0.0,0.0
20000016300031,0.0,0.0,0.0
20000016300032,0.0,0.0,0.0
20000016300033,0.0,0.0,0.0
20000016300034,0.0,0.0,0.0
20000016300046,0.0,0.0,0.0
20000016300210,0.0,0.0,0.0
20000016300272,0.0,0.0,0.0
20000016300273,0.0,0.0,0.0
20000016300274,0.0,0.0,0.0
20000016300276,0.0,0.0,0.0
20000016300281,0.0,0.0,0.0
20000016300282,0.0,0.0,0.0
20000016300283,0.0,0.0,0.0
20000016300284,0.0,0.0,0.0
20000016300513,0.0,0.0,0.0
20000016300543,0.0,0.0,0.0
20000016300549,0.0,0.0,0.0
20000016300550,0.0,0.0,0.0
20000016300551,0.0,0.0,0.0
20000016300552,0.0,0.0,0.0
20000016400002,0.0,0.0,0.0
20000016400008,0.0,0.0,0.0
20000016400019,0.0,0.0,0.0
20000016400034,0.0,0.0,0.0
20000016400049,0.0,0.0,0.0
20000016400051,0.0,0.0,0.0
20000016400052,0.0,0.0,0.0
20000016400053,0.0,0.0,0.0
20000016400055,0.0,0.0,0.0
20000016400056,0.0,0.0,0.0
20000016400057,0.0,0.0,0.0
20000016400059,0.0,0.0,0.0
20000016400060,0.0,0.0,0.0
20000016400061,0.0,0.0,0.0
20000016400062,0.0,0.0,0.0
20000016400281,0.0,0.0,0.0
20000016400285,0.0,0.0,0.0
20000016400287,0.0,0.0,0.0
20000016400405,0.0,0.0,0.0
20000016400406,0.0,0.0,0.0
20000016400413,0.0,0.0,0.0
20000016400416,0.0,0.0,0.0
20000016400426,0.0,0.0,0.0
20000016400600,0.0,0.0,0.0
20000016400616,0.0,0.0,0.0
20000016400617,0.0,0.0,0.0
20000016400621,0.0,0.0,0.0
20000016400622,0.0,0.0,0.0
20000016400623,0.0,0.0,0.0
20000016400626,0.0,0.0,0.0
20000016400632,0.0,0.0,0.0
20000016400750,0.0,0.0,0.0
20000016400844,0.0,0.0,0.0
20000016400946,0.0,0.0,0.0
20000016400951,0.0,0.0,0.0
20000016400966,0.0,0.0,0.0
20000016400968,0.0,0.0,0.0
20000016400970,0.0,0.0,0.0
20000016400971,0.0,0.0,0.0
20000016400972,0.0,0.0,0.0
20000016400973,0.0,0.0,0.0
20000016401001,0.0,0.0,0.0
20000016410001,0.0,0.0,0.0
20000016410008,0.0,0.0,0.0
20000016410031,0.0,0.0,0.0
20000016410864,0.0,0.0,0.0
20000016410865,0.0,0.0,0.0
20000016410866,0.0,0.0,0.0
20000016410870,0.0,0.0,0.0
20000016410872,0.0,0.0,0.0
20000016410873,0.0,0.0,0.0
20000016410877,0.0,0.0,0.0
20000016410878,0.0,0.0,0.0
20000016411033,0.0,0.0,0.0
20000016420002,0.0,0.0,0.0
20000016420003,0.0,0.0,0.0
20000016420006,0.0,0.0,0.0
20000016420007,0.0,0.0,0.0
20000016420008,0.0,0.0,0.0
20000016420009,0.0,0.0,0.0
20000016420035,0.0,0.0,0.0
20000016420045,0.0,0.0,0.0
20000016420066,0.0,0.0,0.0
20000016420072,0.0,0.0,0.0
20000016420073,0.0,0.0,0.0
20000016420074,0.0,0.0,0.0
20000016420076,0.0,0.0,0.0
20000016420077,0.0,0.0,0.0
20000016420092,0.0,0.0,0.0
20000016420093,0.0,0.0,0.0
20000016420094,0.0,0.0,0.0
20000016420095,0.0,0.0,0.0
20000016420130,0.0,0.0,0.0
20000016420135,0.0,0.0,0.0
20000016420145,0.0,0.0,0.0
20000016420147,0.0,0.0,0.0
20000016420148,0.0,0.0,0.0
20000016420149,0.0,0.0,0.0
20000016430150,0.0,0.0,0.0
20000016430184,0.0,0.0,0.0
20000016430195,0.0,0.0,0.0
20000016430197,0.0,0.0,0.0
20000016500004,0.0,0.0,0.0
20000016500006,0.0,0.0,0.0
20000016500007,0.0,0.0,0.0
20000016500008,0.0,0.0,0.0
20000016500009,0.0,0.0,0.0
20000016500014,0.0,0.0,0.0
20000016500015,0.0,0.0,0.0
20000016500017,0.0,0.0,0.0
20000016500018,0.0,0.0,0.0
20000016500100,0.0,0.0,0.0
20000016500110,0.0,0.0,0.0
20000016500163,0.0,0.0,0.0
20000016500164,0.0,0.0,0.0
20000016500208,0.0,0.0,0.0
20000016500218,0.0,0.0,0.0
20000016500302,0.0,0.0,0.0
20000016500303,0.0,0.0,0.0
20000016500312,0.0,0.0,0.0
20000017400013,0.0,0.0,0.0
20000017400014,0.0,0.0,0.0
20000017400017,0.0,0.0,0.0
20000017400019,0.0,0.0,0.0
20000017400072,0.0,0.0,0.0
20000017400073,0.0,0.0,0.0
20000017400075,0.0,0.0,0.0
20000017400930,0.0,0.0,0.0
20000017401054,0.0,0.0,0.0
20000017401129,0.0,0.0,0.0
20000017401131,0.0,0.0,0.0
20000017401133,0.0,0.0,0.0
20000017401134,0.0,0.0,0.0
20000017401135,0.0,0.0,0.0
20000017410001,0.0,0.0,0.0
20000017410002,0.0,0.0,0.0
20000017410003,0.0,0.0,0.0
20000017410004,0.0,0.0,0.0
20000017410911,0.0,0.0,0.0
20000017410976,0.0,0.0,0.0
20000017500001,0.0,0.0,0.0
20000017500004,0.0,0.0,0.0
20000017500007,0.0,0.0,0.0
20000017500008,0.0,0.0,0.0
20000017500009,0.0,0.0,0.0
20000017500010,0.0,0.0,0.0
20000017500016,0.0,0.0,0.0
20000017500429,0.0,0.0,0.0
20000017500973,0.0,0.0,0.0
20000017501033,0.0,0.0,0.0
20000017501037,0.0,0.0,0.0
20000017501049,0.0,0.0,0.0
20000017501050,0.0,0.0,0.0
20000017501069,0.0,0.0,0.0
20000017501081,0.0,0.0,0.0
20000017501082,0.0,0.0,0.0
20000017501090,0.0,0.0,0.0
20000017501091,0.0,0.0,0.0
20000017501093,0.0,0.0,0.0
20000017501094,0.0,0.0,0.0
20000017553105,0.0,0.0,0.0
20000017553130,0.0,0.0,0.0
20000017553400,0.0,0.0,0.0
20000017570021,0.0,0.0,0.0
20000017570022,0.0,0.0,0.0
20000017570023,0.0,0.0,0.0
20000017570025,0.0,0.0,0.0
20000017570026,0.0,0.0,0.0
20000017570032,0.0,0.0,0.0
20000017570034,0.0,0.0,0.0
20000017570035,0.0,0.0,0.0
20000017570039,0.0,0.0,0.0
20000017570060,0.0,0.0,0.0
20000017570061,0.0,0.0,0.0
20000017570076,0.0,0.0,0.0
20000017570085,0.0,0.0,0.0
20000017572096,0.0,0.0,0.0
20000017572103,0.0,0.0,0.0
20000017572128,0.0,0.0,0.0
20000017572129,0.0,0.0,0.0
20000017572130,0.0,0.0,0.0
20000017572131,0.0,0.0,0.0
20000017572135,0.0,0.0,0.0
20000017572156,0.0,0.0,0.0
20000017572168,0.0,0.0,0.0
20000017572175,0.0,0.0,0.0
20000017573541,0.0,0.0,0.0
20000017573545,0.0,0.0,0.0
20000017801481,0.0,0.0,0.0
20000017990006,0.0,0.0,0.0
20000017990007,0.0,0.0,0.0
20000017990008,0.0,0.0,0.0
20000017990277,0.0,0.0,0.0
20000017990278,0.0,0.0,0.0
20000017990279,0.0,0.0,0.0
20000018010015,0.0,0.0,0.0
20000018010027,0.0,0.0,0.0
20000018010030,0.0,0.0,0.0
20000018010031,0.0,0.0,0.0
20000018010038,0.0,0.0,0.0
20000018010039,0.0,0.0,0.0
20000018010040,0.0,0.0,0.0
20000018010041,0.0,0.0,0.0
20000018010049,0.0,0.0,0.0
20000018010050,0.0,0.0,0.0
20000018010051,0.0,0.0,0.0
20000018010063,0.0,0.0,0.0
20000018010064,0.0,0.0,0.0
20000018010190,0.0,0.0,0.0
20000018010346,0.0,0.0,0.0
20000018010353,0.0,0.0,0.0
20000018010354,0.0,0.0,0.0
20000018010370,0.0,0.0,0.0
20000018010375,0.0,0.0,0.0
20000018010384,0.0,0.0,0.0
20000018010386,0.0,0.0,0.0
20000018010387,0.0,0.0,0.0
20000018010389,0.0,0.0,0.0
20000018010392,0.0,0.0,0.0
20000018010395,0.0,0.0,0.0
20000018010397,0.0,0.0,0.0
20000018010411,0.0,0.0,0.0
20000018010424,0.0,0.0,0.0
20000018010425,0.0,0.0,0.0
20000018010426,0.0,0.0,0.0
20000018010427,0.0,0.0,0.0
20000018010431,0.0,0.0,0.0
20000018010520,0.0,0.0,0.0
20000018010657,0.0,0.0,0.0
20000018010660,0.0,0.0,0.0
20000018020010,0.0,0.0,0.0
20000018020011,0.0,0.0,0.0
20000018030259,0.0,0.0,0.0
20000018990454,0.0,0.0,0.0
20000018990458,0.0,0.0,0.0
20000018990459,0.0,0.0,0.0
20000018990461,0.0,0.0,0.0
20000018990465,0.0,0.0,0.0
20000018990467,0.0,0.0,0.0
20000018990469,0.0,0.0,0.0
20000018990473,0.0,0.0,0.0
20000018990476,0.0,0.0,0.0
20000018990480,0.0,0.0,0.0
20000018990483,0.0,0.0,0.0
20000018990484,0.0,0.0,0.0
20000018990487,0.0,0.0,0.0
20000018990489,0.0,0.0,0.0
20000018990494,0.0,0.0,0.0
20000018990591,0.0,0.0,0.0
20000018990607,0.0,0.0,0.0
20000018990610,0.0,0.0,0.0
20000018990612,0.0,0.0,0.0
20000018990998,0.0,0.0,0.0
20000018991066,0.0,0.0,0.0
20000018991071,0.0,0.0,0.0
20000018991072,0.0,0.0,0.0
20000018991081,0.0,0.0,0.0
20000018991092,0.0,0.0,0.0
20000018991718,0.0,0.0,0.0
20000018991731,0.0,0.0,0.0
20000018992144,0.0,0.0,0.0
20000018992304,0.0,0.0,0.0
20000018992358,0.0,0.0,0.0
20000018992377,0.0,0.0,0.0
20000018992378,0.0,0.0,0.0
20000018992386,0.0,0.0,0.0
20000018992415,0.0,0.0,0.0
20000018992495,0.0,0.0,0.0
20000018992509,0.0,0.0,0.0
20000018992563,0.0,0.0,0.0
20000018992566,0.0,0.0,0.0
20000018992575,0.0,0.0,0.0
20000018992595,0.0,0.0,0.0
20000018992793,0.0,0.0,0.0
20000018992794,0.0,0.0,0.0
20000018992795,0.0,0.0,0.0
20000018992799,0.0,0.0,0.0
20000018992811,0.0,0.0,0.0
20000018992816,0.0,0.0,0.0
20000018992818,0.0,0.0,0.0
20000018992821,0.0,0.0,0.0
20000018992831,0.0,0.0,0.0
20000018992832,0.0,0.0,0.0
20000018992940,0.0,0.0,0.0
20000018992942,0.0,0.0,0.0
20000018992948,0.0,0.0,0.0
20000018992993,0.0,0.0,0.0
20000019000345,0.0,0.0,0.0
20000019000346,0.0,0.0,0.0
20000019000790,0.0,0.0,0.0
20000019000893,0.0,0.0,0.0
20000019000994,0.0,0.0,0.0
20000019001013,0.0,0.0,0.0
20000019001103,0.0,0.0,0.0
20000020000021,0.0,0.0,0.0
20000020000024,0.0,0.0,0.0
20000020000040,0.0,0.0,0.0
20000020000041,0.0,0.0,0.0
20000020000048,0.0,0.0,0.0
20000020000057,0.0,0.0,0.0
20000020000059,0.0,0.0,0.0
20000020000075,0.0,0.0,0.0
20000020000077,0.0,0.0,0.0
20000020000078,0.0,0.0,0.0
20000020000080,0.0,0.0,0.0
20000020000243,0.0,0.0,0.0
20000020000287,0.0,0.0,0.0
20000020000290,0.0,0.0,0.0
20000020000301,0.0,0.0,0.0
20000020000308,0.0,0.0,0.0
20000020000310,0.0,0.0,0.0
20000020001057,0.0,0.0,0.0
20000020001086,0.0,0.0,0.0
20000020001087,0.0,0.0,0.0
20000020001924,0.0,0.0,0.0
20000020001940,0.0,0.0,0.0
20000020001943,0.0,0.0,0.0
20000020001949,0.0,0.0,0.0
20000020001985,0.0,0.0,0.0
20000020001997,0.0,0.0,0.0
20000020002001,0.0,0.0,0.0
20000020002009,0.0,0.0,0.0
20000020002010,0.0,0.0,0.0
20000020002011,0.0,0.0,0.0
20000020002026,0.0,0.0,0.0
20000020002029,0.0,0.0,0.0
20000020002034,0.0,0.0,0.0
20000024010002,0.0,0.0,0.0
20000024010005,0.0,0.0,0.0
20000024010007,0.0,0.0,0.0
20000024010008,0.0,0.0,0.0
20000024010009,0.0,0.0,0.0
20000024010013,0.0,0.0,0.0
20000024010017,0.0,0.0,0.0
20000024010018,0.0,0.0,0.0
20000024010026,0.0,0.0,0.0
20000024010027,0.0,0.0,0.0
20000024010033,0.0,0.0,0.0
20000024010040,0.0,0.0,0.0
20000024010041,0.0,0.0,0.0
20000024010051,0.0,0.0,0.0
20000024010052,0.0,0.0,0.0
20000024010053,0.0,0.0,0.0
20000024010060,0.0,0.0,0.0
20000024010089,0.0,0.0,0.0
20000024010114,0.0,0.0,0.0
20000024010180,0.0,0.0,0.0
20000024010213,0.0,0.0,0.0
20000024010260,0.0,0.0,0.0
20000024010559,0.0,0.0,0.0
20000024900555,0.0,0.0,0.0
20000025010002,0.0,0.0,0.0
20000025010003,0.0,0.0,0.0
20000025010005,0.0,0.0,0.0
20000025010011,0.0,0.0,0.0
20000025010012,0.0,0.0,0.0
20000025010013,0.0,0.0,0.0
20000025010024,0.0,0.0,0.0
20000025010037,0.0,0.0,0.0
20000025010055,0.0,0.0,0.0
20000025010056,0.0,0.0,0.0
20000025010073,0.0,0.0,0.0
20000025010081,0.0,0.0,0.0
20000025010082,0.0,0.0,0.0
20000025010153,0.0,0.0,0.0
20000025010415,0.0,0.0,0.0
20000025010435,0.0,0.0,0.0
20000025010478,0.0,0.0,0.0
20000025010479,0.0,0.0,0.0
20000025010537,0.0,0.0,0.0
20000025010540,0.0,0.0,0.0
20000025010545,0.0,0.0,0.0
20000025010546,0.0,0.0,0.0
20000025010560,0.0,0.0,0.0
20000025010581,0.0,0.0,0.0
20000025010584,0.0,0.0,0.0
20000025010588,0.0,0.0,0.0
20000025010680,0.0,0.0,0.0
20000025010682,0.0,0.0,0.0
20000025010706,0.0,0.0,0.0
20000025010707,0.0,0.0,0.0
20000025010709,0.0,0.0,0.0
20000025010711,0.0,0.0,0.0
20000025010716,0.0,0.0,0.0
20000025010757,0.0,0.0,0.0
20000025010760,0.0,0.0,0.0
20000025010766,0.0,0.0,0.0
20000025020014,0.0,0.0,0.0
20000025030004,0.0,0.0,0.0
20000025030064,0.0,0.0,0.0
20000025030065,0.0,0.0,0.0
20000025030066,0.0,0.0,0.0
20000025030087,0.0,0.0,0.0
20000025030090,0.0,0.0,0.0
20000025030153,0.0,0.0,0.0
20000025030156,0.0,0.0,0.0
20000025030163,0.0,0.0,0.0
20000025030174,0.0,0.0,0.0
20000025030175,0.0,0.0,0.0
20000025030177,0.0,0.0,0.0
20000025030181,0.0,0.0,0.0
20000025030193,0.0,0.0,0.0
20000025030226,0.0,0.0,0.0
20000025030238,0.0,0.0,0.0
20000025030245,0.0,0.0,0.0
20000025030247,0.0,0.0,0.0
20000025030248,0.0,0.0,0.0
20000025030290,0.0,0.0,0.0
20000025030303,0.0,0.0,0.0
20000025030308,0.0,0.0,0.0
20000025030316,0.0,0.0,0.0
20000025030333,0.0,0.0,0.0
20000025030337,0.0,0.0,0.0
20000025030348,0.0,0.0,0.0
20000025030351,0.0,0.0,0.0
20000025030352,0.0,0.0,0.0
20000025030356,0.0,0.0,0.0
20000025030384,0.0,0.0,0.0
20000025030389,0.0,0.0,0.0
20000025030392,0.0,0.0,0.0
20000025030393,0.0,0.0,0.0
20000025030395,0.0,0.0,0.0
20000025030399,0.0,0.0,0.0
20000025030408,0.0,0.0,0.0
20000025030424,0.0,0.0,0.0
20000025030435,0.0,0.0,0.0
20000025030439,0.0,0.0,0.0
20000025030441,0.0,0.0,0.0
20000025030443,0.0,0.0,0.0
20000025030465,0.0,0.0,0.0
20000025030466,0.0,0.0,0.0
20000025030467,0.0,0.0,0.0
20000025030468,0.0,0.0,0.0
20000025030469,0.0,0.0,0.0
20000025030482,0.0,0.0,0.0
20000025030483,0.0,0.0,0.0
20000025030484,0.0,0.0,0.0
20000025030485,0.0,0.0,0.0
20000025500050,0.0,0.0,0.0
20000025500053,0.0,0.0,0.0
20000025500063,0.0,0.0,0.0
20000025500154,0.0,0.0,0.0
20000025500405,0.0,0.0,0.0
20000025500544,0.0,0.0,0.0
20000025500548,0.0,0.0,0.0
20000025500566,0.0,0.0,0.0
20000025500567,0.0,0.0,0.0
20000025500573,0.0,0.0,0.0
20000025509055,0.0,0.0,0.0
20000026010005,0.0,0.0,0.0
20000026010006,0.0,0.0,0.0
20000026010009,0.0,0.0,0.0
20000026010010,0.0,0.0,0.0
20000026010018,0.0,0.0,0.0
20000026010039,0.0,0.0,0.0
20000026010058,0.0,0.0,0.0
20000026010071,0.0,0.0,0.0
20000026010103,0.0,0.0,0.0
20000026010107,0.0,0.0,0.0
20000026010109,0.0,0.0,0.0
20000026010138,0.0,0.0,0.0
20000026010139,0.0,0.0,0.0
20000026100001,0.0,0.0,0.0
20000026100011,0.0,0.0,0.0
20000026100017,0.0,0.0,0.0
20000026100018,0.0,0.0,0.0
20000026100023,0.0,0.0,0.0
20000026100026,0.0,0.0,0.0
20000026500009,0.0,0.0,0.0
20000026500038,0.0,0.0,0.0
20000026500073,0.0,0.0,0.0
20000026500081,0.0,0.0,0.0
20000027010006,0.0,0.0,0.0
20000027020188,0.0,0.0,0.0
20000027025000,0.0,0.0,0.0
20000027028000,0.0,0.0,0.0
20000027030000,0.0,0.0,0.0
20000027050005,0.0,0.0,0.0
20000027058017,0.0,0.0,0.0
20000027058018,0.0,0.0,0.0
20000027060000,0.0,0.0,0.0
20000027060004,0.0,0.0,0.0
20000027060030,0.0,0.0,0.0
20000027060122,0.0,0.0,0.0
20000027060126,0.0,0.0,0.0
20000027070007,0.0,0.0,0.0
20000027081000,0.0,0.0,0.0
20000027112003,0.0,0.0,0.0
20000027119083,0.0,0.0,0.0
20000027133000,0.0,0.0,0.0
20000027134000,0.0,0.0,0.0
20000027134512,0.0,0.0,0.0
20000027135000,0.0,0.0,0.0
20000027136000,0.0,0.0,0.0
20000027136001,0.0,0.0,0.0
20000027139136,0.0,0.0,0.0
20000027151000,0.0,0.0,0.0
20000027162000,0.0,0.0,0.0
20000027170000,0.0,0.0,0.0
20000027220000,0.0,0.0,0.0
20000027250000,0.0,0.0,0.0
20000027250010,0.0,0.0,0.0
20000027260002,0.0,0.0,0.0
20000027260004,0.0,0.0,0.0
20000027268040,0.0,0.0,0.0
20000027270000,0.0,0.0,0.0
20000027271000,0.0,0.0,0.0
20000027272000,0.0,0.0,0.0
20000027287013,0.0,0.0,0.0
20000027290000,0.0,0.0,0.0
20000027290021,0.0,0.0,0.0
20000027290087,0.0,0.0,0.0
20000027300001,0.0,0.0,0.0
20000027304007,0.0,0.0,0.0
20000027307007,0.0,0.0,0.0
20000027338023,0.0,0.0,0.0
20000027338027,0.0,0.0,0.0
20000027338085,0.0,0.0,0.0
20000027338086,0.0,0.0,0.0
20000027400004,0.0,0.0,0.0
20000027400009,0.0,0.0,0.0
20000027400016,0.0,0.0,0.0
20000027400021,0.0,0.0,0.0
20000027500961,0.0,0.0,0.0
20000027500962,0.0,0.0,0.0
20000027501003,0.0,0.0,0.0
20000027501011,0.0,0.0,0.0
20000027510011,0.0,0.0,0.0
20000027520001,0.0,0.0,0.0
20000027520003,0.0,0.0,0.0
20000027530004,0.0,0.0,0.0
20000027540037,0.0,0.0,0.0
20000027540040,0.0,0.0,0.0
20000027540051,0.0,0.0,0.0
20000027550004,0.0,0.0,0.0
20000027560003,0.0,0.0,0.0
20000027570003,0.0,0.0,0.0
20000027570004,0.0,0.0,0.0
20000027580003,0.0,0.0,0.0
20000027580004,0.0,0.0,0.0
20000027585012,0.0,0.0,0.0
20000027585013,0.0,0.0,0.0
20000027585014,0.0,0.0,0.0
20000027585015,0.0,0.0,0.0
20000027585017,0.0,0.0,0.0
20000027585018,0.0,0.0,0.0
20000027590000,0.0,0.0,0.0
20000027590028,0.0,0.0,0.0
20000027860026,0.0,0.0,0.0
20000028010004,0.0,0.0,0.0
20000028015909,0.0,0.0,0.0
20000028015911,0.0,0.0,0.0
20000028015912,0.0,0.0,0.0
20000028015913,0.0,0.0,0.0
20000028015921,0.0,0.0,0.0
