Price,Location,Rooms
22.000 TL,Muratpaşa/Eskisanayi,3+1
30.000 TL,Muratpaşa/Gençlik,2+1
10.000 TL,Korkuteli,2+1
25.000 TL,Muratpaşa/Meltem,3+1
20.000 TL,Muratpaşa/Gençlik,2+1
19.500 TL,Kepez/Düdenbaşı,1+1
15.000 TL,Alanya,1+1
14.000 TL,Döşemealtı/Yeniköy,1+1
18.000 TL,Kepez/Düdenbaşı,1+1
24.500 TL,Kepez/Dokuma,3+1
22.000 TL,Alanya/Beldeler,2+1
35.950 TL,Konyaaltı/Arapsuyu,3+1
20.000 TL,Manavgat,1+1
22.000 TL,Kepez/Ahatlı,2+1
40.000 TL,Konyaaltı/Arapsuyu,3+1
37.000 TL,Aksu,2+1
20.000 TL,Kepez/Sütçüler,2+1
25.500 TL,Alanya,2+1
16.000 TL,Kepez/Varsak,1+1
19.500 TL,Manavgat/Sarılar,3+1
15.000 TL,Kepez/Duraliler,1+1
20.500 TL,Kepez/Düdenbaşı,1+1
23.000 TL,Manavgat,2+1
25.000 TL,Konyaaltı/Arapsuyu,2+1
22.500 TL,Kepez/Düdenbaşı,1+1
20.000 TL,Muratpaşa/Eskisanayi,3+1
18.000 TL,Döşemealtı/Yeniköy,2+1
21.000 TL,Kepez/Duraliler,2+1
14.000 TL,Kepez/Ahatlı,1+1
24.000 TL,Kepez/Erenköy,2+1
20.000 TL,Kepez/Dokuma,2+1
26.000 TL,Konyaaltı/Merkez,2+1
21.000 TL,Aksu,2+1
22.500 TL,Manavgat/Sarılar,2+1
24.000 TL,Kepez/Varsak,2+1
20.000 TL,Muratpaşa/Fener,1+1
30.500 TL,Kepez/Düdenbaşı,2+1
15.500 TL,Kepez/Varsak,1+1
17.000 TL,Aksu,1+1
15.000 TL,Döşemealtı/Yeniköy,1+1
17.000 TL,Aksu,1+1
10.000 TL,Alanya,2+1
25.000 TL,Kepez/Dokuma,3+1
15.000 TL,Aksu,1+1
22.500 TL,Muratpaşa/Meltem,3+1
20.000 TL,Döşemealtı/Yeniköy,1+1
25.000 TL,Muratpaşa/Bahçelievler,2+1
25.000 TL,Muratpaşa/Lara,2+1
19.500 TL,Döşemealtı/Yeniköy,2+1
24.000 TL,Muratpaşa/Lara,2+1
20.000 TL,Kepez/Varsak,2+1
40.000 TL,Muratpaşa/Bahçelievler,3+1
40.000 TL,Konyaaltı/Arapsuyu,3+1
27.000 TL,Aksu,1+1
25.000 TL,Serik,4+0
17.000 TL,Muratpaşa/Yenigün,2+1
30.000 TL,Konyaaltı/Arapsuyu,3+1
21.000 TL,Kepez/Yeniemek,2+1
30.000 TL,Kepez/Duraliler,4+2
16.000 TL,Döşemealtı/Merkez,2+1
19.000 TL,Muratpaşa/Yenigün,1+1
25.000 TL,Kepez/Varsak,2+1
19.500 TL,Aksu,1+1
25.000 TL,Döşemealtı/Merkez,1+1
22.000 TL,Muratpaşa/Eskisanayi,2+1
28.000 TL,Alanya,3+1
25.000 TL,Muratpaşa/Meltem,3+1
24.000 TL,Kepez/Erenköy,2+1
25.000 TL,Alanya,3+1
20.000 TL,Muratpaşa/Çarşı,2+1
18.000 TL,Kepez/Ahatlı,2+1
36.000 TL,Konyaaltı/Merkez,3+1
22.000 TL,Kepez/Varsak,2+1
20.000 TL,Alanya,2+1
18.750 TL,Muratpaşa/Meltem,2+1
35.000 TL,Konyaaltı/Arapsuyu,3+1
35.000 TL,Aksu,2+1
35.000 TL,Muratpaşa/Yenigün,3+1
18.500 TL,Kepez/Varsak,2+1
20.500 TL,Serik,3+1
22.000 TL,Alanya,3+1
25.000 TL,Kepez/Dokuma,3+1
22.000 TL,Muratpaşa/Kızıltoprak,2+1
23.000 TL,Aksu,2+1
20.000 TL,Serik,3+1
35.000 TL,DöşemealtıYeniköy,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Kepez/Erenköy,3+1
20.000 TL,Döşemealtı/Yeniköy,3+1
14.500 TL,Aksu,1+1
35.000 TL,Muratpaşa/Fener,3+1
20.000 TL,Muratpaşa/Yenigün,2+1
26.000 TL,Kepez/Ahatlı,3+1
14.000 TL,Döşemealtı/Yeniköy,1+1
13.000 TL,Alanya,1+1
20.000 TL,Kepez/Sütçüler,2+1
22.000 TL,Alanya,2+1
24.000 TL,Manavgat,2+1
22.000 TL,Aksu,2+1
20.000 TL,Serik/Köyler,2+1
18.000 TL,Muratpaşa/Meltem,1+1
26.000 TL,Muratpaşa/Yenigün,3+1
21.500 TL,Muratpaşa/Yenigün,2+1
22.000 TL,Kepez/Varsak,3+1
17.500 TL,Kepez/Varsak,2+1
22.500 TL,Kepez/Sütçüler,2+1
31.000 TL,Konyaaltı/Arapsuyu,2+1
20.000 TL,Kepez/Düdenbaşı,1+1
20.000 TL,Kepez/Sütçüler,2+1
19.000 TL,Kepez/Sütçüler,2+1
22.000 TL,Kepez/Düdenbaşı,1+1
23.000 TL,Serik/Yukarıkocayatak,2+1
24.000 TL,Muratpaşa/Eskisanayi,3+1
14.000 TL,Döşemealtı/Yeniköy,2+1
25.000 TL,Muratpaşa/Eskisanayi,2+1
17.500 TL,Serik,2+1
25.000 TL,Kepez/Erenköy,2+1
18.500 TL,Kepez/Varsak,2+1
45.000 TL,Konyaaltı/Arapsuyu,4+1
23.000 TL,Kepez/Düdenbaşı,2+1
20.000 TL,Kepez/Ahatlı,2+1
30.000 TL,Muratpaşa/Kızıltoprak,2+1
19.000 TL,Kepez/Erenköy,2+1
20.000 TL,Manavgat/Ilıca,1+1
27.000 TL,Kepez/Dokuma,2+1
16.000 TL,Kumluca,1+1
15.000 TL,Gazipaşa,3+1
18.000 TL,Kepez/Sütçüler,2+1
15.000 TL,Alanya/Beldeler,2+1
17.500 TL,Kepez/Erenköy,1+1
35.000 TL,Kepez/Duraliler,1+1
23.500 TL,Kepez/Duraliler,3+1
21.000 TL,Muratpaşa/Lara,1+1
20.000 TL,Kepez/Duraliler,1+1
18.000 TL,Serik,2+1
20.000 TL,Muratpaşa/Eskisanayi,2+1
35.000 TL,MuratpaşaEskisanayi,2+1
20.000 TL,Kepez/Düdenbaşı,1+1
24.000 TL,Kepez/Düdenbaşı,3+1
23.500 TL,Kepez/Sütçüler,2+1
23.000 TL,Döşemealtı/Yeşilbayır,Stüdyo (1+0)
25.000 TL,Manavgat,3+1
30.000 TL,Muratpaşa/Lara,3+1
22.000 TL,Kepez/Ahatlı,2+1
19.000 TL,Döşemealtı/Yeniköy,2+1
21.000 TL,Kepez/Erenköy,2+1
14.500 TL,Kepez/Dokuma,1+1
33.500 TL,Muratpaşa/Gençlik,4+1
26.500 TL,Alanya/Beldeler,4+1
30.000 TL,Muratpaşa/Güzeloluk,3+1
28.000 TL,Muratpaşa/Güzeloluk,3+1
13.000 TL,Alanya,1+1
14.000 TL,Kumluca,1+1
23.000 TL,Kepez/Erenköy,4+1
30.000 TL,Muratpaşa/Lara,2+1
25.000 TL,Kepez/Sütçüler,3+1
60.000 TL,Konyaaltı/Merkez,5+1
15.000 TL,Kepez/Varsak,1+1
16.000 TL,Kepez/Ahatlı,2+1
34.500 TL,Konyaaltı/Arapsuyu,3+1
39.000 TL,Konyaaltı/Arapsuyu,3+1
16.000 TL,Kepez/Varsak,2+1
35.000 TL,Konyaaltı/Merkez,3+1
20.000 TL,Kepez/Varsak,2+1
23.500 TL,Kepez/Ahatlı,2+1
25.000 TL,Muratpaşa/Bahçelievler,2+1
20.000 TL,Alanya,2+1
13.500 TL,Finike/Beldeler,1+1
20.000 TL,Kaş/Kalkan,2+1
26.500 TL,Kepez/Varsak,3+1
30.000 TL,Muratpaşa/Fener,2+1
15.000 TL,Kumluca/Köyler,1+1
19.500 TL,Kepez/Yeniemek,2+1
4.000 TL,Kepez/Duraliler,Stüdyo (1+0)
21.000 TL,Manavgat/Sarılar,2+1
30.000 TL,Kaş,2+1
18.000 TL,Kaş/Köyler,2+1
44.000 TL,Kepez/Sütçüler,3+1
25.000 TL,Kepez/Erenköy,2+1
19.500 TL,Kepez/Erenköy,2+1
17.000 TL,Kepez/Duraliler,2+1
13.000 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Kepez/Ahatlı,2+1
31.500 TL,Konyaaltı/Arapsuyu,3+1
15.000 TL,Döşemealtı/Yeniköy,1+1
42.500 TL,Konyaaltı/Merkez,3+1
22.000 TL,Kaş,2+1
30.000 TL,Konyaaltı/Arapsuyu,3+1
22.000 TL,Kaş,2+1
20.000 TL,Kaş/Köyler,3+1
31.000 TL,Muratpaşa/Meltem,3+1
14.500 TL,Finike/Beldeler,3+1
15.000 TL,Kepez/Erenköy,1+1
28.500 TL,Muratpaşa/Kızıltoprak,2+1
16.500 TL,Kepez/Ahatlı,1+1
13.000 TL,Döşemealtı/Yeniköy,1+1
27.000 TL,Muratpaşa/Kızıltoprak,3+1
28.000 TL,Muratpaşa/Kızıltoprak,2+1
19.500 TL,Alanya,2+1
20.000 TL,Kepez/Erenköy,2+1
11.000 TL,Alanya,1+1
15.000 TL,Kepez/Duraliler,1+1
22.000 TL,Muratpaşa/Güzeloluk,2+1
18.000 TL,Döşemealtı/Yeniköy,2+1
30.000 TL,Manavgat/Ilıca,2+1
18.500 TL,Manavgat,1+1
22.000 TL,Manavgat,2+1
20.000 TL,Muratpaşa/Yenigün,2+1
17.000 TL,Muratpaşa/Bahçelievler,2+1
33.000 TL,Muratpaşa/Lara,2+1
23.000 TL,Kepez/Dokuma,3+1
49.000 TL,Konyaaltı/Arapsuyu,2+1
35.000 TL,Muratpaşa/Gençlik,3+1
21.000 TL,Kepez/Dokuma,2+1
12.500 TL,Elmalı,Stüdyo (1+0)
16.000 TL,Döşemealtı/Merkez,2+1
18.000 TL,Manavgat/Çolaklı,2+1
17.000 TL,Kepez/Duraliler,1+1
18.500 TL,Kepez/Varsak,2+1
14.000 TL,Kepez/Duraliler,2+0
22.000 TL,KepezDokuma,2+1
19.000 TL,Kepez/Sütçüler,2+1
43.000 TL,Konyaaltı/Arapsuyu,3+1
26.000 TL,Kepez/Düdenbaşı,2+1
20.000 TL,Serik,2+1
50.000 TL,Kaş,2+1
17.000 TL,Kepez/Merkez,1+1
20.000 TL,Kepez/Erenköy,2+1
23.000 TL,Aksu,1+1
21.000 TL,Kepez/Dokuma,3+1
30.000 TL,Aksu/Köyler,2+1
27.000 TL,Muratpaşa/Bahçelievler,3+1
49.000 TL,Konyaaltı/Arapsuyu,2+1
24.000 TL,Finike/Beldeler,1+1
55.000 TL,Kaş,3+1
12.000 TL,Alanya,1+1
19.000 TL,Kepez/Merkez,1+1
18.000 TL,Muratpaşa/Fener,1+1
14.000 TL,Serik/Köyler,2+1
20.000 TL,Kepez/Varsak,2+1
12.000 TL,Muratpaşa/Bahçelievler,1+1
21.500 TL,Finike/Beldeler,3+1
17.000 TL,Kepez/Düdenbaşı,1+1
25.000 TL,Kepez/Dokuma,2+1
49.000 TL,Konyaaltı/Arapsuyu,2+1
23.000 TL,Kepez/Varsak,2+1
55.000 TL,Konyaaltı/Merkez,5+1
30.000 TL,Muratpaşa/Bahçelievler,3+1
45.000 TL,Muratpaşa/Bahçelievler,4+1
21.000 TL,Kepez/Ahatlı,2+1
25.000 TL,Muratpaşa/Kızıltoprak,2+1
17.500 TL,Alanya/Beldeler,1+1
20.000 TL,Alanya,1+1
15.000 TL,Manavgat,1+1
17.000 TL,Kepez/Varsak,1+1
30.000 TL,Muratpaşa/Meltem,3+1
16.500 TL,Kepez/Varsak,2+1
17.000 TL,Aksu,3+1
34.000 TL,Kepez/Merkez,2+1
13.500 TL,Kepez/Varsak,1+1
18.000 TL,Alanya/Beldeler,2+1
20.500 TL,Serik,2+1
17.000 TL,Aksu,1+1
33.000 TL,Alanya/Beldeler,2+1
35.000 TL,Muratpaşa/Merkez,2+1
48.000 TL,Muratpaşa/Lara,3+1
22.000 TL,Konyaaltı/Arapsuyu,1+1
21.000 TL,Alanya,2+1
16.500 TL,Döşemealtı/Yeniköy,1+1
22.000 TL,Kepez/Duraliler,2+1
20.000 TL,Kepez/Erenköy,1+1
22.000 TL,Muratpaşa/Yenigün,2+1
18.000 TL,Manavgat,2+1
22.000 TL,Serik,3+1
25.000 TL,Serik,2+1
22.000 TL,Finike,2+1
18.000 TL,Alanya,2+1
22.500 TL,Kepez/Duraliler,2+1
35.000 TL,Muratpaşa/Merkez,3+1
15.000 TL,Alanya/Beldeler,2+1
30.000 TL,Alanya/Beldeler,3+1
45.000 TL,Muratpaşa/Fener,3+1
21.000 TL,Kepez/Duraliler,2+1
25.000 TL,Aksu,2+1
16.000 TL,Kepez/Sütçüler,2+1
32.000 TL,Konyaaltı/Arapsuyu,3+1
21.000 TL,Muratpaşa/Bahçelievler,3+1
19.500 TL,Serik,3+1
20.000 TL,Kepez/Erenköy,2+1
20.000 TL,Kepez/Erenköy,2+1
35.000 TL,Muratpaşa/Güzeloluk,2+1
16.000 TL,Serik,2+1
18.000 TL,Serik,2+1
26.000 TL,Muratpaşa/Gençlik,3+1
28.000 TL,Muratpaşa/Fener,3+1
20.000 TL,Kepez/Duraliler,2+1
35.000 TL,Muratpaşa/Lara,3+1
22.500 TL,Aksu,2+1
15.000 TL,Serik,3+1
27.000 TL,Kepez/Düdenbaşı,2+1
9.000 TL,Muratpaşa/Bahçelievler,Stüdyo (1+0)
25.000 TL,Muratpaşa/Gençlik,3+1
35.000 TL,Konyaaltı/Arapsuyu,2+1
28.000 TL,Muratpaşa/Meltem,2+1
20.000 TL,Kaş/Köyler,1+1
19.000 TL,Manavgat,2+1
25.000 TL,Serik,2+1
58.000 TL,Konyaaltı/Arapsuyu,3+1
23.000 TL,Kepez/Duraliler,2+1
30.000 TL,Alanya,3+1
20.000 TL,Aksu,1+1
22.000 TL,Muratpaşa/Gençlik,2+1
17.000 TL,Kepez/Varsak,2+1
23.000 TL,Muratpaşa/Lara,2+1
48.000 TL,Konyaaltı/Arapsuyu,4+1
22.000 TL,Aksu,2+1
23.000 TL,Aksu,1+1
15.000 TL,Döşemealtı/Yeniköy,1+1
25.000 TL,Muratpaşa/Eskisanayi,2+1
23.500 TL,Muratpaşa/Eskisanayi,2+1
20.000 TL,Kepez/Erenköy,2+1
35.000 TL,Konyaaltı/Merkez,3+1
19.250 TL,Manavgat,1+1
25.500 TL,Aksu,2+1
30.000 TL,Muratpaşa/Bahçelievler,4+1
58.000 TL,Muratpaşa/Lara,1+1
23.000 TL,Kepez/Sütçüler,2+1
20.000 TL,Muratpaşa/Gençlik,1+1
19.000 TL,Muratpaşa/Kızıltoprak,1+1
15.000 TL,Döşemealtı/Yeniköy,1+1
28.000 TL,Muratpaşa/Kızıltoprak,3+1
18.000 TL,Alanya,2+1
15.000 TL,Döşemealtı/Yeşilbayır,1+1
17.000 TL,Muratpaşa/Meltem,2+1
15.500 TL,Kepez/Varsak,2+1
17.500 TL,Döşemealtı/Merkez,1+1
42.000 TL,Muratpaşa/Meltem,2+1
15.500 TL,Aksu,1+1
15.000 TL,DöşemealtıYeniköy,3+1
50.000 TL,Konyaaltı/Merkez,3+1
35.000 TL,Muratpaşa/Yenigün,3+1
20.000 TL,Kepez/Duraliler,2+1
16.500 TL,Kepez/Varsak,2+1
23.000 TL,Kepez/Duraliler,2+1
25.000 TL,Serik,3+1
22.000 TL,Kepez/Yeniemek,2+1
19.000 TL,Kepez/Erenköy,2+1
35.000 TL,Konyaaltı/Arapsuyu,3+1
20.000 TL,Kepez/Sütçüler,2+1
28.000 TL,Muratpaşa/Eskisanayi,2+1
22.000 TL,Kepez/Düdenbaşı,1+1
42.000 TL,Muratpaşa/Eskisanayi,3+1
21.000 TL,Kepez/Merkez,1+1
21.000 TL,Kepez/Varsak,2+1
32.000 TL,Muratpaşa/Eskisanayi,3+1
17.000 TL,Kepez/Sütçüler,2+1
29.000 TL,Serik,3+1
20.000 TL,Alanya/Beldeler,1+1
26.000 TL,Muratpaşa/Eskisanayi,3+1
22.000 TL,Muratpaşa/Meltem,3+1
25.000 TL,Aksu,2+1
20.000 TL,Muratpaşa/Yenigün,2+1
17.500 TL,Kepez/Erenköy,1+1
23.000 TL,Muratpaşa/Yenigün,2+1
16.500 TL,Kepez/Erenköy,2+1
24.000 TL,Kepez/Erenköy,2+1
20.000 TL,Alanya/Köyler,3+1
20.000 TL,Muratpaşa/Bahçelievler,2+1
18.000 TL,Serik,2+1
27.000 TL,Muratpaşa/Kızıltoprak,2+1
21.000 TL,Kepez/Erenköy,1+1
22.000 TL,Kepez/Dokuma,2+1
37.000 TL,Muratpaşa/Fener,2+1
23.000 TL,Kepez/Varsak,2+1
18.000 TL,Alanya,2+1
17.000 TL,Döşemealtı/Yeniköy,2+1
26.500 TL,Döşemealtı/Yeniköy,3+1
14.000 TL,Kepez/Düdenbaşı,2+1
17.000 TL,Kepez/Düdenbaşı,2+1
55.000 TL,Kepez/Sütçüler,4+1
17.000 TL,Muratpaşa/Lara,Stüdyo (1+0)
25.000 TL,Muratpaşa/Kızıltoprak,2+1
17.000 TL,Alanya/Beldeler,2+1
17.500 TL,Döşemealtı/Yeniköy,1+1
20.000 TL,Kepez/Varsak,2+1
30.000 TL,Konyaaltı/Merkez,2+1
20.000 TL,Muratpaşa/Eskisanayi,2+1
26.000 TL,Kepez/Düdenbaşı,2+1
27.000 TL,Kepez/Duraliler,2+1
24.000 TL,Döşemealtı/Merkez,1+1
27.000 TL,Döşemealtı/Merkez,1+1
27.000 TL,Döşemealtı/Merkez,1+1
29.000 TL,Döşemealtı/Merkez,1+1
51.500 TL,Konyaaltı/Arapsuyu,2+1
26.000 TL,Kepez/Erenköy,2+1
50.000 TL,MuratpaşaLara,4+1
65.000 TL,Muratpaşa/Lara,3+1
100.000 TL,Muratpaşa/Lara,3+1
35.000 TL,Kepez/Duraliler,2+1
33.000 TL,Muratpaşa/Lara,3+1
45.000 TL,Konyaaltı/Arapsuyu,3+1
80.000 TL,Muratpaşa/Fener,3+1
15.000 TL,Kepez/Erenköy,1+1
36.000 TL,Konyaaltı/Merkez,3+1
43.000 TL,Döşemealtı/Merkez,2+1
23.000 TL,Döşemealtı/Merkez,3+1
20.000 TL,Kepez/Varsak,2+1
18.000 TL,Kepez/Sütçüler,1+1
50.000 TL,Döşemealtı/Yeniköy,4+1
27.000 TL,Kepez/Erenköy,2+1
50.000 TL,Muratpaşa/Lara,3+1
32.500 TL,Konyaaltı/Arapsuyu,1+1
35.000 TL,Muratpaşa/Kızıltoprak,2+1
17.500 TL,Korkuteli,2+1
22.000 TL,Kepez/Düdenbaşı,1+1
55.000 TL,Konyaaltı/Arapsuyu,2+1
20.000 TL,Kepez/Sütçüler,1+1
45.000 TL,Konyaaltı/Merkez,2+1
60.000 TL,Konyaaltı/Arapsuyu,2+1
55.000 TL,Döşemealtı/Yeşilbayır,3+1
32.000 TL,Kepez/Düdenbaşı,2+1
29.000 TL,Kepez/Duraliler,2+1
40.000 TL,Kepez/Erenköy,3+1
30.000 TL,Kepez/Ahatlı,1+1
85.000 TL,Muratpaşa/Lara,3+1
21.000 TL,Korkuteli,2+1
45.000 TL,Konyaaltı/Arapsuyu,2+1
24.000 TL,Kepez/Dokuma,3+1
30.000 TL,Muratpaşa/Kızıltoprak,1+1
40.000 TL,Konyaaltı/Arapsuyu,2+1
35.000 TL,Konyaaltı/Arapsuyu,3+1
40.000 TL,Konyaaltı/Arapsuyu,3+1
55.000 TL,Kepez/Erenköy,4+1
51.000 TL,Konyaaltı/Arapsuyu,2+1
60.000 TL,Muratpaşa/Lara,3+1
32.000 TL,Döşemealtı/Merkez,2+1
32.500 TL,Muratpaşa/Meltem,3+1
40.000 TL,Kepez/Erenköy,3+1
21.000 TL,Konyaaltı/Merkez,1+1
37.000 TL,Muratpaşa/Kızıltoprak,2+1
65.000 TL,Muratpaşa/Fener,3+1
29.000 TL,Konyaaltı/Arapsuyu,1+1
55.000 TL,KonyaaltıArapsuyu,3+1
29.500 TL,Konyaaltı/Merkez,1+1
60.000 TL,Muratpaşa/Fener,4+1
60.000 TL,Konyaaltı/Arapsuyu,3+1
40.000 TL,Muratpaşa/Lara,3+1
30.000 TL,Kepez/Ahatlı,2+1
48.000 TL,Muratpaşa/Güzeloluk,2+1
57.000 TL,Konyaaltı/Arapsuyu,3+1
65.000 TL,Konyaaltı/Arapsuyu,3+1
50.000 TL,Konyaaltı/Arapsuyu,3+1
30.000 TL,Kepez/Düdenbaşı,3+1
100.000 TL,Muratpaşa/Lara,2+2
60.000 TL,Muratpaşa/Fener,3+1
75.000 TL,Konyaaltı/Arapsuyu,3+1
58.000 TL,Konyaaltı/Arapsuyu,4+1
200.000 TL,Muratpaşa/Fener,3+1
32.000 TL,Konyaaltı/Arapsuyu,2+1
26.000 TL,Kepez/Sütçüler,3+1
100.000 TL,Konyaaltı/Arapsuyu,5+1
47.000 TL,Konyaaltı/Arapsuyu,3+1
33.000 TL,Konyaaltı/Arapsuyu,3+1
35.000 TL,Konyaaltı/Arapsuyu,2+1
30.000 TL,Konyaaltı/Arapsuyu,2+1
45.000 TL,Konyaaltı/Arapsuyu,3+1
55.000 TL,Muratpaşa/Fener,3+1
35.000 TL,MuratpaşaFener,2+1
32.000 TL,Döşemealtı/Yeniköy,3+1
55.000 TL,Muratpaşa/Lara,3+1
20.000 TL,Serik,1+1
45.000 TL,Konyaaltı/Arapsuyu,2+1
25.000 TL,Konyaaltı/Arapsuyu,1+1
25.000 TL,Kepez/Erenköy,3+1
33.000 TL,Konyaaltı/Merkez,2+1
35.000 TL,Kepez/Duraliler,2+1
55.000 TL,Muratpaşa/Fener,3+1
29.500 TL,Muratpaşa/Kızıltoprak,2+1
49.000 TL,Konyaaltı/Arapsuyu,5+1
25.000 TL,Kepez/Düdenbaşı,1+1
38.000 TL,Konyaaltı/Arapsuyu,2+1
25.000 TL,Serik,2+1
27.500 TL,MuratpaşaFener,3+1
45.000 TL,Kepez/Erenköy,3+2
35.000 TL,Konyaaltı/Arapsuyu,1+1
55.000 TL,Muratpaşa/Lara,3+1
18.000 TL,Elmalı,3+1
40.000 TL,Konyaaltı/Arapsuyu,3+1
45.000 TL,Aksu,2+1
27.500 TL,Kepez/Erenköy,2+1
37.000 TL,Konyaaltı/Arapsuyu,2+1
50.000 TL,Konyaaltı/Arapsuyu,3+1
38.000 TL,Konyaaltı/Arapsuyu,3+1
70.000 TL,Muratpaşa/Fener,3+1
35.000 TL,Muratpaşa/Gençlik,1+1
42.000 TL,Konyaaltı/Arapsuyu,3+1
70.000 TL,Muratpaşa/Fener,2+1
30.000 TL,Konyaaltı/Arapsuyu,2+1
25.000 TL,Döşemealtı/Merkez,1+1
60.000 TL,Muratpaşa/Lara,3+1
63.000 TL,Muratpaşa/Lara,3+1
24.000 TL,Kepez/Yeniemek,1+1
21.000 TL,Döşemealtı/Yeniköy,1+1
95.000 TL,Konyaaltı/Arapsuyu,3+1
37.000 TL,Aksu,2+1
95.000 TL,Muratpaşa/Lara,3+1
25.000 TL,Serik,3+1
25.000 TL,Kepez/Erenköy,3+1
125.000 TL,Konyaaltı/Arapsuyu,5+1
45.000 TL,Konyaaltı/Arapsuyu,3+1
85.000 TL,Muratpaşa/Lara,3+1
220.000 TL,Muratpaşa/Fener,5+1
23.500 TL,Kepez/Düdenbaşı,2+1
47.000 TL,Konyaaltı/Arapsuyu,3+1
20.000 TL,Kepez/Sütçüler,1+1
45.000 TL,Konyaaltı/Merkez,4+1
45.000 TL,Konyaaltı/Merkez,5+1
50.000 TL,Muratpaşa/Fener,3+1
48.000 TL,Muratpaşa/Fener,3+1
35.000 TL,Kepez/Düdenbaşı,2+1
40.000 TL,Muratpaşa/Lara,2+1
20.000 TL,Kepez/Erenköy,1+1
81.000 TL,Muratpaşa/Gençlik,3+1
65.000 TL,Muratpaşa/Fener,3+1
45.000 TL,Muratpaşa/Fener,2+1
23.000 TL,Kepez/Ahatlı,3+1
45.000 TL,Muratpaşa/Lara,2+1
45.000 TL,Konyaaltı/Merkez,3+1
65.000 TL,Muratpaşa/Güzeloluk,3+1
32.000 TL,KonyaaltıArapsuyu,2+1
35.000 TL,Muratpaşa/Güzeloluk,2+1
32.000 TL,Konyaaltı/Arapsuyu,3+1
65.000 TL,Konyaaltı/Arapsuyu,3+1
58.000 TL,Muratpaşa/Güzeloluk,3+1
85.000 TL,Muratpaşa/Lara,3+1
21.000 TL,Serik,2+1
40.000 TL,Konyaaltı/Arapsuyu,3+1
39.000 TL,Muratpaşa/Güzeloluk,2+1
36.000 TL,Kepez/Ahatlı,2+1
50.000 TL,Konyaaltı/Arapsuyu,3+1
45.000 TL,Muratpaşa/Fener,2+1
40.000 TL,Konyaaltı/Arapsuyu,3+1
53.000 TL,Konyaaltı/Arapsuyu,3+1
45.000 TL,Konyaaltı/Arapsuyu,4+1
27.000 TL,Serik,3+1
25.000 TL,Döşemealtı/Merkez,1+1
59.999 TL,Konyaaltı/Arapsuyu,3+1
21.000 TL,Kepez/Sütçüler,2+1
61.000 TL,Konyaaltı/Arapsuyu,4+1
33.000 TL,Kepez/Ahatlı,3+1
30.000 TL,Konyaaltı/Arapsuyu,1+1
18.000 TL,Döşemealtı/Merkez,2+1
26.000 TL,Kepez/Erenköy,2+1
40.000 TL,Kepez/Erenköy,3+1
27.000 TL,Döşemealtı/Merkez,1+1
20.000 TL,Kepez/Erenköy,2+1
25.000 TL,Kepez/Erenköy,2+1
45.000 TL,Konyaaltı/Merkez,2+1
20.000 TL,Kepez/Düdenbaşı,2+1
37.500 TL,Konyaaltı/Merkez,2+1
45.000 TL,Döşemealtı/Yeşilbayır,2+1
65.000 TL,Muratpaşa/Fener,3+1
31.000 TL,Muratpaşa/Eskisanayi,2+1
55.000 TL,Muratpaşa/Fener,3+1
80.000 TL,Konyaaltı/Arapsuyu,3+1
40.000 TL,Konyaaltı/Arapsuyu,2+1
35.000 TL,Kepez/Erenköy,3+1
20.000 TL,MuratpaşaGüzeloluk,2+1
40.000 TL,Konyaaltı/Arapsuyu,2+1
42.000 TL,Konyaaltı/Arapsuyu,2+1
44.000 TL,Konyaaltı/Arapsuyu,2+1
39.000 TL,Kepez/Düdenbaşı,3+1
40.000 TL,Konyaaltı/Arapsuyu,2+1
35.000 TL,Serik,3+1
27.000 TL,Serik,2+1
40.000 TL,Muratpaşa/Güzeloluk,3+1
45.000 TL,Konyaaltı/Arapsuyu,3+1
45.000 TL,Konyaaltı/Arapsuyu,5+1
35.000 TL,Döşemealtı/Yeniköy,3+1
70.000 TL,Konyaaltı/Arapsuyu,3+1
45.000 TL,Konyaaltı/Arapsuyu,1+1
45.000 TL,Muratpaşa/Güzeloluk,3+1
46.000 TL,Konyaaltı/Arapsuyu,3+1
25.000 TL,Serik,3+1
50.000 TL,Aksu,2+1
75.000 TL,Konyaaltı/Arapsuyu,3+1
50.000 TL,Konyaaltı/Arapsuyu,3+1
105.000 TL,Muratpaşa/Lara,3+1
43.000 TL,Muratpaşa/Lara,2+1
120.000 TL,Muratpaşa/Lara,3+1
208.000 TL,Muratpaşa/Fener,4+1
30.000 TL,Aksu,2+1
18.000 TL,Kepez/Duraliler,2+1
41.000 TL,Konyaaltı/Arapsuyu,2+1
45.000 TL,Konyaaltı/Arapsuyu,3+1
50.000 TL,Döşemealtı/Yeniköy,4+1
45.000 TL,Konyaaltı/Arapsuyu,3+1
26.000 TL,Kepez/Erenköy,2+1
165.000 TL,Muratpaşa/Fener,3+1
43.000 TL,Aksu,3+1
38.000 TL,Konyaaltı/Arapsuyu,3+1
75.000 TL,Kepez/Erenköy,4+1
25.000 TL,Aksu,1+1
115.000 TL,Konyaaltı/Arapsuyu,3+1
26.000 TL,Aksu,3+1
110.000 TL,Konyaaltı/Arapsuyu,3+2
90.000 TL,Muratpaşa/Lara,3+1
18.500 TL,Kepez/Düdenbaşı,1+1
