District,Rooms,Price
Merkez,2+1,9.500 TL
Merkez / Bahçelievler,4+1,9.000 TL
Merkez / Başbağlar,3+1,9.500 TL
Çayırlı,2+1,8.000 TL
Merkez,2+1,9.000 TL
Merkez / Kavakyolu,2+1,9.250 TL
Merkez / Yalnızbağ,2+1,8.500 TL
Merkez / Çukurkuyu,1+1,7.500 TL
Merkez / İnönü,1+1,9.000 TL
Merkez / Akşemsettin,3+1,8.500 TL
Merkez / Çarşı,2+1,9.000 TL
Merkez / Başbağlar,2+1,9.500 TL
Merkez / Halitpaşa,1+1,14.250 TL
Merkez / Çarşı,3+1,17.000 TL
Merkez / Akşemsettin,2+1,18.000 TL
Merkez / Çarşı,3+1,18.500 TL
Merkez / Başbağlar,1+1,15.500 TL
Merkez / Çarşı,2+0,16.000 TL
Merkez / Çarşı,2+1,17.200 TL
Merkez / Çarşı,1+1,15.750 TL
Merkez,2+1,19.000 TL
Merkez / Bahçelievler,2+1,11.000 TL
Merkez / Akşemsettin,3+1,13.000 TL
Merkez / Çarşı,3+1,17.500 TL
Merkez,2+1,13.000 TL
Merkez / Yalnızbağ,3+1,18.500 TL
Merkez / Çarşı,1+1,12.000 TL
Merkez / Çarşı,3+1,19.000 TL
Merkez / Yalnızbağ,3+1,16.000 TL
Merkez / Demirkent,2+1,17.000 TL
Merkez / Başbağlar,3+1,13.500 TL
Merkez / Başbağlar,4+1,12.500 TL
Merkez / Başbağlar,1+1,14.000 TL
Merkez / Yalnızbağ,3+1,19.000 TL
Merkez / Yalnızbağ,3+1,16.000 TL
Merkez / Başbağlar,3+1,16.000 TL
Merkez / Başbağlar,3+1,15.000 TL
Merkez / Yalnızbağ,1+1,17.250 TL
Merkez / Başbağlar,1.5+1,12.500 TL
Merkez / Çarşı,3+1,17.500 TL
Merkez / İnönü,2+0,17.500 TL
Merkez / Ulalar,3+1,18.000 TL
Merkez / Kavakyolu,2+0,14.500 TL
Merkez / Başbağlar,2+1,19.500 TL
Merkez / Çarşı,2+1,18.000 TL
Merkez / İnönü,2+0,15.000 TL
Merkez / Kavakyolu,2+1,15.000 TL
Merkez / Başbağlar,1+1,12.500 TL
Merkez / İnönü,1+1,13.500 TL
Merkez / Bahçelievler,3+1,16.000 TL
Merkez / Kavakyolu,2+1,17.500 TL
Merkez / İnönü,2+0,16.000 TL
Merkez / İnönü,2+1,12.000 TL
Merkez / Yalnızbağ,2+1,13.000 TL
Merkez / İnönü,2+0,18.000 TL
Merkez / Çarşı,2+1,18.000 TL
Merkez / Bahçelievler,3+1,14.000 TL
Merkez / Çarşı,2+1,18.500 TL
Merkez / Geçit,2+1,12.500 TL
Merkez / Yalnızbağ,2+1,12.900 TL
Merkez / Çarşı,Stüdyo (1+0),14.000 TL
Merkez / Başbağlar,3+1,17.000 TL
Merkez / Bahçelievler,3+1,18.500 TL
Merkez / Bahçelievler,3+1,18.500 TL
Merkez / Çarşı,1+1,18.500 TL
Merkez / Geçit,2+1,12.000 TL
Merkez / Yalnızbağ,1+1,14.500 TL
Merkez / İnönü,2+1,13.500 TL
