item_name,price,category,date
12v Metal Şanzıman Çift Akülü Bakır Sargı Şarjlı Matkap Akülü Vidalama,1399.9,Akülü Vidalamalar,2026.05.07
12v Çift Akü Şarjlı Matkap Metal Şanzıman Akülü Vidalama,1399.9,Akülü Vidalamalar,2026.05.07
12v Çift Akü Şarjlı Matkap Akülü Vidalama,999.9,Akülü Vidalamalar,2026.05.07
B D Ld12ska-tr 12v Vidalama+30 Prç Aks,1999.0,Akülü Vidalamalar,2026.05.07
LD12SP Akülü Vidalama,2799.0,Akülü Vidalamalar,2026.05.07
Mini X-Line 25 Parçalı Vidalama Seti,419.9,Akülü Vidalamalar,2026.05.07
Promo Blister Akülü Vidalama + 24 Parça Aksesuar,599.9,Akülü Vidalamalar,2026.05.07
21v Darbeli Kömürsüz Kırıcı Delici Hilti &amp; Taşlama &amp; Matkap &amp; Somun Sıkma Sökme 4&#039;lü Set,6890.0,Akülü Vidalamalar,2026.05.07
"Te-cd 18/44 Li-i Darbeli Vidalama 1x2,5a",4249.0,Akülü Vidalamalar,2026.05.07
Impact Control Serisi Vidalama Ucu 8&#039;li PH2x2/PZ2x2/T20/T30 *50mm + Standart Tutucu *60mm,441.0,Akülü Vidalamalar,2026.05.07
Bits Uç Seti Üçlü 89 mm,359.9,Akülü Vidalamalar,2026.05.07
Manyetik Tutucu Universal 60 mm,349.9,Akülü Vidalamalar,2026.05.07
"Tp-Cd 18/60 Li Bl - Solo, Akülü Vidalama",3999.0,Akülü Vidalamalar,2026.05.07
Pz Vidalama Ucu Üçlü 89 mm,359.9,Akülü Vidalamalar,2026.05.07
Impact Control Serisi Vidalama Ucu 8&#039;li PZ2 *25mm,349.9,Akülü Vidalamalar,2026.05.07
Dt7969-qz 32 Parça Vid Uç Seti,949.9,Akülü Vidalamalar,2026.05.07
10 Adet Vidalama Ucu ve 20 cm Uzatma Adaptörü,359.9,Akülü Vidalamalar,2026.05.07
Bits Uç Takımı 7 Parça,519.9,Akülü Vidalamalar,2026.05.07
DCD710D2 10.8 Li-Ion Çift Akülü Vidalama,8499.0,Akülü Vidalamalar,2026.05.07
10 Adet Vidalama Ucu ve 30 cm Uzatma Adaptörü,379.9,Akülü Vidalamalar,2026.05.07
Fatmax Sbd715b 18v 4.0 Ah Çift Akülü Darbeli Vidalama,7570.0,Akülü Vidalamalar,2026.05.07
Impact Control Serisi Vidalama Ucu 8&#039;li PH2 *50mm,453.7,Akülü Vidalamalar,2026.05.07
Sds-plus 11&#039;li Alüminyum Çantalı Uç Ve Keski Seti - 2608578765,1483.43,Akülü Vidalamalar,2026.05.07
Hex Allen Bits Uç Seti Sekizli 25 mm,79.99,Akülü Vidalamalar,2026.05.07
"Go 3,6 Volt Akülü Vidalama Makinesi- 06019h2201",2778.0,Akülü Vidalamalar,2026.05.07
Gsb 120-li 2 Ah Çift Akülü Darbeli Delme Vidalam Matkap Ve 23 Parça Uç Seti 06019g8102,6106.5,Akülü Vidalamalar,2026.05.07
Vidalama Ucu Seti 43 Parça,1411.37,Akülü Vidalamalar,2026.05.07
Bits Ucu Seti 3 Parça PZ Uç Seti,44.99,Akülü Vidalamalar,2026.05.07
Akülü Vidalama Şarjlı Tornavida Şarjlı Matkap Ixo 7 + Bosch 46 Parça Cırcır Tornavida Vidalama Ucu,3000.0,Akülü Vidalamalar,2026.05.07
Hızlı Uç Değiştirme Mandrenli Üniversal Tutucu *60mm 1/4&#034; Altıgen Şaft,484.77,Akülü Vidalamalar,2026.05.07
Gsr 185-li Darbesiz Vidalama 2 Akü,9032.0,Akülü Vidalamalar,2026.05.07
Akülü Vidalama GSR 180-LI,8420.0,Akülü Vidalamalar,2026.05.07
Uneo Maxx Çift Akülü Vidalama,10846.0,Akülü Vidalamalar,2026.05.07
Pozidriv Bits Uç PZ2,139.9,Akülü Vidalamalar,2026.05.07
Vidalama Ucu 50 mm PH/PZ/SL,107.9,Akülü Vidalamalar,2026.05.07
Impact Control Serisi Çift Taraflı Vidalama Ucu 8&#039;li PH2x4 /PZ2x4 *110mm,733.37,Akülü Vidalamalar,2026.05.07
Cheli̇kbei̇ Onlu Set (led Işık + Kırıcı Delici Matkap+avuç Taşlama+somun Sıkma+vidalama+sunta Kesme+dekupaj+lazer Metre+oto Yıkama+çok Fonksiyonlu Avuç Taşlama),17768.0,Akülü Vidalamalar,2026.05.07
Profesyonel 32 Parça  Vidalama Uç Seti - 2607017319,625.99,Akülü Vidalamalar,2026.05.07
Impact Control Serisi Vidalama Ucu 8&#039;li PH1/PH2 x3/PH3/PZ2 x2/PZ3 *25mm,472.34,Akülü Vidalamalar,2026.05.07
13mm Mke Vidalama,1621.0,Akülü Vidalamalar,2026.05.07
Extra Hard Vidalama Ucu Seti 44+1 Parça - 2607017732,1269.99,Akülü Vidalamalar,2026.05.07
Dt71563-qz 100 Parça Uç Seti,2480.0,Akülü Vidalamalar,2026.05.07
Vidalama Seti 32 Parça,692.0,Akülü Vidalamalar,2026.05.07
Pozidriv Bits Uç PZ1,139.9,Akülü Vidalamalar,2026.05.07
Impact Control Serisi Vidalama Ucu 8&#039;li T15/T20x2/T25x2/T30x2/T40 *25mm,589.0,Akülü Vidalamalar,2026.05.07
Bits Uç PH2,99.99,Akülü Vidalamalar,2026.05.07
10mm Çelik Mandren Vidalama Mkd5p,1663.0,Akülü Vidalamalar,2026.05.07
X-line 30 Parça Titanyum Karışık Aksesuar Seti 2607019324,982.49,Akülü Vidalamalar,2026.05.07
Bits Ucu Seti 20 Parça 50 mm,159.9,Akülü Vidalamalar,2026.05.07
Tork T İkili Vidalama Ucu T40x25 mm,94.99,Akülü Vidalamalar,2026.05.07
Rtl8060 21v 3.0ah Profesyonel Şarjlı Darbeli Vidalama Makinesi,4900.0,Akülü Vidalamalar,2026.05.07
Impact Pz2-ph2 Çift Taraflı Uç 65mm 8 Li,888.0,Akülü Vidalamalar,2026.05.07
Karışık Bits Ucu Seti,159.9,Akülü Vidalamalar,2026.05.07
21v Çelik Mandren Kömürsüz Motor Darbeli Şarjlı Matkap Vidalama,2249.9,Akülü Vidalamalar,2026.05.07
Lieber German L599 5li Set Kömürsüz Motor 3x Akülü Taşlama Somun Sıkma Kırıcı Delici &amp; Dal Budama Testere Makinesi,6442.0,Akülü Vidalamalar,2026.05.07
T Vidalama Ucu Üçlü,359.9,Akülü Vidalamalar,2026.05.07
Lieber German Lg5960 Metal Şanzıman Çift Akülü Bakır Sargı 27 Parça Şarjlı Matkap Akülü Vidalama Matkap,1299.0,Akülü Vidalamalar,2026.05.07
Cheli̇kbei̇ Dokuzlu Set (power Bank &amp; Led + Kırıcı Delici Matkap+avuç Taşlama+somun Sıkma+vidalama+sunta Kesme+dekupaj+budama Testeresi+budama Makası),12950.0,Akülü Vidalamalar,2026.05.07
Eisenn Qaz-013 Grey Darbeli Metal Mandren Çift Akülü Bl Motor Vidalama Matkap + 84 Parça Komple Seti Hediyeli,3399.9,Akülü Vidalamalar,2026.05.07
Eisenn Ex-10 Darbeli 013 Kömürsüz Motor 2 Akülü Vidalama Matkap + 84 Parça Aksesuar Set,3399.9,Akülü Vidalamalar,2026.05.07
Şarjlı Darbeli Matkap 58 volt çift akülü Şansımanlı Torklu Matkap Duvar Beton Ahşap delme vidalama,1220.0,Akülü Vidalamalar,2026.05.07
10mm Mke Vidalama,1120.0,Akülü Vidalamalar,2026.05.07
Plus 21v Şarjlı Matkap Bakır Sargı Kömürsüz Motor Çelik Mandren Darbeli Akülü Vidalama,2399.9,Akülü Vidalamalar,2026.05.07
1020 20v 2x2.0ah Çift Akülü Kömürsüz Darbeli Matkap 10mm,2180.91,Akülü Vidalamalar,2026.05.07
C-dtb74/1-x 20v 2x2ah Çift Akülü Vidalama + 74 Parça Aksesuar Seti - 5910904400,6374.0,Akülü Vidalamalar,2026.05.07
Workpro Wp221062 13 Parça Manyetik Cr-v Vidalama Bits Uç Seti,458.0,Akülü Vidalamalar,2026.05.07
Da01901 32 Parça Manganez Fosfat Alaşımlı Vidalama Uç Seti,884.0,Akülü Vidalamalar,2026.05.07
Profesyonel 18v Çift Akülü Vidalama Matkap Budama Makası Budama Testeresi 3&#039;lü Set,4799.9,Akülü Vidalamalar,2026.05.07
