District,Rooms,Price
Merkez / İzzetpaşa,3+1,24.500 TL
Merkez / İzzetpaşa,1+1,22.500 TL
Merkez / 1800 Evler,1+1,16.000 TL
Merkez,1+1,22.000 TL
Merkez / Sürsürü,3+1,18.000 TL
Merkez / Sürsürü,1+1,23.000 TL
Merkez / Yurtbaşı,1+1,12.000 TL
Merkez,2+1,11.000 TL
Merkez / Sürsürü,4+1,30.000 TL
Merkez / Mustafapaşa,4+1,15.500 TL
Merkez / Sürsürü,3+1,11.500 TL
Merkez / Sürsürü,4+1,26.000 TL
Merkez / Sürsürü,4+1,25.500 TL
Merkez / Doğukent,3+1,20.000 TL
Merkez / Nailbey,4+1,15.000 TL
Merkez / Sürsürü,4+1,26.000 TL
Merkez,3+1,10.500 TL
Merkez / Doğukent,3+1,14.000 TL
Merkez / 1800 Evler,4+1,22.000 TL
Merkez,3+1,10.500 TL
Merkez / Nailbey,3+1,16.000 TL
Merkez / 1800 Evler,3+1,13.500 TL
Maden / Hazar,3.5+1,160.000 TL
Merkez,2+1,10.500 TL
Merkez / İzzetpaşa,1+1,18.750 TL
Merkez,3+1,10.000 TL
Merkez / Sürsürü,3+1,17.500 TL
Merkez / Sürsürü,3+1,25.000 TL
Merkez / Sürsürü,3+1,21.500 TL
Merkez / Sürsürü,1+1,18.000 TL
Merkez,3+1,9.000 TL
Merkez / Nailbey,3+1,12.000 TL
Merkez / 1800 Evler,1+1,15.500 TL
Merkez / Mustafapaşa,3+1,10.500 TL
Merkez / Sürsürü,2+1,9.500 TL
Merkez / 1800 Evler,4+1,16.500 TL
Merkez / Sürsürü,4+1,23.000 TL
Merkez / Nailbey,3+1,10.500 TL
Maden / Hazar,2+1,25.000 TL
Merkez / Sürsürü,1+1,21.000 TL
Karakoçan,3+1,8.000 TL
Merkez / Doğukent,1+1,16.000 TL
Merkez / Sürsürü,1+1,20.000 TL
Merkez / Sürsürü,4+1,18.000 TL
Merkez / Sürsürü,4+1,24.500 TL
Merkez / 1800 Evler,3+1,15.000 TL
