Tarih,UrunID,UrunAdi,FiyatFloat
2026-09-05,855799,50s Retro Style Siyah Filtre Kahve Makinesi,19800.0
2026-09-05,1990402,Momentum 4 Wireless Kulak Üstü Bluetooth Kulaklık,26999.0
2026-09-05,1999847,Winbot Mini Cam Silme Robotu ,19999.0
2026-09-05,1987736,LOQ 15AHP10 AMkD Ryzen 7-250 16GB DDR5 1TB SSD RTX 5050 8GB 100W 15.6 Inç Full HD 144Hz IPS Freedos Gaming Laptop 83JG00BMTR,59999.0
2026-09-05,2010825,50's Style Dolce Casa Krem 5 Parça Wedding Set,94890.0
2026-09-05,1693747,Magic Tea XL Siyah Cam Çay Makinesi ,3999.0
2026-09-05,1607097,InnerTrace 8 Elektrotlu Akıllı Tartı RBS6000,6999.0
2026-09-05,1380839,Xbox Series X Siyah 1 TB Oyun Konsolu  ,48420.0
2026-09-05,1801090,Beosound A9 Altın Rengi Multiroom Kablosuz Hoparlör,319999.0
2026-09-05,1930799,Crispi 4-in-1 Pembe Taşınabilir Cam Hazneli Pişirme Sistemi,13999.0
2026-09-05,1911789,GC-B569BLCM.APZPLTK No Frost Gri Buzdolabı 462 Lt,60603.0
2026-09-05,1929970,50's Style Retro Krem Stand Mikser SMF04CREU,49500.0
2026-09-05,1962989,Body Mini Trimmer BS1000 Vücut Tüy Kesme Makinesi + Düzeltici Tarak Pil ve Temizleme Fırçası,1299.0
2026-09-05,1864038,Loop Gen2 Copper Brown Ekransız Kondisyon İzleyici ve Giyilebilir Sağlık Bilekliği,11499.9
2026-09-05,1911298,SDC465 The Luxe Brewer™ Thermal Filtre Kahve Makinesi,54999.0
2026-09-05,1967758,50's Style Bella Casa Black+ 6 Parça Wedding Set,102390.0
2026-09-05,1286276,Fresh Express Max Doğrayıcı,5999.0
2026-09-05,1465177,SC 3 EasyFix Buharlı Temizlik Makinesi,12999.0
2026-09-05,1102492,LSX Karbon Siyah II Bluetooth Hi-Fi Aktif Hoparlör,119999.0
2026-09-05,1748958,JetBoots Pro Plus Kablosuz Kompresyon Botu,66000.0
2026-09-05,1804144,Borea BR07 Siyah Kule Tipi Hoparlör,62950.0
2026-09-05,1107888,Blizzard CX1 Comfort XL Lotos Beyaz Toz Torbasız Elektrikli Süpürge,36742.5
2026-09-05,1630208,Beosound A9 Multiroom Siyah Bluetooth Hoparlör,309999.0
2026-09-05,1949663,Air 2 Travel ED IPL Lazer Epilasyon Cihazı,18999.0
2026-09-05,1918221,TS700 Isı Terapisi ve Termoterapi Derin Doku 4D Shiatsu Akıllı Bel ve Sırt Masaj Yastığ,9999.0
2026-09-05,1630211,BeoSound 2 3. Nesil Multiroom Siyah Hi-Fi Bluetooth Hoparlör,279999.0
2026-09-05,1949382,Kapsüllü Kokteyl Makinesi,39990.0
2026-09-05,1758665,PowerPro Max FC9749/07 Toz Torbasız Elektrikli Süpürge,9839.0
2026-09-05,1662434,Titanova Siyah Apple Watch Uyumlu Titanyum Akıllı Saat Kordon,3599.0
2026-09-05,1903912,A2024 Yeni Seri 3 Milyon Atım 3 Başlık Ultra Hızlı IPL Epilasyon Cihazı,10999.0
2026-09-05,1929768,50's Style Retro Siyah Filtre Kahve Makinası Dcf02bleu,19800.0
2026-09-05,1742109,PowerDetect Clean & Empty Auto Empty Sistemli Pet Başlıklı Şarjlı Dikey Süpürge ,34999.0
2026-09-05,1992357,X6111 Peltier Gri Buz Soğutmalı El Vantilatörü,1751.76
2026-09-05,1194855,Bueno Paslanmaz Çelik Gümüş Ekmek Kızartma Makinesi,4499.0
2026-09-05,1999722,50's Style Moonlight® Mat Filtre Kahve Makinesi,19800.0
2026-09-05,1948169,Beoplay H100 Kablosuz ANC Kulak Üstü Bluetooth Kulaklık (100. Yıl Özel Sürüm - Limited),144999.0
2026-09-05,1091071,"Kediler Aşkına 13""/14""/15"" Laptop Kılıfı",3950.0
2026-09-05,1689844,3000 Serisi Çift Hazneli Airfryer NA350/00 9 lt Yağsız Fritöz,10089.0
2026-09-05,1962841,Phantom Derin Orman Kablosuz Bluetooth Hoparlör,139999.0
2026-09-05,1845024,"50PUS8050/62 50"" Titan OS UHD 4K Smart Ambilight LED TV",28350.0
2026-09-05,1929864,50'S Style Retro Siyah Su Isıtıcı Kettle KLF03BLEU,15950.0
2026-09-05,1782083,WH-1000XM6 Siyah Kulak Üstü Bluetooth Kulaklık,22104.21
2026-09-05,1962855,Phantom Ultimate Beyaz Kablosuz Bluetooth Hoparlör,289999.0
2026-09-05,1391426,GTA 5 PS5 Oyunu,1788.42
2026-09-05,1866179,TAR4600/10 Siyah Saatli Radyo,4500.0
2026-09-05,1763259,The Three Plus Bluetooth Hoparlör,33999.0
2026-09-05,2044769,Nexus EKG Tansiyon Nabız Aktivite Takibi Akıllı Bileklik,9199.0
2026-09-05,2048135,CS1 Masa Tipi Katlanabilir Akrobat Mikrofon Standı ve Sehpası,1317.0
2026-09-05,1763547,Siesta Sensira ATXF35F 12000 BTU A++ İnverter Duvar Tipi Klima,53300.0
2026-09-05,1630196,BeoSound Balance Multiroom Siyah Hi-Fi Bluetooth Hoparlör,249999.0
2026-09-05,1749014,Grilliant 1340H Inox 4 Dilim Izgara ve Tost Makinesi 2000 W,5499.0
2026-09-05,1622428,Siyah 6li Bıçak Seti,26600.0
2026-09-05,1630205,Beosound Explore Suya Dayanıklı Duman Grisi Taşınabilir Bluetooth Hoparlör,20999.0
2026-09-05,1928783,Falabella Açık Gri Airpod Kılıfı,9595.0
2026-09-05,2012884,FlexStyle 3-in-1 Black Rose Gold Saç Kurutma Şekillendirme Sistemi,11999.0
2026-09-05,1592737,Bistro Thermolon Teppanyaki Seramik Yüzeyli Izgara,19999.0
2026-09-05,1801078,Beosound A5 Koyu Meşe Taşınabilir Kablosuz Hoparlör,133999.0
2026-09-05,2042732,T1 Pro Projeksiyon Cihazı,8999.0
2026-09-05,1104709,5KCM1209 Empire Red Filtre Kahve Makinesi,9999.0
2026-09-05,1811256,Beosound Emerge Altın Açık Meşe Multiroom Bluetooth Hoparlör,83999.0
2026-09-05,1742111,SteamPickUp 3-in-1 Sert Zemin Buharlı Temizleyici,11999.0
2026-09-05,1987240,HD7462/20 Daily Collection Filtre Kahve Makinesi,3319.0
2026-09-05,1279419,Oneblade QP2824/10 Islak ve  Kuru Yüz ve Vücut Şekilendirici Tıraş Makinesi,2399.0
2026-09-05,1711599,Purifier Hot+Cool HP2 De-NOx Beyaz/Altın Hava Temizleyici,41999.0
2026-09-05,1805887,P-KE2 Mavi Su Geçirmez Çocuk Su Altı Kamerası ,2399.0
2026-09-05,1962840,Phantom Ultimate Opéra de Paris Beyaz Kablosuz Bluetooth Hoparlör,169999.0
2026-09-05,1953043,Phantom Ultimate 108 dB Kablosuz Aktif Hi-Fi Hoparlör,289999.0
2026-09-05,1701989,Azur 7000 Serisi DST7030/20 Buharlı Ütü 2800 W,3639.0
2026-09-05,1944286,Multigrill 9 Pro CG9167 Izgara ve Tost Makinesi,26941.18
2026-09-05,1203971,Dijital Mutfak Tartısı,2799.0
2026-09-05,1890463,50's Style Retro Mirror Steel Çelik Kettle,15950.0
2026-09-05,2062211,MoveTime MT46X Family Mavi Akıllı Çocuk Saati,6699.0
2026-09-05,1733539,One Step Blow Dry Multi Air Styler 5'i 1 Arada Saç Kurutma Makinesi ve Şekillendirici RVDR5371E,5999.0
2026-09-05,1908251,Tritan™ Renew Mat Beyaz Soda Makinesi,18840.0
2026-09-05,1970023,Swift Premium Golden Blue Saç Kurutma Makinesi,6999.0
2026-09-05,1413024,Motif II A.N.C Siyah Kulakiçi Bluetooth Kulaklık,15176.47
2026-09-05,1348808,L500 Hava Nemlendirici,11549.99
2026-09-05,1900622,KG89 Kahve Öğütme Makinesi,6822.36
2026-09-05,1279583,03172 AF 200 Airfryer Fritöz 1400 W,24999.0
2026-09-05,1910741,CordZero® Kompressor™ Teknolojili Dikey Süpürge ve Çift Batarya,30000.0
2026-09-05,1904131,Luxe Café Pro Series Gümüş Espresso Makinesi ,43999.0
2026-09-05,1619143,Accentum Beyaz Wireless Kulak Üstü Bluetooth Kulaklık,13999.0
2026-09-05,1205958,Kult X Edition El Mikseri,7499.0
2026-09-05,1620704,Beoplay H95 Altın Rengi Kulak Üstü Bluetooth Kulaklık,59999.0
2026-09-05,2006851,RDW1572 Gizli Damacanalı Su Sebili,13999.0
2026-09-05,1206002,Kult Siyah Paslanmaz Çelik El Blender Seti,9999.0
2026-09-05,1620706,Beoplay HX Kahverengi Kulak Üstü Bluetooth Kulaklık,37999.0
2026-09-05,1478326,Theragun Relief Navy Masaj Tabancası,9500.0
2026-09-05,1695337,iQ300 GS33VVWE0N Solo Derin Dondurucu,41855.49
2026-09-05,1866233,Watch SE 3 GPS 40mm Yıldız Işığı Alüminyum Kasa ve Yıldız Işığı Spor Kordon Akıllı Saat MEH34TU/A - S/M,14380.41
2026-09-05,1968307,Akıllı Ev Kamerası 2’li Set,3276.66
2026-09-05,1830037,Professional FreshFade 2020C Saç Kesme Makinesi,14500.0
2026-09-05,1945902,"Discobabe Desenli 15"" 16"" Laptop Kılıfı ",3400.0
2026-09-05,1790232,Beoplay Eleven Naturel Alüminyum Kulak İçi Bluetooth Kulaklık,32999.0
2026-09-05,2011411,Hue Gradient Signe Beyaz Akıllı Zemin Işığı,13748.75
2026-09-05,1908013,S810 Yüksek Titreşimli Çift Başlı Darbeli Kas Gevşetici Vücut Masaj Aleti,2999.0
2026-09-05,1733498,Rhythm Ease Masaj Tabancası,14851.0
2026-09-05,1794661,Beoplay H95 Kestane Kahverengisi Kulak Üstü Bluetooth Kulaklık,64999.0
2026-09-05,1821093,Lacivert Mavi Çocuk 2'li Telsiz Seti,1699.0
2026-09-05,2014789,AirPods Max 2 Gece Yarısı Kulak Üstü Bluetooth Kulaklık MHWK4TU/A,36999.0
2026-09-05,1968295,70W GaN Hızlı Şarj Dahili USB-C Kablo USB-C 2x USB-A  Priz Dönüştürücü X6411,2631.47
2026-09-05,1827046,UB9540F0 Brush Activ 1000 W Saç Kurutma Fırçası ve Şekillendirici,5299.0
2026-09-05,1304639,S1 Circle Bluetooth Hoparlör,22500.0
2026-09-05,2074010,Küp Taşınabilir Buz Makinesi IM005,15599.0
2026-09-05,1971216,Sesli Komut ve Mobil Kontrol i-fi  3 Port USB + 4 Priz Akım Korumalı Çoklu Priz X7087,2777.66
2026-09-05,2053974,"Green Deri 14"" MacBook Laptop Kılıfı",4250.0
2026-09-05,1688066,H7 Ultra Boyun ve Omuz Masaj Aleti,9999.0
2026-09-05,1971585,Araç İçi Telefon Tutucu + Çakmaklık 15W Kablosuz Soğutma Fanı 48W Hızlı Şarj Adaptörü X6416,2499.9
2026-09-05,1818339,SMS26DW00T Serie 2 Beyaz 6 Programlı Bulaşık Makinesi,26999.0
2026-09-05,1751894,VSX41A322 iQ500 Mavi Toz Torbasız Süpürge,19999.0
2026-09-05,2006964,Elfin Flip Plus 500ISO Lümen FHD Projeksiyon Cihazı,32299.0
2026-09-05,1722811,Hadenys Hi-Fi Kulak Üstü Kablolu Kulaklık,52999.0
2026-09-05,1831998,Mic 3 1 TX + 1 RX Mikrofon,12499.0
2026-09-05,1689786,iQ700 WQ45B2A0TR Beyaz Isı Pompalı Kurutma Makinesi 9 kg,82591.61
2026-09-05,1027210,IE 900 High End Kulak İçi Kulaklık,109999.0
2026-09-05,1519766,MW-003 Magsafe Uyumlu Standlı Siyah Deri Kartlık,1730.9
2026-09-05,1982774,GTX-EXO Black Label Special-Edition Çizim Tıraş Makinesi,16500.0
2026-09-05,2032562,Body Up 2.0 Vücut Ölçüm Göstergeli Akıllı Banyo Tartısı,1399.0
2026-09-05,1027927,HD 820 High End Kulak Üstü Kulaklık,157999.0
2026-09-05,1132076,BGR200 The Adjusta Grill Press™ Tost Makinesi,18999.0
2026-09-05,1726405,Galaxy Watch Ultra 47 mm Titanyum Beyaz Akıllı Saat SM-L700NDAATUR,31999.0
2026-09-05,1147533,Lsx Soundwave by Terence Conran II Bluetooth Hi-Fi Aktif Hoparlör,119999.0
2026-09-05,1996143,Smokin Buds Midnight Smoke Tws Kulak İçi Bluetooth Kulaklık S2TAW-T977,1849.0
2026-09-05,1811501,XTEND Siyah Kablosuz Bataryalı El Süpürgesi Başlangıç Seti,7999.99
2026-09-05,1914902,"Envelope 13"" Siyah Vegan Deri Unisex MacBook Kılıfı",3900.0
2026-09-05,2013696,1918 Döküm Izgara ve Tost Makinesi 2000W,12990.0
2026-09-05,1621137,Willen II 17+ Saat Pil Ömrü IP67 Su/Toza Dayanıklı Bluetooth 5.2 Bluetooth Hoparlör,8223.53
2026-09-05,1763515,TN9444 Selectium 15 in 1 Islak ve Kuru Çok Amaçlı Tıraş Makinesi,2399.0
2026-09-05,1983096,Paslanmaz Çelik ve Silikon Tamper Seti,5500.0
2026-09-05,1888141,Sub Mini Beyaz Kablosuz Subwoofer,43999.0
2026-09-05,1617240,LSX II LT Kablosuz Aktif Stone White Hi-Fi Hoparlör,86999.0
2026-09-05,1903744,Camero Clip Koyu Kahverengi Kulaklık Kılıf,14995.0
2026-09-05,1215975,Evcil Hayvan Bakım Seti,4999.0
2026-09-05,1742946,"Artfood 3025h Krem Hamur Yoğurma Makinesi 1200W 5,5L",9999.0
2026-09-05,1774913,Mobil App Kontrollü Wi-Fi & BLE Akıllı Ev Ağ Geçidi Akıllı Kapı Kilidi ve Zigbee 3.0 Gateway Hub 2'li Set,8054.44
2026-09-05,1684894,Soundcore Motion X600 Mavi Kablosuz Hoparlör,10495.0
2026-09-05,1793140,Active 8 kg 12 Programlı A Enerji Sınıfı 1400 Devir Çamaşır Makinesi WWA120WCS,78191.5
2026-09-05,1790232,Beoplay Eleven Naturel Alüminyum Kulak İçi Bluetooth Kulaklık,32999.0
2026-09-05,1232183,C452E Rose Quartz Siyah Saç Maşası,3999.0
2026-09-05,1313581,Ceremony Gri 1800W Cam Çay Makinesi,6399.0
2026-09-05,1786945,DT204 Pure Pop Home And Travel Düzleştirici Buharlı Dikey Ütü,2299.0
2026-09-05,1794661,Beoplay H95 Kestane Kahverengisi Kulak Üstü Bluetooth Kulaklık,64999.0
2026-09-05,1803120,P1 LSX Gümüş Hi Fi Hoparlör İçin Masaüstü Standı,13999.0
2026-09-05,1617193,Accentum True Wireless Mavi Kulak İçi Bluetooth Kulaklık,14499.0
2026-09-05,1801052,Beolit 20 Siyah Antrasit Bluetooth Hoparlör,42999.0
2026-09-05,1733496,Rhythm Sole Ayak Masaj Aleti,35283.0
2026-09-05,1980901,BH70 UC Dual Siyah USB-A Kablosuz Bluetooth Çift Taraflı Ofis Kulaklığı,8999.0
2026-09-05,1867037,Bar 1300MK2 Çıkarılabilir Kablosuz Hoparlörler 11.1.4 Kanal Dolby Atmos Soundbar,117529.41
2026-09-05,1948078,Flexus Core 100 Soundbar ,29999.0
2026-09-05,1786914,SPN3180A/62 Akım Koruyucu 8'li Priz,1899.0
2026-09-05,1227254,Lift Plus Siyah Buhar Kazanlı Ütü,54999.0
2026-09-05,1971216,Sesli Komut ve Mobil Kontrol i-fi  3 Port USB + 4 Priz Akım Korumalı Çoklu Priz X7087,2777.66
2026-09-05,1282575,PowerFresh Slim Steam 3'ü 1 arada Buharı Ayarlanabilir Buharlı Temizlik Makinesi,15499.0
2026-09-05,1255349,BCI600-BSS The Smart Scoop™ Dondurma Makinesi,62999.0
2026-09-05,1967076,WG52A203TR iQ300 1200 Devir Çamaşır Makinesi 10 kg,50812.0
2026-09-05,1027210,IE 900 High End Kulak İçi Kulaklık,109999.0
2026-09-05,1863978,Print Yeşil Çocuk Şipşak Fotoğraf Makinesi ,2399.0
2026-09-05,1501458,ZKes 453 Humidor Puro Dolabı,279999.0
2026-09-05,1027927,HD 820 High End Kulak Üstü Kulaklık,157999.0
2026-09-05,1412900,Juice & Clean Digital Meyve Sıkacağı,10699.0
2026-09-05,1472305,RC 1377 1100 W Pilav ve Makarna Pişirici 6 lt,9270.0
2026-09-05,1847693,Kidi Pro Amoled Ekranlı GPS Pembe 4G Sim Kartlı Akıllı Çocuk Saati 2KSW03,9999.0
2026-09-05,1147533,Lsx Soundwave by Terence Conran II Bluetooth Hi-Fi Aktif Hoparlör,119999.0
2026-09-05,2062266,110000 RPM Hızlı Kurutma 4 Isı 2 Hız Ayarlı İyonik Saç Kurutma Makinesi ,8900.0
2026-09-05,1929736,Laser Hair Removal Lazer Epilasyon Cihazı,51342.0
2026-09-05,1261062,HD 660S2 High End Siyah Kablolu Kulaklık,44999.0
2026-09-05,1679561,Akıllı MagSafe Uyumlu Cüzdan,2499.9
2026-09-05,1771074,HRM 200 Nabız Bandı XS-S,7056.0
2026-09-05,1965370,T1 Pro Koyu Gri Tıraş Makinesi ve Sakal Düzeltici,6999.0
2026-09-05,1620703,BeoPlay H95 Siyah ANC Kulak Üstü Bluetooth Kulaklık,64999.0
2026-09-05,1830041,2273-25mm Saç Maşası,7200.0
2026-09-05,1203978,Kitchenminis Tekli Yumurta Pişirme Makinesi,2299.0
2026-09-05,2060209,Singy Party Turkuaz Karaoke Hoparlörü,3450.0
2026-09-05,1212980,Umidö 4'ü 1 arada Ultrasonik Nemlendirici,6499.0
2026-09-05,1187461,Kult X Paslanmaz Çelik Spiral Rende,9999.0
2026-09-05,1488569,3603 HB 1000 El Blender Seti,17999.0
2026-09-05,1907076,Bosch SMV4IMX62T Serie 6 - 6 Programlı Tam Ankastre Bulaşık Makinesi Wi-Fi,41999.0
2026-09-05,1348807,Zero S Beyaz Hava Temizleyici,22049.99
2026-09-05,1250187,Ampligame A6VW Rgb Usb Beyaz Mikrofon ,3500.0
2026-09-05,1380841,PlayStation 5 Slim Digital Edition 825 GB SSD Oyun Konsolu (Yeni Sürüm),39999.0
2026-09-05,1391497,PlayStation 5 Slim Digital Edition 825 GB SSD Oyun Konsolu + 2. PS5 Kol  + PS5 Şarj İstasyonu (Yeni Sürüm),46414.77
2026-09-05,1865303,iPhone 17 Pro Max 256GB Abis Akıllı Cep Telefonu MFYP4TU/A,123194.85
2026-09-05,1853746,V16 Piston Animal Kablosuz Süpürge (Mat Siyah/Bakır),45999.0
2026-09-05,1836955,C30 Black Eessenza Mini Espresso Kahve Makinesi,8940.0
2026-09-05,1963870,"ProArt 16 AMD Ryzen AI 9 HX 370 64GB RAM 2TB NVIDIA GeForce RTX™5070 8GB 16"" 3K Dokunmatik Ekran FreeDos Laptop H7606WP-SR310",150999.0
2026-09-05,1666273,Arete Two Nem Alma ve Hava Temizleme Cihazı 25 lt,39499.99
2026-09-05,1348799,Zero Pro Hava Temi̇zleme Ci̇hazı,26500.0
2026-09-05,1853888,Gri Türk Kahvesi Makinesi,18250.0
2026-09-05,1669853,G7 Pro Fold TENS-EMS Akıllı Boyun Masaj Aleti,9999.0
2026-09-05,1910707,W4W8BVKKZHM.APBPLTK  WashTower™ Ortak Panelli 12 kg Yıkama 10 kg Kurutma Makinesi,95230.0
2026-09-05,1867965,"Swing 31.5"" 5ms UHD 4K IPS Tekerlekli Standlı Dokunmatik Smart Monitör 32U889SA-W",54735.79
2026-09-05,1995041,F541 Gran Lattissima Beyaz Kahve Köşesi Seti,24704.8
2026-09-05,1860190,EP5547/90 5500 Serisi LatteGo Tam Otomatik Espresso Makinesi,24999.0
2026-09-05,2075931,Ear (a) Beyaz Kulak İçi Bluetooth Kulaklık,5999.0
2026-09-05,1874257,PlayStation 5 825GB Slim Digital Edition Oyun Konsolu (Bilkom Garantili),44393.0
2026-09-05,1660376,Normatec Premier Bacak Masaj Aleti,84900.0
2026-09-05,1620036, Playstation 5 Pro 2TB Oyun Konsolu + 2. PS5 Oyun Kolu,78067.4
2026-09-05,1865304,iPhone 17 Pro Max 256GB Kozmik Turuncu,123194.85
2026-09-05,1865279,iPhone 17 Pro 256GB Kozmik Turuncu Akıllı Cep Telefonu MG8H4TU/A,112370.1
2026-09-05,2075139,"Legion 5 15IAX10 83F00087TR Intel Core Ultra 7 255HX 32GB RAM 1TB SSD RTX 5070 15.1"" Windows 11 Home Gaming Laptop 83F00087TR",109999.0
2026-09-05,1630208,Beosound A9 Multiroom Siyah Bluetooth Hoparlör,309999.0
2026-09-05,2042744,Qrevo Curvx Beyaz Akılı Robot Süpürge,66314.74
2026-09-05,1116038,Triflex HX2 Lotus Beyazı Şarjlı Dikey Süpürge,53990.0
2026-09-05,1754811,Air 3 Acısız Safir Buz Soğutma 700.000 Atım Mor IPL Lazer Epilasyon Aleti + Deri Kutu Hediyeli,23999.0
2026-09-05,1806616,Instax 20'li Film Tüm Mini Makineler ile Uyumlu,1299.0
2026-09-05,1763605,Katana 17 HX B14WFK-216XTR I7-14650HX 32GB DDR5 1TB SSD 8GB RTX5060 17.3 QHD 240Hz DOS Laptop ,124999.0
2026-09-05,1861311,J620 Creatista Pro Kapsüllü Gümüş Kahve Makinesi + Termos Hediyeli,45881.18
