Product Name,Price,Category
Pembe Bağlama Detaylı Gömlek Elbise,6999.95,elbise
Kahverengi Degaje Yaka Sırt Detaylı Elbise,3999.95,elbise
Vanilya Piliseli Elbise,5999.95,elbise
Lila Kolsuz Cep Detaylı Kısa Elbise,4999.95,elbise
Pembe Büzgülü Keten Elbise,4999.95,elbise
Vanilya Erkek Yaka Mini Elbise,4999.95,elbise
Siyah Büzgü detaylı elbise,3999.95,elbise
Pembe Askılı Jakarlı Elbise,4999.95,elbise
Lacivert Askılı Denim Elbise ,3499.95,elbise
Vanilya Balon Kollu Önden Düğmeli Elbise,3999.95,elbise
Mavi Bağlama Detaylı Elbise,4999.95,elbise
Lacivert Dikiş Detaylı Denim Elbise,3999.95,elbise
Lila Askılı Trıko Elbise,3999.95,elbise
Mor Volanlı Mini Elbise,4999.95,elbise
Siyah Cep Detaylı Kısa Kollu Elbise,4999.95,elbise
Vanilya Önden Düğmeli Cepli Elbise,5999.95,elbise
Lacivert Kemerli Cep Detaylı Rayon Elbise,5999.95,elbise
Lacivert Pile Detaylı Kolsuz Elbise,4999.95,elbise
Lacivert Askılı Elbise,4999.95,elbise
Lacivert Önden Bağlama Detaylı Elbise,6999.95,elbise
Lacivert Mini Denim Elbise,4999.95,elbise
Lacivert Gömlek Elbise,5999.95,elbise
Lacivert Kısa Kollu Mini Elbise,4499.95,elbise
Lacivert Eteği Pile Detaylı Elbise,3999.95,elbise
Kemik Büzgü Detaylı Çizgili Midi Boy Elbise,3999.95,elbise
Beyaz Önden Bağlamalı Kısa Kollu Ebise,5999.95,elbise
Mavi Kısa Kollu Çizgili Volan Detaylı Gömlek Elbise,2999.95,elbise
Sarı Straplez Mini Elbise,3999.95,elbise
Lacivert Gipe Detaylı Elbise,3499.95,elbise
Beyaz Askılı Midi Elbise,5999.95,elbise
Lacivert Kısa Kollu Anvelop Poplin Elbise,4499.95,elbise
Beyaz Toka Detaylı Elbise,4999.95,elbise
Kahverengi Askılı Trıko Elbise,4999.95,elbise
Vanilya Pile Detaylı Düğmeli Elbise,4499.95,elbise
Kahverengi Kısa Büzgülü Elbise,4499.95,elbise
Siyah Volanlı Mini Elbise,5999.95,elbise
Vanilya Volanlı Yırtmaç Detaylı Uzun Elbise,5999.95,elbise
Kahverengi Jakar Elbise,5999.95,elbise
Siyah Askılı Midi Elbise,3999.95,elbise
