date,category,product,unit,monthly_qty,avg_unit_price_TRY,avg_monthly_cost_TRY,median_unit_price_TRY,median_monthly_cost_TRY,min_unit_price_TRY,min_monthly_cost_TRY,n_matched,matched_products
Apr 2026,Grains,Bread,Kg,18.0,182.32,3281.76,212.26,3820.68,80.0,1440.0,4,Ekmek 250 g; Uno Fırından Tam Çavdarlı Ekmek 450 g; Uno Premium Çavdarlı ve Karabuğdaylı Ekmek 40…; Uno Premium Çok Tahıllı ve Siyez Buğdaylı Ekm…
Apr 2026,Fruits,Banana,Kg,16.7,129.9,2169.33,129.9,2169.33,99.9,1668.33,2,Muz Kg; Muz Yerli Kg
Apr 2026,Fruits,Seasonal Fruit,Kg,12.9,321.55,4147.99,187.0,2412.3,54.9,708.21,22,Besni Üzüm kg; Kecimen Siyah Üzüm; Siyah Çekirdekli Üzüm; Siyah Üzüm Fındık kg; Siyah Üzüm Çekirdeksiz Özbek Kg; Elma Golden kg; Elma Stargin Kırmızı Kg; Erik Can Kg; Golden Starking İnce Elma kg; Granny Smith Elma kg; Karpuz Kg; Kayısı Kg; Kiraz Kg; Kivi Kg; Mandalina; Pink Lady Elma Kg; Portakal Finike Kg; Çilek Lüks kg; Şeftali Kg; Narman Minzi Kg; Moonlife Donuk Vişne 350 g; Moonlife Donuk Çilek 350 g
Apr 2026,Vegetables,Onion,Kg,18.0,75.27,1354.86,79.9,1438.2,15.9,286.2,3,Arpacık Soğan Paket; Soğan Kg; Soğan Çuval 9 Kg
Apr 2026,Vegetables,Eggplant / Zucchini,Kg,23.1,37.4,863.94,37.4,863.94,29.9,690.69,2,Patlıcan Kg; Topak Patlıcan
Apr 2026,Vegetables,Other Vegetables,Kg,11.8,,,,,,,0,—
Apr 2026,Oils,Olive Oil,Liter,1.1,499.45,549.39,449.0,493.9,299.0,328.9,41,Komili Natürel Sızma Zeytinyağı 2 L; Komili Natürel Sızma Zeytinyağı 500 ml; Komili Natürel Sızma Zeytinyağı Teneke 5 L; Komili Natürel Sızma Zeytinyağı1 L; Komili Riviera Zeytinyağı 1 L; Komili Riviera Zeytinyağı 2 L; Komili Riviera Zeytinyağı 250 ml; Komili Riviera Zeytinyağı 5 L; Komili Riviera Zeytinyağı 500 ml; Kristal Natürel Sızma Zeytinyağı Cam Şişe 1 L; Kristal Natürel Sızma Zeytinyağı Cam Şişe 500…; Kristal Natürel Sızma Zeytinyağı Teneke 4 L; Kristal Natürel Sızma Zeytinyağı Teneke 5 L; Kristal Organik Natürel Sızma Zeytinyağı Cam …; Kristal Riviera Zeytinyağı 1 L; Marmarabirlik Natürel Sızma Zeytinyağı Cam Şi…; Marmarabirlik Natürel Sızma Zeytinyağı Cam Şi…; Marmarabirlik Natürel Sızma Zeytinyağı Teneke…; Marmarabirlik Riviera Zeytinyağı Cam Şişe 1 L; Marmarabirlik Riviera Zeytinyağı Cam Şişe 250…; Marmarabirlik Riviera Zeytinyağı Teneke 5 L; Tariş 1915 Natürel Sızma Zeytinyağı Teneke 2 …; Tariş Güney Ege Sızma Natürel Zeytinyağı 2 L; Tariş Güney Ege Sızma Zeytinyağı 5 L; Tariş Güney Ege Sızma Zeytinyağı Cam Şişe 750…; Tariş Kuzey Ege Sızma Zeytinyağı Cam Şişe 250…; Tariş Kuzey Ege Sızma Zeytinyağı Cam Şişe 500…; Tariş Kuzey Ege Sızma Zeytinyağı Cam Şişe 750…; Tariş Kuzey Ege Sızma Zeytinyağı Teneke 1 L; Tariş Kuzey Ege Sızma Zeytinyağı Teneke 5 L; Tariş Organik Natürel Sızma Zeytinyağı Teneke…; Tariş Rafine Zeytinyağı Teneke 5 L; Tariş Riviera Zeytinyağı Cam Şişe 250 ml; Tariş Riviera Zeytinyağı Cam Şişe 500 ml; Tariş Riviera Zeytinyağı Cam Şişe 750 ml; Tariş Riviera Zeytinyağı Teneke 1 L; Tariş Riviera Zeytinyağı Teneke 2 L; Tariş Riviera Zeytinyağı Teneke 5 L; Tariş Sızma Natürel Edremit & Ayvalık Zeytiny…; Tariş Sızma Natürel Organik Zeytinyağı Cam Şi…; Tariş Sızma Zeytinyağı Teneke 2 L
Apr 2026,Other Food Products,Grissini,Kg,2.1,392.3,823.83,420.0,882.0,250.0,525.0,4,Ülker Altınbaşak Grissini 46 g; Ülker Altınbaşak Grissini Kepekli 125 g; Ülker Altınbaşak Grissini Sade 125 g; Ülker Altınbaşak Grissini Çavdarlı Karabuğday…
May 2026,Dairy Products,Yogurt,Kg,59.7,106.79,6375.36,81.62,4872.71,50.4,3008.88,26,Atmaca Yoğurt Yarım Yağlı 2500 g; Atmaca Yoğurt Yarım Yağlı 5000 g; Bayram Bidon Yoğurt 2500 g; Bayram Yoğurt 1000 g; Eker Efsane Yoğurt 750 Gr; Kebir %3 Yağlı Yoğurt Kova 1750 g; Kebir Yoğurt Bidon 2500 g; Kebir Yoğurt Bidon Köy Tipi 1000 g; Kebir Yoğurt Bidon Köy Tipi 2000 g; Kebir Yoğurt Bidon Köy Tipi 5 kg; Kebir Yoğurt Yarım Yağlı Kova 4 kg; Pınar Doğal Yoğurt 500 g; Pınar Yoğurt 1200 GR; Pınar Yoğurt 2000 gr %1 Yağlı; Sütaş Kaymaksız Yoğurt 1 kg; Sütaş Kaymaksız Yoğurt 3 kg; Sütaş Kaymaksız Yoğurt 500 g; Yeşil Mavi Yoğurt Bidon 2500 g; Yeşil Mavi Yoğurt Bidon 4950 g; Yeşil Mavi Yoğurt Kova 1000 g; Yeşil Mavi Yoğurt Kova 2000 g; İçim Doğal Yoğurt 1000 g; İçim Doğal Yoğurt 1200 g; İçim Doğal Yoğurt 2000 g; İçim Doğal Yoğurt 3000 g; İçim Doğal Yoğurt 500 g
May 2026,Dairy Products,White Cheese,Kg,5.7,376.37,2145.31,341.62,1947.23,237.38,1353.07,42,Aytaç Tam Yağlı Beyaz Peynir 800 g; Ayça Az Yağlı Beyaz Peynir 800 g; Damalı Beyaz Peynir Klasik Kg; Ekici Beyaz Peynir Kg; Ekici Beyaz Peynir Klasik 450 Gr 3 Dilim; Ekici Beyaz Peynir Lokum Kıvamında 250 Gr; Ekici Beyaz Peynir Tam Yağlı 500 g; Ekici Lokum Kıvamında Beyaz Peynir 800 g; Gezici Beyaz Peynir Az Tuzlu Kg; Gezici Taze Peynir Kg; Kaanlar Trakya Beyaz Peynir 800 g; Kaanlar Çiftlik Taze Beyaz Peynir kg; Kebir Beyaz Peynir 500 g; Kebir Beyaz Peynir 800 g; Muratbey Sürmeli Beyaz Peynir Tam Yağlı 400 G…; Ova Beyaz Peynir 1 Kg; Ova Beyaz Peynir 400 Gr; Ova Beyaz Peynir 700 Gr Pls; Ova Beyaz Peynir Kg; Ova Beyaz Peynir Tnk 1 Kg; Ova Beyaz Peynir Tnk 1800 Gr; Peysan Edirne Klasik Beyaz Peynir Tam Yağlı 3…; Pınar Beyaz Peynir 180 Gr; Pınar Beyaz Peynir 400 Gr; Pınar Beyaz Peynir Kahvaltı Keyfi 800 Gr; Pınar Taze Peynir 180Gr Kahvaltı Keyfi; Sütaş Beyaz Peynir 250 g; Sütaş Light Plus Beyaz Peynir 500 g; Sütaş Plus Beyaz Peynir 500 g; Sütaş Plus Beyaz Peynir 900 g; Sütaş Süzme Beyaz Peynir 500 g; Sütaş Süzme Beyaz Peynir 900 g; Tahsildaroğlu Klasik İnek Beyaz Peynir 450 Gr; Teksüt Beyaz Peynir 900 Gr; Torku Beyaz Peynir 500 g; Torku Beyaz Peynir 900 g; Yardımcı Beyaz Peynir Kg; İçim Beyaz Peynir 500 g; İçim Süzme Beyaz Peynir 500 g; İçim Süzme Beyaz Peynir 750 g; İçim Tam Yağlı Süzme Beyaz Peynir 250 g; İçim Tam Yağlı Taze Beyaz Peynir 900 g
May 2026,Meat and Protein,Cubed Meat / Lamb Meat,Kg,4.6,917.5,4220.5,917.5,4220.5,890.0,4094.0,2,Dana Kuşbaşı  Kg; Yağsız Kuşbaşı Kg
May 2026,Meat and Protein,Chicken,Kg,10.3,371.2,3823.36,425.33,4380.9,232.86,2398.46,3,Erpiliç Schnitzel 700 Gr; Gedik Donuk Piliç Kova 750 Gr; Pınar Piliç Schnitzel 415 Gr
May 2026,Meat and Protein,Fish,Kg,6.9,,,,,,,0,—
May 2026,Meat and Protein,Eggs,Piece,120.0,6.32,758.4,6.16,739.2,5.0,600.0,6,Kaçkar Yumurta 15 li; Özkan Açık Alanda Gezen Tavuk Yumurtası M- A …; Ümit Yumurta 15 li Beyaz M Boy; Ümit Yumurta 15 li Sarı M Boy Kapaklı; Ümit Yumurta Sarı 30'Lu M; Ümit Yumurta Serbest Gezen Tavuk Yumurtası 15…
May 2026,Legumes,Chickpeas,Kg,1.8,151.72,273.1,144.45,260.01,107.5,193.5,8,"Leblebi Beyaz Nohut Kg; Doğal Beyaz Nohut 1 Kg; Doğal Koçbaşı Nohut 8,5 mm 1 kg; Duru Irı Nohut 1 Kg; Duru Koçbaşı Nohut 1 Kg; Nohut İspanyol Kg; Tat Bakliyat Beyaz Nohut 1000 g; Tat Bakliyat Nohut Koçbaşı 2000 Gr"
May 2026,Nuts and Seeds,Walnut / Hazelnut / Peanut,Kg,2.7,951.28,2568.46,1073.33,2897.99,185.0,499.5,12,Ceviz İçi Kg; Kavrulmuş Fındık Kg; Master Farm İç Ceviz 150 g; Master Nut Kızartılmış Tuzlu İç Yer Fıstığı 1…; Tadım Ceviz İçi 150 g; Tadım Ceviz İçi 70 g; Tadım Fındık İçi 90 g; Tadım Fındık İçi Kavrulmuş 180 g; Tadım Kavrulmuş Yer Fıstığı 180 g; Tadım Çiğ Fındık 140 g; Tadım İşlenmiş Yer Fıstığı 90 g; Tuzlu İç Fıstık Kg
May 2026,Grains,Bread,Kg,18.0,182.32,3281.76,212.26,3820.68,80.0,1440.0,4,Ekmek 250 g; Uno Fırından Tam Çavdarlı Ekmek 450 g; Uno Premium Çavdarlı ve Karabuğdaylı Ekmek 40…; Uno Premium Çok Tahıllı ve Siyez Buğdaylı Ekm…
May 2026,Fruits,Banana,Kg,16.7,129.9,2169.33,129.9,2169.33,99.9,1668.33,2,Muz Kg; Muz Yerli Kg
May 2026,Fruits,Seasonal Fruit,Kg,12.9,265.67,3427.14,149.9,1933.71,39.9,514.71,24,Besni Üzüm kg; Kecimen Siyah Üzüm; Siyah Çekirdekli Üzüm; Siyah Üzüm Fındık kg; Siyah Üzüm Çekirdeksiz Özbek Kg; Domates Anarşit Kg; Elma Golden kg; Elma Stargin Kırmızı Kg; Erik Can Kg; Golden Starking İnce Elma kg; Granny Smith Elma kg; Karpuz Kg; Kayısı Kg; Kiraz Kg; Kivi Kg; Mandalina; Pink Lady Elma Kg; Portakal Valencia Kg; Çilek Lüks kg; Üzüm Çekirdeksiz Kg; Şeftali Kg; Narman Minzi Kg; Moonlife Donuk Vişne 350 g; Moonlife Donuk Çilek 350 g
May 2026,Vegetables,Onion,Kg,18.0,154.13,2774.34,89.9,1618.2,32.5,585.0,3,Mor Soğan Kg; Soğan Kg; Soğan Çuval 9 Kg
May 2026,Vegetables,Eggplant / Zucchini,Kg,23.1,34.9,806.19,34.9,806.19,34.9,806.19,1,Patlıcan Kg
May 2026,Vegetables,Other Vegetables,Kg,11.8,,,,,,,0,—
May 2026,Oils,Olive Oil,Liter,1.1,510.02,561.02,449.0,493.9,298.0,327.8,41,Komili Natürel Sızma Zeytinyağı 2 L; Komili Natürel Sızma Zeytinyağı 500 ml; Komili Natürel Sızma Zeytinyağı Teneke 5 L; Komili Natürel Sızma Zeytinyağı1 L; Komili Riviera Zeytinyağı 1 L; Komili Riviera Zeytinyağı 2 L; Komili Riviera Zeytinyağı 250 ml; Komili Riviera Zeytinyağı 500 ml; Kristal Natürel Sızma Zeytinyağı Cam Şişe 1 L; Kristal Natürel Sızma Zeytinyağı Cam Şişe 500…; Kristal Natürel Sızma Zeytinyağı Teneke 4 L; Kristal Natürel Sızma Zeytinyağı Teneke 5 L; Kristal Organik Natürel Sızma Zeytinyağı Cam …; Kristal Riviera Zeytinyağı 1 L; Kristal Riviera Zeytinyağı Teneke 4 L; Marmarabirlik Natürel Sızma Zeytinyağı Cam Şi…; Marmarabirlik Natürel Sızma Zeytinyağı Cam Şi…; Marmarabirlik Natürel Sızma Zeytinyağı Teneke…; Marmarabirlik Riviera Zeytinyağı Cam Şişe 1 L; Marmarabirlik Riviera Zeytinyağı Cam Şişe 250…; Marmarabirlik Riviera Zeytinyağı Teneke 5 L; Tariş 1915 Natürel Sızma Zeytinyağı Teneke 2 …; Tariş Güney Ege Sızma Natürel Zeytinyağı 2 L; Tariş Güney Ege Sızma Zeytinyağı 5 L; Tariş Güney Ege Sızma Zeytinyağı Cam Şişe 750…; Tariş Kuzey Ege Sızma Zeytinyağı Cam Şişe 250…; Tariş Kuzey Ege Sızma Zeytinyağı Cam Şişe 500…; Tariş Kuzey Ege Sızma Zeytinyağı Cam Şişe 750…; Tariş Kuzey Ege Sızma Zeytinyağı Teneke 1 L; Tariş Kuzey Ege Sızma Zeytinyağı Teneke 5 L; Tariş Organik Natürel Sızma Zeytinyağı Teneke…; Tariş Rafine Zeytinyağı Teneke 5 L; Tariş Riviera Zeytinyağı Cam Şişe 250 ml; Tariş Riviera Zeytinyağı Cam Şişe 500 ml; Tariş Riviera Zeytinyağı Cam Şişe 750 ml; Tariş Riviera Zeytinyağı Teneke 1 L; Tariş Riviera Zeytinyağı Teneke 2 L; Tariş Riviera Zeytinyağı Teneke 5 L; Tariş Sızma Natürel Edremit & Ayvalık Zeytiny…; Tariş Sızma Natürel Organik Zeytinyağı Cam Şi…; Tariş Sızma Zeytinyağı Teneke 2 L
May 2026,Other Food Products,Grissini,Kg,2.1,478.98,1005.86,520.0,1092.0,323.91,680.21,4,Ülker Altınbaşak Grissini 46 g; Ülker Altınbaşak Grissini Kepekli 125 g; Ülker Altınbaşak Grissini Sade 125 g; Ülker Altınbaşak Grissini Çavdarlı Karabuğday…
