product_id,url,name,sku,marka,stok_durumu,birim,price,currency,scraped_at
4257,https://yapimaks.com/0-30-875-200-oluklu-p4257,"Boyasız galvaniz oluklu sac 0,30 mm 87,5x200 cm (1 adet=1,75 m2)",GLV.SAC.030.2000,FOUR,Birim: Adet,Adet,"275,00",TRY,2026-03-16 22:43:56
4258,https://yapimaks.com/0-30-875-250-oluklu-p4258,"Boyasız galvaniz oluklu sac 0,30 mm 87,5x250 cm (1 adet=2,1875 m2)",GLV.SAC.030.2500,FOUR,Birim: Adet,Adet,"337,50",TRY,2026-03-16 22:44:01
4259,https://yapimaks.com/0-30-875-300-oluklu-p4259,"Boyasız galvaniz oluklu sac 0,30 mm 87,5x300 cm (1 adet=2,625 m2)",GLV.SAC.030.3000,FOUR,Birim: Adet,Adet,"405,00",TRY,2026-03-16 22:44:03
4254,https://yapimaks.com/0-30-trp-mahya-p4254,"Boyasız galvaniz trapez sac MAHYA 0,30 mm 86x(30+30) cm",GLV.SAC.030.TMHY,FOUR,Birim: Adet,Adet,"100,00",TRY,2026-03-16 22:44:06
4260,https://yapimaks.com/0-40-86-200-trapez-p4260,"Boyasız galvaniz trapez sac 0,40 mm 86x200 cm (1 adet=1,72 m2)",GLV.SAC.040.2000,FOUR,Birim: Adet,Adet,"298,00",TRY,2026-03-16 22:44:09
13720,https://yapimaks.com/0-40-86-2000-bordo-p13720,"Boyalı trapez sac BORDO 0,4 mm 86x200 cm Ral 3009 (1 adet=1,72 m2)",RALL.3009.040.2000,FOUR,Birim: Adet,Adet,"355,00",TRY,2026-03-16 22:44:12
13724,https://yapimaks.com/0-40-86-2000-gri-p13724,"Boyalı trapez sac ANTRASİT 0,4 mm 86x200 cm Ral 7016 (1 adet=1,72 m2)",RALL.7016.040.2000,FOUR,Birim: Adet,Adet,"360,00",TRY,2026-03-16 22:44:15
4261,https://yapimaks.com/0-40-86-250-trapez-p4261,"Boyasız galvaniz trapez sac 0,40 mm 86x250 cm (1 adet=2,15 m2)",GLV.SAC.040.2500,FOUR,Birim: Adet,Adet,"372,50",TRY,2026-03-16 22:44:18
13725,https://yapimaks.com/0-40-86-2500-gri-p13725,"Boyalı trapez sac ANTRASİT 0,4 mm 86x250 cm Ral 7016 (1 adet=2,15 m2)",RALL.7016.040.2500,FOUR,Birim: Adet,Adet,"450,00",TRY,2026-03-16 22:44:21
4264,https://yapimaks.com/0-40-86-30-30-trapez-mahya-glv-p4264,"Boyasız galvaniz trapez sac MAHYA 0,40 mm 86x(30+30) cm",GLV.SAC.040.TMHY,FOUR,Birim: Adet,Adet,"144,00",TRY,2026-03-16 22:44:24
4262,https://yapimaks.com/0-40-86-300-trapez-p4262,"Boyasız galvaniz trapez sac 0,40 mm 86x400 cm (1 adet=2,58 m2)",GLV.SAC.040.3000,FOUR,Birim: Adet,Adet,"447,00",TRY,2026-03-16 22:44:27
13726,https://yapimaks.com/0-40-86-3000-gri-p13726,"Boyalı trapez sac ANTRASİT 0,4 mm 86x300 cm Ral 7016 (1 adet=2,58 m2)",RALL.7016.040.3000,FOUR,Birim: Adet,Adet,"540,00",TRY,2026-03-16 22:44:30
4263,https://yapimaks.com/0-40-86-400-trapez-p4263,"Boyasız galvaniz trapez sac 0,40 mm 86x400 cm (1 adet=3,44 m2)",GLV.SAC.040.4000,FOUR,Birim: Adet,Adet,"596,00",TRY,2026-03-16 22:44:32
14764,https://yapimaks.com/0-50-15-200-kar-tutucu-aksesuar-antrasit-p14764,"Boyalı trapez sac KAR TUTUCU ANTRASİT GRİ 0,5 mm 15x200 cm Ral 7016",RALL.7016.050.AKS.02,FOUR,Birim: Adet,Adet,"100,00",TRY,2026-03-16 22:44:35
14768,https://yapimaks.com/0-50-15-200-kar-tutucu-aksesuar-bordo-p14768,"Boyalı trapez sac KAR TUTUCU BORDO 0,5 mm 15x200 cm Ral 3009",RALL.3009.050.AKS.03,FOUR,Birim: Adet,Adet,"100,00",TRY,2026-03-16 22:44:38
14763,https://yapimaks.com/0-50-15-200-l-kose-aksesuar-antrasit-p14763,"Boyalı trapez sac L Köşe ATRASİT GRİ 0,5 mm 15x200 cm Ral 7016",RALL.7016.050.AKS.03,FOUR,Birim: Adet,Adet,"100,00",TRY,2026-03-16 22:44:41
14767,https://yapimaks.com/0-50-15-200-l-kose-aksesuar-bordo-p14767,"Boyalı trapez sac L Köşe BORDO 0,5 mm 15x200 cm Ral 3009",RALL.3009.050.AKS.04,FOUR,Birim: Adet,Adet,"100,00",TRY,2026-03-16 22:44:44
14766,https://yapimaks.com/0-50-25-25-2000-duz-mahya-bordo-p14766,"Boyalı trapez sac MAHYA BORDO 0,5 mm 200x(25+25) cm Ral 3009",RALL.3009.050.MHY01,FOUR,Birim: Adet,Adet,"319,00",TRY,2026-03-16 22:44:47
14791,https://yapimaks.com/0-50-25-25-2000-duz-mahya-gri-p14791,,,,,,,TRY,2026-03-16 22:44:50
14769,https://yapimaks.com/0-50-30-200-alin-kapama-aksesuar-bordo-p14769,,,,,,,TRY,2026-03-16 22:45:00
7689,https://yapimaks.com/0-50-3009-rulo-sac-30-cm-p7689,"Boyalı RULO sac BORDO 0,5 mm 30 cm Ral 3009",RALL.3009.300.01,FOUR,Birim: Kilogram,Kilogram,"55,00",TRY,2026-03-16 22:45:10
14762,https://yapimaks.com/0-50-50-200-dere-aksesuar-antrasit-p14762,"Boyalı trapez sac Çatı Arası DERE ANTRASİT GRİ 0,5 mm 50x200 cm Ral 7016",RALL.7016.050.AKS.01,FOUR,Birim: Adet,Adet,"299,00",TRY,2026-03-16 22:45:13
15008,https://yapimaks.com/0-50-86-1250-bordo-p15008,"Boyalı trapez sac BORDO 0,5 mm 86x125 cm Ral 3009 (1 adet=1,07 m2)",RALL.3009.050.1250,FOUR,Birim: Adet,Adet,"225,00",TRY,2026-03-16 22:45:16
7714,https://yapimaks.com/0-50-86-2000-gri-p7714,"Boyalı trapez sac ANTRASİT 0,5 mm 86x200 cm Ral 7016 (1 adet=1,72 m2)",RALL.7016.050.2000,FOUR,Birim: Adet,Adet,"400,00",TRY,2026-03-16 22:45:19
4276,https://yapimaks.com/0-50-86-30-30-trapez-mahya-glv-p4276,"Boyasız galvaniz trapez sac MAHYA 0,50 mm 86x(30+30) cm",GLV.SAC.050.MHY,FOUR,Birim: Adet,Adet,"175,00",TRY,2026-03-16 22:45:22
7738,https://yapimaks.com/0-50-86-30-30-trp-mahya-9002-beyaz-p7738,"Boyalı trapez sac MAHYA BEYAZ 0,5 mm 86x(30+30) cm Ral 9002",RALL.9002.050.MHY,FOUR,Birim: Adet,Adet,"200,00",TRY,2026-03-16 22:45:25
7708,https://yapimaks.com/0-50-86-30-30-trp-mahya-bordo-p7708,,,,,,,TRY,2026-03-16 22:45:28
7693,https://yapimaks.com/0-50-86-3000-bordo-p7693,,,,,,,TRY,2026-03-16 22:45:38
7716,https://yapimaks.com/0-50-86-3000-gri-p7716,,,,,,,TRY,2026-03-16 22:45:48
7696,https://yapimaks.com/0-50-86-4500-bordo-p7696,,,,,,,TRY,2026-03-16 22:45:58
7697,https://yapimaks.com/0-50-86-5000-bordo-p7697,"Boyalı trapez sac BORDO 0,5 mm 86x500 cm Ral 3009 (1 adet=4,3 m2)",RALL.3009.050.5000,FOUR,Birim: Adet,Adet,"950,00",TRY,2026-03-16 22:46:08
4893,https://yapimaks.com/100-100-100-cift-catal-pis-su-pvc-kalde-p4893,"100x100x100 Çift Çatal 45°, Pis Su, Çap=110x110x110 mm",KALDE.5213DBR0M0M45,KALDE,Birim: Adet,Adet,"178,00",TRY,2026-03-16 22:46:11
4916,https://yapimaks.com/100-100-catal-pis-su-pvc-kalde-p4916,"100x100 Tek Çatal 45°, Pis Su, Çap=110x110 mm",KALDE.5213SBR0M0M45,KALDE,Birim: Adet,Adet,"115,00",TRY,2026-03-16 22:46:14
4917,https://yapimaks.com/100-100-te-pis-su-pvc-kalde-p4917,"100x100 Tek Çatal 87°, Te Çatal, Pis Su, Çap=110x110 mm",KALDE.5213SBR0M0M87,KALDE,Birim: Adet,Adet,"100,00",TRY,2026-03-16 22:46:17
4873,https://yapimaks.com/100-1000-pis-su-boru-kalde-p4873,"100/1000 Pis Su Boru, Atık Su Boru PVC-U Boru/Tip B 110 x 1000 mm",KALDE.5203TBE0M1000,KALDE,Birim: Adet,Adet,"167,00",TRY,2026-03-16 22:46:20
4935,https://yapimaks.com/100-150-pis-su-boru-kalde-p4935,"100/150 Pis Su Boru, Atık Su Boru PVC-U Boru/Tip B 110 x 150 mm",KALDE.5203TBEXM0150,KALDE,Birim: Adet,Adet,"49,00",TRY,2026-03-16 22:46:23
4870,https://yapimaks.com/100-2000-pis-su-boru-kalde-p4870,"100/2000 Pis Su Boru, Atık Su Boru PVC-U Boru/Tip B 110 x 2000 mm",KALDE.5203TBE0M2000,KALDE,Birim: Adet,Adet,"278,00",TRY,2026-03-16 22:46:26
4884,https://yapimaks.com/100-250-pis-su-borusu-kalde-p4884,"100/250 Pis Su Boru, Atık Su Boru PVC-U Boru/Tip B 110 x 250 mm",KALDE.5203TBEXM0250,KALDE,Birim: Adet,Adet,"68,00",TRY,2026-03-16 22:46:29
4874,https://yapimaks.com/100-3000-pis-su-boru-kalde-p4874,"100/3000 Pis Su Boru, Atık Su Boru PVC-U Boru/Tip B 110 x 3000 mm",KALDE.5203TBE0M3000,KALDE,Birim: Adet,Adet,"411,00",TRY,2026-03-16 22:46:32
4899,https://yapimaks.com/100-45-pis-su-pvc-dirsek-kalde-p4899,"100/45 Dirsek 45°, Pis Su, Çap=110 mm",KALDE.5213ELB0M0045,KALDE,Birim: Adet,Adet,"48,00",TRY,2026-03-16 22:46:35
4892,https://yapimaks.com/100-50-100-cift-catal-pis-su-pvc-kalde-p4892,100/50/100 ÇİFT ÇATAL PİS SU PVC KALDE,,,,,,TRY,2026-03-16 22:46:38
4914,https://yapimaks.com/100-50-catal-pis-su-pvc-kalde-p4914,,,,,,,TRY,2026-03-16 22:46:48
4904,https://yapimaks.com/100-50-rediksiyon-pis-su-pvc-kalde-p4904,,,,,,,TRY,2026-03-16 22:46:58
12648,https://yapimaks.com/100-50-te-pis-su-pvc-kalde-p12648,,,,,,,TRY,2026-03-16 22:47:08
4869,https://yapimaks.com/100-500-pis-su-boru-pprc-kalde-p4869,,,,,,,TRY,2026-03-16 22:47:18
4915,https://yapimaks.com/100-70-catal-pis-su-pvc-kalde-p4915,,,,,,,TRY,2026-03-16 22:47:28
4905,https://yapimaks.com/100-70-reduksiyon-pis-su-pvc-kalde-p4905,,,,,,,TRY,2026-03-16 22:47:39
4900,https://yapimaks.com/100-90-pis-su-pvc-dirsek-kalde-p4900,,,,,,,TRY,2026-03-16 22:47:49
4924,https://yapimaks.com/100-es-pis-su-pvc-kalde-110x87-p4924,,,,,,,TRY,2026-03-16 22:47:59
4922,https://yapimaks.com/100-kayar-manson-pis-su-pvc-kalde-p4922,,,,,,,TRY,2026-03-16 22:48:09
4888,https://yapimaks.com/100-kelepce-pis-su-pvc-kalde-p4888,,,,,,,TRY,2026-03-16 22:48:19
4909,https://yapimaks.com/100-lik-conta-kalde-p4909,,,,,,,TRY,2026-03-16 22:48:29
4928,https://yapimaks.com/100-tapa-pis-su-kalde-p4928,,,,,,,TRY,2026-03-16 22:48:39
4891,https://yapimaks.com/100-temizleme-pis-su-kalde-p4891,,,,,,,TRY,2026-03-16 22:48:49
4919,https://yapimaks.com/125-100-catal-pis-su-pvc-kalde-p4919,,,,,,,TRY,2026-03-16 22:48:59
4906,https://yapimaks.com/125-100-reduksiyon-pis-su-pvc-kalde-p4906,,,,,,,TRY,2026-03-16 22:49:09
4876,https://yapimaks.com/125-1000-pis-su-boru-kalde-p4876,,,,,,,TRY,2026-03-16 22:49:19
4918,https://yapimaks.com/125-125-catal-pis-su-pvc-kalde-p4918,,,,,,,TRY,2026-03-16 22:49:29
4910,https://yapimaks.com/125-125-te-pis-su-catal-kalde-p4910,,,,,,,TRY,2026-03-16 22:49:39
4877,https://yapimaks.com/125-2000-pis-su-boru-kalde-p4877,,,,,,,TRY,2026-03-16 22:49:49
4885,https://yapimaks.com/125-250-pis-su-boru-kalde-p4885,,,,,,,TRY,2026-03-16 22:50:00
4878,https://yapimaks.com/125-3000-pis-su-boru-kalde-p4878,"125/3000 Pis Su Boru, Atık Su Boru PVC-U Boru/Tip B 125 x 3000 mm",KALDE.5203TBE0N3000,KALDE,Birim: Adet,Adet,"510,00",TRY,2026-03-16 22:50:10
