product_id,name,sku,marka,stok_durumu,birim,price,currency,url,scraped_at
4257,"Boyasız galvaniz oluklu sac 0,30 mm 87,5x200 cm (1 adet=1,75 m2)",GLV.SAC.030.2000,FOUR,Birim: Adet,Adet,"275,00",TRY,https://yapimaks.com/0-30-875-200-oluklu-p4257,2026-03-15 14:20:23
4258,"Boyasız galvaniz oluklu sac 0,30 mm 87,5x250 cm (1 adet=2,1875 m2)",GLV.SAC.030.2500,FOUR,Birim: Adet,Adet,"337,50",TRY,https://yapimaks.com/0-30-875-250-oluklu-p4258,2026-03-15 14:20:29
4259,"Boyasız galvaniz oluklu sac 0,30 mm 87,5x300 cm (1 adet=2,625 m2)",GLV.SAC.030.3000,FOUR,Birim: Adet,Adet,"405,00",TRY,https://yapimaks.com/0-30-875-300-oluklu-p4259,2026-03-15 14:20:31
4254,"Boyasız galvaniz trapez sac MAHYA 0,30 mm 86x(30+30) cm",GLV.SAC.030.TMHY,FOUR,Birim: Adet,Adet,"100,00",TRY,https://yapimaks.com/0-30-trp-mahya-p4254,2026-03-15 14:20:34
4260,"Boyasız galvaniz trapez sac 0,40 mm 86x200 cm (1 adet=1,72 m2)",GLV.SAC.040.2000,FOUR,Birim: Adet,Adet,"298,00",TRY,https://yapimaks.com/0-40-86-200-trapez-p4260,2026-03-15 14:20:37
13720,"Boyalı trapez sac BORDO 0,4 mm 86x200 cm Ral 3009 (1 adet=1,72 m2)",RALL.3009.040.2000,FOUR,Birim: Adet,Adet,"355,00",TRY,https://yapimaks.com/0-40-86-2000-bordo-p13720,2026-03-15 14:20:40
13724,"Boyalı trapez sac ANTRASİT 0,4 mm 86x200 cm Ral 7016 (1 adet=1,72 m2)",RALL.7016.040.2000,FOUR,Birim: Adet,Adet,"360,00",TRY,https://yapimaks.com/0-40-86-2000-gri-p13724,2026-03-15 14:20:43
4261,"Boyasız galvaniz trapez sac 0,40 mm 86x250 cm (1 adet=2,15 m2)",GLV.SAC.040.2500,FOUR,Birim: Adet,Adet,"372,50",TRY,https://yapimaks.com/0-40-86-250-trapez-p4261,2026-03-15 14:20:46
13725,"Boyalı trapez sac ANTRASİT 0,4 mm 86x250 cm Ral 7016 (1 adet=2,15 m2)",RALL.7016.040.2500,FOUR,Birim: Adet,Adet,"450,00",TRY,https://yapimaks.com/0-40-86-2500-gri-p13725,2026-03-15 14:20:49
4264,"Boyasız galvaniz trapez sac MAHYA 0,40 mm 86x(30+30) cm",GLV.SAC.040.TMHY,FOUR,Birim: Adet,Adet,"144,00",TRY,https://yapimaks.com/0-40-86-30-30-trapez-mahya-glv-p4264,2026-03-15 14:20:52
4262,"Boyasız galvaniz trapez sac 0,40 mm 86x400 cm (1 adet=2,58 m2)",GLV.SAC.040.3000,FOUR,Birim: Adet,Adet,"447,00",TRY,https://yapimaks.com/0-40-86-300-trapez-p4262,2026-03-15 14:20:54
13726,"Boyalı trapez sac ANTRASİT 0,4 mm 86x300 cm Ral 7016 (1 adet=2,58 m2)",RALL.7016.040.3000,FOUR,Birim: Adet,Adet,"540,00",TRY,https://yapimaks.com/0-40-86-3000-gri-p13726,2026-03-15 14:20:57
4263,"Boyasız galvaniz trapez sac 0,40 mm 86x400 cm (1 adet=3,44 m2)",GLV.SAC.040.4000,FOUR,Birim: Adet,Adet,"596,00",TRY,https://yapimaks.com/0-40-86-400-trapez-p4263,2026-03-15 14:21:00
14764,"Boyalı trapez sac KAR TUTUCU ANTRASİT GRİ 0,5 mm 15x200 cm Ral 7016",RALL.7016.050.AKS.02,FOUR,Birim: Adet,Adet,"100,00",TRY,https://yapimaks.com/0-50-15-200-kar-tutucu-aksesuar-antrasit-p14764,2026-03-15 14:21:03
14768,"Boyalı trapez sac KAR TUTUCU BORDO 0,5 mm 15x200 cm Ral 3009",RALL.3009.050.AKS.03,FOUR,Birim: Adet,Adet,"100,00",TRY,https://yapimaks.com/0-50-15-200-kar-tutucu-aksesuar-bordo-p14768,2026-03-15 14:21:06
14763,"Boyalı trapez sac L Köşe ATRASİT GRİ 0,5 mm 15x200 cm Ral 7016",RALL.7016.050.AKS.03,FOUR,Birim: Adet,Adet,"100,00",TRY,https://yapimaks.com/0-50-15-200-l-kose-aksesuar-antrasit-p14763,2026-03-15 14:21:09
14767,"Boyalı trapez sac L Köşe BORDO 0,5 mm 15x200 cm Ral 3009",RALL.3009.050.AKS.04,FOUR,Birim: Adet,Adet,"100,00",TRY,https://yapimaks.com/0-50-15-200-l-kose-aksesuar-bordo-p14767,2026-03-15 14:21:12
14766,"Boyalı trapez sac MAHYA BORDO 0,5 mm 200x(25+25) cm Ral 3009",RALL.3009.050.MHY01,FOUR,Birim: Adet,Adet,"319,00",TRY,https://yapimaks.com/0-50-25-25-2000-duz-mahya-bordo-p14766,2026-03-15 14:21:16
14791,"Boyalı trapez sac MAHYA BORDO 0,5 mm 86x(30+30) cm Ral 3009",RALL.7016.050.MHY02,FOUR,Birim: Adet,Adet,"319,00",TRY,https://yapimaks.com/0-50-25-25-2000-duz-mahya-gri-p14791,2026-03-15 14:21:19
14769,"Boyalı trapez sac ALIN KAPAMA BORDO 0,5 mm 30x200 cm cm Ral 3009",RALL.3009.050.AKS.01,FOUR,Birim: Adet,Adet,"175,00",TRY,https://yapimaks.com/0-50-30-200-alin-kapama-aksesuar-bordo-p14769,2026-03-15 14:21:22
7689,"Boyalı RULO sac BORDO 0,5 mm 30 cm Ral 3009",RALL.3009.300.01,FOUR,Birim: Kilogram,Kilogram,"55,00",TRY,https://yapimaks.com/0-50-3009-rulo-sac-30-cm-p7689,2026-03-15 14:21:25
14762,"Boyalı trapez sac Çatı Arası DERE ANTRASİT GRİ 0,5 mm 50x200 cm Ral 7016",RALL.7016.050.AKS.01,FOUR,Birim: Adet,Adet,"299,00",TRY,https://yapimaks.com/0-50-50-200-dere-aksesuar-antrasit-p14762,2026-03-15 14:21:28
14765,"Boyalı trapez sac Çatı Arası DERE BORDO 0,5 mm 50x200 cm Ral 3009",RALL.3009.050.AKS.02,FOUR,Birim: Adet,Adet,"299,00",TRY,https://yapimaks.com/0-50-50-200-dere-aksesuar-bordo-p14765,2026-03-15 14:21:31
15008,,,,,,,TRY,https://yapimaks.com/0-50-86-1250-bordo-p15008,2026-03-15 14:21:34
7714,,,,,,,TRY,https://yapimaks.com/0-50-86-2000-gri-p7714,2026-03-15 14:21:44
4276,,,,,,,TRY,https://yapimaks.com/0-50-86-30-30-trapez-mahya-glv-p4276,2026-03-15 14:21:54
7723,"Boyalı trapez sac MAHYA ANTRASİT 0,5 mm 86x(30+30) cm Ral 7016",RALL.7016.050.MHY,FOUR,Birim: Adet,Adet,"195,00",TRY,https://yapimaks.com/0-50-86-30-30-trp-mahya-7016-a-gri-p7723,2026-03-15 14:22:04
7738,"Boyalı trapez sac MAHYA BEYAZ 0,5 mm 86x(30+30) cm Ral 9002",RALL.9002.050.MHY,FOUR,Birim: Adet,Adet,"200,00",TRY,https://yapimaks.com/0-50-86-30-30-trp-mahya-9002-beyaz-p7738,2026-03-15 14:22:07
7708,"Boyalı trapez sac MAHYA BORDO 0,5 mm 86x(30+30) cm Ral 3009",RALL.3009.050.MHY,FOUR,Birim: Adet,Adet,"169,00",TRY,https://yapimaks.com/0-50-86-30-30-trp-mahya-bordo-p7708,2026-03-15 14:22:11
7693,"Boyalı trapez sac BORDO 0,5 mm 86x300 cm Ral 3009 (1 adet=2,58 m2)",RALL.3009.050.3000,FOUR,Birim: Adet,Adet,"570,00",TRY,https://yapimaks.com/0-50-86-3000-bordo-p7693,2026-03-15 14:22:14
7716,"Boyalı trapez sac ANTRASİT 0,5 mm 86x300 cm Ral 7016 (1 adet=2,58 m2)",RALL.7016.050.3000,FOUR,Birim: Adet,Adet,"600,00",TRY,https://yapimaks.com/0-50-86-3000-gri-p7716,2026-03-15 14:22:16
7696,"Boyalı trapez sac BORDO 0,5 mm 86x450 cm Ral 3009 (1 adet=3,87 m2)",RALL.3009.050.4500,FOUR,Birim: Adet,Adet,"855,00",TRY,https://yapimaks.com/0-50-86-4500-bordo-p7696,2026-03-15 14:22:19
7697,,,,,,,TRY,https://yapimaks.com/0-50-86-5000-bordo-p7697,2026-03-15 14:22:22
4893,,,,,,,TRY,https://yapimaks.com/100-100-100-cift-catal-pis-su-pvc-kalde-p4893,2026-03-15 14:22:32
4916,,,,,,,TRY,https://yapimaks.com/100-100-catal-pis-su-pvc-kalde-p4916,2026-03-15 14:22:42
4917,,,,,,,TRY,https://yapimaks.com/100-100-te-pis-su-pvc-kalde-p4917,2026-03-15 14:22:53
4873,,,,,,,TRY,https://yapimaks.com/100-1000-pis-su-boru-kalde-p4873,2026-03-15 14:23:03
4935,,,,,,,TRY,https://yapimaks.com/100-150-pis-su-boru-kalde-p4935,2026-03-15 14:23:13
4870,,,,,,,TRY,https://yapimaks.com/100-2000-pis-su-boru-kalde-p4870,2026-03-15 14:23:23
4884,,,,,,,TRY,https://yapimaks.com/100-250-pis-su-borusu-kalde-p4884,2026-03-15 14:23:33
4874,,,,,,,TRY,https://yapimaks.com/100-3000-pis-su-boru-kalde-p4874,2026-03-15 14:23:43
4899,,,,,,,TRY,https://yapimaks.com/100-45-pis-su-pvc-dirsek-kalde-p4899,2026-03-15 14:23:53
4892,,,,,,,TRY,https://yapimaks.com/100-50-100-cift-catal-pis-su-pvc-kalde-p4892,2026-03-15 14:24:03
4914,,,,,,,TRY,https://yapimaks.com/100-50-catal-pis-su-pvc-kalde-p4914,2026-03-15 14:24:13
4904,,,,,,,TRY,https://yapimaks.com/100-50-rediksiyon-pis-su-pvc-kalde-p4904,2026-03-15 14:24:23
12648,,,,,,,TRY,https://yapimaks.com/100-50-te-pis-su-pvc-kalde-p12648,2026-03-15 14:24:33
4869,,,,,,,TRY,https://yapimaks.com/100-500-pis-su-boru-pprc-kalde-p4869,2026-03-15 14:24:43
4915,,,,,,,TRY,https://yapimaks.com/100-70-catal-pis-su-pvc-kalde-p4915,2026-03-15 14:24:53
4905,"100x70 Redüksiyon, Pis Su, Çap=110x75 mm",KALDE.5213RDC0M0L00,KALDE,Birim: Adet,Adet,"37,00",TRY,https://yapimaks.com/100-70-reduksiyon-pis-su-pvc-kalde-p4905,2026-03-15 14:25:03
