date,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d
2026-03-16,,,,,,,,
2026-03-17,0.0,0.0,,,,,,
2026-03-18,0.0,0.0,,,,,,
2026-03-19,0.0,0.0,,,,,,
2026-03-20,0.0,0.0,,,,,,
2026-03-21,0.0,0.0,,,,,,
2026-03-22,0.0,0.0,,,,,,
2026-03-23,0.0,0.0,0.0,0.0,,,,
2026-03-24,0.0,0.0,0.0,0.0,,,,
2026-03-25,0.0,0.0,0.0,0.0,,,,
2026-03-26,0.0,0.0,0.0,0.0,,,,
2026-03-27,0.0,0.0,0.0,0.0,,,,
2026-03-28,0.185106,0.185106,0.185106,0.185106,,,,
2026-03-29,4.310021,4.310021,4.495128,4.495128,,,,
2026-03-30,0.0,0.0,4.495128,4.495128,,,,
2026-03-31,0.0,0.0,4.495128,4.495128,4.495128,4.495128,,
2026-04-01,0.0,0.0,4.495128,4.495128,4.495128,4.495128,,
2026-04-02,0.0,0.0,4.495128,4.495128,4.495128,4.495128,,
2026-04-03,0.0,0.0,4.495128,4.495128,4.495128,4.495128,,
2026-04-04,2.229664,2.229664,2.229664,2.229664,2.46905,2.46905,,
2026-04-05,0.0,0.0,1.734183,1.734183,6.255598,6.255598,,
2026-04-06,0.0,0.0,1.734183,1.734183,6.255598,6.255598,,
2026-04-07,0.0,0.0,1.734183,1.734183,6.255598,6.255598,,
2026-04-08,0.0,0.0,1.734183,1.734183,6.255598,6.255598,,
2026-04-09,0.0,0.0,1.734183,1.734183,6.255598,6.255598,,
2026-04-10,0.0,0.0,1.734183,1.734183,6.255598,6.255598,,
2026-04-11,0.0,0.0,0.0,0.0,6.255598,6.255598,,
2026-04-12,0.0,0.0,0.0,0.0,6.069409,6.069409,,
2026-04-13,0.0,0.0,0.0,0.0,1.734183,1.734183,,
2026-04-15,,,0.0,0.0,1.734183,1.734183,6.255598,6.255598
2026-04-16,0.0,0.0,0.0,0.0,1.734183,1.734183,6.255598,6.255598
2026-04-17,1.407723,1.407723,1.407723,1.407723,3.166604,3.166604,7.688019,7.688019
2026-04-18,-0.338452,-0.338452,1.015731,1.015731,2.767734,2.767734,7.289149,7.289149
2026-04-19,0.391992,0.391992,1.407723,1.407723,1.801058,1.801058,7.688019,7.688019
2026-04-20,0.0,0.0,1.407723,1.407723,1.407723,1.407723,7.688019,7.688019
2026-04-21,0.0,0.0,,,1.407723,1.407723,7.688019,7.688019
2026-04-22,0.0,0.0,1.407723,1.407723,1.407723,1.407723,7.688019,7.688019
2026-04-23,0.0,0.0,1.407723,1.407723,1.407723,1.407723,7.688019,7.688019
2026-04-24,0.0,0.0,0.0,0.0,1.407723,1.407723,7.688019,7.688019
2026-04-25,0.0,0.0,0.391992,0.391992,1.407723,1.407723,7.688019,7.688019
2026-04-26,0.0,0.0,0.0,0.0,1.407723,1.407723,7.688019,7.688019
2026-04-27,0.0,0.0,0.0,0.0,1.407723,1.407723,7.50183,7.50183
2026-04-28,0.0,0.0,0.0,0.0,1.407723,1.407723,3.166604,3.166604
2026-04-29,0.0,0.0,0.0,0.0,,,3.166604,3.166604
2026-04-30,0.0,0.0,0.0,0.0,1.407723,1.407723,3.166604,3.166604
2026-05-01,0.0,0.0,0.0,0.0,1.407723,1.407723,3.166604,3.166604
2026-05-02,0.0,0.0,0.0,0.0,0.0,0.0,3.166604,3.166604
2026-05-03,11.217721,11.217721,11.217721,11.217721,11.481025,11.481025,14.473393,14.473393
2026-05-04,0.0,0.0,11.217721,11.217721,11.217721,11.217721,16.385154,16.385154
2026-05-05,0.0,0.0,11.217721,11.217721,11.217721,11.217721,12.565302,12.565302
2026-05-06,0.0,0.0,11.217721,11.217721,11.217721,11.217721,12.565302,12.565302
2026-05-07,0.0,0.0,11.217721,11.217721,11.217721,11.217721,12.565302,12.565302
2026-05-08,0.0,0.0,11.217721,11.217721,11.217721,11.217721,12.565302,12.565302
2026-05-09,0.0,0.0,11.217721,11.217721,11.217721,11.217721,12.565302,12.565302
2026-05-10,0.0,0.0,0.0,0.0,11.217721,11.217721,12.565302,12.565302
2026-05-11,0.0,0.0,0.0,0.0,11.217721,11.217721,12.565302,12.565302
