category,product_name,color,price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Tişört,Fitilli pamuklu çapraz askılı tişört,Açık gri,490.0,03,0.0,0.0,0.0,0.0
Tişört,Çizgili mini kollu basic t-shirt,Pembe,350.0,03,0.0,0.0,0.0,0.0
Tişört,Çift katlı t-shirt,Ekru,790.0,03,0.0,0.0,0.0,0.0
Tişört,Çift katlı t-shirt,Açık gri,790.0,03,0.0,0.0,0.0,0.0
Tişört,Poliamid uzun kollu t-shirt,Beyaz,790.0,03,0.0,0.0,0.0,0.0
Tişört,Poliamid uzun kollu t-shirt,Siyah,790.0,03,0.0,0.0,0.0,0.0
Tişört,Poliamid uzun kollu t-shirt,Kahverengi,790.0,03,0.0,0.0,0.0,0.0
Tişört,Ecocell çift katmanlı t-shirt,Beyaz,990.0,03,0.0,0.0,0.0,0.0
Tişört,Ecocell çift katmanlı t-shirt,Siyah,990.0,03,0.0,0.0,0.0,0.0
Tişört,Üç katmanlı uzun kollu t-shirt,Koyu Gri,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik kolsuz zımbalı bluz,Kahverengi,990.0,03,0.0,0.0,0.0,
Tişört,Reglan kollu ve büzgülü tişört,Kahverengi,990.0,03,0.0,0.0,,
Tişört,Baskılı kısa kollu t-shirt,Açık mavi,790.0,03,0.0,0.0,0.0,
Tişört,Baskılı kısa kollu t-shirt,Altın rengi,790.0,03,0.0,0.0,0.0,
Tişört,Boxy kısa kollu t-shirt,Yeşil,990.0,03,0.0,,,
Tişört,Boxy kısa kollu t-shirt,Ekru,990.0,03,0.0,0.0,0.0,0.0
Tişört,Boxy kısa kollu t-shirt,Açık mavi,990.0,03,0.0,0.0,0.0,0.0
Tişört,Çizgili kayık yaka dar kesim t-shirt,Krem rengi,990.0,03,,,,
Tişört,İki malzemeli örgü tişört,Ekru,1590.0,03,0.0,0.0,0.0,0.0
Tişört,İki malzemeli örgü tişört,Kahverengi,1590.0,03,0.0,0.0,0.0,0.0
Tişört,Reglan kollu t-shirt,Koyu lacivert,990.0,03,0.0,0.0,0.0,
Tişört,"Çizgili, uzun kollu, basic t-shirt",Ekru,590.0,03,0.0,0.0,0.0,0.0
Tişört,Çizgili basic uzun kollu pamuklu t-shirt,Koyu mavi,350.0,03,0.0,0.0,0.0,0.0
Tişört,Parlak taşlı kayık yaka t-shirt One Dilemma,Siyah,990.0,03,0.0,,,
Tişört,Parlak taşlı kayık yaka t-shirt One Dilemma,Beyaz,990.0,03,0.0,,,
Tişört,Snoopy muz desenli t-shirt,Açık sarı,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Dantelli grafik detaylı fitted t-shirt,Ekru,990.0,03,0.0,0.0,0.0,0.0
Tişört,Çift kontrastlı t-shirt,Ekru,990.0,03,0.0,0.0,0.0,0.0
Tişört,Kısa kollu kontrast baskılı t-shirt,Açık mavi,790.0,03,0.0,0.0,0.0,0.0
Tişört,Bugs Bunny dantelli t-shirt,Ekru,1490.0,03,0.0,0.0,0.0,0.0
Tişört,Bugs Bunny kısa kollu t-shirt,Açık gri,990.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik çift katmanlı uzun kollu t-shirt,Kahverengi,990.0,03,0.0,0.0,0.0,0.0
Tişört,Uzun kollu bindirmeli t-shirt,Gri,990.0,03,0.0,0.0,0.0,0.0
Tişört,Kruvaze dantel t-shirt,Açık mavi,1190.0,03,0.0,0.0,0.0,0.0
Tişört,Çift katlı kısa kollu t-shirt,Açık pembe,790.0,03,0.0,0.0,0.0,0.0
Tişört,Çift katlı kısa kollu t-shirt,Beyaz,790.0,03,0.0,0.0,0.0,0.0
Tişört,Çift katlı kısa kollu t-shirt,Kahverengi,790.0,03,0.0,0.0,0.0,0.0
Tişört,Metal delikli asimetrik tişört,Kahverengi,1090.0,03,0.0,,,0.0
Tişört,Metal delikli asimetrik tişört,Siyah,1090.0,03,0.0,,,0.0
Tişört,Metal delikli asimetrik tişört,Ekru,1090.0,03,0.0,,,0.0
Tişört,Büzgülü body,Kahverengi,990.0,03,0.0,0.0,0.0,0.0
Tişört,Büzgülü body,Siyah,990.0,03,0.0,0.0,0.0,0.0
Tişört,Büzgülü body,Ekru,990.0,03,0.0,0.0,0.0,0.0
Tişört,Dantelli uzun kollu t-shirt,Açık mavi,1490.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik yumuşak t-shirt,Koyu Gri,1490.0,03,0.0,0.0,0.0,0.0
Tişört,Grafik detaylı kısa kollu t-shirt,Lacivert,990.0,03,0.0,0.0,0.0,0.0
Tişört,Grafik ve aplikeli kısa kollu t-shirt,Lacivert,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Grafik ve aplikeli kısa kollu t-shirt,Açık mavi,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Yazı baskılı kayık yaka t-shirt,Kırmızı,650.0,03,0.0,0.0,0.0,0.0
Tişört,Çift melek desenli t-shirt,Ekru,990.0,03,0.0,0.0,0.0,0.0
Tişört,Çizgili basic uzun kollu pamuklu tişört,Mor,590.0,03,0.0,0.0,0.0,0.0
Tişört,Basic regular pamuklu tişört,Kahverengi,790.0,03,0.0,0.0,0.0,0.0
Tişört,Basic regular pamuklu tişört,Ekru,790.0,03,0.0,0.0,0.0,0.0
Tişört,Basic regular pamuklu tişört,Krem rengi,790.0,03,0.0,0.0,0.0,0.0
Tişört,Çoklu pozisyon t-shirt,Açık mavi,990.0,03,0.0,0.0,0.0,0.0
Tişört,Çıtçıt detaylı v yaka t-shirt,Koyu gri,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Baskılı yarasa kollu t-shirt,Lacivert,790.0,03,0.0,0.0,0.0,0.0
Tişört,Kısa kollu KEWPIE t-shirt,Beyaz,990.0,03,0.0,0.0,0.0,0.0
Tişört,Oversize baskılı t-shirt,Siyah,990.0,03,0.0,0.0,0.0,0.0
Tişört,Zımba işlemeli kolsuz t-shirt,Ekru,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Zımba işlemeli kolsuz t-shirt,Kahverengi,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik tül t-shirt,Kahverengi,990.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik tül t-shirt,Siyah,990.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik tül t-shirt,Mor,990.0,03,0.0,0.0,0.0,0.0
Tişört,Uzun kollu fitilli t-shirt,Ekru,790.0,03,0.0,0.0,0.0,0.0
Tişört,Uzun kollu fitilli t-shirt,Kahverengi,790.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik yakalı tişört,Lacivert,790.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik yakalı tişört,Siyah,790.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik yakalı tişört,Ekru,790.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik yakalı tişört,Bordo,790.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik yakalı tişört,Koyu gri,790.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik yakalı tişört,Kahverengi,790.0,03,0.0,0.0,0.0,0.0
Tişört,Kuşak detaylı kayık yaka triko t-shirt,Kahverengi,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Kuşak detaylı kayık yaka triko t-shirt,Siyah,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Kuşak detaylı kayık yaka triko t-shirt,Krem rengi,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik şeffaf body,Siyah,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Zımbalı yıldız t-shirt,Koyu gri,1490.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik t-shirt zımbalı,Koyu gri,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik t-shirt zımbalı,Siyah,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik t-shirt zımbalı,Kahverengi,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Zımba detaylı kayık yaka t-shirt,Koyu gri,990.0,03,0.0,0.0,0.0,0.0
Tişört,Basic dik yaka tişört,Kahverengi,590.0,03,0.0,0.0,0.0,0.0
Tişört,Basic dik yaka tişört,Siyah,590.0,03,0.0,0.0,0.0,0.0
Tişört,Basic dik yaka tişört,Ekru,590.0,03,0.0,0.0,0.0,0.0
Tişört,Dar kesim kısa kollu grafik t-shirt,Açık mavi,990.0,03,0.0,,,
Tişört,Oversize crop t-shirt,Koyu lacivert,790.0,03,0.0,0.0,0.0,0.0
Tişört,Kafein crop t-shirt,Siyah,990.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik çizgili tişört,Lacivert,990.0,03,0.0,0.0,0.0,0.0
Tişört,Çizgili geniş yaka tişört,Koyu gri,990.0,03,0.0,0.0,0.0,0.0
Tişört,Çift uzun kollu çıtçıt düğmeli t-shirt,Açık gri,990.0,03,0.0,0.0,0.0,0.0
Tişört,Basic Kloş Kollu Tişört,Kahverengi,790.0,03,0.0,0.0,0.0,0.0
Tişört,Büzgülü çizgili açık omuz bluz,Koyu gri,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Çift fermuarlı tişört,Ekru,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Çift fermuarlı tişört,Kahverengi,990.0,03,0.0,0.0,0.0,0.0
Tişört,Çift fermuarlı tişört,Siyah,990.0,03,0.0,0.0,0.0,0.0
Tişört,Bisiklet Yaka Örme Tişört,Koyu Gri,1190.0,03,0.0,0.0,0.0,0.0
Tişört,Bisiklet Yaka Örme Tişört,Ekru,1190.0,03,0.0,0.0,0.0,0.0
Tişört,Bisiklet Yaka Örme Tişört,Kahverengi,1190.0,03,0.0,0.0,0.0,0.0
Tişört,Yumuşak dokulu oversize tişört,Açık mavi,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Yumuşak dokulu oversize tişört,Siyah,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Yumuşak dokulu oversize tişört,Ekru,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Yumuşak dokulu oversize tişört,Koyu lacivert,1090.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik metal tokalı t-shirt,Açık mavi,590.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik metal tokalı t-shirt,Siyah,590.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik metal tokalı t-shirt,Ekru,590.0,03,0.0,0.0,0.0,0.0
Tişört,Asimetrik metal tokalı t-shirt,Mor,990.0,03,0.0,0.0,0.0,0.0
Tişört,Oversize çizgili polo tişört,Koyu gri,1190.0,03,0.0,0.0,0.0,0.0
Tişört,Dikişsiz kare yaka t-shirt,Sarı,990.0,03,0.0,0.0,0.0,0.0
Tişört > Asimetrik,Drapeli dar kesim top,Koyu yeşil,990.0,03,0.0,0.0,,
Tişört > Asimetrik,Drapeli dar kesim top,Kahverengi,990.0,03,0.0,0.0,,
Tişört > Asimetrik,Asimetrik dantel büstiyer,Kahverengi,1490.0,03,0.0,0.0,0.0,0.0
Tişört > Asimetrik,Asimetrik dantel büstiyer,Siyah,1490.0,03,0.0,0.0,0.0,0.0
Tişört > Asimetrik,Asimetrik dantel büstiyer,Ekru,1490.0,03,0.0,0.0,0.0,0.0
Tişört > Asimetrik,Asimetrik desenli tül t-shirt,Koyu bej,990.0,03,0.0,0.0,0.0,0.0
Tişört > Beyaz,BASIC halter top,Beyaz,490.0,03,0.0,0.0,,
Tişört > Beyaz,BASIC halter top,Siyah,490.0,03,0.0,0.0,,
Tişört > Beyaz,BASIC halter top,Turkuaz,490.0,03,0.0,0.0,,
Tişört > Beyaz,BASIC halter top,Açık sarı,490.0,03,0.0,0.0,,
Tişört > Beyaz,B07 Puantiyeli fitilli askılı bluz,Ekru,490.0,03,0.0,0.0,,
Tişört > Beyaz,Kolsuz qipao tarzı top,Ekru,990.0,03,0.0,0.0,,
Tişört > Beyaz,Kolsuz qipao tarzı top,Siyah,990.0,03,0.0,0.0,,
Tişört > Beyaz,Kolsuz qipao tarzı top,Açık sarı,990.0,03,0.0,0.0,,
Tişört > Beyaz,Kolsuz qipao tarzı top,Koyu yeşil,990.0,03,0.0,0.0,,
Tişört > Beyaz,Sırt dekolteli askılı top,Ekru,590.0,03,0.0,,,
Tişört > Beyaz,Sırt dekolteli askılı top,Siyah,590.0,03,0.0,,,
Tişört > Beyaz,Halter body,Ekru,990.0,03,0.0,0.0,,
Tişört > Beyaz,Halter body,Siyah,990.0,03,0.0,0.0,,
Tişört > Beyaz,Halter body,Açık mavi,990.0,03,0.0,0.0,,
Tişört > Beyaz,Halter body,Kahverengi,990.0,03,0.0,0.0,,
Tişört > Beyaz,Balenli dantel korse,Ekru,1490.0,03,,,,
Tişört > Beyaz,Lastikli t-shirt,Ekru,990.0,03,,,,
Tişört > Beyaz,Lastikli t-shirt,Siyah,990.0,03,,,,
Tişört > Beyaz,Lastikli t-shirt,Koyu yeşil,990.0,03,,,,
Tişört > Beyaz,Halter yaka puf top,Ekru,990.0,03,0.0,,,
Tişört > Beyaz,Halter yaka puf top,Siyah,990.0,03,0.0,,,
Tişört > Beyaz,Halter yaka puf top,Pembe,990.0,03,,,,
Tişört > STR Teen,Pullu crop top,Açık mavi,1190.0,03,0.0,0.0,,
Tişört > STR Teen,Halter yaka t-shirt,Açık pembe,590.0,03,0.0,0.0,,
Tişört > STR Teen,Halter yaka t-shirt,Siyah,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Halter yaka t-shirt,Beyaz,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Halter yaka t-shirt,Açık sarı,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Halter yaka t-shirt,Kahverengi,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Halter yaka t-shirt,SOLUK EFEKTLİ GRİ DENIM,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Kalın askılı t-shirt,Beyaz,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Kalın askılı t-shirt,Siyah,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Kalın askılı t-shirt,Açık pembe,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Kalın askılı t-shirt,Açık sarı,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Kalın askılı t-shirt,Kahverengi,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Kalın askılı t-shirt,Yeşil,590.0,03,0.0,,,
Tişört > STR Teen,Dantelli askılı bluz,Açık pembe,790.0,03,0.0,0.0,0.0,
Tişört > STR Teen,Pencere detaylı sırt dekolteli body,Kahverengi,990.0,03,0.0,0.0,,
Tişört > STR Teen,Dantelli büzgülü top,Açık pembe,1190.0,03,0.0,0.0,0.0,
Tişört > STR Teen,Poliamid askılı üst,Ekru,490.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Poliamid askılı üst,Siyah,490.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Poliamid askılı üst,Altın rengi,490.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Poliamid askılı üst,Kahverengi,490.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Dantelli askılı bluz,Açık mavi,790.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Yanları büzgülü dantel top,Açık mavi,1190.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Dantel detaylı askılı body,Açık sarı,990.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Basic bandeau,Kahverengi,490.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Basic bandeau,Siyah,490.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Basic bandeau,Beyaz,490.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Basic bandeau,Açık sarı,490.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Askılı saten top,Altın rengi,1190.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Boxy uzun kollu t-shirt,Beyaz,790.0,03,0.0,,,0.0
Tişört > STR Teen,Büzgülü açık omuzlu t-shirt,Kahverengi,920.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Poliamid tişört,Siyah,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Poliamid tişört,Ekru,590.0,03,0.0,0.0,0.0,0.0
Tişört > STR Teen,Poliamid tişört,Kahverengi,590.0,03,0.0,0.0,0.0,0.0
Tişört > Basic Ürünler,Korse tarzı top,Kahverengi,1190.0,03,0.0,0.0,0.0,
Tişört > Basic Ürünler,Kruvaze halter top,Kahverengi,790.0,03,,,,
Tişört > Basic Ürünler,Kruvaze halter top,Siyah,790.0,03,0.0,0.0,0.0,
Tişört > Basic Ürünler,Kruvaze halter top,Ekru,790.0,03,0.0,0.0,0.0,
Tişört > Basic Ürünler,Kruvaze halter top,Haki,790.0,03,0.0,0.0,0.0,
Tişört > Grafik ve baskılı,File baskılı halter yaka top,Pembe,990.0,03,0.0,,,
Jean,D98 Straight fit Kot Pantolon,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1590.0,03,,,0.0,0.0
Jean,D98 Straight fit Kot Pantolon,SOLUK EFEKTLİ AÇIK MAVİ DENIM,1590.0,03,0.0,,0.0,0.0
Jean,D98 Straight fit Kot Pantolon,SOLUK EFEKTLİ ORTA MAVİ DENIM,1590.0,03,0.0,,0.0,0.0
Jean,D98 Straight fit Kot Pantolon,SOLUK EFEKTLİ GRİ DENIM,1590.0,03,0.0,,0.0,0.0
Jean,D98 Straight fit Kot Pantolon,SOLUK EFEKTLİ SİYAH DENIM,1590.0,03,0.0,,0.0,0.0
Jean,D68 kemerli bootcut jean,Beyaz,1790.0,03,0.0,0.0,0.0,
Jean,D68 kemerli bootcut jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D68 kemerli bootcut jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight geniş paça jean,Siyah,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight geniş paça jean,Beyaz,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight geniş paça jean,Ekru,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight geniş paça jean,Kahverengi,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,SOLUK EFEKTLİ AÇIK MAVİ DENIM,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,Koyu lacivert,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,Kahverengi,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,SOLUK EFEKTLİ DESIZED DENIM,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,SOLUK EFEKTLİ PARÇA BOYAMA DENIM,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,SOLUK EFEKTLİ İNCİ GRİSİ DENIM,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,SOLUK EFEKTLİ KOYU GRİ DENIM,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,SOLUK EFEKTLİ SİYAH DENIM,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,SOLUK EFEKTLİ GRİ DENIM,1690.0,03,0.0,0.0,0.0,0.0
Jean,D92 straight fit geniş paça jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1690.0,03,0.0,0.0,0.0,0.0
Jean,D74 yırtmaçlı çan paça jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,D74 yırtmaçlı çan paça jean,SOLUK EFEKTLİ AÇIK MAVİ DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,D74 yırtmaçlı çan paça jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,D74 yırtmaçlı çan paça jean,SOLUK EFEKTLİ DESIZED DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,D74 yırtmaçlı çan paça jean,SOLUK EFEKTLİ GRİ DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,D74 yırtmaçlı çan paça jean,SOLUK EFEKTLİ SİYAH DESIZED,1590.0,03,0.0,0.0,0.0,0.0
Jean,D91 Düşük Bel Fitilli Geniş Paça Jean,Beyaz,1690.0,03,0.0,0.0,0.0,
Jean,D91 Düşük Bel Fitilli Geniş Paça Jean,Ekru,1690.0,03,0.0,0.0,0.0,0.0
Jean,Kapri jean,Beyaz,1590.0,03,0.0,0.0,0.0,
Jean,Parlak detaylı straight fit jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,2490.0,03,0.0,0.0,0.0,0.0
Jean,Parıltılı straight fit jean,SOLUK EFEKTLİ SİYAH DENIM,2490.0,03,0.0,0.0,0.0,0.0
Jean,D04 Düşük Bel Çan Paça Jean,SOLUK EFEKTLİ SİYAH DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D74 yırtmaçlı esnek çan paça jean,SOLUK EFEKTLİ AÇIK MAVİ DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,D91 düşük bel geniş paça jean,SOLUK EFEKTLİ İNCİ GRİSİ DENIM,1690.0,03,0.0,,,
Jean,D91 düşük bel geniş paça jean,SOLUK EFEKTLİ AÇIK MAVİ DENIM,1690.0,03,0.0,,,
Jean,D91 düşük bel geniş paça jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1690.0,03,0.0,,,
Jean,D91 düşük bel geniş paça jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1690.0,03,0.0,,,
Jean,D91 düşük bel geniş paça jean,SOLUK EFEKTLİ PARÇA BOYAMA DENIM,1690.0,03,0.0,,,
Jean,D91 düşük bel geniş paça jean,SOLUK EFEKTLİ GRİ DENIM,1690.0,03,0.0,,,
Jean,D91 düşük bel geniş paça jean,SOLUK EFEKTLİ SİYAH DENIM,1690.0,03,0.0,,,
Jean,D91 düşük bel geniş paça jean,SOLUK EFEKTLİ DESIZED DENIM,1690.0,03,0.0,,,
Jean,Düşük bel straight fit çekiç belli jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,Düşük bel straight fit çekiç belli jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D77 minimal cepli jean,SOLUK EFEKTLİ İNCİ GRİSİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D77 minimal cepli jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D77 minimal cepli jean,SOLUK EFEKTLİ DESIZED DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D77 minimal cepli jean,SOLUK EFEKTLİ PARÇA BOYAMA DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D77 minimal cepli jean,SOLUK EFEKTLİ SİYAH DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D77 minimal cepli jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1790.0,03,0.0,0.0,,
Jean,D04 Düşük Bel Çan Paça Jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D04 Düşük Bel Çan Paça Jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D67 dar kesim bootcut jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,D67 dar kesim bootcut jean,SOLUK EFEKTLİ AÇIK MAVİ DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,D67 dar kesim bootcut jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,D67 dar kesim bootcut jean,SOLUK EFEKTLİ DESIZED DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,Leopar parlak straight fit jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,2490.0,03,0.0,0.0,0.0,
Jean,Düşük bel barrel jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,2290.0,03,0.0,0.0,0.0,
Jean,Düşük bel geniş paça parlak detaylı jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,2490.0,03,0.0,0.0,0.0,0.0
Jean,Bağcıklı dökümlü denim pantolon,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1190.0,03,0.0,0.0,0.0,0.0
Jean,Bağcıklı dökümlü denim pantolon,SOLUK EFEKTLİ ORTA MAVİ DENIM,1190.0,03,0.0,0.0,0.0,0.0
Jean,Bağcıklı dökümlü denim pantolon,SOLUK EFEKTLİ DESIZED DENIM,1190.0,03,0.0,0.0,0.0,0.0
Jean,D07 normal bel skinny jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1190.0,03,0.0,0.0,0.0,0.0
Jean,D07 normal bel skinny jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1190.0,03,0.0,0.0,0.0,0.0
Jean,D07 normal bel skinny jean,SOLUK EFEKTLİ PARÇA BOYAMA DENIM,1190.0,03,0.0,0.0,0.0,0.0
Jean,D07 normal bel skinny jean,SOLUK EFEKTLİ KOYU GRİ DENIM,1190.0,03,0.0,0.0,0.0,0.0
Jean,Super yüksek bel,Siyah,1190.0,03,0.0,0.0,0.0,0.0
Jean,Düşük bel barrel jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,Düşük bel straight fit çekiç belli jean,SOLUK EFEKTLİ AÇIK MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,Düşük bel straight fit jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1590.0,03,0.0,0.0,0.0,0.0
Jean,Çizgili orta bel baggy jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1790.0,03,0.0,0.0,0.0,0.0
Jean,D10 mom fit dar kesim jean,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,1490.0,03,0.0,0.0,0.0,0.0
Jean,D10 mom fit dar kesim jean,SOLUK EFEKTLİ DESIZED DENIM,1490.0,03,0.0,0.0,0.0,25.210084033613445
Jean,D78 Kısa Kesim Çan Paça Jean,SOLUK EFEKTLİ SİYAH DESIZED,1490.0,03,0.0,0.0,0.0,0.0
Jean,D78 Cropped Çan Paça Jean,SOLUK EFEKTLİ AÇIK MAVİ DENIM,1490.0,03,0.0,0.0,0.0,0.0
Jean,D78 Cropped Çan Paça Jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1490.0,03,0.0,0.0,0.0,0.0
Jean,D09 süper yüksek bel skinny jean,SOLUK EFEKTLİ ORTA MAVİ DENIM,1190.0,03,0.0,0.0,0.0,0.0
Jean,D09 süper yüksek bel skinny jean,SOLUK EFEKTLİ AÇIK MAVİ DENIM,1190.0,03,0.0,0.0,0.0,0.0
Jean,D09 süper yüksek bel skinny jean,SOLUK EFEKTLİ SİYAH DENIM,1190.0,03,0.0,0.0,0.0,0.0
