item_name,price,category,color,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Düşük bel detaylı denim şort etek,1790.0,On Trend > Festival Season,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,03,0.0,,,
Düşük bel detaylı denim şort etek,1790.0,On Trend > Festival Season,SOLUK EFEKTLİ PARÇA BOYAMA DENIM,03,0.0,,,
Pullu mini elbise,1790.0,On Trend > Festival Season,Açık mavi,03,0.0,,,
Pullu mini şort,1190.0,On Trend > Festival Season,Açık pembe,03,0.0,,,
Pullu mini şort,1190.0,On Trend > Festival Season,Açık mavi,03,0.0,,,
Pullu ve dantelli şort,1190.0,On Trend > Festival Season,Gri,03,0.0,,,
Pullu midi etek,1590.0,On Trend > Festival Season,Açık mavi,03,0.0,,,
Pullu midi etek,1590.0,On Trend > Festival Season,Açık pembe,03,0.0,,,
Pullu midi etek,1590.0,On Trend > Festival Season,Kahverengi,03,0.0,,,
Yıldız zımbalı şort,1590.0,On Trend > Festival Season,Beyaz,03,0.0,,,
D62 Çivili denim şort etek,1690.0,On Trend > Festival Season,SOLUK EFEKTLİ SİYAH DENIM,03,0.0,,,
Cupro parlak One Dilemma t-shirt,1790.0,On Trend > Festival Season,Siyah,03,0.0,,,
Parlak denim şort etek,1790.0,On Trend > Festival Season,SOLUK EFEKTLİ ORTA MAVİ DENIM,03,0.0,,,
Asimetrik pelerin,1190.0,On Trend > Festival Season,Ekru,03,0.0,,,
Asimetrik pelerin,1190.0,On Trend > Festival Season,Kahverengi,03,0.0,,,
Slim mom fit şort,1090.0,On Trend > Festival Season,SOLUK EFEKTLİ AÇIK MAVİ DENIM,03,0.0,,,
Slim mom fit şort,1090.0,On Trend > Festival Season,SOLUK EFEKTLİ SİYAH DENIM,03,0.0,,,
Deri dolgu topuklu bot,4990.0,On Trend > Festival Season,BEJ,03,0.0,,,
Sırt dekolteli askılı top,590.0,On Trend > Festival Season,Ekru,03,0.0,,,
Sırt dekolteli askılı top,590.0,On Trend > Festival Season,Siyah,03,0.0,,,
Hasır şapka,1190.0,On Trend > Festival Season,Kahverengi,03,0.0,,,
Hasır şapka,1190.0,On Trend > Festival Season,Bej,03,0.0,,,
Dantelli pareo,790.0,On Trend > Festival Season,Siyah,03,0.0,,,
Dantelli pareo,790.0,On Trend > Festival Season,Ekru,03,0.0,,,
Dantelli pareo,790.0,On Trend > Festival Season,Mavi,03,0.0,,,
Dantelli pareo,790.0,On Trend > Festival Season,Pembe,03,0.0,,,
Dantelli pareo,790.0,On Trend > Festival Season,Altın rengi,03,0.0,,,
Dantelli pareo,790.0,On Trend > Festival Season,Kahverengi,03,0.0,,,
One Dilemma çivili şort etek,2990.0,On Trend > Festival Season,SOLUK EFEKTLİ SİYAH DENIM,03,0.0,,,
Halter dantel detaylı üst,1090.0,On Trend > Festival Season,Ekru,03,0.0,,,
Dantelli halter top,790.0,On Trend > Festival Season,Siyah,03,0.0,,,
Puantiye desenli crop t-shirt,350.0,On Trend > Festival Season,Ekru,03,0.0,,,
Kontrast dantel detaylı saten etek,1490.0,On Trend > Festival Season,Açık mavi,03,0.0,,,
Pullu crop top,1190.0,On Trend > Festival Season,Açık mavi,03,0.0,,,
Fırfırlı mini şort,1190.0,On Trend > Festival Season,Beyaz,03,0.0,,,
Dantelli pareo etek,990.0,On Trend > Festival Season,Ekru,03,0.0,,,
D79 düşük bel şort,1190.0,On Trend > Festival Season,Beyaz,03,0.0,,,
Dantel Qipao büstiyer,1190.0,On Trend > Festival Season,Beyaz,03,0.0,,,
Dantel Qipao büstiyer,1190.0,On Trend > Festival Season,Siyah,03,0.0,,,
Dantel Qipao büstiyer,1190.0,On Trend > Festival Season,Altın rengi,03,0.0,,,
Metalik iplikli kroşe tote çanta,1790.0,On Trend > Festival Season,Gri,03,0.0,,,
Hacimli poplin pantolon,1590.0,On Trend > Festival Season,Kahverengi,03,0.0,,,
Asimetrik saten yüzeyli kısa elbise,1590.0,On Trend > Festival Season,Koyu lacivert,03,0.0,,,
Asimetrik saten yüzeyli kısa elbise,1590.0,On Trend > Festival Season,Açık pembe,03,0.0,,,
Asimetrik saten yüzeyli kısa elbise,1590.0,On Trend > Festival Season,Kahverengi,03,0.0,,,
Akışkan utility stili parka,2490.0,On Trend > Festival Season,Haki,03,0.0,,,
Saten yüzeyli dantel askılı top,1090.0,On Trend > Festival Season,Kahverengi,03,0.0,,,
Saten yüzeyli dantel askılı top,1090.0,On Trend > Festival Season,Ekru,03,0.0,,,
Çift tokalı kemer,590.0,On Trend > Festival Season,Kahverengi,03,0.0,,,
D04 Düşük Bel Çan Paça Jean,1790.0,On Trend > Festival Season,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,03,0.0,,,
D04 Düşük Bel Çan Paça Jean,1070.0,On Trend > Festival Season,SOLUK EFEKTLİ ORTA MAVİ DENIM,03,0.0,,,
One Dilemma parlak denim şort etek,3690.0,On Trend > Festival Season,SOLUK EFEKTLİ PARÇA BOYAMA DENIM,03,0.0,,,
Payetli halter yaka t-shirt One Dilemma,1490.0,On Trend > Festival Season,Gri,03,0.0,,,
Taşlı kasket,790.0,On Trend > Festival Season,Ekru,03,0.0,,,
slouchy kesim deri yüksek çizmeler,4990.0,On Trend > Festival Season,BEJ,03,0.0,,,
Drape çift katlı yaka top,790.0,On Trend > Festival Season,Ekru,03,0.0,,,
Balon kesim saten etek cepli,1490.0,On Trend > Festival Season,Koyu yeşil,03,0.0,,,
Uzun püsküllü omuz çantası,1590.0,On Trend > Festival Season,Hardal,03,0.0,,,
Kısa kolsuz denim elbise fermuarlı,1790.0,On Trend > Festival Season,SOLUK EFEKTLİ PARÇA BOYAMA DENIM,03,0.0,,,
Bağcıklı jüt dolgu topuklu ayakkabı,2490.0,On Trend > Festival Season,EKRU,03,0.0,,,
Bantlı ve tokalı stiletto topuklu sandaletler,2690.0,On Trend > Festival Season,KAHVERENGİ,03,0.0,,,
Çivili platform terlik,2690.0,On Trend > Festival Season,KAHVERENGİ,03,0.0,,,
Deri slouchy kesim kovboy botinleri,2300.0,On Trend > Festival Season,BEJ,03,0.0,,,
Kolsuz puantiye desenli tül midi elbise,1590.0,On Trend > Puantiye desenli,Kahverengi,03,0.0,,,
Çok yönlü kolsuz t-shirt,790.0,On Trend > Puantiye desenli,SOLUK EFEKTLİ GRİ DENIM,03,0.0,,,
Çok yönlü kolsuz t-shirt,790.0,On Trend > Puantiye desenli,Siyah,03,0.0,,,
Çok yönlü kolsuz t-shirt,790.0,On Trend > Puantiye desenli,Ekru,03,0.0,,,
Çok yönlü kolsuz t-shirt,790.0,On Trend > Puantiye desenli,Açık pembe,03,0.0,,,
Çok yönlü kolsuz t-shirt,790.0,On Trend > Puantiye desenli,Açık sarı,03,0.0,,,
Puantiye desenli kısa elbise,1490.0,On Trend > Puantiye desenli,Ekru,03,0.0,,,
Kısa Qipao düğümlü elbise,1190.0,On Trend > Puantiye desenli,Açık pembe,03,0.0,,,
File baskılı halter yaka top,990.0,On Trend > Puantiye desenli,Pembe,03,0.0,,,
Japon kısa kollu t-shirt,790.0,On Trend > Puantiye desenli,SOLUK EFEKTLİ GRİ DENIM,03,0.0,,,
Japon kısa kollu t-shirt,790.0,On Trend > Puantiye desenli,Siyah,03,0.0,,,
Japon kısa kollu t-shirt,790.0,On Trend > Puantiye desenli,Beyaz,03,0.0,,,
Japon kısa kollu t-shirt,790.0,On Trend > Puantiye desenli,Açık pembe,03,0.0,,,
Japon kısa kollu t-shirt,790.0,On Trend > Puantiye desenli,Açık sarı,03,0.0,,,
B07 Puantiyeli fitilli askılı bluz,490.0,On Trend > Puantiye desenli,Ekru,03,0.0,,,
Halter yaka elbise,1190.0,On Trend > Puantiye desenli,SOLUK EFEKTLİ GRİ DENIM,03,0.0,,,
Halter yaka elbise,1190.0,On Trend > Puantiye desenli,Siyah,03,0.0,,,
Puantiye desenli kartlık cüzdan,550.0,On Trend > Puantiye desenli,Siyah,03,0.0,,,
Puantiye desenli kartlık cüzdan,550.0,On Trend > Puantiye desenli,Kahverengi,03,0.0,,,
Puantiye desenli fular,590.0,On Trend > Puantiye desenli,Ekru,03,0.0,,,
Puantiye desenli fular,590.0,On Trend > Puantiye desenli,Pembe,03,0.0,,,
Puantiye desenli köpek figürlü charm anahtarlık,470.0,On Trend > Puantiye desenli,Beyaz,03,0.0,,,
Puantiye makyaj çantası,550.0,On Trend > Puantiye desenli,Kahverengi,03,0.0,,,
Puantiye makyaj çantası,550.0,On Trend > Puantiye desenli,Siyah,03,0.0,,,
2'li puantiyeli kürk toka seti,490.0,On Trend > Puantiye desenli,Kahverengi,03,0.0,,,
Puantiye desenli çapraz askılı kemer,1090.0,On Trend > Puantiye desenli,Siyah,03,0.0,,,
Geniş paça askılı tulum,2290.0,Elbise,Kahverengi,03,0.0,0.0,,
Kare yaka bengalin midi elbise,1590.0,Elbise,Siyah,03,0.0,0.0,0.0,0.0
Kare yaka bengalin midi elbise,1590.0,Elbise,Krem rengi,03,0.0,0.0,,0.0
Kare yaka bengalin midi elbise,1590.0,Elbise,Haki,03,0.0,0.0,0.0,0.0
Saten yüzeyli midi elbise,1590.0,Elbise,Altın rengi,03,0.0,0.0,0.0,0.0
Saten yüzeyli midi elbise,1590.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Denim midi elbise,1790.0,Elbise,SOLUK EFEKTLİ PARÇA BOYAMA DENIM,03,0.0,0.0,0.0,0.0
Denim midi elbise,1790.0,Elbise,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,03,0.0,0.0,0.0,0.0
Kareli gömlek elbise,1590.0,Elbise,Krem rengi,03,0.0,0.0,,
Kolsuz bengalin midi elbise,1590.0,Elbise,Lacivert,03,0.0,0.0,0.0,0.0
Kolsuz bengalin midi elbise,1590.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
İki malzemeli askılı midi elbise,1590.0,Elbise,Ekru,03,0.0,0.0,,
İki malzemeli askılı midi elbise,1590.0,Elbise,Açık mavi,03,0.0,0.0,0.0,0.0
Poplin halter midi elbise,1790.0,Elbise,Mavi,03,0.0,0.0,0.0,0.0
Uzun kolsuz düz tulum,1490.0,Elbise,Lacivert,03,0.0,0.0,0.0,0.0
Kısa korse kareli elbise,1590.0,Elbise,Kiremit rengi,03,0.0,0.0,0.0,
İki malzemeli midi elbise,2290.0,Elbise,Krem rengi,03,0.0,0.0,0.0,0.0
Halter yaka midi elbise,1190.0,Elbise,Kahverengi,03,0.0,0.0,,
Qipao tarzı kısa elbise,1590.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Qipao tarzı kısa elbise,1590.0,Elbise,Siyah,03,0.0,0.0,0.0,0.0
Saten halter kısa elbise,1590.0,Elbise,Koyu lacivert,03,0.0,0.0,0.0,0.0
Saten halter kısa elbise,1590.0,Elbise,Açık mavi,03,0.0,0.0,0.0,0.0
Boncuklu askılı uzun elbise,1790.0,Elbise,Ekru,03,0.0,0.0,0.0,0.0
Boncuklu askılı uzun elbise,1790.0,Elbise,Siyah,03,0.0,0.0,0.0,0.0
Desenli tül fularlı midi elbise,1590.0,Elbise,Altın rengi,03,0.0,0.0,0.0,0.0
Desenli tül fularlı midi elbise,1590.0,Elbise,Açık pembe,03,0.0,0.0,0.0,0.0
Dantelli kısa saten elbise,1590.0,Elbise,Ekru,03,0.0,0.0,0.0,
Kısa t-shirt elbise,1090.0,Elbise,Kahverengi,03,0.0,0.0,0.0,
Kısa t-shirt elbise,1090.0,Elbise,Beyaz,03,0.0,0.0,0.0,
Dökümlü uzun askılı tulum,1490.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Dökümlü uzun askılı tulum,1490.0,Elbise,Siyah,03,0.0,0.0,0.0,0.0
Dokulu askılı midi elbise,1590.0,Elbise,Koyu lacivert,03,0.0,0.0,0.0,
Dokulu askılı midi elbise,1590.0,Elbise,Soluk pembe,03,0.0,0.0,0.0,
Kısa askılı balon elbise,1790.0,Elbise,Pembe,03,0.0,0.0,0.0,
Düğmeli kolsuz kısa elbise,1790.0,Elbise,Koyu lacivert,03,0.0,0.0,0.0,0.0
Asimetrik dantelli elbise,1590.0,Elbise,Açık mavi,03,0.0,0.0,0.0,0.0
V kesim etekli kısa elbise,1590.0,Elbise,Ekru,03,0.0,0.0,0.0,
Boncuk işlemeli kısa elbise,1790.0,Elbise,Mavi,03,0.0,0.0,0.0,0.0
Metalik parçalı elbise,1590.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Kısa askılı balon elbise,1790.0,Elbise,Beyaz,03,0.0,0.0,0.0,
Kısa desenli elbise,1190.0,Elbise,Koyu bej,03,0.0,0.0,0.0,0.0
Sırtı açık halter midi elbise,1790.0,Elbise,Koyu yeşil,03,0.0,0.0,0.0,
Sırtı açık halter midi elbise,1790.0,Elbise,Fuşya,03,0.0,0.0,0.0,0.0
Halter fular denim tulum,2490.0,Elbise,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,03,0.0,0.0,0.0,0.0
Payetli kısa denim elbise,2290.0,Elbise,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,03,0.0,,0.0,0.0
Desenli kısa tül elbise,1190.0,Elbise,Koyu bej,03,0.0,0.0,0.0,0.0
Asimetrik kısa elbise,1090.0,Elbise,Siyah,03,0.0,0.0,0.0,-8.403361344537815
Asimetrik kısa elbise,1090.0,Elbise,SOLUK EFEKTLİ GRİ DENIM,03,0.0,0.0,0.0,
Askılı blonda midi elbise,1590.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Asimetrik kısa elbise zımba detaylı,1490.0,Elbise,Haki,03,0.0,0.0,0.0,0.0
Halter yaka işlemeli uzun elbise,2290.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Zımba detaylı fırfırlı elbise,1690.0,Elbise,Koyu Gri,03,0.0,0.0,,
Çiçek desenli vücuda oturan elbise,1190.0,Elbise,Açık pembe,03,0.0,0.0,0.0,0.0
Kısa geniş yaka örgü elbise,1190.0,Elbise,Kahverengi,03,0.0,0.0,,
Kısa geniş yaka örgü elbise,1190.0,Elbise,Siyah,03,0.0,0.0,,
Kısa geniş yaka örgü elbise,1190.0,Elbise,0-662,03,0.0,0.0,,
Kısa denim elbise,1590.0,Elbise,SOLUK EFEKTLİ PARÇA BOYAMA DENIM,03,0.0,0.0,0.0,0.0
Kısa vücuda oturan büzgülü elbise,1190.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Kısa vücuda oturan büzgülü elbise,1190.0,Elbise,Kırmızı,03,0.0,0.0,0.0,0.0
Dantelli uzun askılı örgü elbise,1190.0,Elbise,Siyah,03,0.0,0.0,0.0,0.0
Saten görünümlü elbise,1790.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Saten görünümlü dantelli midi elbise,1790.0,Elbise,Açık mavi,03,0.0,0.0,0.0,0.0
Saten yüzeyli halter tulum,1790.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
"Sırtı çapraz, dökümlü uzun elbise",1690.0,Elbise,Siyah,03,0.0,0.0,0.0,0.0
"Sırtı çapraz, dökümlü uzun elbise",1690.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Zımbalı fırfırlı elbise,1690.0,Elbise,Ekru,03,0.0,0.0,,
Zımbalı fırfırlı elbise,1690.0,Elbise,Kahverengi,03,0.0,0.0,,
Saten boncuklu uzun tulum,1590.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Kısa pelerin elbise,1590.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Metalik İplikli Halter Midi Elbise,1590.0,Elbise,Kahverengi,03,0.0,0.0,0.0,0.0
Halter yaka dantel midi elbise,1790.0,Elbise,Açık mavi,03,0.0,0.0,,
Halter balon tulum,1590.0,Elbise,Siyah,03,0.0,0.0,0.0,0.0
Düğmeli çok işlevli elbise,1590.0,Elbise,Kahverengi,03,0.0,0.0,,
Çizgili dik yaka kısa triko elbise,1790.0,Elbise,Mor,03,0.0,0.0,,
Kısa jile elbise,1490.0,Elbise,Koyu lacivert,03,0.0,0.0,0.0,0.0
Açık sırtlı halter yaka midi elbise,1590.0,Elbise,Açık mavi,03,0.0,0.0,0.0,0.0
"Kemerli kısa, dökümlü trençkot",1790.0,Trençkot ve kaban,Krem rengi,03,0.0,0.0,0.0,
"Kemerli kısa, dökümlü trençkot",1790.0,Trençkot ve kaban,Lacivert,03,0.0,0.0,0.0,
"Kemerli kısa, dökümlü trençkot",1790.0,Trençkot ve kaban,Açık mavi,03,0.0,0.0,0.0,
"Kemerli kısa, dökümlü trençkot",1790.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,
"Kemerli kısa, dökümlü trençkot",1790.0,Trençkot ve kaban,Haki,03,0.0,0.0,0.0,
Dökümlü uzun trençkot,2490.0,Trençkot ve kaban,Krem rengi,03,0.0,0.0,0.0,0.0
Dökümlü uzun trençkot,2490.0,Trençkot ve kaban,Lacivert,03,0.0,0.0,0.0,0.0
Dökümlü uzun trençkot,1490.0,Trençkot ve kaban,Haki,03,0.0,0.0,0.0,0.0
Oversize dökümlü uzun trençkot,2490.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Akışkan utility parka,2490.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Basic kısa trençkot,2490.0,Trençkot ve kaban,Lacivert,03,0.0,0.0,0.0,0.0
Kısa kruvaze trençkot,2290.0,Trençkot ve kaban,Lacivert,03,0.0,0.0,0.0,0.0
Kısa kruvaze trençkot,2290.0,Trençkot ve kaban,Siyah,03,0.0,0.0,0.0,0.0
Dökümlü utility yelek,2490.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Dik yaka suni deri trençkot,2490.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Dik yaka suni deri trençkot,2490.0,Trençkot ve kaban,Ekru,03,0.0,0.0,0.0,0.0
Oversize Uzun Kaban,3490.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Uzun suni deri trençkot,2990.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Uzun suni deri trençkot,2990.0,Trençkot ve kaban,Siyah,03,0.0,0.0,0.0,0.0
Oversize yumuşak dokulu kaban,2990.0,Trençkot ve kaban,Koyu Gri,03,0.0,0.0,0.0,0.0
Kısa oversize kapüşonlu trençkot,3490.0,Trençkot ve kaban,Bej,03,0.0,0.0,0.0,0.0
Kısa kruvaze trençkot,2290.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Uzun kemerli kaban,4490.0,Trençkot ve kaban,Koyu lacivert,03,0.0,0.0,0.0,0.0
Dik yakalı kemerli trençkot,2490.0,Trençkot ve kaban,Beyaz,03,0.0,0.0,,
Dik yakalı kemerli trençkot,2490.0,Trençkot ve kaban,Pembe,03,0.0,0.0,,
Dik yakalı kemerli trençkot,2490.0,Trençkot ve kaban,Koyu yeşil,03,0.0,0.0,,
Dik yaka kemerli trençkot,2490.0,Trençkot ve kaban,Koyu lacivert,03,0.0,0.0,0.0,
Dik yaka kemerli trençkot,2490.0,Trençkot ve kaban,Bej,03,0.0,0.0,0.0,
Uzun suni süet trençkot,2990.0,Trençkot ve kaban,Koyu yeşil,03,0.0,0.0,0.0,0.0
Uzun oversize yumuşak dokulu kaban,3490.0,Trençkot ve kaban,Lacivert,03,0.0,0.0,0.0,0.0
Çift taraflı uzun içi kürklü kaban,6290.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Midi Boy Kemerli Kaban,4490.0,Trençkot ve kaban,Siyah,03,0.0,0.0,0.0,0.0
"Kemerli kısa, akıcı trençkot",1790.0,Trençkot ve kaban,Haki,03,,,,0.0
Dik yaka suni deri trençkot,2490.0,Trençkot ve kaban,Bej,03,0.0,0.0,0.0,0.0
Dik yaka suni deri trençkot,2490.0,Trençkot ve kaban,Siyah,03,0.0,0.0,0.0,0.0
Kısa kruvaze trençkot,2290.0,Trençkot ve kaban,Krem rengi,03,0.0,0.0,0.0,0.0
Normal balıksırtı kaban,3490.0,Trençkot ve kaban,Gri,03,0.0,0.0,0.0,0.0
Uzun akıcı parka,2790.0,Trençkot ve kaban,Lacivert,03,0.0,0.0,0.0,0.0
Tek düğmeli uzun trençkot,2990.0,Trençkot ve kaban,Krem rengi,03,0.0,0.0,0.0,0.0
Basic kısa trençkot,2490.0,Trençkot ve kaban,Krem rengi,03,0.0,0.0,0.0,0.0
Dik yaka kısa trençkot,2990.0,Trençkot ve kaban,Haki,03,0.0,0.0,0.0,0.0
Yumuşak dokunuşlu kruvaze dik yaka ceket,2490.0,Trençkot ve kaban,Lacivert,03,0.0,0.0,0.0,0.0
Yumuşak dokunuşlu kruvaze dik yaka ceket,2490.0,Trençkot ve kaban,Siyah,03,0.0,0.0,0.0,0.0
Yumuşak dokunuşlu kruvaze dik yaka ceket,2490.0,Trençkot ve kaban,Ekru,03,0.0,0.0,0.0,0.0
Yumuşak dokunuşlu kruvaze dik yaka ceket,2490.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Uzun tek düğmeli trençkot,2990.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Dik yaka trençkot,2990.0,Trençkot ve kaban,Bej,03,0.0,0.0,0.0,0.0
Dik yaka trençkot,2990.0,Trençkot ve kaban,Siyah,03,0.0,0.0,0.0,0.0
Kemerli ve dökümlü kısa trençkot,1790.0,Trençkot ve kaban,Bej,03,0.0,0.0,0.0,0.0
Kemerli ve dökümlü kısa trençkot,1790.0,Trençkot ve kaban,Siyah,03,0.0,0.0,0.0,0.0
Kemerli ve dökümlü kısa trençkot,1790.0,Trençkot ve kaban,Lacivert,03,0.0,0.0,0.0,0.0
Yumuşak Dokunuşlu Trençkot,2990.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Yumuşak Dokunuşlu Trençkot,1790.0,Trençkot ve kaban,Ekru,03,0.0,0.0,0.0,0.0
Yumuşak Dokunuşlu Trençkot,1790.0,Trençkot ve kaban,Koyu lacivert,03,0.0,0.0,0.0,0.0
Yumuşak Dokulu Düğmeli Midi Kaban,1790.0,Trençkot ve kaban,Ekru,03,0.0,0.0,0.0,0.0
Yumuşak Dokulu Düğmeli Midi Kaban,1790.0,Trençkot ve kaban,Siyah,03,0.0,0.0,0.0,0.0
Yumuşak Dokulu Düğmeli Midi Kaban,1190.0,Trençkot ve kaban,Bordo,03,0.0,0.0,0.0,0.0
"Kemerli, mumlu görünümlü kısa trençkot",3490.0,Trençkot ve kaban,Haki,03,0.0,0.0,0.0,0.0
Kısa suni süet trençkot,2790.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,0.0
Kısa suni süet trençkot,2790.0,Trençkot ve kaban,Karamel,03,0.0,0.0,0.0,0.0
Uzun oversize kruvaze kaban,2210.0,Trençkot ve kaban,Kahverengi,03,0.0,0.0,0.0,
Uzun erkek kaban,1790.0,Trençkot ve kaban,Ekru,03,0.0,0.0,0.0,0.0
Suni süet ceket,1670.0,Trençkot ve kaban,Bej,03,0.0,0.0,0.0,0.0
Peplum denim ceket,2290.0,Ceketler ve trençkotlar,Beyaz,03,0.0,0.0,,
Kısa yumuşak ceket,1070.0,Ceketler ve trençkotlar,Kırmızı,03,0.0,0.0,0.0,0.0
Kısa yumuşak ceket,1070.0,Ceketler ve trençkotlar,Ekru,03,0.0,0.0,0.0,0.0
Kısa yumuşak ceket,1070.0,Ceketler ve trençkotlar,Koyu lacivert,03,0.0,0.0,0.0,0.0
Mumlu Görünümlü Kısa Kombin Parka,2990.0,Ceketler ve trençkotlar,Haki,03,0.0,0.0,0.0,0.0
Kemer detaylı suni deri balon ceket,2490.0,Ceketler ve trençkotlar,Kırmızı,03,0.0,0.0,0.0,0.0
Militer blazer,2490.0,Ceketler ve trençkotlar,Bej,03,0.0,0.0,0.0,0.0
Balon ceket,2290.0,Ceketler ve trençkotlar,Krem rengi,03,0.0,0.0,0.0,0.0
Basic kapüşonlu şişme mont,2290.0,Ceketler ve trençkotlar,Siyah,03,0.0,0.0,0.0,0.0
Basic kapüşonlu şişme mont,2290.0,Ceketler ve trençkotlar,Kahverengi,03,0.0,0.0,0.0,0.0
Suni deri biker ceket,2290.0,Ceketler ve trençkotlar,Siyah,03,0.0,0.0,0.0,0.0
Suni deri biker ceket,2290.0,Ceketler ve trençkotlar,Kahverengi,03,0.0,0.0,0.0,0.0
Denim ceket,1790.0,Ceketler ve trençkotlar,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,03,0.0,0.0,0.0,0.0
Naylon kapüşonlu ceket,1790.0,Ceketler ve trençkotlar,Koyu mavi,03,0.0,0.0,0.0,0.0
Suni süet cepli ceket,1790.0,Ceketler ve trençkotlar,Krem rengi,03,0.0,0.0,0.0,0.0
Suni süet cepli ceket,1790.0,Ceketler ve trençkotlar,Lacivert,03,0.0,0.0,0.0,0.0
Suni süet cepli ceket,1790.0,Ceketler ve trençkotlar,Kahverengi,03,0.0,0.0,0.0,0.0
Suni süet cepli ceket,1790.0,Ceketler ve trençkotlar,Açık kahverengi,03,0.0,0.0,0.0,0.0
Yumuşak dokulu balon bomber ceket,1790.0,Ceketler ve trençkotlar,Koyu Gri,03,0.0,0.0,0.0,0.0
Yumuşak dokulu balon bomber ceket,1790.0,Ceketler ve trençkotlar,Ekru,03,0.0,0.0,0.0,0.0
Basic naylon çizgili kapüşonlu ceket,1790.0,Ceketler ve trençkotlar,Açık mavi,03,0.0,0.0,0.0,0.0
Balon kesim denim ceket,2290.0,Ceketler ve trençkotlar,SOLUK EFEKTLİ AÇIK ORTA MAVİ DENIM,03,0.0,0.0,0.0,0.0
Kruvaze denim ceket,2790.0,Ceketler ve trençkotlar,SOLUK EFEKTLİ SİYAH DENIM,03,0.0,0.0,0.0,0.0
Cepli denim ceket,1590.0,Ceketler ve trençkotlar,SOLUK EFEKTLİ AÇIK MAVİ DENIM,03,0.0,0.0,0.0,0.0
Kısa zımbalı denim ince ceket,2290.0,Ceketler ve trençkotlar,SOLUK EFEKTLİ SİYAH DENIM,03,0.0,0.0,0.0,0.0
Pamuklu cepli parka,2790.0,Ceketler ve trençkotlar,Koyu yeşil,03,0.0,0.0,0.0,0.0
Pamuklu cepli parka,2790.0,Ceketler ve trençkotlar,Krem rengi,03,0.0,0.0,0.0,0.0
Kemerli suni deri biker ceket,1790.0,Ceketler ve trençkotlar,Siyah,03,0.0,0.0,0.0,0.0
Kemerli suni deri biker ceket,1790.0,Ceketler ve trençkotlar,Kahverengi,03,0.0,0.0,0.0,0.0
Kadife şişme mont,2790.0,Ceketler ve trençkotlar,Kahverengi,03,0.0,,,0.0
Suni deri şişme bomber ceket,2490.0,Ceketler ve trençkotlar,Kahverengi,03,0.0,0.0,0.0,
Suni deri şişme bomber ceket,2490.0,Ceketler ve trençkotlar,Siyah,03,0.0,0.0,0.0,
Suni deri şişme bomber ceket,1490.0,Ceketler ve trençkotlar,Ekru,03,0.0,0.0,0.0,
Suni deri şişme bomber ceket,1490.0,Ceketler ve trençkotlar,Bordo,03,0.0,0.0,0.0,
Kabartmalı düğmeli blazer ceket,2490.0,Ceketler ve trençkotlar,Lacivert,03,0.0,0.0,0.0,0.0
Suni deri balon kemerli ceket,2490.0,Ceketler ve trençkotlar,Kahverengi,03,0.0,0.0,0.0,0.0
Suni deri balon kemerli ceket,2490.0,Ceketler ve trençkotlar,Siyah,03,0.0,0.0,0.0,0.0
Oversize triko hırka,1790.0,Ceketler ve trençkotlar,Koyu gri,03,0.0,0.0,0.0,0.0
