Category,Product Name,Price,Date,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akülü Vidalamalar,B D Ld12ska-tr 12v Vidalama+30 Prç Aks,1999.0,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Sds-plus 11&#039;li Alüminyum Çantalı Uç Ve Keski Seti - 2608578765,1350.0,2026.05.20,05,0.0,-2.877697841726619,27.84090909090909,
Akülü Vidalamalar,10 Adet Vidalama Ucu ve 20 cm Uzatma Adaptörü,359.9,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Promo Blister Akülü Vidalama + 24 Parça Aksesuar,599.9,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,"Te-cd 18/44 Li-i Darbeli Vidalama 1x2,5a",3999.0,2026.05.20,05,0.0,0.0,-5.883737349964697,
Akülü Vidalamalar,"Tp-Cd 18/60 Li Bl - Solo, Akülü Vidalama",3999.0,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Bits Uç Seti Üçlü 89 mm,359.9,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Pz Vidalama Ucu Üçlü 89 mm,359.9,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Dt7969-qz 32 Parça Vid Uç Seti,949.9,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Bits Uç Takımı 7 Parça,519.9,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,DCD710D2 10.8 Li-Ion Çift Akülü Vidalama,8499.0,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Mini X-Line 25 Parçalı Vidalama Seti,419.9,2026.05.20,05,0.0,0.0,15.674931129476576,
Akülü Vidalamalar,LD12SP Akülü Vidalama,2799.0,2026.05.20,05,0.0,0.0,16.673614005835766,
Akülü Vidalamalar,10 Adet Vidalama Ucu ve 30 cm Uzatma Adaptörü,379.9,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Dcd771S2 Vidalama Matkabı Şarjlı 18 Volt 1.5 Ah,7320.0,2026.05.20,05,0.0,0.0,,
Akülü Vidalamalar,Fatmax Sbd715b 18v 4.0 Ah Çift Akülü Darbeli Vidalama,7417.0,2026.05.20,05,0.05395926075812762,0.05395926075812762,-2.02113606340819,
Akülü Vidalamalar,10mm Çelik Mandren Vidalama Mkd5p,1663.0,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Gsb 120-li 2 Ah Çift Akülü Darbeli Delme Vidalam Matkap Ve 23 Parça Uç Seti 06019g8102,6799.0,2026.05.20,05,0.0,11.340375010234997,11.340375010234997,
Akülü Vidalamalar,Impact Control Serisi Vidalama Ucu 8&#039;li PH2 *50mm,453.7,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Hızlı Uç Değiştirme Mandrenli Üniversal Tutucu *60mm 1/4&#034; Altıgen Şaft,484.77,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Akülü Vidalama GSR 180-LI,8665.0,2026.05.20,05,2.0372114931700427,2.617243012790147,2.9097387173396676,
Akülü Vidalamalar,Gsr 185-li Darbesiz Vidalama 2 Akü,9287.0,2026.05.20,05,1.9541113184762322,2.5394722314232085,2.823294951284322,
Akülü Vidalamalar,Impact Control Serisi Vidalama Ucu 8&#039;li PH2x2/PZ2x2/T20/T30 *50mm + Standart Tutucu *60mm,445.0,2026.05.20,05,0.6787330316742082,0.6787330316742082,0.9070294784580499,
Akülü Vidalamalar,Uneo Maxx Çift Akülü Vidalama,11059.0,2026.05.20,05,0.09956553222302679,0.09956553222302679,2.836153989213316,
Akülü Vidalamalar,Pozidriv Bits Uç PZ2,139.9,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Vidalama Ucu 50 mm PH/PZ/SL,107.9,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Profesyonel 32 Parça  Vidalama Uç Seti - 2607017319,641.9,2026.05.20,05,-8.037249283667624,2.5415741465518566,2.5415741465518566,
Akülü Vidalamalar,Impact Control Serisi Çift Taraflı Vidalama Ucu 8&#039;li PH2x4 /PZ2x4 *110mm,733.37,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Cheli̇kbei̇ Onlu Set (led Işık + Kırıcı Delici Matkap+avuç Taşlama+somun Sıkma+vidalama+sunta Kesme+dekupaj+lazer Metre+oto Yıkama+çok Fonksiyonlu Avuç Taşlama),17768.0,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Extra Hard Vidalama Ucu Seti 44+1 Parça - 2607017732,1400.9,2026.05.20,05,0.0,10.30795518074946,10.30795518074946,
Akülü Vidalamalar,13mm Mke Vidalama,1621.0,2026.05.20,05,0.0,0.0,0.0,
Akülü Vidalamalar,Manyetik Tutucu Universal 60 mm,388.9,2026.05.20,05,0.0,11.146041726207487,11.146041726207487,
