Category,Product Name,Price,Date,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akülü Vidalamalar,21v Darbeli Kömürsüz Kırıcı Delici Hilti &amp; Taşlama &amp; Matkap &amp; Somun Sıkma Sökme 4&#039;lü Set,6890.0,2026.05.06,05,0.0,,,
Akülü Vidalamalar,12v Metal Şanzıman Çift Akülü Bakır Sargı Şarjlı Matkap Akülü Vidalama,1399.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,12v Çift Akü Şarjlı Matkap Metal Şanzıman Akülü Vidalama,1399.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,B D Ld12ska-tr 12v Vidalama+30 Prç Aks,1999.0,2026.05.06,05,0.0,,,
Akülü Vidalamalar,Dt7969-qz 32 Parça Vid Uç Seti,949.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,LD12SP Akülü Vidalama,2399.0,2026.05.06,05,0.0,,,
Akülü Vidalamalar,Promo Blister Akülü Vidalama + 24 Parça Aksesuar,599.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,12v Çift Akü Şarjlı Matkap Akülü Vidalama,999.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,"Te-cd 18/44 Li-i Darbeli Vidalama 1x2,5a",4249.0,2026.05.06,05,0.0,,,
Akülü Vidalamalar,"Tp-Cd 18/60 Li Bl - Solo, Akülü Vidalama",3999.0,2026.05.06,05,0.0,,,
Akülü Vidalamalar,Bits Uç Seti Üçlü 89 mm,359.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,Manyetik Tutucu Universal 60 mm,349.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,Pz Vidalama Ucu Üçlü 89 mm,359.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,Impact Control Serisi Vidalama Ucu 8&#039;li PZ2 *25mm,349.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,10 Adet Vidalama Ucu ve 20 cm Uzatma Adaptörü,359.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,Bits Uç Takımı 7 Parça,519.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,DCD710D2 10.8 Li-Ion Çift Akülü Vidalama,8499.0,2026.05.06,05,0.0,,,
Akülü Vidalamalar,10 Adet Vidalama Ucu ve 30 cm Uzatma Adaptörü,379.9,2026.05.06,05,0.0,,,
Akülü Vidalamalar,Fatmax Sbd715b 18v 4.0 Ah Çift Akülü Darbeli Vidalama,7570.0,2026.05.06,05,0.0,,,
