Category,Product Name,Price,Date,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akülü Vidalamalar,B D Ld12ska-tr 12v Vidalama+30 Prç Aks,1999.0,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Sds-plus 11&#039;li Alüminyum Çantalı Uç Ve Keski Seti - 2608578765,1350.0,2026.05.17,05,0.0,-8.994694727759319,,
Akülü Vidalamalar,10 Adet Vidalama Ucu ve 20 cm Uzatma Adaptörü,359.9,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Promo Blister Akülü Vidalama + 24 Parça Aksesuar,599.9,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,"Te-cd 18/44 Li-i Darbeli Vidalama 1x2,5a",3999.0,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,"Tp-Cd 18/60 Li Bl - Solo, Akülü Vidalama",3999.0,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Bits Uç Seti Üçlü 89 mm,359.9,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Pz Vidalama Ucu Üçlü 89 mm,359.9,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Dt7969-qz 32 Parça Vid Uç Seti,949.9,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Bits Uç Takımı 7 Parça,519.9,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,DCD710D2 10.8 Li-Ion Çift Akülü Vidalama,8499.0,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Mini X-Line 25 Parçalı Vidalama Seti,419.9,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,LD12SP Akülü Vidalama,2799.0,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,10 Adet Vidalama Ucu ve 30 cm Uzatma Adaptörü,379.9,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Dcd771S2 Vidalama Matkabı Şarjlı 18 Volt 1.5 Ah,7320.0,2026.05.17,05,0.0,,,
Akülü Vidalamalar,Fatmax Sbd715b 18v 4.0 Ah Çift Akülü Darbeli Vidalama,7413.0,2026.05.17,05,0.0,0.0945179584120983,,
Akülü Vidalamalar,10mm Çelik Mandren Vidalama Mkd5p,1663.0,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Gsb 120-li 2 Ah Çift Akülü Darbeli Delme Vidalam Matkap Ve 23 Parça Uç Seti 06019g8102,6106.5,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Lieber German L599 5li Set Kömürsüz Motor 3x Akülü Taşlama Somun Sıkma Kırıcı Delici &amp; Dal Budama Testere Makinesi,6442.0,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Impact Control Serisi Vidalama Ucu 8&#039;li PH2 *50mm,453.7,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Hızlı Uç Değiştirme Mandrenli Üniversal Tutucu *60mm 1/4&#034; Altıgen Şaft,484.77,2026.05.17,05,0.0,0.0,,
Akülü Vidalamalar,Akülü Vidalama GSR 180-LI,8492.0,2026.05.17,05,0.0,0.5684509711037423,,
Akülü Vidalamalar,Uneo Maxx Çift Akülü Vidalama,11048.0,2026.05.17,05,0.0,-0.23478417915838903,,
Akülü Vidalamalar,Gsr 185-li Darbesiz Vidalama 2 Akü,9109.0,2026.05.17,05,0.0,0.5741415479739429,,
