item_name,price,tarih,kategori,para_birimi
Antep Fıstığı Naturel 500 Gr,1020.0,2026-04-15,atistirmalik,TRY
Antep Fıstığı Naturel 750 Gr,1540.0,2026-04-15,atistirmalik,TRY
Ay Çekirdek Dakota Çiğ 1 Kg,203.0,2026-04-15,atistirmalik,TRY
Ay Çekirdek Dakota Tuzlu 1 Kg,203.0,2026-04-15,atistirmalik,TRY
Badem Kavrulmuş 1 Kg,948.0,2026-04-15,atistirmalik,TRY
Barbie Candy Phone Sakızlı Oyuncak Telefon 90 Gr,122.5,2026-04-15,atistirmalik,TRY
Beyaz Leblebi1 Kg,274.0,2026-04-15,atistirmalik,TRY
Biscolata Sütlü Stix 40 Gr,40.0,2026-04-15,atistirmalik,TRY
Bounty Hindistan Cevizli 57 Gr Çikolata,65.0,2026-04-15,atistirmalik,TRY
Canlı Anadolu Saray Helvası 400Gr,130.5,2026-04-15,atistirmalik,TRY
Ceviz İçi Lüx 1 Kg,956.0,2026-04-15,atistirmalik,TRY
Ceviz Kabuklu 1 Kg,339.0,2026-04-15,atistirmalik,TRY
Cevizli Sucuk 1 Kg,362.0,2026-04-15,atistirmalik,TRY
Çiğ Badem İçi 1 Kg,888.0,2026-04-15,atistirmalik,TRY
Çiğ Fındık 1000 Gr,1480.0,2026-04-15,atistirmalik,TRY
Çiğ Fındık 250 Gr,367.5,2026-04-15,atistirmalik,TRY
Çiğ Fındık 500 Gr,732.5,2026-04-15,atistirmalik,TRY
Çiğ Fındık 750 Gr,1107.5,2026-04-15,atistirmalik,TRY
Çiğ Kabak Çekirdeği 1 Kg,438.0,2026-04-15,atistirmalik,TRY
Çiğ Kaju Fıstığı 1000 Gr,1002.5,2026-04-15,atistirmalik,TRY
Çiğ Kaju Fıstığı 250 Gr,250.0,2026-04-15,atistirmalik,TRY
Çiğ Kaju Fıstığı 500 Gr,497.5,2026-04-15,atistirmalik,TRY
Çiğ Kaju Fıstığı 750 Gr,752.5,2026-04-15,atistirmalik,TRY
Cips Fıstık 1 Kg,247.0,2026-04-15,atistirmalik,TRY
Cips Külah 1 Kg,150.0,2026-04-15,atistirmalik,TRY
Çıtır Elma 90 Gr,192.0,2026-04-15,atistirmalik,TRY
Elit Bohem Karışık Madlen Çikolata 400 Gr,716.5,2026-04-15,atistirmalik,TRY
Elit Çikolata Beyoğlu 27Gr,56.5,2026-04-15,atistirmalik,TRY
Elit Çikolata Bohem 175 Gr,382.5,2026-04-15,atistirmalik,TRY
Elit Çikolata Chooeggy 200 Gr,320.0,2026-04-15,atistirmalik,TRY
Elit Çikolata Şemsiye 30Gr,48.5,2026-04-15,atistirmalik,TRY
Erik Kurusu 1 Kg,302.0,2026-04-15,atistirmalik,TRY
Eti Antep Fıstıklı Kare Çikolata 60 Gr,101.0,2026-04-15,atistirmalik,TRY
Eti Balık Kraker 85 Gr,28.0,2026-04-15,atistirmalik,TRY
Eti Balık Kraker Mısırlı 70 Gr,29.0,2026-04-15,atistirmalik,TRY
Eti Benimo Lokmalık 3 Lü 240 Gr,110.0,2026-04-15,atistirmalik,TRY
Eti Benimo Lokmalık Bisküvi 80 Gr,40.0,2026-04-15,atistirmalik,TRY
Eti Bidolu Fındık Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,44.5,2026-04-15,atistirmalik,TRY
Eti Bidolu Kakao Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,44.5,2026-04-15,atistirmalik,TRY
Eti Browni Çikolatalı 50 Gr,29.0,2026-04-15,atistirmalik,TRY
Eti Browni Gold Çikolata Soslu Çikolatalı Kek 45 Gr,20.5,2026-04-15,atistirmalik,TRY
Eti Browni Gold Kakao Soslu Çikolatalı Kek 9 Lu 180 Gr,81.5,2026-04-15,atistirmalik,TRY
Eti Browni Gold Vişne Soslu Çikolatalı Kek 45 Gr,20.5,2026-04-15,atistirmalik,TRY
Eti Browni İntense Çikolatalı Kek 160 Gr,110.0,2026-04-15,atistirmalik,TRY
Eti Browni Klasik Çikolatalı Fındıklı Kek 40 Gr,20.5,2026-04-15,atistirmalik,TRY
Eti Burçak Bisküvi 100 Gr,34.5,2026-04-15,atistirmalik,TRY
Eti Burçak Bisküvi 131 Gr,34.5,2026-04-15,atistirmalik,TRY
Eti Burçak Bisküvi 3 Lü 393 Gr,87.5,2026-04-15,atistirmalik,TRY
Eti Burçak Çikolatalı Bisküvi 114 Gr,53.0,2026-04-15,atistirmalik,TRY
Eti Burçak Kurabiye Kakaolu 198 Gr,81.0,2026-04-15,atistirmalik,TRY
Eti Burçak Sultani Bisküvi 123 Gr,34.5,2026-04-15,atistirmalik,TRY
Eti Burçak Sultani Üzümlü Kepekli Bisküvi 3 Lü 369 Gr,88.5,2026-04-15,atistirmalik,TRY
Eti Burçak Sütlü Kakao Kremalı 100 Gr,34.5,2026-04-15,atistirmalik,TRY
Eti Burçak Sütlü Kremalı Bisküvi 3 Lü 300 Gr,92.5,2026-04-15,atistirmalik,TRY
Eti Burçak Yulaflı Bisküvi 125 Gr,34.5,2026-04-15,atistirmalik,TRY
Eti Burçak Yulaflı Bisküvi 3 Lü 375 Gr,88.5,2026-04-15,atistirmalik,TRY
Eti Canga Yer Fıstıklı Karamelli Nuga Bar 45 Gr,31.0,2026-04-15,atistirmalik,TRY
Eti Cicibebe 400 Gr,113.5,2026-04-15,atistirmalik,TRY
Eti Çikolata İçibol %27 Antep Fıstıklı 30 Gr,72.5,2026-04-15,atistirmalik,TRY
Eti Çikolatalı Gofret 34 Gr,19.5,2026-04-15,atistirmalik,TRY
Eti Cin Çilek Soslu Bisküvi 25 Gr,7.5,2026-04-15,atistirmalik,TRY
Eti Cin Lokmalık 114 Gr,34.5,2026-04-15,atistirmalik,TRY
Eti Cin Lokmalık 342 Gr,99.0,2026-04-15,atistirmalik,TRY
Eti Cin Portakal Soslu Bisküvi 13 Lü 325 Gr,80.5,2026-04-15,atistirmalik,TRY
Eti Cin Portakal Soslu Bisküvi 25 Gr,7.5,2026-04-15,atistirmalik,TRY
Eti Crax Baharatlı Çubuk Kraker 175 Gr,50.0,2026-04-15,atistirmalik,TRY
Eti Crax Baharatlı Çubuk Kraker 80 Gr,25.5,2026-04-15,atistirmalik,TRY
Eti Crax Çubuk Kraker 85 Gr,16.5,2026-04-15,atistirmalik,TRY
Eti Crax Patlayan Lezzet Acı Baharatlı Kraker 50 Gr – 1 adet,28.0,2026-04-15,atistirmalik,TRY
Eti Crax Patlayan Lezzet Acı Baharatlı Kraker 50 Gr – 20 adet,542.0,2026-04-15,atistirmalik,TRY
Eti Crax Patlayan Lezzet Limon Acı Biberli Kraker 50 Gr,26.5,2026-04-15,atistirmalik,TRY
Eti Crax Peynirli Çubuk Kraker 175 Gr,50.0,2026-04-15,atistirmalik,TRY
Eti Crax Peynirli Çubuk Kraker 80 Gr,25.5,2026-04-15,atistirmalik,TRY
Eti Çubuk Kraker 40 Gr,7.5,2026-04-15,atistirmalik,TRY
Eti Etimek Form Kızarmış Ekmek 138 Gr,82.0,2026-04-15,atistirmalik,TRY
Eti Etimek Klasik Kızarmış Ekmek 143 Gr,68.5,2026-04-15,atistirmalik,TRY
Eti Etimek Tuzsuz Kızarmış Ekmek 148 Gr,68.5,2026-04-15,atistirmalik,TRY
Eti Finger Bisküvi 900 Gr,183.5,2026-04-15,atistirmalik,TRY
Eti Fındıklı Kurabiye 198 Gr,79.0,2026-04-15,atistirmalik,TRY
Eti Form Bisküvi Kepekli 45 Gr,18.0,2026-04-15,atistirmalik,TRY
Eti Form Bitter Çikolata Kaplı Lifli Bisküvi 50 Gr,49.0,2026-04-15,atistirmalik,TRY
Eti Form Limon Lifli Kepekli Bisküvi 50 Gr,25.0,2026-04-15,atistirmalik,TRY
Eti Form Tahıllı Buğday Patlağı 41 Gr,32.5,2026-04-15,atistirmalik,TRY
Eti Gong Mısır Ve Pirinç Patlağı 64 Gr,33.5,2026-04-15,atistirmalik,TRY
Eti Gong Peynirli Acılı Pirinç Patlağı 68 Gr,41.0,2026-04-15,atistirmalik,TRY
Eti Gong Pops Baharat Çeşnili Mısır Ve Pirinç Patlağı 80 Gr,59.0,2026-04-15,atistirmalik,TRY
Eti Gong Pops Mısır Ve Pirinç Patlağı 80 Gr,59.0,2026-04-15,atistirmalik,TRY
Eti Hoşbeş Çilekli Gofret 142 Gr,67.5,2026-04-15,atistirmalik,TRY
Eti Hoşbeş Fındık Kremalı Gofret 70 Gr,41.5,2026-04-15,atistirmalik,TRY
Eti Hoşbeş Fındıklı Gofret 142 Gr,68.0,2026-04-15,atistirmalik,TRY
Eti Hoşbeş Hindistan Cevizli Gofret 142 Gr,67.5,2026-04-15,atistirmalik,TRY
Eti Hoşbeş Hindistan Cevizli Gofret 70 Gr,41.5,2026-04-15,atistirmalik,TRY
Eti Hoşbeş Kakaolu Gofret 142 Gr,68.0,2026-04-15,atistirmalik,TRY
Eti Hoşbeş Kakaolu Gofret 70 Gr,41.5,2026-04-15,atistirmalik,TRY
Eti Hoşbeş Muzlu Gofret 120 Gr,75.0,2026-04-15,atistirmalik,TRY
Eti Karam %27 Antep Fıstıklı Bitter Çikolata 28 Gr,72.5,2026-04-15,atistirmalik,TRY
Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 1 adet,80.0,2026-04-15,atistirmalik,TRY
Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 10 adet,798.0,2026-04-15,atistirmalik,TRY
Eti Karam Bitter %45 Kakaolu Kare Çikolata 60 Gr,81.0,2026-04-15,atistirmalik,TRY
Eti Karam Bitter %54 Kakaolu Antep Fıstıklı 60 Gr,101.5,2026-04-15,atistirmalik,TRY
Eti Karam Bitter %70 Kakaolu Çikolata 60 Gr,79.5,2026-04-15,atistirmalik,TRY
Eti Karam Gofret 50 Gr,35.0,2026-04-15,atistirmalik,TRY
Eti Kombo Çikolata Kaplamalı Bisküvi 56 Gr,35.5,2026-04-15,atistirmalik,TRY
Eti Kremalı Bisküvi 61 Gr,18.0,2026-04-15,atistirmalik,TRY
Eti Kremalı Bisküvi Çilekli 61 Gr,18.0,2026-04-15,atistirmalik,TRY
Eti Kremalı Bisküvi Fındıklı 61 Gr,18.0,2026-04-15,atistirmalik,TRY
Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr,44.0,2026-04-15,atistirmalik,TRY
Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr x 12 Adet,519.5,2026-04-15,atistirmalik,TRY
Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr,44.0,2026-04-15,atistirmalik,TRY
Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr x 12 Adet,519.5,2026-04-15,atistirmalik,TRY
Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr,44.0,2026-04-15,atistirmalik,TRY
Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr x 12 Adet,519.5,2026-04-15,atistirmalik,TRY
Eti Maximus Loading Bar 50 Gr,29.5,2026-04-15,atistirmalik,TRY
Eti Mini Pop Kek Bitter Çikolatalı 162 Gr,74.0,2026-04-15,atistirmalik,TRY
Eti Paykek Şekl-İ Şahane 285 Gr,138.0,2026-04-15,atistirmalik,TRY
Eti Petit Beurre Bisküvi 2 Li 400 Gr,76.5,2026-04-15,atistirmalik,TRY
Eti Petit Beurre Bisküvi Kakaolu 2 Li 370 Gr,76.5,2026-04-15,atistirmalik,TRY
Eti Petito Ayıcık Mini Sütlü Çikolata 32 G,51.5,2026-04-15,atistirmalik,TRY
Eti Petito Ayıcık Mini Sütlü Çikolata 72 G,118.0,2026-04-15,atistirmalik,TRY
Eti Petito Sütlü Çikolata 18 Gr,24.0,2026-04-15,atistirmalik,TRY
Eti Pizza Kraker 76 Gr,21.0,2026-04-15,atistirmalik,TRY
Eti Popkek Hindistan Cevizli Kek 180 Gr,75.5,2026-04-15,atistirmalik,TRY
Eti Popkek Kakao Kaplamalı Mini Kek 180 Gr,75.0,2026-04-15,atistirmalik,TRY
Eti Popkek Kakaolu Kek 60 Gr,20.5,2026-04-15,atistirmalik,TRY
Eti Popkek Limon Kaplamalı Mini Kek 180 Gr,75.5,2026-04-15,atistirmalik,TRY
Eti Popkek Limonlu Kek 60 Gr,20.5,2026-04-15,atistirmalik,TRY
Eti Popkek Muzlu Kek 60 Gr,20.5,2026-04-15,atistirmalik,TRY
Eti Popkek Muzlu Mini Kek 180 Gr,75.5,2026-04-15,atistirmalik,TRY
Eti Popkek Portakallı Kek 60 Gr,20.5,2026-04-15,atistirmalik,TRY
Eti Popkek Vişneli Kek 60 Gr,20.5,2026-04-15,atistirmalik,TRY
Eti Puf Hindistan Cevizli 16 Gr,8.0,2026-04-15,atistirmalik,TRY
Eti Puf Kakaolu 18 Gr,8.0,2026-04-15,atistirmalik,TRY
Eti Puf Renkli 18 Gr (Adet),8.0,2026-04-15,atistirmalik,TRY
Eti Susamlı Çubuk Kraker 120 Gr,37.0,2026-04-15,atistirmalik,TRY
Eti Susamlı Çubuk Kraker 56 Gr,18.5,2026-04-15,atistirmalik,TRY
Eti Sütlü Çubuk Çikolata 34 Gr,44.0,2026-04-15,atistirmalik,TRY
Eti Tartini Frambuazlı Turta 114 Gr,53.0,2026-04-15,atistirmalik,TRY
Eti Topkek Çilekli Kek 40 Gr,14.5,2026-04-15,atistirmalik,TRY
Eti Topkek Kakaolu Kek 35 Gr,14.5,2026-04-15,atistirmalik,TRY
Eti Topkek Meyveli Kek 40 Gr,14.5,2026-04-15,atistirmalik,TRY
Eti Tutku Kakao Kremalı Mozaik Bisküvi 100 Gr,35.5,2026-04-15,atistirmalik,TRY
Eti Tutku Kakao Kremalı Mozaik Bisküvi 150 Gr,49.0,2026-04-15,atistirmalik,TRY
Eti Tutku Kakao Kremalı Mozaik Bisküvi 210 Gr,69.0,2026-04-15,atistirmalik,TRY
Eti Tutku Kakao Kremalı Mozaik Bisküvi Bold 138 Gr,49.5,2026-04-15,atistirmalik,TRY
Eti Uzun Çikolata Keyfi Antep Fıstıklı 34 Gr,54.0,2026-04-15,atistirmalik,TRY
Eti Yeni Gold Antep Fıstıklı Kare Çikolata 60 Gr,124.5,2026-04-15,atistirmalik,TRY
Falım 5’li Damla Aromalı Sakız 35 gr,50.5,2026-04-15,atistirmalik,TRY
Falım Çilek Aromalı Şekersiz Sakız 100 Adet,192.0,2026-04-15,atistirmalik,TRY
Falım Damla Sakızı Aromalı Şekersiz Sakız 5’li,11.0,2026-04-15,atistirmalik,TRY
Falım Karışık Meyve Aromalı Şekersiz Sakız 100 Adet,192.0,2026-04-15,atistirmalik,TRY
Falım Nane Aromalı Şekersiz Sakız 7gr x 5 Adet,48.5,2026-04-15,atistirmalik,TRY
First Sensations Çilek Aromalı Sakız 27 Gr,48.5,2026-04-15,atistirmalik,TRY
First Sensations Damla Sakızı Aromalı Sakız 27 Gr,48.5,2026-04-15,atistirmalik,TRY
First Sensations Karpuz Aromalı Sakız 27 Gr,48.5,2026-04-15,atistirmalik,TRY
First Sensations Nane Aromalı Sakız 27 Gr,48.5,2026-04-15,atistirmalik,TRY
First Sensations Tropikal Meyve Aromalı Sakız 27 Gr,48.5,2026-04-15,atistirmalik,TRY
First Sensations Yeşil Nane Aromalı Sakız 27 Gr,48.5,2026-04-15,atistirmalik,TRY
First X-Fresh Şeftali Karpuz Aromalı Sakız 27 G,48.5,2026-04-15,atistirmalik,TRY
Fıstık Amigo 1 Kg,247.0,2026-04-15,atistirmalik,TRY
Fıstık Çatlamış 1 Kg,244.0,2026-04-15,atistirmalik,TRY
Fıstık Kabuklu 1 Kg,206.0,2026-04-15,atistirmalik,TRY
Fıstık Susamlı 1 Kg,283.0,2026-04-15,atistirmalik,TRY
Fıstık Tuzsuz 1 Kg,250.0,2026-04-15,atistirmalik,TRY
Foça Fındık 1000 Gr,1507.5,2026-04-15,atistirmalik,TRY
Foça Fındık 250 Gr,375.0,2026-04-15,atistirmalik,TRY
Foça Fındık 500 Gr,747.5,2026-04-15,atistirmalik,TRY
Foça Fındık 750 Gr,1127.5,2026-04-15,atistirmalik,TRY
Haribo 45Gr Roulette,34.0,2026-04-15,atistirmalik,TRY
Haribo Altın Ayıcık Şekerleme 80 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Berries Şekerleme 80 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Chammallows Pembe Beyaz Marshmallow 70 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Chammallows Rubino Marshmallow 70 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Chammalow Klasik 150 Gr,103.0,2026-04-15,atistirmalik,TRY
Haribo Diş Şekerleme 80 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Fizz Mix Şekerleme 70 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Happy Cola Şekerleme 160 Gr,103.0,2026-04-15,atistirmalik,TRY
Haribo Happy Cola Şekerleme 80 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Phantasia Şekerleme 80 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Solucan Şekerleme 160 Gr,103.0,2026-04-15,atistirmalik,TRY
Haribo Solucan Şekerleme 80 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Starmix Şekerleme 160 Gr,101.5,2026-04-15,atistirmalik,TRY
Haribo Starmix Şekerleme 80 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Tropik Meyve Şekerleme 80 Gr,58.0,2026-04-15,atistirmalik,TRY
Haribo Worms Fizz Solucan Şekerleme 70 Gr,58.0,2026-04-15,atistirmalik,TRY
Hünnap Kuru Meyve 1 Kg,433.0,2026-04-15,atistirmalik,TRY
İğde Kuru Meyve 1 Kg,369.0,2026-04-15,atistirmalik,TRY
İzmir Kuru Üzüm Sultan 1 Kg,301.0,2026-04-15,atistirmalik,TRY
Kabak Çekirdeği Kavrulmuş Tuzlu 1 Kg,453.0,2026-04-15,atistirmalik,TRY
Kabuklu Fındık 1 Kg,665.0,2026-04-15,atistirmalik,TRY
Kavrulmuş Tuzlu Fıstık 1 Kg,250.0,2026-04-15,atistirmalik,TRY
Kayısı Çekirdeği 1 Kg,741.0,2026-04-15,atistirmalik,TRY
Kayısı Gün Kurusu 1 Kg,1334.0,2026-04-15,atistirmalik,TRY
Kayısı Şekerpare Jumbo 1 Kg,891.0,2026-04-15,atistirmalik,TRY
Keçemen Üzüm 1 Kg,568.0,2026-04-15,atistirmalik,TRY
Keçiboynuzu 1 Kg,256.0,2026-04-15,atistirmalik,TRY
Kent Missbon Çilekli Elmalı Şeker 43 Gr,28.0,2026-04-15,atistirmalik,TRY
Kent Missbon Kahveli 43 Gr,29.0,2026-04-15,atistirmalik,TRY
Kent Olips Nane 28 Gr,28.5,2026-04-15,atistirmalik,TRY
Kent Tipitip Karikatürlü Sakız 27 Gr,44.5,2026-04-15,atistirmalik,TRY
Kent Tipitip Sakız 27 Gr,44.5,2026-04-15,atistirmalik,TRY
Kent Tofita Portakal Aromalı Şeker 47 Gr,28.5,2026-04-15,atistirmalik,TRY
Kent Tofita Vişne Aromalı Şeker 47 Gr,28.5,2026-04-15,atistirmalik,TRY
Kilis Karası 1 Kg,597.0,2026-04-15,atistirmalik,TRY
Kinder Joy T1 Erkeklere Özel 20 Gr,53.0,2026-04-15,atistirmalik,TRY
Kinder Joy T1 Kızlara Özel 20 G,56.0,2026-04-15,atistirmalik,TRY
Koska Krokan Fındık 30Gr,82.0,2026-04-15,atistirmalik,TRY
Koska Krokan Fıstık 30Gr,146.5,2026-04-15,atistirmalik,TRY
Kuru İncir 1 Kg,625.0,2026-04-15,atistirmalik,TRY
Kuru Yaprak Kayısı 1 Kg,742.0,2026-04-15,atistirmalik,TRY
Leblebi Ağın 1 Kg,399.0,2026-04-15,atistirmalik,TRY
Leblebi Baharatlı 1 Kg,332.0,2026-04-15,atistirmalik,TRY
Leblebi Çıtır 1 Kg,174.0,2026-04-15,atistirmalik,TRY
Leblebi Köy Tava 1 Kg,284.0,2026-04-15,atistirmalik,TRY
Leblebi Pamuk 1 Kg,174.0,2026-04-15,atistirmalik,TRY
Leblebi Sarı Kavrulmuş 1 Kg,289.0,2026-04-15,atistirmalik,TRY
Leblebi Şekeri 1 Kg,208.0,2026-04-15,atistirmalik,TRY
Mars Çikolata 51 Gr,50.5,2026-04-15,atistirmalik,TRY
Mentos Karışık Meyve Aromalı Şeker,31.0,2026-04-15,atistirmalik,TRY
Mentos Nane Aromalı Şeker 20 Adet,32.5,2026-04-15,atistirmalik,TRY
Milka Çikolata Rüyası 100 Gr,121.5,2026-04-15,atistirmalik,TRY
Milka Fındıklı Sütlü Tablet Çikolata 80 Gr,101.0,2026-04-15,atistirmalik,TRY
Milka Sütlü Tablet Çikolata 80 Gr,121.0,2026-04-15,atistirmalik,TRY
Milka Üzümlü Fındıklı Tablet Çikolata 80 Gr,121.0,2026-04-15,atistirmalik,TRY
Mixmey Meyve Bar Elma + Hurma 20Gr,48.0,2026-04-15,atistirmalik,TRY
Mixmey Meyve Barı Çilek 20 Gr,49.5,2026-04-15,atistirmalik,TRY
Mixmey Meyve Barı Elma + Böğürtlen 20Gr,48.0,2026-04-15,atistirmalik,TRY
Mixmey Meyve Barı Elma + Erik 20Gr,48.0,2026-04-15,atistirmalik,TRY
Mixmey Meyve Barı Elma + Şeftali 20Gr,48.0,2026-04-15,atistirmalik,TRY
Mısır Kavurga 1 Kg,159.0,2026-04-15,atistirmalik,TRY
Natur Bitkisel Zencefilli Limonlu Seker 65 Gr,73.5,2026-04-15,atistirmalik,TRY
Natur Bitkisel Zencefilli Naneli Seker 65 Gr,73.5,2026-04-15,atistirmalik,TRY
Nestle 1927 %82 Kakao Bitter Çikolata 60 Gr,119.5,2026-04-15,atistirmalik,TRY
Nestle 1927 Bol Sütlü Kare Çikolata 65 Gr,105.0,2026-04-15,atistirmalik,TRY
Nestle 1927 Ekstra Bitter Çikolata 60 Gr,105.0,2026-04-15,atistirmalik,TRY
Nestle Çıtır Gofret 27 Gr,12.0,2026-04-15,atistirmalik,TRY
Nestle Classic Beyaz Kare Çikolata 60 Gr,75.0,2026-04-15,atistirmalik,TRY
Nestle Damak Antep Fıstıklı Çikolata 70 Gr,134.0,2026-04-15,atistirmalik,TRY
Nestle Damak Baklavalı 60 Gr Yepyeni Bir Efsane,87.5,2026-04-15,atistirmalik,TRY
Nestle Damak Gece %55 Kakao 60 Gr,93.5,2026-04-15,atistirmalik,TRY
Nestle Damak İnci Baton Çikolata 30 Gr,53.5,2026-04-15,atistirmalik,TRY
Nestle Damak Kare Antep Fıstıklı Çikolata 60 Gr,87.5,2026-04-15,atistirmalik,TRY
Nestle Gofret 27Gr Crunc,27.5,2026-04-15,atistirmalik,TRY
Nestle Kare 60Gr Fıstıklı,104.0,2026-04-15,atistirmalik,TRY
Nestle Kitkat Çikolata 38 Gr,37.0,2026-04-15,atistirmalik,TRY
Nestle Klasik Sütlü Kare Çikolata 60 Gr,70.5,2026-04-15,atistirmalik,TRY
"Nestle Nesfit Bitter Çikolata Bar 23,5 Gr",26.0,2026-04-15,atistirmalik,TRY
"Nestle Nesfit Çilekli Çikolata Bar 23,5 Gr",26.0,2026-04-15,atistirmalik,TRY
"Nestle Nesfit Karamelli Çikolata Bar 23,5 Gr",25.5,2026-04-15,atistirmalik,TRY
"Nestle Nesfit Kırmızı Meyveli Çikolata Bar 23,5 Gr",37.0,2026-04-15,atistirmalik,TRY
"Nestle Nesquik Gofret Sütlü Çikolata 26,7 Gr",21.0,2026-04-15,atistirmalik,TRY
Nestle Nesquik Kakaolu Tam Tahıllı Bar 25 Gr,27.0,2026-04-15,atistirmalik,TRY
Nestle Sütlü Çikolata Baton 30 Gr,43.5,2026-04-15,atistirmalik,TRY
Oneo Slims 60Dk.Nane 14Grx27X6,29.0,2026-04-15,atistirmalik,TRY
Oreo Bisküvi 220Gr 12Lı,136.0,2026-04-15,atistirmalik,TRY
Polo Sparmint Tube 34Gr,29.5,2026-04-15,atistirmalik,TRY
Rocco Rengarenk 33Gr,33.5,2026-04-15,atistirmalik,TRY
Sarı Üzüm Besni 1 Kg,568.0,2026-04-15,atistirmalik,TRY
Siirt Fıstığı(Eko) 1000 Gr,1750.0,2026-04-15,atistirmalik,TRY
Siirt Fıstığı(Eko) 250 Gr,435.0,2026-04-15,atistirmalik,TRY
Siirt Fıstığı(Eko) 500 Gr,867.5,2026-04-15,atistirmalik,TRY
Siirt Fıstığı(Eko) 750 Gr,1307.5,2026-04-15,atistirmalik,TRY
Snickers Bar Çikolata 50 Gr,50.5,2026-04-15,atistirmalik,TRY
Şölen Biscolata Mood Bisküvi 125 Gr,85.0,2026-04-15,atistirmalik,TRY
Şölen Biscolata Mood Bitter Bisküvi 125 Gr,86.5,2026-04-15,atistirmalik,TRY
Şölen Biscolata Mood Sütlü Bisküvi 40 Gr,34.0,2026-04-15,atistirmalik,TRY
Şölen Biscolata Pia Çikolatalı 100 Gr,86.5,2026-04-15,atistirmalik,TRY
Şölen Biscolata Pia Frambuazlı 100 Gr,86.5,2026-04-15,atistirmalik,TRY
Şölen Biscolata Pia Portakallı 100 Gr,86.5,2026-04-15,atistirmalik,TRY
Şölen Biscolata Starz Bitter Bisküvi 82 Gr,37.0,2026-04-15,atistirmalik,TRY
Şölen Biscolata Starz Sütlü Bisküvi 82 Gr,37.0,2026-04-15,atistirmalik,TRY
Şölen Biscolata Veni Çikolatalı Gofret 110 Gr,56.5,2026-04-15,atistirmalik,TRY
Şölen Biscolata Veni Fındıklı Gofret 110,56.5,2026-04-15,atistirmalik,TRY
Şölen Boombastic Fantastik Bar,28.5,2026-04-15,atistirmalik,TRY
Şölen Boombastic Kek Bar 40 Gr,28.5,2026-04-15,atistirmalik,TRY
Şölen Chocodans Tüm Fındıklı Karamelli Çikolata 125 Gr,103.0,2026-04-15,atistirmalik,TRY
Şölen Greta Mevsim Yeşillikli Kraker 120 Gr,71.5,2026-04-15,atistirmalik,TRY
Şölen Greta Zeytinli Ve Dağ Kekikli Kraker 120 Gr,71.5,2026-04-15,atistirmalik,TRY
Şölen Hoppo Bardak Bisküvi 90 Gr,69.5,2026-04-15,atistirmalik,TRY
Şölen Luppo Kakaolu Sandviç Kek 184 Gr,89.0,2026-04-15,atistirmalik,TRY
Şölen Luppo Karamelli Sandviç Kek 182 Gr,95.5,2026-04-15,atistirmalik,TRY
Şölen Luppo Sütlü Sandviç Kek 184 Gr,89.0,2026-04-15,atistirmalik,TRY
Şölen Nutymax Antep Fıstıklı Kremalı Çikolata 44 Gr,44.5,2026-04-15,atistirmalik,TRY
Şölen Nutymax Fındıklı Kremalı Çikolata 44 Gr,44.5,2026-04-15,atistirmalik,TRY
Şölen Ozmo 40Gr Hoppo,34.0,2026-04-15,atistirmalik,TRY
Şölen Ozmo Burger 36 Gr,34.0,2026-04-15,atistirmalik,TRY
Şölen Ozmo Cornet 25 Gr,20.5,2026-04-15,atistirmalik,TRY
Şölen Ozmo Cornet Çikolata 25 Gr,20.0,2026-04-15,atistirmalik,TRY
Şölen Ozmo Cornet Çok Al Az Öde 100 Gr,74.5,2026-04-15,atistirmalik,TRY
Şölen Ozmo Egg Çikolatalı Yumurta 20 Gr,53.0,2026-04-15,atistirmalik,TRY
Şölen Ozmo Fun Figürlü Çikolata 23 Gr,34.0,2026-04-15,atistirmalik,TRY
Şölen Ozmo Hoppo Çilekli Bisküvi 40 Gr,34.0,2026-04-15,atistirmalik,TRY
Şölen Ozmo Krem Tüp Kakaolu Fındık Kreması 35 Gr,34.0,2026-04-15,atistirmalik,TRY
Şölen Ozmo Ogopogo Kakao Sütlü Kek 30 Gr,17.5,2026-04-15,atistirmalik,TRY
Şölen Ozmo Popsy Renkli Çikolatalı Draje 24 Gr,35.5,2026-04-15,atistirmalik,TRY
