tarih,kategori,urun_adi,fiyat,para_birimi
2026-05-20,temel-gida,Bağdat Karabiber 40 Gr,97.00,TRY
2026-05-20,temel-gida,Bağdat KaraBiber Tuzluklu 55 Gr,166.50,TRY
2026-05-20,temel-gida,Bağdat Karanfil 15 Gr,64.00,TRY
2026-05-20,temel-gida,Bağdat Karbonat 1 Kg,146.50,TRY
2026-05-20,temel-gida,Bağdat Karbonat 150 Gr,50.00,TRY
2026-05-20,temel-gida,Bağdat Kekik 25 Gr,97.50,TRY
2026-05-20,temel-gida,Bağdat Kekik Eko 60 Gr,215.00,TRY
2026-05-20,temel-gida,Bağdat Kimyon 75 Gr,97.50,TRY
2026-05-20,temel-gida,Bağdat Kişniş 40 Gr,36.50,TRY
2026-05-20,temel-gida,Bağdat Köfte Baharı 65 Gr,74.00,TRY
2026-05-20,temel-gida,Bağdat Köfte Harcı 90 Gr,62.00,TRY
2026-05-20,temel-gida,Bağdat Köri 70 Gr,82.50,TRY
2026-05-20,temel-gida,Bağdat Kuş Üzümü 40 Gr,100.00,TRY
2026-05-20,temel-gida,Bağdat Limon Tuzu 60 Gr,60.50,TRY
2026-05-20,temel-gida,Bağdat Limon Tuzu Eko 275 Gr,158.50,TRY
2026-05-20,temel-gida,Bağdat Mahlep 30 Gr,203.00,TRY
2026-05-20,temel-gida,Bağdat Mavi Haşhaş 80 Gr,88.00,TRY
2026-05-20,temel-gida,Bağdat Nane 30 Gr,50.00,TRY
2026-05-20,temel-gida,Bağdat Nane 70 Gr,96.50,TRY
2026-05-20,temel-gida,Bağdat Pul Biber 210 Gr,212.50,TRY
2026-05-20,temel-gida,Bağdat Pul Biber 80 Gr,93.50,TRY
2026-05-20,temel-gida,Bağdat Sarımsak Granül 40 Gr,62.50,TRY
2026-05-20,temel-gida,Bağdat Selection Et Çeşnisi 45 Gr,147.00,TRY
2026-05-20,temel-gida,Bağdat Sumak 80 Gr,119.00,TRY
2026-05-20,temel-gida,Bağdat Susam 75 Gr,64.00,TRY
2026-05-20,temel-gida,Bağdat Tane KaraBiber 40 Gr,97.00,TRY
2026-05-20,temel-gida,Bağdat Tarçın 45 Gr,69.50,TRY
2026-05-20,temel-gida,Bağdat Tatlı Toz Biber 1 Kg,641.00,TRY
2026-05-20,temel-gida,Bağdat Tatlı Toz Biber 75 Gr,97.50,TRY
2026-05-20,temel-gida,Bağdat Tavuk Harcı 65 Gr,72.50,TRY
2026-05-20,temel-gida,Bağdat Yenibahar 40 Gr,109.00,TRY
2026-05-20,temel-gida,Bağdat Zencefil 60 Gr,88.50,TRY
2026-05-20,temel-gida,Bağdat Zerdeçal 70 Gr,79.50,TRY
2026-05-20,temel-gida,Bağdat Zerdeçal Cam 55 Gr,111.00,TRY
2026-05-20,temel-gida,Balküpü Küp Şeker 1 Kg,89.00,TRY
2026-05-20,temel-gida,Barbunya 1 Kg,176.50,TRY
2026-05-20,temel-gida,Barbunya 25 Kg (Çuval),4075.00,TRY
2026-05-20,temel-gida,Barilla Burgu Makarna 500 Gr,76.00,TRY
2026-05-20,temel-gida,Barilla Fiyonk Makarna 500 Gr,76.00,TRY
2026-05-20,temel-gida,Barilla Kelebek Makarna 500 Gr,76.00,TRY
2026-05-20,temel-gida,Barilla Lasagne Makarna 500 Gr,225.00,TRY
2026-05-20,temel-gida,Barilla Pesto Genovese Makarna Sosu 190 Gr,208.00,TRY
2026-05-20,temel-gida,Barilla Pipette Bukle Makarna 500 Gr,76.00,TRY
2026-05-20,temel-gida,Barilla Spagetti 500 Gr,76.00,TRY
2026-05-20,temel-gida,Barilla Tagliatelle Makarna 500 Gr,220.50,TRY
2026-05-20,temel-gida,Barilla Yassı Spagetti 500 Gr,76.00,TRY
2026-05-20,temel-gida,Bibercizade Acı Toz Biber 120 Gr,89.00,TRY
2026-05-20,temel-gida,Bibercizade Çiğ Köfte Seti 600 Gr,182.00,TRY
2026-05-20,temel-gida,Bibercizade Çiğköfte Seti 380 Gr,135.50,TRY
2026-05-20,temel-gida,Bibercizade Çörek Otu 150 Gr,89.00,TRY
2026-05-20,temel-gida,Bibercizade Dolmalık Fıstık 25 Gr,204.50,TRY
2026-05-20,temel-gida,Bibercizade Hindistan Cevizi 100 Gr,81.50,TRY
2026-05-20,temel-gida,Bibercizade Hindistan Cevizi 250 Gr,129.50,TRY
2026-05-20,temel-gida,Bibercizade İsot 120 Gr,88.50,TRY
2026-05-20,temel-gida,Bibercizade İsot 500 Gr,207.50,TRY
2026-05-20,temel-gida,Bibercizade Kabuk Tarçın 50 Gr,76.50,TRY
2026-05-20,temel-gida,Bibercizade KaraBiber 120 Gr,155.00,TRY
2026-05-20,atistirmalik,Antep Fıstığı Naturel 1000 Gr,2030.00,TRY
2026-05-20,atistirmalik,Antep Fıstığı Naturel 250 Gr,512.50,TRY
2026-05-20,atistirmalik,Antep Fıstığı Naturel 500 Gr,1020.00,TRY
2026-05-20,atistirmalik,Antep Fıstığı Naturel 750 Gr,1540.00,TRY
2026-05-20,atistirmalik,Ay Çekirdek Dakota Çiğ 1 Kg,203.00,TRY
2026-05-20,atistirmalik,Ay Çekirdek Dakota Tuzlu 1 Kg,203.00,TRY
2026-05-20,atistirmalik,Badem Kavrulmuş 1 Kg,948.00,TRY
2026-05-20,atistirmalik,Beyaz Leblebi1 Kg,274.00,TRY
2026-05-20,atistirmalik,Biscolata Sütlü Stix 40 Gr,36.00,TRY
2026-05-20,atistirmalik,Bounty Hindistan Cevizli 57 Gr Çikolata,62.50,TRY
2026-05-20,atistirmalik,Canlı Anadolu Saray Helvası 400Gr,130.50,TRY
2026-05-20,atistirmalik,Ceviz İçi Lüx 1 Kg,956.00,TRY
2026-05-20,atistirmalik,Ceviz Kabuklu 1 Kg,313.00,TRY
2026-05-20,atistirmalik,Cevizli Sucuk 1 Kg,362.00,TRY
2026-05-20,atistirmalik,Çiğ Badem İçi 1 Kg,888.00,TRY
2026-05-20,atistirmalik,Çiğ Kabak Çekirdeği 1 Kg,438.00,TRY
2026-05-20,atistirmalik,Çiğ Kaju Fıstığı 1000 Gr,1002.50,TRY
2026-05-20,atistirmalik,Çiğ Kaju Fıstığı 250 Gr,250.00,TRY
2026-05-20,atistirmalik,Çiğ Kaju Fıstığı 500 Gr,497.50,TRY
2026-05-20,atistirmalik,Çiğ Kaju Fıstığı 750 Gr,752.50,TRY
2026-05-20,atistirmalik,Cips Fıstık 1 Kg,247.00,TRY
2026-05-20,atistirmalik,Cips Külah 1 Kg,165.00,TRY
2026-05-20,atistirmalik,Çıtır Elma 90 Gr,221.50,TRY
2026-05-20,atistirmalik,Elit Bohem Karışık Madlen Çikolata 400 Gr,716.50,TRY
2026-05-20,atistirmalik,Elit Çikolata Beyoğlu 27Gr,56.50,TRY
2026-05-20,atistirmalik,Elit Çikolata Bohem 175 Gr,382.50,TRY
2026-05-20,atistirmalik,Elit Çikolata Chooeggy 200 Gr,320.00,TRY
2026-05-20,atistirmalik,Elit Çikolata Şemsiye 30Gr,48.50,TRY
2026-05-20,atistirmalik,Erik Kurusu 1 Kg,302.00,TRY
2026-05-20,atistirmalik,Eti Antep Fıstıklı Kare Çikolata 60 Gr,101.00,TRY
2026-05-20,atistirmalik,Eti Balık Kraker 85 Gr,28.00,TRY
2026-05-20,atistirmalik,Eti Balık Kraker Mısırlı 70 Gr,29.00,TRY
2026-05-20,atistirmalik,Eti Benimo Lokmalık 3 Lü 240 Gr,123.50,TRY
2026-05-20,atistirmalik,Eti Benimo Lokmalık Bisküvi 80 Gr,43.50,TRY
2026-05-20,atistirmalik,Eti Bidolu Fındık Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,51.00,TRY
2026-05-20,atistirmalik,Eti Bidolu Kakao Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,51.00,TRY
2026-05-20,atistirmalik,Eti Browni Çikolatalı 50 Gr,32.00,TRY
2026-05-20,atistirmalik,Eti Browni Gold Çikolata Soslu Çikolatalı Kek 45 Gr,20.50,TRY
2026-05-20,atistirmalik,Eti Browni Gold Kakao Soslu Çikolatalı Kek 9 Lu 180 Gr,87.50,TRY
2026-05-20,atistirmalik,Eti Browni Gold Vişne Soslu Çikolatalı Kek 45 Gr,20.50,TRY
2026-05-20,atistirmalik,Eti Browni İntense Çikolatalı Kek 160 Gr,110.00,TRY
2026-05-20,atistirmalik,Eti Browni Klasik Çikolatalı Fındıklı Kek 40 Gr,20.50,TRY
2026-05-20,atistirmalik,Eti Burçak Bisküvi 100 Gr,34.50,TRY
2026-05-20,atistirmalik,Eti Burçak Bisküvi 131 Gr,34.50,TRY
2026-05-20,atistirmalik,Eti Burçak Bisküvi 3 Lü 393 Gr,78.00,TRY
2026-05-20,atistirmalik,Eti Burçak Çikolatalı Bisküvi 114 Gr,53.00,TRY
2026-05-20,atistirmalik,Eti Burçak Kurabiye Kakaolu 198 Gr,90.00,TRY
2026-05-20,atistirmalik,Eti Burçak Sultani Bisküvi 123 Gr,34.50,TRY
2026-05-20,atistirmalik,Eti Burçak Sultani Üzümlü Kepekli Bisküvi 3 Lü 369 Gr,88.50,TRY
2026-05-20,atistirmalik,Eti Burçak Sütlü Kakao Kremalı 100 Gr,34.50,TRY
2026-05-20,atistirmalik,Eti Burçak Sütlü Kremalı Bisküvi 3 Lü 300 Gr,88.50,TRY
2026-05-20,atistirmalik,Eti Burçak Yulaflı Bisküvi 125 Gr,34.50,TRY
2026-05-20,atistirmalik,Eti Burçak Yulaflı Bisküvi 3 Lü 375 Gr,88.50,TRY
2026-05-20,atistirmalik,Eti Canga Yer Fıstıklı Karamelli Nuga Bar 45 Gr,29.50,TRY
2026-05-20,atistirmalik,Eti Cicibebe 400 Gr,129.50,TRY
2026-05-20,atistirmalik,Eti Çikolata İçibol %27 Antep Fıstıklı 30 Gr,72.50,TRY
2026-05-20,atistirmalik,Eti Çikolatalı Gofret 34 Gr,19.50,TRY
2026-05-20,atistirmalik,Eti Cin Çilek Soslu Bisküvi 25 Gr,9.00,TRY
2026-05-20,atistirmalik,Eti Cin Lokmalık 114 Gr,34.50,TRY
2026-05-20,atistirmalik,Eti Cin Lokmalık 342 Gr,92.00,TRY
2026-05-20,atistirmalik,Eti Cin Portakal Soslu Bisküvi 13 Lü 325 Gr,89.50,TRY
2026-05-20,atistirmalik,Eti Cin Portakal Soslu Bisküvi 25 Gr,9.00,TRY
2026-05-20,atistirmalik,Eti Crax Baharatlı Çubuk Kraker 175 Gr,52.50,TRY
2026-05-20,atistirmalik,Eti Crax Baharatlı Çubuk Kraker 80 Gr,26.00,TRY
2026-05-20,atistirmalik,Eti Crax Çubuk Kraker 85 Gr,18.50,TRY
2026-05-20,atistirmalik,Eti Crax Patlayan Lezzet Acı Baharatlı Kraker 50 Gr – 1 adet,28.00,TRY
2026-05-20,atistirmalik,Eti Crax Patlayan Lezzet Acı Baharatlı Kraker 50 Gr – 20 adet,542.00,TRY
2026-05-20,atistirmalik,Eti Crax Patlayan Lezzet Limon Acı Biberli Kraker 50 Gr,26.50,TRY
2026-05-20,atistirmalik,Eti Crax Peynirli Çubuk Kraker 175 Gr,52.50,TRY
2026-05-20,atistirmalik,Eti Crax Peynirli Çubuk Kraker 80 Gr,26.00,TRY
2026-05-20,atistirmalik,Eti Çubuk Kraker 40 Gr,10.50,TRY
2026-05-20,atistirmalik,Eti Etimek Form Kızarmış Ekmek 138 Gr,88.50,TRY
2026-05-20,atistirmalik,Eti Etimek Klasik Kızarmış Ekmek 143 Gr,74.50,TRY
2026-05-20,atistirmalik,Eti Etimek Tuzsuz Kızarmış Ekmek 148 Gr,74.50,TRY
2026-05-20,atistirmalik,Eti Finger Bisküvi 900 Gr,183.50,TRY
2026-05-20,atistirmalik,Eti Fındıklı Kurabiye 198 Gr,88.00,TRY
2026-05-20,atistirmalik,Eti Form Bitter Çikolata Kaplı Lifli Bisküvi 50 Gr,51.00,TRY
2026-05-20,atistirmalik,Eti Form Limon Lifli Kepekli Bisküvi 50 Gr,26.00,TRY
2026-05-20,atistirmalik,Eti Form Tahıllı Buğday Patlağı 41 Gr,33.50,TRY
2026-05-20,atistirmalik,Eti Gong Mısır Ve Pirinç Patlağı 64 Gr,33.00,TRY
2026-05-20,atistirmalik,Eti Gong Peynirli Acılı Pirinç Patlağı 68 Gr,44.50,TRY
2026-05-20,atistirmalik,Eti Gong Pops Baharat Çeşnili Mısır Ve Pirinç Patlağı 80 Gr,65.50,TRY
2026-05-20,atistirmalik,Eti Gong Pops Mısır Ve Pirinç Patlağı 80 Gr,65.50,TRY
2026-05-20,atistirmalik,Eti Hoşbeş Çilekli Gofret 142 Gr,75.00,TRY
2026-05-20,atistirmalik,Eti Hoşbeş Fındık Kremalı Gofret 70 Gr,44.00,TRY
2026-05-20,atistirmalik,Eti Hoşbeş Fındıklı Gofret 142 Gr,75.00,TRY
2026-05-20,atistirmalik,Eti Hoşbeş Hindistan Cevizli Gofret 142 Gr,75.00,TRY
2026-05-20,atistirmalik,Eti Hoşbeş Hindistan Cevizli Gofret 70 Gr,44.00,TRY
2026-05-20,atistirmalik,Eti Hoşbeş Kakaolu Gofret 142 Gr,75.00,TRY
2026-05-20,atistirmalik,Eti Hoşbeş Kakaolu Gofret 70 Gr,44.00,TRY
2026-05-20,atistirmalik,Eti Hoşbeş Muzlu Gofret 120 Gr,75.00,TRY
2026-05-20,atistirmalik,Eti Karam %27 Antep Fıstıklı Bitter Çikolata 28 Gr,72.50,TRY
2026-05-20,atistirmalik,Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 1 adet,80.00,TRY
2026-05-20,atistirmalik,Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 10 adet,798.00,TRY
2026-05-20,atistirmalik,Eti Karam Bitter %45 Kakaolu Kare Çikolata 60 Gr,81.00,TRY
2026-05-20,atistirmalik,Eti Karam Bitter %54 Kakaolu Antep Fıstıklı 60 Gr,101.50,TRY
2026-05-20,atistirmalik,Eti Karam Bitter %70 Kakaolu Çikolata 60 Gr,79.50,TRY
2026-05-20,atistirmalik,Eti Karam Gofret 50 Gr,34.50,TRY
2026-05-20,atistirmalik,Eti Kombo Çikolata Kaplamalı Bisküvi 56 Gr,35.50,TRY
2026-05-20,atistirmalik,Eti Kremalı Bisküvi 61 Gr,20.50,TRY
2026-05-20,atistirmalik,Eti Kremalı Bisküvi Çilekli 61 Gr,20.50,TRY
2026-05-20,atistirmalik,Eti Kremalı Bisküvi Fındıklı 61 Gr,20.50,TRY
2026-05-20,atistirmalik,Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr,47.50,TRY
2026-05-20,atistirmalik,Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr x 12 Adet,562.00,TRY
2026-05-20,atistirmalik,Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr,47.50,TRY
2026-05-20,atistirmalik,Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr x 12 Adet,562.00,TRY
2026-05-20,atistirmalik,Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr,47.50,TRY
2026-05-20,atistirmalik,Eti Maximus Loading Bar 50 Gr,29.50,TRY
2026-05-20,atistirmalik,Eti Mini Pop Kek Bitter Çikolatalı 162 Gr,74.00,TRY
2026-05-20,atistirmalik,Eti Paykek Şekl-İ Şahane 285 Gr,150.50,TRY
2026-05-20,atistirmalik,Eti Petit Beurre Bisküvi 2 Li 400 Gr,76.50,TRY
2026-05-20,atistirmalik,Eti Petit Beurre Bisküvi Kakaolu 2 Li 370 Gr,76.50,TRY
2026-05-20,atistirmalik,Eti Petito Ayıcık Mini Sütlü Çikolata 32 G,53.50,TRY
2026-05-20,atistirmalik,Eti Petito Ayıcık Mini Sütlü Çikolata 72 G,118.00,TRY
2026-05-20,atistirmalik,Eti Petito Sütlü Çikolata 18 Gr,24.00,TRY
2026-05-20,atistirmalik,Eti Pizza Kraker 76 Gr,21.00,TRY
2026-05-20,atistirmalik,Eti Popkek Hindistan Cevizli Kek 180 Gr,75.00,TRY
2026-05-20,atistirmalik,Eti Popkek Kakao Kaplamalı Mini Kek 180 Gr,75.00,TRY
2026-05-20,atistirmalik,Eti Popkek Kakaolu Kek 60 Gr,15.00,TRY
2026-05-20,atistirmalik,Eti Popkek Limon Kaplamalı Mini Kek 180 Gr,75.00,TRY
2026-05-20,atistirmalik,Eti Popkek Limonlu Kek 60 Gr,20.50,TRY
2026-05-20,atistirmalik,Eti Popkek Muzlu Kek 60 Gr,16.00,TRY
2026-05-20,atistirmalik,Eti Popkek Muzlu Mini Kek 180 Gr,75.00,TRY
2026-05-20,atistirmalik,Eti Popkek Portakallı Kek 60 Gr,15.00,TRY
2026-05-20,atistirmalik,Eti Popkek Vişneli Kek 60 Gr,20.50,TRY
2026-05-20,atistirmalik,Eti Puf Hindistan Cevizli 16 Gr,8.00,TRY
2026-05-20,atistirmalik,Eti Puf Kakaolu 18 Gr,8.00,TRY
2026-05-20,atistirmalik,Eti Puf Renkli 18 Gr (Adet),8.00,TRY
2026-05-20,atistirmalik,Eti Susamlı Çubuk Kraker 120 Gr,38.00,TRY
2026-05-20,atistirmalik,Eti Susamlı Çubuk Kraker 56 Gr,19.50,TRY
2026-05-20,atistirmalik,Eti Sütlü Çubuk Çikolata 34 Gr,44.00,TRY
2026-05-20,atistirmalik,Eti Tartini Frambuazlı Turta 114 Gr,56.50,TRY
2026-05-20,atistirmalik,Eti Topkek Çilekli Kek 40 Gr,17.00,TRY
2026-05-20,atistirmalik,Eti Topkek Kakaolu Kek 35 Gr,14.50,TRY
2026-05-20,atistirmalik,Eti Topkek Meyveli Kek 40 Gr,17.00,TRY
2026-05-20,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi 100 Gr,35.50,TRY
2026-05-20,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi 150 Gr,49.00,TRY
2026-05-20,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi 210 Gr,69.00,TRY
2026-05-20,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi Bold 138 Gr,49.50,TRY
2026-05-20,atistirmalik,Eti Uzun Çikolata Keyfi Antep Fıstıklı 34 Gr,54.00,TRY
2026-05-20,atistirmalik,Eti Yeni Gold Antep Fıstıklı Kare Çikolata 60 Gr,103.50,TRY
2026-05-20,atistirmalik,Falım 5’li Damla Aromalı Sakız 35 gr,60.00,TRY
2026-05-20,atistirmalik,Falım Çilek Aromalı Şekersiz Sakız 100 Adet,233.00,TRY
2026-05-20,atistirmalik,Falım Damla Sakızı Aromalı Şekersiz Sakız 5’li,15.50,TRY
2026-05-20,atistirmalik,Falım Karışık Meyve Aromalı Şekersiz Sakız 100 Adet,233.00,TRY
2026-05-20,atistirmalik,Falım Nane Aromalı Şekersiz Sakız 7gr x 5 Adet,58.00,TRY
2026-05-20,atistirmalik,First Sensations Çilek Aromalı Sakız 27 Gr,58.00,TRY
2026-05-20,atistirmalik,First Sensations Damla Sakızı Aromalı Sakız 27 Gr,58.00,TRY
2026-05-20,atistirmalik,First Sensations Karpuz Aromalı Sakız 27 Gr,58.00,TRY
2026-05-20,atistirmalik,First Sensations Nane Aromalı Sakız 27 Gr,58.00,TRY
2026-05-20,atistirmalik,First Sensations Tropikal Meyve Aromalı Sakız 27 Gr,58.00,TRY
2026-05-20,atistirmalik,First Sensations Yeşil Nane Aromalı Sakız 27 Gr,58.00,TRY
2026-05-20,atistirmalik,First X-Fresh Şeftali Karpuz Aromalı Sakız 27 G,58.00,TRY
2026-05-20,atistirmalik,Fıstık Amigo 1 Kg,247.00,TRY
2026-05-20,atistirmalik,Fıstık Çatlamış 1 Kg,244.00,TRY
2026-05-20,atistirmalik,Fıstık Kabuklu 1 Kg,206.00,TRY
2026-05-20,atistirmalik,Fıstık Susamlı 1 Kg,283.00,TRY
2026-05-20,atistirmalik,Fıstık Tuzsuz 1 Kg,250.00,TRY
2026-05-20,atistirmalik,Foça Fındık 1000 Gr,1507.50,TRY
2026-05-20,atistirmalik,Foça Fındık 250 Gr,375.00,TRY
2026-05-20,atistirmalik,Foça Fındık 500 Gr,747.50,TRY
2026-05-20,atistirmalik,Foça Fındık 750 Gr,1127.50,TRY
2026-05-20,atistirmalik,Haribo 45Gr Roulette,34.00,TRY
2026-05-20,atistirmalik,Haribo Altın Ayıcık Şekerleme 80 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Berries Şekerleme 80 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Chammallows Pembe Beyaz Marshmallow 70 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Chammallows Rubino Marshmallow 70 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Chammalow Klasik 150 Gr,103.00,TRY
2026-05-20,atistirmalik,Haribo Diş Şekerleme 80 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Fizz Mix Şekerleme 70 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Happy Cola Şekerleme 160 Gr,103.00,TRY
2026-05-20,atistirmalik,Haribo Happy Cola Şekerleme 80 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Phantasia Şekerleme 80 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Solucan Şekerleme 160 Gr,103.00,TRY
2026-05-20,atistirmalik,Haribo Solucan Şekerleme 80 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Starmix Şekerleme 160 Gr,101.50,TRY
2026-05-20,atistirmalik,Haribo Starmix Şekerleme 80 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Taş Ayıcık Şekerleme175 Gr,149.50,TRY
2026-05-20,atistirmalik,Haribo Tropik Meyve Şekerleme 80 Gr,58.00,TRY
2026-05-20,atistirmalik,Haribo Worms Fizz Solucan Şekerleme 70 Gr,58.00,TRY
2026-05-20,atistirmalik,Hünnap Kuru Meyve 1 Kg,433.00,TRY
2026-05-20,atistirmalik,İğde Kuru Meyve 1 Kg,369.00,TRY
2026-05-20,atistirmalik,İzmir Kuru Üzüm Sultan 1 Kg,301.00,TRY
2026-05-20,atistirmalik,Kabak Çekirdeği Kavrulmuş Tuzlu 1 Kg,453.00,TRY
2026-05-20,atistirmalik,Kabuklu Fındık 1 Kg,665.00,TRY
2026-05-20,atistirmalik,Kavrulmuş Tuzlu Fıstık 1 Kg,250.00,TRY
2026-05-20,atistirmalik,Kayısı Çekirdeği 1 Kg,741.00,TRY
2026-05-20,atistirmalik,Kayısı Gün Kurusu 1 Kg,1334.00,TRY
2026-05-20,atistirmalik,Kayısı Şekerpare Jumbo 1 Kg,891.00,TRY
2026-05-20,atistirmalik,Keçemen Üzüm 1 Kg,568.00,TRY
2026-05-20,atistirmalik,Keçiboynuzu 1 Kg,256.00,TRY
2026-05-20,atistirmalik,Kent Missbon Çilekli Elmalı Şeker 43 Gr,28.00,TRY
2026-05-20,atistirmalik,Kent Missbon Kahveli 43 Gr,29.00,TRY
2026-05-20,atistirmalik,Kent Olips Nane 28 Gr,28.50,TRY
2026-05-20,atistirmalik,Kent Tipitip Karikatürlü Sakız 27 Gr,44.50,TRY
2026-05-20,atistirmalik,Kent Tipitip Sakız 27 Gr,44.50,TRY
2026-05-20,atistirmalik,Kent Tofita Portakal Aromalı Şeker 47 Gr,28.50,TRY
2026-05-20,atistirmalik,Kent Tofita Vişne Aromalı Şeker 47 Gr,28.50,TRY
2026-05-20,atistirmalik,Kilis Karası 1 Kg,597.00,TRY
