tarih,kategori,urun_adi,fiyat,para_birimi
2026-05-20,atistirmalik,Kinder Joy T1 Erkeklere Özel 20 Gr,53.00,TRY
2026-05-20,atistirmalik,Koska Krokan Fındık 30Gr,82.00,TRY
2026-05-20,atistirmalik,Koska Krokan Fıstık 30Gr,146.50,TRY
2026-05-20,atistirmalik,Kuru İncir 1 Kg,625.00,TRY
2026-05-20,atistirmalik,Kuru Yaprak Kayısı 1 Kg,742.00,TRY
2026-05-20,atistirmalik,Leblebi Ağın 1 Kg,399.00,TRY
2026-05-20,atistirmalik,Leblebi Baharatlı 1 Kg,332.00,TRY
2026-05-20,atistirmalik,Leblebi Çıtır 1 Kg,174.00,TRY
2026-05-20,atistirmalik,Leblebi Köy Tava 1 Kg,284.00,TRY
2026-05-20,atistirmalik,Leblebi Pamuk 1 Kg,174.00,TRY
2026-05-20,atistirmalik,Leblebi Sarı Kavrulmuş 1 Kg,289.00,TRY
2026-05-20,atistirmalik,Leblebi Şekeri 1 Kg,208.00,TRY
2026-05-20,atistirmalik,Mars Çikolata 51 Gr,50.50,TRY
2026-05-20,atistirmalik,Mentos Karışık Meyve Aromalı Şeker,31.00,TRY
2026-05-20,atistirmalik,Mentos Nane Aromalı Şeker 20 Adet,32.50,TRY
2026-05-20,atistirmalik,Milka Çikolata Rüyası 100 Gr,121.50,TRY
2026-05-20,atistirmalik,Milka Fındıklı Sütlü Tablet Çikolata 80 Gr,121.00,TRY
2026-05-20,atistirmalik,Milka Sütlü Tablet Çikolata 80 Gr,121.00,TRY
2026-05-20,atistirmalik,Milka Üzümlü Fındıklı Tablet Çikolata 80 Gr,121.00,TRY
2026-05-20,atistirmalik,Mixmey Meyve Bar Elma + Hurma 20Gr,48.00,TRY
2026-05-20,atistirmalik,Mixmey Meyve Barı Çilek 20 Gr,49.50,TRY
2026-05-20,atistirmalik,Mixmey Meyve Barı Elma + Böğürtlen 20Gr,48.00,TRY
2026-05-20,atistirmalik,Mixmey Meyve Barı Elma + Erik 20Gr,48.00,TRY
2026-05-20,atistirmalik,Mixmey Meyve Barı Elma + Şeftali 20Gr,48.00,TRY
2026-05-20,atistirmalik,Mısır Kavurga 1 Kg,159.00,TRY
2026-05-20,atistirmalik,Natur Bitkisel Zencefilli Limonlu Seker 65 Gr,73.50,TRY
2026-05-20,atistirmalik,Natur Bitkisel Zencefilli Naneli Seker 65 Gr,73.50,TRY
2026-05-20,atistirmalik,Nestle 1927 %82 Kakao Bitter Çikolata 60 Gr,126.00,TRY
2026-05-20,atistirmalik,Nestle 1927 Bol Sütlü Kare Çikolata 65 Gr,105.00,TRY
2026-05-20,atistirmalik,Nestle 1927 Ekstra Bitter Çikolata 60 Gr,105.00,TRY
2026-05-20,atistirmalik,Nestle Çıtır Gofret 27 Gr,12.00,TRY
2026-05-20,atistirmalik,Nestle Classic Beyaz Kare Çikolata 60 Gr,78.00,TRY
2026-05-20,atistirmalik,Nestlé Classic Bitter Çikolata Kare 60 Gr,78.00,TRY
2026-05-20,atistirmalik,Nestle Damak Antep Fıstıklı Çikolata 70 Gr,147.00,TRY
2026-05-20,atistirmalik,Nestle Damak Baklavalı 60 Gr Yepyeni Bir Efsane,107.00,TRY
2026-05-20,atistirmalik,Nestle Damak Baton Çikolata 30 Gr,59.00,TRY
2026-05-20,atistirmalik,Nestle Damak Gece %55 Kakao 60 Gr,104.00,TRY
2026-05-20,atistirmalik,Nestle Damak İnci Antep Fıstıklı Beyaz Çikolata 60 Gr,104.00,TRY
2026-05-20,atistirmalik,Nestle Damak İnci Baton Çikolata 30 Gr,53.50,TRY
2026-05-20,atistirmalik,Nestle Damak Kare Antep Fıstıklı Çikolata 60 Gr,102.00,TRY
2026-05-20,atistirmalik,Nestle Gofret 27Gr Crunc,27.50,TRY
2026-05-20,atistirmalik,Nestle Kare 60Gr Fıstıklı,112.50,TRY
2026-05-20,atistirmalik,Nestle Kitkat Çikolata 38 Gr,37.00,TRY
2026-05-20,atistirmalik,"Nestle Nesfit Bitter Çikolata Bar 23,5 Gr",26.00,TRY
2026-05-20,atistirmalik,"Nestle Nesfit Çilekli Çikolata Bar 23,5 Gr",26.00,TRY
2026-05-20,atistirmalik,"Nestle Nesfit Karamelli Çikolata Bar 23,5 Gr",25.50,TRY
2026-05-20,atistirmalik,"Nestle Nesfit Kırmızı Meyveli Çikolata Bar 23,5 Gr",37.00,TRY
2026-05-20,atistirmalik,"Nestle Nesquik Gofret Sütlü Çikolata 26,7 Gr",22.00,TRY
2026-05-20,atistirmalik,Nestle Nesquik Kakaolu Tam Tahıllı Bar 25 Gr,27.00,TRY
2026-05-20,atistirmalik,Nestle Sütlü Çikolata Baton 30 Gr,43.50,TRY
2026-05-20,atistirmalik,Oneo Slims 60Dk.Nane 14Grx27X6,30.50,TRY
2026-05-20,atistirmalik,Polo Sparmint Tube 34Gr,29.50,TRY
2026-05-20,atistirmalik,Rocco Rengarenk 33Gr,33.50,TRY
2026-05-20,atistirmalik,Sarelle Bitter Çikolata Kaplı Gofret 33 Gr,32.50,TRY
2026-05-20,atistirmalik,Sarelle Duo Gofret 33 Gr,32.50,TRY
2026-05-20,atistirmalik,Sarı Üzüm Besni 1 Kg,568.00,TRY
2026-05-20,atistirmalik,Siirt Fıstığı(Eko) 1000 Gr,1750.00,TRY
2026-05-20,atistirmalik,Siirt Fıstığı(Eko) 250 Gr,435.00,TRY
2026-05-20,atistirmalik,Siirt Fıstığı(Eko) 500 Gr,867.50,TRY
2026-05-20,atistirmalik,Siirt Fıstığı(Eko) 750 Gr,1307.50,TRY
2026-05-20,atistirmalik,Şölen Biscolata Mood Bisküvi 125 Gr,79.50,TRY
2026-05-20,atistirmalik,Şölen Biscolata Mood Bitter Bisküvi 125 Gr,81.00,TRY
2026-05-20,atistirmalik,Şölen Biscolata Mood Sütlü Bisküvi 40 Gr,29.50,TRY
2026-05-20,atistirmalik,Şölen Biscolata Pia Çikolatalı 100 Gr,86.50,TRY
2026-05-20,atistirmalik,Şölen Biscolata Pia Frambuazlı 100 Gr,86.50,TRY
2026-05-20,atistirmalik,Şölen Biscolata Pia Portakallı 100 Gr,86.50,TRY
2026-05-20,atistirmalik,Şölen Biscolata Starz Bitter Bisküvi 82 Gr,37.00,TRY
2026-05-20,atistirmalik,Şölen Biscolata Starz Sütlü Bisküvi 82 Gr,37.00,TRY
2026-05-20,atistirmalik,Şölen Biscolata Veni Çikolatalı Gofret 110 Gr,56.50,TRY
2026-05-20,atistirmalik,Şölen Biscolata Veni Fındıklı Gofret 110,56.50,TRY
2026-05-20,atistirmalik,Şölen Boombastic Fantastik Bar,28.50,TRY
2026-05-20,atistirmalik,Şölen Boombastic Kek Bar 40 Gr,28.50,TRY
2026-05-20,atistirmalik,Şölen Chocodans Tüm Fındıklı Karamelli Çikolata 125 Gr,103.00,TRY
2026-05-20,atistirmalik,Şölen Greta Mevsim Yeşillikli Kraker 120 Gr,71.50,TRY
2026-05-20,atistirmalik,Şölen Greta Zeytinli Ve Dağ Kekikli Kraker 120 Gr,71.50,TRY
2026-05-20,atistirmalik,Şölen Hoppo Bardak Bisküvi 90 Gr,69.50,TRY
2026-05-20,atistirmalik,Şölen Luppo Kakaolu Sandviç Kek 184 Gr,95.50,TRY
2026-05-20,atistirmalik,Şölen Luppo Karamelli Sandviç Kek 182 Gr,95.50,TRY
2026-05-20,atistirmalik,Şölen Luppo Sütlü Sandviç Kek 184 Gr,95.50,TRY
2026-05-20,atistirmalik,Şölen Nutymax Antep Fıstıklı Kremalı Çikolata 44 Gr,44.50,TRY
2026-05-20,atistirmalik,Şölen Nutymax Fındıklı Kremalı Çikolata 44 Gr,44.50,TRY
2026-05-20,atistirmalik,Şölen Ozmo 40Gr Hoppo,34.00,TRY
2026-05-20,atistirmalik,Şölen Ozmo Burger 36 Gr,34.00,TRY
2026-05-20,atistirmalik,Şölen Ozmo Cornet 25 Gr,20.50,TRY
2026-05-20,atistirmalik,Şölen Ozmo Cornet Çikolata 25 Gr,20.00,TRY
2026-05-20,atistirmalik,Şölen Ozmo Cornet Çok Al Az Öde 100 Gr,74.50,TRY
2026-05-20,atistirmalik,Şölen Ozmo Egg Çikolatalı Yumurta 20 Gr,53.00,TRY
2026-05-20,atistirmalik,Şölen Ozmo Fun Figürlü Çikolata 23 Gr,34.00,TRY
2026-05-20,atistirmalik,Şölen Ozmo Hoppo Çilekli Bisküvi 40 Gr,34.00,TRY
2026-05-20,atistirmalik,Şölen Ozmo Popsy Renkli Çikolatalı Draje 24 Gr,35.50,TRY
2026-05-20,atistirmalik,Şölen Ozmo Popsy Renkli Çikolatalı Draje 3 Lü 24 Gr,97.00,TRY
2026-05-20,atistirmalik,Soslu Mısır 1 Kg,149.00,TRY
2026-05-20,atistirmalik,Tadelle Beyaz Çikolata Kaplı Sütlü Çikolata 30 Gr,46.00,TRY
2026-05-20,atistirmalik,Tadelle Beyaz Çikolatalı Gofret 35 Gr,22.00,TRY
2026-05-20,atistirmalik,Tadelle Gofret 28 Gr,22.00,TRY
2026-05-20,atistirmalik,Tadelle King Size Fındıklı Çikolata 52 Gr,74.00,TRY
2026-05-20,atistirmalik,Tadelle Sütlü Çikolata 30 Gr,45.50,TRY
2026-05-20,atistirmalik,Tadelle Sütlü Şekersiz Çikolata 20 Gr,47.00,TRY
2026-05-20,atistirmalik,Toblerone Beyaz Çikolata 100 Gr,141.00,TRY
2026-05-20,atistirmalik,Toblerone Sütlü Çikolata 100 Gr,141.00,TRY
2026-05-20,atistirmalik,Toblerone Sütlü Çikolata 35 Gr,66.50,TRY
2026-05-20,atistirmalik,Torku 1 Daha Bol Çikolatalı Gofret 32 Gr,26.00,TRY
2026-05-20,atistirmalik,Torku Antep Fıstıklı Çikolata 65 Gr,115.00,TRY
2026-05-20,atistirmalik,Torku Bitter Çikolata 65 Gr,78.00,TRY
2026-05-20,atistirmalik,Torku Bitter Ve Portakal Kremalı Gofret 142 Gr,56.50,TRY
2026-05-20,atistirmalik,Torku Bol Sütlü Kare Çikolata 65 Gr,78.00,TRY
2026-05-20,atistirmalik,Torku Çilekli Gofret 142 Gr,56.50,TRY
2026-05-20,atistirmalik,Torku Çokofest Frambuazlı Bar Çikolata 34 Gr,27.50,TRY
2026-05-20,atistirmalik,Torku Çokofest Karamelli Bar Çikolata 34 Gr,27.50,TRY
2026-05-20,atistirmalik,Torku Çokofest Karamelli Bar Çikolata 60 Gr,46.50,TRY
2026-05-20,atistirmalik,Torku Çubuk Kraker 32 Gr,8.00,TRY
2026-05-20,atistirmalik,Torku Enjoy Ahududu Soslu Kek 55 G,17.00,TRY
2026-05-20,atistirmalik,Torku Enjoy Çoko Çikolatalı Kek 55 Gr,17.00,TRY
2026-05-20,atistirmalik,Torku Enjoy Çoko Muzlu Kek 55 Gr,17.00,TRY
2026-05-20,atistirmalik,Torku Fav Muz 61Gr,16.50,TRY
2026-05-20,atistirmalik,Torku Favori Kremalı Muz 4*76Gr,53.00,TRY
2026-05-20,atistirmalik,Torku Favorimo Çikolata Kremalı Bisküvi 4 Lü 76 Gr,54.00,TRY
2026-05-20,atistirmalik,Torku Favorimo Çikolata Kremalı Bisküvi 61 Gr,16.50,TRY
2026-05-20,atistirmalik,Torku Fındık Kremalı Bisküvi 4 Lü 76 Gr,54.00,TRY
2026-05-20,atistirmalik,Torku Fındık Kremalı Bisküvi 61 Gr,16.50,TRY
2026-05-20,atistirmalik,Torku Fındıklı Çikolata 60 Gr,78.00,TRY
2026-05-20,atistirmalik,Torku Fındıklı Gofret 142 Gr,56.50,TRY
2026-05-20,atistirmalik,Torku Gala Karamelli Kek 50 Gr,26.00,TRY
2026-05-20,atistirmalik,Torku Gala Orman Meyveli Kek 50 Gr,26.00,TRY
2026-05-20,atistirmalik,Torku Kakaolu Fındıklı Kek 35 Gr,13.50,TRY
2026-05-20,atistirmalik,Torku Kakaolu Vanilyalı Gofret 142 Gr,56.50,TRY
2026-05-20,atistirmalik,Torku Karamel Ve Fındık Kremalı Gofret 142 Gr,56.50,TRY
2026-05-20,atistirmalik,Torku Meyveli Kek 35 Gr,13.50,TRY
2026-05-20,atistirmalik,Torku Miniki Nuga Çikolatalı Bar 72 Gr,63.00,TRY
2026-05-20,atistirmalik,Torku Miniki Portakallı Turtacık 94 Gr,21.50,TRY
2026-05-20,atistirmalik,Torku No 1 Çikolatalı Gofret 35 Gr,19.00,TRY
2026-05-20,atistirmalik,Torku No 1 Çikolatalı Gofret 5 X 35 Gr,98.00,TRY
2026-05-20,atistirmalik,Torku Orman Meyveli Gofret 142 Gr,56.50,TRY
2026-05-20,atistirmalik,Torku Pötibör Bisküvi 700 Gr,96.50,TRY
2026-05-20,atistirmalik,Torku Premio Bisküvi 3 Lü 86 Gr,65.50,TRY
2026-05-20,atistirmalik,Torku Premio Bisküvi 86 Gr,24.00,TRY
2026-05-20,atistirmalik,Torku Sade Kremalı Bisküvi 61 Gr,16.50,TRY
2026-05-20,atistirmalik,Torku Tam Buğdaylı Bisküvi 131 Gr,31.50,TRY
2026-05-20,atistirmalik,Torku Tam Buğdaylı Bisküvi 3 X 131 Gr,78.50,TRY
2026-05-20,atistirmalik,Torku Tam Çikolatam 3 Lü Bisküvi 83 Gr,76.00,TRY
2026-05-20,atistirmalik,Torku Tam Çikolatam Bisküvi 83 Gr,32.00,TRY
2026-05-20,atistirmalik,Torku Tam Kakaolu Kremalım Bisküvi 3 Lü 83 Gr,70.50,TRY
2026-05-20,atistirmalik,Torku Tam Kremalım Kakao Kremalı Bisküvi 83 Gr,27.50,TRY
2026-05-20,atistirmalik,Torku Tam Ruşeymli Çikolatalı Bisküvi 84 Gr,41.00,TRY
2026-05-20,atistirmalik,Torku Tam Yulaflı Bisküvi 3X118 Gr,76.00,TRY
2026-05-20,atistirmalik,Torku Tatkrak Baharatlı Kraker 77 Gr,18.00,TRY
2026-05-20,atistirmalik,Torku Tatkrak Peynirli Kraker 77 Gr,18.00,TRY
2026-05-20,atistirmalik,Torku Turtacık Portakal Jöleli 102 Gr,28.00,TRY
2026-05-20,atistirmalik,Toybox Çakıl Çikolata 15 Gr,24.00,TRY
2026-05-20,atistirmalik,Toybox Choco Stick Kakolu Fındık Kreması 56 Gr,61.00,TRY
2026-05-20,atistirmalik,Tuzlu Leblebi 1 Kg,302.00,TRY
2026-05-20,atistirmalik,Twix Çikolata 50 Gr,50.00,TRY
2026-05-20,atistirmalik,Ülker %60 Bitter Çikolata 60 Gr,72.50,TRY
2026-05-20,atistirmalik,Ülker %60 Bitter Tablet Çikolata 70 Gr,117.00,TRY
2026-05-20,atistirmalik,Ülker 9 Kat Tat Fındık Kremalı Gofret 39 Gr,16.00,TRY
2026-05-20,atistirmalik,Ülker 9 Kat Tat İnce İnce Hindistan Cevizli Gofret 114 Gr,48.00,TRY
2026-05-20,atistirmalik,Ülker Albeni 40 Gr,26.00,TRY
2026-05-20,atistirmalik,Ülker Albeni 72 Gr,48.00,TRY
2026-05-20,atistirmalik,Ülker Albeni Büyük 52 Gr,24.00,TRY
2026-05-20,atistirmalik,Ülker Albeni Extra 170 Gr,93.00,TRY
2026-05-20,atistirmalik,Ülker Albeni Kek 43 Gr,33.00,TRY
2026-05-20,atistirmalik,Ülker Albeni Mini Çoklu Paket 89 Gr,73.00,TRY
2026-05-20,atistirmalik,Ülker Albeni Tane Tane Çikolata 29 Gr,38.50,TRY
2026-05-20,atistirmalik,Ülker Alpella 3Gen Gofret Beyaz 28 Gr,22.50,TRY
2026-05-20,atistirmalik,Ülker Altınbaşak Çörekotlu Kinoalı Bisküvi 40 Gr,18.00,TRY
2026-05-20,atistirmalik,Ülker Altınbaşak Grissini 125 Gr,80.50,TRY
2026-05-20,atistirmalik,Ülker Altınbaşak Kepekli Grissini 125 Gr,81.00,TRY
2026-05-20,atistirmalik,Ülker Altınbaşak Light Yulaflı Kraker 46 Gr,17.00,TRY
2026-05-20,atistirmalik,Ülker Altınbaşak Yulaflı Kepekli Bisküvi 5 X 46 Gr,82.00,TRY
2026-05-20,atistirmalik,Ülker Antep Fıstıklı Beyaz Çikolata 65 Gr (1 adet),131.50,TRY
2026-05-20,atistirmalik,Ülker Antep Fıstıklı Beyaz Çikolata 65 Gr (6 adet),782.00,TRY
2026-05-20,atistirmalik,Ülker Antep Fıstıklı Çikolata 30 Gr,68.50,TRY
2026-05-20,atistirmalik,Ülker Bebe Bisküvisi 172 Gr,54.00,TRY
2026-05-20,atistirmalik,Ülker Bebe Bisküvisi 800 Gr,156.50,TRY
2026-05-20,atistirmalik,Ülker Beyaz Tablet Çikolata 70 Gr,117.00,TRY
2026-05-20,atistirmalik,Ülker Biskrem 100 Gr,31.00,TRY
2026-05-20,atistirmalik,Ülker Biskrem 150 Gr,48.00,TRY
2026-05-20,atistirmalik,Ülker Biskrem 200 Gr,63.00,TRY
2026-05-20,atistirmalik,Ülker Biskrem Extra Kakao Kremalı Bisküvi 184 Gr,69.00,TRY
2026-05-20,atistirmalik,Ülker Bitter Çikolata 30 Gr,46.00,TRY
2026-05-20,atistirmalik,Ülker Bonbon Karışık Meyve 36 Gr,31.50,TRY
2026-05-20,atistirmalik,Ülker Bonbon Nane 36 Gr,31.50,TRY
2026-05-20,atistirmalik,Ülker Bütün Antep Fıstıklı Çikolata 65 Gr,96.50,TRY
2026-05-20,atistirmalik,Ülker Canpare Kremalı Bisküvi 81 Gr,32.50,TRY
2026-05-20,atistirmalik,Ülker Canpare Kremalı Bisküvi Fındıklı 81 Gr,32.50,TRY
2026-05-20,atistirmalik,Ülker Caramio Baton Çikolata 32 Gr,36.50,TRY
2026-05-20,atistirmalik,Ülker Caramio Baton Çikolata 55 Gr,58.00,TRY
2026-05-20,atistirmalik,Ülker Çikolata İstanbul Fındıklı Çıtır Kadayıflı 93 Gr,116.00,TRY
2026-05-20,atistirmalik,Ülker Çikolatalı Bitter Gofret 36 Gr,20.00,TRY
2026-05-20,atistirmalik,Ülker Çikolatalı Gofret 36 Gr,20.00,TRY
2026-05-20,atistirmalik,Ülker Çikolatalı Gofret Mini 82 Gr,72.50,TRY
2026-05-20,atistirmalik,Ülker Çikolatalı Rulo Pasta 235 Gr,91.00,TRY
2026-05-20,atistirmalik,Ülker Çilekli Rulo Pasta 235 Gr,91.00,TRY
2026-05-20,atistirmalik,Ülker Çizi Kraker 280 Gr,73.00,TRY
2026-05-20,atistirmalik,Ülker Çizi Peynirli Kraker 70 Gr,20.00,TRY
2026-05-20,atistirmalik,Ülker Çiziviç 3 Lü 246 Gr,75.00,TRY
2026-05-20,atistirmalik,Ülker Çiziviç Kraker 82 Gr,26.50,TRY
2026-05-20,atistirmalik,Ülker Cocostar 25 Gr,15.50,TRY
2026-05-20,atistirmalik,Ülker Cocostar Atıştırmalık Büyük Boy 154 Gr,81.50,TRY
2026-05-20,atistirmalik,Ülker Cocostar Atıştırmalık Sandviç Bisküvi 66 Gr,36.50,TRY
2026-05-20,atistirmalik,Ülker Çokomel 4 Lü Sade 36 Gr,23.00,TRY
2026-05-20,atistirmalik,Ülker Çokomilk Sütlü Nugalı Bar Çikolata 24 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Çokonat 33 Gr,27.00,TRY
2026-05-20,atistirmalik,Ülker Çokoprens 30 Gr,11.50,TRY
2026-05-20,atistirmalik,Ülker Çokoprens 300 Gr,74.50,TRY
2026-05-20,atistirmalik,Ülker Çokoprens 81 Gr,26.50,TRY
2026-05-20,atistirmalik,Ülker Çubuk Kraker 40 Gr,8.50,TRY
2026-05-20,atistirmalik,Ülker Çubuk Kraker 80 Gr,15.00,TRY
2026-05-20,atistirmalik,Ülker Dankek 8 Kek Çikolatalı Çilekli Kek 55 Gr,17.00,TRY
2026-05-20,atistirmalik,Ülker Dankek 8 Kek Duble Çikolatalı Kek 55 Gr,17.00,TRY
2026-05-20,atistirmalik,Ülker Dankek 8 Kek Muzlu Çikolatalı Kek 55 Gr,17.00,TRY
2026-05-20,atistirmalik,Ülker Dankek Çay Saati Kakaolu Kek 200 Gr,72.50,TRY
2026-05-20,atistirmalik,Ülker Dankek Çay Saati Meyveli Kek 200 Gr,72.50,TRY
2026-05-20,atistirmalik,Ülker Dankek Çay Saati Mozaik Kek 200 Gr,71.50,TRY
2026-05-20,atistirmalik,Ülker Dankek Lokmalık Havuçlu Tarçınlı Kek 160 Gr,67.00,TRY
2026-05-20,atistirmalik,Ülker Dankek Lokmalık Hindistan Cevizli Kek 160 Gr,67.00,TRY
2026-05-20,atistirmalik,Ülker Dankek Lokmalık Kakaolu Kek 160 Gr,67.00,TRY
2026-05-20,atistirmalik,Ülker Dankek Lokmalık Üzümlü Kek 160 Gr,67.00,TRY
2026-05-20,atistirmalik,Ülker Dankek Pöti Muffin Hindistan Cevizli Kek 35 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Dankek Pöti Muffin Kakaolu Kek 35 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Dankek Pöti Muffin Meyveli Kek 35 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Dido Sütlü Çikolatalı Gofret 35 Gr,32.00,TRY
2026-05-20,atistirmalik,"Ülker Dido Trio Beyaz Çikolatalı Gofret 36,5 Gr",39.50,TRY
2026-05-20,atistirmalik,Ülker Dore Çikolata Dolgulu Bisküvi 86 Gr,39.00,TRY
2026-05-20,atistirmalik,Ülker Finger Bisküvi 150 Gr,133.00,TRY
2026-05-20,atistirmalik,Ülker Fındık Aromalı Gofret 220 Gr,69.00,TRY
2026-05-20,atistirmalik,"Ülker Fındık Rüyası Çikolata 40,5 Gr",46.50,TRY
2026-05-20,atistirmalik,Ülker Fındıklı Çikolata 30 Gr,46.00,TRY
2026-05-20,atistirmalik,Ülker Fındıklı Çikolata 60 Gr,95.00,TRY
2026-05-20,atistirmalik,Ülker Fıstıklı Kare Bitter Çikolata 65 Gr,131.00,TRY
2026-05-20,atistirmalik,Ülker Halley Çikolata Kaplamalı Bisküvi 30 Gr,16.50,TRY
2026-05-20,atistirmalik,Ülker Halley Çikolata Kaplamalı Bisküvi 8 Li 240 Gr,106.50,TRY
2026-05-20,atistirmalik,Ülker Halley Karadutlu Çikolata Kaplamalı Bisküvi 7 Li,117.50,TRY
2026-05-20,atistirmalik,Ülker Halley Karadutlu Çikolata Kaplamalı Mini Bisküvi 74 Gr,36.50,TRY
2026-05-20,atistirmalik,Ülker Hanımeller Asorti Kurabiye 150 Gr,56.00,TRY
2026-05-20,atistirmalik,Ülker Hanımeller Çokodamla Poşet Bisküvi 150 Gr,56.00,TRY
2026-05-20,atistirmalik,Ülker Hanımeller Fındıklı Bisküvi 82 Gr,26.50,TRY
2026-05-20,atistirmalik,Ülker Hanımeller Tuzlu Karma Poşet Bisküvi 150 Gr,56.00,TRY
2026-05-20,atistirmalik,Ülker Haylayf 64 Gr,17.00,TRY
2026-05-20,atistirmalik,Ülker Haylayf Bisküvi 256 Gr,59.50,TRY
2026-05-20,atistirmalik,Ülker Hobby Çikolata Kaplı Fındıklı Bar 25 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Hobby Çikolata Mini Bar 600 Gr,295.00,TRY
2026-05-20,atistirmalik,Ülker İkram Çikolata Kremalı Sandviç Bisküvi 252 Gr,71.00,TRY
2026-05-20,atistirmalik,Ülker İkram Fındık Kremalı Sandviç Bisküvi 252 Gr,71.00,TRY
2026-05-20,atistirmalik,Ülker İkram Kremalı Bisküvi 84 Gr,29.50,TRY
2026-05-20,atistirmalik,Ülker İkram Kremalı Bisküvi Çikolatalı 84 Gr,29.50,TRY
2026-05-20,atistirmalik,Ülker Kat Kat Çilekli Milföy 28 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Kat Kat Fındıklı Milföy 25 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Kekstra Çilekli Kek 40 Gr,15.00,TRY
2026-05-20,atistirmalik,Ülker Kekstra Konfeti Kakaolu Kek 38 Gr,18.50,TRY
2026-05-20,atistirmalik,Ülker Kremalı Sandviç Bisküvi 4 Lü 244 Gr,63.50,TRY
2026-05-20,atistirmalik,Ülker Kremalı Sandviç Bisküvi 61 Gr,17.00,TRY
2026-05-20,atistirmalik,Ülker Kremalı Sandviç Bisküvi 8 Li 488 Gr,98.50,TRY
2026-05-20,atistirmalik,Ülker Kremini Ahududulu Şeker 44 Gr,31.50,TRY
2026-05-20,atistirmalik,Ülker Kremini Çilekli Şeker 44 Gr,31.50,TRY
2026-05-20,atistirmalik,Ülker Kremini Karpuzlu Şeker 44 Gr,31.50,TRY
2026-05-20,atistirmalik,Ülker Kremini Tropikal Şeker 30 Gr,31.50,TRY
2026-05-20,atistirmalik,Ülker Kremini Vişneli Şeker 44 Gr,31.50,TRY
2026-05-20,atistirmalik,Ülker Krispi Baharatlı Çubuk 43 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Krispi Meksika Acılı Çubuk Kraker 43 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Laviva Dolgulu Ve Bisküvili Çikolata 35 Gr,36.50,TRY
2026-05-20,atistirmalik,Ülker Metro 36 Gr,21.50,TRY
2026-05-20,atistirmalik,"Ülker Metro Büyük 50,4 Gr",25.50,TRY
2026-05-20,atistirmalik,Ülker Metro Mini Çoklu Paket 102 Gr,74.50,TRY
2026-05-20,atistirmalik,Ülker Muzlu Rulo Pasta 235 Gr,91.00,TRY
2026-05-20,atistirmalik,Ülker Napoliten Sütlü Çikolata 33 Gr,44.50,TRY
2026-05-20,atistirmalik,Ülker Olala Frambuazlı Sufle Kek 70 Gr,46.50,TRY
2026-05-20,atistirmalik,Ülker Olala Sufle Kek 70 Gr,46.50,TRY
2026-05-20,atistirmalik,Ülker Oneo Çilek Aromalı Draje 60 Gr,87.50,TRY
2026-05-20,atistirmalik,Ülker Oneo Dopdolu Nane Draje Sakız 76 Gr,132.00,TRY
2026-05-20,atistirmalik,Ülker Oneo Fliptop Nane Aromalı Draje 21 Gr,34.50,TRY
2026-05-20,atistirmalik,Ülker Oneo Karpuz Aromalı Draje 60 Gr,87.50,TRY
2026-05-20,atistirmalik,Ülker Oneo Slim Çilek Aromalı Sakız 14 Gr,29.00,TRY
2026-05-20,atistirmalik,Ülker Oneo Slim Karpuz Aromalı Sakız 14 Gr,29.00,TRY
2026-05-20,atistirmalik,Ülker Oneo Slim Nane Aromalı Sakız 14 Gr,30.50,TRY
2026-05-20,atistirmalik,Ülker Oneo Slim Yeşil Nane Aromalı Sakız 14 Gr,30.50,TRY
2026-05-20,atistirmalik,Ülker Petibör Çifte Kavrulmuş Bisküvi 175 Gr,40.50,TRY
2026-05-20,atistirmalik,Ülker Piko Portakallı Çikolata Kaplamalı 18 Gr,13.50,TRY
2026-05-20,atistirmalik,Ülker Pötibör Bisküvi 175 Gr,40.50,TRY
2026-05-20,atistirmalik,Ülker Pötibör Bisküvi 450 Gr,71.50,TRY
2026-05-20,atistirmalik,Ülker Pötibör Bisküvi 800 Gr,118.00,TRY
2026-05-20,atistirmalik,Ülker Pötibör Çifte Kavrulmuş Bisküvi 450 Gr,71.00,TRY
2026-05-20,atistirmalik,Ülker Probis 75 Gr,29.50,TRY
2026-05-20,atistirmalik,Ülker Probis Bisküvi 10 Lu 28 Gr,95.00,TRY
2026-05-20,atistirmalik,Ülker Rondo Çilek Kremalı Bisküvi 488 Gr,100.50,TRY
2026-05-20,atistirmalik,Ülker Rondo Çilek Kremalı Bisküvi 61 Gr,17.50,TRY
2026-05-20,atistirmalik,Ülker Rondo Muz Kremalı Bisküvi 61 Gr,17.50,TRY
2026-05-20,atistirmalik,Ülker Rulokat 42 Gr,24.50,TRY
2026-05-20,atistirmalik,Ülker Rulokat Teneke 170 Gr,81.00,TRY
