item_name,price,tarih,kategori,para_birimi
Fiero Sıcak Çikolata 1000 Gr.,301.0,2026-03-21,icecek,TRY
Freshers Granül Kuşburnu 300 Gr,84.0,2026-03-21,icecek,TRY
Freshers Granül Portakal 300 Gr,84.0,2026-03-21,icecek,TRY
İçim İçimino Çilekli Süt 6X180 Ml,126.0,2026-03-21,icecek,TRY
İçim Karışık Meyve Suyu 1 Lt,68.5,2026-03-21,icecek,TRY
İçim Kayısılı Meyve Suyu 1 Lt,68.5,2026-03-21,icecek,TRY
İçim Laktozsuz Süt 1Lt,98.0,2026-03-21,icecek,TRY
İçim Laktozsuz Süt 200 Ml,29.0,2026-03-21,icecek,TRY
İçim Sade Süt 6 X 200Ml,149.0,2026-03-21,icecek,TRY
İçim Şeftali Meyve Suyu 1 Lt,68.5,2026-03-21,icecek,TRY
İçim Süt Yarım Yağlı 1 Lt x 1 Adet,82.0,2026-03-21,icecek,TRY
İçim Süt Yarım Yağlı 1 Lt x 4 Adet,288.5,2026-03-21,icecek,TRY
İçim Tam Yağlı Süt 1 Lt,93.5,2026-03-21,icecek,TRY
İçim Vişne Meyve Suyu 1 Lt,68.5,2026-03-21,icecek,TRY
"Jacobs 2 si 1 Arada 10,5 gr 16 lı Paket 168 Gr",141.0,2026-03-21,icecek,TRY
Jacobs 2 Si 1 Arada 14 Gr,10.5,2026-03-21,icecek,TRY
Jacobs 2’si 1 Arada 10’lu,75.5,2026-03-21,icecek,TRY
Jacobs 3 Ü 1 Arada Gold Yumuşak Lezzet 10 Lu Paket,166.5,2026-03-21,icecek,TRY
Jacobs 3 ü 1 Arada Yoğun 10 Adet,158.0,2026-03-21,icecek,TRY
Jacobs 3’ü 1 Arada 16’lı Paket,141.0,2026-03-21,icecek,TRY
Jacobs 3’ü 1 Arada Karışım Kahve 10’lu Paket,75.5,2026-03-21,icecek,TRY
Jacobs 3in1 Orginal 16 gr,10.0,2026-03-21,icecek,TRY
Jacobs Barista Classic Filtre Kahve 200gr,335.5,2026-03-21,icecek,TRY
Jacobs Barista Editions Filtre Kahve Medium 225 Gr,330.0,2026-03-21,icecek,TRY
Jacobs Barista Yoğun Filtre Kahve 200gr,330.0,2026-03-21,icecek,TRY
Jacobs Espresso 10 Intenso Nespresso Uyumlu Alüminyum Kapsül Kahve 10 Adet,269.0,2026-03-21,icecek,TRY
Jacobs Espresso 7 Classico Kapsül Kahve Nespresso Uyumlu 10 Kapsül,269.0,2026-03-21,icecek,TRY
Jacobs Gold 3’Ü 1 Arada Yumuşak Lezzet 18 Gr,18.0,2026-03-21,icecek,TRY
Jacobs Lungo 8 Intenso Nespresso Uyumlu Alüminyum Kapsül Kahve 10 Adet,270.0,2026-03-21,icecek,TRY
Jacobs Monarch Filtre Kahve 250 Gr,324.0,2026-03-21,icecek,TRY
Jacobs Monarch Gold Kahve 100 Gr,332.0,2026-03-21,icecek,TRY
Jacobs Origin Brazil Granül Kahve Cam Kavanoz 95 Gr,484.0,2026-03-21,icecek,TRY
Jacobs Selection Filtre Kahve 250g,402.0,2026-03-21,icecek,TRY
Jacobs Velvet Foam Granül Kahve 100 Gr,257.0,2026-03-21,icecek,TRY
Jacobs Velvet Gold Foam Kahve 70 Gr,217.0,2026-03-21,icecek,TRY
Kahve Dünyası Türk Kahvesi 100 Gr x 1 Adet,74.5,2026-03-21,icecek,TRY
Kahve Dünyası Türk Kahvesi 100 Gr x 12 Adet,860.0,2026-03-21,icecek,TRY
Karali Demliğin Beklediği Dökme Çay 5 Kg,2190.0,2026-03-21,icecek,TRY
Karali Kral Filiz Siyah Çay 5 Kg,1925.0,2026-03-21,icecek,TRY
Kent Boringer Freshers Elma 300Gr,84.0,2026-03-21,icecek,TRY
Kent Boringer Freshers Limon 300Gr,84.0,2026-03-21,icecek,TRY
Kilikya Şalgam Suyu Acı 1 Lt,61.0,2026-03-21,icecek,TRY
Kilikya Şalgam Suyu Acı 300 Ml,20.0,2026-03-21,icecek,TRY
Kilikya Şalgam Suyu Sade 300 Ml,20.0,2026-03-21,icecek,TRY
Kocatepe Damla Sakızı Aromalı Türk Kahvesi 100 Gr,182.0,2026-03-21,icecek,TRY
Kocatepe Dibek Kahvesi 100 Gr,182.0,2026-03-21,icecek,TRY
Kocatepe Premium Filtre Kahve 250 Gr,338.0,2026-03-21,icecek,TRY
Kocatepe Türk Kahvesi 100 Gr,95.0,2026-03-21,icecek,TRY
Kocatepe Türk Kahvesi 500 Gr Teneke,615.5,2026-03-21,icecek,TRY
Kocatepe Türk Kahvesi Folyo 1 Kg,1013.5,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Brazilian Filtre Kahve 250 Gr,335.0,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Colombian Filtre Kahve 250 Gr,384.5,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Etiyopya Öğütülmüş Filtre Kahve 250 Gr,430.0,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Kakao 250 Gram,471.0,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Kavrulmuş Espresso Çekirdek Kahve 1 Kg,1437.0,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Tek Fincanlık Türk Kahvesi 6 Gr 6 Lı,65.0,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Türk Kahvesi 100 Gr (1 adet),112.0,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Türk Kahvesi 100 Gr (25 adet),2350.0,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Türk Kahvesi Teneke 250 Gr,376.0,2026-03-21,icecek,TRY
Kurukahveci Mehmet Efendi Türk Kahvesi Teneke 500 Gr,652.5,2026-03-21,icecek,TRY
Lipton 40Gr Yeşil Çay Limon,87.5,2026-03-21,icecek,TRY
Lipton Ada Çayı 30 Gr,86.5,2026-03-21,icecek,TRY
Lipton Doğu Karadeniz 100 Lü 200 Gr Bardak Poşet Çay,298.0,2026-03-21,icecek,TRY
Lipton Doğu Karadeniz 25 Li Bardak Poşet Çay 50 Gr,96.5,2026-03-21,icecek,TRY
Lipton Doğu Karadeniz Çayı 1 Kg,354.5,2026-03-21,icecek,TRY
Lipton Doğu Karadeniz Demlik Poşet Çay 150 Lı,254.5,2026-03-21,icecek,TRY
Lipton Doğu Karadeniz Demlik Poşet Çay 48 Adet 153 Gr,130.0,2026-03-21,icecek,TRY
Lipton Doğu Karadeniz Dökme Çay 500 Gr,206.5,2026-03-21,icecek,TRY
Lipton Earl Grey Bardak Poşet Çay 100 Lü 200 Gr,324.5,2026-03-21,icecek,TRY
Lipton Earl Grey Bardak Poşet Çay 25 Li 50 Gr,118.0,2026-03-21,icecek,TRY
Lipton Earl Grey Demlik Poşet Çay 250Li,510.0,2026-03-21,icecek,TRY
Lipton Earl Grey Demlik Poşet Çay 48 Li 153 Gr,147.5,2026-03-21,icecek,TRY
Lipton Earl Grey Dökme Çay 1 Kg,393.0,2026-03-21,icecek,TRY
Lipton Earl Grey Dökme Çay 500 Gr,236.0,2026-03-21,icecek,TRY
Lipton Ekstra Dem Demlik Poşet Çay 100 Lü 320 Gr,347.0,2026-03-21,icecek,TRY
Lipton Extra Dem Dökme Çay 500 Gr,259.0,2026-03-21,icecek,TRY
Lipton Ice Tea Karpuz 330 Cc,47.5,2026-03-21,icecek,TRY
Lipton Ice Tea Light Şeftali 330 Cc,47.5,2026-03-21,icecek,TRY
Lipton Ice Tea Limon 330 Cc,47.5,2026-03-21,icecek,TRY
Lipton Ice Tea Mango 330 Cc,47.5,2026-03-21,icecek,TRY
Lipton Ice Tea Şeftali 330 Cc,47.5,2026-03-21,icecek,TRY
Lipton Ihlamur Çayı 32 Gr,86.5,2026-03-21,icecek,TRY
Lipton Kuşburnu Çayı 40 Gr,87.0,2026-03-21,icecek,TRY
Lipton Mango & Ananaslı Yeşil Çay 20 Li,87.0,2026-03-21,icecek,TRY
Lipton Papatya Çayı 30 Gr,86.5,2026-03-21,icecek,TRY
Lipton Profesyonellere Özel Harman Dökme Çay 3 Kg,1083.5,2026-03-21,icecek,TRY
Lipton Profesyonellere Özel Jumbo Demlik Poşet Çay 30X25Gr,502.5,2026-03-21,icecek,TRY
Lipton Rezene Çayı 40 Gr,87.0,2026-03-21,icecek,TRY
Lipton Sade Yeşil Çay 40 Gr,87.0,2026-03-21,icecek,TRY
Lipton Slim Plus Kayısılı Bitki Çayı 20 Li,87.0,2026-03-21,icecek,TRY
Lipton Slim Plus Kiraz Saplı Bitki Çayı 20 Li,87.0,2026-03-21,icecek,TRY
Lipton Yellow Label Bardak Poşet Çay 100 Lü 200 Gr,324.5,2026-03-21,icecek,TRY
Lipton Yellow Label Bardak Poşet Çay 25 Li 50 Gr,113.0,2026-03-21,icecek,TRY
Lipton Yellow Label Demlik Poşet Çay 100 Lü 320 Gr,297.0,2026-03-21,icecek,TRY
Lipton Yellow Label Demlik Poşet Çay 150 Adet,282.0,2026-03-21,icecek,TRY
Lipton Yellow Label Demlik Poşet Çay 250Li,511.0,2026-03-21,icecek,TRY
Lipton Yellow Label Demlik Poşet Çay 48 Li 153 Gr,147.5,2026-03-21,icecek,TRY
Lipton Yellow Label Dökme Çay 1 Kg,349.0,2026-03-21,icecek,TRY
Lipton Yellow Label Dökme Çay 500 Gr,221.0,2026-03-21,icecek,TRY
Lipton Yumuşak İçimli Yeşil Çay 20 Gr,87.0,2026-03-21,icecek,TRY
Mehmet Efendi Colombian Filtre Kahve 80 G,117.0,2026-03-21,icecek,TRY
Mehmet Efendi Kafeinsiz Türk Kahvesi 50 Gr,127.5,2026-03-21,icecek,TRY
Meysu %100 Portakal Suyu 1 Lt,124.0,2026-03-21,icecek,TRY
Meysu %100 Üzüm Suyu 1 Lt x 1 Adet,119.0,2026-03-21,icecek,TRY
Meysu %100 Üzüm Suyu 1 Lt x 12 Adet,1350.0,2026-03-21,icecek,TRY
Meysu Ananas Meyve Suyu 1 Lt,81.0,2026-03-21,icecek,TRY
Meysu Elma Meyve Suyu 1 Lt,87.5,2026-03-21,icecek,TRY
Meysu Karışık Meyve Suyu 1 Lt,81.0,2026-03-21,icecek,TRY
Meysu Kayısı Meyve Suyu 1 Litre,81.0,2026-03-21,icecek,TRY
Meysu Mango Meyve Suyu 1 Lt,79.0,2026-03-21,icecek,TRY
Meysu Meyve Suyu Kayısı 200 Ml 6 Lı Paket,114.0,2026-03-21,icecek,TRY
Meysu Meyve Suyu Şeftali 200 Ml 6 Lı Paket,114.0,2026-03-21,icecek,TRY
Meysu Meyve Suyu Vişne 200 Ml 6 Lı Paket,114.0,2026-03-21,icecek,TRY
Meysu Nar Meyve Suyu 1 Lt,81.0,2026-03-21,icecek,TRY
Meysu Şeftali Nektarı 1 Lt,81.0,2026-03-21,icecek,TRY
Meysu Vişne Meyve Suyu 1 Lt,81.0,2026-03-21,icecek,TRY
Nescafe 2 Si 1 Arada 10 Adet 10 Gr,104.0,2026-03-21,icecek,TRY
Nescafe 2 Si 1 Arada 10 Gr,14.3,2026-03-21,icecek,TRY
"Nescafe 3 Ü 1 Arada 17,5 Gr",14.3,2026-03-21,icecek,TRY
Nescafe 3 Ü 1 Arada Ekstra 10 Lu,106.5,2026-03-21,icecek,TRY
"Nescafe 3 Ü 1 Arada Ekstra 16,5 Gr",14.3,2026-03-21,icecek,TRY
Nescafe Classic Eko Paket 200 Gr,410.6,2026-03-21,icecek,TRY
Nescafe Gold 14’lü Paket 2 gr,176.0,2026-03-21,icecek,TRY
Nescafe Gold Eko 50 Gr,217.0,2026-03-21,icecek,TRY
Nescafe Gold Filtre Kahve 250 Gr,337.5,2026-03-21,icecek,TRY
Nescafe Gold Kahve 100 Gr Cam Kavanoz,515.4,2026-03-21,icecek,TRY
Nescafe Gold Kahve 100 Gr Ekonomik,283.6,2026-03-21,icecek,TRY
Nescafe Gold Kahve 200 Gr Cam Kavanoz,1023.5,2026-03-21,icecek,TRY
Nescafe Gold Kahve 200 Gr Ekonomik,527.8,2026-03-21,icecek,TRY
Nescafe Gold Kahve 900 Gr Teneke,2200.0,2026-03-21,icecek,TRY
Nescafe Klasik Kahve 1 Kg Teneke,1705.0,2026-03-21,icecek,TRY
Nescafe Klasik Kahve 100 Gr Cam Kavanoz,323.4,2026-03-21,icecek,TRY
Nescafe Klasik Kahve 100 Gr Ekonomik,247.3,2026-03-21,icecek,TRY
Nescafe Klasik Kahve 200 Gr Cam Kavanoz,536.0,2026-03-21,icecek,TRY
"Nescafe Mocha 17,9 Gr",18.0,2026-03-21,icecek,TRY
Nescafe Original 3’ü 1 Arada 10’lu Hazır Kahve,99.5,2026-03-21,icecek,TRY
"Nescafe Sütlü Köpüklü 10 X 17,4 Gr",104.0,2026-03-21,icecek,TRY
"Nescafe Sütlü Köpüklü 17,4 Gr",14.3,2026-03-21,icecek,TRY
Nescafe Xpress Americano 250 Ml,65.5,2026-03-21,icecek,TRY
Nescafe Xpress Cafe Latte 250 Ml,69.0,2026-03-21,icecek,TRY
Nescafe Xpress Çikolata 250 Ml,68.9,2026-03-21,icecek,TRY
Nescafe Xpress Latte Orijinal Tat 250 Ml,66.8,2026-03-21,icecek,TRY
Nescafe Xpress Vanilya 250 Ml,68.9,2026-03-21,icecek,TRY
Nestle Cappucino 14 Gr x 1 Adet,17.6,2026-03-21,icecek,TRY
Nestle Cappucino 14 Gr x 24 Adet,424.0,2026-03-21,icecek,TRY
Nestle Coffee Mate Kahve Kreması 170 Gr,118.5,2026-03-21,icecek,TRY
Nestle Coffee Mate Kahve Kreması 2 Kg,982.5,2026-03-21,icecek,TRY
Nestle Coffee Mate Kahve Kreması Eko 200 Gr,149.0,2026-03-21,icecek,TRY
Nestle Coffee Mate Kahve Kreması Eko 500 Gr,294.5,2026-03-21,icecek,TRY
Nestle Latte 17 Gr,18.0,2026-03-21,icecek,TRY
Nestle Nesquik Kakaolu Süt 6 X 180 Ml,150.5,2026-03-21,icecek,TRY
Nestle Salep 15 Gr,13.5,2026-03-21,icecek,TRY
"Nestle Sıcak Çikolata 18,5 gr 1 adet",16.0,2026-03-21,icecek,TRY
"Nestle Sıcak Çikolata 18,5 gr 24’lü Paket",357.0,2026-03-21,icecek,TRY
Ofçay Hazine Zengin Dem Demlik Poşet Çay 30Gr X 30 Lu,552.0,2026-03-21,icecek,TRY
Osso Dibek Kahvesi 200 Gr,98.5,2026-03-21,icecek,TRY
Osso Osmanlı Kahvesi 200 Gr,98.5,2026-03-21,icecek,TRY
Pınar Biodenge Laktozsuz Süt 1 Lt,99.5,2026-03-21,icecek,TRY
Pınar Kahveli Protein Süt 500 Ml,103.0,2026-03-21,icecek,TRY
Pınar Laktozsuz Süt 200 Ml,35.0,2026-03-21,icecek,TRY
Pınar Organik Süt 200 Ml,35.0,2026-03-21,icecek,TRY
Pınar Protein Çilekli Süt 500 Ml,103.0,2026-03-21,icecek,TRY
Pınar Protein Kakaolu Süt 500 Ml,103.0,2026-03-21,icecek,TRY
Pınar Protein Muzlu Ve Yer Fıstıklı Süt 500 Ml,103.0,2026-03-21,icecek,TRY
Pınar Protein Vanilyalı Süt 500 Ml,103.0,2026-03-21,icecek,TRY
Poli Toz İçecek Elmalı 300 Gr,54.0,2026-03-21,icecek,TRY
Poli Toz İçecek Karadut 300 Gr,54.0,2026-03-21,icecek,TRY
Poli Toz İçecek Kekik 300 Gr,54.0,2026-03-21,icecek,TRY
Poli Toz İçecek Kivi 300 Gr,54.0,2026-03-21,icecek,TRY
Poli Toz İçecek Kuşburnu 300 Gr,54.0,2026-03-21,icecek,TRY
Poli Toz İçecek Limon 300 Gr,54.0,2026-03-21,icecek,TRY
Poli Toz İçecek Nane Limon 250 Gr,50.0,2026-03-21,icecek,TRY
Poli Toz İçecek Portakal 300 Gr,54.0,2026-03-21,icecek,TRY
Poli Toz İçecek Soğuk Limon 450 Gr,111.0,2026-03-21,icecek,TRY
Poli Toz İçecek Soğuk Portakal 450 Gr,111.0,2026-03-21,icecek,TRY
Poli Toz İçecek Sütlü Muz 250 Gr,50.0,2026-03-21,icecek,TRY
Poli Toz İçecek Sütlü Salep 250 Gr,50.0,2026-03-21,icecek,TRY
Poli Toz İçecek Tarçın 300 Gr,54.0,2026-03-21,icecek,TRY
Powerade Ice Blast Enerji İçeceği Pet 500 Ml,61.0,2026-03-21,icecek,TRY
Red Bull Blue Enerji İçeceği 250 Ml,75.5,2026-03-21,icecek,TRY
Red Bull Enerji İçeceği 355 Ml,118.5,2026-03-21,icecek,TRY
Red Bull Enerji İçeceği 473 Ml,151.0,2026-03-21,icecek,TRY
Red Bull Klasik Enerji İçeceği 250 Ml,75.5,2026-03-21,icecek,TRY
Red Bull Şekersiz Enerji İçeceği 250 Ml,75.5,2026-03-21,icecek,TRY
Red Bull Summer Enerji İçeceği Şeftali 250 Ml,75.5,2026-03-21,icecek,TRY
Red Bull White Enerji İçeceği 250 Ml,75.5,2026-03-21,icecek,TRY
Red Bull Yellow Enerji İçeceği 250 Ml,75.5,2026-03-21,icecek,TRY
Schweppes Mandalina Şişe 250 Ml,62.0,2026-03-21,icecek,TRY
Sprite Teneke 250 Ml,49.0,2026-03-21,icecek,TRY
Sütaş Çilekli Süt 6 X 180 Ml,126.5,2026-03-21,icecek,TRY
Sütaş Kakaolu 6 X 180 Ml,127.5,2026-03-21,icecek,TRY
Sütaş Laktozsuz Süt 1 Lt,89.5,2026-03-21,icecek,TRY
Sütaş Muzlu Süt 6 X 180 Ml,127.5,2026-03-21,icecek,TRY
Sütaş Tam Yağlı Süt 1 Lt,91.5,2026-03-21,icecek,TRY
Sütaş Tam Yağlı Süt 6 X 180 Ml,127.5,2026-03-21,icecek,TRY
Sütaş Yarım Yağlı Süt 1 Lt,82.0,2026-03-21,icecek,TRY
Tchibo Beyaz Kağıt Filtre 4 Numara 80 Adet,171.5,2026-03-21,icecek,TRY
Tchibo Cafissimo Caffe Crema Rich Aroma 10’lu Kapsül Kahve,340.0,2026-03-21,icecek,TRY
Tchibo Gold Selection Çözünebilir Kahve 100 Gr,429.0,2026-03-21,icecek,TRY
Tchibo Gold Selection Çözünebilir Kahve Ekonomik Paket 75 g,176.0,2026-03-21,icecek,TRY
Tchibo Gold Selection Öğütülmüş Filtre Kahve 250 Gr,431.0,2026-03-21,icecek,TRY
Tchibo Privat Kaffee African Blue Öğütülmüş Filtre Kahve 250 g,749.0,2026-03-21,icecek,TRY
Tchibo Privat Kaffee Brazil Mild Öğütülmüş Filtre Kahve 250 g,750.0,2026-03-21,icecek,TRY
Tchibo Privat Kaffee Latin Grande Öğütülmüş Filtre Kahve 250 g,749.0,2026-03-21,icecek,TRY
Tchibo Türk Kahvesi 100Gr,89.0,2026-03-21,icecek,TRY
Teksüt Yarım Yağlı Süt 1 Lt,69.0,2026-03-21,icecek,TRY
Torku Kakaolu Süt 6X180 Ml,141.5,2026-03-21,icecek,TRY
Torku Muzlu Süt 6 X 180 Ml,135.0,2026-03-21,icecek,TRY
Torku Süt Yarım Yağlı 1 Lt,73.5,2026-03-21,icecek,TRY
Torku Tam Yağlı Süt 1 Lt,89.5,2026-03-21,icecek,TRY
Ülker Cafe Crown 2 Si 1 Arada Fındık,12.5,2026-03-21,icecek,TRY
Ülker Cafe Crown 2 Si 1 Arada Sade,12.5,2026-03-21,icecek,TRY
Aptamil Devam Sütü Maması No2 6-9 Ay 350 Gr,739.0,2026-03-21,anne-bebek,TRY
Dalin 3 Lü Bebek Sabunu 300 Gr,119.0,2026-03-21,anne-bebek,TRY
Dalin Bebe Yağı 300 Ml,230.5,2026-03-21,anne-bebek,TRY
Dalin Kolay Tarama Spreyi 200 Ml,198.5,2026-03-21,anne-bebek,TRY
Dalin Şampuan 200 Ml,104.5,2026-03-21,anne-bebek,TRY
Dalin Şampuan 500 Ml,196.0,2026-03-21,anne-bebek,TRY
Dalin Vazelin 100 Ml,171.0,2026-03-21,anne-bebek,TRY
Eyüp Sabri Tuncer Zeytinyağlı Bebe Şampuanı 600 Ml,320.5,2026-03-21,anne-bebek,TRY
Hero Baby Karışık Meyveli Yulaflı Kavanoz Maması 120 Gr,60.5,2026-03-21,anne-bebek,TRY
Hero Baby Mandalinalı Armutlu Kavanoz Maması 120 Gr,60.5,2026-03-21,anne-bebek,TRY
Hero Baby Sütlü Meyveli 8 Tahıllı Kaşık Maması 400 Gr,291.5,2026-03-21,anne-bebek,TRY
Hipp 1 Organik Combiotic Bebek Sütü 350 Gr,791.5,2026-03-21,anne-bebek,TRY
Hipp 2 Organik Combiotic Devam Sütü 350 Gr,791.5,2026-03-21,anne-bebek,TRY
Hipp 3 Organik Combiotic Devam Sütü 350 Gr,791.5,2026-03-21,anne-bebek,TRY
Hipp Organik 5 Tahıllı Tahıl Bazlı Ek Gıda 200 Gr,199.0,2026-03-21,anne-bebek,TRY
Hipp Organik Armut Püresi 125 Gr,110.5,2026-03-21,anne-bebek,TRY
Hipp Organik Bebek Bisküvisi 180 Gr,186.5,2026-03-21,anne-bebek,TRY
Hipp Organik Elma Püresi 125 Gr,104.5,2026-03-21,anne-bebek,TRY
Hipp Organik Erik Püresi 125 Gr,110.5,2026-03-21,anne-bebek,TRY
Hipp Organik İyi Geceler Sütlü Elmalı Tahıllı Kaşık Maması 250 Gr,223.5,2026-03-21,anne-bebek,TRY
Hipp Organik Kayısı Püresi 125 Gr,104.5,2026-03-21,anne-bebek,TRY
Hipp Organik Şeftali Püresi 125 Gr,110.5,2026-03-21,anne-bebek,TRY
Hipp Organik Yulaflı Tahıl Bazlı Ek Gıda 200 Gr,199.0,2026-03-21,anne-bebek,TRY
Johnson’s Baby Bebek Losyonu 300 Ml,302.0,2026-03-21,anne-bebek,TRY
Johnson’s Baby Bedtime Bebek Sabunu 90 Gr,59.0,2026-03-21,anne-bebek,TRY
Johnson’s Baby Bedtime Yağı 200 Ml,188.0,2026-03-21,anne-bebek,TRY
Johnson’s Baby Işıldayan Parlaklık Saç Şampuanı 750 Ml,369.0,2026-03-21,anne-bebek,TRY
Johnson’s Baby Işıldayan Parlaklık Şampuanı 500 Ml,275.0,2026-03-21,anne-bebek,TRY
Johnson’s Baby Normal Bebe Yağı 300 Ml,261.5,2026-03-21,anne-bebek,TRY
Johnson’s Baby Şampuan 750 Ml,182.0,2026-03-21,anne-bebek,TRY
Johnson’s Baby Söz Dinleyen Kolay Tarama Saç Spreyi 500 Ml,275.5,2026-03-21,anne-bebek,TRY
Johnson’s Baby Süt Sabunu 100 Gr,59.0,2026-03-21,anne-bebek,TRY
Johnson’s Bebek Nemlendirici Jel Yağ 200 Ml,360.0,2026-03-21,anne-bebek,TRY
Molfix Bebek Bezi 3 Beden Midi 68 Adet,370.5,2026-03-21,anne-bebek,TRY
Molfix Bebek Bezi 4 Beden Maxi Fırsat Paketi 60 Adet,370.5,2026-03-21,anne-bebek,TRY
Molfix Bebek Bezi 5 Beden Junior Fırsat Paketi 48 Adet,370.5,2026-03-21,anne-bebek,TRY
Molfix Bebek Bezi Junior Plus 5+ Beden 44 Adet,370.5,2026-03-21,anne-bebek,TRY
Molfix Fırsat Paket 6 Beden 38 Adet Ekstra Large,370.5,2026-03-21,anne-bebek,TRY
Molfix Junior 5 Beden Bebek Bezi 78 Adet,524.0,2026-03-21,anne-bebek,TRY
Prima Bebek Bezi Aktif Bebek 3 Beden Midi Fırsat Paketi 62 Adet,789.0,2026-03-21,anne-bebek,TRY
Prima Bebek Bezi Aktif Bebek 5 Beden Junior Fırsat Paketi 46 Adet,789.0,2026-03-21,anne-bebek,TRY
Prima Bebek Bezi Aktif Bebek 6 Beden Ekstra Large Fırsat Paketi 40 Adet,790.0,2026-03-21,anne-bebek,TRY
Prima Bebek Bezi Aktif Bebek 8 Beden Fırsat Paketi 31 Adet,789.0,2026-03-21,anne-bebek,TRY
Prima Mayo Bebek Bezi 4-5 Beden 11 Li,321.0,2026-03-21,anne-bebek,TRY
Prima Mayo Bebek Bezi 5-6 Beden 10 Lu,321.0,2026-03-21,anne-bebek,TRY
Prima Premium Care Bebek Bezi 1 Beden Ekonomik Paket 70 Adet,800.0,2026-03-21,anne-bebek,TRY
Prima Premium Care Bebek Bezi 2 Beden Mini Ekonomik Paket 60 Adet,800.0,2026-03-21,anne-bebek,TRY
Prima Premium Care Bebek Bezi 3 Beden Midi Ekonomik Paket 52 Adet,800.0,2026-03-21,anne-bebek,TRY
Prima Premium Care Bebek Bezi 4 Beden Maxi Ekonomik Paket 46 Adet,800.0,2026-03-21,anne-bebek,TRY
Prima Premium Care Bebek Bezi 5 Beden Junior Ekonomik Paket 42 Adet,800.0,2026-03-21,anne-bebek,TRY
Prima Premium Care Bebek Bezi 6 Beden Ekstra Large 35 Adet,812.0,2026-03-21,anne-bebek,TRY
Sleepy Bebek Bezi Bio Natural 4 Numara Maxi 82’li Fırsat Paket,670.0,2026-03-21,anne-bebek,TRY
Sleepy Bio Natural 2’li Fırsat Paketi Bebek Bezi 6 Numara XL 46 Adet,670.0,2026-03-21,anne-bebek,TRY
SMA 1 Optipro Bebek Sütü 400 Gr,686.0,2026-03-21,anne-bebek,TRY
SMA 1 Optipro Bebek Sütü 800 Gr,1261.0,2026-03-21,anne-bebek,TRY
SMA 2 Optipro Devam Sütü 400 Gr,686.0,2026-03-21,anne-bebek,TRY
SMA 2 Optipro Devam Sütü 800 Gr,1261.0,2026-03-21,anne-bebek,TRY
SMA 2 Optipro Probiyotikli 6-12 Ay Devam Sütü (500 Gr X 2 Paket) 1 Kg,1738.0,2026-03-21,anne-bebek,TRY
SMA 3 Optipro Devam Sütü (1-3 Yaş) Kutu 1200 Gr,1671.0,2026-03-21,anne-bebek,TRY
Uni Baby Aile Islak Mendil 3 X 52 Adet,89.5,2026-03-21,anne-bebek,TRY
Uni Baby Aile Islak Mendil 90 Lı,45.0,2026-03-21,anne-bebek,TRY
Uni Baby Bebek Kolonyası Bahar Çiçekleri 150 ml,92.5,2026-03-21,anne-bebek,TRY
Uni Baby Kolay Tarama Şampuanı 700 Ml,191.0,2026-03-21,anne-bebek,TRY
Uni Baby Şampuan 700 Ml,171.0,2026-03-21,anne-bebek,TRY
"Activex Antibakteriyel Sıvı Sabun Aktif 1,5 Lt",340.0,2026-03-21,kisisel-bakim,TRY
"Activex Hassas Antibakteriyel Sıvı Sabun 1,5 Lt",312.0,2026-03-21,kisisel-bakim,TRY
Arko Cool Tıraş Kolonyası 250 Ml,195.0,2026-03-21,kisisel-bakim,TRY
Arko Cool Tıraş Köpüğü 200 Ml,188.0,2026-03-21,kisisel-bakim,TRY
Arko Extra Sensitive Tıraş Köpüğü 200 Ml,188.0,2026-03-21,kisisel-bakim,TRY
Arko Klasik Yağlı Krem 20 Cc,45.0,2026-03-21,kisisel-bakim,TRY
Arko Krem Değerli Yağlar Serisi Avokado 60 Ml,99.5,2026-03-21,kisisel-bakim,TRY
Arko Krem Değerli Yağlar Serisi Zeytinyağlı 60 Ml,99.5,2026-03-21,kisisel-bakim,TRY
Arko Krem Nemlendirici Soft Bakım 60 Ml,84.0,2026-03-21,kisisel-bakim,TRY
Arko Krem Prebiyotik Yulaf Sütü 250Ml,188.0,2026-03-21,kisisel-bakim,TRY
Arko Men Anti-Irritation Tıraş Jeli 200 Ml,255.0,2026-03-21,kisisel-bakim,TRY
Arko Men Banyo Tıraş Bıçağı 5 Li,91.0,2026-03-21,kisisel-bakim,TRY
Arko Men Cool Tıraş Kremi 100 Gr,94.0,2026-03-21,kisisel-bakim,TRY
Arko Men Sensitive Tıraş Kremi 100 Gr,94.0,2026-03-21,kisisel-bakim,TRY
Arko Men T1 Tıraş Bıçağı 10Lu Kullan At Bıçak,169.0,2026-03-21,kisisel-bakim,TRY
Arko Nem Değerli Yağlar Avokadolu El Ve Vücut Kremi 250 Ml,188.0,2026-03-21,kisisel-bakim,TRY
