item_name,price,tarih,kategori,para_birimi
Seğmen Piknik Çilek Reçeli 100 Lü 20 Gr,326.0,2026-03-21,kahvaltilik,TRY
Seğmen Piknik Vişne Reçeli 100 Lü 20 Gr,438.0,2026-03-21,kahvaltilik,TRY
"Seğmen Sade Helva 2,5 Kg",650.0,2026-03-21,kahvaltilik,TRY
Seğmen Şeftali Marmelatı 370 Gr,72.5,2026-03-21,kahvaltilik,TRY
Seğmen Şeker İlavesiz Böğürtlen Reçeli 270 Gr,176.0,2026-03-21,kahvaltilik,TRY
Seğmen Şeker İlavesiz Vişne Reçeli 270 Gr,244.0,2026-03-21,kahvaltilik,TRY
Seğmen Tahin Kavanoz 300 Gr,105.0,2026-03-21,kahvaltilik,TRY
Seğmen Tahin Kavanoz 600 Gr,191.0,2026-03-21,kahvaltilik,TRY
Seğmen Üzüm Pekmezi 400 Gr,125.0,2026-03-21,kahvaltilik,TRY
Seğmen Üzüm Pekmezi 800 Gr,223.0,2026-03-21,kahvaltilik,TRY
Seğmen Vişne Reçeli Kavanoz 30 Gr x 1 Adet,22.5,2026-03-21,kahvaltilik,TRY
Seğmen Vişne Reçeli Kavanoz 30 Gr x 36 Adet,800.0,2026-03-21,kahvaltilik,TRY
Seğmen Vişne Reçeli Kavanoz 800 Gr,270.0,2026-03-21,kahvaltilik,TRY
Seğmen Vişne Reçeli Plastik 1 Kg,347.0,2026-03-21,kahvaltilik,TRY
Torku Antep Fıstıklı Helva 500 Gr,322.0,2026-03-21,kahvaltilik,TRY
Torku Banada Fındık Kreması 700 Gr Cam,286.5,2026-03-21,kahvaltilik,TRY
Torku Banada Krema 400 Gr,199.5,2026-03-21,kahvaltilik,TRY
Torku Fındık Ezmesi 370 Gr,222.0,2026-03-21,kahvaltilik,TRY
Torku Frema Fındık Kreması 400 Gr,135.5,2026-03-21,kahvaltilik,TRY
Torku Frema Kakaolu Fındık Kreması 1 Kg,328.5,2026-03-21,kahvaltilik,TRY
Torku Frema Kakaolu Fındık Kreması 1500 Gr,474.0,2026-03-21,kahvaltilik,TRY
Torku Harnup Keçiboynuzu Pekmezi 750 Gr,287.0,2026-03-21,kahvaltilik,TRY
Torku Kakaolu Helva 500 Gr,169.5,2026-03-21,kahvaltilik,TRY
Torku Sade Helva 500 Gr,169.5,2026-03-21,kahvaltilik,TRY
Torku Tahin Cam 600 Gr,236.5,2026-03-21,kahvaltilik,TRY
Turap Siyah Zeytin 260-320 No:7,294.0,2026-03-21,kahvaltilik,TRY
Turap Siyah Zeytin 320-360 No:5,221.0,2026-03-21,kahvaltilik,TRY
Ülker Çokokrem 400 Gr,149.5,2026-03-21,kahvaltilik,TRY
Ülker Çokokrem 950 Gr,273.0,2026-03-21,kahvaltilik,TRY
Ülker Çokokrem Tüp 40 Gr,37.5,2026-03-21,kahvaltilik,TRY
Uzungil Cevizli Yaz Helvası 375 Gr,201.0,2026-03-21,kahvaltilik,TRY
Uzungil Fıstıklı Helva 375 Gr,258.0,2026-03-21,kahvaltilik,TRY
Uzungil Harnup Pekmezi700 Gr,213.0,2026-03-21,kahvaltilik,TRY
Uzungil Kakaolu Fıstıklı Helva 375 Gr,258.0,2026-03-21,kahvaltilik,TRY
Uzungil Kakaolu Helva 40 Gr,22.0,2026-03-21,kahvaltilik,TRY
Uzungil Kakaolu Helva 500 Gr,214.0,2026-03-21,kahvaltilik,TRY
Uzungil Kakaolu Helva 80 Gr,41.0,2026-03-21,kahvaltilik,TRY
Uzungil Kakaolu Yaz Helvası 375 Gr,201.0,2026-03-21,kahvaltilik,TRY
Uzungil Meyveli Yazlık Helva 375 Gr,164.0,2026-03-21,kahvaltilik,TRY
Uzungil Pekmez 1 Kg,306.0,2026-03-21,kahvaltilik,TRY
Uzungil Pekmez 650Gr Pet,213.0,2026-03-21,kahvaltilik,TRY
Uzungil Pekmez 700 Gr,239.0,2026-03-21,kahvaltilik,TRY
Uzungil Sade Helva 40 Gr,22.0,2026-03-21,kahvaltilik,TRY
Uzungil Sade Helva 500 Gr,214.0,2026-03-21,kahvaltilik,TRY
Uzungil Tahin 500Gr Pet,244.0,2026-03-21,kahvaltilik,TRY
Uzungil Tahin 550 Gr,266.0,2026-03-21,kahvaltilik,TRY
Uzungil Tahin 760 Gr,366.0,2026-03-21,kahvaltilik,TRY
Barbie Candy Phone Sakızlı Oyuncak Telefon 90 Gr,121.5,2026-03-21,atistirmalik,TRY
Biscolata Sütlü Stix 40 Gr,40.0,2026-03-21,atistirmalik,TRY
Bounty Hindistan Cevizli 57 Gr Çikolata,64.5,2026-03-21,atistirmalik,TRY
Canlı Anadolu Saray Helvası 400Gr,129.5,2026-03-21,atistirmalik,TRY
Elit Bohem Karışık Madlen Çikolata 400 Gr,696.0,2026-03-21,atistirmalik,TRY
Elit Çikolata Beyoğlu 27Gr,56.0,2026-03-21,atistirmalik,TRY
Elit Çikolata Bohem 175 Gr,374.5,2026-03-21,atistirmalik,TRY
Elit Çikolata Chooeggy 200 Gr,318.0,2026-03-21,atistirmalik,TRY
Elit Çikolata Şemsiye 30Gr,48.0,2026-03-21,atistirmalik,TRY
Eti Antep Fıstıklı Kare Çikolata 60 Gr,100.5,2026-03-21,atistirmalik,TRY
Eti Balık Kraker 85 Gr,27.5,2026-03-21,atistirmalik,TRY
Eti Balık Kraker Mısırlı 70 Gr,29.0,2026-03-21,atistirmalik,TRY
Eti Benimo Lokmalık 3 Lü 240 Gr,109.5,2026-03-21,atistirmalik,TRY
Eti Benimo Lokmalık Bisküvi 80 Gr,39.5,2026-03-21,atistirmalik,TRY
Eti Bidolu Fındık Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,44.0,2026-03-21,atistirmalik,TRY
Eti Bidolu Kakao Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,44.0,2026-03-21,atistirmalik,TRY
Eti Browni Çikolatalı 50 Gr,33.5,2026-03-21,atistirmalik,TRY
Eti Browni Gold Çikolata Soslu Çikolatalı Kek 45 Gr,20.5,2026-03-21,atistirmalik,TRY
Eti Browni Gold Kakao Soslu Çikolatalı Kek 9 Lu 180 Gr,81.0,2026-03-21,atistirmalik,TRY
Eti Browni Gold Vişne Soslu Çikolatalı Kek 45 Gr,20.5,2026-03-21,atistirmalik,TRY
Eti Browni İntense Çikolatalı Kek 160 Gr,109.5,2026-03-21,atistirmalik,TRY
Eti Browni Klasik Çikolatalı Fındıklı Kek 40 Gr,20.5,2026-03-21,atistirmalik,TRY
Eti Burçak Bisküvi 100 Gr,34.5,2026-03-21,atistirmalik,TRY
Eti Burçak Bisküvi 131 Gr,34.5,2026-03-21,atistirmalik,TRY
Eti Burçak Bisküvi 3 Lü 393 Gr,80.0,2026-03-21,atistirmalik,TRY
Eti Burçak Çikolatalı Bisküvi 114 Gr,52.5,2026-03-21,atistirmalik,TRY
Eti Burçak Kurabiye Kakaolu 198 Gr,80.5,2026-03-21,atistirmalik,TRY
Eti Burçak Sultani Bisküvi 123 Gr,34.5,2026-03-21,atistirmalik,TRY
Eti Burçak Sultani Üzümlü Kepekli Bisküvi 3 Lü 369 Gr,88.0,2026-03-21,atistirmalik,TRY
Eti Burçak Sütlü Kakao Kremalı 100 Gr,34.5,2026-03-21,atistirmalik,TRY
Eti Burçak Sütlü Kremalı Bisküvi 3 Lü 300 Gr,92.0,2026-03-21,atistirmalik,TRY
Eti Burçak Yulaflı Bisküvi 125 Gr,34.5,2026-03-21,atistirmalik,TRY
Eti Burçak Yulaflı Bisküvi 3 Lü 375 Gr,88.0,2026-03-21,atistirmalik,TRY
Eti Canga Yer Fıstıklı Karamelli Nuga Bar 45 Gr,32.0,2026-03-21,atistirmalik,TRY
Eti Cicibebe 400 Gr,112.5,2026-03-21,atistirmalik,TRY
Eti Çikolata İçibol %27 Antep Fıstıklı 30 Gr,72.0,2026-03-21,atistirmalik,TRY
Eti Çikolatalı Gofret 34 Gr,19.0,2026-03-21,atistirmalik,TRY
Eti Cin Çilek Soslu Bisküvi 25 Gr,7.5,2026-03-21,atistirmalik,TRY
Eti Cin Lokmalık 114 Gr,34.0,2026-03-21,atistirmalik,TRY
Eti Cin Lokmalık 342 Gr,91.5,2026-03-21,atistirmalik,TRY
Eti Cin Portakal Soslu Bisküvi 13 Lü 325 Gr,80.0,2026-03-21,atistirmalik,TRY
Eti Cin Portakal Soslu Bisküvi 25 Gr,7.5,2026-03-21,atistirmalik,TRY
Eti Crax Baharatlı Çubuk Kraker 175 Gr,50.0,2026-03-21,atistirmalik,TRY
Eti Crax Baharatlı Çubuk Kraker 80 Gr,25.0,2026-03-21,atistirmalik,TRY
Eti Crax Çubuk Kraker 85 Gr,16.0,2026-03-21,atistirmalik,TRY
Eti Crax Patlayan Lezzet Acı Baharatlı Kraker 50 Gr – 1 adet,27.5,2026-03-21,atistirmalik,TRY
Eti Crax Patlayan Lezzet Acı Baharatlı Kraker 50 Gr – 20 adet,530.0,2026-03-21,atistirmalik,TRY
Eti Crax Patlayan Lezzet Limon Acı Biberli Kraker 50 Gr,26.5,2026-03-21,atistirmalik,TRY
Eti Crax Peynirli Çubuk Kraker 175 Gr,50.0,2026-03-21,atistirmalik,TRY
Eti Crax Peynirli Çubuk Kraker 80 Gr,25.0,2026-03-21,atistirmalik,TRY
Eti Çubuk Kraker 40 Gr,7.5,2026-03-21,atistirmalik,TRY
Eti Etimek Form Kızarmış Ekmek 138 Gr,81.5,2026-03-21,atistirmalik,TRY
Eti Etimek Klasik Kızarmış Ekmek 143 Gr,61.0,2026-03-21,atistirmalik,TRY
Eti Etimek Tuzsuz Kızarmış Ekmek 148 Gr,61.0,2026-03-21,atistirmalik,TRY
Eti Finger Bisküvi 900 Gr,183.0,2026-03-21,atistirmalik,TRY
Eti Fındıklı Kurabiye 198 Gr,78.5,2026-03-21,atistirmalik,TRY
Eti Form Bisküvi Kepekli 45 Gr,18.0,2026-03-21,atistirmalik,TRY
Eti Form Bitter Çikolata Kaplı Lifli Bisküvi 50 Gr,48.5,2026-03-21,atistirmalik,TRY
Eti Form Limon Lifli Kepekli Bisküvi 50 Gr,25.0,2026-03-21,atistirmalik,TRY
Eti Form Tahıllı Buğday Patlağı 41 Gr,32.5,2026-03-21,atistirmalik,TRY
Eti Gong Mısır Ve Pirinç Patlağı 64 Gr,33.0,2026-03-21,atistirmalik,TRY
Eti Gong Peynirli Acılı Pirinç Patlağı 68 Gr,41.0,2026-03-21,atistirmalik,TRY
Eti Gong Pops Baharat Çeşnili Mısır Ve Pirinç Patlağı 80 Gr,59.0,2026-03-21,atistirmalik,TRY
Eti Gong Pops Mısır Ve Pirinç Patlağı 80 Gr,59.0,2026-03-21,atistirmalik,TRY
Eti Hoşbeş Çilekli Gofret 142 Gr,74.5,2026-03-21,atistirmalik,TRY
Eti Hoşbeş Fındık Kremalı Gofret 70 Gr,41.5,2026-03-21,atistirmalik,TRY
Eti Hoşbeş Fındıklı Gofret 142 Gr,74.5,2026-03-21,atistirmalik,TRY
Eti Hoşbeş Hindistan Cevizli Gofret 142 Gr,74.5,2026-03-21,atistirmalik,TRY
Eti Hoşbeş Hindistan Cevizli Gofret 70 Gr,41.5,2026-03-21,atistirmalik,TRY
Eti Hoşbeş Kakaolu Gofret 142 Gr,74.5,2026-03-21,atistirmalik,TRY
Eti Hoşbeş Kakaolu Gofret 70 Gr,41.5,2026-03-21,atistirmalik,TRY
Eti Hoşbeş Muzlu Gofret 120 Gr,74.5,2026-03-21,atistirmalik,TRY
Eti Karam %27 Antep Fıstıklı Bitter Çikolata 28 Gr,72.0,2026-03-21,atistirmalik,TRY
Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 1 adet,78.5,2026-03-21,atistirmalik,TRY
Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 10 adet,781.0,2026-03-21,atistirmalik,TRY
Eti Karam Bitter %45 Kakaolu Kare Çikolata 60 Gr,80.5,2026-03-21,atistirmalik,TRY
Eti Karam Bitter %54 Kakaolu Antep Fıstıklı 60 Gr,101.0,2026-03-21,atistirmalik,TRY
Eti Karam Bitter %70 Kakaolu Çikolata 60 Gr,78.5,2026-03-21,atistirmalik,TRY
Eti Karam Gofret 50 Gr,39.0,2026-03-21,atistirmalik,TRY
Eti Kremalı Bisküvi 61 Gr,18.0,2026-03-21,atistirmalik,TRY
Eti Kremalı Bisküvi Çilekli 61 Gr,18.0,2026-03-21,atistirmalik,TRY
Eti Kremalı Bisküvi Fındıklı 61 Gr,18.0,2026-03-21,atistirmalik,TRY
Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr,43.5,2026-03-21,atistirmalik,TRY
Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr x 12 Adet,509.0,2026-03-21,atistirmalik,TRY
Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr,43.5,2026-03-21,atistirmalik,TRY
Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr x 12 Adet,509.0,2026-03-21,atistirmalik,TRY
Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr,43.5,2026-03-21,atistirmalik,TRY
Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr x 12 Adet,509.0,2026-03-21,atistirmalik,TRY
Eti Maximus Loading Bar 50 Gr,29.0,2026-03-21,atistirmalik,TRY
Eti Mini Pop Kek Bitter Çikolatalı 162 Gr,74.0,2026-03-21,atistirmalik,TRY
Eti Petit Beurre Bisküvi 2 Li 400 Gr,76.5,2026-03-21,atistirmalik,TRY
Eti Petit Beurre Bisküvi Kakaolu 2 Li 370 Gr,76.5,2026-03-21,atistirmalik,TRY
Eti Petito Ayıcık Mini Sütlü Çikolata 32 G,51.0,2026-03-21,atistirmalik,TRY
Eti Petito Ayıcık Mini Sütlü Çikolata 72 G,117.0,2026-03-21,atistirmalik,TRY
Eti Petito Sütlü Çikolata 18 Gr,24.0,2026-03-21,atistirmalik,TRY
Eti Pizza Kraker 76 Gr,21.0,2026-03-21,atistirmalik,TRY
Eti Popkek Hindistan Cevizli Kek 180 Gr,75.0,2026-03-21,atistirmalik,TRY
Eti Popkek Kakao Kaplamalı Mini Kek 180 Gr,75.0,2026-03-21,atistirmalik,TRY
Eti Popkek Kakaolu Kek 60 Gr,20.5,2026-03-21,atistirmalik,TRY
Eti Popkek Limon Kaplamalı Mini Kek 180 Gr,75.0,2026-03-21,atistirmalik,TRY
Eti Popkek Limonlu Kek 60 Gr,20.5,2026-03-21,atistirmalik,TRY
Eti Popkek Muzlu Kek 60 Gr,20.5,2026-03-21,atistirmalik,TRY
Eti Popkek Muzlu Mini Kek 180 Gr,75.0,2026-03-21,atistirmalik,TRY
Eti Popkek Portakallı Kek 60 Gr,20.5,2026-03-21,atistirmalik,TRY
Eti Popkek Vişneli Kek 60 Gr,20.5,2026-03-21,atistirmalik,TRY
Eti Puf Hindistan Cevizli 16 Gr,8.0,2026-03-21,atistirmalik,TRY
Eti Puf Kakaolu 18 Gr,8.0,2026-03-21,atistirmalik,TRY
Eti Puf Renkli 18 Gr (Adet),8.0,2026-03-21,atistirmalik,TRY
Eti Susamlı Çubuk Kraker 120 Gr,37.0,2026-03-21,atistirmalik,TRY
Eti Susamlı Çubuk Kraker 56 Gr,18.5,2026-03-21,atistirmalik,TRY
Eti Sütlü Çubuk Çikolata 34 Gr,43.5,2026-03-21,atistirmalik,TRY
Eti Tartini Frambuazlı Turta 114 Gr,53.0,2026-03-21,atistirmalik,TRY
Eti Topkek Çilekli Kek 40 Gr,16.5,2026-03-21,atistirmalik,TRY
Eti Topkek Kakaolu Kek 35 Gr,16.5,2026-03-21,atistirmalik,TRY
Eti Topkek Meyveli Kek 40 Gr,16.5,2026-03-21,atistirmalik,TRY
Eti Tutku Kakao Kremalı Mozaik Bisküvi 100 Gr,35.5,2026-03-21,atistirmalik,TRY
Eti Tutku Kakao Kremalı Mozaik Bisküvi 150 Gr,49.5,2026-03-21,atistirmalik,TRY
Eti Tutku Kakao Kremalı Mozaik Bisküvi 210 Gr,68.5,2026-03-21,atistirmalik,TRY
Eti Tutku Kakao Kremalı Mozaik Bisküvi Bold 138 Gr,49.5,2026-03-21,atistirmalik,TRY
Eti Uzun Çikolata Keyfi Antep Fıstıklı 34 Gr,53.5,2026-03-21,atistirmalik,TRY
Eti Yeni Gold Antep Fıstıklı Kare Çikolata 60 Gr,123.5,2026-03-21,atistirmalik,TRY
Falım 5’li Damla Aromalı Sakız 35 gr,50.5,2026-03-21,atistirmalik,TRY
Falım Çilek Aromalı Şekersiz Sakız 100 Adet,186.5,2026-03-21,atistirmalik,TRY
Falım Damla Sakızı Aromalı Şekersiz Sakız 5’li,11.0,2026-03-21,atistirmalik,TRY
Falım Damla Tekli Sakız 100 Ad.,186.5,2026-03-21,atistirmalik,TRY
Falım Karışık Meyve Aromalı Şekersiz Sakız 100 Adet,186.5,2026-03-21,atistirmalik,TRY
Falım Nane Aromalı Şekersiz Sakız 7gr x 5 Adet,48.0,2026-03-21,atistirmalik,TRY
"First Çilek Aromalı Sakız 13,5 Gr",18.5,2026-03-21,atistirmalik,TRY
First Sensations Çilek Aromalı Sakız 27 Gr,48.5,2026-03-21,atistirmalik,TRY
First Sensations Damla Sakızı Aromalı Sakız 27 Gr,48.5,2026-03-21,atistirmalik,TRY
First Sensations Karpuz Aromalı Sakız 27 Gr,48.5,2026-03-21,atistirmalik,TRY
First Sensations Nane Aromalı Sakız 27 Gr,48.5,2026-03-21,atistirmalik,TRY
First Sensations Tropikal Meyve Aromalı Sakız 27 Gr,48.5,2026-03-21,atistirmalik,TRY
First Sensations Yeşil Nane Aromalı Sakız 27 Gr,48.5,2026-03-21,atistirmalik,TRY
First X-Fresh Şeftali Karpuz Aromalı Sakız 27 G,48.5,2026-03-21,atistirmalik,TRY
Haribo 45Gr Roulette,29.0,2026-03-21,atistirmalik,TRY
Haribo Altın Ayıcık Şekerleme 80 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Berries Şekerleme 80 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Chammallows Pembe Beyaz Marshmallow 70 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Chammallows Rubino Marshmallow 70 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Chammalow Klasik 150 Gr,81.0,2026-03-21,atistirmalik,TRY
Haribo Diş Şekerleme 80 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Fizz Mix Şekerleme 70 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Happy Cola Şekerleme 160 Gr,87.5,2026-03-21,atistirmalik,TRY
Haribo Happy Cola Şekerleme 80 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Phantasia Şekerleme 80 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Solucan Şekerleme 160 Gr,87.5,2026-03-21,atistirmalik,TRY
Haribo Solucan Şekerleme 80 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Starmix Şekerleme 160 Gr,54.5,2026-03-21,atistirmalik,TRY
Haribo Starmix Şekerleme 80 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Taş Kola Şekerleme 175 Gr,120.5,2026-03-21,atistirmalik,TRY
Haribo Tropik Meyve Şekerleme 80 Gr,51.0,2026-03-21,atistirmalik,TRY
Haribo Worms Fizz Solucan Şekerleme 70 Gr,40.5,2026-03-21,atistirmalik,TRY
Kent Missbon Çilekli Elmalı Şeker 43 Gr,27.5,2026-03-21,atistirmalik,TRY
Kent Missbon Kahveli 43 Gr,28.5,2026-03-21,atistirmalik,TRY
Kent Olips Nane 28 Gr,28.0,2026-03-21,atistirmalik,TRY
Kent Tipitip Karikatürlü Sakız 27 Gr,44.0,2026-03-21,atistirmalik,TRY
Kent Tipitip Sakız 27 Gr,44.0,2026-03-21,atistirmalik,TRY
Kent Tofita Portakal Aromalı Şeker 47 Gr,28.0,2026-03-21,atistirmalik,TRY
Kent Tofita Vişne Aromalı Şeker 47 Gr,28.0,2026-03-21,atistirmalik,TRY
Kinder Joy T1 Erkeklere Özel 20 Gr,53.0,2026-03-21,atistirmalik,TRY
Kinder Joy T1 Kızlara Özel 20 G,55.5,2026-03-21,atistirmalik,TRY
Koska Krokan Fındık 30Gr,81.5,2026-03-21,atistirmalik,TRY
Koska Krokan Fıstık 30Gr,145.5,2026-03-21,atistirmalik,TRY
Mars Çikolata 51 Gr,50.0,2026-03-21,atistirmalik,TRY
Mentos Karışık Meyve Aromalı Şeker,31.0,2026-03-21,atistirmalik,TRY
Mentos Nane Aromalı Şeker 20 Adet,32.5,2026-03-21,atistirmalik,TRY
Milka Fındıklı Sütlü Tablet Çikolata 80 Gr,100.5,2026-03-21,atistirmalik,TRY
Milka Sütlü Tablet Çikolata 80 Gr,100.5,2026-03-21,atistirmalik,TRY
Milka Üzümlü Fındıklı Tablet Çikolata 80 Gr,100.5,2026-03-21,atistirmalik,TRY
Mixmey Meyve Bar Elma + Hurma 20Gr,37.0,2026-03-21,atistirmalik,TRY
Mixmey Meyve Barı Çilek 20 Gr,38.5,2026-03-21,atistirmalik,TRY
Mixmey Meyve Barı Elma + Böğürtlen 20Gr,37.0,2026-03-21,atistirmalik,TRY
Mixmey Meyve Barı Elma + Erik 20Gr,37.0,2026-03-21,atistirmalik,TRY
Mixmey Meyve Barı Elma + Şeftali 20Gr,37.0,2026-03-21,atistirmalik,TRY
Mixmey Meyve Barı Elma + Vişne 20Gr,37.0,2026-03-21,atistirmalik,TRY
Natur Bitkisel Zencefilli Limonlu Seker 65 Gr,73.0,2026-03-21,atistirmalik,TRY
Natur Bitkisel Zencefilli Naneli Seker 65 Gr,73.0,2026-03-21,atistirmalik,TRY
Nestle 1927 %82 Kakao Bitter Çikolata 60 Gr,118.5,2026-03-21,atistirmalik,TRY
Nestle 1927 Bol Sütlü Kare Çikolata 65 Gr,104.0,2026-03-21,atistirmalik,TRY
Nestle 1927 Ekstra Bitter Çikolata 60 Gr,104.0,2026-03-21,atistirmalik,TRY
Nestle Çıtır Gofret 27 Gr,12.0,2026-03-21,atistirmalik,TRY
Nestlé Classic Bitter Çikolata Kare 60 Gr,73.0,2026-03-21,atistirmalik,TRY
Nestle Damak Antep Fıstıklı Çikolata 70 Gr,133.0,2026-03-21,atistirmalik,TRY
Nestle Damak Baklavalı 60 Gr Yepyeni Bir Efsane,87.0,2026-03-21,atistirmalik,TRY
Nestle Damak Baton Çikolata 30 Gr,53.5,2026-03-21,atistirmalik,TRY
Nestle Damak Gece %55 Kakao 60 Gr,110.5,2026-03-21,atistirmalik,TRY
Nestle Damak İnci Antep Fıstıklı Beyaz Çikolata 60 Gr,103.5,2026-03-21,atistirmalik,TRY
Nestle Damak İnci Baton Çikolata 30 Gr,53.0,2026-03-21,atistirmalik,TRY
Nestle Damak Kare Antep Fıstıklı Çikolata 60 Gr,86.5,2026-03-21,atistirmalik,TRY
Nestle Gofret 27Gr Crunc,27.5,2026-03-21,atistirmalik,TRY
Nestle Kare 60Gr Fıstıklı,103.5,2026-03-21,atistirmalik,TRY
Nestle Kitkat Çikolata 38 Gr,34.0,2026-03-21,atistirmalik,TRY
Nestle Klasik Sütlü Kare Çikolata 60 Gr,73.0,2026-03-21,atistirmalik,TRY
"Nestle Nesfit Bitter Çikolata Bar 23,5 Gr",26.0,2026-03-21,atistirmalik,TRY
"Nestle Nesfit Çilekli Çikolata Bar 23,5 Gr",26.0,2026-03-21,atistirmalik,TRY
"Nestle Nesfit Karamelli Çikolata Bar 23,5 Gr",25.5,2026-03-21,atistirmalik,TRY
"Nestle Nesfit Kırmızı Meyveli Çikolata Bar 23,5 Gr",37.0,2026-03-21,atistirmalik,TRY
"Nestle Nesquik Gofret Sütlü Çikolata 26,7 Gr",21.0,2026-03-21,atistirmalik,TRY
Nestle Nesquik Kakaolu Tam Tahıllı Bar 25 Gr,27.0,2026-03-21,atistirmalik,TRY
Nestle Sütlü Çikolata Baton 30 Gr,43.0,2026-03-21,atistirmalik,TRY
Oneo Slims 60Dk.Nane 14Grx27X6,29.0,2026-03-21,atistirmalik,TRY
Oreo Bisküvi 220Gr 12Lı,121.5,2026-03-21,atistirmalik,TRY
Ozmo Mini Eggs 154 G Poşet,197.0,2026-03-21,atistirmalik,TRY
Polo Sparmint Tube 34Gr,29.5,2026-03-21,atistirmalik,TRY
Rocco Rengarenk 33Gr,33.0,2026-03-21,atistirmalik,TRY
Snickers Bar Çikolata 50 Gr,50.0,2026-03-21,atistirmalik,TRY
Şölen Biscolata Mood Bisküvi 125 Gr,84.5,2026-03-21,atistirmalik,TRY
Şölen Biscolata Mood Bitter Bisküvi 125 Gr,86.0,2026-03-21,atistirmalik,TRY
Şölen Biscolata Mood Sütlü Bisküvi 40 Gr,34.0,2026-03-21,atistirmalik,TRY
Şölen Biscolata Pia Çikolatalı 100 Gr,79.0,2026-03-21,atistirmalik,TRY
Şölen Biscolata Pia Frambuazlı 100 Gr,79.0,2026-03-21,atistirmalik,TRY
Şölen Biscolata Pia Portakallı 100 Gr,79.0,2026-03-21,atistirmalik,TRY
Şölen Biscolata Starz Bitter Bisküvi 82 Gr,37.0,2026-03-21,atistirmalik,TRY
Şölen Biscolata Starz Sütlü Bisküvi 82 Gr,37.0,2026-03-21,atistirmalik,TRY
Şölen Biscolata Veni Çikolatalı Gofret 110 Gr,50.5,2026-03-21,atistirmalik,TRY
Şölen Biscolata Veni Fındıklı Gofret 110,50.5,2026-03-21,atistirmalik,TRY
Şölen Boombastic Fantastik Bar,28.0,2026-03-21,atistirmalik,TRY
Şölen Boombastic Kek Bar 40 Gr,28.0,2026-03-21,atistirmalik,TRY
Şölen Chocodans Tüm Fındıklı Karamelli Çikolata 125 Gr,95.0,2026-03-21,atistirmalik,TRY
Şölen Greta Mevsim Yeşillikli Kraker 120 Gr,60.5,2026-03-21,atistirmalik,TRY
Şölen Greta Zeytinli Ve Dağ Kekikli Kraker 120 Gr,60.5,2026-03-21,atistirmalik,TRY
Şölen Hoppo Bardak Bisküvi 90 Gr,69.0,2026-03-21,atistirmalik,TRY
Şölen Luppo Kakaolu Sandviç Kek 184 Gr,95.0,2026-03-21,atistirmalik,TRY
Şölen Luppo Karamelli Sandviç Kek 182 Gr,95.0,2026-03-21,atistirmalik,TRY
Şölen Luppo Sütlü Sandviç Kek 184 Gr,95.0,2026-03-21,atistirmalik,TRY
Şölen Nutymax Antep Fıstıklı Kremalı Çikolata 44 Gr,44.0,2026-03-21,atistirmalik,TRY
Şölen Nutymax Fındıklı Kremalı Çikolata 44 Gr,44.0,2026-03-21,atistirmalik,TRY
Şölen Ozmo 40Gr Hoppo,34.0,2026-03-21,atistirmalik,TRY
Şölen Ozmo Burger 36 Gr,34.0,2026-03-21,atistirmalik,TRY
Şölen Ozmo Cornet 25 Gr,20.5,2026-03-21,atistirmalik,TRY
Şölen Ozmo Cornet Çikolata 25 Gr,20.0,2026-03-21,atistirmalik,TRY
Şölen Ozmo Cornet Çok Al Az Öde 100 Gr,74.0,2026-03-21,atistirmalik,TRY
Şölen Ozmo Egg Çikolatalı Yumurta 20 Gr,53.0,2026-03-21,atistirmalik,TRY
Şölen Ozmo Fun Figürlü Çikolata 23 Gr,34.0,2026-03-21,atistirmalik,TRY
Şölen Ozmo Hoppo Çilekli Bisküvi 40 Gr,34.0,2026-03-21,atistirmalik,TRY
Şölen Ozmo Krem Tüp Kakaolu Fındık Kreması 35 Gr,34.0,2026-03-21,atistirmalik,TRY
Şölen Ozmo Popsy Renkli Çikolatalı Draje 3 Lü 24 Gr,96.5,2026-03-21,atistirmalik,TRY
Tadelle King Size Fındıklı Çikolata 52 Gr,70.5,2026-03-21,atistirmalik,TRY
Tadelle Sütlü Şekersiz Çikolata 20 Gr,45.5,2026-03-21,atistirmalik,TRY
