tarih,kategori,urun_adi,fiyat,para_birimi
2026-04-20,kahvaltilik,Seğmen Gül Reçeli Kavanoz 800 Gr,148.00,TRY
2026-04-20,kahvaltilik,Seğmen Harnup Pekmezi Kavanoz 800 Gr,195.00,TRY
2026-04-20,kahvaltilik,Seğmen İncir Reçeli Kavanoz 800 Gr,176.00,TRY
2026-04-20,kahvaltilik,Seğmen Kakaolu Tahin Helvası 80 Gr,26.00,TRY
2026-04-20,kahvaltilik,Seğmen Karadut Reçeli Kavanoz 800 Gr,194.00,TRY
2026-04-20,kahvaltilik,Seğmen Karadut Reçeli Plastik 1 Kg,235.00,TRY
2026-04-20,kahvaltilik,Seğmen Kayısı Reçeli 1 Kg,193.00,TRY
2026-04-20,kahvaltilik,Seğmen Kızılcık Marmelatı 370 Gr,100.50,TRY
2026-04-20,kahvaltilik,Seğmen Kuşburnu Marmelatı 750 Gr,158.00,TRY
2026-04-20,kahvaltilik,Seğmen Organik Çilek Reçeli 270 Gr,179.00,TRY
2026-04-20,kahvaltilik,Seğmen Piknik Çilek Reçeli 100 Lü 20 Gr,369.00,TRY
2026-04-20,kahvaltilik,Seğmen Piknik Vişne Reçeli 100 Lü 20 Gr,495.00,TRY
2026-04-20,kahvaltilik,"Seğmen Sade Helva 2,5 Kg",654.00,TRY
2026-04-20,kahvaltilik,Seğmen Şeftali Marmelatı 370 Gr,73.00,TRY
2026-04-20,kahvaltilik,Seğmen Şeker İlavesiz Böğürtlen Reçeli 270 Gr,191.00,TRY
2026-04-20,kahvaltilik,Seğmen Şeker İlavesiz Vişne Reçeli 270 Gr,259.00,TRY
2026-04-20,kahvaltilik,Seğmen Tahin Kavanoz 300 Gr,107.00,TRY
2026-04-20,kahvaltilik,Seğmen Tahin Kavanoz 600 Gr,199.00,TRY
2026-04-20,kahvaltilik,Seğmen Üzüm Pekmezi 400 Gr,132.00,TRY
2026-04-20,kahvaltilik,Seğmen Üzüm Pekmezi 800 Gr,238.00,TRY
2026-04-20,kahvaltilik,Seğmen Vişne Reçeli Kavanoz 800 Gr,299.00,TRY
2026-04-20,kahvaltilik,Seğmen Vişne Reçeli Plastik 1 Kg,376.00,TRY
2026-04-20,kahvaltilik,Torku Antep Fıstıklı Helva 500 Gr,324.50,TRY
2026-04-20,kahvaltilik,Torku Banada Fındık Kreması 700 Gr Cam,288.50,TRY
2026-04-20,kahvaltilik,Torku Banada Krema 400 Gr,227.50,TRY
2026-04-20,kahvaltilik,Torku Frema Fındık Kreması 400 Gr,136.50,TRY
2026-04-20,kahvaltilik,Torku Frema Kakaolu Fındık Kreması 1 Kg,331.00,TRY
2026-04-20,kahvaltilik,Torku Frema Kakaolu Fındık Kreması 1500 Gr,504.00,TRY
2026-04-20,kahvaltilik,Torku Harnup Keçiboynuzu Pekmezi 750 Gr,289.00,TRY
2026-04-20,kahvaltilik,Torku Kakaolu Helva 500 Gr,171.00,TRY
2026-04-20,kahvaltilik,Torku Sade Helva 500 Gr,171.00,TRY
2026-04-20,kahvaltilik,Torku Tahin Cam 600 Gr,238.50,TRY
2026-04-20,kahvaltilik,Turap Siyah Zeytin 320-360 No:5,223.00,TRY
2026-04-20,kahvaltilik,Ülker Çokokrem 400 Gr,150.50,TRY
2026-04-20,kahvaltilik,Ülker Çokokrem 950 Gr,303.50,TRY
2026-04-20,kahvaltilik,Ülker Çokokrem Tüp 40 Gr,37.50,TRY
2026-04-20,kahvaltilik,Uzungil Cevizli Yaz Helvası 375 Gr,202.00,TRY
2026-04-20,kahvaltilik,Uzungil Fıstıklı Helva 375 Gr,260.00,TRY
2026-04-20,kahvaltilik,Uzungil Harnup Pekmezi700 Gr,214.00,TRY
2026-04-20,kahvaltilik,Uzungil Kakaolu Fıstıklı Helva 375 Gr,260.00,TRY
2026-04-20,kahvaltilik,Uzungil Kakaolu Helva 40 Gr,22.00,TRY
2026-04-20,kahvaltilik,Uzungil Kakaolu Helva 500 Gr,216.00,TRY
2026-04-20,kahvaltilik,Uzungil Kakaolu Helva 80 Gr,41.50,TRY
2026-04-20,kahvaltilik,Uzungil Kakaolu Yaz Helvası 375 Gr,202.00,TRY
2026-04-20,kahvaltilik,Uzungil Meyveli Yazlık Helva 375 Gr,166.00,TRY
2026-04-20,kahvaltilik,Uzungil Pekmez 1 Kg,308.00,TRY
2026-04-20,kahvaltilik,Uzungil Pekmez 650Gr Pet,214.00,TRY
2026-04-20,kahvaltilik,Uzungil Pekmez 700 Gr,241.00,TRY
2026-04-20,kahvaltilik,Uzungil Sade Helva 40 Gr,22.00,TRY
2026-04-20,kahvaltilik,Uzungil Sade Helva 500 Gr,216.00,TRY
2026-04-20,kahvaltilik,Uzungil Tahin 500Gr Pet,246.00,TRY
2026-04-20,kahvaltilik,Uzungil Tahin 550 Gr,268.00,TRY
2026-04-20,kahvaltilik,Uzungil Tahin 760 Gr,369.00,TRY
2026-04-20,atistirmalik,Antep Fıstığı Naturel 1000 Gr,2030.00,TRY
2026-04-20,atistirmalik,Antep Fıstığı Naturel 250 Gr,512.50,TRY
2026-04-20,atistirmalik,Antep Fıstığı Naturel 500 Gr,1020.00,TRY
2026-04-20,atistirmalik,Antep Fıstığı Naturel 750 Gr,1540.00,TRY
2026-04-20,atistirmalik,Ay Çekirdek Dakota Çiğ 1 Kg,203.00,TRY
2026-04-20,atistirmalik,Ay Çekirdek Dakota Tuzlu 1 Kg,203.00,TRY
2026-04-20,atistirmalik,Badem Kavrulmuş 1 Kg,948.00,TRY
2026-04-20,atistirmalik,Barbie Candy Phone Sakızlı Oyuncak Telefon 90 Gr,122.50,TRY
2026-04-20,atistirmalik,Beyaz Leblebi1 Kg,274.00,TRY
2026-04-20,atistirmalik,Biscolata Sütlü Stix 40 Gr,40.00,TRY
2026-04-20,atistirmalik,Bounty Hindistan Cevizli 57 Gr Çikolata,65.00,TRY
2026-04-20,atistirmalik,Canlı Anadolu Saray Helvası 400Gr,130.50,TRY
2026-04-20,atistirmalik,Ceviz İçi Lüx 1 Kg,956.00,TRY
2026-04-20,atistirmalik,Ceviz Kabuklu 1 Kg,339.00,TRY
2026-04-20,atistirmalik,Cevizli Sucuk 1 Kg,362.00,TRY
2026-04-20,atistirmalik,Çiğ Badem İçi 1 Kg,888.00,TRY
2026-04-20,atistirmalik,Çiğ Fındık 1000 Gr,1480.00,TRY
2026-04-20,atistirmalik,Çiğ Fındık 250 Gr,367.50,TRY
2026-04-20,atistirmalik,Çiğ Fındık 500 Gr,732.50,TRY
2026-04-20,atistirmalik,Çiğ Fındık 750 Gr,1107.50,TRY
2026-04-20,atistirmalik,Çiğ Kabak Çekirdeği 1 Kg,438.00,TRY
2026-04-20,atistirmalik,Çiğ Kaju Fıstığı 1000 Gr,1002.50,TRY
2026-04-20,atistirmalik,Çiğ Kaju Fıstığı 250 Gr,250.00,TRY
2026-04-20,atistirmalik,Çiğ Kaju Fıstığı 500 Gr,497.50,TRY
2026-04-20,atistirmalik,Çiğ Kaju Fıstığı 750 Gr,752.50,TRY
2026-04-20,atistirmalik,Cips Fıstık 1 Kg,247.00,TRY
2026-04-20,atistirmalik,Cips Külah 1 Kg,150.00,TRY
2026-04-20,atistirmalik,Çıtır Elma 90 Gr,192.00,TRY
2026-04-20,atistirmalik,Elit Bohem Karışık Madlen Çikolata 400 Gr,716.50,TRY
2026-04-20,atistirmalik,Elit Çikolata Beyoğlu 27Gr,56.50,TRY
2026-04-20,atistirmalik,Elit Çikolata Bohem 175 Gr,382.50,TRY
2026-04-20,atistirmalik,Elit Çikolata Chooeggy 200 Gr,320.00,TRY
2026-04-20,atistirmalik,Elit Çikolata Şemsiye 30Gr,48.50,TRY
2026-04-20,atistirmalik,Erik Kurusu 1 Kg,302.00,TRY
2026-04-20,atistirmalik,Eti Antep Fıstıklı Kare Çikolata 60 Gr,101.00,TRY
2026-04-20,atistirmalik,Eti Balık Kraker 85 Gr,28.00,TRY
2026-04-20,atistirmalik,Eti Balık Kraker Mısırlı 70 Gr,29.00,TRY
2026-04-20,atistirmalik,Eti Benimo Lokmalık 3 Lü 240 Gr,110.00,TRY
2026-04-20,atistirmalik,Eti Benimo Lokmalık Bisküvi 80 Gr,40.00,TRY
2026-04-20,atistirmalik,Eti Bidolu Fındık Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,44.50,TRY
2026-04-20,atistirmalik,Eti Bidolu Kakao Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,44.50,TRY
2026-04-20,atistirmalik,Eti Browni Çikolatalı 50 Gr,29.00,TRY
2026-04-20,atistirmalik,Eti Browni Gold Çikolata Soslu Çikolatalı Kek 45 Gr,20.50,TRY
2026-04-20,atistirmalik,Eti Browni Gold Kakao Soslu Çikolatalı Kek 9 Lu 180 Gr,81.50,TRY
2026-04-20,atistirmalik,Eti Browni Gold Vişne Soslu Çikolatalı Kek 45 Gr,20.50,TRY
2026-04-20,atistirmalik,Eti Browni İntense Çikolatalı Kek 160 Gr,110.00,TRY
2026-04-20,atistirmalik,Eti Browni Klasik Çikolatalı Fındıklı Kek 40 Gr,20.50,TRY
2026-04-20,atistirmalik,Eti Burçak Bisküvi 100 Gr,34.50,TRY
2026-04-20,atistirmalik,Eti Burçak Bisküvi 131 Gr,34.50,TRY
2026-04-20,atistirmalik,Eti Burçak Bisküvi 3 Lü 393 Gr,87.50,TRY
2026-04-20,atistirmalik,Eti Burçak Çikolatalı Bisküvi 114 Gr,53.00,TRY
2026-04-20,atistirmalik,Eti Burçak Kurabiye Kakaolu 198 Gr,81.00,TRY
2026-04-20,atistirmalik,Eti Burçak Sultani Bisküvi 123 Gr,34.50,TRY
2026-04-20,atistirmalik,Eti Burçak Sultani Üzümlü Kepekli Bisküvi 3 Lü 369 Gr,88.50,TRY
2026-04-20,atistirmalik,Eti Burçak Sütlü Kakao Kremalı 100 Gr,34.50,TRY
2026-04-20,atistirmalik,Eti Burçak Sütlü Kremalı Bisküvi 3 Lü 300 Gr,92.50,TRY
2026-04-20,atistirmalik,Eti Burçak Yulaflı Bisküvi 125 Gr,34.50,TRY
2026-04-20,atistirmalik,Eti Burçak Yulaflı Bisküvi 3 Lü 375 Gr,88.50,TRY
2026-04-20,atistirmalik,Eti Canga Yer Fıstıklı Karamelli Nuga Bar 45 Gr,31.00,TRY
2026-04-20,atistirmalik,Eti Cicibebe 400 Gr,113.50,TRY
2026-04-20,atistirmalik,Eti Çikolata İçibol %27 Antep Fıstıklı 30 Gr,72.50,TRY
2026-04-20,atistirmalik,Eti Çikolatalı Gofret 34 Gr,19.50,TRY
2026-04-20,atistirmalik,Eti Cin Çilek Soslu Bisküvi 25 Gr,7.50,TRY
2026-04-20,atistirmalik,Eti Cin Lokmalık 114 Gr,34.50,TRY
2026-04-20,atistirmalik,Eti Cin Lokmalık 342 Gr,99.00,TRY
2026-04-20,atistirmalik,Eti Cin Portakal Soslu Bisküvi 13 Lü 325 Gr,80.50,TRY
2026-04-20,atistirmalik,Eti Cin Portakal Soslu Bisküvi 25 Gr,7.50,TRY
2026-04-20,atistirmalik,Eti Crax Baharatlı Çubuk Kraker 175 Gr,50.00,TRY
2026-04-20,atistirmalik,Eti Crax Baharatlı Çubuk Kraker 80 Gr,25.50,TRY
2026-04-20,atistirmalik,Eti Crax Çubuk Kraker 85 Gr,16.50,TRY
2026-04-20,atistirmalik,Eti Crax Patlayan Lezzet Acı Baharatlı Kraker 50 Gr – 1 adet,28.00,TRY
2026-04-20,atistirmalik,Eti Crax Patlayan Lezzet Acı Baharatlı Kraker 50 Gr – 20 adet,542.00,TRY
2026-04-20,atistirmalik,Eti Crax Patlayan Lezzet Limon Acı Biberli Kraker 50 Gr,26.50,TRY
2026-04-20,atistirmalik,Eti Crax Peynirli Çubuk Kraker 175 Gr,50.00,TRY
2026-04-20,atistirmalik,Eti Crax Peynirli Çubuk Kraker 80 Gr,25.50,TRY
2026-04-20,atistirmalik,Eti Çubuk Kraker 40 Gr,7.50,TRY
2026-04-20,atistirmalik,Eti Etimek Form Kızarmış Ekmek 138 Gr,82.00,TRY
2026-04-20,atistirmalik,Eti Etimek Klasik Kızarmış Ekmek 143 Gr,68.50,TRY
2026-04-20,atistirmalik,Eti Etimek Tuzsuz Kızarmış Ekmek 148 Gr,68.50,TRY
2026-04-20,atistirmalik,Eti Finger Bisküvi 900 Gr,183.50,TRY
2026-04-20,atistirmalik,Eti Fındıklı Kurabiye 198 Gr,79.00,TRY
2026-04-20,atistirmalik,Eti Form Bisküvi Kepekli 45 Gr,18.00,TRY
2026-04-20,atistirmalik,Eti Form Bitter Çikolata Kaplı Lifli Bisküvi 50 Gr,49.00,TRY
2026-04-20,atistirmalik,Eti Form Limon Lifli Kepekli Bisküvi 50 Gr,25.00,TRY
2026-04-20,atistirmalik,Eti Form Tahıllı Buğday Patlağı 41 Gr,32.50,TRY
2026-04-20,atistirmalik,Eti Gong Mısır Ve Pirinç Patlağı 64 Gr,33.50,TRY
2026-04-20,atistirmalik,Eti Gong Peynirli Acılı Pirinç Patlağı 68 Gr,41.00,TRY
2026-04-20,atistirmalik,Eti Gong Pops Baharat Çeşnili Mısır Ve Pirinç Patlağı 80 Gr,59.00,TRY
2026-04-20,atistirmalik,Eti Gong Pops Mısır Ve Pirinç Patlağı 80 Gr,59.00,TRY
2026-04-20,atistirmalik,Eti Hoşbeş Çilekli Gofret 142 Gr,67.50,TRY
2026-04-20,atistirmalik,Eti Hoşbeş Fındık Kremalı Gofret 70 Gr,41.50,TRY
2026-04-20,atistirmalik,Eti Hoşbeş Fındıklı Gofret 142 Gr,68.00,TRY
2026-04-20,atistirmalik,Eti Hoşbeş Hindistan Cevizli Gofret 142 Gr,67.50,TRY
2026-04-20,atistirmalik,Eti Hoşbeş Hindistan Cevizli Gofret 70 Gr,41.50,TRY
2026-04-20,atistirmalik,Eti Hoşbeş Kakaolu Gofret 142 Gr,68.00,TRY
2026-04-20,atistirmalik,Eti Hoşbeş Kakaolu Gofret 70 Gr,41.50,TRY
2026-04-20,atistirmalik,Eti Hoşbeş Muzlu Gofret 120 Gr,75.00,TRY
2026-04-20,atistirmalik,Eti Karam %27 Antep Fıstıklı Bitter Çikolata 28 Gr,72.50,TRY
2026-04-20,atistirmalik,Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 1 adet,80.00,TRY
2026-04-20,atistirmalik,Eti Karam %54 Bitter Tablet Çikolata 60 Gr – 10 adet,798.00,TRY
2026-04-20,atistirmalik,Eti Karam Bitter %45 Kakaolu Kare Çikolata 60 Gr,81.00,TRY
2026-04-20,atistirmalik,Eti Karam Bitter %54 Kakaolu Antep Fıstıklı 60 Gr,101.50,TRY
2026-04-20,atistirmalik,Eti Karam Bitter %70 Kakaolu Çikolata 60 Gr,79.50,TRY
2026-04-20,atistirmalik,Eti Karam Gofret 50 Gr,35.00,TRY
2026-04-20,atistirmalik,Eti Kombo Çikolata Kaplamalı Bisküvi 56 Gr,35.50,TRY
2026-04-20,atistirmalik,Eti Kremalı Bisküvi 61 Gr,18.00,TRY
2026-04-20,atistirmalik,Eti Kremalı Bisküvi Çilekli 61 Gr,18.00,TRY
2026-04-20,atistirmalik,Eti Kremalı Bisküvi Fındıklı 61 Gr,18.00,TRY
2026-04-20,atistirmalik,Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr,44.00,TRY
2026-04-20,atistirmalik,Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr x 12 Adet,519.50,TRY
2026-04-20,atistirmalik,Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr,44.00,TRY
2026-04-20,atistirmalik,Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr x 12 Adet,519.50,TRY
2026-04-20,atistirmalik,Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr,44.00,TRY
2026-04-20,atistirmalik,Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr x 12 Adet,519.50,TRY
2026-04-20,atistirmalik,Eti Maximus Loading Bar 50 Gr,29.50,TRY
2026-04-20,atistirmalik,Eti Mini Pop Kek Bitter Çikolatalı 162 Gr,74.00,TRY
2026-04-20,atistirmalik,Eti Paykek Şekl-İ Şahane 285 Gr,138.00,TRY
2026-04-20,atistirmalik,Eti Petit Beurre Bisküvi 2 Li 400 Gr,76.50,TRY
2026-04-20,atistirmalik,Eti Petit Beurre Bisküvi Kakaolu 2 Li 370 Gr,76.50,TRY
2026-04-20,atistirmalik,Eti Petito Ayıcık Mini Sütlü Çikolata 32 G,51.50,TRY
2026-04-20,atistirmalik,Eti Petito Ayıcık Mini Sütlü Çikolata 72 G,118.00,TRY
2026-04-20,atistirmalik,Eti Petito Sütlü Çikolata 18 Gr,24.00,TRY
2026-04-20,atistirmalik,Eti Pizza Kraker 76 Gr,21.00,TRY
2026-04-20,atistirmalik,Eti Popkek Hindistan Cevizli Kek 180 Gr,75.50,TRY
2026-04-20,atistirmalik,Eti Popkek Kakao Kaplamalı Mini Kek 180 Gr,75.00,TRY
2026-04-20,atistirmalik,Eti Popkek Kakaolu Kek 60 Gr,20.50,TRY
2026-04-20,atistirmalik,Eti Popkek Limon Kaplamalı Mini Kek 180 Gr,75.50,TRY
2026-04-20,atistirmalik,Eti Popkek Limonlu Kek 60 Gr,20.50,TRY
2026-04-20,atistirmalik,Eti Popkek Muzlu Kek 60 Gr,20.50,TRY
2026-04-20,atistirmalik,Eti Popkek Muzlu Mini Kek 180 Gr,75.50,TRY
2026-04-20,atistirmalik,Eti Popkek Portakallı Kek 60 Gr,20.50,TRY
2026-04-20,atistirmalik,Eti Popkek Vişneli Kek 60 Gr,20.50,TRY
2026-04-20,atistirmalik,Eti Puf Hindistan Cevizli 16 Gr,8.00,TRY
2026-04-20,atistirmalik,Eti Puf Kakaolu 18 Gr,8.00,TRY
2026-04-20,atistirmalik,Eti Puf Renkli 18 Gr (Adet),8.00,TRY
2026-04-20,atistirmalik,Eti Susamlı Çubuk Kraker 120 Gr,37.00,TRY
2026-04-20,atistirmalik,Eti Susamlı Çubuk Kraker 56 Gr,18.50,TRY
2026-04-20,atistirmalik,Eti Sütlü Çubuk Çikolata 34 Gr,44.00,TRY
2026-04-20,atistirmalik,Eti Tartini Frambuazlı Turta 114 Gr,53.00,TRY
2026-04-20,atistirmalik,Eti Topkek Çilekli Kek 40 Gr,14.50,TRY
2026-04-20,atistirmalik,Eti Topkek Kakaolu Kek 35 Gr,14.50,TRY
2026-04-20,atistirmalik,Eti Topkek Meyveli Kek 40 Gr,14.50,TRY
2026-04-20,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi 100 Gr,35.50,TRY
2026-04-20,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi 150 Gr,49.00,TRY
2026-04-20,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi 210 Gr,69.00,TRY
2026-04-20,atistirmalik,Eti Tutku Kakao Kremalı Mozaik Bisküvi Bold 138 Gr,49.50,TRY
2026-04-20,atistirmalik,Eti Uzun Çikolata Keyfi Antep Fıstıklı 34 Gr,54.00,TRY
2026-04-20,atistirmalik,Eti Yeni Gold Antep Fıstıklı Kare Çikolata 60 Gr,124.50,TRY
2026-04-20,atistirmalik,Falım 5’li Damla Aromalı Sakız 35 gr,50.50,TRY
2026-04-20,atistirmalik,Falım Çilek Aromalı Şekersiz Sakız 100 Adet,192.00,TRY
2026-04-20,atistirmalik,Falım Damla Sakızı Aromalı Şekersiz Sakız 5’li,11.00,TRY
2026-04-20,atistirmalik,Falım Karışık Meyve Aromalı Şekersiz Sakız 100 Adet,192.00,TRY
2026-04-20,atistirmalik,Falım Nane Aromalı Şekersiz Sakız 7gr x 5 Adet,48.50,TRY
2026-04-20,atistirmalik,First Sensations Çilek Aromalı Sakız 27 Gr,48.50,TRY
2026-04-20,atistirmalik,First Sensations Damla Sakızı Aromalı Sakız 27 Gr,48.50,TRY
2026-04-20,atistirmalik,First Sensations Karpuz Aromalı Sakız 27 Gr,48.50,TRY
2026-04-20,atistirmalik,First Sensations Nane Aromalı Sakız 27 Gr,48.50,TRY
2026-04-20,atistirmalik,First Sensations Tropikal Meyve Aromalı Sakız 27 Gr,48.50,TRY
2026-04-20,atistirmalik,First Sensations Yeşil Nane Aromalı Sakız 27 Gr,48.50,TRY
2026-04-20,atistirmalik,First X-Fresh Şeftali Karpuz Aromalı Sakız 27 G,48.50,TRY
2026-04-20,atistirmalik,Fıstık Amigo 1 Kg,247.00,TRY
2026-04-20,atistirmalik,Fıstık Çatlamış 1 Kg,244.00,TRY
2026-04-20,atistirmalik,Fıstık Kabuklu 1 Kg,206.00,TRY
2026-04-20,atistirmalik,Fıstık Susamlı 1 Kg,283.00,TRY
2026-04-20,atistirmalik,Fıstık Tuzsuz 1 Kg,250.00,TRY
2026-04-20,atistirmalik,Foça Fındık 1000 Gr,1507.50,TRY
2026-04-20,atistirmalik,Foça Fındık 250 Gr,375.00,TRY
2026-04-20,atistirmalik,Foça Fındık 500 Gr,747.50,TRY
2026-04-20,atistirmalik,Foça Fındık 750 Gr,1127.50,TRY
2026-04-20,atistirmalik,Haribo 45Gr Roulette,34.00,TRY
2026-04-20,atistirmalik,Haribo Altın Ayıcık Şekerleme 80 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Berries Şekerleme 80 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Chammallows Pembe Beyaz Marshmallow 70 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Chammallows Rubino Marshmallow 70 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Chammalow Klasik 150 Gr,103.00,TRY
2026-04-20,atistirmalik,Haribo Diş Şekerleme 80 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Fizz Mix Şekerleme 70 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Happy Cola Şekerleme 160 Gr,103.00,TRY
2026-04-20,atistirmalik,Haribo Happy Cola Şekerleme 80 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Phantasia Şekerleme 80 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Solucan Şekerleme 160 Gr,103.00,TRY
2026-04-20,atistirmalik,Haribo Solucan Şekerleme 80 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Starmix Şekerleme 160 Gr,101.50,TRY
2026-04-20,atistirmalik,Haribo Starmix Şekerleme 80 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Tropik Meyve Şekerleme 80 Gr,58.00,TRY
2026-04-20,atistirmalik,Haribo Worms Fizz Solucan Şekerleme 70 Gr,58.00,TRY
2026-04-20,atistirmalik,Hünnap Kuru Meyve 1 Kg,433.00,TRY
2026-04-20,atistirmalik,İğde Kuru Meyve 1 Kg,369.00,TRY
2026-04-20,atistirmalik,İzmir Kuru Üzüm Sultan 1 Kg,301.00,TRY
2026-04-20,atistirmalik,Kabak Çekirdeği Kavrulmuş Tuzlu 1 Kg,453.00,TRY
2026-04-20,atistirmalik,Kabuklu Fındık 1 Kg,665.00,TRY
2026-04-20,atistirmalik,Kavrulmuş Tuzlu Fıstık 1 Kg,250.00,TRY
2026-04-20,atistirmalik,Kayısı Çekirdeği 1 Kg,741.00,TRY
2026-04-20,atistirmalik,Kayısı Gün Kurusu 1 Kg,1334.00,TRY
2026-04-20,atistirmalik,Kayısı Şekerpare Jumbo 1 Kg,891.00,TRY
2026-04-20,atistirmalik,Keçemen Üzüm 1 Kg,568.00,TRY
2026-04-20,atistirmalik,Keçiboynuzu 1 Kg,256.00,TRY
2026-04-20,atistirmalik,Kent Missbon Çilekli Elmalı Şeker 43 Gr,28.00,TRY
2026-04-20,atistirmalik,Kent Missbon Kahveli 43 Gr,29.00,TRY
2026-04-20,atistirmalik,Kent Olips Nane 28 Gr,28.50,TRY
2026-04-20,atistirmalik,Kent Tipitip Karikatürlü Sakız 27 Gr,44.50,TRY
2026-04-20,atistirmalik,Kent Tipitip Sakız 27 Gr,44.50,TRY
2026-04-20,atistirmalik,Kent Tofita Portakal Aromalı Şeker 47 Gr,28.50,TRY
2026-04-20,atistirmalik,Kent Tofita Vişne Aromalı Şeker 47 Gr,28.50,TRY
2026-04-20,atistirmalik,Kilis Karası 1 Kg,597.00,TRY
2026-04-20,atistirmalik,Kinder Joy T1 Erkeklere Özel 20 Gr,53.00,TRY
2026-04-20,atistirmalik,Kinder Joy T1 Kızlara Özel 20 G,56.00,TRY
2026-04-20,atistirmalik,Koska Krokan Fındık 30Gr,82.00,TRY
2026-04-20,atistirmalik,Koska Krokan Fıstık 30Gr,146.50,TRY
2026-04-20,atistirmalik,Kuru İncir 1 Kg,625.00,TRY
2026-04-20,atistirmalik,Kuru Yaprak Kayısı 1 Kg,742.00,TRY
2026-04-20,atistirmalik,Leblebi Ağın 1 Kg,399.00,TRY
2026-04-20,atistirmalik,Leblebi Baharatlı 1 Kg,332.00,TRY
2026-04-20,atistirmalik,Leblebi Çıtır 1 Kg,174.00,TRY
2026-04-20,atistirmalik,Leblebi Köy Tava 1 Kg,284.00,TRY
2026-04-20,atistirmalik,Leblebi Pamuk 1 Kg,174.00,TRY
2026-04-20,atistirmalik,Leblebi Sarı Kavrulmuş 1 Kg,289.00,TRY
2026-04-20,atistirmalik,Leblebi Şekeri 1 Kg,208.00,TRY
2026-04-20,atistirmalik,Mars Çikolata 51 Gr,50.50,TRY
2026-04-20,atistirmalik,Mentos Karışık Meyve Aromalı Şeker,31.00,TRY
2026-04-20,atistirmalik,Mentos Nane Aromalı Şeker 20 Adet,32.50,TRY
2026-04-20,atistirmalik,Milka Çikolata Rüyası 100 Gr,121.50,TRY
2026-04-20,atistirmalik,Milka Fındıklı Sütlü Tablet Çikolata 80 Gr,101.00,TRY
2026-04-20,atistirmalik,Milka Sütlü Tablet Çikolata 80 Gr,121.00,TRY
2026-04-20,atistirmalik,Milka Üzümlü Fındıklı Tablet Çikolata 80 Gr,121.00,TRY
2026-04-20,atistirmalik,Mixmey Meyve Bar Elma + Hurma 20Gr,48.00,TRY
2026-04-20,atistirmalik,Mixmey Meyve Barı Çilek 20 Gr,49.50,TRY
2026-04-20,atistirmalik,Mixmey Meyve Barı Elma + Böğürtlen 20Gr,48.00,TRY
2026-04-20,atistirmalik,Mixmey Meyve Barı Elma + Erik 20Gr,48.00,TRY
2026-04-20,atistirmalik,Mixmey Meyve Barı Elma + Şeftali 20Gr,48.00,TRY
2026-04-20,atistirmalik,Mısır Kavurga 1 Kg,159.00,TRY
2026-04-20,atistirmalik,Natur Bitkisel Zencefilli Limonlu Seker 65 Gr,73.50,TRY
2026-04-20,atistirmalik,Natur Bitkisel Zencefilli Naneli Seker 65 Gr,73.50,TRY
2026-04-20,atistirmalik,Nestle 1927 %82 Kakao Bitter Çikolata 60 Gr,119.50,TRY
2026-04-20,atistirmalik,Nestle 1927 Bol Sütlü Kare Çikolata 65 Gr,105.00,TRY
2026-04-20,atistirmalik,Nestle 1927 Ekstra Bitter Çikolata 60 Gr,105.00,TRY
2026-04-20,atistirmalik,Nestle Çıtır Gofret 27 Gr,12.00,TRY
2026-04-20,atistirmalik,Nestle Classic Beyaz Kare Çikolata 60 Gr,75.00,TRY
2026-04-20,atistirmalik,Nestle Damak Antep Fıstıklı Çikolata 70 Gr,134.00,TRY
2026-04-20,atistirmalik,Nestle Damak Baklavalı 60 Gr Yepyeni Bir Efsane,87.50,TRY
2026-04-20,atistirmalik,Nestle Damak Gece %55 Kakao 60 Gr,93.50,TRY
2026-04-20,atistirmalik,Nestle Damak İnci Baton Çikolata 30 Gr,53.50,TRY
2026-04-20,atistirmalik,Nestle Damak Kare Antep Fıstıklı Çikolata 60 Gr,87.50,TRY
2026-04-20,atistirmalik,Nestle Gofret 27Gr Crunc,27.50,TRY
