Product Name,Price,ID
APTAMIL DEVAM SUTU 350 GR 2,"495,50",1
APTAMIL DEVAM SUTU 350 GR 3,"495,50",2
APTAMIL DEVAM SUTU 350 GR 4,"495,50",3
APTAMIL DEVAM SUTU 800 GR 2,"999,90",4
APTAMIL DEVAM SUTU 800 GR 3,"999,90",5
APTAMIL DEVAM SUTU 800 GR 4,"999,90",6
ARI MAMA 7 TAHILLI GECE 200 GR,"47,90",7
ARI MAMA 7 TAHILLI GECE 500GR,"134,90",8
ARI MAMA BALLI IRMIKLI 200 GR,"47,90",9
ARI MAMA MUZLU 200 GR,"47,90",10
ARI MAMA SUTLU 200 GR,"47,90",11
ARI MAMA SUTLU 500GR,"134,90",12
BASAK PIRINC UNU 250GR,"27,90",13
BEBELAC GOLD 1 350 GR,"375,50",14
BEBELAC GOLD 2 350 GR,"375,50",15
BEBELAC GOLD 3 350 GR,"375,50",16
BELUX ISLAK HAVLU 120LI,"26,50",17
DALIN BABY KOLONYA BICI BICI 150ML,"79,00",18
DALIN BEBE SABUNU 100GR,"0,00",19
DALIN BEBE SABUNU 100GR,"39,00",20
DALIN ISLAK HAVLU 3 LU,"95,00",21
DALIN ISLAK HAVLU 56 LI,"32,90",22
DALIN KOLAY TARAMA SPRAYI 200ML,"149,00",23
DALIN KULAK CUBUGU 56LI,"79,00",24
DALIN SAMPUAN 100ML,"35,00",25
DALIN SAMPUAN 200ML,"59,00",26
DALIN SAMPUAN 200ML KOLAY TARAMA,"59,00",27
DALIN SAMPUAN 700 ML,"140,00",28
DALIN SAMPUAN 700+200ML,"134,90",29
DALIN SIVI DETERJANI 1500ML,"260,00",30
DALIN VAZELIN 100 ML,"140,00",31
ETI CICIBEBE 172GR,"47,00",32
ETI CICIBEBE 400GR,"87,00",33
HERO BABY 120GR PREBIYOTIKLI MUZLU YOGURTLU,"24,90",34
HERO BABY 125GR KARISIK MEYVELI,"29,90",35
HERO BABY 125GR MUZ MANDALINA ARMUT,"29,90",36
HERO BABY ORGANIK KARISIK MEYVELI 120GR,"34,90",37
HERO BABY ORGANIK KAYISILI 120 GR,"34,90",38
HERO BABY SUTLU TAHILLI ELMALI 200GR,"79,90",39
HERO BABY SUTLU TAHILLI PEYN. PEKM. 200GR,"79,90",40
JOHNSON BABY GOLD SAMPUAN 750+200ML,"159,00",41
JOHNSON BABY ISILDAYAN PARLAKLIK SAC SPREY 200ML,"179,00",42
JOHNSON BABY SAMPUAN 200ML PRENS,"89,00",43
JOHNSON BABY SAMPUAN 500 ML,"99,00",44
JOHNSON BABY SAMPUAN 750ML,"119,00",45
JOHNSON BABY SAMPUAN 750ML + YAG 200ML,"169,00",46
JOHNSON BABY SAMPUAN SOZ DINLEYEN 500ML,"119,00",47
JOHNSON BABY VAZELIN PARFUMLU 100GR,"119,00",48
LUX CEP MENDIL 15 LI,"0,00",49
LUX CLEUP ISLAK MENDIL 90 LI GUN FERAHLIGI,"0,00",50
LUX MAXI BEBE TEM. PAMUGU 60 LI,"0,00",51
MOLFIX KULOT BEZ S.FIRSAT PAKETI MIDI 25 LI,"241,50",52
MOLFIX FIRSAT PAKETI EXTRA LARGE 39 LU,"299,00",53
MOLFIX FIRSAT PAKETI JUNIOR 48 LI,"299,00",54
MOLFIX FIRSAT PAKETI JUNIOR PLUS 44 LU,"299,00",55
MOLFIX FIRSAT PAKETI MAXI 60 LI,"299,00",56
MOLFIX FIRSAT PAKETI MAXI PLUS 52 LI,"299,00",57
MOLFIX FIRSAT PAKETI MIDI 72 LI,"299,00",58
MOLFIX JUMBO JUNIOR 24 LU,"109,90",59
MOLFIX S.FIRSAT PURE&SOFT YENIDOGAN 92 LI,"299,00",60
PRIMA AKTIF BABY FIRSAT PAKETI MINI 72 LI,"425,00",61
SLEEPY ISLAK HAVLU ANTIBAKTERIYEL 50 LI,"34,90",62
SLEEPY ISLAK HAVLU DOGAL ORGANIK 50 LI,"34,90",63
SLEEPY ISLAK HAVLU ROSE 90LI,"34,50",64
SLEEPY ISLAK HAVLU SENSITIVE 90'LI,"34,50",65
SLEEPY ISLAK HAVLU ZEYTINYAGLI PAMUKSU 90 LI,"34,50",66
SLEEPY SENSITIVE BEBEK BAKIM ORTUSU 10 LU,"139,00",67
SLEEPY SENSITIVE BEZ IKILI JUMBO NEWBORN 80 AD,"169,90",68
ULKER BEBE BISKUVI 400GR,"82,05",69
UNI BABY CAMASIR DETERANI 1500 ML,"225,00",70
UNI BABY CAMASIR YUMUSATICI 1500 ML,"139,00",71
UNI BABY SAMPUAN 500 ML,"79,90",72
UNI BABY SAMPUAN 900 ML,"139,00",73
SOLO ISLAK HAVLU KAPAKLI 90 LI,"30,00",74
ABC BULASIK DETERJANI 1370GR MISKET LIMON,"99,00",75
ABC BULASIK DETERJANI 1370GR POWER,"99,00",76
ABC BULASIK DETERJANI 670ML MISKET LIMON,"59,00",77
ABC BULASIK DETERJANI 670ML PORTAKAL,"59,00",78
ABC BULASIK DETERJANI 670ML POWER,"59,00",79
ABC BULASIK DETERJANI MISKET LIMON 4KG,"169,00",80
ABC BULASIK DETERJANI POWER 4KG,"169,00",81
ABC CAM TEMIZLEYICI 750ML+750ML,"105,00",82
ABC CAMASIR SUYU BEMBEYAZ 1000GR,"39,00",83
ABC CAMASIR SUYU BEMBEYAZ 4KG,"129,00",84
ABC CAMASIR SUYU LAVANTA 1000GR,"39,00",85
ABC CAMASIR SUYU LAVANTA 4KG,"129,00",86
ABC JEL PLUS DAG FERAHLIGI 2145 ML,"189,00",87
ABC KONS. YUM. GIZEMLI LOTUS 1440ML,"124,50",88
ABC KONS. YUM. ROMANTIK GUL 1440ML,"124,50",89
ABC KONS. YUM. SENSITIVE 1440ML,"124,50",90
ABC KONS. YUM. TUTKULU DAHLIA 1440ML,"124,50",91
ABC KONS. YUM. ZARIF ORKIDE 1440ML,"124,50",92
ABC KREM AMONYAK 750 ML,"74,50",93
ABC MATIK COLOR 6KG,"249,00",94
ABC MATIK GUL TUTKUSU 6KG,"249,00",95
ABC MATIK LAVANTA TAZELIGI 6KG,"249,00",96
ABC TOZ DETERJAN ELDE YIKAMA LAVANTA 600GR,"49,00",97
ABC TOZ DETERJAN SODA ETKILI 600GR,"49,00",98
ABC ULTRA CAMASIR SUYU HIJYEN 3.5KG,"149,00",99
ABC ULTRA CAMASIR SUYU KARBONATLI 3.5KG,"149,00",100
ABC ULTRA YOGUN CAMASIR SUYU DAG RUZGARI 810GR,"49,90",101
ABC ULTRA YOGUN CAMASIR SUYU HIJYEN ASKI 810GR,"49,90",102
ABC YUMUSATICI GUL TUTKUSU 5LT,"169,00",103
ABC YUMUSATICI KAMELYA ASKI 5LT,"169,00",104
ABC YUMUSATICI LAVANTA HUZURU 5LT,"169,00",105
ABC YUMUSATICI SENSITIVE 5LT,"169,00",106
ABC YUZEY TEM. 2500ML BEYAZ INCI,"99,00",107
ABC YUZEY TEM. 900ML BEYAZ INCI,"49,00",108
ABC YUZEY TEM. 900ML ORKIDE BUYUSU,"49,00",109
ACE CAMASIR SUYU 1 LT BAHAR KOKULU,"72,50",110
ACE CAMASIR SUYU 1 LT HIJYENIK BEYAZLAR,"72,50",111
ACE CAMASIR SUYU 1 LT KLASIK,"67,50",112
ACE CAMASIR SUYU 1 LT LAVANTA,"72,50",113
ACE CAMASIR SUYU 2 LT BAHAR KOKULU,"116,50",114
ACE CAMASIR SUYU 2 LT HIJYENIK BEYAZLAR,"116,50",115
ACE CAMASIR SUYU 2 LT KLASIK,"109,50",116
ACE CAMASIR SUYU 2 LT LAVANTA,"116,50",117
ACE CAMASIR SUYU 4 LT BAHAR KOKULU,"209,00",118
ACE CAMASIR SUYU 4 LT HIJYENIK BEYAZLAR,"209,00",119
ACE CAMASIR SUYU 4 LT KLASIK,"199,00",120
ACE CAMASIR SUYU 4 LT LAVANTA,"209,00",121
ACE CAMASIR SUYU POWER JEL CICEK 810 GR,"69,00",122
ACE CAMASIR SUYU POWER JEL FERAHLIK 810 GR,"69,00",123
ACE CAMASIR SUYU POWER JEL LIMON 810 GR,"69,00",124
ACE ULTRA KOPUK 700 ML,"119,00",125
ACE ULTRA KOPUK BANYO 700ML,"119,00",126
AIR WICK AEROSOL LAVANTA ESINTISI 300ML,"159,00",127
AIR WICK AEROSOL MANOLYA VE KIRAZ CICEGI 300ML,"159,00",128
AIR WICK AEROSOL OKYANUS FERAHLIGI 300ML,"159,00",129
AIR WICK FRESHMATIK LAVANTA 250ML,"149,00",130
AIR WICK FRESHMATIK MAKINE+YEDEK BAHAR CICEKLER,"450,00",131
AIR WICK PURE FRESHMATIK TEMIZLIGIN ESINTISI 250ML,"149,00",132
ALO MATIK KAR CICEGI 1500GR,"129,00",133
ALO MATIK KAR CICEGI 4000GR,"269,00",134
ARIEL MATIK DAG ESINTISI 1500GR,"159,00",135
ARIEL MATIK OXI POWER 1200 GR,"159,00",136
ARIEL MATIK PARLAK RENKLER 1500GR,"159,00",137
ASPEROX SARI GUC 1000 ML,"79,00",138
BINGO FRESH YUZEY TEM. 1LT MUTLU YUVAM,"49,00",139
"BINGO FRESH YUZEY TEM. 2,5LT LOVELY","99,00",140
"BINGO FRESH YUZEY TEM. 2,5LT MANOLYA","99,00",141
"BINGO FRESH YUZEY TEM. 2,5LT MASAL","99,00",142
BINGO KREM AMONYAKLI 750ML,"65,00",143
BINGO KREM LIMONLU 750ML,"65,00",144
BINGO MATIK SIK YIKANANLAR 9KG,"449,00",145
BINGO OVMA TOZU CAM KOKULU 500 GR,"45,00",146
BINGO OVMA TOZU LIMON KOKULU 500 GR,"45,00",147
BINGO SIVI BAKIM ONARAN 3300 ML,"199,00",148
BINGO SIVI BAKIM SIYAH 3300 ML,"199,00",149
BINGO SIVI BULASIK DETERJANI 4 LT,"179,90",150
BINGO SOFT 5 LT GULPEMBE,"179,00",151
BINGO SOFT 5 LT LAVANTA,"179,00",152
BINGO SOFT 5 LT LOVELY,"179,00",153
BINGO SOFT 5 LT SENSITIVE,"179,00",154
BINGO SOFT KONSANTRE LOVELY 1440ML,"139,00",155
BINGO SOFT KONSANTRE MANOLYA BAHCESI 1440ML,"139,00",156
BINGO SOFT KONSANTRE SENSTIVE 1440ML,"139,00",157
BREF WC POWER AKTIF CAM 50GR,"59,00",158
BREF WC POWER AKTIF LIMON DUO PACK 100 GR,"109,00",159
BREF WC POWER AKTIF OKYANUS 50GR,"59,00",160
BREF WC POWER AKTIF OKYANUS DUO PACK 100GR,"109,00",161
BREF WC TEMIZLEME KUPLERI AKTIF 50GR*2,"99,00",162
CIF JEL TUM YUZEYLER BAHAR 750ML,"84,90",163
CIF JEL TUM YUZEYLER CICEK FERAHLI 750ML,"84,90",164
CIF KREM AMONYAKLI 500ML,"61,90",165
CIF KREM AMONYAKLI 750ML,"89,90",166
CIF KREM LIMONLU 500ML,"61,90",167
CIF KREM LIMONLU 750ML,"89,90",168
CIF KREM MAX POWER MAVI CAM FERAHLIGI 450ML,"61,90",169
CIF KREM MAX POWER MAVI CAM FERAHLIGI 675ML,"89,90",170
CIF KREM MAX POWER YESIL MESE ESINTISI 675ML,"89,90",171
CIF KREM MUGE CICEGI VE FREZYA 750ML,"89,90",172
CIF SPREY HERYER KIRMIZI 750 ML,"109,90",173
CIF SPREY POWER SHINE MUTFAK 750ML,"106,90",174
DALIN GRANUL SABUN 1000GR,"290,00",175
DALIN YUMUSATICI 1500ML DUS BAHCESI,"170,00",176
DETAN HAMAM BOCEGI YEMI 6LI,"259,00",177
DETAN KARINCA YEMI,"199,00",178
DETAN SINEKKIRAN KOKUSUZ 275ML,"189,00",179
DETAN SINEKKIRAN SU BAZLI 275 ML,"139,00",180
DOMESTOS CAMASIR SUYU 1850ML DAG ESINTISI,"139,90",181
DOMESTOS CAMASIR SUYU 1850ML KAR BEYAZI,"139,90",182
DOMESTOS CAMASIR SUYU 1850ML OKALIPTUS,"139,90",183
DOMESTOS CAMASIR SUYU 3240ML DAG ESINTISI,"199,90",184
DOMESTOS CAMASIR SUYU 3240ML KAR BEYAZ,"199,90",185
DOMESTOS CAMASIR SUYU 3240ML OKALIPTUS,"199,90",186
DOMESTOS CAMASIR SUYU 750 ML DAG ESINTISI,"69,90",187
DOMESTOS CAMASIR SUYU 750 ML KAR BEYAZI,"69,90",188
DOMESTOS CAMASIR SUYU 750 ML OKALIPTUS,"69,90",189
DOMESTOS HIJYENIK KOPUK 450ML,"76,90",190
DOMESTOS WC BLOK 5 LI GUC CAM FERAHLIGI,"46,90",191
DOMESTOS WC BLOK 5 LI GUC DUOPACK CAM,"86,90",192
DURU GRANUL MATIK SABUN KLASIK 1000GR,"249,00",193
DURU GRANUL MATIK SABUN LAVANTA 1000GR,"249,00",194
FAIRY BULASIK DETERJANI ELMA 650ML,"89,00",195
FAIRY BULASIK DETERJANI LIMON 650ML,"89,00",196
FAIRY BULASIK DETERJANI NAR 650ML,"89,00",197
FAIRY BULASIK DETERJANI PORTAKAL 650ML,"89,00",198
FAIRY HEPSI 1 ARADA KAPSUL 36 LI,"369,00",199
FAIRY HEPSI 1 ARADA KAPSUL 60 LI,"499,00",200
FAIRY PLATINIUM KAPSUL 72LI,"690,00",201
FE DUS LIFI,"14,90",202
FE TIRNAK MAKASI,"70,00",203
FINISH BULASIK MAKINESI TEMIZLEYICISI 3*17GR,"99,90",204
FINISH DEO,"129,90",205
FINISH PARLATICI 400 ML LIMON,"110,00",206
FINISH PARLATICI 400ML NORMAL,"110,00",207
FINISH PARLATICI 800 ML LIMON,"199,90",208
FINISH PARLATICI 800 ML NORMAL,"199,90",209
FINISH QUANTUM 40 LI TABLET,"329,00",210
FINISH QUANTUM 72 LI TABLET,"429,00",211
FINISH TUZ YENI 1500GR,"99,90",212
GULEC ASPIRIN MATIK KLASIK 4 LT,"119,00",213
GULEC TUZ RUHU 1000 GR,"39,00",214
GULEC TUZ RUHU 2500 GR,"74,50",215
MARC CAM. MAK.TEMIZLEYICI 2*250ML,"169,90",216
MORNING FRESH KIR LEKE VE YAG SOKUCU 750ML,"99,90",217
OMO MATIK 1500GR ACTIVE FRESH,"179,90",218
OMO MATIK 1500GR COLOR,"179,90",219
OMO MATIK ACTIVE FRESH 4KG,"349,90",220
OMO MATIK COLOR 4KG,"349,90",221
OMO MATIK SIK YIKANANLAR 5 KG,"349,90",222
OMO SIVI SIYAH 1950ML,"194,90",223
PAREX ALUMINYUM FOLYO 15 METRE,"119,90",224
PAREX ALUMINYUM FOLYO 8 METRE,"84,90",225
PAREX BUZDOLABI POSETI 4LU BUYUK,"59,90",226
PAREX BUZDOLABI POSETI BUYUK KD07503,"32,90",227
PAREX CELIK OVMA TELI 3 AL 2 ODE,"66,90",228
PAREX CELIK OVMA TELI 6 AL 4 ODE,"79,00",229
PAREX CIZMEZ OLUKLU SUNGER 4LU,"63,90",230
PAREX COP TORBASI GUCLU BATTAL,"39,90",231
PAREX COP TORBASI GUCLU BUYUK,"39,90",232
PAREX COP TORBASI GUCLU JUMBO,"134,90",233
PAREX COP TORBASI GUCLU ORTA,"39,90",234
PAREX EXTRA POWER TEMIZLIK SETI 07856,"369,90",235
PAREX GUCLU COP TORBASI BATTAL BOY YENI,"31,00",236
PAREX GUCLU COP TORBASI MINI BOY YENI,"39,90",237
PAREX KLASIK YESIL DUZ SUNGER 2LI KD07206,"36,90",238
PAREX KLASIK YESIL DUZ SUNGER 5LI EKO PAKET,"64,90",239
PAREX KLASIK YESIL OLUKLU SUNGER 2LI KD07207,"36,90",240
PAREX KLASIK YESIL OLUKLU SUNGER 8LI,"65,90",241
PAREX MAGIC SUNGER,"37,90",242
PAREX MEGA COMFORT OLUKLU SUNGER 2LI KD07291,"99,00",243
PAREX MIKROFIBER CAM BEZI (TEM.BEZ.HEDIYELI),"189,00",244
PAREX STANDART PASPAS 07655,"66,90",245
PAREX TEMIZLIK BEZI 3LU,"79,90",246
PAREX TORNADO YEDEK MOP 1+1 IKILI PAKET,"199,90",247
PAREX TREND TEMIZLIK BEZI 3LU,"39,00",248
PORCOZ BANYO SPREY 750ML,"99,00",249
PORCOZ BULASIK MAK. TEMIZLEYICI 250 ML,"99,00",250
PORCOZ CAMASIR MAK. TEMIZLEYICI 400 ML,"64,90",251
PORCOZ GRANUL LAVOBA ACICI 2*75 GR,"54,90",252
PORCOZ KIREC COZUCU SPREY 750 ML,"89,00",253
PORCOZ LEKE CIKARICI PREMIUM 1000 ML,"149,00",254
PORCOZ LEKE CIKARICI SPREY PREMIUM 750 ML,"119,00",255
PORCOZ MUTFAK SPREY 750 ML,"89,00",256
PORCOZ PAS VE KIREC 1LT,"74,50",257
PORCOZ YAG COZUCU 1 LT,"79,00",258
PORCOZ YAG COZUCU SPREY 750 ML,"89,00",259
PRIL BULASIK DETERJANI ELMA KOKULU AMASYA 1306ML,"119,00",260
PRIL BULASIK DETERJANI ELMA KOKULU AMASYA 653ML,"74,50",261
PRIL BULASIK DETERJANI LIMON 1350 GR,"119,90",262
PRIL BULASIK DETERJANI LIMON 4LT,"199,00",263
PRIL BULASIK DETERJANI LIMON 675 GR,"74,50",264
PRIL BULASIK MAKINASI TUZ 2KG,"64,90",265
PRIL PARLATICI 740ML,"124,50",266
RINSO MATIK DENIZ MINERALI 6 KG,"299,90",267
RINSO MATIK LIMON 4 KG,"199,90",268
RINSO TOZ DENIZ MINERALLERI 8 KG,"219,90",269
SERA COP TORB NORMAL BATTAL,"78,50",270
STARPLUS STANDART BUYUK COP POSETI 65*80,"8,25",271
VANISH TUL TOZ 450GR + PARLATICI 450GR,"299,00",272
VERNEL AROMATERAPY 5LT,"199,00",273
VERNEL GULUN BUYUSU 5 LT,"199,00",274
VERNEL HASSAS VE YUMUSAK 5LT,"199,00",275
YUMOS EXTRA HANIMELI YUMUSATICI 1440ML,"199,90",276
YUMOS EXTRA LILYUM LOTUS YUMASITICI 1440ML,"199,90",277
YUMOS EXTRA SAF BEYAZ YUMASITICI 1200ML,"144,90",278
YUMOS EXTRA YABAN ORKIDE YAS YUM 1440ML,"199,90",279
YUMOS YUMUSATICI BAHAR TAZELIGI 5LT,"269,90",280
YUMOS YUMUSATICI CICEK BAHCESI 5LT,"269,90",281
ASYA SU 19LT,"90,00",282
ASYA SU 5LT,"29,90",283
AVSAR DOGAL MADEN SUYU DUSES ARMUDUNEKTARIN 200ML,"11,50",284
AVSAR DOGAL MADEN SUYU ELMALI 200 ML,"10,50",285
AVSAR DOGAL MADEN SUYU KARADUT 200 ML,"11,50",286
AVSAR DOGAL MADEN SUYU KARPUZ CILEK 200ML,"11,50",287
AVSAR DOGAL MADEN SUYU LIMON C PLUS 200 ML,"11,50",288
AVSAR DOGAL MADEN SUYU LIMONLU 200 ML,"10,50",289
AVSAR DOGAL MADEN SUYU MANDALINA 200 ML,"11,50",290
AVSAR DOGAL MADEN SUYU MANGO ANANASLI 200 ML,"11,50",291
AVSAR DOGAL MADEN SUYU SADE 200ML,"8,00",292
AVSAR DOGAL MADEN SUYU YESIL ELMALI 20 CL,"11,50",293
AVSAR KARAMIX KARISIK MEYVE ARO. GAZLI ICECEK200ML,"11,50",294
"AYSU SU 0,5LT","4,50",295
BAGDAT ADA CAYI 60GR,"42,50",296
BAGDAT IHLAMUR 45GR,"77,90",297
BLACK BRUIN ENERGY ICECEGI 1LT,"36,50",298
CAMCIOGLU KAHVE 250GR,"207,00",299
CAMCIOGLU KAHVE 90GR,"80,00",300
CAPPY MEYVE SUYU 1 LT ANANASLI,"49,00",301
CAPPY MEYVE SUYU 1 LT ATOM,"49,00",302
CAPPY MEYVE SUYU 1 LT KARISIK MEYVE NEKTARI,"49,00",303
CAPPY MEYVE SUYU 1 LT KAYISI NEKTARI,"49,00",304
CAPPY MEYVE SUYU 1 LT PORTAKAL NEKTAR,"49,00",305
CAPPY MEYVE SUYU 1 LT SEFTALI NEKTARI,"49,00",306
CAPPY MEYVE SUYU 1 LT VISNE NEKTARI,"49,00",307
CAPPY MEYVE SUYU 200ML ATOM,"15,00",308
CAPPY MEYVE SUYU 200ML KARISIK,"15,00",309
CAPPY MEYVE SUYU 200ML KAYISI,"15,00",310
CAPPY MEYVE SUYU 200ML SEFTALI,"15,00",311
CAPPY MEYVE SUYU 200ML VISNE,"15,00",312
CAPPY MEYVE SUYU 330ML KARISIK,"39,90",313
CAPPY MEYVE SUYU 330ML SEFTALI,"39,90",314
