District,Rooms,Price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Ceyhan / Emek,1+1,13500.0,04,0.0,,-3.571428571428571,
Ceyhan / Emek,2+1,18520.0,04,-5.510204081632653,,-41.703718276608306,
Ceyhan / Emek,3+1,84333.33333333333,04,0.0,,55.692307692307686,
Ceyhan / Emek,4+1,22500.0,04,0.0,,-10.0,
Ceyhan / Namıkkemal,1+1,18250.0,04,-2.013422818791946,,12.886597938144334,
Ceyhan / Namıkkemal,2+1,36100.0,04,-37.713874910136596,,-23.496688741721854,
Ceyhan / Namıkkemal,3+1,35924.242424242424,04,28.086435384485526,,22.42103763842895,
Ceyhan / Sanayi,2+1,160000.0,04,0.0,,1180.0,
Ceyhan / Sanayi,3+1,46300.0,04,0.0,,-2.9350104821802936,
Ceyhan / Sanayi,4+1,240000.0,04,0.0,,-2.0408163265306123,
Ceyhan / Türlübaş,2+1,15214.285714285714,04,0.0,,-49.5260663507109,
Ceyhan / Türlübaş,3+1,64916.666666666664,04,0.0,,12.758478081058719,
Ceyhan / Türlübaş,4+1,15000.0,04,0.0,,0.0,
Ceyhan / Çarşı,2+1,40500.0,04,0.0,,-7.534246575342466,
Ceyhan / Çarşı,3+1,16500.0,04,0.0,,-19.51219512195122,
Karataş,2+1,180000.0,04,0.0,,107.6923076923077,
Karataş,3+1,21666.666666666668,04,0.0,,4.41767068273093,
Karataş / Bahçe,2+1,30000.0,04,0.0,,-84.21052631578947,
Karataş / Bahçe,3+1,177500.0,04,0.0,,5.44554455445544,
Karataş / Bahçe,4+1,350000.0,04,0.0,,316.66666666666663,
Kozan / Aslanpaşa,2+1,9000.0,04,0.0,,0.0,
Kozan / Aslanpaşa,3+1,11875.0,04,3.260869565217391,,-6.935736677115988,
Kozan / Aslanpaşa,4+0,13250.0,04,0.0,,-1.8518518518518516,
Kozan / Köyler,1+1,9000.0,04,0.0,,-31.645569620253163,
Kozan / Köyler,2+0,17000.0,04,0.0,,,
Kozan / Köyler,2+1,11125.0,04,0.0,,-7.291666666666667,
Kozan / Köyler,3+1,13750.0,04,-1.3944223107569778,,-11.29032258064516,
Kozan / Köyler,4+0,14000.0,04,0.0,,0.0,
Kozan / Köyler,4+1,30583.333333333332,04,78.58880778588806,,71.81647940074906,
Kozan / Mahmutlu,2+1,15000.0,04,,,,
Kozan / Mahmutlu,3+1,7000.0,04,0.0,,-14.285714285714288,
Kozan / Mahmutlu,4+0,14000.0,04,0.0,,-6.666666666666667,
Kozan / Merkez,1+1,10250.0,04,0.0,,-2.380952380952381,
Kozan / Merkez,2+1,14913.04347826087,04,-2.7890499194846945,,36.669401148482365,
Kozan / Merkez,3+0,85000.0,04,0.0,,750.0,
Kozan / Merkez,3+1,11092.592592592593,04,-0.4510921177587825,,0.3854533266298015,
Kozan / Merkez,4+1,14500.0,04,0.0,,4.504504504504505,
Kozan / Çarşı,1+1,13625.0,04,-8.14606741573034,,-13.492063492063492,
Kozan / Çarşı,2+1,14142.857142857143,04,0.0,,-0.1680672268907502,
Kozan / Çarşı,3+1,31326.923076923078,04,0.0,,-26.12663681197211,
Kozan / Çarşı,4+0,15000.0,04,0.0,,,
Kozan / Çarşı,4+1,23666.666666666668,04,0.0,,20.13536379018613,
Kozan / Şevkiye,1+1,17750.0,04,0.0,,-1.3888888888888888,
Kozan / Şevkiye,2+1,9625.0,04,0.0,,-4.938271604938271,
Kozan / Şevkiye,3+0,52500.0,04,0.0,,-44.73684210526316,
Kozan / Şevkiye,3+1,11354.545454545454,04,0.0,,-12.797090909090917,
Kozan / Şevkiye,4+1,18000.0,04,0.0,,-7.6923076923076925,
Pozantı,1+1,54500.0,04,0.0,,140.44117647058823,
Pozantı,2+1,38400.0,04,0.0,,10.769230769230777,
Pozantı,3+1,180000.0,04,0.0,,,
Pozantı / Köyler,3+1,225000.0,04,0.0,,0.0,
Sarıçam,1+1,14467.018633540372,04,-0.6205002161082538,,3.657769345436402,
Sarıçam,1.5+1,14875.0,04,0.0,,-0.8333333333333334,
Sarıçam,2+1,19215.339449541283,04,-6.1070064742639065,,-5.252546679679048,
Sarıçam,2.5+1,35700.0,04,0.0,,-59.199999999999996,
Sarıçam,3+1,27071.922413793105,04,4.368363243087891,,-1.4184507154500363,
Sarıçam,4+1,46514.21428571428,04,24.369812713371612,,10.386744077636981,
Sarıçam,4.5+1,13000.0,04,0.0,,0.0,
Sarıçam,5+2,100000.0,04,0.0,,,
Sarıçam,6+2,780000.0,04,0.0,,,
Sarıçam,Stüdyo (1+0),10250.0,04,-18.0,,7.894736842105263,
Sarıçam / Köyler,1+1,16114.583333333334,04,2.5753235730956967,,6.123240276783589,
Sarıçam / Köyler,2+1,13688.157894736842,04,-0.09795259862483072,,-1.7890016521123473,
Sarıçam / Köyler,3+1,56109.375,04,9.630257801899594,,15.656312625250496,
Sarıçam / Köyler,4+1,74714.28571428571,04,8.478091781177074,,76.8385460693153,
Sarıçam / Köyler,5+1,49500.0,04,0.0,,-1.4925373134328357,
Sarıçam / Köyler,5+2,115000.0,04,0.0,,0.0,
Sarıçam / Köyler,6+1,120000.0,04,0.0,,2.8571428571428528,
