District,Rooms,Price,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Ceyhan / Emek,1+1,14000.0,04,0.0,,,
Ceyhan / Emek,2+1,31437.5,04,4.597966728280964,,,
Ceyhan / Emek,3+1,65214.28571428572,04,0.0,,,
Ceyhan / Emek,4+1,25000.0,04,0.0,,,
Ceyhan / Namıkkemal,1+1,16500.0,04,6.451612903225806,,,
Ceyhan / Namıkkemal,2+1,25388.88888888889,04,2.9645440531246297,,,
Ceyhan / Namıkkemal,3+1,27875.0,04,1.9252077562326886,,,
Ceyhan / Namıkkemal,4+1,20000.0,04,0.0,,,
Ceyhan / Sanayi,2+1,14750.0,04,0.0,,,
Ceyhan / Sanayi,3+1,42083.333333333336,04,0.0,,,
Ceyhan / Sanayi,4+1,245000.0,04,0.0,,,
Ceyhan / Türlübaş,2+1,28875.0,04,0.0,,,
Ceyhan / Türlübaş,3+1,57571.42857142857,04,0.0,,,
Ceyhan / Türlübaş,4+1,15000.0,04,-9.090909090909092,,,
Ceyhan / Çarşı,2+1,52000.0,04,0.0,,,
Ceyhan / Çarşı,3+1,20166.666666666668,04,0.0,,,
Karataş,2+1,77428.57142857143,04,0.0,,,
Karataş,3+1,20000.0,04,0.0,,,
Karataş / Bahçe,2+1,350000.0,04,0.0,,,
Karataş / Bahçe,3+1,90000.0,04,0.0,,,
Karataş / Bahçe,4+1,84000.0,04,0.0,,,
Kozan / Aslanpaşa,2+1,11000.0,04,0.0,,,
Kozan / Aslanpaşa,3+1,11960.0,04,0.08368200836820083,,,
Kozan / Aslanpaşa,4+0,13500.0,04,0.0,,,
Kozan / Aslanpaşa,6+1,22000.0,04,0.0,,,
Kozan / Köyler,1+1,13166.666666666666,04,0.0,,,
Kozan / Köyler,2+1,12000.0,04,0.0,,,
Kozan / Köyler,3+1,15100.0,04,0.0,,,
Kozan / Köyler,4+0,13000.0,04,0.0,,,
Kozan / Köyler,4+1,19000.0,04,0.0,,,
Kozan / Mahmutlu,3+1,8500.0,04,1.9999999999999925,,,
Kozan / Mahmutlu,4+0,15000.0,04,0.0,,,
Kozan / Merkez,1+1,11000.0,04,-15.384615384615385,,,
Kozan / Merkez,2+1,11157.894736842105,04,3.222814746116393,,,
Kozan / Merkez,3+0,10000.0,04,0.0,,,
Kozan / Merkez,3+1,11086.95652173913,04,0.7905138339920913,,,
Kozan / Merkez,4+1,14000.0,04,0.0,,,
Kozan / Çarşı,1+1,18500.0,04,0.0,,,
Kozan / Çarşı,2+0,10000.0,04,0.0,,,
Kozan / Çarşı,2+1,14166.666666666666,04,-0.7837251959313087,,,
Kozan / Çarşı,3+1,42117.64705882353,04,0.0,,,
Kozan / Çarşı,4+1,20083.333333333332,04,0.0,,,
Kozan / Şevkiye,1+1,15500.0,04,3.3333333333333335,,,
Kozan / Şevkiye,2+1,10187.5,04,-0.8783783783783744,,,
Kozan / Şevkiye,3+0,95000.0,04,0.0,,,
Kozan / Şevkiye,3+1,12225.0,04,0.0,,,
Kozan / Şevkiye,4+1,18000.0,04,0.0,,,
Pozantı,1+1,22666.666666666668,04,0.0,,,
Pozantı,2+1,39000.0,04,-52.72727272727272,,,
Pozantı / Köyler,3+1,225000.0,04,0.0,,,
Sarıçam,1+1,13870.242753623188,04,0.6336650268770413,,,
Sarıçam,1.5+1,15125.0,04,0.0,,,
Sarıçam,2+1,20458.822916666668,04,3.0351444041056497,,,
Sarıçam,2.5+1,13750.0,04,-5.172413793103448,,,
Sarıçam,3+1,25760.59595959596,04,-0.8635525370763677,,,
Sarıçam,4+1,40835.294117647056,04,-4.156563608280344,,,
Sarıçam,4.5+1,14000.0,04,,,,
Sarıçam,5+1,31500.0,04,0.0,,,
Sarıçam,Stüdyo (1+0),12500.0,04,0.0,,,
Sarıçam / Köyler,1+1,15473.684210526315,04,-7.312374113319915,,,
Sarıçam / Köyler,2+1,13101.315789473685,04,-1.4073814914811154,,,
Sarıçam / Köyler,3+1,62203.125,04,-9.499220576773185,,,
Sarıçam / Köyler,4+1,43300.0,04,-5.64164648910412,,,
Sarıçam / Köyler,4.5+1,45000.0,04,0.0,,,
Sarıçam / Köyler,5+1,52200.0,04,0.0,,,
Sarıçam / Köyler,5+2,115000.0,04,0.0,,,
Sarıçam / Köyler,6+1,108333.33333333333,04,0.0,,,
Sarıçam / Köyler,8+2,62000.0,04,0.0,,,
Sarıçam / Köyler,8+3,100000.0,04,0.0,,,
Sarıçam / Köyler,Stüdyo (1+0),14500.0,04,,,,
Sarıçam / Mehmet Akif Ersoy,1+1,14911.42857142857,04,2.3392352500144167,,,
Sarıçam / Mehmet Akif Ersoy,2+1,28480.128205128207,04,-0.7774762845931025,,,
Sarıçam / Mehmet Akif Ersoy,3+1,35585.63333333333,04,-9.293837909333545,,,
Sarıçam / Mehmet Akif Ersoy,3.5+1,21000.0,04,0.0,,,
Sarıçam / Mehmet Akif Ersoy,4+1,249250.0,04,0.0,,,
Sarıçam / Mehmet Akif Ersoy,5+1,121181.81818181818,04,9.172809172809169,,,
Sarıçam / Mehmet Akif Ersoy,5+2,57500.0,04,0.0,,,
Sarıçam / Mehmet Akif Ersoy,6+1,88333.33333333333,04,0.0,,,
Sarıçam / Sofulu,1+1,13212.48,04,-0.14828389805373252,,,
Sarıçam / Sofulu,1.5+1,14500.0,04,0.0,,,
Sarıçam / Sofulu,2+1,22889.132867132867,04,2.0832345136567962,,,
Sarıçam / Sofulu,2.5+1,13000.0,04,0.0,,,
Sarıçam / Sofulu,3+1,37821.255319148935,04,3.4641906907069533,,,
Sarıçam / Sofulu,4+1,15000.0,04,-65.71428571428571,,,
Sarıçam / Yıldırım Beyazıt,2+1,56208.333333333336,04,-6.24842052059641,,,
Sarıçam / Yıldırım Beyazıt,3+1,40800.0,04,-15.79737335834897,,,
Sarıçam / Yıldırım Beyazıt,4+1,162500.0,04,0.0,,,
Seyhan / 2000 Evler,1+1,18250.0,04,0.0,,,
Seyhan / 2000 Evler,2+1,43571.42857142857,04,-4.641654641654645,,,
Seyhan / 2000 Evler,3+1,74241.66666666667,04,2.8391880910165552,,,
Seyhan / 2000 Evler,4+1,191458.33333333334,04,0.0,,,
Seyhan / 2000 Evler,4.5+1,50000.0,04,0.0,,,
Seyhan / 2000 Evler,6+1,760000.0,04,0.0,,,
Seyhan / Akkapı,2+1,26000.0,04,0.0,,,
Seyhan / Akkapı,3+1,112500.0,04,0.0,,,
Seyhan / Akkapı,4+1,180000.0,04,0.0,,,
Seyhan / Akkapı,6+2,400000.0,04,0.0,,,
Seyhan / Denizli,1+1,58000.0,04,-9.937888198757763,,,
Seyhan / Denizli,2+1,36765.51724137931,04,2.0130889050480345,,,
Seyhan / Denizli,2.5+1,11000.0,04,0.0,,,
Seyhan / Denizli,3+1,61147.05882352941,04,-0.0240442414041767,,,
Seyhan / Denizli,Stüdyo (1+0),12750.0,04,0.0,,,
Seyhan / Emek,2+1,74076.92307692308,04,7.3578595317725775,,,
Seyhan / Emek,3+1,133375.0,04,0.0,,,
Seyhan / Emek,4+1,22000.0,04,0.0,,,
Seyhan / Emekevler,1+1,22000.0,04,0.0,,,
Seyhan / Emekevler,2+1,42111.11111111111,04,-2.0671834625323036,,,
Seyhan / Emekevler,3+1,56381.57894736842,04,1.2284431845027113,,,
Seyhan / Emekevler,4+1,58500.0,04,0.0,,,
Seyhan / Fevzipaşa,1+1,14500.0,04,,,,
Seyhan / Fevzipaşa,2+1,37375.0,04,9.736614853195173,,,
Seyhan / Fevzipaşa,3+1,55071.42857142857,04,0.0,,,
Seyhan / Gazipaşa,1+1,41041.17647058824,04,2.1489458615304513,,,
Seyhan / Gazipaşa,2+0,16500.0,04,0.0,,,
Seyhan / Gazipaşa,2+1,111893.93939393939,04,1.25464531866477,,,
Seyhan / Gazipaşa,3+1,107370.94594594595,04,-0.3061711906310747,,,
Seyhan / Gazipaşa,4+1,218879.3103448276,04,5.95206632262731,,,
Seyhan / Gazipaşa,5+1,55333.333333333336,04,-3.7681159420289814,,,
Seyhan / Gazipaşa,5.5+1,800000.0,04,0.0,,,
Seyhan / Gazipaşa,Stüdyo (1+0),8366.666666666666,04,0.0,,,
Seyhan / Gülbahçesi,3+1,125000.0,04,0.0,,,
Seyhan / Gürselpaşa,1+1,32491.55421686747,04,-0.6151730964114593,,,
Seyhan / Gürselpaşa,2+1,60727.94117647059,04,-3.2747834510925826,,,
Seyhan / Gürselpaşa,2.5+1,238500.0,04,0.0,,,
Seyhan / Gürselpaşa,3+1,97764.74285714286,04,-5.760179817026051,,,
Seyhan / Gürselpaşa,3.5+1,35000.0,04,0.0,,,
Seyhan / Gürselpaşa,4+1,236993.5064935065,04,-8.839661177169807,,,
Seyhan / Gürselpaşa,5+1,395666.6666666667,04,0.0,,,
Seyhan / Gürselpaşa,5.5+1,38500.0,04,0.0,,,
Seyhan / Gürselpaşa,Stüdyo (1+0),8000.0,04,0.0,,,
Seyhan / Hükümet,3+1,135000.0,04,0.0,,,
Seyhan / Kuruköprü,1+1,22987.5,04,0.0,,,
Seyhan / Kuruköprü,2+1,28900.0,04,-0.3448275862068966,,,
Seyhan / Kuruköprü,3+1,87894.73684210527,04,-4.259893303606978,,,
Seyhan / Kuruköprü,4+1,35000.0,04,0.0,,,
Seyhan / Kuruköprü,Stüdyo (1+0),12500.0,04,0.0,,,
Seyhan / Köyler,2+1,12000.0,04,0.0,,,
Seyhan / Köyler,3+1,17607.5,04,-0.536885442098706,,,
Seyhan / Köyler,Stüdyo (1+0),11000.0,04,,,,
Seyhan / Mavibulvar/Yurt,1+1,21838.235294117647,04,3.9915966386554613,,,
Seyhan / Mavibulvar/Yurt,2+0,10000.0,04,0.0,,,
Seyhan / Mavibulvar/Yurt,2+1,80754.83333333333,04,-1.4842557067598758,,,
Seyhan / Mavibulvar/Yurt,3+1,72875.71428571429,04,1.3847179708163841,,,
Seyhan / Mavibulvar/Yurt,4+1,180634.61538461538,04,-1.173752388327292,,,
Seyhan / Mavibulvar/Yurt,Stüdyo (1+0),12000.0,04,0.0,,,
Seyhan / Merkez,1+1,53857.142857142855,04,17.792049991320955,,,
Seyhan / Merkez,2+1,44984.375,04,0.0,,,
Seyhan / Merkez,3+1,90347.22222222222,04,4.495341483623316,,,
Seyhan / Merkez,4+1,55000.0,04,,,,
Seyhan / Merkez,4+2,30000.0,04,-9.090909090909092,,,
Seyhan / Merkez,5+1,48000.0,04,0.0,,,
Seyhan / Meydan,2+1,75000.0,04,0.0,,,
Seyhan / Meydan,3+1,74700.0,04,0.0,,,
Seyhan / Meydan,4+1,88500.0,04,0.0,,,
Seyhan / Saydam,2+1,91250.0,04,0.0,,,
Seyhan / Saydam,3+1,75200.0,04,0.0,,,
