Daily Inflation(%),Date
-0.004813145148933245,4-29
0.025625587545716984,4-30
0.27548030501666276,5-1
0.0008045659494538974,5-2
-0.001305703479149163,5-3
0.001216011519373467,5-4
-0.13307806386287221,5-5
0.2603552220237516,5-6
-0.0018945492942965953,5-7
0.0078068197797882995,5-8
-0.20627767163556282,5-9
