Weekly Inflation(%),Date
-2.4570749617452403,3-4
-2.4810864677567763,3-5
0.1490482491540643,3-6
1.8204195143238924,3-7
3.3684778212617883,3-8
3.1173265421191036,3-9
2.934904530389054,3-10
1.717004790998125,3-11
1.8152736690801088,3-12
0.16603679411793315,3-13
2.2175762602248437,3-14
