District,Rooms,Price
İstanbul / Bahçelievler,3+1,6.000 TL
İstanbul / Küçükçekmece,1+1,8.000 TL
İstanbul / Bağcılar,2+1,7.000 TL
İstanbul / Küçükçekmece,2+1,8.000 TL
İstanbul / Avcılar,2+1,9.000 TL
İstanbul / Bağcılar,2+1,5.000 TL
İstanbul / Küçükçekmece,3+1,9.000 TL
İstanbul / Beyoğlu,Stüdyo (1+0),8.500 TL
İstanbul / Avcılar,2+1,8.000 TL
İstanbul / Zeytinburnu,Stüdyo (1+0),9.000 TL
İstanbul / Fatih,3+1,5.000 TL
İstanbul / Küçükçekmece,3+1,5.000 TL
İstanbul / Beşiktaş,3+1,9.999 TL
İstanbul / Arnavutköy,1+1,2.500 TL
İstanbul / Beylikdüzü,Stüdyo (1+0),9.800 TL
İstanbul / Bahçelievler,3+1,7.500 TL
İstanbul / Esenyurt,1+1,5.500 TL
İstanbul / Çatalca,2+1,6.000 TL
İstanbul / Bahçelievler,Stüdyo (1+0),8.500 TL
İstanbul / Bağcılar,1+1,8.000 TL
İstanbul / Bağcılar,3+1,7.000 TL
İstanbul / Bahçelievler,2+1,9.000 TL
İstanbul / Beyoğlu,Stüdyo (1+0),8.000 TL
İstanbul / Esenyurt,2+1,7.000 TL
İstanbul / Bahçelievler,3+1,5.500 TL
İstanbul / Avcılar,3+1,6.250 TL
İstanbul / Esenyurt,2+1,9.500 TL
İstanbul / Avcılar,2+1,9.500 TL
İstanbul / Fatih,Stüdyo (1+0),8.500 TL
İstanbul / Bahçelievler,3+1,6.000 TL
İstanbul / Kağıthane,2+1,9.000 TL
İstanbul / Güngören,2+1,7.500 TL
İstanbul / Beşiktaş,4+1,9.990 TL
İstanbul / Bağcılar,2+1,5.000 TL
İstanbul / Bahçelievler,3+1,9.000 TL
İstanbul / Şişli,Stüdyo (1+0),9.500 TL
İstanbul / Bahçelievler,2+0,7.000 TL
İstanbul / Beşiktaş,4+1,9.990 TL
İstanbul / Küçükçekmece,4+3,8.000 TL
İstanbul / Kağıthane,8+1,6.500 TL
İstanbul / Şişli,2+1,9.000 TL
İstanbul / Bağcılar,1+1,4.500 TL
İstanbul / Küçükçekmece,Stüdyo (1+0),7.500 TL
İstanbul / Bayrampaşa,5+2,7.000 TL
İstanbul / Küçükçekmece,Stüdyo (1+0),8.000 TL
İstanbul / Esenyurt,2+1,7.000 TL
İstanbul / Bağcılar,2+1,9.000 TL
İstanbul / Avcılar,1+1,9.500 TL
İstanbul / Küçükçekmece,Stüdyo (1+0),6.000 TL
