Listing_ID,City,District,Rooms,Price
1304870432,Bolu,İhsaniye/GölyüzüAktaş Mh.,1+1,15000.0
1294075709,Bolu,İhsaniye/Gölyüzüİhsaniye Mh.,2+1,11000.0
1298455403,Bolu,MerkezSümer Mh.,1+1,12000.0
1299605154,Bolu,İhsaniye/GölyüzüGölyüzü Mh.,1+1,11000.0
1299638692,Bolu,İhsaniye/Gölyüzüİhsaniye Mh.,2+1,16500.0
1298993084,Bolu,MerkezKaramanlı Mh.,1+1,14000.0
1304620652,Bolu,İhsaniye/GölyüzüSemerkant Mah.,1+1,22000.0
1277495600,Bolu,MerkezTepecik Mah.,1+1,20500.0
1304248431,Bolu,MerkezSağlık Mh.,3+1,17000.0
1303695298,Bolu,İhsaniye/GölyüzüKaraçayır Mh.,1+1,20000.0
1305466905,Bolu,İhsaniye/GölyüzüAktaş Mh.,2+1,22500.0
1305461886,Bolu,KöylerYukarısoku Mh.,2+1,15000.0
1305460343,Bolu,KöylerYukarısoku Mh.,2+1,13000.0
1269361381,Bolu,MerkezSağlık Mh.,3+1,23000.0
1302668373,Bolu,MerkezBeşkavaklar Mh.,4+1,58000.0
1302662266,Bolu,MerkezBorazanlar Mah.,2+1,18500.0
1290988267,Bolu,MerkezKültür Mh.,2+1,25000.0
1305425894,Bolu,MerkezKaramanlı Mh.,1+1,25000.0
1302628151,Bolu,MerkezTabaklar Mah.,1+1,18000.0
1305394270,Bolu,MerkezSağlık Mh.,3+1,22000.0
1305385627,Bolu,MerkezTabaklar Mah.,1+1,30000.0
1305392592,Bolu,İhsaniye/GölyüzüKöroğlu Mh.,2+1,17250.0
1299855810,Bolu,MerkezSümer Mh.,1+1,16000.0
1295629237,Bolu,İhsaniye/Gölyüzüİhsaniye Mh.,3+1,27000.0
1305384526,Bolu,İhsaniye/Gölyüzüİhsaniye Mh.,2+1,17500.0
1294934282,Bolu,MerkezKültür Mh.,3+1,40000.0
1291442167,Bolu,İhsaniye/GölyüzüGölyüzü Mh.,3+1,25000.0
1305376652,Bolu,MerkezSümer Mh.,2+1,15000.0
1305370929,Bolu,MerkezBeşkavaklar Mh.,2+1,23000.0
1288483319,Bolu,MerkezPaşaköy Mh.,2+1,28000.0
1287626408,Bolu,MerkezSümer Mh.,2+1,19000.0
1290714675,Bolu,İhsaniye/GölyüzüAktaş Mh.,1+1,14000.0
1302573211,Bolu,İhsaniye/GölyüzüAktaş Mh.,1+1,15000.0
1299638605,Bolu,MerkezBahçelievler Mh.,2+1,25000.0
1302562963,Bolu,MerkezSümer Mh.,2+1,33999.0
1277420139,Bolu,MerkezBorazanlar Mah.,1+1,17000.0
1302549540,Bolu,MerkezKaramanlı Mh.,3+1,16500.0
1299637475,Bolu,İhsaniye/GölyüzüKaraçayır Mh.,1+1,16000.0
1287449528,Bolu,MerkezPaşaköy Mh.,3+1,12000.0
1305305035,Bolu,MerkezBorazanlar Mah.,2+1,25000.0
1298099763,Bolu,KöylerKılıçarslan Mh.,4+1,40000.0
1302527157,Bolu,MerkezSağlık Mh.,2+1,12500.0
1222249100,Bolu,MerkezBorazanlar Mah.,3+1,20000.0
1297921654,Bolu,İhsaniye/GölyüzüAktaş Mh.,1+1,20000.0
1208819717,Bolu,MerkezKültür Mh.,1+1,23000.0
1296737777,Bolu,MerkezTabaklar Mah.,1+1,20000.0
1305256658,Bolu,MerkezUmutkent Mah.,3+1,18000.0
1302467817,Bolu,Merkezİzzet Baysal Mh.,2+1,28000.0
1305245728,Bolu,MerkezKaramanlı Mh.,3+1,15000.0
1209974864,Bolu,MerkezYaşamkent Mh.,3+1,15500.0
1305231590,Bolu,MerkezTabaklar Mah.,1+1,22000.0
1276792802,Bolu,MerkezKaramanlı Mh.,3+1,25000.0
1184070393,Bolu,Merkezİzzet Baysal Mh.,4+1,30000.0
1305215802,Bolu,Merkezİzzet Baysal Mh.,2+1,23000.0
1302408730,Bolu,MerkezBorazanlar Mah.,2+1,22000.0
1305215103,Bolu,MerkezBorazanlar Mah.,2+1,35000.0
1305212208,Bolu,İhsaniye/GölyüzüAkpınar Mh.,2+1,18000.0
1293858847,Bolu,MerkezPaşaköy Mh.,1+1,20000.0
1198518192,Bolu,MerkezBahçelievler Mh.,5+2,12000.0
1273792183,Bolu,KöylerDoğancı Köyü,3+1,10000.0
1296707567,Bolu,MerkezSağlık Mh.,2+1,20000.0
1305165070,Bolu,MerkezBorazanlar Mah.,2+1,26500.0
1305325691,Bolu,MerkezSümer Mh.,2+1,35000.0
1293802415,Bolu,MerkezBorazanlar Mah.,2+1,23000.0
1305146882,Bolu,Merkezİzzet Baysal Mh.,3+1,30000.0
1305146554,Bolu,İhsaniye/GölyüzüKaraçayır Mh.,1+1,13000.0
1305022233,Bolu,MerkezBeşkavaklar Mh.,4+1,20000.0
1153785196,Bolu,MerkezAlpağutbey Mh.,3+1,35000.0
1296532439,Bolu,MerkezPaşaköy Mh.,2+1,35000.0
1302309734,Bolu,MerkezKaramanlı Mh.,3+1,20000.0
1305079971,Bolu,MerkezTepecik Mah.,3+1,30000.0
1287008089,Bolu,MerkezSümer Mh.,2+1,24000.0
1302295552,Bolu,KöylerKılıçarslan Mh.,3+1,35000.0
1302639396,Bolu,MerkezTabaklar Mah.,1+1,18500.0
1271945156,Bolu,MerkezAlpağut Mh.,2+1,25000.0
1263055952,Bolu,MerkezBorazanlar Mah.,2+1,17000.0
1302267121,Bolu,İhsaniye/GölyüzüKaraçayır Mh.,1+1,17500.0
1298917122,Bolu,MerkezKaramanlı Mh.,2+1,15000.0
1302264933,Bolu,MerkezAlpağutbey Mh.,3+1,18500.0
1305039805,Bolu,İhsaniye/Gölyüzüİhsaniye Mh.,2+1,16500.0
1305390616,Bolu,MerkezBorazanlar Mah.,1+1,20000.0
1305026045,Bolu,MerkezTabaklar Mah.,4+1,32000.0
1303696592,Bolu,MerkezPaşaköy Mh.,1+1,32000.0
1305000796,Bolu,İhsaniye/GölyüzüAkpınar Mh.,2+1,14000.0
1292992759,Bolu,İhsaniye/GölyüzüÇıkınlar Mh.,2+1,15000.0
1288278088,Bolu,MerkezAlpağutbey Mh.,3+1,22000.0
1304935331,Bolu,İhsaniye/GölyüzüÇıkınlar Mh.,2+1,21000.0
1302219623,Bolu,MerkezSağlık Mh.,2+1,12000.0
1288099213,Bolu,MerkezBorazanlar Mah.,2+1,25000.0
1288427977,Bolu,MerkezSağlık Mh.,3+1,20000.0
1302203077,Bolu,MerkezTabaklar Mah.,1+1,24000.0
1300904669,Bolu,Merkezİzzet Baysal Mh.,2+1,30000.0
1294849338,Bolu,MerkezTabaklar Mah.,3+1,17000.0
1299359247,Bolu,Merkezİzzet Baysal Mh.,3+1,20000.0
1266253725,Bolu,İhsaniye/GölyüzüSemerkant Mah.,2+1,16000.0
1304964587,Bolu,İhsaniye/GölyüzüKaraçayır Mh.,2+1,23500.0
1293652403,Bolu,Merkezİzzet Baysal Mh.,2+1,28000.0
1290426358,Bolu,MerkezBahçelievler Mh.,3+1,19000.0
1277583394,Bolu,MerkezSümer Mh.,2+1,18500.0
1303615994,Bolu,MerkezBahçelievler Mh.,3+1,25000.0
1302127744,Bolu,MerkezAşağısoku Mh.,4+1,55000.0
1304893426,Bolu,MerkezKültür Mh.,4+1,23000.0
1293378566,Bolu,KöylerSandallar Mah.,1+1,20000.0
1296295939,Bolu,İhsaniye/GölyüzüKaraçayır Mh.,1+1,14000.0
1268897419,Bolu,MerkezSağlık Mh.,2+1,16000.0
846758230,Bolu,MerkezPaşaköy Mh.,2+1,20000.0
1302085116,Bolu,MerkezBorazanlar Mah.,3+1,18000.0
1284087964,Bolu,MerkezSağlık Mh.,2+0,20000.0
1293491566,Bolu,MerkezPaşaköy Mh.,2+1,25500.0
1295064617,Bolu,İhsaniye/GölyüzüKaraçayır Mh.,3+1,14500.0
1299444089,Bolu,MerkezBorazanlar Mah.,2+1,20000.0
1294643351,Bolu,MerkezPaşaköy Mh.,2+1,27000.0
1304837576,Bolu,MerkezBorazanlar Mah.,2+1,21000.0
1304835250,Bolu,KöylerKılıçarslan Mh.,2+1,24000.0
1304827668,Bolu,İhsaniye/GölyüzüAktaş Mh.,2+1,23000.0
1299141278,Bolu,MerkezSümer Mh.,3+1,13750.0
1187947229,Bolu,MerkezPaşaköy Mh.,2+1,20000.0
1304817098,Bolu,MerkezBorazanlar Mah.,1+1,18000.0
1301814996,Bolu,MerkezTabaklar Mah.,3+1,15500.0
1201065912,Bolu,KöylerKılıçarslan Mh.,3+1,30000.0
1304813107,Bolu,MerkezUmutkent Mah.,3+1,22500.0
1304812540,Bolu,İhsaniye/GölyüzüKöroğlu Mh.,2+1,35000.0
1299418446,Bolu,MerkezKaramanlı Mh.,1+1,14000.0
1299150257,Bolu,MerkezSağlık Mh.,2+1,18000.0
1293397942,Bolu,KöylerKılıçarslan Mh.,2+1,22000.0
1282444096,Bolu,KöylerKılıçarslan Mh.,3+1,32000.0
1303685327,Bolu,MerkezPaşaköy Mh.,1+1,30000.0
1304794223,Bolu,MerkezBorazanlar Mah.,2+1,15000.0
1304794500,Bolu,MerkezSağlık Mh.,2+1,23500.0
1145022079,Bolu,MerkezKaramanlı Mh.,1+1,13950.0
1302108571,Bolu,Merkezİzzet Baysal Mh.,2+1,23500.0
1273004846,Bolu,MerkezBahçelievler Mh.,1+1,22000.0
