product_name,price,id,sku,brand,category,regular_price,discount_rate,unit,status
KARBOSAN 920470 Elmas Bileme Taşı 150X20X20,709.5,13912,13912,Karbosan,Kesme ve Taşlama Diskleri,709.5,0.0,PIECE,IN_SALE
Karbosan 914200 Konik Taşlama Taşı 100x50xM14,456.5,13889,13889,Karbosan,Kesme ve Taşlama Diskleri,456.5,0.0,PIECE,IN_SALE
Bosch Taşlama Bağlantı Aparatı M14 115-230 mm,236.25,13094,13094,Bosch Aksesuarlar,Kesme ve Taşlama Diskleri,275.0,14.09,PIECE,IN_SALE
Bosch Taşlama Bağlantı Flanşı,236.25,12812,12812,Bosch Aksesuarlar,Kesme ve Taşlama Diskleri,275.0,14.09,PIECE,IN_SALE
Bosch Balyoz 1000 gr,1089.0,12115,12115,Bosch Aksesuar ve El Aletleri,Çekiç ve Balyozlar,1089.0,0.0,PIECE,IN_SALE
KARBOSAN 914990 NK 36 ZIMPARA TAŞI 175X25X20,1083.5,3854,3854,Karbosan,Kesme ve Taşlama Diskleri,1083.5,0.0,PIECE,IN_SALE
"KARBOSAN 910380 INOX KESME DİSK 115x1x22,23 mm",26.4,3419,3419,Karbosan,Kesme ve Taşlama Diskleri,26.4,0.0,PIECE,IN_SALE
KARBOSAN 910860 METAL KESME SABİT TEZGAH DİSKİ,300.3,3415,3415,Karbosan,Kesme ve Taşlama Diskleri,300.3,0.0,PIECE,IN_SALE
"KARBOSAN 910420 INOX KESME DİSKİ 180x1,9x22,23 mm",66.0,3411,3411,Karbosan,Kesme ve Taşlama Diskleri,66.0,0.0,PIECE,IN_SALE
"KARBOSAN 910040 METAL KESME DİSK 180x3x22,23 mm",66.0,3408,3408,Karbosan,Kesme ve Taşlama Diskleri,66.0,0.0,PIECE,IN_SALE
"Karbosan 910050 Metal Kesme Disk 230x3x22,23 mm",115.5,3407,3407,Karbosan,Kesme ve Taşlama Diskleri,115.5,0.0,PIECE,IN_SALE
"KARBOSAN 910550 METAL ÇAPAKALMA DİSK 115x6,4x22 mm",55.0,3406,3406,Karbosan,Kesme ve Taşlama Diskleri,55.0,0.0,PIECE,IN_SALE
KARBOSAN 910580 Metal Çapak Alma Disk 180x8x22 mm,138.6,3385,3385,Karbosan,Kesme ve Taşlama Diskleri,138.6,0.0,PIECE,IN_SALE
KARBOSAN 910610 FLEX TAŞI 230X8X22 NK,231.0,3384,3384,Karbosan,Kesme ve Taşlama Diskleri,231.0,0.0,PIECE,IN_SALE
KARBOSAN 920490 SCG ELMAS TAŞ 175X20X20,929.5,3382,3382,Karbosan,Kesme ve Taşlama Diskleri,929.5,0.0,PIECE,IN_SALE
BOSCH PRO THICKMETAL PANTER TEST S1237HBF,302.4,15746,15746,Bosch Aksesuar ve El Aletleri,Panter Testere Bıçakları,352.0,14.09,PIECE,IN_SALE
Bosch T 118 EFS Basic For Inox,42.52,12224,12224,Bosch Aksesuarlar,Panter Testere Bıçakları,49.5,14.1,PIECE,IN_SALE
BOSCH T 102 H Clean For PVC,85.99,12223,12223,Bosch Aksesuarlar,Panter Testere Bıçakları,100.1,14.1,PIECE,IN_SALE
Bosch S 956 DHM Endurance for Window Demol 1’li,515.97,10639,10639,Bosch Aksesuar ve El Aletleri,Panter Testere Bıçakları,600.6,14.09,PIECE,IN_SALE
BOSCH Panter testere bıçağı RBP- 2ER S 1110 V,385.0,12825,12825,Bosch Aksesuar ve El Aletleri,Panter Testere Bıçakları,385.0,0.0,PIECE,IN_SALE
BOSCH Panter Testere TopforWood S1531L,302.5,12433,12433,Bosch Aksesuar ve El Aletleri,Panter Testere Bıçakları,302.5,0.0,PIECE,IN_SALE
"BOSCH Tilki kuyruğu bıçağı S 1122 EF 225X19X0,9 mm",363.0,12543,12543,Bosch,Panter Testere Bıçakları,363.0,0.0,PIECE,IN_SALE
"BOSCH Tilki kuyruğu bıçağı S 922 AF150X19X0,19 mm",272.8,12544,12544,Bosch Aksesuar ve El Aletleri,Panter Testere Bıçakları,272.8,0.0,PIECE,IN_SALE
Bosch Panter Testere ProgforMetal S123XF,291.5,11509,11509,Bosch Aksesuarlar,Panter Testere Bıçakları,291.5,0.0,PIECE,IN_SALE
Knisaw KS44004 Kılıç Testere Bıçağı 10-250 mm,113.3,11460,11460,Diğer,Panter Testere Bıçakları,113.3,0.0,PIECE,IN_SALE
Bosch Dekupaj Bıçağı BasicforWood T111C,58.3,5546,5546,Bosch Aksesuarlar,Panter Testere Bıçakları,58.3,0.0,PIECE,IN_SALE
Bosch EXP Panter T HollowBrick S1243HM,2057.0,6892,6892,Bosch Aksesuarlar,Panter Testere Bıçakları,2057.0,0.0,PIECE,IN_SALE
Bosch Panter Testere Bıçağı Expert HollowBrick S1543HM,793.1,7931,7931,Bosch Aksesuarlar,Panter Testere Bıçakları,793.1,0.0,PIECE,IN_SALE
Bosch EXP Panter Testere AerCom S1241HM,1113.2,7932,7932,Bosch Aksesuarlar,Panter Testere Bıçakları,1113.2,0.0,PIECE,IN_SALE
BOSCH PANTER TESTERE UCU S 1122 VFR  PALET,242.0,palet,palet,Bosch Aksesuar ve El Aletleri,Panter Testere Bıçakları,242.0,0.0,PIECE,IN_SALE
Bosch S 1211 K Special for Ice,338.8,ice,ice,Bosch Aksesuarlar,Panter Testere Bıçakları,338.8,0.0,PIECE,IN_SALE
Roney Tx-35 Maket Bıçağı Metal,96.8,metal,metal,Roney,Maket Bıçakları,96.8,0.0,PIECE,IN_SALE
Bosch S 1110 VF Heavy for Wood and Metal,309.1,2608657610,2608657610,Bosch Aksesuarlar,Panter Testere Bıçakları,309.1,0.0,PIECE,IN_SALE
"MERCURE HSS MATKAP UCU 3,0mm.",11.0,16243,16243,Mercure,Matkap Uç ve Setleri,11.0,0.0,PIECE,IN_SALE
MERCURE HSS MATKAP UCU SETI 19 Parca,660.0,16227,16227,Mercure,Matkap Uç ve Setleri,660.0,0.0,PIECE,IN_SALE
BOSCH PRO SDS-Plus-5X K-Delici Ucu 7*160 mm,275.0,16204,16204,Bosch Aksesuar ve El Aletleri,Matkap Uç ve Setleri,275.0,0.0,PIECE,IN_SALE
"BOSCH HSS-Co Metal Matkap Ucu 1,5*40 mm 1li",88.0,16201,16201,Bosch Aksesuar ve El Aletleri,Matkap Uç ve Setleri,88.0,0.0,PIECE,IN_SALE
BOSCH HSS-Co Metal Matkap Ucu 1*34 mm 1li,115.5,16199,16199,Bosch Aksesuar ve El Aletleri,Matkap Uç ve Setleri,115.5,0.0,PIECE,IN_SALE
Bosch EXP HEX-9 HardCeramic Matkap Ucu 6*90 mm,803.0,16197,16197,Bosch Aksesuar ve El Aletleri,Matkap Uç ve Setleri,803.0,0.0,PIECE,IN_SALE
osch SDS-Plus Matkap Uç Seti 8'li Ø5-10mm TBox,1417.5,16130,16130,Bosch Aksesuar ve El Aletleri,Matkap Uç ve Setleri,1650.0,14.09,PIECE,IN_SALE
Bosch Pro 18x540 mm SDS Max-4 Beton Delici Matkap Ucu,2457.0,16115,16115,Bosch Aksesuar ve El Aletleri,Matkap Uç ve Setleri,2860.0,14.09,PIECE,IN_SALE
Bosch Pro 16x340 mm SDS Max-4 Beton Delici Matkap Ucu,1946.7,16114,16114,Bosch Aksesuar ve El Aletleri,Matkap Uç ve Setleri,2266.0,14.09,PIECE,IN_SALE
MERCURE KILAVUZ MATKAP UCU 1/4'' 76MM,91.3,16071,16071,Mercure,Matkap Uç ve Setleri,91.3,0.0,PIECE,IN_SALE
MERCURE BİTS ADAPTÖR 10*60 MANYETİK SİYAH KİLİTLİ YAYLI,302.5,16069,16069,Mercure,Matkap Uç ve Setleri,302.5,0.0,PIECE,IN_SALE
MERCURE BİTS ADAPTÖR 10*65 ÇİFT MANYETİK UZATMALI,423.5,16068,16068,Mercure,Matkap Uç ve Setleri,423.5,0.0,PIECE,IN_SALE
MERCURE BİTS ADAPTÖR 10*60 MANYETİK KIRMIZI KİLİTLİ YAYLI,390.5,16067,16067,Mercure,Matkap Uç ve Setleri,390.5,0.0,PIECE,IN_SALE
PARTNER PT21071 MİNİ BİTS UÇLU MANDREN 1/4'',165.0,16061,16061,PARTNER,Matkap Uç ve Setleri,165.0,0.0,PIECE,IN_SALE
PRO SCR-03087 YILDIZ BİTS UÇ PH2X150MM,121.0,16060,16060,Pro-Scr,Matkap Uç ve Setleri,121.0,0.0,PIECE,IN_SALE
PRO SCR-03065 YILDIZ BİTS UÇ PH2X50 MM,27.5,16057,16057,Pro-Scr,Matkap Uç ve Setleri,27.5,0.0,PIECE,IN_SALE
TODRİLL TD50627 SDS PLUS 4 ELM MATKAP UCU 24x260MM,385.0,16052,16052,Todrill,Matkap Uç ve Setleri,385.0,0.0,PIECE,IN_SALE
PRO SCR-03175 YILDIZ BİTS UÇ PZ2X75MM,44.0,16041,16041,Diğer,Matkap Uç ve Setleri,44.0,0.0,PIECE,IN_SALE
PRO SCR-03185 YILDIZ BİTS UÇ PZ2X100MM,55.0,16038,16038,Diğer,Matkap Uç ve Setleri,55.0,0.0,PIECE,IN_SALE
TODRİLL  TOD50501 SDS-AGAÇ M.UC10*450*500,139.7,16035,16035,Todrill,Matkap Uç ve Setleri,139.7,0.0,PIECE,IN_SALE
TODRILL TOD50509 SDS-AGAÇ M.UC18*450*500,220.0,16034,16034,Todrill,Matkap Uç ve Setleri,220.0,0.0,PIECE,IN_SALE
TODRILL  TOD50519 SDS-AGAÇ M.UC12*200*250,82.5,16033,16033,Todrill,Matkap Uç ve Setleri,82.5,0.0,PIECE,IN_SALE
TODRILL TOD50523 SDS-AGAÇ M.UC16*200*250,121.0,16032,16032,Todrill,Matkap Uç ve Setleri,121.0,0.0,PIECE,IN_SALE
TODRILL  TOD50525 SDS-AGAÇ M.UC18*200*250,154.0,16030,16030,Todrill,Matkap Uç ve Setleri,154.0,0.0,PIECE,IN_SALE
TODRİLL TD50302 SİVRİ KESKİ 18*600 MM,290.4,16029,16029,Todrill,Matkap Uç ve Setleri,290.4,0.0,PIECE,IN_SALE
TODRİLL TD50422 SDS MAX 4 ELMASLI MATKAP UÇ 22X340MM,297.0,16027,16027,Todrill,Matkap Uç ve Setleri,297.0,0.0,PIECE,IN_SALE
TODRİLL TD50435 SDS MAX ELMASLI MATKAP UÇ 20X520 MM,742.5,16026,16026,Todrill,Matkap Uç ve Setleri,742.5,0.0,PIECE,IN_SALE
TODRİLL TD50431 SDS MAX 4 ELMASLI MATKAP UÇ 16X540 MM,522.5,16024,16024,Todrill,Matkap Uç ve Setleri,522.5,0.0,PIECE,IN_SALE
TODRİLL TD50420 SDS MAX 4 ELMASLI MATKAP UÇ 20X340MM,539.0,16023,16023,Todrill,Matkap Uç ve Setleri,539.0,0.0,PIECE,IN_SALE
TODRİLL TD50410 SDS MAX 4 ELMASLI MATKAP UÇ 10X260 MM,264.0,16022,16022,Todrill,Matkap Uç ve Setleri,264.0,0.0,PIECE,IN_SALE
DEKOR 213 ALÇI MALASI  DEKOR NO:40,660.0,14082,14082,Dekor,Malalar,660.0,0.0,PIECE,IN_SALE
Dekor 093 Alçı Malası Açık Plastik Saplı Yay Çeliği 35 Cm,345.4,12386,12386,HASSAN,Malalar,345.4,0.0,PIECE,IN_SALE
HASSAN 091 ALÇI MALASI 30 CM,226.6,5431,5431,HASSAN,Malalar,226.6,0.0,PIECE,IN_SALE
Dekor Alçı Malası Ahşap Sap Paslanmaz Çelik 40 Cm,704.0,8695013000981,8695013000981,HASSAN,Malalar,704.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANC 33mm.,528.0,16250,16250,Mercure,Pançlar,528.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANC 12mm.,253.0,16219,16219,Mercure,Pançlar,253.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANC 14mm.,253.0,16217,16217,Mercure,Pançlar,253.0,0.0,PIECE,IN_SALE
MERCURE PANÇ METAL DELİCİ 140MM,1355.2,16162,16162,Mercure,Pançlar,1355.2,0.0,PIECE,IN_SALE
MERCURE METAL PANÇ DELİK AÇMA 16 MM,286.0,16161,16161,Mercure,Pançlar,286.0,0.0,PIECE,IN_SALE
MERCURE BİMETAL PANÇ 65mm.,627.0,16064,16064,Mercure,Pançlar,627.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 40mm.,594.0,15973,15973,Mercure,Pançlar,594.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 23mm.,319.0,15972,15972,Mercure,Pançlar,319.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 18mm,291.5,15971,15971,Mercure,Pançlar,291.5,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 22MM,385.0,15970,15970,Mercure,Pançlar,385.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 26mm.,440.0,15969,15969,Mercure,Pançlar,440.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 34mm.,638.0,15966,15966,Mercure,Pançlar,638.0,0.0,PIECE,IN_SALE
MERCURE BİMETAL PANÇ 120mm.,1210.0,15965,15965,Mercure,Pançlar,1210.0,0.0,PIECE,IN_SALE
MERCURE HSS KADEMELİ PANÇ 4-30mm. ( TIN ),880.0,15964,15964,Mercure,Pançlar,880.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 65MM,1320.0,15959,15959,Mercure,Pançlar,1320.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 20mm.,319.0,15957,15957,Mercure,Pançlar,319.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 70mm.,1320.0,15955,15955,Mercure,Pançlar,1320.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 60mm.,1210.0,15952,15952,Mercure,Pançlar,1210.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 30mm.,550.0,15951,15951,Mercure,Pançlar,550.0,0.0,PIECE,IN_SALE
MERCURE TCT PASLANMAZ PANÇ 35mm.,572.0,15949,15949,Mercure,Pançlar,572.0,0.0,PIECE,IN_SALE
MERCURE SDS PLUS 230mm. BETON DELME ADAPTÖRÜ,539.0,15948,15948,Mercure,Pançlar,539.0,0.0,PIECE,IN_SALE
MERCURE PANÇ BETON ADAPTÖR 110 MM,253.0,15946,15946,Mercure,Pançlar,253.0,0.0,PIECE,IN_SALE
MERCURE BİMETAL PANÇ 160mm.,1540.0,15945,15945,Mercure,Pançlar,1540.0,0.0,PIECE,IN_SALE
MERCURE BİMETAL PANÇ 170mm.,1672.0,15944,15944,Mercure,Pançlar,1672.0,0.0,PIECE,IN_SALE
BOSCH PRO MultiMaterial Delik Açma Test. 27mm,406.35,15903,15903,Bosch Aksesuar ve El Aletleri,Pançlar,737.0,44.86,PIECE,IN_SALE
Bosch PRO MultiMaterial Delik Açma Test. 32mm,553.77,15657,15657,Bosch Aksesuar ve El Aletleri,Pançlar,644.6,14.09,PIECE,IN_SALE
BOSCH PRO MultiMaterial Delik Açma Testeresi 16mm,567.0,15001,15001,Bosch Aksesuar ve El Aletleri,Pançlar,660.0,14.09,PIECE,IN_SALE
MERCURE PANÇ METALE DELİK AÇMA 70 MM,715.0,14514,14514,Mercure,Pançlar,715.0,0.0,PIECE,IN_SALE
BAY-TEC SERAMİK MERMER PANÇ  20MM/M14,638.0,14480,14480,BAY-TEC,Pançlar,638.0,0.0,PIECE,IN_SALE
HASSAN 0063 SIVA MALASI NO:24,440.0,14093,14093,HASSAN,Malalar,440.0,0.0,PIECE,IN_SALE
HASSAN 0062 SIVA MALASI NO:22,440.0,14087,14087,HASSAN,Malalar,440.0,0.0,PIECE,IN_SALE
HASSAN 0061 SIVA MALASI NO:20,407.0,14086,14086,HASSAN,Malalar,407.0,0.0,PIECE,IN_SALE
HASSAN 0060 SIVA MALASI NO:18,374.0,14085,14085,HASSAN,Malalar,374.0,0.0,PIECE,IN_SALE
Hassan 0180 Süngerli Mala 16x30cm,385.0,2616,2616,Hassan Dekor,Süngerli Malalar,385.0,0.0,PIECE,IN_SALE
Dekor 085 Kauçuklu Mala 28cm,572.0,2649,2649,Dekor,Kauçuklu Malalar,572.0,0.0,PIECE,IN_SALE
"DEKOR 1207 OYNAR BAŞLIKLI ZIMPARA MALASI 9x22,5 CM",264.0,2580,2580,Dekor,Zımpara Malası,264.0,0.0,PIECE,IN_SALE
DEKOR 1187 KALETERASİT MALA PLASTİK SAPLI 128 MM,236.5,2577,2577,Dekor,Kaleterasit Malalar,236.5,0.0,PIECE,IN_SALE
Dekor 1213 Paslanmaz Dış Köşe Malası,423.5,13425,13425,Dekor,Köşe Malaları,423.5,0.0,PIECE,IN_SALE
DEKOR 1212 PASLANMAZ İÇ KÖŞE MALASI,418.0,13424,13424,Dekor,Köşe Malaları,418.0,0.0,PIECE,IN_SALE
HASSAN 0190 DERZ MALASI KISA 28 CM,357.5,3349,3349,HASSAN,Derz Malaları,357.5,0.0,PIECE,IN_SALE
Dekor 432 Seramik Mala 40cm,385.0,14084,14084,Dekor,Seramik Malaları,385.0,0.0,PIECE,IN_SALE
HASSAN DEKOR Beyaz Tuğla Malası  22 CM,385.0,14148,14148,HASSAN,Tuğla Malaları,385.0,0.0,PIECE,IN_SALE
HASSAN 075 DEKOR ŞAP MALASI NO:55,627.0,2639,2639,Hassan Dekor,Şap Malaları,627.0,0.0,PIECE,IN_SALE
HASSAN DEKOR SERAMİK MALA KPL PLS SAP 12X12 40CM,484.0,11995,11995,Dekor,Malalar,484.0,0.0,PIECE,IN_SALE
DEKOR 1205 KAZIMA RASPA 30 CM,333.3,11696,11696,Dekor,Malalar,333.3,0.0,PIECE,IN_SALE
Polisan 465 Rapid Astar 3 kg,825.0,11650,11650,Polisan,Astarlar,825.0,0.0,PIECE,IN_SALE
DEKOR HASSAN 077 TIRFIL MALA 15*22 KISA,286.0,kisa,kisa,HASSAN,Malalar,286.0,0.0,PIECE,IN_SALE
DİZAYN SÜNGERLİ MALA KOD 115,212.3,12553,12553,Dizayn,Süngerli Malalar,212.3,0.0,PIECE,IN_SALE
"İZELTAŞ 4120 18 5100 YILDIZ UÇLU TORNAVİDA 4,5*100",151.8,111,111,İzeltaş,Yıldız Uçlu Tornavidalar,151.8,0.0,PIECE,IN_SALE
Kapı Tamponu Uzun Saten,66.0,11726,11726,Diğer,Diğer Ürünler,66.0,0.0,PIECE,IN_SALE
Dkr Derz Malası Uzun,206.8,4942,4942,DKR,Derz Malaları,206.8,0.0,PIECE,IN_SALE
Dizayn Derz Malası Kısa Kod:114,193.6,114,114,Dizayn,Derz Malaları,193.6,0.0,PIECE,IN_SALE
Dekor 133 Derz Temizleyici,140.8,temizleyici,temizleyici,Dekor,Derz Malaları,140.8,0.0,PIECE,IN_SALE
Hassan Dekor Derz Malası 38 cm,245.3,8695013001926,8695013001926,Hassan Dekor,Derz Malaları,245.3,0.0,PIECE,IN_SALE
İZELTAŞ 14000 005383 600 LM Cob Led Çalışma Lambası,1980.0,16247,16247,İzeltaş,El Aletleri,1980.0,0.0,PIECE,IN_SALE
HASSAN 274 ÇELİK SİSTRE PASLANMAZ ÇELİK 15X6CM,110.0,16111,16111,HASSAN,El Aletleri,110.0,0.0,PIECE,IN_SALE
BMI 110R ÇELİK CETVEL,137.5,16083,16083,Bmi,El Aletleri,137.5,0.0,PIECE,IN_SALE
MERCURE KAYNAK GÖNYE TUTUCU AÇILI MANYETİK 22KG,319.0,15958,15958,Mercure,El Aletleri,319.0,0.0,PIECE,IN_SALE
LIGHT TORCH LT03152 2Sİ 1 ARADA ÇALIŞMA LAMBASI,275.0,15798,15798,LIGHTORCH,El Aletleri,275.0,0.0,PIECE,IN_SALE
LIGHT TORCH LT03149  ÇALIŞMA LAMBASI + EL FENERİ,506.0,15797,15797,LIGHTORCH,El Aletleri,506.0,0.0,PIECE,IN_SALE
LIGHT TORCH LGH 26321 PİLLİ EL FENERİ 360 LÜMEN,880.0,15795,15795,LIGHTORCH,El Aletleri,880.0,0.0,PIECE,IN_SALE
LIGHT TORCH LT03101 ŞARJLI FENER 190 LÜMEN,1430.0,15794,15794,LIGHTORCH,El Aletleri,1430.0,0.0,PIECE,IN_SALE
YILDIZ 1028 EMNİYET VALFİ,748.0,15735,15735,Yıldız,El Aletleri,748.0,0.0,PIECE,IN_SALE
GOLD POLİCE GP-003 KALEM LAZER,660.0,15664,15664,Gold,El Aletleri,660.0,0.0,PIECE,IN_SALE
TOPSHOP TSP14319 MARANGOZ MATKAP KOLU 12'',423.5,15378,15378,Topshop,El Aletleri,423.5,0.0,PIECE,IN_SALE
BAYTEC MU2230 BİTS UÇ SETİ 12 PCS 300 MM,198.0,15099,15099,BAYTEC,El Aletleri,198.0,0.0,PIECE,IN_SALE
BAYTEC MK0367 Bİ METAL PANÇ ADAPTÖRÜ SDS 30-210 MM,205.7,14842,14842,BAYTEC,El Aletleri,205.7,0.0,PIECE,IN_SALE
BAY-TEC MK4509-2 CAM VANTUZU PLASTİK 2 Lİ,346.5,14452,14452,BAY-TEC,El Aletleri,346.5,0.0,PIECE,IN_SALE
PARTNER PT02044 El Tipi Tel Fırça 30 MM,66.0,14008,14008,PARTNER,El Aletleri,66.0,0.0,PIECE,IN_SALE
CETA R05-300 Yağdanlık 300 GR,364.35,13972,13972,CETA,El Aletleri,364.35,0.0,PIECE,IN_SALE
YILDIZ 1018 Emniyet Walf,748.0,13894,13894,Yıldız,El Aletleri,748.0,0.0,PIECE,IN_SALE
AFACAN Etriye Kolu NO:12,3080.0,13866,13866,Afacan,El Aletleri,3080.0,0.0,PIECE,IN_SALE
CETA N14-031 Yağ Filtre Sökeceği Zincirli 60-110MM,4448.4,13863,13863,CETA,El Aletleri,4448.4,0.0,PIECE,IN_SALE
YILDIZ 1028 EMNİYET VALFİ,727.65,11765,11765,Yıldız,El Aletleri,727.65,0.0,PIECE,IN_SALE
Dkr 703 Ispatula 6 cm,143.0,11729,11729,Dekor,El Aletleri,143.0,0.0,PIECE,IN_SALE
BAY TEC MK4485 TEKLİ TONAVİDA YILDIZ 6X125MM,71.5,14334,14334,BAY-TEC,Tornavidalar,71.5,0.0,PIECE,IN_SALE
Echo CS35-10ES Benzinli Testere 40 cm,13975.5,11937,11937,Echo,Testereler,13975.5,0.0,PIECE,IN_SALE
POLİSAN KONTROL KALEMİ,110.0,15531,15531,Polisan,Tornavidalar,110.0,0.0,PIECE,IN_SALE
İzeltaş 4550 17 0190 Elektrik Kontrol Kalemi 190mm,242.0,1751,1751,İzeltaş,Tornavidalar,242.0,0.0,PIECE,IN_SALE
İZELTAŞ 4550 17 0135 ELEKTRİK KONTROL KALEMİ 135MM,187.0,1750,1750,İzeltaş,Tornavidalar,187.0,0.0,PIECE,IN_SALE
İzeltaş 4565 17 0135 Oto Kontrol Kalemi 135 mm,423.5,12729,12729,İzeltaş,Kontrol Kalemleri,423.5,0.0,PIECE,IN_SALE
Bosch GERİLİM KONTROL CİHAZI VT SL 3,229.9,11963,11963,Bosch Aksesuar ve El Aletleri,Kontrol Kalemleri,229.9,0.0,PIECE,IN_SALE
Uni-T UT12D-ROW Temassız Kontrol Kalemi AC Voltaj Dedektörü,660.0,6935750512432,6935750512432,UNI-T,Kontrol Kalemleri,660.0,0.0,PIECE,IN_SALE
İZELTAŞ 4110 17 6540 Düz Uçlu Topaç Torn. 6.5x40,297.0,15915,15915,İzeltaş,Tornavidalar,297.0,0.0,PIECE,IN_SALE
İzeltaş 4500 17 0480 Klemens Düz Uçlu Tornavida,165.0,12393,12393,İzeltaş,Tornavidalar,165.0,0.0,PIECE,IN_SALE
Bosch Düz Tornavida SL5.5x100mm,423.5,12604,12604,Bosch Aksesuar ve El Aletleri,Düz Uçlu Tornavidalar,423.5,0.0,PIECE,IN_SALE
İzeltaş 4100 17 4100 Kraft Seri Düz Uçlu Tornavida 4x100 mm,169.4,12332,12332,İzeltaş,Düz Uçlu Tornavidalar,169.4,0.0,PIECE,IN_SALE
BAY TEC MK4464 TEKLİ TORNAVİDA DÜZ 4X125,60.5,11856,11856,BAY-TEC,Düz Uçlu Tornavidalar,60.5,0.0,PIECE,IN_SALE
İZELTAŞ 4100 17 5100 DÜZ TORNAVİDA 5X100,151.8,7185,7185,İzeltaş,Düz Uçlu Tornavidalar,151.8,0.0,PIECE,IN_SALE
İZELTAŞ 4100 17 0380 TORNAVİDA KRAFT DÜZ UÇLU 3*80,154.0,6327,6327,İzeltaş,Düz Uçlu Tornavidalar,154.0,0.0,PIECE,IN_SALE
İzeltaş 4100 17 0580 Düz Uçlu Tornavida 5x80 mm,135.3,11601,11601,İzeltaş,Düz Uçlu Tornavidalar,135.3,0.0,PIECE,IN_SALE
İzeltaş 4500 17 4125 Klemens Düz Uçlu 4x125 mm,145.2,8137,8137,İzeltaş,Düz Uçlu Tornavidalar,145.2,0.0,PIECE,IN_SALE
"İzeltaş 4140 17 6515 6,5x150 Düz Tornavida",180.4,tornavida,tornavida,İzeltaş,Düz Uçlu Tornavidalar,180.4,0.0,PIECE,IN_SALE
İzeltaş 4140 17 5512 İzoleli Düz Tornavida 1000V,200.2,1000v,1000v,İzeltaş,Düz Uçlu Tornavidalar,200.2,0.0,PIECE,IN_SALE
İzeltaş 4100 17 6100 Düz Uçlu Tornavida 6x100,205.7,6x100,6x100,İzeltaş,Düz Uçlu Tornavidalar,205.7,0.0,PIECE,IN_SALE
Maxpower MX6125D Düz Tornavida 6x125,67.1,6x125,6x125,Maxpower,Düz Uçlu Tornavidalar,67.1,0.0,PIECE,IN_SALE
İZELTAŞ 4100 17 6150 DÜZ UÇLU TORNAVİDA 6*150,275.0,15400123,15400123,İzeltaş,Düz Uçlu Tornavidalar,275.0,0.0,PIECE,IN_SALE
BOSCH Yıldız Tornavida PH1x100mm,378.0,15905,15905,Bosch Aksesuar ve El Aletleri,Yıldız Uçlu Tornavidalar,440.0,14.09,PIECE,IN_SALE
Bosch Yıldız Tornavida PH2x125mm,415.8,15321,15321,Bosch Aksesuar ve El Aletleri,Yıldız Uçlu Tornavidalar,484.0,14.09,PIECE,IN_SALE
İZELTAŞ 4120 00 8106 YILDIZ U. TORN. SET 6 PRÇ,1870.0,15311,15311,İzeltaş,Yıldız Uçlu Tornavidalar,1870.0,0.0,PIECE,IN_SALE
İzeltaş 4560 18 0190 Yıldız Kontrol Kalemi 190 mm,236.5,13550,13550,İzeltaş,Yıldız Uçlu Tornavidalar,236.5,0.0,PIECE,IN_SALE
İZELTAŞ 4120 18 6100  KRAFT YILDIZ TORNAVİDA 6*100,269.5,3579,3579,İzeltaş,Yıldız Uçlu Tornavidalar,269.5,0.0,PIECE,IN_SALE
Ceta 4200/106M Ph4 Torex Yıldız Uçlu Tornavida 200MM,390.0,1667,1667,CETA,Yıldız Uçlu Tornavidalar,470.8,17.16,PIECE,IN_SALE
MERCURE LOKMA TORNAVIDA 10*125mm.,170.5,16222,16222,Mercure,Torx Uçlu Tornavidalar,170.5,0.0,PIECE,IN_SALE
MERCURE LOKMA TORNAVIDA 8*125mm.,154.0,16221,16221,Mercure,Torx Uçlu Tornavidalar,154.0,0.0,PIECE,IN_SALE
MERCURE LOKMA TORNAVIDA 7*125mm.,154.0,16220,16220,Mercure,Torx Uçlu Tornavidalar,154.0,0.0,PIECE,IN_SALE
İZELTAŞ 4770 19 0120 LOKMA UÇLU TORNAVİDA 12 MM,520.3,15103,15103,İzeltaş,Torx Uçlu Tornavidalar,520.3,0.0,PIECE,IN_SALE
İzeltaş 4909 22 0027 T Tipi Torx Allen Anahtar T27,496.1,14742,14742,İzeltaş,Torx Uçlu Tornavidalar,496.1,0.0,PIECE,IN_SALE
