product_name,price,id,sku,brand,category,regular_price,discount_rate,unit,status
Lightortch Lt-03088 Led Taşınabilir Fener 400 Lümen,625.9,4220,4220,LIGHTORCH,Aydınlatma Ekipmanları,625.9,0.0,PIECE,IN_SALE
Lightorch LT-03087 El Feneri 300 lümen,968.0,lumen,lumen,LIGHTORCH,Aydınlatma Ekipmanları,968.0,0.0,PIECE,IN_SALE
"POLİSAN A1 SİLİKONLU DÜZ SİYAH 7,5LT",2200.0,12262,12262,Polisan,Dış Cephe Boyaları,2200.0,0.0,PIECE,IN_SALE
STARLINE  İlk Yardım Kiti Araçlar için PL101,770.0,11915,11915,Starline,İlk Yardım Kitleri,770.0,0.0,PIECE,IN_SALE
YANGIN SÖNDÜRME CİHAZI K.K.T Y.S.C 2 KG,1155.0,14294,14294,Diğer,Yangın Söndürme Cihazları,1155.0,0.0,PIECE,IN_SALE
YANGIN SÖNDÜRME CİHAZI K.K.T Y.S.C 6 KG,2200.0,4778,4778,Diğer,Yangın Söndürme Cihazları,2200.0,0.0,PIECE,IN_SALE
POLİSAN A1 AKRİLİK MACUN 3KG,451.0,15422,15422,Polisan,Tiner ve Macunlar,451.0,0.0,PIECE,IN_SALE
Genç BW100.76 Lake Macun Akrilik Beyaz 4 lt,550.0,5009,5009,Genç,Tiner ve Macunlar,550.0,0.0,PIECE,IN_SALE
KARDELEN 1/2 AHŞAP MACUNU 350 ML,176.0,13434,13434,,Tiner ve Macunlar,176.0,0.0,PIECE,IN_SALE
Fawori Macun FW 1.10 kg,193.6,4970,4970,Fawori,Tiner ve Macunlar,193.6,0.0,PIECE,IN_SALE
BTM BİTÜSELF ALÜMİNYUM SU YALITIM BANTI 10X10 MT,682.0,15710,15710,Diğer,Bantlar,682.0,0.0,PIECE,IN_SALE
BTM BİTÜSELF ALÜMİNYUM SU YALITIM BANTI 20X10 MT,1364.0,13922,13922,Esco,Bantlar,1364.0,0.0,PIECE,IN_SALE
Dayson Kağıt Bant 18x35 mt,26.4,703,703,Dayson,Bantlar,26.4,0.0,PIECE,IN_SALE
Dayson Kağıt Bant 36x35 mt,55.0,699,699,Dayson,Bantlar,55.0,0.0,PIECE,IN_SALE
Dayson Kağıt Bant 24x35 mt,34.1,698,698,Dayson,Bantlar,34.1,0.0,PIECE,IN_SALE
Dayson Kağıt Bant 48x35 mt,62.7,700,700,Dayson,Bantlar,62.7,0.0,PIECE,IN_SALE
Dayson Kağıt Bant 18x35 mt,25.2,18,18,Dayson,Bantlar,25.2,0.0,PIECE,IN_SALE
Dayson Kağıt Bant 36x35 mt,52.5,36,36,Dayson,Bantlar,52.5,0.0,PIECE,IN_SALE
Dayson Kağıt Bant 24x35 mt,32.55,24,24,Dayson,Bantlar,32.55,0.0,PIECE,IN_SALE
"POLİSAN X1 A.A PARLAK BEYAZ 7,5L",4400.0,15488,15488,Polisan,Boyalar,4400.0,0.0,PIECE,IN_SALE
"POLİSAN X1 ALL BEYAZ 0,75 LT",1100.0,14303,14303,Polisan,Boyalar,1100.0,0.0,PIECE,IN_SALE
"POLİSAN X1 ALL VERNİK PARLAK (TKM 0,6KG)",1265.0,14302,14302,Polisan,Boyalar,1265.0,0.0,PIECE,IN_SALE
POLİSAN PERLA SILIKONLU DISCEPHE BEYAZ 15 L,3410.0,14852,14852,Polisan,Dış Cephe Boyaları,3410.0,0.0,PIECE,IN_SALE
"POLİSAN Natura Çatı Beyaz 0,75 LT",198.0,14064,14064,Polisan,Dış Cephe Boyaları,198.0,0.0,PIECE,IN_SALE
"POLİSAN PERLA Silikonlu Dış Cephe Boyası 2,5 L",759.0,14040,14040,Polisan,Dış Cephe Boyaları,759.0,0.0,PIECE,IN_SALE
JOTUN JOTASHIELD TOPCOAT SİLK 4056 DARK CHIMNEY 15 LT,6325.0,14282,14282,Jotun,Jotun,6325.0,0.0,PIECE,IN_SALE
"Jotun Jotashield Topcoat Silk Dış Cephe Boyası 13,5 LT",5269.44,10849,10849,Jotun,Jotun,5269.44,0.0,PIECE,IN_SALE
Jotun Fenomastic Güzel Evim Zengin Mat 13.5 lt,4554.0,16534,16534,Jotun,İç Cephe Boyaları,4554.0,0.0,PIECE,IN_SALE
"POLİSAN ELEGANS EXTRA MAT BEYAZ 12,5L",3520.0,14893,14893,Polisan,İç Cephe Boyaları,3520.0,0.0,PIECE,IN_SALE
"POLİSAN UNIOART 1910 DIAMOND BAKIR  0,750  LT",440.0,14152,14152,Polisan,İç Cephe Boyaları,440.0,0.0,PIECE,IN_SALE
"POLİSAN ELEGANS YARIMAT Beyaz 2,5 L",880.0,14038,14038,Polisan,İç Cephe Boyaları,880.0,0.0,PIECE,IN_SALE
"POLİSAN Ultra Tavan 17,5 kg",1100.0,14026,14026,Polisan,Tavan Boyaları,1100.0,0.0,PIECE,IN_SALE
POLİSAN Ultra Tavan 10 KG,715.0,14025,14025,Polisan,Tavan Boyaları,715.0,0.0,PIECE,IN_SALE
POLİSAN TAVAN ULTRA BEYAZ 1 KG,132.0,12466,12466,Polisan,Tavan Boyaları,132.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA MAT SİLİKONLU BEYAZ 2,5L",594.0,15913,15913,Polisan,Silikonlu Boyalar,594.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA MAT SİLİKONLU BEYAZ 7,5 LT",1540.0,15911,15911,Polisan,Silikonlu Boyalar,1540.0,0.0,PIECE,IN_SALE
"POLİSAN Primera Mat Silikon Bayrak Kırmızı 2,5 LT",594.0,14247,14247,Polisan,Silikonlu Boyalar,594.0,0.0,PIECE,IN_SALE
"POLİSAN Tavan Ultra 3,5 KG",297.0,14024,14024,Polisan,İç Cephe Boyaları,297.0,0.0,PIECE,IN_SALE
JOTUN FENOMASTİC MAT BEYAZ (S0500-N) 15 LT (9918),3300.0,4005,4005,Jotun,İç Cephe Boyaları,3300.0,0.0,PIECE,IN_SALE
KALE RENK TÜPÜ IHLAMUR 20 ML. NO :13,154.0,3488,3488,KALE,Renk Tüpleri,154.0,0.0,PIECE,IN_SALE
KALE RENK TÜPÜ ÇİMENTO 20 ML. NO :15,154.0,3487,3487,KALE,Renk Tüpleri,154.0,0.0,PIECE,IN_SALE
Kale Renk Tüpü Cam Göbeği No:8 20 ml,154.0,3485,3485,KALE,Renk Tüpleri,154.0,0.0,PIECE,IN_SALE
KALE RENK TÜPÜ NAR ÇİÇEĞİ 20 ML. NO :16,154.0,3480,3480,KALE,Renk Tüpleri,154.0,0.0,PIECE,IN_SALE
"POLİSAN SU BAZLI YOL CİZGİ BOYASI BEYAZ 2,5L",1100.0,15525,15525,Polisan,Yol Çizgi Boyaları,1100.0,0.0,PIECE,IN_SALE
"POLİSAN SU BAZLI YOLCIZGI BOYASI SARI 2,5 L",1100.0,14284,14284,Polisan,Yol Çizgi Boyaları,1100.0,0.0,PIECE,IN_SALE
Bahco P34-27A-F Tepe Dal Budama Makası,1996.5,12335,12335,Bahco,Budama Makasları,1996.5,0.0,PIECE,IN_SALE
DEKOR 1325 EFEKT DAMGASI ÇİVİLİ 14 CM,467.5,2584,2584,Dekor,Duvar Damgaları,467.5,0.0,PIECE,IN_SALE
DEKOR 1474 DEKORATİF DOĞAL DENİZ SÜNGERİ ORTA BOY,806.3,boy,boy,Dekor,Duvar Damgaları,806.3,0.0,PIECE,IN_SALE
POLİSAN HIŞIR ÖRTÜ 32M2,132.0,10993,10993,Polisan,Pratik Örtüler,132.0,0.0,PIECE,IN_SALE
Dekor 1185 Boyacı Izgarası,67.1,2579,2579,Dekor,Pratik Örtüler,67.1,0.0,PIECE,IN_SALE
POLİSAN PRATİK ÖRTÜ 50 M,143.0,5914,5914,Polisan,Pratik Örtüler,143.0,0.0,PIECE,IN_SALE
Fiskars 1001601 Solid Küçük Bahçıvan Çapası 359 m,381.7,m,m,Fiskars,Kürekler,381.7,0.0,PIECE,IN_SALE
Doğuş 11 0006 İzolasyon Fırçası,143.0,14228,14228,DOĞUŞ,Boya Ekipmanları,143.0,0.0,PIECE,IN_SALE
"DOĞUŞ 13 006  OTO FIRÇASI 9,5 CM",253.0,14223,14223,DOĞUŞ,Boya Ekipmanları,253.0,0.0,PIECE,IN_SALE
Bosch UniversalAngle Açı Ölçer,6050.0,11409,11409,Bosch Hafif Hizmet,Lazermetreler,6050.0,0.0,PIECE,IN_SALE
"DOĞUŞ 01015 AHŞAP YAĞLI BOYA FIRÇASI NO: 1,5",66.0,11408,11408,DOĞUŞ,Boya Ekipmanları,66.0,0.0,PIECE,IN_SALE
DOĞUŞ 01030 AHŞ YAĞLI BOYA FIRÇASI NO:3,101.2,11407,11407,DOĞUŞ,Boya Ekipmanları,101.2,0.0,PIECE,IN_SALE
"DOĞUŞ 01025 AHŞAP YAĞLI BOYA FIRÇASI NO:2,5",96.8,11406,11406,DOĞUŞ,Boya Ekipmanları,96.8,0.0,PIECE,IN_SALE
POLİSAN PRO TAVAN KESTİRME FIRÇASI,330.0,15463,15463,Polisan,Boya Ekipmanları,330.0,0.0,PIECE,IN_SALE
Doğuş 11013 Plastik Badana Fırçası No:3,93.5,12248,12248,DOĞUŞ,Boya Ekipmanları,93.5,0.0,PIECE,IN_SALE
Doğuş 01510 Kestirme Fırçası Plastik Saplı No:1,39.6,11405,11405,DOĞUŞ,Boya Ekipmanları,39.6,0.0,PIECE,IN_SALE
"Doğuş 01515 Kestirme Plastik Saplı Fırça No:1,5",44.0,11394,11394,DOĞUŞ,Fırçalar,44.0,0.0,PIECE,IN_SALE
DOĞUŞ 01520 KESTİRME  PLASTİK SAPLI FIRÇA NO:2,55.0,11393,11393,DOĞUŞ,Fırçalar,55.0,0.0,PIECE,IN_SALE
"DOĞUŞ 01525 KESTİRME PLASTİK SAPLI FIRÇA NO:2,5",66.0,11392,11392,DOĞUŞ,Fırçalar,66.0,0.0,PIECE,IN_SALE
DOĞUŞ 01530  KESTİRME  PLASTİK SAPLI FIRÇA NO:3,68.2,11391,11391,DOĞUŞ,Fırçalar,68.2,0.0,PIECE,IN_SALE
Doğuş 01540 Kestirme Plastik Saplı Fırça No:4,93.5,10994,10994,DOĞUŞ,Fırçalar,93.5,0.0,PIECE,IN_SALE
Doğuş 40030 Robot Fırça No:3,115.5,11401,11401,DOĞUŞ,Fırçalar,115.5,0.0,PIECE,IN_SALE
Doğuş 40040 Robot Fırça No:4,137.5,11390,11390,DOĞUŞ,Fırçalar,137.5,0.0,PIECE,IN_SALE
DOĞUŞ 10121 SİLİNDİRLİ HALI YIKAMA FIRÇASI,200.2,6356,6356,DOĞUŞ,Fırçalar,200.2,0.0,PIECE,IN_SALE
DOĞUŞ 20001 SERT YER FIRÇASI,110.0,7350,7350,DOĞUŞ,Fırçalar,110.0,0.0,PIECE,IN_SALE
Polisan Art Pro İpek Fırça 2'',239.58,4992,4992,Polisan,Fırçalar,239.58,0.0,PIECE,IN_SALE
DOĞUŞ 01040 AHŞ YAĞLI BOYA FIRÇASI NO:4,127.6,8697017010409,8697017010409,DOĞUŞ,Fırçalar,127.6,0.0,PIECE,IN_SALE
Doğuş 01020 Ahşap Yağlı Boya Fırçası No:2,91.3,8527017010201,8527017010201,DOĞUŞ,Fırçalar,91.3,0.0,PIECE,IN_SALE
Anza 147590 Basic Boya Fırçası 100 mm Sarı,77.0,5400,5400,ANZA,Fırçalar,77.0,0.0,PIECE,IN_SALE
Anza 147570 Basic Boya Fırçası 70 mm Sarı,55.0,5399,5399,ANZA,Fırçalar,55.0,0.0,PIECE,IN_SALE
DEKOR 2204 KAZIMA RASPA 30 CM,352.0,16214,16214,Dekor,Boya Ekipmanları,352.0,0.0,PIECE,IN_SALE
POLİSAN BOYA UYGULAMA SETİ,220.0,15533,15533,Polisan,Boya Ekipmanları,220.0,0.0,PIECE,IN_SALE
HASSAN 576 ELASTİK KOVA 25 LT,440.0,14170,14170,HASSAN,Boya Ekipmanları,440.0,0.0,PIECE,IN_SALE
DEKOR 1181 BOYACI KABI,214.5,2550,2550,Dekor,Boya Ekipmanları,214.5,0.0,PIECE,IN_SALE
DOĞUŞ 15061 İÇ VE DIŞ CEPHE RULOSU 25CM,165.0,16231,16231,DOĞUŞ,Rulolar,165.0,0.0,PIECE,IN_SALE
DEKOR 1221 EPOKSİ KİRPİ RULO 25 CM,550.0,14277,14277,Dekor,Rulolar,550.0,0.0,PIECE,IN_SALE
DOĞUŞ 15075 İÇ DIŞ RULO 25 CM,165.0,14230,14230,DOĞUŞ,Rulolar,165.0,0.0,PIECE,IN_SALE
Dekor Sünger Yağlı Boya Kalorifer Rulosu 10cm,187.0,2575,2575,Dekor,Rulolar,187.0,0.0,PIECE,IN_SALE
DEKOR 2100 EKSPORT KALORİFER RULO 10 CM TEKLİ,44.0,2662,2662,Dekor,Rulolar,44.0,0.0,PIECE,IN_SALE
Dekor 1084 Eksport Kalorifer Rulo 10 cm,93.5,2589,2589,Dekor,Rulolar,93.5,0.0,PIECE,IN_SALE
DEKOR 1080 EKSPORT RULO 20 CM,286.0,2588,2588,Dekor,Rulolar,286.0,0.0,PIECE,IN_SALE
Dekor 1081 Eksport Rulo 25 cm,286.0,2576,2576,Dekor,Rulolar,286.0,0.0,PIECE,IN_SALE
DEKOR 1085 EKSPORT KALORİFER RULO 15 CM,110.0,2571,2571,Dekor,Rulolar,110.0,0.0,PIECE,IN_SALE
Dekor 1122 Sünger Kristalli Rulo 25 cm,990.0,2574,2574,Dekor,Rulolar,990.0,0.0,PIECE,IN_SALE
Dekor 1123 Sünger Kristalli Kalorifer Rulo 10 cm,176.0,2573,2573,Dekor,Rulolar,176.0,0.0,PIECE,IN_SALE
DEKOR 1068 KADİFE KALORİFER RULO 10 CM,104.5,13404,13404,Dekor,Rulolar,104.5,0.0,PIECE,IN_SALE
DEKOR 1015 PLASDEK RULO SARI 20 CM,286.0,1896,1896,Dekor,Rulolar,286.0,0.0,PIECE,IN_SALE
Dekor 1017 Plasdek Rulo Sarı 25 cm,286.0,1857,1857,Dekor,Rulolar,286.0,0.0,PIECE,IN_SALE
DEKOR 1018 PLASDEK RULO SARI 15 CM,264.0,1841,1841,Dekor,Rulolar,264.0,0.0,PIECE,IN_SALE
DEKOR 1036 RULO 25CM,1100.0,1897,1897,DKR,Rulolar,1100.0,0.0,PIECE,IN_SALE
"DEKOR 1365 KOMPOZİT SIRIK 1,2 M",159.5,14080,14080,Dekor,Sırıklar,159.5,0.0,PIECE,IN_SALE
DEKOR 1292 2 KADEMELİ SIRIK  H.AYARLI ALÜ. 2 M,550.0,14079,14079,Dekor,Sırıklar,550.0,0.0,PIECE,IN_SALE
DEKOR 1297 3 Kademeli Ayarlı Sırık 6 M,1650.0,13855,13855,Dekor,Sırıklar,1650.0,0.0,PIECE,IN_SALE
DEKOR 1176 2 KADEMELİ ALÜMİNYUM KALIN SIRIK 5 MT,1650.0,13405,13405,Dekor,Sırıklar,1650.0,0.0,PIECE,IN_SALE
"DEKOR 1291 AYARLI SIRIK 2 KADEMELİ ALÜMİNYUM 1,5 M",440.0,12318,12318,Dekor,Sırıklar,440.0,0.0,PIECE,IN_SALE
DEKOR 1294 2 KADEMELİ HAFİF ALÜMİNYUM SIRIK 3 M,786.5,10314,10314,Dekor,Sırıklar,786.5,0.0,PIECE,IN_SALE
DEKOR 1175 2 KADEMELİ ALÜMİNYUM KALIN SIRIK 6 M,1914.0,2569,2569,Dekor,Sırıklar,1914.0,0.0,PIECE,IN_SALE
DEKOR 1174 2 KADEMELİ ALÜMİNYUM KALIN SIRIK 4 M,1463.0,8693260011743,8693260011743,Dekor,Sırıklar,1463.0,0.0,PIECE,IN_SALE
Casati Plastik Boya Kum Beji 10kg,798.6,10kg,10kg,Casati,İç Cephe Boyaları,798.6,0.0,PIECE,IN_SALE
Özcan Arap Sabunu 15 Kg,1191.75,kg,kg,ÖZCAN,Temizlik Ürünleri,1191.75,0.0,PIECE,IN_SALE
DEKOR 3103 KADİFE ORTA ÇAP RULO 15 CM,145.2,12578,12578,DKR,Rulolar,145.2,0.0,PIECE,IN_SALE
"Akdeniz Sunta Vidası 3,5x20 mm (1000 Adet)",297.0,11609,11609,AKDENİZ,Vidalar,297.0,0.0,PIECE,IN_SALE
Dekor 3111 Eksport Orta Çap Rulo 10 cm,121.0,12411,12411,Dekor,Rulolar,121.0,0.0,PIECE,IN_SALE
Doğuş 15044 Eko Saten Kalorifer Rulo Yedek,26.4,12098,12098,DOĞUŞ,Rulolar,26.4,0.0,PIECE,IN_SALE
Dekor 1094 Eksport Kalorifer Rulo 5 cm,73.7,4936,4936,Dekor,Rulolar,73.7,0.0,PIECE,IN_SALE
Doğuş 15023 Rulo Saten Eko 25 cm,121.0,12384,12384,DOĞUŞ,Rulolar,121.0,0.0,PIECE,IN_SALE
DEKOR 1019 PLASTEK RULO 10 CM,212.3,8693260010197,8693260010197,Dekor,Rulolar,212.3,0.0,PIECE,IN_SALE
"POLİSAN ELEGANS EXTRA MAT BEYAZ 7,5L",2530.0,12618,12618,Polisan,İç Cephe Boyaları,2530.0,0.0,PIECE,IN_SALE
"POLİSAN ELEGANS EXTRA MAT BEYAZ 2,5L",935.0,12617,12617,Polisan,İç Cephe Boyaları,935.0,0.0,PIECE,IN_SALE
"Jotun Tavan Boyası 17,5 kg",1210.0,1441,1441,Jotun,Tavan Boyaları,1210.0,0.0,PIECE,IN_SALE
Jotun Tavan Boyası 10 kg,544.5,15400103,15400103,Jotun,Tavan Boyaları,544.5,0.0,PIECE,IN_SALE
POLİSAN PRİMERA MAT SİLİKONLU BEYAZ 12 LT,2310.0,12953,12953,Polisan,Silikonlu Boyalar,2310.0,0.0,PIECE,IN_SALE
"POLİSAN PERLA MAT SLKNL BEYAZ 7,5L",1375.0,12126,12126,Polisan,Silikonlu Boyalar,1375.0,0.0,PIECE,IN_SALE
"POLİSAN PERLA MAT SİLİKONLU BEYAZ 2,5L",440.0,12246,12246,Polisan,Silikonlu Boyalar,440.0,0.0,PIECE,IN_SALE
"POLİSAN PERLA MAT SLKNL BEYAZ 12,5L",2310.0,12083,12083,Polisan,Silikonlu Boyalar,2310.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA MAT SİLİKONLU SİYAH 7,5 LT",1331.0,11665,11665,Polisan,Silikonlu Boyalar,1331.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA MAT SİLİKON BAYRAK KIRMIZI 7,5 LT",1331.0,11666,11666,Polisan,Silikonlu Boyalar,1331.0,0.0,PIECE,IN_SALE
"POLİSAN POLİMETAL Hammer Gümüş 0,75 LT",726.0,5511,5511,Polisan,Silikonlu Boyalar,726.0,0.0,PIECE,IN_SALE
KALE RENK TÜPÜ GÜL 20 ML.NO:10,151.8,8696295006203,8696295006203,KALE,Renk Tüpleri,151.8,0.0,PIECE,IN_SALE
KALE RENK TÜPÜ GÜL KURUSU 20 ML. NO :2,25.41,8696295006128,8696295006128,KALE,Renk Tüpleri,25.41,0.0,PIECE,IN_SALE
KARDELEN AURA 1/2 SENTETİK GRİ ANTİPAS,187.0,16189,16189,,Astarlar,187.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA ANTİPAS KIRMIZI 0,7L",286.0,15963,15963,Polisan,Astarlar,286.0,0.0,PIECE,IN_SALE
POLİSAN PRİMERA ANTİPAS KIRMIZI 15 LT,3960.0,15829,15829,Polisan,Astarlar,3960.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA ANTİPAS KIRMIZI 2,5 L",913.0,15689,15689,Polisan,Astarlar,913.0,0.0,PIECE,IN_SALE
POLİSAN PRİMERA ANTİPAS GRİ 15 LT,3850.0,15660,15660,Polisan,Astarlar,3850.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA ANTİPAS GRİ 2,5L",913.0,15485,15485,Polisan,Astarlar,913.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA 470 ANTİPAS BEYAZ 2,5 LT",797.5,14940,14940,Polisan,Antipaslar,797.5,0.0,PIECE,IN_SALE
"POLİSAN UNIPOX EPOKSI ASTR GRI A+B KOMP.24,5+3,5KG",9900.0,12581,12581,Polisan,Endüstriyel Astarlar,9900.0,0.0,PIECE,IN_SALE
POLİSAN Perla Endüstriyel Astar Beyaz 15 KG,3146.0,5444,5444,Polisan,Endüstriyel Astarlar,3146.0,0.0,PIECE,IN_SALE
Cora EWS 50B Sessiz Kompresör 50 lt,7986.0,lt,lt,Cora,Hava Kompresörler ve Aksesuarları,7986.0,0.0,PIECE,IN_SALE
POLİSAN PRİMERA SENTETIK ASTAR BEYAZ 20KG,4125.0,12939,12939,Polisan,Sentetik Astarlar,4125.0,0.0,PIECE,IN_SALE
Polisan Epoksi Antikorozif Astar Gri A+B 3 Kg,1650.0,15330,15330,Polisan,Astarlar,1650.0,0.0,PIECE,IN_SALE
POLİSAN EPOKSİ REÇİNE ( 2+1 KG TKM ),2585.0,15307,15307,Polisan,Astarlar,2585.0,0.0,PIECE,IN_SALE
KARDELEN PROMAX İS VE LEKE ÖRTÜCÜ ASTAR 0.8 KG,385.0,16191,16191,,Astarlar,385.0,0.0,PIECE,IN_SALE
KARDELEN PROMAX İS VE LEKE ÖRTÜCÜ ASTAR 0.4KG 1/2,242.0,16190,16190,,Astarlar,242.0,0.0,PIECE,IN_SALE
KARDELEN 3/1 BRÜT BETON ASTARI (3KG),352.0,16182,16182,,Astarlar,352.0,0.0,PIECE,IN_SALE
"POLİSAN TRANSFER ASTARI BEYAZ 2,5 LT",572.0,14989,14989,Polisan,Astarlar,572.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA Sentetik Astar Beyaz 0,75 LT",330.0,14047,14047,Polisan,Astarlar,330.0,0.0,PIECE,IN_SALE
"POLİSAN TRANSFER ASTARI Beyaz 7,5 LT",1430.0,14036,14036,Polisan,Astarlar,1430.0,0.0,PIECE,IN_SALE
POLİSAN RAPİD ASTAR BEYAZ 3 KG,825.0,11978,11978,Polisan,Astarlar,825.0,0.0,PIECE,IN_SALE
POLİSAN A1 Silikonlu Astar 20 KG,1980.0,16376,16376,Polisan,İç/Dış Cephe Astarları,1980.0,0.0,PIECE,IN_SALE
POLİSAN UNİVERSAL ASTAR 20 KG,1650.0,15706,15706,Polisan,İç/Dış Cephe Astarları,1650.0,0.0,PIECE,IN_SALE
"POLİSAN ÜNİVERSAL ASTAR 3,5KG",396.0,15430,15430,Polisan,İç/Dış Cephe Astarları,396.0,0.0,PIECE,IN_SALE
"POLİSAN MULTI ASTAR BEYAZ 2,5L",1430.0,15388,15388,Polisan,İç/Dış Cephe Astarları,1430.0,0.0,PIECE,IN_SALE
"POLİSAN MULTI ASTAR BEYAZ 0,75L",495.0,15387,15387,Polisan,İç/Dış Cephe Astarları,495.0,0.0,PIECE,IN_SALE
POLİSAN PERLA SLKNL DIS CEPHE ASTARI 20KG,1540.0,14850,14850,Polisan,İç/Dış Cephe Astarları,1540.0,0.0,PIECE,IN_SALE
"POLİSAN PRİMERA ANTİPAS Beyaz 0,75 LT",275.0,14021,14021,Polisan,İç/Dış Cephe Astarları,275.0,0.0,PIECE,IN_SALE
JOTUN JOTASHIELD PENETRATING PRIMER ASTAR 15 LT,6820.0,12272,12272,Jotun,İç/Dış Cephe Astarları,6820.0,0.0,PIECE,IN_SALE
"POLİSAN POLİZOLAN 590 NATURA 2,5 LT",660.0,5233,5233,Polisan,İç/Dış Cephe Astarları,660.0,0.0,PIECE,IN_SALE
JOTUN ALKALİ RESİSTANT PRİMER DIŞ ASTAR 15 LT,2970.0,3987,3987,Jotun,İç/Dış Cephe Astarları,2970.0,0.0,PIECE,IN_SALE
"POLİSAN POLİZOLAN 590 NATURA  0,75 LT",242.0,3631,3631,Polisan,İç/Dış Cephe Astarları,242.0,0.0,PIECE,IN_SALE
"POLİSAN POLİZOLAN 590 NATURA 7,5 LT",1430.0,3620,3620,Polisan,İç/Dış Cephe Astarları,1430.0,0.0,PIECE,IN_SALE
POLİSAN POLİZOLAN 590 NATURA 15 LT,2530.0,3619,3619,Polisan,İç/Dış Cephe Astarları,2530.0,0.0,PIECE,IN_SALE
POLİSAN ÜNİVERSAL ASTAR 10KG,902.0,12675,12675,Polisan,İç/Dış Cephe Astarları,902.0,0.0,PIECE,IN_SALE
POLİSAN PERLA SİLİKONLU DIŞ CEPHE ASTARI 10KG,880.0,12558,12558,Polisan,İç/Dış Cephe Astarları,880.0,0.0,PIECE,IN_SALE
"Jotun Alkali Resistant Primer Dış Astar 2,5 lt",880.0,1ek001cqaib15019673,1ek001cqaib15019673,Jotun,İç/Dış Cephe Astarları,880.0,0.0,PIECE,IN_SALE
"WEBER TG5 FAYANS ÜSTÜ ASTAR 4,2 KG",218.64,15400806,15400806,Weber,İç/Dış Cephe Astarları,218.64,0.0,PIECE,IN_SALE
POLİSAN RAPİD RAL 5017 BONCUK MAVİ 3KG,990.0,15713,15713,Polisan,Metal Boyaları,990.0,0.0,PIECE,IN_SALE
"POLİSAN POLİMETAL HAMMER YENİ GÜMÜŞ 0,75L",726.0,15607,15607,Polisan,Metal Boyaları,726.0,0.0,PIECE,IN_SALE
POLİSAN RAPİD BOYA BEYAZ 15KG,6160.0,15606,15606,Polisan,Metal Boyaları,6160.0,0.0,PIECE,IN_SALE
POLİSAN RAPID EXT. BEYAZ 3KG,1320.0,15486,15486,Polisan,Metal Boyaları,1320.0,0.0,PIECE,IN_SALE
"POLIMETAL HAMMER Y KAHVERENGI 0,75L",726.0,14520,14520,Polisan,Metal Boyaları,726.0,0.0,PIECE,IN_SALE
RAPID RAL 9005 SIYAH 15KG,5500.0,14519,14519,Polisan,Metal Boyaları,5500.0,0.0,PIECE,IN_SALE
"Filli Boya Caparol Hammer Koyu Mavi 0,75lt",726.0,12822,12822,Filli Boya,Pas Önleyici Boyalar,726.0,0.0,PIECE,IN_SALE
"Polisan Polimetal Hammer Ton Altın Sarısı 0,75 lt",726.0,12792,12792,Polisan,Pas Önleyici Boyalar,726.0,0.0,PIECE,IN_SALE
Polisan Rapid Mat Siyah 15 kg,5170.0,14344,14344,Polisan,Endüstriyel Boyalar,5170.0,0.0,PIECE,IN_SALE
MAG ENDÜSTRİYEL BOYA RAL 1023 3 KG,660.0,13436,13436,MAG,Endüstriyel Boyalar,660.0,0.0,PIECE,IN_SALE
MAG ENDÜSTRİYEL BOYA RAL 7016  ANTRASİT 1 KG,330.0,13435,13435,MAG,Endüstriyel Boyalar,330.0,0.0,PIECE,IN_SALE
AKFİX AC605 AKRİLİK MASTİK BEYAZ 500GR,49.5,13251,13251,Akfix,Mastikler,49.5,0.0,PIECE,IN_SALE
MAG ENDÜSTRİYEL BOYA RAL 5002 3 KG,660.0,10310,10310,MAG,Endüstriyel Boyalar,660.0,0.0,PIECE,IN_SALE
MAG ENDÜSTRİYEL BOYA TURUNCU 1 KG RAL 2004,330.0,5598,5598,MAG,Endüstriyel Boyalar,330.0,0.0,PIECE,IN_SALE
MAG ENDÜSTRİYEL BOYA RAL 7016  ANTRASİT 3 KG,660.0,4856,4856,MAG,Endüstriyel Boyalar,660.0,0.0,PIECE,IN_SALE
MAG ENDÜSTRİYEL BOYA RAL 1023 15 KG,2860.0,4855,4855,MAG,Endüstriyel Boyalar,2860.0,0.0,PIECE,IN_SALE
MAG ENDÜSTRİYEL BOYA RAL 7042 MAKİNE GRİ 1 KG,330.0,4655,4655,MAG,Endüstriyel Boyalar,330.0,0.0,PIECE,IN_SALE
MAG Endüstriyel Boya Ral 7042 Makine Gri 3 kg,660.0,4642,4642,MAG,Endüstriyel Boyalar,660.0,0.0,PIECE,IN_SALE
MAG ENDÜSTRİYEL BOYA ÇİMEN YEŞİL 15 KG,2860.0,4607,4607,MAG,Endüstriyel Boyalar,2860.0,0.0,PIECE,IN_SALE
