Listing_ID,City,District,Rooms,Price
1304363130,Eskisehir,AkarbaşıKırmızıtoprak Mh.,3+1,26500.0
1302721633,Eskisehir,Orhangazi,3+1,40000.0
1305981663,Eskisehir,71 Evler,1+1,15000.0
1294718513,Eskisehir,AkarbaşıAkarbaşı Mh.,2+1,35000.0
1293400489,Eskisehir,BüyükdereBüyükdere Mh.,1+1,14000.0
1289862069,Eskisehir,BüyükdereBüyükdere Mh.,1+1,11000.0
1305775746,Eskisehir,71 Evler,3+1,22000.0
1305717505,Eskisehir,ÇankayaÇankaya Mh.,3+1,20500.0
1300170716,Eskisehir,KurtuluşKurtuluş Mh.,2+1,15000.0
1303264573,Eskisehir,71 EvlerEmek Mah.,3+1,20000.0
1273080053,Eskisehir,BüyükdereYıldıztepe Mh.,3+1,26000.0
1277287407,Eskisehir,AkarbaşıVişnelik Mh.,3+1,26000.0
1305538703,Eskisehir,71 EvlerEmek Mah.,3+1,35000.0
1285693230,Eskisehir,71 Evler,1+1,13000.0
1298838271,Eskisehir,71 EvlerEmek Mah.,1+1,15250.0
1297088602,Eskisehir,BüyükdereYıldıztepe Mh.,3+1,17500.0
1295915081,Eskisehir,71 Evler,2+0,13500.0
1303632411,Eskisehir,OdunpazarıVadişehir Mh.,3+1,36500.0
1228931730,Eskisehir,OdunpazarıIhlamurkent Mah.,3+1,42000.0
1297987414,Eskisehir,Arifiyeİstiklal Mh.,2+1,20500.0
1299443570,Eskisehir,AkarbaşıKırmızıtoprak Mh.,1+1,9000.0
1306228800,Eskisehir,BüyükdereBüyükdere Mh.,1+1,13500.0
1270350634,Eskisehir,Arifiye,1+1,13000.0
1297834845,Eskisehir,KurtuluşDeliklitaş Mh.,3+1,36000.0
1270763001,Eskisehir,KurtuluşDeliklitaş Mh.,2+1,15000.0
1300810207,Eskisehir,AkarbaşıVişnelik Mh.,3+1,20000.0
1300678679,Eskisehir,BüyükdereYıldıztepe Mh.,3+1,15000.0
1297854708,Eskisehir,71 EvlerEmek Mah.,3+1,18000.0
1306193479,Eskisehir,BüyükdereBüyükdere Mh.,1+1,15500.0
1291467885,Eskisehir,BüyükdereBüyükdere Mh.,1+1,15000.0
1306193347,Eskisehir,BüyükdereBüyükdere Mh.,1+1,20000.0
1303521026,Eskisehir,BüyükdereBüyükdere Mh.,1+1,13000.0
1300237521,Eskisehir,BüyükdereBüyükdere Mh.,1+1,13500.0
1300720698,Eskisehir,Orhangazi,2+1,29000.0
1305209691,Eskisehir,71 EvlerEmek Mah.,2+1,20000.0
1299882140,Eskisehir,BüyükdereGültepe Mh.,3+1,20000.0
1303502463,Eskisehir,71 EvlerEmek Mah.,2+1,13000.0
1281578185,Eskisehir,AkarbaşıAkarbaşı Mh.,2+1,17000.0
1306178135,Eskisehir,SultandereSultandere 75. Yıl Mh.,3+1,15500.0
1306171557,Eskisehir,Arifiyeİstiklal Mh.,1+1,15000.0
1300610062,Eskisehir,BüyükdereGöztepe Mh.,2+1,20000.0
1260201533,Eskisehir,GökmeydanGökmeydan Mh.,3+1,17000.0
1300739899,Eskisehir,AkarbaşıVişnelik Mh.,3+1,24500.0
1209227177,Eskisehir,AkarbaşıAkarbaşı Mh.,1+1,25000.0
1295006859,Eskisehir,71 EvlerEmek Mah.,3+1,20000.0
1297870635,Eskisehir,AkarbaşıKırmızıtoprak Mh.,3+1,15000.0
1303479494,Eskisehir,Arifiye,2+1,17000.0
1289541229,Eskisehir,71 EvlerEmek Mah.,3+1,15000.0
1303479201,Eskisehir,71 EvlerEmek Mah.,1+1,12500.0
1303476769,Eskisehir,GökmeydanGökmeydan Mh.,3+1,23000.0
1265309434,Eskisehir,ErenköyHuzur Mah.,2+1,10000.0
1271401076,Eskisehir,AkarbaşıVişnelik Mh.,4+1,45000.0
1266255958,Eskisehir,BüyükdereGültepe Mh.,1+1,9000.0
1300605910,Eskisehir,BüyükdereBüyükdere Mh.,4+1,30000.0
1287203998,Eskisehir,AkarbaşıVişnelik Mh.,2+1,15000.0
1303454951,Eskisehir,Arifiyeİstiklal Mh.,2+1,18000.0
1172050807,Eskisehir,AkarbaşıAkarbaşı Mh.,1+1,15000.0
1294526301,Eskisehir,71 EvlerEmek Mah.,3+1,18000.0
1222998772,Eskisehir,AkarbaşıAkarbaşı Mh.,3+1,18000.0
1300522561,Eskisehir,BüyükdereGültepe Mh.,3+1,18000.0
1303439546,Eskisehir,BüyükdereBüyükdere Mh.,1+1,13500.0
1300592538,Eskisehir,OdunpazarıYenikent Mah.,3+1,15000.0
1299824489,Eskisehir,71 Evler,2+0,19500.0
1293489028,Eskisehir,BüyükdereBüyükdere Mh.,1+1,12000.0
1292211874,Eskisehir,AkarbaşıKırmızıtoprak Mh.,1+1,12750.0
1299669080,Eskisehir,BüyükdereBüyükdere Mh.,1+1,7500.0
1279559707,Eskisehir,71 EvlerEmek Mah.,2+1,18000.0
846759011,Eskisehir,GünyüzüOsmangazi Mah.,3+1,12000.0
1283014013,Eskisehir,Arifiye,2+0,15000.0
1297813873,Eskisehir,AkarbaşıKırmızıtoprak Mh.,1+1,14000.0
1287164582,Eskisehir,71 Evler,3+1,18500.0
1286367206,Eskisehir,ErenköyErenköy Mh.,3+1,19000.0
