tarih,product_name,product_price
2026-03-08,Ülker Cocopops 40 gr,18.50
2026-03-08,Royal Tereyağı 1 kg,565.00
2026-03-08,Pınar Yörük Sucuk Hindi 180 Gr,73.00
2026-03-08,İçim Kaşar Peyniri 600 gr,310.00
2026-03-08,Ülker Cafe Crown Byz.Çikolata 17 Gr,12.00
2026-03-08,Pınar Labne Peynir 180 gr,71.00
2026-03-08,Beşler Hünkar Dilimli Sucuk 220 gr,90.00
2026-03-08,Nestle Nesquik Duo 310 gr,140.00
2026-03-08,Pınar Süzme Peynir 750 gr,215.00
2026-03-08,Nestle Nesquik Çilekkare 310 gr,145.00
2026-03-08,Sütaş Yayık Tereyağı 225 gr,165.00
2026-03-08,İçim Süzme Beyaz Peynir 500 gr,145.00
2026-03-08,İçim Beyaz Peynir 900 gr,229.00
2026-03-08,"Pınar Tam Yağlı Süt 2,5 1 lt",59.00
2026-03-08,Ülker Kelloggs Special K Çikolatalı 400 gr,179.00
2026-03-08,"Kebir Köy Tipi Yoğurt 2,5 kg",175.00
2026-03-08,Sütaş Çikolatalı Süt 180 ML,15.00
2026-03-08,Ova Kaşar Peynir 500 Gr,320.00
2026-03-08,Kebir Gurme Tereyağı 750 gr,580.00
2026-03-08,Ekici Tam Yağlı Beyaz Peynir 500 gr,189.00
2026-03-08,Nutella 400 gr,169.00
2026-03-08,Torku Banada Kakaolu Fındık Kreması 400 gr,129.00
2026-03-08,Beyaz Peynir Naturel Ekici,435.00
2026-03-08,Ova Kaşar Peyniri 1 kg,609.00
2026-03-08,Beyaz Peynir Ezine Habir Kg,420.00
2026-03-08,Sucuk Cumhuriyet Kangal Kg,1670.00
2026-03-08,Pınar Şölen Sucuk Sade 180 gr,179.00
2026-03-08,Zeytin Yeşil Domat Kırma Kg,270.00
2026-03-08,Üçel Sade Helva 830 Gr,239.00
2026-03-08,Çeçil Peynir Gezici Çiftlik Kg,460.00
2026-03-08,Eritme Dil Peyniri Kg,330.00
2026-03-08,Pınar Laktozsuz Süt 1 lt,64.00
2026-03-08,Yağ Yemeklik Bitkisel Kg,245.00
2026-03-08,Sarelle Kakaolu Fındık Ezmesi 700 gr,229.00
2026-03-08,Sarelle Kakaolu Fındık Ezmesi 350 gr,175.00
2026-03-08,Üçel Glikozsuz Likapa Reçeli Cam 680 gr,309.00
2026-03-08,Sütaş Beyaz Peynir 900 gr,247.00
2026-03-08,Kebir Lor Peyniri 500 gr,82.00
2026-03-08,Öner Extra Zeytin 800 gr,169.00
2026-03-08,Sarelle Fındık Ezmesi 350 Gr,310.00
2026-03-08,Kebir Gurme Tereyağı 400 gr,310.00
2026-03-08,SÜTAŞ MEYVELİ YOĞURT 475 GR,75.00
2026-03-08,Marmarabirlik Lüks Zeytin Vakumlu 3XS 200 gr,49.00
2026-03-08,Ekici Tereyağ 700 Gr,485.00
2026-03-08,Sütaş Kaşar Peyniri 400 gr,199.00
2026-03-08,Ekici Tel Peyniri 200 gr,79.00
2026-03-08,Beyaz Peynir Naturel Gündoğdu Ezine kg,370.00
2026-03-08,Muratbey Burgu Peyniri 200 gr,119.00
2026-03-08,Sütaş Beyaz Peynir500 gr,149.00
2026-03-08,Ekici İzmir Tulum Peyniri 300 Gr,255.00
2026-03-08,Ova Kaşar Peynir 250 Gr,179.00
2026-03-08,Teremyağ Paket Margarin 250 gr,56.00
2026-03-08,Beyaz Peynir Ekici Tam Yağlı Kg,250.00
2026-03-08,Zeytin Yeşil Çizik kg 230-260,299.00
2026-03-08,Zeytin Yeşil Biberli kg 160-180,280.00
2026-03-08,Muratbey Tel Peyniri 200 Gr,119.00
2026-03-08,Cumhuriyet Fermente Kangal Sucuk 300 gr,520.00
2026-03-08,Fiskobirlik Nuga Kakaolu Fındık Kreması 350 gr,145.00
2026-03-08,Ekici Tam Yağlı Beyaz Peynir 800 gr,239.00
2026-03-08,Namet Macar Salam 50 gr,50.00
2026-03-08,Marmarabirlik Kuru Sele Siyah Zeytin 3XS 400 gr,120.00
2026-03-08,Marmarabirlik Az Tuzlu Zeytin Teneke 400 gr,120.00
2026-03-08,Algida Magnum Mini Classic Badem Beyaz 6 lı 345 ml,325.00
2026-03-08,Fiskobirlik Fındık Ezmesi 300 gr,290.00
2026-03-08,Kebir Çeçil Peynir 200 gr,115.00
2026-03-08,Marmarabirlik Gold Zeytin Teneke 800 gr,339.00
2026-03-08,Pınar Süzme Peynir Az Yağlı Az Tuzlu 500 gr,137.00
2026-03-08,Kebir Tel Peyniri 180 gr,115.00
2026-03-08,Penguen Kayısı Reçel Kavanoz 800 gr,170.00
2026-03-08,Zeytin Gemici Jumbo kg 200-230,535.00
2026-03-08,Penguen Vişne Reçeli 800 gr,330.00
2026-03-08,İçim Tereyağı 225 gr,169.00
2026-03-08,Penguen Çilek Reçeli 800 gr,185.00
2026-03-08,Sana Hamur İşi Margarin 250 gr Paket,60.00
2026-03-08,Yeşil Mavi Bidon Yoğurt 1 Kg,68.00
2026-03-08,Sütaş Dilimli Tost Peyniri 350 gr,175.00
2026-03-08,İçim Süzme Beyaz Peynir 250 gr,78.00
2026-03-08,SÜTAŞ BÜYÜMİX 6LI,40.00
2026-03-08,Erpiliç Piliç Salam 750 gr,109.00
2026-03-08,Şahin Sosis Kokteyl 350 gr,165.00
2026-03-08,Pınar Aç Bitir Hindi Salam Büyük Dilim 60 gr,32.50
2026-03-08,Aytaç Piliç Sucuk Baton 220 Gr,90.00
2026-03-08,Zeytin kg 230-260,379.00
2026-03-08,ICIM YOGURT HOMOJEN 1KG DOĞAL,86.00
2026-03-08,Cebeci Kaşar Peyniri 600 gr,225.00
2026-03-08,Sütaş Yoğurt Kaymaksız 3 Kg,175.00
2026-03-08,Kebir Tel Peyniri 500 gr,265.00
2026-03-08,Pınar Şölen Sucuk Acılı 180 gr,179.00
2026-03-08,Beyaz Peynir Ova Tam Yağlı Kg,395.00
2026-03-08,Muratbey Topi Peynir 200 gr,119.00
2026-03-08,Lezita Piliç Salam 800 gr,130.00
2026-03-08,YUMURTA Özkan 15 li,110.00
2026-03-08,Pınar Aç Bittir Hindi Füme 60 Gr,36.00
2026-03-08,Koska Reçel Çilek 760 gr,215.00
2026-03-08,İçim Beyaz Peynir 500 gr,162.00
2026-03-08,UCEL TAHİN KAKAOLU HELVA 400 GR,145.00
2026-03-08,Üçel Üzüm Pekmezi 600 gr,116.00
2026-03-08,Ova Tereyağı 1 kg,699.00
2026-03-08,Ova Beyaz Peynir Teneke 1 kg,420.00
2026-03-08,Beyaz Peynir Naturel Edirne Yardımcı kg,465.00
2026-03-08,Aytaç Çiftlik Piliç Salam 500 Gr,105.00
2026-03-08,Namet Hindi Salam 60 gr,29.50
2026-03-08,Kavurma Yöresel Pınarbaşı Kg,1950.00
2026-03-08,Kahvaltı Dünyası Tulum Peynir 500 gr,249.00
2026-03-08,Kaanlar Tereyağı 700 gr,595.00
2026-03-08,Marmarabirlik Kuru Sele Siyah Zeytin XS 400 gr,145.00
2026-03-08,Kaanlar Rende Mozerella Kaşar 200 gr,160.00
2026-03-08,Pınar Yoğurt 750 gr,73.00
2026-03-08,Pınar Süzme Peynir 1000 Gr,199.00
2026-03-08,Kebir Köy Tipi Yoğurt 5 kg,335.00
2026-03-08,Kebir Kolot Peyniri 400 gr,209.00
2026-03-08,Nestle Nesfit Çilekli Bar 23.5 gr,30.00
2026-03-08,Gürsoy Fındık Ezmesi 320 Gr,240.00
2026-03-08,Üçel Vişne Reçeli 800 gr,240.00
2026-03-08,Teksüt Dilimli Kaşar Peynir 1 Kg,470.00
2026-03-08,Acılı Ezme kg,360.00
2026-03-08,Ülker Çokokrem 950 gr,195.00
2026-03-08,İçim Süzme Beyaz Peynir 900 gr,245.00
2026-03-08,Şahin Kangal Sucuk 180 gr,345.00
2026-03-08,Pınar Doyum Salam 225 gr,72.00
2026-03-08,Gülsan Reçel Vişne 1400 Gr,265.00
2026-03-08,Ovit Siyah Yağlı Zeytin 150 gr,52.00
2026-03-08,Marmarabirlik Kuru Sele Siyah Zeytin 3XS 800 gr,189.00
2026-03-08,Marmarabirlik Hiper Zeytin Teneke 800 gr,310.00
2026-03-08,Marmarabirlik Extra Zeytin Teneke 800 gr,190.00
2026-03-08,Balparmak Süzme Çiçek Balı 850 gr,690.00
2026-03-08,İçim Yarım Yağlı Yoğurt 3 kg,190.00
2026-03-08,Tariş Siyah Zeytin Ezmesi 350 Gr,120.00
2026-03-08,Bizim Paket Margarin 6 lı,199.00
2026-03-08,Kebir Beyaz Peynir 800 gr,219.00
2026-03-08,Tariş Yeşil Zeytin Salatası 220 Gr,130.00
2026-03-08,Sütaş Üçgen Peynir 8*15 Gr,45.00
2026-03-08,Pınar Tereyağ 200 Gr,144.00
2026-03-08,Üçel Tahin 500 gr,190.00
2026-03-08,Eski Kaşar Trakya Yardımcı Kg,435.00
2026-03-08,Tulum Peyniri Erzincan Kg,620.00
2026-03-08,Teremyağ Kase Margarin 250 gr,68.00
2026-03-08,Pınar Süzme Peynir 500 gr,149.00
2026-03-08,Torku Üçgen Peynir 100 gr,52.00
2026-03-08,Kebir Kaşar Peyniri 600 gr,299.00
2026-03-08,Torku Macar Salam 250 gr,240.00
2026-03-08,Burgu/Topi/Halka Beyaz Peynir Kg,595.00
2026-03-08,Kebir Kaymak 200 gr,145.00
2026-03-08,Kebir Beyaz Peynir 500 gr,157.00
2026-03-08,Eski Kaşar Göle kg,379.00425.00
2026-03-08,Pınar Piliç Salam 900 Gr,99.00
2026-03-08,Sütaş Beyaz Peynir 250 gr,80.00
2026-03-08,Şahin Kangal Sucuk Acısız 180 gr,345.00
2026-03-08,Helva Üçel Yazlık Cevizli Kg,250.00
2026-03-08,Marmarabirlik Kuru Sele Siyah Zeytin XS 800 kg,275.00
2026-03-08,İçim Süzme Beyaz Peynir 750 gr,209.00
2026-03-08,Ekici Süzme Peynir 400 gr,130.00
2026-03-08,Eritme Peyniri Trabzon Kg,210.00
2026-03-08,Kebir Kaşar Peyniri 400 gr,200.00
2026-03-08,Zeytin Kg 320-350,215.00
2026-03-08,Golf Bravo Badem Belçika Çikolatalı 100 ml,65.00
2026-03-08,Algida Cornetto Classico Çikolata 125 ml,50.00
2026-03-08,Pınar Doyum Büfe Salam 700 gr,199.00
2026-03-08,Algida Cornetto Kaymak 125 ml,50.00
2026-03-08,Cebeci Tam Yağlı Beyaz Peynir 900 gr,199.00
2026-03-08,Algida Magnum Clasic 100 ml,85.00
2026-03-08,Pınar Labne Peynir 400 gr,109.00
2026-03-08,Muratbey Sürmeli Beyaz Peynir 700 gr,210.00
2026-03-08,Algida Magnum Badem 100 ml,85.00
2026-03-08,Ülker Terem Gurme Kase 250 gr,75.00
2026-03-08,Ülker Coco Pops Topları 225 gr,99.00
2026-03-08,Pınar Mangal Keyfi Sucuk 300 gr,189.00
2026-03-08,Nestle Nesquik Mısır Gevreği 700 gr,189.00
2026-03-08,Pınar Organik Süt 1 lt,75.00
2026-03-08,TekSüt Yumuşak Tam Yağlı Beyaz Peynir 750 gr,195.00
2026-03-08,Rizze Köy Tipi Tereyağı 1 kg,625.00
2026-03-08,Pınar Kido Kakaolu Süt 180 ml,16.50
2026-03-08,Pınar Mangal Keyfi Sucuk Acılı 225 gr,140.00
2026-03-08,Burcu Kozlenmiş Biber 300 Gr,70.00
2026-03-08,Danet Dana Kangal Sucuk 300 Gr,340.00
2026-03-08,Balparmak Çıt Kapak Çiçek Balı 350 gr,350.00
2026-03-08,Muratbey Misto Peynir 200 Gr,119.00
2026-03-08,Koska Tahin Pekmez 350 gr,165.00
2026-03-08,Tariş Zeytin Sele 291-320 1000Gr,295.00
2026-03-08,Üçel Reçel Çilek 1500 gr Cam,255.00
2026-03-08,Golf Maraşım Sade 500 ml,164.90
2026-03-08,Üçel Vişne/Kayısı Reçeli 380 gr,125.00
2026-03-08,İçim Kaymak 150 gr,119.00
2026-03-08,Golf Maraşım Çikolata Sade 500 mL,164.90
2026-03-08,Pınar Salam Kahvaltılık 250 gr,280.00
2026-03-08,Sütaş Kaşar Peyniri 600 gr,279.00
2026-03-08,"Bayram Yoğurt 2,5 kg",164.00
2026-03-08,Afia Kakaolu Fındık Krema 400 gr,120.00
2026-03-08,Balparmak Yayla Ova Çiçek Balı 350 gr,260.00
2026-03-08,Bizim Kase Margarin 250 Gr,60.00
2026-03-08,Üçel Sade Helva 400 Gr,142.00
2026-03-08,Üçel Yazlık Helva Ceviz Kakao 500 gr,160.00
2026-03-08,Tariş Yeşil Çizik Zeytin 300 gr,190.00
2026-03-08,Üçel Helva Yazlık Sade 500 Gr,135.00
2026-03-08,Koska Pekmez Keçi Boynuzu 700 gr,150.00
2026-03-08,İçim Üçgen Peynir 100 Gr,44.00
2026-03-08,Ülker Çokokrem 650 gr Plst.,170.00
2026-03-08,Üçel Helva Kakaolu 500 Gr,178.00
2026-03-08,Üçel Üzüm Pekmezi 1300 gr,245.00
2026-03-08,Pınar Süzme Peynir 250 gr,81.00
2026-03-08,Teksüt Kaşar Peyniri 600 Gr,289.00
2026-03-08,Öner Elit Zeytin Teneke 800 Gr,299.00
2026-03-08,Kebir Tost Kaşar Peyniri 1000 gr,339.00
2026-03-08,Şahin Çemeni Sıyrılmış Pastırma 80 gr,330.00
2026-03-08,Ülker Teremyağ Margarin Kase 500 gr,135.00
2026-03-08,Pınar Yörük Salam 700 gr,164.00
2026-03-08,Pınar Dana Uzun Sosis 430 gr,389.00
2026-03-08,Pınar Kahvaltı Keyfi Beyaz Peynir 800 gr,265.00
2026-03-08,Pınar Uzun Sosis 225 Gr,259.00
2026-03-08,Pınar Üçgen Peynir 100 gr,50.00
2026-03-08,Koska Pekmez Üzüm 700 gr,265.00
2026-03-08,Koska Tahin 550 gr,199.00
2026-03-08,Pınar Protein Süt Yer Fıstığı ve Muz Aromalı 500ml,70.00
2026-03-08,Algida Classic Vanilya 65 ml,20.00
2026-03-08,Sütaş Minimix Çilek Aromalı Yoğurt 85gr 2 li,47.00
2026-03-08,Royal Kaşar Peyniri 1 kg,519.00
2026-03-08,Marmarabirlik Hususi Zeytin 2 Kg,550.00
2026-03-08,Üçel Helva Yazlık Sade 1 Kg,250.00
2026-03-08,Marmarabirlik Hiper Zeytin 2 Kg,795.00
2026-03-08,Üçel Tahin 310 gr,129.00
2026-03-08,Üçel Çilek Reçeli 380 gr,89.00
2026-03-08,Marmarabirlik Az Tuzlu Salamura 400 Gr,170.00
2026-03-08,Üçel Reçel Vişne 1500 gr Cam,400.00
2026-03-08,Yöre Dilimli Yeşil Zeytin 350 gr,63.00
2026-03-08,Ülker Çokokrem Kase 180 gr,63.00
2026-03-08,Kaanlar Sofralık Yağlı Siyah Zeytin 900Gr,199.00
2026-03-08,Tariş Yeşil Biberli Zeytin 300 Gr,220.00
2026-03-08,Yöre Dilimli Siyah Zeytin 350 gr,63.00
2026-03-08,İçim Krem Peynir 300 gr,99.50
2026-03-08,Pınar Gurme Sucuk 250 gr,355.00
2026-03-08,Penguen Çilek Reçeli 380 gr,115.00
2026-03-08,Sana Margarin Klasik 250 gr,45.00
2026-03-08,Penguen Vişne Reçeli 380 gr,159.00
2026-03-08,Balparmak Süzme Yayla Ova Balı 225 gr,195.00
2026-03-08,Balparmak Çiçek Balı 225 gr,229.00
2026-03-08,Nestle Nesquik Kakaolu Süt 180 ml,31.00
2026-03-08,Balparmak Çiçek Yayla Balı 460 gr,430.00
2026-03-08,Tariş Salamura Zeytin 261-320 800 gr,250.00
2026-03-08,KOSKA KAĞIT HELVA SADE 45 GR,20.00
2026-03-08,Pınar Yoğurt Laktozsuz 750 gr,77.00
2026-03-08,Üçel Lipaka Reçeli 380 gr,130.00
2026-03-08,Kebir Yağlı Yoğurt 4 kg,320.00
2026-03-08,Üçel Sade Tahin Helvası 500 Gr,175.00
2026-03-08,Torku Yarım Yağlı Süt 1Lt,52.90
2026-03-08,Ovit Siyah Zeytin 290-320 900 gr,225.00
2026-03-08,Sütaş Tam Yağlı Süt 1 lt,55.00
2026-03-08,"Sütaş Tam Yağlı Süt 3,5 1 Lt",65.00
2026-03-08,Beyaz Peynir Habir Keçi İnek Peyniri Kg,695.00
2026-03-08,Aynes Yağlı Süt 1 lt,39.90
2026-03-08,Ova Tereyağı 250 gr,210.00
2026-03-08,Ova Tereyağı 500 gr,359.00
2026-03-08,Üçel Reçel Kayısı 1500 Gr Cam,245.00
2026-03-08,UCEL RECEL 800 GR. CAM ÇİLEK/AYVA/KAYISI,160.00
2026-03-08,Torku Yağlı Süt 500 ml,46.00
2026-03-08,Torku Kakaolu Süt 180 ml,17.00
2026-03-08,ICIM YOGURT HOMOJEN 1200GR,99.00
2026-03-08,YUMURTA KÖY ÖZKAN (GUNLUK) 10LU KOLI,75.00
2026-03-08,Torku Dana Fermente Sucuk 225 gr,289.00
2026-03-08,Torku Isıl İşlem Görmüş Kangal Sucuk 180 gr,195.00
2026-03-08,Yoğurt Süzme kg,195.00
2026-03-08,"Yeşil Mavi Yoğurt Bidon 2,5 kg",150.00
2026-03-08,OVA BEYAZ PEYNIR 700 GR PLS,305.00
2026-03-08,Torku Tam Yağlı Beyaz Peynir 500 gr,165.00
2026-03-08,Yeşil Mavi Kaşar 700 gr,295.00
2026-03-08,Tahsildaroğlu Kahvaltılık Lor 300 gr,95.00
2026-03-08,Yeşil Mavi Kolot Peyniri 800 Gr,312.00
2026-03-08,Sütaş Tava Yoğurt 1000 gr,99.50
2026-03-08,Sütaş Tereyağı 100 gr,75.00
2026-03-08,Sütaş Tereyağ Yayık 450 gr,310.00
2026-03-08,Sütaş Light Beyaz Peynir 500 gr,140.00
2026-03-08,Sütaş Labne Peynir 400 gr,119.00
2026-03-08,Sütaş Labne Peynir 200 gr,65.00
2026-03-08,Sütaş Krem Peynir 300 gr,95.00
2026-03-08,Ova Lor Minci 1 kg,215.00
2026-03-08,Bafra Telli Peynir 500 gr,200.00
2026-03-08,Marmarabirlik Az Tuzlu Zeytin 800 gr,315.00
2026-03-08,Kaanlar Lor Minzi 500 gr,89.00
2026-03-08,Pınar Bitkisel İçecek Yulaflı 1 Lt,95.00
2026-03-08,Algida Keyif Çilek Vanilya Kakao 1400 ml,140.00
2026-03-08,Nestle Nesquik Harfler 310 gr,140.00
2026-03-08,Tereyağı Mevlana Bey Doğal Çiftlik Kg,850.00
2026-03-08,Minzi Telli Kg,230.00
2026-03-08,Kaymak Yaylaa,540.00
2026-03-08,Koska Helva Sade 200 Gr,49.90
2026-03-08,Koska Helva Kakaolu 200 Gr,49.90
2026-03-08,Koska Helva Fıstıklı 200 Gr,145.00
2026-03-08,Burcu Reçel Kuru İncir 1500 Gr,190.00
2026-03-08,Rizze Yağlı Sele Zeytini 1000 gr,215.00
2026-03-08,Royal Dilimli Tost Peynir 500 gr,219.00
2026-03-08,Gülsan Reçel Portakal 1400 Gr,190.00
2026-03-08,Anzer Ova Tereyağı 1 Kg,625.00
2026-03-08,Sosero Gril Zeytin 290 Gr,120.00
2026-03-08,Gemlik Karası Siyah Salamura Zeytin S 800 gr,285.00
2026-03-08,Yeşil Mavi Kova Yoğurt 2 kg,115.00
2026-03-08,Gemici Zeytin 320-350 1 kg,240.00
2026-03-08,Pınar Tam Yağlı Beyaz Peynir 180 gr,79.00
2026-03-08,Ekici Lor Peynir 500 Gr,99.00
2026-03-08,Pınar Aç Bitir Dana Macar Salamı 60 Gr,65.00
2026-03-08,Pınar Aç Bitir Kokteyl Hindi Sosis 180 Gr,68.00
2026-03-08,Eritme Peyniri Çeçilli Yöresel Kg,245.00
2026-03-08,Minzi Torku Kg,169.00
2026-03-08,Üçel Helva Yazlık Cevizli 1 Kg,309.00
2026-03-08,Pınar Süt Yarım Yağlı 1 Lt,49.00
2026-03-08,Gürsoy Çifte Kavrulmuş Fındık Ezmesi Cam 320 gr,240.00
2026-03-08,Karlıdağ Tereyağı 900 Gr,499.00
2026-03-08,"Mevlana Bey Çiftliği Yarım Yağlı Yoğurt 2,5 Kg",179.00
2026-03-08,Algida Keyif Kakao Vanilya 750 ml,100.00
2026-03-08,Aytaç Piliç Salam 500 Gr,115.00
2026-03-08,Muratbey Kaşar Peyniri 500 gr,279.00
2026-03-08,Üçel Helva Antep Fıst.Plastik 400 Gr,260.00
2026-03-08,Üçel Pekmez Kara Üzüm Cam 640 Gr,112.00
2026-03-08,Üçel Pekmez Kara Dut Özü 640 Gr,175.00
2026-03-08,Yeşil Mavi Tereyağı 1 kg,695.00
2026-03-08,YUMURTA Yeşilküre Organik 10 lu,125.00
2026-03-08,Koska Helva Sade Paket 500 gr,150.00
2026-03-08,Koska Helva Kakaolu Paket 500 gr,150.00
2026-03-08,Torku Tost Peyniri 600 gr,275.00
2026-03-08,Burcu Reçel Kayısı 1500 Gr,190.00
2026-03-08,Sana Margarin 6 lı,235.00
2026-03-08,İçim Tereyağı 1 Kg,689.00
