tarih,product_name,product_price
2026-03-13,Salatalık Kg,89.90
2026-03-13,Salatalık Silor Kg,139.90
2026-03-13,Domates Kg,89.90
2026-03-13,Domates Salkım Kg,79.90
2026-03-13,Domates Çeri Kg,169.90
2026-03-13,Biber Çarliston Kg,119.90
2026-03-13,Biber Kapya Kg,149.90
2026-03-13,Biber Acı Kg,169.90
2026-03-13,Şili Biberi Kg,189.00
2026-03-13,Biber Köy Kg,229.00
2026-03-13,Biber Dolmalık Kg,189.90
2026-03-13,Patlıcan Kg,229.00
2026-03-13,Kabak Kg,109.00
2026-03-13,Havuç Kg,39.90
2026-03-13,Limon Adet,15.90
2026-03-13,Karnabahar Kg,64.90
2026-03-13,Soğan Kırmızı Kg,74.90
2026-03-13,Çilek Kg,249.00
2026-03-13,Ayva Kg,219.00
2026-03-13,Patates Kg,18.90
2026-03-13,Soğan Kg,14.90
2026-03-13,Dere Otu Adet,30.00
2026-03-13,Lahana Kırmızı Kg,44.90
2026-03-13,Semiz Otu Bağ,38.00
2026-03-13,Kıvırcık Adet,59.90
2026-03-13,Marul Adet,65.00
2026-03-13,Maydanoz Adet,22.50
2026-03-13,Soğan Taze Demet,27.00
2026-03-13,Brokoli Kg,139.90
2026-03-13,Pazı Bağ,21.50
2026-03-13,Fasulye Çalı Kg,349.90
2026-03-13,Nane Adet,28.00
2026-03-13,Roka Adet,24.00
2026-03-13,Lahana Sarmalık Bağ,22.00
2026-03-13,Ispanak Kg,79.90
2026-03-13,Lahana Top Kg,26.90
2026-03-13,Pırasa Kg,54.90
2026-03-13,Sarımsak Kg,199.00
2026-03-13,Üzüm Siyah Kg,199.00
2026-03-13,Kereviz Kg,74.90
2026-03-13,Kabak Tatlı Kg,39.90
2026-03-13,Turp Kırmızı Kg,39.90
2026-03-13,Turp Beyaz Kg,39.90
2026-03-13,Muz İthal Kg,149.90
2026-03-13,Zencefil Kg,329.90
2026-03-13,Patates Çuval (10 Kg),150.00
2026-03-13,Soğan Çuval (9 Kg),115.00
2026-03-13,Elma Starking Kg,99.00129.90
2026-03-13,Soğan Sıska Paket,64.90
2026-03-13,Elma Golden Kg,129.90
2026-03-13,POMELO ADET,199.00
2026-03-13,Karpuz Kg,149.90
2026-03-13,Muz Yerli Kg,89.90
2026-03-13,Greyfurt Kg,74.90
2026-03-13,Armut Deveci Kg,139.90
2026-03-13,Mandalina Kg,74.90
2026-03-13,Ananas Adet,179.90
2026-03-13,Elma Gransimit Kg,149.90
2026-03-13,Portakal Dallı Kg,39.90
2026-03-13,Kivi Duble Kg,199.00
2026-03-13,Armut Santa Kg,149.00
2026-03-13,Elma Gala Kg,139.90
2026-03-13,Armut Doktor Kg,99.00
2026-03-13,Avokado Adet,99.00
2026-03-13,Hindistan Cevizi Adet,159.00
2026-03-13,Tere Adet,30.00
2026-03-13,MNV LİKAPA PAKET,229.00
2026-03-13,Dana Kıyma Kg,850.00
2026-03-13,Dana Kemikli Et Kg,750.00
2026-03-13,Dana Tranç Kg,900.00
2026-03-13,Dana Parça Et Kg,870.00
2026-03-13,Dana Kuşbaşı Kg,900.00
2026-03-13,Kuzu Kuşbaşı Kg,980.00
2026-03-13,Dana Antrikot Kg,980.00
2026-03-13,Dana Sote Kg,950.00
2026-03-13,Dana Yağsız Kıyma kg,950.00
2026-03-13,Dana Yağsız Kuşbaşı Kg,950.00
2026-03-13,Dana Ciğer Kg,690.00
2026-03-13,Kuzu Kaburga Kg,860.00
2026-03-13,Kuzu But Kg,860.00
2026-03-13,Dana Bonfile Kg,1400.00
2026-03-13,Banvit Bonfile Göğüs Kg,210.00
2026-03-13,Banvit Izgara Tava Kg,275.00
2026-03-13,Banvit Baget Kg,119.00
2026-03-13,Gedik Tavuk Baget Kg,119.00
2026-03-13,Gedik Tavuk Kanat Kg,250.00
2026-03-13,Faden Derisiz Fleto Kg,185.00
2026-03-13,Torku Tam Yağlı Süt 1 lt,69.90
2026-03-13,İçim Yarım Yağlı Süt 1 lt,49.50
2026-03-13,İçim Süt Tetra 1 lt,59.50
2026-03-13,Sütaş Süzme Peynir 500 gr,125.00
2026-03-13,Ayca Az Yağlı Beyaz Peynir 800 gr,119.00
2026-03-13,YUMURTA Ümit 30 lu Sarı,185.00
2026-03-13,Ülker Çokokrem 400 gr,99.50
2026-03-13,Sütaş Yarım Yağlı Süt 1lt,48.50
2026-03-13,YUMURTA Köy Kaçkar 15 li,110.00
2026-03-13,Kolot Peyniri Tam Yağlı kg,229.00285.00
2026-03-13,Sütaş Kaymaksız Yoğurt 1 kg,77.50
2026-03-13,Yumurta Kopuz 30 lu Beyaz,175.00
2026-03-13,Kebir Bidon Köy Tipi Yoğurt 1 kg,81.00
2026-03-13,Sütaş Süzme Peynir 250 gr,70.00
2026-03-13,Sütaş Kaymaksız Yoğurt 2 kg,135.00
2026-03-13,Pınar Yarım Yağlı Yoğurt 2000 gr,149.00
2026-03-13,Üçel Kakaolu Helva 830 Gr,239.00
2026-03-13,Kebir Köy Tipi Yoğurt 2 kg,147.00
2026-03-13,Bizim Paket Margarin 250 gr,44.50
2026-03-13,YUMURTA Ümit 15 li Sarı L,95.00
2026-03-13,Marmarabirlik Mega Siyah Zeytin Teneke 800 gr,310.00
2026-03-13,Kaanlar Beyaz Peynir Trakya 800 gr,245.00
2026-03-13,Marmarabirlik Az Tuzlu Zeytin Teneke 800 gr,199.00
2026-03-13,Pınar Krem Peynir 300 GR,109.00
2026-03-13,Pınar Süt 200 ml Y.Yağlı,18.00
2026-03-13,Rizze Dil Peyniri 750 Gr,310.00
2026-03-13,Nestle Nesfit Ballı Badem 400 gr,170.00
2026-03-13,Sütaş Süzme Peynir 900 gr,189.00222.50
2026-03-13,Nestle Nesfit Kırmızı Meyveli 23.5 gr,30.00
2026-03-13,Tereyağı Royal Kg,695.00
2026-03-13,"Sütaş Kaymaksız Yoğurt 1,5 kg",105.00
2026-03-13,Torku Tam Yağlı Beyaz Peynir 900 gr,279.00
2026-03-13,Nestle Nesfit Bitter Çikolatalı Bar 23.5 gr,30.00
2026-03-13,Torku Süzme Peynir 450 gr,132.00
2026-03-13,Torku Süzme Peynir 850 gr,220.00
2026-03-13,İçim Yoğurt 2 kg,149.00
2026-03-13,Nestle Nesfit Çikolatalı 400 gr,170.00
2026-03-13,Nutella 750 gr,265.00
2026-03-13,Nestle Nesfit 420 gr,130.00
2026-03-13,Torku Banada Kakaolu Fındık Kreması 700 gr,199.00
2026-03-13,Nestle Nesquik Mısır Gevreği 225 gr,125.00
2026-03-13,Ekici Kaşar Peyniri 600 gr,250.00
2026-03-13,Nestle Nesquik Çokokare Gevrek 310 gr,135.00
2026-03-13,Pınar Hindi Salam Aç Bitir 75 gr,38.00
2026-03-13,Nestle Nesquik Mısır Gevreği 450 gr,129.00
2026-03-13,Pınar Kido Muzlu Süt 180 ml,16.50
2026-03-13,İçim Süt Tetra 200 ml,18.75
2026-03-13,Ülker Cocopops 40 gr,18.50
2026-03-13,Royal Tereyağı 1 kg,645.00
2026-03-13,Pınar Yörük Sucuk Hindi 180 Gr,73.00
2026-03-13,İçim Kaşar Peyniri 600 gr,310.00
