District,Rooms,Price
Altınordu / Merkez,1+1,13.250 TL
Altınordu / Merkez,1+1,13.750 TL
Altınordu / Merkez,1+1,13.000 TL
Gölköy,2+1,12.000 TL
Ünye,2+1,10.500 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,2+1,10.000 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,12.000 TL
Ünye,3+1,12.000 TL
Altınordu / Merkez,1+1,11.000 TL
Altınordu / Merkez,2+1,12.500 TL
Altınordu / Merkez,1+1,11.750 TL
Fatsa,2+1,11.500 TL
Gülyalı / Köyler,1+1,12.000 TL
Altınordu / Merkez,1+1,12.000 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,12.000 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,13.500 TL
Altınordu / Merkez,3+1,10.000 TL
Ünye,2+1,11.000 TL
Altınordu / Merkez,1+1,12.400 TL
Altınordu / Merkez,2+1,13.500 TL
Ünye,2+1,10.000 TL
Altınordu / Merkez,1+1,12.500 TL
Gülyalı / Köyler,1+1,12.500 TL
Altınordu / Merkez,1+1,12.500 TL
Altınordu / Merkez,1+1,12.500 TL
Altınordu / Merkez,1+1,12.000 TL
Ünye / Köyler,4+1,12.000 TL
Ünye,2+1,13.000 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,12.500 TL
Ünye,3+1,11.000 TL
Ünye,3+1,13.000 TL
Altınordu / Merkez,3+1,13.000 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,12.000 TL
Fatsa,1+1,13.500 TL
Altınordu / Merkez,2+1,12.500 TL
Fatsa,2+1,11.000 TL
Ünye / Tekkiraz,3+1,13.000 TL
Ünye,2+1,12.000 TL
Altınordu / Merkez,2+1,13.500 TL
Altınordu / Merkez,1+1,13.500 TL
Altınordu / Merkez,2+1,10.000 TL
Gülyalı / Köyler,1+1,12.500 TL
Gülyalı / Köyler,1+1,12.000 TL
Gülyalı / Köyler,1+1,13.000 TL
Fatsa,1+1,12.000 TL
Altınordu / Merkez,2+1,12.500 TL
Ünye,3+1,11.000 TL
Ünye,2+1,12.500 TL
Altınordu / Merkez,1+1,12.000 TL
Ünye,2+1,9.250 TL
Altınordu / Merkez,1+1,13.750 TL
Altınordu / Merkez,1+1,12.750 TL
Gülyalı / Köyler,1+1,12.500 TL
Ünye / Tekkiraz,2+1,12.000 TL
Ünye,2+1,12.000 TL
Altınordu / Merkez,1+1,12.000 TL
Altınordu / Merkez,1+1,12.500 TL
Ünye,1+1,13.000 TL
Altınordu / Merkez,2+1,11.500 TL
Altınordu / Merkez,2+1,13.000 TL
Gülyalı / Köyler,2+1,13.000 TL
Altınordu / Merkez,1+1,12.000 TL
Altınordu / Merkez,1+1,13.500 TL
Ünye,1+1,13.500 TL
Altınordu / Merkez,1+1,12.000 TL
Fatsa,2+1,13.000 TL
Altınordu / Merkez,1+1,12.500 TL
Ünye,3+1,13.000 TL
Ünye,3+1,12.500 TL
Fatsa,3+0,10.000 TL
Fatsa,2+1,13.500 TL
Ünye,2+1,8.500 TL
Ünye,2+1,13.000 TL
Gülyalı / Köyler,1+1,11.000 TL
Ünye,2+1,12.500 TL
Altınordu / Merkez,1+1,8.000 TL
Ünye,1+1,8.500 TL
Altınordu / Merkez,1+1,13.500 TL
Altınordu / Merkez,2+1,13.000 TL
Altınordu / Merkez,3+1,10.000 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,13.750 TL
Altınordu / Merkez,1+1,13.500 TL
Altınordu / Merkez,1+1,12.500 TL
Altınordu / Merkez,1+1,12.500 TL
Ünye / Pelitliyatak,1+1,12.000 TL
Altınordu / Merkez,1+1,12.000 TL
Altınordu / Merkez,1+1,11.000 TL
Altınordu / Merkez,1+1,12.500 TL
Ünye,2+1,13.750 TL
Fatsa,2+1,13.000 TL
Fatsa,2+1,12.000 TL
Fatsa,3+1,13.250 TL
Fatsa,3+1,10.250 TL
Altınordu / Merkez,2+1,13.750 TL
Kabadüz,2+1,11.000 TL
Ünye,1+1,13.000 TL
Gülyalı / Köyler,1+1,10.000 TL
Ünye,3+1,12.000 TL
Ünye,2.5+1,7.000 TL
Gülyalı / Köyler,1+1,12.000 TL
Ünye,2+1,12.750 TL
Ünye / Köyler,3+1,13.000 TL
Fatsa,2+1,12.000 TL
Altınordu / Merkez,1+1,12.500 TL
Altınordu / Merkez,2+1,10.000 TL
Gülyalı / Köyler,1+1,11.000 TL
Altınordu / Merkez,2+1,13.000 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,2+1,13.500 TL
Fatsa,2+1,8.000 TL
Fatsa,3+1,12.500 TL
Altınordu / Merkez,2+1,10.000 TL
Altınordu / Merkez,1+1,13.500 TL
Altınordu / Merkez,1+1,10.000 TL
Altınordu / Merkez,2+1,8.000 TL
Ünye,2+1,11.500 TL
Ünye,3+1,13.500 TL
Fatsa,1+1,13.000 TL
Altınordu / Merkez,1+1,11.000 TL
Altınordu / Merkez,1+1,10.500 TL
Ünye,2+1,13.500 TL
Altınordu / Merkez,1+1,13.000 TL
Gölköy,2+1,12.500 TL
Fatsa,2+1,12.000 TL
Altınordu / Merkez,3+2,13.000 TL
Altınordu / Merkez,1+1,13.000 TL
Gölköy,2+1,12.500 TL
Fatsa,3+1,13.000 TL
Altınordu / Merkez,1+1,12.000 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,13.000 TL
Ünye,1+1,13.500 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,2+1,10.000 TL
Ünye,2.5+1,13.500 TL
Ünye,2+1,13.000 TL
Ünye,2+1,10.000 TL
Perşembe / Köyler,2+1,12.500 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,13.000 TL
Gülyalı / Köyler,1+1,11.000 TL
Ünye,1+1,13.000 TL
Ünye,1+1,13.500 TL
Altınordu / Merkez,1+1,12.500 TL
Altınordu / Merkez,1+1,12.000 TL
Kabadüz,2+1,10.000 TL
Fatsa,1+1,13.000 TL
Ünye,3+1,12.500 TL
Altınordu / Merkez,1+1,13.500 TL
Altınordu / Merkez,1+1,12.500 TL
Perşembe,3+1,12.500 TL
Altınordu / Merkez,1+1,12.000 TL
Ünye,3+1,13.000 TL
Ünye,3+1,11.500 TL
Kumru / Fizme,3+1,8.000 TL
Altınordu / Merkez,3+1,12.000 TL
Altınordu / Merkez,3+1,12.500 TL
Altınordu / Merkez,2+1,13.000 TL
Altınordu / Merkez,1+1,12.500 TL
Fatsa,2+1,10.000 TL
Altınordu / Merkez,1+1,8.000 TL
Ünye,2+1,10.000 TL
Akkuş,1+1,10.000 TL
Ünye,2+1,11.500 TL
Ünye,3+1,13.000 TL
Ünye / Tekkiraz,3+1,13.000 TL
Ünye,1+1,13.000 TL
Ünye,3+1,12.500 TL
Altınordu / Merkez,2+1,13.500 TL
Ünye,3+1,13.500 TL
Ünye,3+1,10.000 TL
Ünye,2+1,12.000 TL
Ünye,2+1,12.000 TL
Ünye,Stüdyo (1+0),10.000 TL
Ünye,2+1,13.000 TL
Altınordu / Merkez,1+1,13.250 TL
Perşembe,2+1,10.000 TL
Ünye,1+1,8.500 TL
Altınordu / Merkez,2+1,12.000 TL
Ünye,1+1,13.000 TL
Gülyalı / Köyler,1+1,13.500 TL
Gülyalı / Köyler,1+1,12.000 TL
Altınordu / Merkez,1+1,13.500 TL
Ünye,2+1,13.000 TL
Fatsa,Stüdyo (1+0),8.750 TL
Gülyalı / Köyler,1+1,13.000 TL
Ünye,1+1,12.000 TL
Ünye,3+1,12.000 TL
Gülyalı,3+1,10.000 TL
Altınordu / Merkez,2+1,12.500 TL
Ünye,2+1,12.250 TL
Altınordu / Merkez,1+1,11.000 TL
Altınordu / Merkez,2+1,10.000 TL
Altınordu / Merkez,1+1,13.950 TL
Altınordu / Merkez,2+1,5.000 TL
Altınordu / Merkez,2+1,13.000 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,12.000 TL
Ünye,3+1,13.499 TL
Altınordu / Merkez,3+1,13.000 TL
Gülyalı / Köyler,1+1,12.500 TL
Fatsa,2+1,12.500 TL
Altınordu / Merkez,1+1,13.000 TL
Altınordu / Merkez,1+1,13.000 TL
Ünye,2+1,12.250 TL
Altınordu / Merkez,1+1,12.000 TL
Altınordu / Merkez,1+1,12.300 TL
Altınordu / Merkez,1+1,10.500 TL
Altınordu / Merkez,1+1,9.750 TL
Altınordu / Merkez,1+1,12.500 TL
Altınordu / Merkez,1+1,11.000 TL
Ünye / Tekkiraz,3+1,15.000 TL
Altınordu / Merkez,3+1,14.500 TL
Altınordu / Merkez,2+1,15.000 TL
Ünye,2+1,15.000 TL
Fatsa,3+1,15.000 TL
Altınordu / Merkez,2+1,15.000 TL
Altınordu / Merkez,1+1,14.000 TL
Ünye,1+1,15.000 TL
Altınordu / Merkez,1+1,15.000 TL
Altınordu / Merkez,1+1,15.000 TL
Altınordu / Merkez,3+1,15.000 TL
Ünye,3+1,15.400 TL
Ünye,2+1,15.000 TL
Altınordu / Merkez,1+1,15.000 TL
Altınordu / Merkez,1+1,14.000 TL
