Product Name,Product Cost,product_id,brand,category,color,regular_price,discount_pct,currency
Stoperli barrel fit eşofman altı,1590.0,207810783,Bershka,İç giyim > Külot,Siyah,1590.0,0.0,TRY
Stoperli barrel fit şardonlu pantolon,1590.0,209091409,Bershka,İç giyim > Külot,Gri,1590.0,0.0,TRY
Stoperli barrel fit şardonlu pantolon,1590.0,209091408,Bershka,İç giyim > Külot,Siyah,1590.0,0.0,TRY
Stoperli barrel fit şardonlu eşofman altı,1590.0,207684764,Bershka,İç giyim > Külot,Gri,1590.0,0.0,TRY
Stoperli barrel fit şardonlu eşofman altı,1590.0,206640511,Bershka,İç giyim > Külot,Haki,1590.0,0.0,TRY
Stoperli barrel fit şardonlu eşofman altı,1590.0,206640512,Bershka,İç giyim > Külot,Gri,1590.0,0.0,TRY
Balloon fit şardonlu eşofman altı,1790.0,209975786,Bershka,İç giyim > Külot,Koyu gri,1790.0,0.0,TRY
Çapraz bel pantolon,1790.0,211596970,Bershka,İç giyim > Külot,Sarı,1790.0,0.0,TRY
"Çift düğmeli, pilili pantolon",2490.0,204708583,Bershka,İç giyim > Külot,Kum rengi,2490.0,0.0,TRY
Kareli balon fit pantolon,1790.0,205577768,Bershka,İç giyim > Külot,Gri,1790.0,0.0,TRY
"Çift düğmeli, pilili pantolon",2490.0,204067634,Bershka,İç giyim > Külot,Siyah,2490.0,0.0,TRY
Poplin bloomer pantolon,1790.0,207774796,Bershka,İç giyim > Külot,Haki,1790.0,0.0,TRY
Kargo pantolon,1790.0,217209688,Bershka,İç giyim > Külot,Haki,1790.0,0.0,TRY
Balloon fit şardonlu pantolon,1790.0,209975827,Bershka,İç giyim > Külot,Haki,1790.0,0.0,TRY
Stoperli barrel fit şardonlu pantolon,1590.0,209091407,Bershka,İç giyim > Külot,Denizci mavisi,1590.0,0.0,TRY
Stoperli barrel fit şardonlu pantolon,1590.0,204067039,Bershka,İç giyim > Külot,Kahverengi,1590.0,0.0,TRY
Barrel fit desenli pantolon,2290.0,219004002,Bershka,İç giyim > Külot,Kahverengi,2290.0,0.0,TRY
Poplin bloomer pantolon,1790.0,216429940,Bershka,İç giyim > Külot,Mavi,1790.0,0.0,TRY
Poplin bloomer pantolon,1790.0,207774797,Bershka,İç giyim > Külot,Beyaz,1790.0,0.0,TRY
Poplin bloomer pantolon,1790.0,207774795,Bershka,İç giyim > Külot,Siyah,1790.0,0.0,TRY
Baskılı balon pantolon,2490.0,210919311,Bershka,İç giyim > Külot,Haki,2490.0,0.0,TRY
"Çift düğmeli, pilili pantolon",2490.0,207914990,Bershka,İç giyim > Külot,Haki,2490.0,0.0,TRY
"Çift düğmeli, pilili pantolon",2490.0,206640500,Bershka,İç giyim > Külot,Krem,2490.0,0.0,TRY
Çizgili balloon fit pantolon,2290.0,213178816,Bershka,İç giyim > Külot,Kirli beyaz,2290.0,0.0,TRY
Çizgili balloon fit pantolon,2290.0,213178815,Bershka,İç giyim > Külot,Mavi,2290.0,0.0,TRY
Baskılı barrel fit pantolon,2290.0,212049564,Bershka,İç giyim > Külot,Çok renkli,2290.0,0.0,TRY
Teknik paraşüt pantolon,1790.0,213663260,Bershka,İç giyim > Külot,Füme,1790.0,0.0,TRY
Teknik paraşüt pantolon,1790.0,213663259,Bershka,İç giyim > Külot,Gök mavisi,1790.0,0.0,TRY
Barrel fit pantolon,1790.0,208739082,Bershka,İç giyim > Külot,0-576,1790.0,0.0,TRY
Crop barrel pantolon,1590.0,224378584,Bershka,İç giyim > Külot,Krem,1590.0,0.0,TRY
Barrel kesim crop pantolon,1590.0,224378583,Bershka,İç giyim > Külot,Gri,1590.0,0.0,TRY
Kıvrık belli pantolon,2290.0,223448701,Bershka,İç giyim > Külot,Yeşil,2290.0,0.0,TRY
Düşük bel dokulu ve desenli baggy fit jean,2290.0,220329711,Bershka,İç giyim > Külot,Kahverengi,2290.0,0.0,TRY
Barrel fit pantolon,2290.0,218801682,Bershka,İç giyim > Külot,Bej,2290.0,0.0,TRY
Barrel fit pantolon,2290.0,218801667,Bershka,İç giyim > Külot,Gri,2290.0,0.0,TRY
Stoperli bloomer pantolon,2490.0,218801460,Bershka,İç giyim > Külot,Haki,2490.0,0.0,TRY
"Çift düğmeli, pilili pantolon",2490.0,218801125,Bershka,İç giyim > Külot,Gri,2490.0,0.0,TRY
Baskılı barrel fit şardonlu eşofman altı,1790.0,216376340,Bershka,İç giyim > Külot,Sarı,1790.0,0.0,TRY
Bengalin kumaş çan paça pantolon,1490.0,209126965,Bershka,İç giyim > Bras,Siyah,1490.0,0.0,TRY
Teknik flare fit pantolon,1590.0,207684749,Bershka,İç giyim > Bras,Siyah,1590.0,0.0,TRY
Modal karışımlı yumuşak flare fit pantolon,760.0,209007188,Bershka,İç giyim > Bras,Siyah,1090.0,30.28,TRY
Teknik flare fit pantolon,1590.0,209725479,Bershka,İç giyim > Bras,Şeker Pembesi,1590.0,0.0,TRY
Bengalin kumaş çan paça pantolon,1490.0,205577770,Bershka,İç giyim > Bras,Koyu gri,1490.0,0.0,TRY
